2800000007	Mathayo
31060b0063	Mufwale ebhigwato bhyona bhya Nyamuanga, koleleki mubhone okwimelegulu mubhulige lige bhwa shetani.
31060c00bc	Kulwokubha obhulemo bhweswe bhutali bhwa nsagama na nyama, tali ni bhwobhukama no bhuinga bhwo mwoyo nabhatungi bhe chalo cho bhunyamuke ne chisute, ingulu ya masabhwa mulubhala lwo lwile.
31060d0097	Kulwejo, mufwale ebhigwato bhyona ebhya Nyamuanga, mubhone okukomela ingulu yo bhunyamuke mumwanya gunu omunyamuke. Mukamala bhuli chinu, mulimelegulu.
31060e006e	Mbe mwimeleguluga mutengejeyaye. Mkole kutya mukamala okwibhoya emikanda muchimali no bhulengelesi muchifubha.
31060f0062	Mkole kutya mukabha mwafwae okwimalilila mumagulu gemwe go kulasha emisango jo bhwana ejo mulembe.
310610005b	Bhuli lubhala mugega echuma cho kwikilisha, inu eitula okusimya amakoma ga uliya omubhibhi.
3106110055	Mufwale ingofila yo mwelulo no bhupanga bhwo Mwoyo, bhunu bhuli msango gwa Nyamuanga.
31061200a8	amwi na lisabha najisala. Musabhwega kwo Mwoyo bhuli mwanya. Kwo lususo lunu mubhega bhengeso bhuli mwanya kwo kwiyumaganya kwona na lisabha ingulu ya bhekilisha bhona.
31061300a7	Musabhwe ingulu yani, koleleki niyanibhwe omusango gunu gulafumbula omunwa gwani. Musabhwe ati nimenyesibhwe kwe chimali chinu chiselekele ingulu ye misango jo bhwana.
310614008d	Na ingulu ye misango jo bhwana anye nili mutangasi unu nibhoelwe olunyolo koleleki munda yebhwe naike kwa libhasi lwa kutyo jinyiile okwaika.
3106150097	Nawe emwe ona mumenye emisango jani nakutyo ejigendelela, Tikiko omuili wani omwendwa no mukosi mulengelesi mu Latabhugenyi, kabhamenyesha bhuli chinu.
3106160078	Namutuma kwemwe kwainsonga inu yabhusibhusi, koleleki mumenye emisango ingulu yeswe, abhone okubhafungamya emyoyo jemwe.
3106170064	Omulembe gubhe kubhaili, ne lyenda ne likisha okusoka ku Nyamuanga lata na Latabhugenyi Yesu Kristo.
3106180064	Echigongo chibhwe amwi na bhona bhanu abhamwenda Latabhugenyi Yesu Kristo kwe lyenda linu litakufwa.
320000000a	Abhafilipi
3201010088	Paulo na Timotheo, abhakosi bha Yesu Kristo, Kubhanu bhasolelwe mu Kristo bhanu bhekaye Bhufilipi, amwi na Abhakaluka na Abhafulubhendi.
320102006a	Echigongo chibhe amwi nemwe no omulembe gunu ogusoka ku Lata Nyamuanga weswe na Omukama weswe Yesu Kristo.
3201030043	Enimusima Nyamuanga wani bhuli katungu kanu enibhechuka emwe bhona.
320104004a	Bhuli katungu mwisabhwa lyani kwimwe, ungwa nabhasabhilwa enikondelelwaga.
320105005f	Nili na isime nene kulwo obhumwi bhwemwe mu Injili kusokelela olunaku lwokwamba kukingila lelo.
3201060085	Nino obhuchimali ati unu ambisishe omulimo gwa kisi munda yemwe aligendelela ukugukumisha okukingila olusiku Leo Omukama Yesu Kristo.
32010700df	Nijakisi kulubhala lwani, okwiyungwa kutya ingulu yemwe bhona kulwokubha nibhateye mumwoyo gwani. Insonga emwe mwabheye bhejasu muchigongo na muchifungo chani mukubhambalila kwani no okumenyegesha (okusimbagilisha) Iinjili.
320108006d	Nyamuanga kambambalila, lwakutyo nili na inamba ingulu yemwe bhona mulyenda lya ingulu muno elya Kristo Yesu.
320109004e	Mbe enisabhwa ati, elyenda lyemwe likule muno mubhumenyi nonobhwengeso bhwona.
32010a00b9	Enisabila omusango ogwo koleleki mube no obhutulo obhwo kulenga no okusola amakonde muno. Echakabhili enibhasabhwila koleleki mubhe bhelu ubhutabha na njuno yonayona olunaku lwa Kristo.
32010b0082	Echindi koleleki mwijusibhwe na litwasho lye echimali linu elibhonekana ku Yesu Kristo, kulwa likusho no obhukonde bhwa Nyamuanga.
32010c0060	Mbe bhaili bhani, enenda nimenye kutya, amagambo ganu gambwene gakolele Iinjili igendelele muno.
32010d0087	Niyo insonga oungwa bhamboya kulwa injuno ya Kristo, okubhoywa kwani okumenywa na abhanu bhona na abhalindi bho obhwikalo bhwo omukama.
32010e0074	Kulubhana ne ebhifungo bhyani, abhaili bhani Mumukama, bhekilisishe no okulegeja okulasha Omusango bhatali nabhubha.
32010f0073	Abhandi ni chimali abhamulasha Kristo kwo olwango no obhuyombo, abhandi abhakola kutyo kwo obhwiganilisha bhwekisi.
3201100061	Bhanu abhamulasha Kristo kwe elyenda abhamenya ati nitewe anu kwa insonga yo okubhambala Iinjili.
3201110079	Nawe abhandi abhamulasha Kristo kwo omutubho no omwoyo mubhibhi. Ebhetogela ati abhaleta jinyako kwanye muminyororo jani.
3201120071	Kulwejo nitakukukwa, nikondelewe kulwokubha Kristo kalasibhwa kwa njila yonayona! Na niligendelela okukondelelwa!
3201130090	Kulwokubha enimenya ati linu lililetelela ninigulilwa. Omusango gunu gulisokokoka kulwa lisabhwa lyemwe na kwo obhusakisi bhwa Mwoyo was Kristo.
32011400e8	Okwingana na obhwiikanyo bhwani obhwe echimali ni kutya, nitalibhona nswalo. Badala yejo, kwa libhasi lyona, lwa kutyo jili nsiku jona kukinga olyanu, eniikanya ati Kristo alikusibhwa mumubhili gwani, mukatungu ko obhuanga no olufu.
320115003d	Kulwokubha kwanye, obhulame ni Kristo, okufwa kulimo libhona.
3201160060	Nawe, labha okulama chimubhili okwibhula litwasyo mumilimu jani, kulwejo nitakumenya echokusola.
3201170093	Kunsonga enisindikwa na ameganilisho gabhili ganu. Nina inamba yokusiga omubhili nibhe amwi na Kristo, echo nicho echinu cho obhugusi bhunene muno.
3201180042	Tali okusigala mumubhili gunu ni gambo lya kisi sana ingulu yemwe.
32011900a6	Kulwokubha enimenya bhusibhusi ingulu yo omusango gunu, enimenya enisigala no okugendelela okubha amwi nemwe bhona, koleleki mugendelele no okukondelelwa mulikilisha.
32011a0061	mukingile okubhona likusho ku Kristo Yesu, ingulu yani okubha enisubha okwikala amwi nemwe lindi.
32011b0125	Nawe ubhalame bhwemwe bhwinganilile lwakutyo Iinjili ya Kristo eyaika. Mukole kutyo koleleki nilibha naja okubhalola amo nikabhula okuja, nungwega ati mwimeleguyu obhutasingita mumwoyo gumwi, eninambaalila okungwa ati muli na Mwoyo gumwi, nimwisigombela elikilsha lya Iinjili ku bhumwi bhweme.
32011c00bf	Nolwo mwasiga kubhaya echinu chonachona chinu echikolwa na abhasoko bhemwe. Echo kutyo kubhene ni chimenyegesho cho obhubhibhi. Nawe kwimwe ni chimenyegesho cho omwelulo okusoka ku Nyamuanga.
32011d0073	Kunsonga emwe muyabhilwe kulwe emillimu ja Kristo, kutali kumwikilisha kwenyele, tali nokunyasibhwa ingulu yomwene.
32011e006c	Kulwokubha muli na inyombo ilyailya lwakutyo mwailolele kwanye na omungwa lwakutyo ninayo okukingila olyanu.
320201009f	Labha kuliwo okukomesibhwa mu Kristo. Labha kuliwo okufung'ama okusoka ku lyenda lyaye. Labha bhuliwo obhumwi bhwa Mwoyo. Labha chiliwo echigongo no okusasila.
3202020084	Mbe mumalishe ubhukondelwa bhwani kwo obhwiganilisha bhumwi muli ne elyenda limwi, muli no obhumwi mu mwoyo, na muli na injila imwi.
320203006c	Mwasiga kukolela omutubho no okwikuya. Tali mubhe bhololo nimulola abhandi okubha bhekisi muno okukila emwe.
3202040062	Bhuli umwi wemwe asiga okwangalila ubhukene bhwaye enyele, tali angalile obhukene bhwa abhandi ona
3202050037	Mbe mubhe no obhwiganilisha lwa bhunu alinabhwo Kristo.
320206006d	Ko omwene atateshenye na Nyamuanga. Nawe ateyunguywe ati okubha lwa Nyamuanga ni chinu cho okulumatana nacho.
3202070063	Nasiga jona ejo, omwenekili nekeya. Nagega olususo lwo omukosi. Naja agegele olususo lwo mwanamunu.
3202080043	Omwene ekeyishe nabha wokungwa okukingila nafwa, nafwa kumusalabha.
320209004f	Kulwejo Nyamuanga amukusishe muno. Amuyanile lisina ekulu likilile bhuli esina.
32020a0096	Akolele kutyo koleleki mwi lisina lya Yesu bhusibhusi bhuli munu atele ebhiju. Ebhiju bya bhanu bhali mulwile na bhanu bhali ingulu ne emwalo ya insi.
32020b0067	Akolele kutyo koleleki bhuli lulimi lwaike ati Yesu Kristo ni Mukama, kulwa likusyo lyo Lata Nyamuanga.
32020c00b3	Kulwejo, bhendwa bhani lwakutyo omungwa nsiku jona, kutali ati nikasanga niliamwi nemwe nawe nolwo nikasanga nitaliwo, mubhe na amanaga no omwelulo gwemwe kwo obhubha no kuyalala.
32020d0080	Kulwokubha Nyamuanga niwe kakola emilimu munda yemwe koleleki abhasakile okwiganilisha no okukola amagambo ganu agamukondelesha.
32020e0030	Mukole amagambo gona obhutalunduma no okuyakana.
32020f00b8	Mukole kutyo koleleki mutalundumilwa, mubhe bhana bha Nyamuanga bhalengelesi mutali na kakojole. Mbe mukole kutyo koleleki mubhe lumuli lwe echalo, mu lwibhulo olunyamuke no olubhibhi.
32021000b2	Mugwatilile muno omusango gwo obhuanga koleleki nibhe na insonga yo okukusha kulunaku lwa Kristo. Niwo nimenye ati nitabhilimaga kubhusha omwanya nolwo nitenyashaga bhila nsonga.
320211009a	Nawe nolwo labha abhanyisiga lwe echiyanwa ingulu ye echitambo na ohhufulubhendi bhwe elikilisha lyemwe, enikondelelwa, na enikondelelwa amwi nemwe bhona.
3202120034	Emwe ona omukondelelwa, no omukondelelwa amwi nanye.
3202130079	Nawe eniikanya ku Mukama Yesu okumutuma Timoteo kwimwe akatungu kanu, koleleki nitulwemo omwoyo nikamenya emisango jemwe.
320214008b	Kulwokubha nitanaundi lwo omwene unu ali no obhumenyi bhwo okulola amagambo lwo omwene, unu ali nobhwiganilisha bhwe echimali ingulu yemwe.
3202150054	Abhandi abho nakatumile abhemenya ku bhwebhwe, emisango ja Yesu Kristo bhatajimenya.
3202160080	Nawe omumenya obhukonde bhwaye, kulwokubha ali lwo omwana kutyo kasakila esemwene, nikwo kutyo akolele nanye emilimu ja Iinjili.
3202170045	Kulwejo eniikanya okumutuma bhwangu nikamenya chinu chilija okumbona.
3202180049	Nawe enikomelesha ku Mukama ati anye omwene omwanya gutali mulela nilija.
32021900b6	Nawe eniganilisha ati ni kisi okumusubhya Epafuradito kwemwe. Omwene ni muili wani na ni mukosi wejasu na nimusilikale wejasu, ni musolwa na nimukosi wemwe ingulu yo obhukene bhwani.
32021a0067	Kulwokubha aliga no obhubha na aliga nenda okwiyanja amwi nemwe bhona, okubha mwonguywe aliga nasibhwa.
32021b00cb	Kunsonga nichimali aliga nasibhwa alimugafwa. Nawe Nyamuanga namusasila, na echigongo echo chaliga chitali ingulu yaye ela, tali chaliga chili ingulu yani ona, koleleki nitalibhona obhusulumbaye bhunene.
32021c0068	Kulwejo namusubhya kwemwe bhwangu, koleleki mkamubhona lindi mukondelelwe amwi nanye nikawamo olujugumo.
32021d006f	Mumukaribhishe Epafradito mwisina lyo Omukama no obhukondelelwa bhwafu. Muyanega echibhalo abhanu bhejabho unu.
32021e00bc	Kulwokubha kulwe emilimu ja Kristo alebheleye okufwa. Ateye obhulame bhwaye muntambala koleleki anchungule, nakola echo mutatulile okukola okunfulubhendela kwokubha mwaliga mulikula nanye.
3203010096	Mbe kubhutelo, bhaili bhani mukondelelwe muli Mumukama. Nitakulola nyako okubhandikila lindi emisango jilya jilya. Amagambo ganu galibhayana omulembe.
320302006f	Mwikenge na jimbwa. Mwikenge na abhakosi abhabhibhi abhemilimu. Mwikenge nabhanu abhetema tema emibhili jebhwe.
3203030097	Kulwokubha eswe neswe okutenda. Eswe neswe bhanu echilamya Nyamuanga kulwo Mwoyo. Bhanu echikuya mu Yesu Kristo, na bhanu chitali no obhuigi mumubhili.
3203040067	Kulwejo, chisanga aliwo omunu wo okwiikanya omubhili gunu, anye nakatulile okukola kutyo okukila bhona.
32030500da	Kunsonga natendelwe kulunaku lwa munana, nebhuwe muluganda lwa Abhaisraeli. Nili wa muluganda lwa Bhenjamini. Nili Mweburania wa Abhaeburania. Okukumisha ubhulengelesi bhwe echilagilo cha Musa, naliga nili Omufarisayo.
320306007e	Kulwa amanaga gani nanyasishe Likanisa. Kulwo okubhaya obhulengelesi bwe ebhilagilo, naliga nitali ne echikujusho mubhilagilo.
3203070069	Nawe kumisango jona jinu nalolele ati jino obwekisi kwanye, nagalolele kuti manu kulwo okumumenya Kristo.
32030800bb	Nichimali emisngo jona enijibhala jitali na mugaso kulwo obhukonde bhwo okumumenya Kristo Omukama wani. Kulwo omwene nisigile emisango jona, enigalola lwa amanu koleleki nimubhone Kristo,
32030900d6	na nibhonekane munda yaye. Nitali no obhulengelesi bhwani omwene okusoka mubhilagilo, tali nili no obhulengelesi bhunu obhusokana ne elikilisha mu Kristo, linu elisoka ku Nyamuanga, eyo obhusimbagililo mulikilisha.
32030a0095	Oli anu enenda okumumenya na amanga ago obhusuluko bhwaye no obhumwi obhwa inyako yaye. Enenda okuindulwa na Kristo mu chijejekanyo echo olufu lwaye,
32030b0036	koleleki nibhe no obhwiikanyo mubhusuluko bhwa abhafu.
32030c00c0	Jitali ati namalile okubhona emisango ejo, amwi ati nabheye mulengelesi mumisango ejo. Nawe enikomesha koleleki nitule okubhona echiyanwa chinu Kristo Yesu amalile okumbonela ingulu yo omwene.
32030d0087	Bhaili bhani, nitakumenya ati namalile okubhona emisangi ejo. Tali enikola omusango gumwi: Againyuma enilabhilwa enilolelela agaimbele.
32030e0072	Enikomesha koleleki nikinge nkundego no okubhona echiyanwa chinene echo okubhilikilwa na Nyamuanga mu Kristo Yesu.
32030f00c8	Bhona bhanu chilamile mukuchungulwa, ni bhusi bhusi chiganilishe kutyo. Ka labha alio omunu undi unu keganilisha kundi ingulu yo omusango gwona gwona, mbe Nyamuanga alilitula abhwelu imbele yemwe ona.
3203100075	Nolwo jikabha kutyo, omwanya gukakinga, chigendelele imbele okulubhana na intungwa ilya chalubhaga okukingila olyanu.
320311005b	Bhaili bhani, ni mundubhe anye. Mubhetegeleshe kwakisi bhanu bhalamile lwakutyo eswe chili.
32031200a0	Abhafu bhanu bhalamile nibhanu nabhabhwiliye ingulu yebhwe, na enisubha okubhabhwila ni ndililako; abhanu bhafu bhekaye bhali bhasoko bho omusalabha gwa Kristo.
320313008d	Obhutelo bhwebhwe no okunyamuka. Kulwokubha Nyamuanga webhwe ni inda, echisilimu chebhwe chili na jinswalo. Abheganilisha amagambo ge echalo.
3203140058	Nawe obhwikalo bhwese bhuli mulwile, enu echiikanya niyo ali omwelusi weswe Yesu Kristo.
3203150083	Aliindula emibhili jeswe emilenga nijibha lwo ogwaye ogwa likusho; kwo obhutulo bhulya bhulya obhwo kakolela okukama ebhinu bhyona.
3204010090	Klwejo bhendwa bhani, bhanu nikenele, abho muli ekondelelwa na likusho lyani; mwimelegulu musimbagiliye ku Mukama, emwe abhasani bhani abhendwa.
320402009d	Enikusabhwa awe Eudia, nawe ona Sitinke enikusabhwa, musubhye obhungwani bhwo omulembe agati yemwe, kulwokubha kubhubhili bhweme bhona mwagwatene no Omukama.
32040300ed	Chimali enibhasabhwa emwe abhakosi bhejasu, mubhasakile abhagasi bhanu kwokubha chakolele nabho okulasha Iinjili yo Omukama chili na Kelementi amwi na abhakosi bhandi abho Omukama, bhanu amasina gebhwe gandikilwe muchitabho cho obhuanga.
3204040046	Mukondelelwe muli ku Mukama nsiku jona, enaika Lindi ati mukondelelwe.
320405003d	Abhanu bhona bhabhumenye obhufula bhwemwe. Omukama ali ayeyi.
32040600a3	Musige kwinyasha ku musango gwona gwana. Mukolega amagambo gemwe kwa injila ya lisabhwa, okulembeleja no okusima. Obhukene bhweme gamenyekane okusoka ku Nyamuanga.
320407008d	Mbe omulembe gwo Omukama gunu guli ingulu okukila obhumenyi bhwona, ogulinda emyoyo no obhwiganilisha bhweme kwo obhusakisi bhwa Yesu Kristo.
32040800cc	Mbe kubhutelo, bhendwa bhani mwiganilishega muno amagambo gona agechimali, agechibhalo, agobhulengelesi, obhwichumi, elyenda, na ganu agaleta emisango ejobhwana, agobhwengeso, na ganu agendwa okukusibhwa.
320409009e	Mukole amagambo ganu mweyigiye, ganu mwalamiye, ganu mwonguwe na ganu mwalolele kwanye agamukanwa na agebhikolwa na Lata weswe owo omulembe alibha amwi nemwe.
32040a00e4	Nili nobhukondelelwa bhwafu muno ingulu yemwe ku Mukama kulwokubha emwe mwelesishe lindi obwiganilisha bhwo okunsakila. Nichimali kubhwambilo, mwaliga nimwenda okunkumanya kubhukene bhwani nawe mutabhwene omwanya gwo okunsakila.
32040b0067	Nitakwaika kutyo koleleki nibhone echinu kulwo obhukene bwani. Okubha neigiye okwiyungwa ku mbala jona.
32040c00d1	Enimenya okwikala mukatungu ko okubhulwa nolwo akatungu kanu ousanga nili na bhyafu. Kumbala jona jinu, niigiye imbisike eyokulya akatungu ko omwiguto na akatungu ka injala, yaani okubha n bhyafu no okubhulwa.
32040d0022	Enitula okukola ganu ko okusakilwa
32040e0041	Nolwo jitali kutyo, mwakolele kisi okugwatana nanye munyako jani.
32040f00aa	Emwe Abhafilipi omumenya ati kubhwambilo bhwa Iinjili nejile nasoka Makedonia, litaliwo Likanisa linu lyansakiye ku magambo go okusosha no okulamila tali emwela mwenyele.
3204100066	Nolwo ao naliga nili Tesasiloniki, emwe mwantumie omusaada kwiya ngendo nyafu ingulu yobhukene bhwani.
3204110075	Nitali na nsonga ati enilonda obhusakisi. Tali enaika kutyo koleleki mubhone amatwasho ganu gali ne echibhalo kwimwe.
32041200f4	Nalamiye ebhinu bhyona, olyanu nijusibhwe ebhinu bhyafu. Nilamiye ebhinu bhyemwe okusoka ku Epafuradito. Ni bhinu bhyakisi ebhilangila lwa amafuta ago obhulange, ganu agendibhwa ne ebhinu bhyona ebhyo ni chiyanwa chinu echikondelesha Nyamuanga.
3204130071	Mbe kulwejo, Nyamuanga wani alija okubhejusha ebhinu kubhukene bhwemwe kwibhona lya likusho lyaye ku Yesu Kristo.
3204140055	Mbe olyanu ku Nyamuanga na Lata weswe libheo likusho akajanende na akajanende. Amina.
320415006e	Obhukesha bhwani bhukinge kubhuli mwikilisha unu ali Kukristo Yesu. Abhendwa bhanu nilinabho anu abhabhakesha.
320416004b	Na abhekilisha bhanu bhali anu abhabhakesha, muno muno abhainda ya Kaisari.
320417004e	Mbe olyanu omulembe gwo Omukama weswe Yesu Kristo gubhe amwi ne emwoyo gwemwe.
330000000a	Bhakolosai
3301010049	Paulo, Intumwa ya Yesu Kristo mu kwenda kwa Nyamuanga, na Timotheo owasu,
3301020089	ku bhekilisha na bhasu abheikanyibhwa mu Kristo bhanu bhali Kolosai. Echigongo chibhe kwemwe, no mulembe okusoka ku Nyamuanga Lata weswe.
3301030063	Echisosha isime ku Nyamuanga, Lata wa Latabhugenyi weswe Yesu Kristo, na echibhasabhila kwiya kafu.
3301040077	Chonguywe elikilisha lyemwe mu Yesu Kristo no kwenda kunu mulinakwo ku bhaliya bhona bhanu bhauywe ingulu ya Nyamuanga.
33010500bb	Muli no kwenda kunu kulwo kwiikanya kwe chimali kunu mwabhikiywe Mulwile ingulu yemwe. Mwonguywe ingulu yo kwiikanya okwo okwe chimali guchali mu musango gwo kumasha, omusango gwo bhwana,
33010600d3	gunu gwijile kwemwe. Omusango gwo bhwana gunu gwibhuye litwasho na kuswila Chalo chona. One eikola kutya mwiimwe okusokelela ku lusiku lunu mwonguywe no kwiingila okulubhana ne chigongo cha Nyamuanga mu kumasha.
330107008f	Gunu nigwo omusango gwo bhwana gunu mweigiye okusoka ku Epafra, omwendwa weswe omukosi wejasu, unu ali mukosi mwiikanyibhwa wa Kristo kulweswe.
330108003c	Epafra agukolele gumenyekane kweswe okwenda kwemwe mu Mwoyo.
33010900cf	Kunsonga yo kwenda kunu, okusokelela ku lusiku lunu chonguywe kutya, chichali kusinga kubhasabhila. Echibhalikisho ati mwijusibhwe obhwenge bhwo kwenda kwaye mu bhwengeso bhwona no bhumenyi bhwe chinyamwoyo.
33010a00c5	Echisabhwa ati mulibhatile mu bhwiikanyibhwa obhwa Latabhugenyi mu ngendo ejo jikondelesishe. Echisabhwa ati omwibhula litwasho mu bhuli chikolwa che kisi na ati omukula mu bhumenyi bhwa Nyamuanga.
33010b0086	Echisabhwa ati mutule okutendwa amanaga mu bhuli bhutulo okulubhana na managa ya likusho lyaye mu kwigumilisha na mu kwikomesha Leona.
33010c0088	Echisabhwa ati, mu kukondelwa, omusosha isime ku Lata, unu abhakola emwe mutule okubha ebhala mu kulya omwandu gwa bhekilisha mu bhwelu.
33010d0062	Achikisishe okusoka mu bhuteile bhwe chisute no kuchifululila mu bhukama bhwo Mwana waye omwendwa.
33010e003f	Mu Mwana waye chili no kwelesha, unu ali musasisi we bhibhibhi.
33010f005a	Omwana ni chijejekanyo cha Nyamuanga unu atakubhonekana. Ni wo bhubhele mu bhumogi bhwona.
330110011a	Kulwo kubha ku mwene ebhinu bhyona bhyayangilwe, bhilya bhinu bhili mu lwile na bhinu bhilimo mu chalo, bhinu ebhibhonekana na bhinu bhitakubhonekana. Bhikabha ni bhya chikama amwi bhya bhutulo amwi bhya bhutungi amwi ebhya managa, ebhinu bhyona bhiyangilwe no mwene na ingulu yaye.
330111004f	omwene niwe atangatiye ebhinu bhyona, na mu mwene bhinu bhyona bhigwatene amwi.
33011200a9	No mwene niwe mutwe gwo mubhili niyo ikanisa, mwenene niwe obhwambilo no mwibhulwa wo bhubhele okusoka mu bhafuye, kwibhyo, ana omwanya gwo kwamba agati ye bhinu bhyona.
3301130049	Kulwo kubha Nyamuanga akondeleywe ati okukumila kwaye nukwikala mu mwene,
33011400ef	no kugwatanya ebhinu bhyona kwaye ku mwene mu njila yo mwana waye. Nyamuanga akolele omulembe okulabha mu nsagama yo musalabha gwaye. Nyamuanga agwatanyisishe ebhinu bhyona mu mwenene, alabha ni bhinu bhya mu chalo amwi bhinu bhya Mulwile.
330115007f	Emwe one, mu mwanya gumwi kwaliga muli bhagenyi ku Nyamuanga na mwaliga muli bhasoko bhaye mu bhwenge na mu bhikolwa bhibhibhi.
33011600a7	Mbe nawe woli abhagwatanyishe emwe kwo mubhili gwaye okulabha ku lufu. Akolele kutya koleleki abhalete emwe abhwelu, bhanu mutane-solo nolwo kakojole kona imbele yaye,
330117015c	mbe mukagendelela mu likilisha, lwa kutyo mwalumatanyibhwe ni mukomela, nolwo obhutasosibhwao no kusilwa kula mu kusoka mu liikanya lyo bhubhasi elyo musango gwo bhwana gunu mwonguywe. Gunu nigwo omusango gwo bhwana gunu gwalasibhwe ku bhuli munu unu ayangilwe emwalo yo lwile. Gunu nigwo omusango gwo bhwana gunu kugwo anye, Paulo, mwabhee mukosi.
33011800af	Woli enikondelelwa jinyako Jani kulwa ingulu yemwe. Nanye enikumisha mu mubhili gwani chinu chinkeyeye kulwa jinyako ja Kristo kulwa ingulu yo mubhili gwaye, gunu guli Kanisa.
3301190092	Anye nili mukosi wa likanisa linu, kisi-kisi no bhukosi bhunu nayanilwe okusoka ku Nyamuanga kulwa ingulu yemwe, okwijusha omusango gwa Nyamuanga.
33011a0097	Chinu nicho echimali cha imbisike inu yaliga iselekelwe mu miyaka myafu na ku maimbo gona. Mbe nawe woli yasuluywe ku bhona bhanu abhekilisha mu mwene.
33011b00c3	Ni ku bhaliya bhanu Nyamuanga aga endele okusulula kutyo bhuli obhunibhi bhwa likusho elya imbisike ye chimali inu agati ya Maanga. Ni ati Kristo abhalimo emwe, obhubhasi bhwa likusho linu elija.
33011c0095	Unu niwe echimulasha. Nichibhekengya bhuli munu, no kumwiigisha bhuli munu kwo bhwengeso bhwona, koleleki ati chimulete bhuli munu akumiye mu Kristo.
33011d0075	Ingulu ya ganu, anye enikomesha no kwilwanilila okulubhana na managa gaye ganu agakola emilimu munda yani mu bhutulo.
33020100a5	Kwo kubha enenda mumenyele lwa kutyo nili na jinyako nyafu ingulu yemwe, ku bhona bhanu bhaliyo Laondikia na kubhona bhanu bhachali kubhona obhusu bhwani mu mubhili.
33020200e0	Enikola emilimu koleleki ati emioyo jebhwe jitule okusilisibhwa kwo kuletwa amwi mu kwenda na mu bhunibhi bhwona mu bhwafu bhwe chimali mu bhukumiye bhwo bhumenyi mu kuimenya imbisike ye chimali ya Nyamuanga, unu ali Kristo.
3302030056	Mu mwene omwo nimwo bhuli obhubhikilo bhwona obhwo bhwengeso no bhumenyi bhiselekelwe.
3302040071	Enaika kutya koleleki ati omunu wona wona asiga kubhakondelesha obhulige-lige kwo bhusimusi bhwo kukongya-kongya.
33020500b0	Nolwo kutyo nitaliwo amwi nemwe mu mubhili, mbe nawe niliwo amwi nemwe mu Mwoyo. Enikondelwa okukolwa obhwitondi bhwemwe bhwe kisi na bhya managa ne likilisha lyemwe mu Kristo.
3302060044	Lwa kutyo mwamulamiye Kristo Latabhugenyi, mulibhatilega mu mumwene.
3302070082	Nimusimbagililega mu mwene, nimubakwega mu mwene, nimusimbagilile mu likilisha lwa kutyo mweigisibhwe, no kubhoywa mu isime nyafu.
33020800e8	Mbe nimulole ati munu wona wona asiga kubhakoma kwo bhwenge-bhwenge na masango gatalimo chona chona gali ga bhujigi -jigi okulubhana no bhusimuka bhwa bhana-munu, okulubhana no bhitondi bhwe Chalo, na atali ati okulubhana na Kristo.
3302090050	Kulwo kubha mu mwene obhukumiye bhwona obhwa Nyamuanga bhunu bhulame mu mubhili.
33020a0049	Nemwe mwijusibhwe mu mwene. Omwene ni mutwe gwa bhuli bhuinga no bhutulo.
33020b0089	Mu mwene one mwatendelwe, kwo lutendo lunu lutakolelwe na mwana-munu mu kusosibhwako omubhili na inyama, mbe nawe ni lutendo olwa Kristo.
33020c008d	Mwasikilwe amwi nage mu bhubhatijo. Na munjila ye likilisha mu mwene mwasuluywe kwo bhuinga bhwa Nyamuanga, unu amusuluye okusoka mu bhafuye.
33020d009f	Na anu mwaliga mufuye kulwe bhikayo bhyebhwe no okulema okutendwa kwe mibhili nemwe, abhakolele kubha bhaanga amwi nage no kuchisasila ebhikayo bhyeswe bhyona.
33020e009c	Asimishe obhwichukisho bhwo libhanja linu lyaliga lyandikilwe, no bhwitondi bhunu bhwaliga bhutasikene neswe. Asosisheo bhona no kubhibhambila ku musalabha.
33020f006e	Asosisheo amanaga no bhutungi. Agatee abhwelu no kugakola kubha lumula lwo bhuigi ku njila yo musalabha gwaye.
33021000a3	Kulwejo, munu wona wona asiga kubhakoma emwe mu kulya amwi mu kunywa amwi okulubhana na jinsiku eja malya amwi mukubhonekana kwo kwesi, amwi mu nsiku ja isabhatho.
3302110047	Linu ni lilengesi lye misango jinu ejija, mbe nawe omunyumbu ni Kristo.
33021200b7	Omunu wona asigakusakulwa omuyelo gwaye mu kuligila no kwikeya no kulamya bhamalaika. Omunu wejabho oyo kengila mu misango jinu alolele no kukongibhwa mu meganilisho gaye ago mubhili.
33021300c7	Omwene atakugugwatilila omutwe. Ni kusoka mu mutwe ati omubhili gwona okulabha mu bhyungo bhyaye na mumawa nigugwatana no kugwatanyisibhwa amwi; no kukula kwo bhukusi bhunu obhusosibhwa na Nyamuanga.
330214006a	Alabha mwafuye amwi na Kristo mu ntungwa je Chalo, kawoli kulwaki omulama lwa bhanu abhatongelwa ne Chalo:
3302150033	“Mwasiga kugwata, nolwo kuloja, nolwo kugwata”?
3302160078	Ganu gona galagiliywe ingulu yo bhunyamuke bhunu obhuja no bhweselanya, okulubhana na melesho na meigisho ga bhana-munu.
33021700b0	Ebhilagilo bhinu bhili no bhwengeso obhwa jidini jinu jikolelwe kwo kwilola no kwikeya na jinyako jo mubhili. Mbe nawe jitana bhugusi bhulambu bhitasikene na inamba yo mubhili.
3303010095	Alabha lindi Nyamuanga abhasigile amwi na Kristo, mbe jemujiyenje emisango jinu jili ingulu enu Kristo enyanjile mu kubhoko kwebhulyo okwa Nyamuanga.
