2800000007	Mattiyu
310414002d	Amma ba haka kuka koyi al'amuran Almasihu ba.
3104150067	Ina zaton kun rigaya kun ji a kansa. Ina zaton an koyar da ku cikinsa, kamar yadda gaskiyar Yesu ta ke.
3104160066	Dole ku yarda halin ku na da, wato tsohon mutum. Tsohon mutumin ne ya ke lalacewa ta wurin mugun buri.
310417003f	Ku yarda tsohon mutum domin a sabonta ku cikin ruhun lamirinku.
310418006b	Ku yi haka domin ku yafa sabon mutum, mai kamanin Allah. An hallitta shi cikin adalci da tsarki da gaskiya.
310419005d	Saboda haka ku watsar da karya. “Fadi gaskiya ga makwabcin ka”, domin mu gabobin juna ne.
31041a0054	“Ku yi fushi, amma kada ku yi zunubi.” Kada ku bari rana ta fadi kuna kan fushi.
31041b001d	Kada ku ba shaidan wata kofa.
31041c0092	Duk mai yin sata, kada ya kara yin sata kuma. Maimakon haka, ya yi aiki. Ya yi aiki da hannuwan sa domin ya sami abin da zai taimaka wa gajiyayyu.
31041d0073	Kada rubabbun maganganu su fito daga cikin bakinku. Maimakon haka, sai ingantattu da za su ba da alheri ga masu ji.
31041e0063	Kada ku bata wa Ruhu Mai Tsarki na Allah rai domin ta wurin sa ne aka hatimce ku domin ranar fansa.
31041f0061	Sai ku watsar da dukan dacin rai, da hasala, da fushi, da tankiya, da reni tare da dukan mugunta.
3104200072	Ku yi wa juna kirki, ku zama da taushin zuciya. Ku yafe wa juna, kamar yadda Allah cikin Almasihu ya gafarta maku.
3105010044	Saboda haka ku zama masu koyi da Allah, kamar kaunatattun 'ya'yansa.
3105020097	Ku yi zama cikin kauna kamar yadda Almasihu ya kaunace mu, ya kuma mika kansa sadaka da hadaya ga Allah dominmu, hadaya mai kanshi abin karba ga Allah.
3105030070	Fasikanci ko kowacce irin kazamta, ko kazamar lalata kada a ambace su a tsakaninku, don haka ya dace ga masu bi.
3105040068	Kada a ambaci batsa, maganar wauta ko alfasha wadanda ba su dace ba. Maimakon haka, mu zama masu godiya.
3105050088	Domin wannan kun sani cewa ba fasiki, ko mara tsarki, ko mai hadama wato mai bautar gumaka zai sami gado cikin mulkin Almasihu da Allah.
3105060070	Kada kowa ya rude ku da maganganun wofi. Saboda wadannan abubuwa ne fushin Allah ke zuwa kan kangararrun 'ya'ya.
310507001e	Kada ku yi tarayya tare da su.
3105080061	Domin da ku duhu ne, amma yanzu ku haske ne cikin Ubangiji. Sai ku yi tafiya kamar 'ya'yan haske.
310509003b	Saboda amfanin haske shine dukan alheri, adalci da gaskiya.
31050a002c	Kuna bidar abin da Ubangiji ke murna da shi.
31050b004d	Kada ku sa hannu ga ayyuka marasa amfani da ayyukan duhu amma gara a tone su.
31050c003a	Don abubuwan da suke yi a boye abin kunya ne a bayyana su.
31050d0031	Dukan abu, idan haske ya bayyana su, za a gan su.
31050e009f	Domin duk abin da aka bayyana ya zama haske. Saboda haka aka ce, “Ka farka, kai mai barci, ka tashi daga cikin matattu; Almasihu kuwa zai haskaka bisanka”.
31050f006d	Saboda haka, ku maida hankali yadda kuke rayuwar ku, ba kamar mutane marasa hikima ba amma kamar masu hikima.
310510003e	Ku yi lura yadda kuke amfani da lokaci don kwanakin miyagu ne.
3105110048	Kada ku zama wawaye. Maimakon haka, ku fahimci ko menene nufin Ubangiji.
3105120068	Kuma Kada ku bugu da ruwan inabi, don yana iya lalata rayuwa. Maimakon haka, ku cika da Ruhu Mai Tsarki.
3105130071	Kuna magana da junanku cikin zabura da wakoki da wakokin ruhaniya, kuna rairawa da yabo da zuciyarku ga Ubangiji.
3105140055	Kullum kuna ba da gaskiya domin dukan abubuwa cikin sunan Ubangiji Yesu ga Allah Uba.
3105150034	Kuna sarayadda kanku ga juna cikin girmama Almasihu.
3105160032	Mata, ku yi biyayya ga mazan ku kamar ga Ubangiji.
310517006a	Domin miji shine shugaban matarsa kamar yadda Almasihu yake shugaban ikilisiya. Shine kuma mai ceton jiki.
310518006e	Amma kamar yadda ikilisiya take biyayya ga Almasihu, haka kuma dole mata suyi ga mazajen su cikin kowanne abu.
3105190060	Mazaje, ku kaunaci matanku kamar yadda Almasihu ya kaunaci ikilisiya har ya ba da kansa dominta,
31051a004d	Ya yi wannan domin ya tsarkake ta. Ya wanke mu da ruwan wanki ta wurin kalma.
31051b0098	Ya yi wannan domin ya mika ma kansa ikilisiya mai daraja, ba tare da tabo ko cikas ko wani abu kamar wadannan, amma ta zama da tsarki da kuma mara aibi.
31051c0067	Hakannan kuma, mazaje su kaunaci matansu kamar jikunnansu. Wanda yake kaunar matarsa yana kaunar kansa.
31051d006f	Ba wanda ya taba kin jikinsa. Amma, yakan ciyadda shi yana kaunarsa, kamar yadda Almasihu ya kaunaci ikilisiya.
31051e001c	Domin mu gabobin jikinsa ne.
31051f0065	“Domin wannan mutum zai rabu da ubansa da uwarsa ya manne wa matarsa, su biyu su zama nama daya”.
310520005b	Wannan asirin gaskiyar, da girma yake, amma ina magana ne game da Almasihu da ikilisiyarsa.
3105210060	Duk da haka, kowannenku dole ya kaunaci matarsa kamar kansa, matar kuma dole ta girmama mijinta.
310601004a	'Ya'ya, ku yi biyayya ga iyayenku chikin Ubangiji, domin wannan daidai ne.
310602004d	“Ka girmama mahaifinka da mahaifiyarka” (Doka ta fari kenan da alkawari),
3106030046	“ta haka za ku yi albarka, domin kwanakinku su yi tsawo a duniya”.
3106040071	Hakanan, ku ubanni kada ku cakuni 'ya'yan ku har su yi fushi, amma ku goye su cikin horon Ubangiji da gargadinsa.
3106050086	Bayi, ku yi biyayya ga iyayengijinku na duniya tare da girmamawa da tsoro da zuciya mai gaskiya. Ku yi masu biyayya kamar ga Almasihu.
31060600a0	Ku yi masu biyayya ba don lallai suna kallonku ba domin ku faranta masu rai. Maimakon haka, ku yi biyayya kamar bayi ga Almasihu. Ku yi nufin Allah daga zuciya.
3106070046	Ku yi hidima da dukan zuciya, kamar kuna bautar Ubangiji ba mutane ba.
310608006c	Sai ku sani cewa duk abinda mutum ya yi zai karbi sakamako daga wurin Ubangiji, ko shi bawa ne ko 'yantacce.
31060900a7	Ku kuma iyayengiji, ku yi irin wannan ga barorin ku. Kada ku razana su. Kun sani shi wanda ke Ubangijinsu da ku daya ne yana sama. Kun sani tare da shi baya nuna tara.
31060a003b	A karshe, ku karfafa cikin Ubangiji da cikin karfin ikonsa.
31060b004d	Ku dauki dukan makamai na Allah, domin ku iya dagewa gaba da dabarun shaidan.
31060c0093	Gama yakinmu ba da nama da jini bane. Amma, da ikoki da mulkoki da mahukuntan wannan zamani mai duhu da rundunai masu duhu na mugunta cikin sammai.
31060d0084	Don haka ku dauki dukan makamai na Allah, domin ku iya tsayawa da karfi cikin muguwar rana. Bayan kun yi komai za ku tsaya da karfi.
31060e0068	Saboda haka ku tsaya da karfi. Ku yi wannan bayan kun yi damara cikin gaskiya kuna yafa sulke na adalci.
31060f0045	Ku yi wannan bayan kun daure kafafunku da shirin kai bisharar salama.
310610005f	Cikin dukan abu ku dauki garkuwar bangaskiya, wadda za ku kashe dukan kibau masu wuta na mugun.
3106110044	Ku dauki kwalkwalin ceto da takobin Ruhu, wanda shine maganar Allah.
31061200a5	Tare da kowacce irin addu'a da roko kuna addu'a kullum cikin Ruhu. Da wannan lamiri, kuna tsare wannan da iyakacin kula da dukan juriya da roko saboda dukan masu bi.
3106130084	Ku yi mani addu'a, domin in karbi sako duk sa'adda na bude bakina. Ku yi addu'a in sami gabagadin bayyana boyayyar gaskiyar bishara.
3106140060	Saboda bishara nake jakada cikin sarkoki, yadda a cikinta zan yi magana gabagadi yadda takamata.
3106150085	Amma domin ku san rayuwa ta, da yadda nake, Tikikus, dan'uwa kaunatacce da amintaccen bawa cikin Ubangiji, zai sanar da ku dukan abu.
310616006e	Saboda wannan dalili na aiko shi gare ku, domin ku san al'amuran mu, kuma domin ku sami ta'aziya a zukatan ku.
310617006c	Bari salama ta kasance tare da 'yan'uwa, kauna da bangaskiya daga wurin Allah Uba da Ubangiji Yesu Almasihu.
3106180066	Alheri ya kasance tare da wadannan da suke kaunar Ubangijinmu Yesu Almasihu tare da kauna mara mutuwa.
320000000b	Filibbiyawa
3201010094	Bulus da Timoti bayin Almasihu Yesu, zuwa ga dukan wadan da aka kebe cikin Almasihu Yesu da ke a Filibi, tare da masu kula da ikilisiya da dikinoni.
320102005a	Bari alheri ya kasance tare da ku da salama daga Allah Ubanmu da Ubagijinmu Yesu Almasihu.
3201030033	Ina godiya ga Allahna duk lokacin da na tuna da ku.
3201040043	Ko yaushe cikin addu'a ta dominku duka, da farin ciki na ke addu'a.
3201050055	Ina godiya domin tarayyar ku a cikin bishara tun daga rana ta fari har ya zuwa yanzu.
320106008b	Na tabbata game da wannan abu, shi wanda ya fara aiki mai kyau a cikinku zai ci gaba da shi har ya kai ga kammala zuwa ranar Yesu Almasihu.
32010700ab	Daidai ne in ji haka game da dukanku domin kuna zuciya ta. Dukanku abokan tarayya ta ne cikin alherin Allah wajen dauri na da kuma kariyar bishara, da tabbatar da bishara.
3201080062	Domin Allah mashaidi na ne, a kan yadda ina da marmarin ku duka cikin zurfin kaunar Almasihu Yesu.
3201090053	Ina yin wannan addu'a: kaunar ku ta habaka gaba gaba a cikin sani da dukan fahimta.
32010a0084	Ina addu'a a kan haka domin ku gwada ku zabi mafifitan abubuwa. Ina addu'a domin ku zama sahihai marasa abin zargi a ranar Almasihu.
32010b0071	Wannan kuma domin a cika ku da 'ya'yan adalci da ake samu ta wurin Yesu Almasihu, zuwa ga daukaka da yabon Allah.
32010c0075	Yanzu ina so ku sani, 'yan'uwa, cewa al'amuran da suka faru da ni sun zama dalilan cin gaban bishara kwarai da gaske.
32010d0066	Sakamakon haka, sarkokina cikin Almasihu sun zama sanannu ga dukan sojojin fada da kuma sauran jama'a,
32010e0084	har galibin 'yan'uwa cikin Ubangiji suka karfafa kwarai sabili da sarkokina, suka fito a fili suka yi shelar maganar Allah gabagadi.
32010f005e	Lalle wadansu suna shelar Almasihu cikin kishi da husuma, wadansu kuwa domin kyakyawar manufa.
3201100055	Masu shelar Almasihu domin kauna sun sani cewa an ajiye ni nan domin in kare bishara.
3201110076	Amma wadansu kuwa suna shelar Almasihu saboda sonkai da rashin gaskiya. A zaton su suna wahalar da ni cikin sarkokina.
320112007a	Sai kuma me? Ta kowace hanya, ko da gangan ko da gaske, shelar Almasihu ake yi, ina kuma murna da wannan! I, zan yi murna.
3201130080	Domin na sani wannan zai kai ga sanadiyar kubuta ta. Wannan zai faru sabili da addu'ar ku, da kuma taimakon Ruhun Yesu Almasihu.
3201140117	Bisa ga abin da hakikance nake tsammani da tabbaci cewa ba zan kunyata ba. Maimakon haka, da dukan karfin hali kamar kullum, da yanzu kuma, ina da burin kawo daukaka ga Almasihu a cikin jikina. Ina da begen Almasihu ya sami daukaka a cikin jikina ko cikin rayuwa ko cikin mutuwa.
3201150038	Domin ni a gare ni rai Almasihu ne, mutuwa kuwa riba ce.
3201160061	Amma idan ya zamanto rayuwata cikin jiki za ta kawo amfanin hidima to, ban san wanda zan zaba ba.
3201170077	Amma dukansu biyu suna jan hankali na. Ina da burin in bar nan in kasance tare da Almasihu, wannan ya fiye mani kwarai!
3201180037	Duk da haka rayuwata cikin jiki wajibi ne sabili da ku.
3201190096	Tunda shike ina da tabbas a kan wannan, na kuma sani zan rayu, in cigaba da kasancewa da ku duka domin cigaban ku, da farincikin ku, cikin bangaskiya.
32011a005b	Sakamakon haka, takamar ku cikin Almasihu Yesu za ta bunkasa sabili da dawowa ta a gare ku.
32011b00f8	Ku tafiyar da al'amuran ku kamar yadda ya cancanci bisharar Almasihu, ku yi haka domin ko na zo in duba ku, ko bana nan inji yadda kuke tsaye daram cikin ruhu guda. Ina fatan in ji cewa da nufi daya kuke fama tare saboda bangaskiyar nan ta bishara.
32011c0090	Kada ku tsorata da kome da magabtanku za su yi. Alama ce a gare su ta hallakar su. Amma ku kuwa alama ce ta ceton ku, wannan kuwa daga Allah ne.
32011d006c	Gama an yi maku alheri, sabo da Almasihu, ba gaskantawa da Almasihu kawai ba, amma har ma shan wuya dominsa.
32011e004d	Kuna da shan wuya irin tawa wanda kuka gani, wanda kun ji nake sha har yanzu.
3202010093	Idan akwai wani abin karfafawa cikin Almasihu. Idan da wata ta'aziyya daga kaunarsa. Idan akwai zumunta a Ruhu. Idan da tatausan jinkai da tausayi.
3202020086	Ku cika farin cikina don ku zama da tunani irin haka, kuna da kauna daya, kuna tarayya cikin Ruhu daya, ku kasance da manufa iri daya.
320203007b	Kada ku yi komai cikin sonkai ko girman kai. A maimakon haka cikin zuciya mai tawali'u kowa na duban wadansu fiye da kansa.
3202040040	Kada kowa ya dubi bukatun sa, amma yana lura da bukatun wadansu.
3202050036	Ku yi tunani cikin hanya wadda ke cikin Almasihu Yesu.
320206005e	Wanda ya yi zama cikin siffar Allah, bai mai da daidaitarsa da Allah wani abin da zai rike ba.
320207007f	Maimakon haka, ya wofintar da kansa. Ya dauki siffar bawa. Ya bayyana cikin kamannin mutane. An same shi a bayyane kamar mutum.
3202080046	Ya kaskantar da kansa, ya yi biyayya har ga mutuwa, mutuwa ta gicciye.
3202090058	Saboda haka Allah ya ba shi mafificiyar daukaka. Ya ba shi suna wanda yafi kowanne suna.
32020a007c	Domin a cikin sunan Yesu kowace gwiwa za ta durkusa, gwiwoyin wadanda ke cikin sama da kuma duniya da kuma karkashin duniya.
32020b0056	Kuma kowanne harshe zai furta cewa Yesu Almasihu Ubangiji ne, zuwa daukakar Allah Uba.
32020c0095	Domin wannan kaunatattuna, kamar yadda kullum kuke biyayya ba sai ina nan kadai ba. Balle yanzu da bananan, ku yi aikin cetonku da tsoro da far gaba.
32020d0053	Gama Allah ne yake aiki a cikinku ku yi nufi duka da aikata abin da zai gamshe shi.
32020e0034	Ku yi kowanne abu ba tare da gunaguni da gardama ba.
32020f00bd	Domin ku zama marasa abin zargi kuma masu gaskiya, 'ya'yan Allah marasa aibi. Ku yi haka domin ku haskaka kamar haske a cikin wannan duniya, a tsakiyar karkatacciyar da gurbatacciyar tsara.
3202100099	Ku rike kalmar rai da karfi domin in sami dalilin daukaka Almasihu a ranarsa. Sa'annan zan san cewa ban yi tseren banza ba, ban kuma yi wahalar banza ba.
3202110086	Ko da ana tsiyaye ni kamar sadaka a kan hadaya da kuma hidimar bangaskiyarku, na yi farin ciki, kuma na yi farin ciki tare da ku duka.
3202120042	Kamar haka kuma sai ku yi farin ciki, ku yi farin ciki tare da ni.
3202130074	Amma na yi niyya in aiko da Timoti wurin ku ba da dadewa ba, domin ni ma in sami karfafuwa idan na san al'amuran ku.
3202140056	Gama bani da wani wanda halinmu yayi daidai da nasa, wanda yake juyayin ku da gaskiya.
3202150037	Domin duka ribar kansu suke nema bata Yesu Almasihu ba.
320216005f	Amma kun san darajar sa, kamar yadda da ke hidimar mahaifisa, haka ya bauta mani cikin bishara.
3202170056	Shi nake sa zuciyar in aiko maku ba da dadewa ba idan naga yadda al'amura nake gudana.
320218004c	Amma ina da gabagadi cikin Ubangiji cewa ni da kaina zan zo ba da dadewa ba.
3202190093	Amma ina tunanin yakamata in sake aiko maku da Abafaroditus, shi dan'uwana ne, abokin aiki, da abokin yaki, manzon ku da kuma bawa domin bukatu na.
32021a0052	Da shike yana marmarin ku duka, ya damu kwarai da shike kun ji yayi rashin lafiya.
32021b009b	Da gaske yayi rashin lafiya har ya kusan mutuwa. Amma Allah ya ji tausayin sa, ba shi kadai ba, amma har da ni, domin kada in yi bakin ciki kan bakin ciki.
32021c0071	Domin haka na yi niyyar aiko shi, saboda idan kun sake ganinsa za ku yi farin ciki ni kuma in kubuta daga juyayi.
32021d0052	Ku karbi Abafaroditus da dukan murna cikin Ubangiji. Ku ga darajar mutane irin sa.
32021e0086	Domin saboda aikin Almasihu ne ya kusan mutuwa. Ya sadakar da ransa domin ya bauta mani domin ya cika hidimar da ya kamata ku yi mani.
32030100a2	A karshe, 'yan'uwana, ku yi farin ciki cikin Ubangiji. In sake rubuta maku wadannan abubuwa ba wani abu mai nauyi ba ne a gare ni. Wadannan abubuwa zasu tsare ku.
3203020060	Ku yi hankali da karnuka. Ku yi hankali da miyagun ma'aikata. Ku yi hankali da masu yanke-yanke.
3203030089	Gama mune kaciyar. Don mune muke sujada ta wurin Ruhun Allah. Mune masu fahariya chikin Almasihu Yesu, kuma ba mu da gabagadi cikin jiki.
3203040065	Ko da shike, ni kaina ina gabagadi ga jiki. Idan wani zai iya tunanin gabagadi ga jiki, ni na fi shi.
3203050087	An yi mani kaciya a rana ta takwas, daga mutanen Israila, na kabilar Biliyaminu, Bayahuden Yahudawa; ga zancen shari'a Bafarisiye nake.
320306005c	Wajen himma na tsanantawa ikilisiya. Ga zancen adalci cikin sharia, na zama mara abin zargi.
320307005d	Amma duk wadannan abubuwan da suka zama riba a gare ni, na dauke su asara ne saboda Almasihu.
32030800c1	I, lallai ina lisafta dukan wadannan abubuwa asara saboda mafificin sanin Almasihu Yesu Ubangijina. Saboda shine na yi asarar dukan abubuwa. Na maishe su marasa amfani domin in ribato Almasihu,
32030900b4	a iske ni cikinsa. Ba ni da wani adalcin kaina ta wurin shari'a. Maimakon haka, ina da adalci ta wurin bangaskiya cikin Almasihu, adalcin dake daga wurin Allah ta wurin Bangaskiya.
32030a006e	Yanzu ina so in san shi da ikon tashinsa, da tarayya cikin shan wuyarsa. In kuma zama kamarsa wajen mutuwarsa,
32030b0034	domin ta ko kaka in kai ga tashi daga cikin matattu.
32030c009d	Ba wai na rigaya na sami wadannan abubuwa bane, ko kuma na riga na zama cikakke. Amma ina nace bi domin in cafki wannan da Almasihu Yesu ya cafko ni dominsa.
32030d0099	'Yan'uwa, ban dauka cewa na riga na cafka ba tukuna. Amma akwai abu daya da nake yi: ina mantawa da abin da ke baya, ina kutsawa zuwa ga abin da ke gaba.
32030e006a	Ina nacewa zuwa ga manufar nan in kai ga samun ladar nasara na madaukakin kiran Allah cikin Almasihu Yesu.
32030f0094	Dukan mu wadanda muke kammalallu, sai mu yi tunani ta wannan hanyar, idan kuwa kun yi tunanin wani abu daban, to Allah zai bayyana maku wannan kuma.
320310003b	Sai dai, in da muka rigaya muka kai, bari mu rike shi haka.
320311006f	Ku zama masu koyi da ni, 'yan'uwa. Ku duba da kyau wadannan da suke tafiya yadda muka zama abin koyi a gare ku.
320312008a	Mutane da dama suna tafiya -sune wadanda na ba ku labarin su, yanzu kuma ina fada maku har da hawaye - kamar makiyan gicciyen Almasihu ne.
320313007b	Karshen su hallaka ne. Domin allahn su ciki ne, fahariyar su kuma tana cikin kunyar su. Tunanin su na kan al'amuran duniya.
320314005e	Amma mu 'yangarincin mu a sama yake, daga inda muke sauraron mai ceto, Ubangiji Yesu Almasihu.
320315008f	Za ya sake jikinmu na kaskanci ya siffanta shi kamar jikin darajarsa, siffantacce ta karfin ikonsa inda ya sarayar da dukan abubuwa a gare shi.
3204010091	Saboda haka, kaunatattu 'yan'uwana da nake marmari, farin ciki na da rawani na, a wannan hanya ku tsaya daram cikin Ubangiji, kaunatattun abokai.
320402004c	Ina rokon Afodiya, ina rokon Sintiki, ku zama da ra'ayi daya cikin Ubangiji.
32040300e6	Babu shakka, ina sake rokon ku, abokan tarayyar takunkumina na gaske: ku taimaka wa matayen nan. Domin mun yi wahala tare a cikin yada bishara tare da Kilimas da sauran abokan aiki na, wanda sunayensu na rubuce cikin littafin rai.
3204040045	Yi farin ciki cikin Ubangiji kullayomi. Ina sake cewa, yi farin ciki.
3204050038	Bari dukan mutane su ga jimirin ku. Ubangiji ya yi kusa.
3204060083	Kada ku damu da kowanne abu, maimakon haka, cikin komai tare da addu'a, da rokeroke, da godiya, bari rokeroken ku su sanu ga Allah.
320407005f	Salamar Allah, da ta zarce dukan ganewa za ta tsare zuciyarku da tunaninku cikin Almasihu Yesu.
3204080110	A karshe, 'yan'uwa, duk abin da ke mai gaskiya, duk abin da ya isa ban girma, duk abin da ke mai adalci, duk abin da ke mai tsabta, duk abin da ke karbabbe, duk abin da ke kawo kauna, duk abin da ke da kyakkyawan ambato, idan akwai yabo, yi tunani a kan wadannan abubuwan.
320409008e	Wadannan abubuwan da kuka koya kuka karba kuka ji kuka gani a rayuwa ta, ku aikata wadannan abubuwan. Allah mai salama zai kasance tare da ku.
32040a00a8	Na yi farin ciki sosai cikin Ubangiji domin yanzu a karshe kun sabunta kulawar ku game da ni. Kun kula da ni da gaske kwanakin baya, amma ba ku samu zarafin taimako ba.
32040b0054	Ba don bukata ta bane nake fada wannan. Domin na koyi dangana a kowanne irin yanayi.
32040c00e0	Na san yadda zan zauna cikin bukata, na kuma san yadda zan samu a yalwace. A kowace hanya cikin kowanne abu na koyi asirin yadda zan ci da yawa da yadda zan zauna da yunwa, yadda zan zama a yalwace kuma in zama cikin bukata.
32040d0034	Zan iya yin komai ta wurinsa shi da yake karfafa ni.
32040e0031	Duk da haka, kun yi zumunta da ni cikin kunci na.
32040f009e	Kun kuma sani, ku Filibiyawa, cewa da farkon bishara, lokacin da na bar Makidoniya, babu ikilisiya da ta tallafe ni cikin batun bayarwa da karba sai ku kadai.
3204100057	Ko lokacin da nake Tassalonika, kun aika da gudumawar biyan bukatu na fiye da sau daya.
3204110066	Ba domin ina neman kyauta ba ne. A maimakon haka, ina neman amfani da zai kawo karuwa cikin ajiyar ku.
32041200c3	Na karbi dukan abubuwan, ina da shi a yalwace. An kosar da ni. Na karba ta hanun Abafroditus abubuwa daga wurinku. Shesheki na dadin kamshi mai dandanno, karbabbiyar hadaya mai gamsarwa ga Allah.
320413005b	Allah na zai cika dukan bukatunku bisa ga yalwarsa da ke cikin daukaka cikin Almasihu Yesu.
3204140048	Yanzu bari daukaka ta tabbata ga Allah da Ubanmu har abada abadin. Amin.
3204150058	Gai da kowanne mai bi cikin Almasihu Yesu. Dukan 'yan'uwa da ke tare da ni suna gaisuwa.
3204160045	Dukan masu bi a nan suna gaisuwa, musamman wadanda suke gidan Kaisar.
3204170043	Bari alherin Ubangijin Yesu Almasihu ya zauna tare da ruhunku. Amin
330000000b	Kolossiyawa
3301010045	Bulus manzon Almasihu Yesu ta wurin nufin Allah da Timoti dan'uwanmu,
3301020096	zuwa ga masu bada gaskiya da amintattun 'yan'uwa cikin Almasihu da suke a Kolosi. Bari alheri da salama su kasance tare da ku daga wurin Allah Ubanmu.
330103004d	Muna godiya ga Uban Ubangijinmu Yesu Kristi, kuma kullum muna addu'a dominku.
330104005d	Mun ji bangaskiyar ku cikin Almasihu Yesu da kaunar da kuke da ita wa dukan kebabbu ga Allah.
3301050093	Kuna da kaunar nan domin bege na hakika ga abin da aka tanadar maku a sama. Kun riga kun ji game da begen nan na hakika maganar gaskiya da bishara,
33010600d3	wanda ta zo maku. Wannan bishara tana ba da yaya tana kuma hayayyafa da kuma girma a cikin dukan duniya. Tana yin haka a cikinku kuma tun ranar da kuka ji ta kun kuma yi koyi game da alherin Allah cikin gaskiya.
3301070093	Wannan itace bishara kamar yadda kuka koye ta a wurin Abafaras, kaunataccen abokin bautar mu, wanda ke amintacce mai hidimar Almasihu a madadin mu.
3301080029	Abafaras ya bayyana mana kaunarku a Ruhu.
33010900ac	Saboda da wannan kauna, tun daga ranar da muka ji haka, ba mu fasa yi maku addu'a ba. Muna ta roko domin ku cika da sanin nufinsa cikin dukan hikima da fahimta ta ruhaniya.
33010a00cc	Muna ta addu'a domin ku yi tafiya da ta cancanci Ubangiji a kowace hanya da za ta faranta masa rai. Muna ta addu'a cewa za ku ba da 'ya'ya cikin kowanne aikin nagari kuma za ku yi girma cikin sanin Allah.
33010b0067	Muna addu'a ku karfafa a cikin kowanne iyawa bisa ga ikon daukakarsa zuwa ga matukar jimrewa da hakuri.
33010c0075	Muna addu'a za ku yi godiyar farinciki ga Uban, wanda ya sa kuka samu rabo cikin gado na masu bangaskiya cikin haske.
33010d004b	Ya kwato mu daga mulkin duhu ya kuma maishe mu ga mulkin kaunataccen Dansa.
33010e0031	Ta wurin Dan ne muka sami fansa, gafarar zunubai.
33010f003f	Dan shine surar Allah mara ganuwa. Shine farkon dukan hallitta.
33011000cd	Domin ta wurinsa ne aka halicci dukan abubuwa, wadanda ke sama da wadanda ke duniya, masu ganuwa da marasa ganuwa. Ko kursiyai ko mulkoki ko sarautai ko ikoki, dukan abubuwa shi ya hallice su kuma dominsa.
3301110042	Ya kasance kafin dukan abubuwa, a cikinsa ne kuma komai yake hade.
3301120086	Kuma shine kan jikin, ikilisiya. Shine farko da kuma dan fari daga cikin matattu, don haka yana da wuri na fari a cikin dukan abubuwa.
3301130044	Domin Allah ya yi farinciki cewa dukan cikarsa ta kasance a cikinsa,
33011400be	kuma ya sulhunta kowanne abu zuwa gare shi ta wurin Dan. Allah ya kawo salama ta wurin jinin giciyensa. Allah ya sulhunta duka zuwa gare shi, ko abubuwan da ke duniya ko abubuwan da ke sama.
3301150055	Domin a da ku baki ne ga Allah, kuma makiyansa ne cikin zuciya da cikin mugun ayyuka.
330116008a	Amma yanzu, ya sulhunta ku ta wurin mutuwarsa ta jiki. Ya yi haka domin ya mika ku tsarkakaku, marasa aibu da marasa abin zargi a gabansa,
33011700f8	idan kuka ci gaba cikin bangaskiya, kafaffu da tsayayyu, marasa kaucewa daga begen ku na hakika na bishara da kuka ji. Wannan itace bishara da aka yi wa kowanne halitaccen taliki a karkashin sama. Wannan itace bishara wadda ni, Bulus, na zama bawa.
3301180080	Yanzu ina murna da wahala ta domin ku. A jikina cika abin da ya rage cikin wahalar Almasihu domin jikinsa wadda itace ikilisiya.
3301190066	Saboda wannan ikilisiya na zama bawa, bisa ga haki da Allah ya ba ni domin ku, domin cika sakon Allah.
33011a0086	Wannan shine asirin gaskiya da yake a boye shekara da shekaru da zamanai. Amma a yanzu an bayyana shi ga wadanda suka gaskanta da shi.
33011b0096	A gare su ne Allah ya so ya bayyana yalwar daukakar asirin gaskiyarsa a tsakanin al'ummai. Ya nuna Almasihu ne ke cikin ku, tabbacin daukaka mai zuwa.
33011c00a8	Wannan shine wanda muke shella. Muna gargadar da kowanne mutum, muna kuma koyar da kowanne mutum tare da dukan hikima, don mu mika kowanne mutum cikakke cikin Almasihu.
33011d004e	Domin wannan nake aiki da himma bisa ga karfinsa da yake aiki a cikina da iko.
330201008d	Ina so ku san yadda na sha faman gaske dominku, domin wadanda ke a Lawudikiya, da kuma wadansu da yawa da a jiki basu taba ganin fuska ta ba.
330202009c	Na yi aiki saboda zuciyar su ta sami karfafawa ta wurin hada su cikin kauna zuwa dukan arziki na tabbaci da fahimtar asirin gaskiya na Allah, wato Almasihu.
330203002e	A cikinsa dukan taskar hikima da sani ke boye.
3302040045	Na fadi haka domin kada wani ya yaudare ku da jawabi mai jan hankali.
33020500a0	Ko da yake ba na tare da ku a jiki, duk da haka ina tare da ku a cikin Ruhu. Ina murnar ganin ku a yanayi mai kyau da kuma karfin bangaskiyar ku cikin Almasihu.
330206003f	Kamar yadda kuka karbi Almasihu Ubangiji, ku yi tafiya cikinsa.
330207007d	Ku kafu da karfi a cikinsa, ku ginu a kansa, ku kafu cikin bangaskiya kamar yadda aka koya maku, ku yawaita cikin yin godiya.
3302080088	Ku lura kada wani ya rinjaye ku ta hanyar ilimi da yaudarar wofi bisa ga al'adun mutane, bisa ga bin abubuwan duniya, ba na Almasihu ba.
3302090031	A cikinsa ne dukan Allahntaka ta bayyana ta jiki.
33020a003f	Ku kuwa kun cika a cikinsa. Shine gaban kowanne iko da sarauta.
33020b0075	A cikinsa ne aka yi maku kaciya, ba kaciya irin da yan adam suke yi ba, ta cire fatar jiki, amma ta kaciyar Almasihu.
33020c008c	An binne ku tare da shi ta wurin baftisma. Kuma a cikinsa ne aka ta da ku ta bangaskiya a cikin ikon Allah, wanda ya tashe shi daga mutattu.
