2a00000004	Luke
2c1026006c	Baghore baketsingule banzonzi mambu meni, na djowu bakeregheme, badjabilaange yiri Pole na Silase bise Rome.
2c10270068	Banzonzi bakerughe mu uyibavonde kokolu, bakebapalise o tsughu na bakebavaghe bwé bakedusughe musyengi.
2c1028006e	Banopale o tsughu, Pole na Silase bakewende ombu Lidi. Banomane uwarise baane ba tadji mu yitu, bamayenewende.
2c11010082	Banovyoyile o misyengi mi Afipolise na Apoloni, Pole djone Silase bamatole o musyengi Tesalonike, tena ndaghu dusambu dji baSwife.
2c11020090	Mu yuku yandi, Pole amakote o ndaghu dusambu. Kale yilumbu yuvumine, mu tsone yiryeru, amamoghe na amatsunde nowu mu dyambu di Bisonu bi Nzambi.
2c110300fb	Adine amabavindiyilaange nobalonzaange nane Bisonu bi Nzambi, bimalasilaange na kengili yiri, Kirisete mbé otsoghusu, akeboku, mbana va djulu vane, mbé orambughe o dufu. Pole akebwébatsingule rye: «Djesu adji menu nyidulonzi, djandi la Kirisete.»
2c110400a9	Mwa pesu baSwife bakesinge musamu eni, bamasobene na Pole djone Silase. Vamabe yinombu yineni yi baNgereke bamabande uyitse Nzambi, baghetu bapwele wandi bamabe bidjeti.
2c110500cf	Tumbe baSwife bakebase na ngusu. Bakeghukighe yinombu yi makwilisi bamarasunu mu mimbambe, bakesibisi dimbunge mu musyengi. Bakewende o ndaghu dji Sason mu yenerombe Pole na Silase, mubabeghe va wusu mukute.
2c110600bb	Basamarasunu Pole na Silase. Ladibandu, bamabeyile Sason na baane ba ngudji bamosi va wusu bivunde bi musyengi. Bakeghamughe, novose rye: «Batu bebabe batsisisene bulongu, bamatole wunu!
2c1107009a	Sason amabadile ombu wandi! Batu botsu babe bésalisi na duvyakusunu du mighaghe mi kaghe Sesare, mumbari bévayi yi vadji kaghe mosi, djinengulu Djesu.»
2c11080039	Posulu eni, djikenyoyise mughungi na bivunde bi musyengi.
2c1109004a	Sason na batu bandi bakefute yisingu yi dyambu ombu bivunde ne bakebasile.
2c110a007e	Na mukolu witoli, baane ba tadji bakewendise Pole na Silase o musyengi Bere. Banotole, bakewende o ndaghu dusambu dji baSwife.
2c110b00c7	Djobane bamabe na mutsanu wuboti tsinane baSwife ba Tesalonike. Bakedile Musamu Nzambi na durondu dwotsu. Kale yilumbu, bamakelulange Bisonu bi Nzambi mu ukelule yiri ame bamabatsingulaange mangenze.
2c110c007f	Durangu duneni du batu bakevayile yitu, na va ghari baNgereke: pwele baghetu baghobe na babaale djowandi bakevayile Djesu yitu.
2c110d009e	Tumbe ave baSwife ba Tesalonike bamawulu bwé Pole yike mbembu Nzambi elonzi o musyengi Bere wandi, bakesundili urughe mu yisibise dimbunge va ghari mughungi.
2c110e0066	Vane-vane, baane ba tadji bakewendise Pole o yari yi mubu. Silase na Timote bakesyale o musyengi Bere.
2c110f009b	Pole, amabatsingule djowu abaménebeghaange yi Silase djone Timote batasunu mbangu-mbangu. Bakemutolise o musyengi Atene, mba bakeghabughe o musyengi Bere.
2c11100077	Temu adji Pole amakelisile Silase na Timote o musyengi Atene, amatsire murime mumbari musyengi wumabe wubase na bakosi.
2c11110097	Amalonzaange baSwife o ndaghu dusambu na botsu abasamabe baSwife, tumbe bamadumaange Nzambi. Kale yilumbu, amayenelonzaange botsu abamenebengunu nandi.
2c11120114	Balonzi ba dyele ba Pikire na ba Senu bakerughe muyivose nandi. Bamosi bakevose rye: «Yivovi ayiyi! Yi erondi ututsingule vave?» Abane bakewaghule rye: «Etubuli banyambi ba beni!» Djowu bamavosile nane, mumbari Pole amasamune Musamu Wuboti wu Djesu na durambughulu o dufu.
2c111300b3	Bakemubeghe nowu, tena va wusu fundu dji banzonzi ba musyengi owu, bamanengilaange «Yiropase». Bakemuwivule: «Turungule udjabe divindughulu di musamu éwuwu wughone witubeyili?
2c11140046	Mumbari yitutsinguli mambu maghone, na twirondi udjabe divindughulu.»
2c1115006d	Bise Atene botsu na beni abamatsana o musyengi eni, temu djotsu yisalu yowu bu uvose vo uwulu musamu wughone.
2c1116008b	Pole, diteli va ghari fundu dji Yiropase, akebonge mbembu: «Bise Atene, nyimalabe yiri dudji batu, abe bédjabi tinde wuyitse bakosi benu.
2c111700f8	Ave nyiyene vyengililaange mu mimbambe myenu, nyiyenelabaange bitumbe bi dighobe abidwiyitsi, na nzirasunu ne yinyenzulu yi paghu na yisonu yéyiyi: “Ombu nyambi adjighédjabunu.” Adji dwiyitsi mba dughedjidjabi, adjine menu nyiruyi oyidulonze.
2c1118007b	Nzambi, djandi omavaghe bulongu na byobivu mune, adji Fumu djulu na butambe, djandi aghetsani mu mandaghu amarungu na batu.
2c11190073	Aghésalulu na makake ma batu, mba aghane nzale yisalu wotsu. Mumbari djandi oyiveyi botsu monyu, muvumu na byotsu.
2c111a00a0	Mu mutu wumosi, amasunde mikute myotsu yiri djowu bakebase butambe bwotsu. Mu bufumu bwandi, Nzambi amasikighe yitsingu yi monyu, na bandilu ma mbure motsanine.
2c111b0063	Nzambi amavaghe nane, yiri bakemurombe ne vadji diweru dyumulabe. Yotsu yine, Nzambi aghavale netu,
2c111c0094	mumbari batu bévosi rye: “Mu djandi twivumini, twikungili, tubile monyu.” Dyoni dimavosu na bivovi byenu: “Djetu wandi tudji bakule bandi.”
2c111d0088	Kaboghu tubilange bakule ba Nzambi, toghorungule ubaghusunu Nzambi na bakosi ba lore, ba madilu vo ba mamani, abitulu na matase ma batu.
2c111e007f	Nzambi aghékipi temu adji mbé bakamudjabile, tumbe erondi yiri batu botsu, mu mbure tsyotsu, bakesanze mutsanu na umughobise.
2c111f00b5	Mumbari Nzambi, amasikighe yilumbu ayi mutu awu djabeni amasole, ososisile batu botsu mu butambe mu dusungughu dwandi. Nzambi amalase kengili kake andi, ave amamurambusile o dufu.»
2c11200091	Ave djowu bamawululu dyambu di batu abafu bwé boghabughe monyu, abane bamamupedji. Bamosi bamavose rye: «Djetu tuwuwululu mu dyoni temu susu.»
2c11210018	Na vane, Pole akebasile.
2c112200c9	Va djulu vane, mwa dikabu di batu bamasobene nandi na bamakalughe bakereti. Mu yinombu yeni, vamabe dibaale dimosi mu fundu banzonzi bamanengilaange Deni, mughetu dine dyandi Damarise, na bamosi wandi.
2c1201004b	Va djulu vane, Pole akeghusughe musyengi Atene mu wende o musyengi Korinte.
2c120200f5	Akebengunu na muSwife dine dyandi Akilase, mwise Pon. Amabe na mughatsi andi Pirisile. Djowu mbé basekatsinge nobotughe o bulongu bu Yitali, mumbari kaghe Kolode amaveghe dirume ombu baSwife botsu bakedusughe musyengi Rome. Pole amasobene nowu,
2c12030070	mumbari avu na yisalu yimosi nowu, bamarungaange masambe. Adine Pole amatsanine nowu, lake bakesalaange va mosi.
2c12040087	Kale yilumbu yuvume yi baSwife, Pole amalonzaange o ndaghu dusambu, na djandi amarombaange udute baSwife viri viri baNgereke ombu Fumu.
2c120500d1	Ave Silase na Timote bamadusuyile o yinange yi Masedwane mu tole o Korinte, Pole akesingene yike na yisalu yusamunaange Musamu Wuboti wu Nzambi. Djandi akevindighaange va wusu baSwife yiri Djesu adji Kirisete.
2c12060111	Tumbe baSwife bamabuse musamu awu Pole, amabasamuninaange na bamamusyenge. Kaboghu Pole amakuke difufundu di bikutu byandi na amabatsingule yi: «Malungu menu mabi mu myuru myenu! Menu nyisyeme. Mudjonge enu bakole. Ubandile na nyangu, nyuwende ombu djowu abagha baSwife.»
2c12070097	Akebotughe vane na akewende ombu dibaale dine dyandi Tityuse Susutuse, amayitsaange Nzambi. Ndaghu wandi djimabe va mughule ndaghu dusambu dji baSwife.
2c120800af	Kirisepuse yivunde yi ndaghu dusambu, akevayile yitu ombu Fumu, na mukute andi wotsu. Batu bapwele bise Korinte, bamawululu Pole. Bakevayile yitu yowu mu Nzambi na bakebatusu.
2c1209006a	Mukolu mosi, Pole akedile dulasu, mune Fumu emutsinguli didi: «Wuyala ghome. Tumbe bwela uvose, wuyavole:
2c120a0063	nyidji naghu. Vagha mutu oghudimbise vo oghukambise, mumbari bapwele bavu bami mu musyengi ewuwu.»
2c120b0057	Pole aketsane yilime yimosi na yibuku o Korinte, amalonzaange ombu botsu musamu Nzambi.
2c120c0098	Mu temu adji Ghalyone amabilaange yivunde yi musyengi Rome mu yinange yi Akaye, baSwife bamawulusunu mu ufwengilile Pole. Bakemubeghe o ndaghu bunzonzi.
2c120d006b	Baketubule yi: «Dibaale dyédidi erondi utsotse batu mu yitsaange Nzambi mu duvyakusunu du mughaghe etu.»
2c120e00a8	Pole mbé aronde uvose, ave Ghalyone amawaghulili baSwife: «Djenu baSwife, mbé yi mutu atsiboke vo dyambu dibi atsivaghe, mbé nubo temu djuduwulu, notabule bunzonzi.
2c120f0087	Tumbe dibila yiri, mutsundu mu dyambu di bighume, mine, vo di mughaghe djenubeni, dyoni didutsuni. Nyibusi ube nzonzi dji mambu nane!»
2c1210000f	Na akebapalise.
2c1211008c	Kaboghu, botsu bakeghange Sosetene, yivunde yi ndaghu dusambu, na bakemudimbe va mune ndaghu mighaghe. Tumbe Ghalyone asamadilabe yi dyambu.
2c121200e7	Pole akesyale mu yitsingu o Korinte. Akekakene na baane ba ngudji, akenangeme mu watange djone Pirisile na Akilase na bakewende o Siri. Ne akebotughe musyengi, mu disabu di Senkire, amafughe muru, mumbari amava pangini ombu Nzambi.
2c1213006d	Banotole o musyengi Yifese, Pole akesile Pirsile na Akilase. Akewende o ndaghu dusambu na akevose na baSwife.
2c12140035	Djowu bakemuwivule usyale yitsingu, tumbe asamasinge.
2c12150076	Akebasile novose: «Nughabughe ombu wenu, pa Nzambi atsisinge.» Akenangeme mu watange mu botughe Yifese, na akewende.
2c1216005a	Anotole o musyengi Sesaré, akelewé o Serusaleme musimbe dibundu, mba akewende o Antyose.
2c12170078	Akevyose mwa pesu temu o Antyose, mba akewende. Aketabe yinange yi Ghalasi na Firisi, mu warise yitu yi badukitsi botsu.
2c121800a5	Mu temu édjine, vamabe muSwife dine dyandi Apolose, mwise Alesanderi, aketole o Yifese. Amabe dibaale dimavosaange na buketi, amadjabaange burange Bisonu bi Nzambi.
2c12190081	Amalongu mu dyambu di Nzile Fumu, amatubulaange nolonze na yusile yotsu mu dyambu di Djesu. Amalonzu yike musamu dubatusu du San.
2c121a0080	Amavose na ngenze djotsu o ndaghu dusambu. Banomane umuwulu, Pirisile na Akilase bakemubonge mu mutsingule kengili Nzile Nzambi.
2c121b011e	Va djulu vane, Apolose amaronde uwende o Akaye. Baane ba ngudji bandi ba babaale na baghetu bakemuwarise mu dwendu dweni. Bakerende mughande ombu badukitsi ba yinange yéyine, yiri bakemudile ndilulu djiboti. Na etoli, amawamuse pwele, abamasinge Fumu, bakela ubwedji mu yese yi Nzambi.
2c121c0075	Amavovene na baSwife mu ubuse mambu mowu va wusu batu botsu. Mu Bisonu bi Nzambi, amabalase yiri Djesu adji Kirisete.
2c1301006b	Temu adji Apolose abile o Korinte, Pole aketabe yinange yi mukongu na aketole o Yifese. Akerasunu badukitsi
2c13020087	na ewivuli: «Dutsidile Yinyuni Yisyeme, ave dutsivayile Fumu yitu?» Bakemuwaghule yi: «Vyaghe! Tukawulu uvose adi Yinyuni Yisyeme.»
2c13030055	Kaboghu Pole akebawivule: «Dubatusu yi dumadile?» Bakewaghule: «Dubatusu du San.»
2c1304009f	Pole ebatsinguli: «San amabatise bobamasinge wukalughe mitsanu noghobise Nzambi. Amatsingule batu yiri: “Vayilanu yitu mu Djesu, owurughe va djulu ami.”»
2c13050040	Banomane uwulu bighume byeni, akebabatusu mu dine di Fumu Djesu.
2c1306007e	Pole akesakighe makake mu djowu na Yinyuni Yisyeme yike baveghu. Bakevose mu mambembu masusu na bakebighe mu dikabu di Nzambi.
2c13070030	Babaale beni bamabe dighumi na babedji mu botsu.
2c130800a6	Kale yilumbu yuvume yi baSwife, Pole amawendaange o ndaghu dusambu. Mu ngondi yiryeru, amabonge mbembu na ngenze. Amavose mu Bukaghe bu Nzambi na amawarise ubawulusu.
2c130900d8	BaSwife bamosi bamabuse uvayile yitu, bakepedji abamaduke Nzile Fumu va wusu dibundu. Mba Pole akekakene nowu, akenebeghe badukitsi nandi. Bilumbu byotsu akebavosilaange o ndaghu yinenge dji mutu, benengili Tiranuse.
2c130a0086	Dyoni dimatsinge bilime bibedji. Va disukusulu, batu botsu abamatsana mu yari yi Asi, baSwife na bagha baSwife, bakeghulu musamu Fumu.
2c130b0040	Nzambi amadughusu bimaghe bineni mu makake ma musatsi andi Pole.
2c130c0095	Bamasunzaange miswari vo bikutu abimabembaange dunyuru dwandi mu bibedu. Bibedu byeni bimabelughaange mu mali mowu na binyuni bibi bimapala mu djowu.
2c130d00d8	BaSwife bamosi, bamawendaange mbure na mbure mu syanze binyuni bibive. Bamaronde usyanze binyuni bibive mu dine di Fumu Djesu. Bamatsingula binyuni bibi: «Nyiduve dirume, dupale mu dine di Djesu adji Pole etubuli!»
2c130e0082	Vamabe yivunde yimosi yi bavaghulitsi ba paghu ba baSwife, dine dyandi Seva. Yisambwali yi bane bandi, djowu bamavaghe mambu meni.
2c130f0076	Tumbe yilumbu yimosi yinyuni yibi yimabawaghule: «Nyidjabi Djesu na nyidjabi anyi avu Pole. Tumbe djenu, bani duvu?»
2c131000a7	Na djandi omabe na yinyuni yibi, akekébwaghe mu djowu mu lase yi abavyoghulile djobotsu mangolu. Amabatsoyise na bukani, na bakerine ndaghu eni, peni-wangi na mapure.
2c1311008b	Adimavyoghe dimadjabunu na bise Yifese. BaSwife na baNgereke bamabase na ghome, bakedjabe durumu du Nzambi na buneni bu dine di Fumu Djesu.
2c13120048	Bapwele abamavayile yitu, bamarunga mu yidjabise mabi ame bamavaghaange.
2c131300a8	Yinombu yeni yi batu ayimasalise ngalu, bamabeghe mabuku mowu na bamamanyenze va wusu batu botsu. Tumatale dufunu du mabuku meni: dumaveghe dighumi di senzu tsi mbongu.
2c13140051	La nane mu mangolu ma Fumu, musamu wumanyavaange na wumalasaange mangolu mapwele.
2c1315009b	Va djulu mambu meni, Pole akeghane kake djutabe Masedwane na Akaye, nowende o Serusaleme. Amavose nane: «Nyinowende, mbé nyutole o musyengi Rome wandi.»
2c1316007d	Aketinde o yinange yi Masedwane Timote na Yirase, abamasala yisalu yowu nandi. Tumbe amasyale djabeni mwa temu o yari yi Asi.
2c13170051	Va temu eni, vamabe kimbu djineni o Yifese, dibandu djowu abameneduka Nzile Fumu.
2c131800b4	Vamabe mutulitsi bapange, dine dyane Demeteyuse, amavaghe mandaghu magheyi ma nyambi owu mughetu, dine dyandi Artemise. Mandaghu meni mamavegha madile mapwele ombu batulitsi botsu.
2c1319007f	Akebaghukighe, na botsu abedjabi yisalu nane yine, na akebatsingule: «Bambatsi, dwidjabi yi maboti meruyili mu yisalu yéyiyi.
2c131a00de	Tumbe dwilabi na dwiwulu adivyoyi: mutu awu bénengili Pole etubuli yiri, banyambi abevaghu na makake ma batu, bagha banyambi bangenze! Aborungule ubembe bapwele tsike bu ghunu o Yifese, tumbe na mu yari yetu yotsu yi Asi.
2c131b0090	Dyoni mbé dyubivise yisalu yetu, notsyemuse didume di ndaghu nyambi etu Artemise, obeyitsi mbure tsyotsu mu yari yi Asi na mu bulongu bwotsu.»
2c131c0068	Mu mambu meni, abamawulu bakebase na kabu na bakeghamughe: «Yivunde djandi, Artemise dji bise Yifese!»
2c131d00bd	Mupuki wukedughunu mu musyengi wotsu. Batu bakenebeghe Ghayise na Arisitareke, bise Masedwane babedji, bamabe nandi mu mulingu na Pole. Yinombu yikewé mbangu o mbure bibengunu bi mighungi.
2c131e004c	Pole amabe na nzale ulabene va wusu yinombu, tumbe badukitsi bakemughandise.
2c131f0071	Bidjeti bi Asi bamabe bambatsi bandi, bakemutindile yilumbi yumutsingule, akéwende o mbure bibengunu bi yinombu.
2c13200097	Mu temu eni, dibundu bamabe mu nkumfu. Basusu bamaghamugha dyambu dimosi, bamosi dimosi. Bapwele va ghari owu basamadjabaange dibandu yi bamaghukimine.
2c13210083	BaSwife bamasindighe mutu o wusu, dine dyandi Alesandere. Akenangule dikake mu votse yinombu, mubavosile nobonge dikabu di baSwife.
2c13220089	Tumbe na batu bédjabi yiri muSwife, bakeghamughe djobotsu va mosi mu maweru mabedji: «Yivunde djandi nyambi Artemise dji bise Yifese!»
2c132300bd	Anomanisile, yirende-rende yi musyengi akerungule usiyighe yinombu novose: «Bise Yifese, batu botsu bédjabi yi bise Yifese bakelitsi ba ndaghu Artemise, yibaghunu yandi yibonduyi o djulu.
2c13240043	Vagha mutu wughale. Mu dyoni, mbé dusigheme notase ne duke salise.
2c13250035	Dutsibeghe vave batu abaghabunge nosyenge Nzambi etu.
2c13260086	Pa Demeteyuse na bambatsi bandi ba bisalu bane mufundu na mutu, bawendi ombu banzonzi aborungule utabule dyambu. Babeyi mufundu ghune.
2c13270054	Na pa dune dyambu dimosi duvu na nzale ulase, tudinonze va ghari dibundu adiwelmine.
2c1328008d	Mbé tufwengululu yiri tudji mimbini, mu dyo ditsivyoghe na nyangu, mbé tughorungule ukekaghule. Va djulu mambu meni, akekungise mughungi.»
2c14010062	Musighe wunoghabughe, Pole akeghukighe badukitsi nobawarise, mba akebaghanine nowende o Masedwane.
2c14020069	Akesabughe yari yeni, nowarise bakereti bapwele ave amavosilaange nowu. Va djulu vane, akewende o Ngerese
2c140300a7	o amatsanine miweli miryeru. Mbé aronde unangeme mu watange nowende o Siri, ave amawululu yi baSwife bamamutungile fundu. Kaboghu, akesitighe muvyoyile adu Masedwane.
2c140400a3	Batu abamawendaange nandi: Sopate mwane Pirise mwise Bere, Arisitareke Sekunduse bise Tesalonike, Ghayise mwise Derebe, Timote, Tisike na Torfime bise yari yi Asi.
2c1405002a	Bane bakerele notukele o musyengi Torwase.
2c140600b1	Yoyine djetu tumanangeme mu watange, mu wende o Filipe, yike mumengu wu bapembi abaghane dufunusu wisuki. Bilumbu biranu va djulu, tumabadale o Torwase o tumavyosile tsone mosi.
2c1407008d	Mu yilumbu yiteghe yi tsone, tumabe tughukeme mudji va mosi. Pole amalonze dibundu, amavose pwele tena ghari wisi, mumba mbé owende va kedi.
2c14080033	Balambi bapwele bamabe o kilingu ndaghu adjitumabe.
2c140900b7	Mwa munzambu wumanengulungu Yitikise amatsane va nele ndaghu. Akewende yilu yineni ave Pole amavosila. Yilu yimavyoghulile, tena ave amabonduyile kilingu adji muryeru teno tsi. Akefu.
2c140a004a	Pole akevindeme, akemunaghule novose yi: «Dundanu wunyonge, adji monyu.»
2c140b0061	Mba akemate, akeghabe pembi nodji. Yike emani akemwévose tinde yitsingu tena kedi, mba akewende.
2c140c0045	Bakeghabuse munzambu monyu na dyoni dikebe tinde duwarusu ombu botsu.
2c140d008e	Tumarele uwende mu watange adjimatubeghe o musyengi Asose, o mbé tubongile Pole. Anane amakinzile, mumba amabe na nzale uwendile mu mumbambe.
2c140e0041	Anoturasene o Asose, tukemunangighe mu wende o musyengi Mitilene.
2c140f0097	Vane, tukewende mu watange. Yilumbu ayimaduke tukebambene na ningi Kyo. Yilumbu yi djulu, tuketole o ningi Samose, mba ayinzime tukedale musyengi Mile.
2c141000a2	Pole, asamaronde usikeme o musyengi Yifese, mumba diweru dikévyoghe o yari yi Asi. Amavungilaange utole o Serusaleme, pa mbé dyurungule ube yilumbu yi Patekote.
2c14110055	O musyengi Mile, Pole aketinde yilumbi o dibundu di Yifese mu yélande bivunde byowu.
2c14120089	Banotole va mughule andi, akebatsingule yi: «Dwidjabi nane nyimatsanine nenu, ubongile va yilumbu yiteghe ayi nyimaruyile o yari yi Asi.
2c14130063	Nyimasalile Fumu na divole-mbombu, na matsange na maghughe amenyimalabe dibandu bikumbu bi baSwife.
2c1414007e	Dwidjabi yi nyisamasweghe ne dimosi mu motsu amawelimine. Nyimadulonze notsingule motsu, na va ghari batu na mu mandaghu menu.
2c1415005a	Nyimanengile baSwife na baNgereke mukalughe dyele na Nzambi, novayile Fumu etu Djesu yitu.
2c1416006a	Mba vave, yike o Serusaleme nyiwendi, nane Yinyuni Yisyeme yinzindiyili. Tumbe, ngedjabi adyutuyile ghune.
2c14170058	Nyidjabi yi mu kale musyengi, Yinyuni Yisyeme yindubusi yiri, tsughu na maghughe bikeli.
2c141800ba	Tumbe, monyu ami wughane tsongu va wusu ami. Adimbuli murime, uwende teno disukusulu mu manisile yisalu ayi Fumu Djesu amapeghe. Diwendili rye: wulonze Musamu Wuboti wu yese yi Nzambi.»
2c1419006c	«Nyimavyose temu nolonzange Bukaghe bu Nzambi, tumbe nyimadjabe yi vagha ne wumosi va ghari enu omwéndabe.
2c141a0068	Ladibandu, nyidubongili na muni nane bambedji: yike wumosi va ghari enu etsyemuyi, nga mune dighénzuni.
2c141b0048	Mumba nyimadulonze motsu ame Nzambi amasitighe, ne dimosi nyisamasweghe.
2c141c008d	Dukebene djenubeni, na kelisanu mughambe, awu Yinyuni Yisyeme amaduveghe. Bandekenanu dibundu di Nzambi adi amadile mu malungu ma mwane andi.
2c141d006b	Nyidjabi yi ave nyuwendile, batu bavu nane baminzi ba bukani bokote va ghari enu mba mughambe wughovengusu.
2c141e0037	Mba ne va ghari enu, batu bofuraange mu dute badukitsi.
2c141f0071	Moghanu kaboghu! Rangeminanu yi, mu bilime biryeru, na nyangu na mukolu, nyisamadunde ulile mu ulubuse kale mutu.
2c1420007b	Vave, nyiduwakise ombu Nzambi na musamu wu yese yandi. Ane musughe uduwarise mu yitu, noduveghe disyale adi asweyile bandi.
2c14210038	Nyisamavonde badoli na lore, vo bikutu bi wotsu ke mutu.
2c14220053	Dwidjabi yi nyimasale na makake mami, mu dile abimabe biwelimine na abamandukaange.
2c1423008f	Nyimadulase mu motsu yusale abwedji mu wamuse abadede. Mbé turangiminanu ame djabeni Fumu Djesu amavose: “Uveghe atsivyo uveghu nzangu.”»
2c14240030	Yike emani uvose, Pole akekuteme nowu nosambile.
2c14250052	Botsu bamalile pwele na matsange mu misu, bakevyunge Pole mu kingu nomughumbesene.
2c14260052	Bamaningaange mumba Pole amavose yi aghoghabughe. Bakeyemuvetsighe tena o watange.
2c1501008e	Tunokakene nowu, tukesungeme o ningi Kose mu watange, yilumbu ayimadukaange tuketole o ningi Rode. Yilumbu ayimaduke tukewende o ningi Patare.
2c15020051	Tumadale watange djimawendaange o yinange yi Fenisi, tumabwénangeme noyenewende.
2c15030089	Tunolabilile ningi Sipere, tumavyole o maghetu mu wende o yari yi Siri. Tukesikeme o musyengi Tire o watange djimabe na mufune wusunduse.
2c15040073	Tumarasene badukitsi na tumatsane tsone nowu. Banolubusu na Yinyuni Yisyeme, bamaghandise Pole uwende o Serusaleme.
2c150500ad	Tumbe tsone eni djinovyoghe, tukebongulile nzile. Djowu botsu bakétuvetsighe, na baghetu na bane, teno dikotulu di musyengi. Tuke kuteme va disimu di mubu nosambile Nyambi.
2c15060052	Tunoghanesene kale mutu, tumanangeme mu watange. Djowu bamaghabughe mu mimbu mowu.
2c15070091	Tumamane disabu dyetu, urambuyile o Tire teno musyengi Tolemayise. Tunomane usimbe baane ba ngudji o musyengi eni, tuketsane nowu yilumbu yimosi.
2c150800e3	Yilumbu ayimaduke, tukesogheme notole o musyengi Sesaré. Vane, tukekote o ndaghu Filipe, musamunitsi wu Musamu Wuboti na tuketsane ombu wandi. Amabe wumosi va ghari yisambwali yi batu, abamasolu o Serusaleme mu wamuse bakwili.
2c1509003e	Amabe na baane bana ba baghetu bamabe batsyemi, bamabighaange.
2c150a0053	Mbé tuke bilumbu bipwele vane, ave mubiyitsi winengulu Aghabise amaruyile o Sudé.
2c150b00e2	Akebambene netu, akebonge beleti dji Pole, akekétunge makulu na makake na djoni novose yi: «La adi Yinyuni Yisyeme evosi: “Fumu beleti adjidji otungu nane na bivunde bi baSwife ba Serusaleme, mba bomuwakise ombu beni.”»
2c150c0059	Tunowulu mane, djetu na baane ba ngudji ba Sesaré tumalende Pole akéwende o Serusaleme.
2c150d0077	Tumbe akewake yi: «Mumba yi dililili nondetse manyuru? Nyikunzeme mutungu na muboku o Serusaleme dibandu Fumu Djesu.»
2c150e006e	Dibilaange yi tusamarungule umusanze ditase dyandi, tumadunde utsiyise novose yi: «Durondu du Fumu duvaghu.»
2c150f0038	Mwa bilumbu binovyoghe, tukekunzeme nomate o Serusaleme.
2c1510006a	Badukitsi ba Sesaré bamawende netu, baketutsanise ombu Nasone, mwise Sipere, awumabe mudukitsi vane kale.
2c15110045	Ave tumatolile o Serusaleme, baane ba ngudji bamatusangile na nzangu.
2c1512005b	Yilumbu ayimaduke, Pole akewende netu ombu Sake, o bivunde byotsu bi dibundu bimaghukemine.
2c15130056	Pole akebasimbe nobatsingule bikumbu byotsu nane Nzambi amasalile ombu abagha baSwife.
2c15140094	Banomuwulu bakedodise Nzambi. Mba bakevaghe Pole yi: «Wilabi, mwane-ma, tosini kwe tsi baSwife bamasinge Djesu. Djobotsu baname na Mughaghe Moyise.
2c151500d4	Yotsu yine la adi bamabatsingule: “Wilongi baSwife botsu abetsani va ghari malongu masusu, yi badundi Mughaghe wu Moyise. Wibatsinguli yi bayamwérebaange baane bowu na bayamwéduke mighulu mi djetu baSwife.”
2c15160023	Tsyé tuvale? Bodjabe yi wumarughe.
2c1517005b	Kaboghu, vaghe adi tiwutsinguli. Vave, vadji babaale bane netu batsi leve pesi ombu Nzambi.
2c151800ce	Babeyi, djenu botsu yétsyemuswanu va wusu Nzambi. Fute byotsu mumbari bakefughu myuru. Pa dutsivaghe nane, batu botsu bodjabe yi vagha ngenze mu adi batsiwuvosile, tumbe ndewandi wighobisi mughaghe Moyise.
2c151900ba	Mu bise malongu abamasinge Djesu, tutsibarendisile mu batsingule yi: bayabwedji banyame atsivaghulu ombu bakosi vo banyame atsighaghewu kingu mu palise malungu, mba bayavaghe bumbembu.»
2c151a00b1	Yilumbu ayimaduke, Pole akebeghe batu beni babane bakekésyemise djobotsu. Akewende o ndaghu Nzambi notsingule yilumbu ayi bovaghulile paghu na dutsyemusu du mutu-mutu dusukile.
2c151b0099	Yisambwali yi bilumbu mbé yike usuke, ave baSwife ba yari yi Asi bamalabile Pole o dulombili du ndaghu Nzambi. Bakenangule mughungi wotsu, bakemughange,
2c151c00e2	noghamughe yi: «BaYisrayele, tuwamusyanu! La mutu awilonzi batu botsu mbure tsyotsu dilongi di kondenyonde na mukute Yisrayele, mughaghe etu na mbure djisyeme. Amakotise ne abagha baSwife mu mbure édjidji na bamadjibivise.»
2c151d00c9	Pa bamadisalise, mbari bilumbu abiteghe bamalabe Torfime mwise Yifese djone Pole bamayenewendaange mu musyengi Serusaleme. Bamasingene yi Pole amamukotise o dulombili du baSwife, tumbe bamabe na mbele.
2c151e00b8	Dimbunge dikelave mu musyengi wotsu, mba batu bakepalile yari na yari na bakeghukeme. Batu bakeghange Pole, nomupalise o dulombili du ndaghu Nzambi, adji bamalenge nobindighe dikotulu.
2c151f007e	Mbé baronde uboke Pole, mu temu eni abemoyi bamayétsingule yivunde yi baghore ba Rome, yi Serusaleme djotsu ukunge djikungi.
2c15200078	Vane-vane yivunde akebonge baghore na bivunde byowu, nowende mbangu o mughungi. Banolabe yivunde, bakedunde udimbe Pole.
2c15210075	Yivunde akebambene nandi, akemughangise nomutungise na pange bedji. Mba akewivulu dine dyandi na dyambu adi amavaghe.
2c152200c3	Tumbe mu mughungi, abéba bamaghamughaange didi, bane bamaghamughaange disusu. Yivunde mbé aghorungule ughangise dyambu na tsikiri dibandu nkumfu. Akeveghe dirume dyubeghe Pole o ndaghu baghore.
2c15230050	Pole anotole vo bande yikadi, baghore bakemunangule, dibandu dikani di mughungi.
2c1524003a	Mumba batu bapwele bamamudukaange, noghamughe yi: «Afu!»
