2800000008	Matthieu
4202150068	Et je lui ai donné du temps pour qu'elle se repente, et elle ne veut pas se repentir de sa fornication.
42021600a4	Et voilà que je la jette sur un lit de souffrances; et aux complices de ses adultères j'envoie une grande tribulation, s'ils ne se repentent pas de leurs oeuvres.
42021700ca	Et je ferai mourir ses enfants, je les tuerai, et toutes les Églises apprendront que «Je suis, moi, celui qui sonde les reins et les coeurs» et «Je rendrai à chacun» de vous «selon ses oeuvres».
42021800b4	Quant à vous autres de Thyatires qui ne professez pas cette doctrine et qui n'avez pas connu «les profondeurs de Satan», comme ils disent, je ne vous impose pas d'autre fardeau.
4202190044	Seulement ce que vous avez, tenez-le bien jusqu'à ce que je vienne.
42021a006a	Et le vainqueur, et celui qui garde mes oeuvres jusqu'à la fin, «Je lui donnerai pouvoir sur les nations
42021b0090	Et il les gouvernera avec une verge de fer Il les brisera comme des vases d'argile». Ainsi que j'en ai reçu moi-même le pouvoir de mon Père,
42021c0026	et je lui donnerai l'étoile du matin.
42021d0046	Que celui qui a des oreilles écoute ce que l'Esprit dit aux Églises!
42030100b6	A l'ange de l'Église de Sardes écris: Voici ce que dit celui qui a les sept Esprits de Dieu et les sept étoiles: Je sais tes oeuvres; tu passes pour être vivant, mais tu es mort.
4203020082	Sois vigilant et fortifie ce qui reste, ce qui est près de mourir; car je n'ai pas trouvé tes oeuvres parfaites devant mon Dieu.
42030300c5	Souviens-toi donc comment tu as reçu et entendu la parole, et garde-la, et repens-toi. Si tu n'es pas vigilant, je viendrai comme un voleur, et tu ne sauras pas à quelle heure je viendrai à toi.
420304009c	Tu as cependant quelques personnes à Sardes qui n'ont pas souillé leurs vêtements; elles marcheront avec moi en robes blanches, car elles en sont dignes.
42030500aa	Le vainqueur sera ainsi paré de vêtements blancs, et je n'«effacerai» pas son nom du «livre de vie», et je confesserai son nom devant mon Père et devant ses anges.
4203060046	Que celui qui a des oreilles écoute ce que l'Esprit dit aux Églises!
42030700ad	A l'ange de l'Église de Philadelphie, écris: Voici ce que dit le Saint, le Vrai, qui a la clef de David, Qui ouvre et personne ne fermera, Qui ferme et personne n'ouvrira.
42030800ad	Je sais tes oeuvres; voici, j'ai ouvert devant toi une porte que personne ne peut fermer, parce que, malgré ta faiblesse, tu as gardé ma parole et n'as pas renié mon nom.
42030900d3	Voici, je te donne des membres de la synagogue de Satan, qui se disent Juifs et qui ne le sont pas, mais qui mentent. Je ferai qu'ils viennent et se prosternent à tes pieds, et qu'ils sachent que je t'ai aimé.
42030a00a9	Parce que tu as gardé ma parole d'attente, moi aussi je te garderai de l'heure de l'épreuve qui va venir sur le monde entier, pour éprouver les habitants de la terre.
42030b0054	Je viens bientôt: Tiens bien ce que tu as, pour que personne ne prenne ta couronne.
42030c011c	Le vainqueur, je le ferai colonne dans le Temple de mon Dieu, et il n'en sortira plus, et j'écrirai sur cette colonne le nom de mon Dieu et le nom de la ville de mon Dieu, le nom de la nouvelle Jérusalem qui descend du ciel d'auprès de mon Dieu, ainsi que mon nom, mon nouveau nom.
42030d0046	Que celui qui a des oreilles écoute ce que l'Esprit dit aux Églises!
42030e0084	A l'ange de l'Église de Laodicée écris: Voici ce que dit l'Amen, le témoin fidèle et vrai, le principe de la création de Dieu:
42030f0056	Je sais tes oeuvres; tu n'es ni froid, ni chaud. Que je te voudrais ou froid ou chaud!
420310005e	mais, puisque tu es tiède, puisque tu n'es ni chaud, ni froid, je vais te vomir de ma bouche.
420311009d	Tu te dis: «Je suis riche, je me suis enrichi, je n'ai besoin de rien», et tu ne vois pas que tu es malheureux et misérable, et pauvre, et aveugle, et nu.
42031200d4	Je te conseille d'acheter de moi de l'or passé au feu pour devenir vraiment riche, et des vêtements blancs pour te couvrir et cacher la honte de ta nudité, et un collyre pour oindre tes yeux afin que tu voies.
4203130055	Ceux que j'aime, je les réprimande et les châtie. Aie donc du zèle, et repens-toi.
420314009b	Voici, je me tiens à la porte et je frappe; si quelqu'un entend ma voix et m'ouvre la porte, j'entrerai chez lui, et je mangerai avec lui et lui avec moi.
4203150098	Le vainqueur, je lui donnerai de s'asseoir avec moi sur mon trône, de même que, moi aussi, j'ai vaincu et me suis assis avec mon Père sur son trône.
4203160046	Que celui qui a des oreilles écoute ce que l'Esprit dit aux Églises!
42040100d9	Après cela, je regardai, et voici, une porte était ouverte dans le ciel, et la première voix que j'avais entendue me parler comme le son d'une trompette, me dit: «Monte ici et je te montrerai ce qui doit suivre.»
420402006d	Immédiatement je tombai en extase: Et voici un trône était dans le ciel, et sur le trône quelqu'un assis.
42040300d2	Et Celui qui y était assis avait l'éclat d'une pierre de jaspe et de cornaline; et, en cercle autour du trône, un arc-en-ciel brillant comme l'émeraude; et, en cercle autour du trône, vingt-quatre trônes,
4204040076	et sur ces vingt-quatre trônes des vieillards assis, vêtus de robes blanches et sur leurs têtes des couronnes d'or;
420405009f	et du trône sortent des éclairs et des voix, et des coups de tonnerre; et, devant le trône, brûlent sept lampes ardentes qui sont les sept Esprits de Dieu;
42040600b9	et, devant le trône, était comme une mer transparente semblable à du cristal; et, au milieu du trône et autour du trône, quatre animaux ayant des yeux partout, devant et derrière.
42040700ca	Et le premier animal a la forme d'un lion, et le deuxième animal, la forme d'un veau, et le troisième animal a comme un visage humain, et le quatrième animal a la forme d'un aigle aux ailes ouvertes.
42040800eb	Et les quatre animaux ont chacun six ailes et sont couverts d'yeux autour du corps et sous le corps, et ils ne cessent de dire jour et nuit: «Saint, saint, saint est le Seigneur Dieu Tout-Puissant» qui était, qui est et qui viendra.
4204090091	Et quand les animaux rendent gloire, et honneur, et actions de grâces à Celui qui est assis sur le trône et qui vit aux siècles des siècles,
42040a00b9	les vingt-quatre vieillards se prosternent devant Celui qui est assis sur le trône et adorent Celui qui vit aux siècles des siècles, et ils mettent leurs couronnes au pied du trône,
42040b00c8	disant: «Tu es digne, ô notre Seigneur et notre Dieu, de recevoir la gloire et l'honneur et la puissance, parce que tu as créé toutes choses, et par ta volonté elles sont et ont été créées!»
420501007e	Je vis ensuite, à la droite de Celui qui était assis sur le trône, un livre écrit des deux côtés, fermé de sept sceaux;
4205020091	et je vis un ange d'une force extraordinaire qui s'écriait d'une voix éclatante: «Qui est digne d'ouvrir le livre et d'en rompre les sceaux?»
4205030067	Et personne ne put, ni dans le ciel, ni sur la terre, ni sous la terre, ouvrir le livre ni le regarder.
420504006a	Et je versai bien des larmes, parce que personne n'était jugé digne d'ouvrir le livre ni de le regarder.
42050500a6	Et l'un des vieillards me dit: «Ne pleure point, voici, le lion de la tribu de Juda, le rejeton de David a réussi à ouvrir le livre et à rompre les sept sceaux.»
42050600d8	Et je vis, debout, au milieu du trône et des quatre animaux, et au milieu des vieillards, un agneau qui semblait égorgé; il a sept cornes et sept yeux qui sont les sept Esprits de Dieu envoyés par toute la terre.
420507005a	Et il vint, et il prit le livre de la main droite de Celui qui était assis sur le trône.
42050800f7	Et quand il le prit, les quatre animaux et les vingt-quatre vieillards se prosternèrent devant l'agneau, et chacun avait une harpe et des coupes d'or pleines de parfums (les prières des saints), et ils chantaient un cantique nouveau et disaient:
420509013c	«Toi, tu es digne de prendre le livre et d'en ouvrir les sceaux; car tu as été égorgé, et, avec ton sang, tu as acheté pour Dieu des élus de toute tribu, de toute langue, de tout peuple, de toute race, et tu en as fait pour notre Dieu un Royaume, et tu en as fait des prêtres, et ils régneront sur la terre!
42050a007a	Et je regardai, et j'entendis comme la voix d'une foule d'anges réunis autour du trône et des animaux et des vieillards,
42050b0067	et il y en avait des myriades de myriades, des milliers de milliers qui disaient d'une voix éclatante:
42050c0096	«Digne est l'agneau égorgé de recevoir la puissance, et la richesse, et la sagesse, et la force, et l'honneur, et la gloire, et la bénédiction!»
42050d0119	Et j'entendis toute créature dans le ciel, sur la terre, sous la terre, sur la mer, j'entendis tout ce qu'ils contiennent qui disait: «A Celui qui est assis sur le trône et à l'agneau soient la bénédiction, et l'honneur, et la gloire, et la force aux siècles des siècles!»
42050e005a	Et les quatre animaux dirent: «Amen.» Et les vieillards se prosternèrent et adorèrent.
4206010091	Et je regardai quand l'agneau ouvrit le premier des sept sceaux et j'entendis un des quatre animaux qui disait d'une voix de tonnerre: «Viens»;
42060200a8	et je regardai et voici un cheval blanc, et celui qui le montait tenait un arc, et il lui fut donné une couronne, et il partit en vainqueur pour remporter la victoire.
4206030059	Et quand il ouvrit le deuxième sceau, j'entendis le deuxième animal, disant: «Viens»;
42060400d6	et il parut un autre cheval, il était roux, et à celui qui le montait il fut donné d'enlever la paix de la terre et de faire que les hommes s'égorgent les uns les autres, et il lui fut donné une grande épée.
42060500ba	Et quand il ouvrit le troisième sceau, j'entendis le troisième animal, disant: «Viens»; et je regardai, et voici un cheval noir, et celui qui le montait avait une balance à la main.
42060600a9	Et j'entendis comme une voix au milieu des quatre animaux disant: Un choenix de froment, un denier; trois choenix d'orge, un denier; l'huile et le vin, n'y touche pas!»
4206070063	Et quand il ouvrit le quatrième sceau, j'entendis la voix du quatrième animal, disant: «Viens»;
42060800fb	et je regardai, et voici un cheval jaune, et celui qui le montait s'appelait la Mort et la Demeure-des-morts le suivait et il leur fut donné puissance de tuer le quart de la terre par le glaive, par la faim, par la maladie et par les bêtes féroces.
42060900ad	Et quand il ouvrit le cinquième sceau, je vis sous l'autel les âmes de ceux qui avaient été égorgés pour la parole de Dieu et pour le témoignage qu'ils avaient rendu.
42060a00d2	Et ils s'écriaient et disaient d'une voix éclatante: «Jusques à quand, ô Maître, saint et véridique, ne feras-tu point justice et ne redemanderas-tu point notre sang à ceux qui demeurent sur la terre?»
42060b00e7	Et il leur fut donné à chacun une robe blanche, et il leur fut dit de patienter encore un peu, jusqu'à ce que leurs compagnons de service et leurs frères qui devaient être tués comme eux, fussent venus compléter leur nombre.
42060c00a8	Et je regardai quand il ouvrit le sixième sceau, et il y eut un vaste ébranlement; et le soleil devint noir comme un sac de crin; et la lune prit une couleur de sang;
42060d0078	et les étoiles tombèrent du ciel sur la terre, comme les fruits verts d'un figuier agité par un violent coup de vent;
42060e007f	et le ciel se retira comme un livre qu'on roule; et toutes les montagnes et toutes les îles furent jetées hors de leur place;
42060f00d2	et les rois de la terre, et les grands, et les tribuns militaires, et les riches, et les forts, et tous les esclaves, et tous les hommes libres se cachèrent dans les cavernes et dans les rochers des montagnes,
4206100096	et dirent aux montagnes et aux rochers: «Tombez sur nous et cachez-nous du regard de Celui qui est assis sur le trône, et de la colère de l'agneau,
4206110046	car il est venu, le grand jour de sa colère, et qui peut subsister?»
42070100c6	Et après cela, je vis quatre anges placés aux quatre angles de la terre, retenant les quatre vents de la terre afin qu'il ne souffle pas de vent ni sur la terre, ni sur la mer, ni sur aucun arbre.
42070200ed	Et je vis un autre ange qui s'élevait de l'Orient, d'où vient le soleil, il tenait le sceau du Dieu vivant, et il s'écriait, parlant d'une voix éclatante aux quatre anges qui avaient reçu le pouvoir de sévir sur la terre et la mer:
4207030090	«Ne sévissez ni contre la terre, ni contre la mer, ni contre les arbres, avant que nous ayons marqué au front les serviteurs de notre Dieu.»
420704009c	Et j'entendis le nombre de ceux qui étaient marqués. Cent quarante-quatre mille étaient marqués, appartenant à toutes les tribus des enfants d'Israël:
420705006e	de la tribu de Juda, douze mille marqués; de la tribu de Ruben, douze mille; de la tribu de Gad, douze mille;
420706006d	de la tribu d'Aser, douze mille; de la tribu de Nephthali, douze mille; de la tribu de Manassé, douze mille;
420707006c	de la tribu de Siméon, douze mille; de la tribu de Lévi, douze mille; de la tribu d'Issachar, douze mille;
4207080077	de la tribu de Zabulon, douze mille; de la tribu de Joseph, douze mille; de la tribu de Benjamin, douze mille marqués.
42070900fb	Après cela je regardai et voici une foule immense que personne ne pouvait compter, de toute race, de toute tribu, de tout peuple, de toute langue, se tenant devant le trône et devant l'agneau, vêtus de robes blanches, portant des palmes à la main,
42070a006a	et s'écriant d'une voix éclatante: «Le salut vient de notre Dieu assis sur le trône, et de l'agneau.»
42070b00b3	Et tous les anges se tinrent en cercle autour du trône et des vieillards et des quatre animaux, et ils se prosternèrent devant le trône la face contre terre et adorèrent Dieu,
42070c00b2	disant: «Amen. La bénédiction, et la gloire, et la sagesse, et l'action de grâces, et l'honneur, et la puissance, et la force à notre Dieu aux siècles des siècles! Amen.»
42070d0081	Et alors un des vieillards, me parlant, me dit: «Ceux qui sont vêtus de robes blanches, qui sont-ils et d'où sont-ils venus?»
42070e00c1	Et je lui dis: «Mon Seigneur, c'est toi qui le sais.» Et il me dit: «Ceux-là sont venus de la grande tribulation, et ils ont lavé leurs robes et les ont blanchies dans le sang de l'agneau;
42070f00ab	voilà pourquoi ils sont devant le trône de Dieu et ils l'adorent nuit et jour dans son Temple, et Celui qui est assis sur le trône établira sa demeure au-dessus d'eux.
420710006a	«Ils n'auront plus faim, ils n'auront plus soif, Ils ne souffriront plus ni du soleil, ni de la chaleur»
420711009c	car l'agneau qui est au milieu du trône «les fera paître et les conduira aux eaux, sources de la vie» et «Dieu essuiera toutes larmes de leurs yeux;».
4208010064	Et quand il ouvrit le septième sceau, il se fit, dans le ciel, un silence d'environ une demi-heure.
420802005e	Et je vis les sept anges qui se tiennent devant Dieu, et sept trompettes leur furent données.
42080300e7	Et un autre ange s'avança et se tint près de l'autel et il portait un encensoir d'or; et il lui fut donné une quantité de parfums pour les offrir avec les prières de tous les saints sur l'autel d'or, qui est en face du trône.
4208040062	Et la fumée des parfums s'éleva, avec les prières des saints, de la main de l'ange devant Dieu.
42080500c6	Et l'ange prit l'encensoir et le remplit des charbons embrasés de l'autel et les jeta sur la terre, et ils produisirent des coups de tonnerre et des voix, et des éclairs, et un grand ébranlement.
4208060050	Et les sept anges qui avaient les sept trompettes se préparèrent à en sonner.
42080700bc	Et le premier sonna: et une grêle mêlée de feu et de sang tomba sur la terre; et le tiers de la terre fut brûlé, et le tiers des arbres fut brûlé, et toute herbe verte fut brûlée.
420808008a	Et le deuxième ange sonna: et comme une grande montagne incandescente fut lancée dans la mer, et le tiers de la mer fut changé en sang;
4208090066	et le tiers des créatures vivantes qui sont dans la mer mourut; et le tiers des navires fut détruit.
42080a00a4	Et le troisième ange sonna: et il tomba du ciel une grande étoile, brûlant comme un flambeau, et elle tomba sur le tiers des rivières et sur les sources d'eaux.
42080b00a5	Et le nom de cette étoile est: «Absinthe», et le tiers des eaux se changea en absinthe, et beaucoup d'hommes moururent, parce que ces eaux étaient empoisonnées.
42080c00e1	Et le quatrième ange sonna: et furent frappés le tiers du soleil, et le tiers de la lune, et le tiers des étoiles, afin que le tiers de leur lumière s'éteignît, le tiers de la lumière du jour, et de même pour la nuit.
42080d00e3	Et je regardai, et j'entendis un aigle qui volait au zénith et disait d'une voix éclatante: Malheur! malheur! malheur aux habitants de la terre, à cause des autres coups de trompette des trois anges qui ont encore à sonner!
4209010080	Et le cinquième ange sonna: et je vis une étoile tomber du ciel sur la terre, et lui fut donnée la clef du puits de l'abîme.
42090200ae	Et elle ouvrit le puits de l'abîme, et il sortit du puits de la fumée comme la fumée d'une grande fournaise; et le soleil et l'air furent assombris par la fumée du puits;
42090300a0	et de cette fumée sortirent des sauterelles qui assombrirent la terre; et il leur fut donné une puissance semblable à la puissance des scorpions de la terre;
42090400b3	et il leur fut dit de ne faire de mal ni à l'herbe de la terre, ni à la verdure, ni à aucun arbre, mais seulement aux hommes qui ne sont pas marqués au front du sceau de Dieu;
42090500a5	et il leur fut donné de ne pas les tuer, mais de les tourmenter pendant cinq mois; et ce tourment ressemblait au tourment du scorpion quand il s'attaque à l'homme;
4209060081	et, en ces jours-là, les hommes chercheront la mort, et ne la trouveront point; et ils désireront mourir, et la mort les fuira.
42090700c8	Et ces sauterelles ressemblaient à des chevaux équipés pour la guerre; elles avaient sur la tête comme des couronnes qui auraient été en or; et leurs visages étaient comme des visages d'hommes;
4209080055	et leurs cheveux comme des cheveux de femme; et leurs dents comme des dents de lions;
42090900a9	et elles avaient des cuirasses comme des cuirasses de fer; et le bruit de leurs ailes était comme le bruit de chars attelés de nombreux chevaux s'élançant au combat;
42090a0096	et elles avaient des queues armées de dards comme les scorpions; et dans ces queues était leur pouvoir de faire du mal aux hommes pendant cinq mois.
42090b006e	Elles avaient à leur tête un roi, l'ange de l'abîme, qui s'appelle en hébreu Abbadon, et en grec Apollyon.
42090c005c	Le premier «malheur» est passé; voici il vient encore deux «malheurs» après celui-là.
42090d006f	Et le sixième ange sonna: et j'entendis sortir une voix des quatre cornes de l'autel d'or qui est devant Dieu;
42090e007d	elle disait au sixième ange qui tenait la trompette: «Délie les quatre anges enchaînés sur le grand fleuve l'Euphrate»,
42090f009b	et furent déliés les quatre anges qui étaient prêts pour l'heure, et le jour, et le mois, et l'année, afin qu'ils missent à mort le tiers des hommes.
4209100050	Et leur armée comptait deux cents millions de cavaliers; j'entendis le chiffre.
4209110110	Et voici comment les chevaux m'apparurent, et ceux qui les montaient: ceux-ci avaient des cuirasses couleur de feu, d'hyacinthe et de soufre; et les têtes des chevaux étaient comme des têtes de lions, et de leurs bouches sortaient du feu, et de la fumée, et du soufre.
4209120089	Par ces trois plaies fut mis à mort le tiers des hommes, par le feu, et par la fumée, et par le soufre qui leur sortaient de la bouche;
42091300bd	car la puissance de ces chevaux est dans leurs bouches et dans leurs queues. En effet, leurs queues ressemblent à des serpents: elles ont des têtes et c'est avec elles qu'ils font du mal.
4209140121	Et le reste des hommes, qui n'avaient pas été mis à mort par ces plaies ne se repentirent point des oeuvres de leurs mains, et ne cessèrent pas d'adorer les démons et les idoles d'or, et d'argent, et d'airain, et de pierre, et de bois, qui ne peuvent ni voir, ni entendre, ni marcher;
4209150075	et ils ne se repentirent ni de leurs meurtres, ni de leurs sorcelleries, ni de leur fornication, ni de leurs rapines.
420a0100c1	Et je vis un autre ange d'une force extraordinaire qui descendait du ciel, entouré d'un nuage, la tête ceinte de l'arc-en-ciel, le visage comme le soleil, les pieds comme des colonnes de feu;
420a020068	il tenait à la main un petit livre ouvert, et il posa le pied droit sur la mer, le gauche sur la terre,
420a03008c	et d'une voix terrible comme le rugissement du lion, il jeta un cri; et quand il jeta ce cri, les sept tonnerres firent retentir leurs voix.
420a0400ae	Et quand les sept tonnerres eurent parlé je voulus écrire, mais j'entendis une voix du ciel me dire: «Tiens secret ce qu'ont dit les sept tonnerres et ne l'écris point.»
420a05005d	Et l'ange que je voyais debout sur la terre et sur la mer «leva la main droite vers le ciel,
420a0600c8	et jura par Celui qui vit aux siècles des siècles, qui a créé le ciel et ce qu'il renferme, et la terre et ce qu'elle renferme, et la mer et ce qu'elle renferme», qu'il n'y aurait plus de délai,
420a0700b2	mais qu'au jour où retentirait la voix du septième ange sonnant de la trompette, s'accomplirait le mystère de Dieu, comme il l'avait annoncé à ses serviteurs les prophètes.
420a0800b9	Et la voix que j'avais entendue venant du ciel me parla de nouveau: «Va, dit-elle, prends le petit livre ouvert dans la main de l'ange qui se tient debout sur la mer et sur la terre».
420a0900cc	Alors j'allai vers l'ange et lui demandai de me donner le petit livre. «Prends-le, me dit-il, et le dévore; dans tes entrailles il te sera amer; mais dans ta bouche tu le trouveras doux comme du miel.»
420a0a00b7	Et je pris le livre de la main de l'ange, et je le dévorai. Dans ma bouche il fut doux comme le miel, mais quand il fut dévoré, il quand il fut dans mes entrailles, il me fut amer.
420a0b006e	Et on me dit: «Il faut que tu prophétises encore sur beaucoup de peuples, de races, de langues et de rois.»
420b0100ad	Et on me donna une mesure de la forme d'un bâton et on me dit: «Lève-toi et mesure le Temple de Dieu, et l'autel, et l'espace occupé par ceux qui adorent dans le Temple.
420b0200bc	Et la cour extérieure du Temple, n'en tiens pas compte, et ne la mesure point, car elle a été donnée aux païens, et ils fouleront aux pieds la ville sainte pendant quarante-deux mois.
420b030079	Et je donnerai une mission à mes deux témoins qui prophétiseront pendant douze cent soixante jours, revêtus de sac.»
420b040061	Ils sont «les deux oliviers» et les deux chandeliers «debout devant le Seigneur de la terre»;
420b0500af	et si quelqu'un essaye de leur faire du mal, un feu sort de leur bouche et dévore leurs ennemis; oui, si quelqu'un essaye de leur faire du mal, c'est ainsi qu'il doit périr.
420b0600ec	Ils ont le pouvoir de fermer le ciel, et d'empêcher la pluie de tomber les jours où ils prophétisent; et ils ont le pouvoir de changer l'eau en sang, et de frapper la terre de telle ou telle plaie et aussi souvent qu'ils le voudront.
420b070082	Et quand ils auront fini de rendre leur témoignage, la bête qui monte de l'abîme leur fera la guerre, les vaincra et les tuera;
420b080098	et leurs corps resteront sur la place de la grande ville qui s'appelle symboliquement «Sodome», et «Égypte» et où leur Seigneur a été crucifié.
420b0900bf	Et des gens de tout peuple, de toute tribu, de toute langue et de toute race verront leurs corps pendant trois jours et demi, et ils ne permettront pas qu'on donne à ces corps la sépulture.
420b0a00d0	Et les habitants de la terre seront dans la joie de leur mort, ils s'adresseront des félicitations, et s'enverront des présents, parce que ces deux prophètes ont fait le tourment des habitants de la terre.
420b0b00a8	Mais, au bout de trois jours et demi, l'Esprit de vie venu de Dieu entra en eux, ils se retrouvèrent sur leurs pieds, et une grande terreur saisit ceux qui les virent.
420b0c0090	Et j'entendis une grande voix venant du ciel et leur disant: «Montez ici»; et ils montèrent au ciel sur les nues, à la vue de leurs ennemis.
420b0d00c7	Un terrible tremblement de terre se fit en ce moment, et le dixième de la ville tomba, et sept mille hommes périrent dans ce tremblement, et les autres, effrayés, rendirent gloire au Dieu du ciel.
420b0e0045	Le second «malheur» est passé; voici venir bientôt le troisième.
420b0f00c2	Et le septième ange sonna: et il y eut de grandes voix dans le ciel qui disaient: «Le Royaume du monde est remis à notre Seigneur et à son Christ, et il régnera aux siècles des siècles.»
420b10006f	Et les vingt-quatre vieillards, assis devant Dieu sur leurs trônes, tombèrent sur la face et adorèrent Dieu,
420b1100a6	disant: «Nous te rendons grâces «Seigneur Dieu Tout-Puissant», qui es et qui as été, de ce que tu t'es emparé de ton grand pouvoir et as inauguré ta Royauté;
420b120120	et les nations étaient en fureur, mais ta colère est venue; et il est venu le moment de juger les morts et de donner leur récompense à tes serviteurs;, les prophètes, et aux saints, et à ceux qui craignent ton nom, aux petits et aux grands, et de perdre ceux qui perdent la terre.»
420b1300d3	Alors s'ouvrit le Temple de Dieu dans le ciel, et on aperçut l'arche de l'Alliance dans son Temple, et il y eut des éclairs et des voix, et des coups de tonnerre, et un grand ébranlement, et une forte grêle.
420c010098	Et un grand prodige parut dans le ciel: une femme, vêtue du soleil, ayant la lune sous les pieds, et autour de la tête une couronne de douze étoiles;
420c020059	elle était enceinte et jetait des cris dans le travail et les douleurs de l'enfantement.
420c03008d	Et il parut dans le ciel un autre prodige: c'était un énorme dragon rouge, à sept têtes et à dix cornes; sur les têtes, sept diadèmes;
420c0400cb	et sa queue entraînait le tiers des étoiles du ciel et les jetait sur la terre. Et ce dragon se dressa devant la femme qui allait enfanter, afin de dévorer son enfant quand elle l'aurait mis au monde.
420c0500aa	Et elle mit au monde un fils, un enfant mâle, destiné «à gouverner toutes les nations avec une verge de fer»; et cet enfant fut enlevé vers Dieu et vers son trône.
420c060083	Et la femme s'enfuit au désert, où Dieu lui a préparé une retraite, et où elle sera nourrie pendant douze cent soixante jours.
420c070078	Alors eut lieu dans le ciel un combat: Michael et ses anges combattant le dragon. Et le dragon combattit avec ses anges,
420c080057	et ils ne furent pas les plus forts, et il n'y eut plus de place pour eux dans le ciel.
420c0900c7	Et il fut précipité, le grand dragon, le Serpent antique, qui s'appelle le Diable et Satan, le séducteur du monde entier, il fut précipité sur la terre et ses anges avec lui furent précipités.
420c0a011c	Et j'entendis une grande voix dans le ciel disant: «Maintenant le salut et la puissance et la Royauté sont à notre Dieu et le pouvoir à son Christ, car il a été précipité de haut en bas, l'accusateur de nos frères qui ne cessait nuit et jour de les accuser devant notre Dieu.
420c0b00aa	Et ils l'ont vaincu eux-mêmes, à cause du sang de l'agneau et à cause de la parole de leur témoignage, et ils ont poussé le sacrifice de leur vie jusqu'à la mort.»
420c0c00b9	«Réjouissez-vous donc, ô cieux,» et vous leurs habitants! malheur à la terre et à la mer! car le Diable est descendu vers vous, plein de rage, sachant que ses jours sont comptés.
420c0d0072	Et quand le dragon se vit précipité sur la terre, il poursuivit, la femme qui avait mis au monde l'enfant mâle.
420c0e00c7	Mais la femme reçut les deux ailes du grand aigle pour s'envoler au désert dans sa retraite, où elle est nourrie loin de la vue du serpent, aune période, et des périodes, et une demi-période.»
420c0f006b	Et le serpent vomit de sa bouche après la femme de l'eau, une sorte de fleuve pour la noyer et l'emporter;
420c100079	mais la terre vint au secours de la femme; elle s'entr'ouvrit et absorba le fleuve que le dragon avait vomi de sa bouche.
420c1100cb	Et le dragon, furieux contre la femme, s'en alla combattre le reste de sa race qui observait les commandements de Dieu et étaient fidèles au témoignage de Jésus; et il se tint sur le sable de la mer.
420d01009c	Et je vis sortir de la mer une bête qui avait dix cornes et sept têtes, et sur les cornes dix diadèmes, et sur chacune des têtes un nom blasphématoire.
420d0200c5	Et la bête que je vis ressemblait à un léopard; ses pieds étaient comme ceux de l'ours, et sa bouche comme celle du lion; et le dragon lui donna sa force, et son trône, et sa grande puissance.
420d0300aa	Et l'une de ses têtes avait comme reçu un coup mortel; mais cette blessure mortelle avait été guérie. Et la terre entière tomba en admiration derrière cette bête,
420d0400ca	et tous les hommes se mirent à adorer le dragon, parce qu'il avait donné le pouvoir à la bête; et ils adoraient la bête disant: «Qui est semblable à la bête, et qui peut combattre contre elle?»
420d0500a7	Et il lui fut donné «une bouche proférant des discours pleins d'orgueil» et de blasphème, et il lui fut donné le pouvoir d'agir ainsi pendant quarante-deux mois.
420d06009f	Et elle ouvrit la bouche pour vomir des blasphèmes contre Dieu, des blasphèmes contre son nom, contre son tabernacle, contre ceux qui demeurent dans le ciel.
420d0700a1	Et il lui fut donné de faire la guerre aux saints et de les vaincre, et la puissance lui fut accordée sur toute tribu, tout peuple, toute langue et toute race.
420d0800ac	Et tous les habitants de la terre l'adoreront, tous ceux dont le nom n'est pas écrit depuis le commencement du monde dans le livre de vie de l'agneau qui a été égorgé.
420d090025	Que celui qui a des oreilles entende!
420d0a00a6	«Celui qui fait des captifs est captif à son tour»; celui qui, frappe de l'épée périra par l'épée. C'est ici que se montrent la patience et la foi des saints.
420d0b0086	Et je vis une autre bête sortir de la terre; elle avait deux cornes semblables à celle d'un agneau, et elle parlait comme un dragon;
420d0c00cd	et elle exerçait toute la puissance de la première bête en sa présence; et elle faisait que la terre et ses habitants adoraient la première bête (celle dont la blessure mortelle avait été guérie).
420d0d006f	Elle faisait de grands prodiges, jusqu'à faire descendre le feu du ciel sur la terre sous les yeux des hommes.
420d0e010d	Et elle séduisait les habitants de la terre par les prodiges qu'il lui était donné de faire en présence de la bête. Elle disait aux habitants de la terre de faire une image en l'honneur de la bête (de cette bête qui a reçu un coup d'épée et qui a repris vie),
420d0f00c7	Il lui fut donné d'introduire le souffle de vie dans l'image de la bête, si bien que cette image parla et fit que tous ceux qui ne l'adoreraient pas, elle, l'image de la bête, fussent mis à mort.
420d100094	Et elle fit que tous les hommes, petits et grands, riches et pauvres, libres et esclaves, portaient un signe sur leur main droite ou sur leur front;
420d11008d	que personne ne pouvait acheter ni vendre s'il ne portait le signe de la bête, soit son nom, soit le chiffre de son nom. Ici est la sagesse!
420d120079	Que celui qui a de l'intelligence calcule le chiffre de la bête; car c'est le chiffre d'un homme; voici son chiffre: 666
420e0100b1	Et je regardai, et je vis l'agneau debout sur le mont Sion, et avec lui cent quarante-quatre mille personnes qui avaient son nom et le nom de son Père écrits sur leurs fronts.
420e0200e9	Et j'entendis une voix venant du ciel; c'était comme le bruit des grandes eaux et comme le bruit d'un fort coup de tonnerre; et la voix que j'entendais était aussi comme le son des harpes quand elles sont jouées par des harpistes.
