2800000007	Mathayo
340307004b	Basi, habari za imani yenu zimetutia moyo katika taabu na mateso yetu yote,
340308004f	kwani sasa tunaishi kweli ikiwa ninyi mnasimama imara katika kuungana na Bwana.
3403090072	Sasa twaweza kumshukuru Mungu wetu kwa ajili yenu. Tunamshukuru kwa furaha tuliyo nayo mbele yake kwa sababu yenu.
34030a00a7	Tunazidi kumwomba Mungu usiku na mchana kwa moyo wetu wote ili atupatie fursa ya kuwaoneni uso kwa uso ili tuweze kurekebisha chochote kilichopungua katika imani yenu.
34030b005a	Tunamwomba Mungu, Baba yetu mwenyewe, na Bwana wetu Yesu atutayarishie njia ya kuja kwenu.
34030c006c	Bwana awawezeshe ninyi kupendana na kuwapenda watu wote zaidi na zaidi, kama vile sisi tunavyowapenda ninyi.
34030d009f	Hivyo ataiimarisha mioyo yenu, nanyi mtakuwa wakamilifu na watakatifu mbele ya Mungu na Baba yetu wakati Bwana wetu Yesu atakapokuja pamoja na wote walio wake.
34040100c5	Hatimaye, ndugu zangu, mmejifunza kutoka kwetu namna mnavyopaswa kuishi ili kumpendeza Mungu. Na kweli mmekuwa mnaishi hivyo. Sasa tunawaombeni na kuwasihi kwa jina la Bwana Yesu mfanye vema zaidi.
3404020043	Maana mnayajua yale maagizo tuliyowapeni kwa mamlaka ya Bwana Yesu.
340403004b	Mungu anataka ninyi muwe watakatifu na mjiepushe kabisa na maisha ya zinaa.
3404040050	Kila mwanamume anapaswa kujua namna ya kuishi na mkewe kwa utakatifu na heshima,
3404050043	na si kwa tamaa mbaya kama watu wa mataifa mengine wasiomjua Mungu.
3404060098	Basi, mtu yeyote asimkosee au kumpunja mwenzake kuhusu jambo hili. Tulikwisha waambieni hayo na kuwaonya kwamba Bwana atawaadhibu wanaofanya mambo hayo.
3404070045	Mungu hakutuita tuishi maisha ya zinaa, bali tuishi katika utakatifu.
3404080077	Kwa hiyo basi, anayedharau mafundisho hayo hamdharau mtu, bali amdharau Mungu mwenyewe anayewapeni Roho wake Mtakatifu.
3404090082	Hakuna haja ya kuwaandikieni juu ya kuwapenda ndugu zenu waumini. Ninyi wenyewe mmefundishwa na Mungu namna mnavyopaswa kupendana.
34040a0076	Na mmekuwa mkiwatendea hivyo ndugu zenu wote kila mahali katika Makedonia. Basi, ndugu tunawaombeni mfanye hata zaidi.
34040b009c	Muwe na nia ya kuishi maisha ya utulivu, kila mmoja ashughulikie mambo yake mwenyewe na afanye kazi kwa mikono yake mwenyewe kama tulivyowaagiza pale awali.
34040c0085	Kwa namna hiyo mtajipatia sifa nzuri kutoka kwa wale wasio Wakristo, na hamtakuwa na lazima ya kuwategemea wengine kwa mahitaji yenu.
34040d0082	Ndugu, twataka mjue ukweli kuhusu wale ambao wamekwisha fariki dunia, ili msipatwe na huzuni kama watu wengine wasio na matumaini.
34040e0096	Sisi tunaamini kwamba Yesu alikufa, akafufuka; na hivyo sisi tunaamini kwamba Mungu atawaleta pamoja na Yesu wale wote waliofariki wakiwa wanamwamini.
34040f00a4	Hili tunalowaambieni ni fundisho la Bwana; sisi tulio hai, ambao tutakuwa tumebaki, wakati Bwana atakapokuja, hakika hatutawatangulia wale waliokwisha fariki dunia.
34041000bc	Maana patatolewa amri, sauti ya malaika mkuu, sauti ya tarumbeta ya Mungu, naye Bwana mwenyewe atashuka kutoka mbinguni. Ndipo wale waliokufa wakiwa wanamwamini Kristo watafufuliwa kwanza.
3404110085	Kisha sisi tulio hai wakati huo tutakusanywa pamoja nao katika mawingu kumlaki Bwana hewani. Na hivyo tutakuwa daima pamoja na Bwana.
3404120022	Basi, farijianeni kwa maneno haya.
3405010056	Ndugu, hakuna haja ya kuwaandikieni juu ya nyakati na majira yatakapotukia mambo haya.
3405020050	Maana ninyi wenyewe mwajua kwamba Siku ya Bwana itakuja kama mwizi ajavyo usiku.
34050300de	Watu watakapokuwa wanasema: “Kila kitu ni shwari na salama” ndipo uharibifu utakapowaangukia ghafla! Mambo hayo yatatukia ghafla kama uchungu wa uzazi unavyomjia mama anayejifungua, wala watu hawataweza kuepukana nayo.
3405040059	Lakini ninyi ndugu, hamko gizani, na siku hiyo haipaswi kuwajieni ghafla kama vile mwizi.
3405050060	Ninyi nyote ni watu mnaoishi katika mwanga, watu wa mchana. Sisi si watu wa usiku, wala wa giza.
3405060049	Basi, tusilale usingizi kama wengine; tunapaswa kukesha na kuwa na kiasi.
340507002f	Wanaolala hulala usiku, na walevi hulewa usiku.
34050800a8	Lakini sisi ni watu wa mchana na tunapaswa kuwa na kiasi. Tunapaswa kuvaa imani na upendo kama vazi la kujikinga kifuani, na tumaini letu la wokovu kama kofia ya chuma.
3405090070	Maana Mungu hakututeua ili tuangamizwe na ghadhabu yake, bali tuupate wokovu kwa njia ya Bwana wetu Yesu Kristo,
34050a004e	ambaye alikufa kwa ajili yetu, ili tuishi pamoja naye, iwe tu hai au tumekufa.
34050b0049	Kwa hiyo farijianeni na kusaidiana ninyi kwa ninyi kama mnavyofanya sasa.
34050c007d	Ndugu, tunawaombeni muwastahi wale wanaofanya kazi kati yenu, wale wanaowaongoza na kuwafundisheni kuhusu maisha ya Kikristo.
34050d005a	Wapeni heshima kubwa na kuwapenda kwa sababu ya kazi wanayofanya. Muwe na amani kati yenu.
34050e007e	Ndugu, tunawahimizeni muwaonye watu walio wavivu, muwatie moyo watu wanyonge, muwasaidie watu dhaifu, muwe na subira kwa wote.
34050f007c	Angalieni mtu yeyote asimlipe mwingine maovu kwa maovu, ila nia yenu iwe kutendeana mema daima na kuwatendea mema watu wote.
340510000f	Furahini daima,
3405110012	salini kila wakati
340512006c	na muwe na shukrani katika kila hali. Hayo ndiyo anayotaka Mungu kwenu katika kuungana kwenu na Kristo Yesu.
3405130019	Msimpinge Roho Mtakatifu;
3405140011	msidharau unabii.
340515002b	Pimeni kila kitu: zingatieni kilicho chema,
340516001d	na epukeni kila aina ya uovu.
34051700ba	Mungu anayetupatia amani awafanye ninyi watakatifu kwa kila namna na kuzilinda nafsi zenu—roho, mioyo na miili yenu—mbali na hatia yoyote wakati wa kuja kwake Bwana wetu Yesu Kristo.
3405180038	Yeye anayewaita ninyi atafanya hivyo kwani ni mwaminifu.
340519001d	Ndugu, tuombeeni na sisi pia.
34051a002b	Wasalimuni ndugu wote kwa ishara ya upendo.
34051b0043	Nawahimizeni kwa jina la Bwana muwasomee ndugu zetu wote barua hii.
34051c002e	Tunawatakieni neema ya Bwana wetu Yesu Kristo.
350000000f	2 Wathesalonike
3501010091	Mimi Paulo, Silwano na Timotheo tunawaandikia ninyi jumuiya ya kanisa la Thesalonike, ambao ni watu wake Mungu Baba yetu na wa Bwana Yesu Kristo.
3501020051	Tunawatakieni neema na amani kutoka kwa Mungu Baba yetu na kwa Bwana Yesu Kristo.
3501030094	Ndugu, tunapaswa kushukuru Mungu daima kwa ajili yenu. Inafaa kwetu kufanya hivyo kwani imani yenu inakua sana na kupendana kwenu kunaongezeka sana.
35010400a6	Ndio maana sisi tunajivunia ninyi katika makanisa ya Mungu. Tunaona fahari juu ya jinsi mnavyoendelea kuamini na kustahimili katika udhalimu wote na mateso mnayopata.
3501050089	Hayo yote yanathibitisha kwamba hukumu ya Mungu ni ya haki, na matokeo yake ninyi mtastahili Utawala wake ambao kwa ajili yake mnateseka.
3501060046	Mungu atafanya jambo la haki: atawalipa mateso wale wanaowatesa ninyi,
350107008e	na kuwapeni nafuu ninyi mnaoteseka, na sisi pia. Atafanya jambo hilo wakati Bwana atakapotokea kutoka mbinguni pamoja na malaika wake na wakuu
3501080065	na miali ya moto, kuwaadhibu wale wanaomkataa Mungu na wale wasiotii Habari Njema ya Bwana wetu Yesu.
350109004d	Adhabu yao itakuwa kuangamizwa milele na kutengwa mbali na utukufu wake mkuu,
35010a00b1	wakati atakapokuja Siku ile kupokea utukufu kutoka kwa watu wake na heshima kutoka kwa wote wanaoamini. Ninyi pia mtakuwa miongoni mwao, kwani mmeuamini ule ujumbe tuliowaletea.
35010b00c9	Ndiyo maana tunawaombeeni daima. Tunamwomba Mungu wetu awawezeshe muyastahili maisha aliyowaitia myaishi. Tunamwomba, kwa uwezo wake, atimize nia yenu ya kutenda mema na kukamilisha kazi yenu ya imani.
35010c009a	Kwa namna hiyo, jina la Bwana wetu Yesu litapata utukufu kutoka kwenu, nanyi mtapata utukufu kutoka kwake kwa neema ya Mungu wetu na ya Bwana Yesu Kristo.
350201006d	Sasa yahusu kuja kwake Bwana wetu Yesu Kristo na kukusanywa kwetu pamoja tukae naye. Ndugu, tunawaombeni sana
35020200df	msifadhaike upesi moyoni, na wala msitiwe wasiwasi kwa sababu ya madai kwamba Siku ya Bwana imekwisha fika. Labda inadhaniwa kwamba jambo hili limetokana na uaguzi fulani, mahubiri au barua inayosemekana kuwa imetoka kwetu.
35020300b6	Msikubali kudanganywa na mtu yeyote kwa namna yoyote ile. Maana Siku hiyo haitakuja mpaka kwanza ule Uasi Mkuu utokee na yule Mwovu aonekane ambaye mwisho wake ni kuangamizwa kabisa.
3502040097	Yeye atapinga kila kitu wanachokiona watu kuwa ni mungu, au wanachokiabudu. Naam, hata ataingia na kuketi ndani ya Hekalu la Mungu akijidai kuwa Mungu.
350205004d	Je, hamkumbuki kwamba niliwaambieni haya yote wakati nilipokuwa pamoja nanyi?
350206006d	Lakini kuna kitu kinachomzuia sasa, nanyi mwakijua kitu hicho. Basi, huyo Mwovu ataonekana wakati wake ufaao.
350207006b	Hata hivyo, Mwovu huyo aliyefichika anafanya kazi sasa, lakini hataonekana mpaka yule anayemzuia aondolewe.
3502080086	Hapo ndipo Mwovu atakapotokea; lakini Bwana Yesu anapokuja atamuua kwa pumzi ya kinywa chake na kumwangamiza kwa mng'ao wa kuja kwake.
350209005c	Huyo Mwovu atakuja na nguvu za Shetani na kufanya kila namna ya miujiza na maajabu ya uongo,
35020a0099	na kutumia udanganyifu wa kila namna kwa wale walio katika mkumbo wa kupotea. Hao watapotea kwa sababu hawakuupokea na kuupenda ule ukweli ili waokolewe.
35020b0046	Ndiyo maana Mungu amewaweka chini ya nguvu ya upotovu, wauamini uongo.
35020c0052	Matokeo yake ni kwamba wote wasioamini ukweli, ila wafurahia dhambi, watahukumiwa.
35020d00db	Tunapaswa kumshukuru Mungu daima kwa ajili yenu ninyi ndugu, ninyi mnaopendwa na Bwana, kwa maana Mungu amewateua tangu mwanzo mpate kuokolewa kwa nguvu ya Roho mfanywe watu wake watakatifu kwa imani yenu katika ukweli.
35020e0097	Mungu aliwaitieni jambo hili kwa njia ya Habari Njema tuliyowahubirieni; aliwaiteni mpate kupokea sehemu yenu katika utukufu wa Bwana wetu Yesu Kristo.
35020f006d	Basi, ndugu, simameni imara na zingatieni yale mafundisho tuliyowafundisheni kwa mahubiri yetu na barua zetu.
350210008f	Tunamwomba Bwana wetu Yesu Kristo mwenyewe na Mungu Baba yetu ambaye alitupenda, na kwa neema yake akatujalia faraja ya milele na tumaini jema,
3502110054	aifariji mioyo yenu na kuwaimarisheni ili mweze daima kutenda na kusema yaliyo mema.
3503010077	Hatimaye, ndugu, tuombeeni ili ujumbe wa Bwana uzidi kuenea upesi na kupokelewa kwa heshima kama vile ulivyo kati yenu.
350302005c	Ombeni pia ili Mungu atuokoe na watu wapotovu na waovu, maana si wote wanaoamini ujumbe huu.
3503030052	Lakini Bwana ni mwaminifu. Yeye atawaimarisheni na kuwalinda salama na yule Mwovu.
3503040079	Naye Bwana anatupatia tumaini kubwa juu yenu, na hatuna shaka kwamba mnafanya na mtaendelea kufanya yale tuliyowaambieni.
3503050059	Bwana aiongoze mioyo yenu katika upendo wa Mungu na katika uvumilivu tunaopewa na Kristo.
3503060082	Ndugu, tunawaamuru kwa jina la Bwana wetu Yesu Kristo, mjiepushe na ndugu wote walio wavivu na ambao hawafuati maagizo tuliyowapa.
350307005f	Ninyi wenyewe mnajua kwamba mnapaswa kufuata mfano wetu. Sisi tulipokuwa nanyi hatukuwa wavivu;
350308008d	hatukula chakula kwa mtu yeyote bila ya kumlipa. Tulifanya kazi kwa bidii na taabu mchana na usiku ili tusiwe mzigo kwa mtu yeyote kati yenu.
3503090066	Tulifanya hivyo si kwa kuwa hatuna haki ya kutaka msaada wenu, ila kwa sababu tunataka kuwapeni mfano.
35030a0051	Tulipokuwa pamoja nanyi tulikuwa tukiwaambieni, “Mtu asiyefanya kazi, asile.”
35030b00a3	Tunasema mambo hayo kwa sababu tumesikia kwamba wako baadhi yenu ambao ni wavivu na ambao hawafanyi chochote, isipokuwa tu kujiingiza katika mambo ya watu wengine.
35030c0086	Kwa jina la Bwana wetu Yesu Kristo tunawaamuru na kuwaonya watu hao wawe na nidhamu na kufanya kazi ili wajipatie maslahi yao wenyewe.
35030d002a	Lakini ninyi ndugu, msichoke kutenda mema.
35030e00b2	Huenda kwamba huko kuna mtu ambaye hatautii huu ujumbe tunaowapelekeeni katika barua hii. Ikiwa hivyo, basi, mfichueni mtu huyo na msiwe na uhusiano wowote naye kusudi aone aibu.
35030f003f	Lakini msimtendee mtu huyo kama adui, bali mwonyeni kama ndugu.
3503100068	Bwana mwenyewe ndiye chanzo cha amani, awajalieni amani siku zote kwa kila namna. Bwana awe nanyi nyote.
3503110080	Kwa mkono wangu mwenyewe naandika hivi: Salamu kutoka kwa Paulo! Hivi ndivyo ninavyotia sahihi kila barua; ndivyo ninavyoandika.
3503120034	Tunawatakieni nyote neema ya Bwana wetu Yesu Kristo.
360000000a	1 Timotheo
360101005c	Mimi Paulo, mtume wa Yesu Kristo kwa amri ya Mungu Mwokozi wetu na Yesu Kristo tumaini letu,
3601020089	nakuandikia Timotheo mwanangu halisi katika imani. Nakutakia neema, huruma na amani kutoka kwa Mungu Baba yetu na Kristo Yesu Bwana wetu.
3601030099	Napenda ukae huko Efeso, kama nilivyokuomba nilipokuwa ninakwenda Makedonia. Wako watu fulani huko wanaofundisha mafundisho ya uongo. Wakomeshe watu hao.
3601040093	Waambie waachane na zile hadithi tupu na orodha ndefu za mababu, ambazo huleta tu ubishi, wala haviwajengi watu katika mpango ujulikanao kwa imani.
3601050064	Shabaha ya amri hii ni kuhimiza mapendo yatokayo katika moyo safi, dhamiri njema, na imani ya kweli.
3601060040	Watu wengine wamepotoka na kugeukia majadiliano yasiyo na maana.
360107005d	Wanapenda kuwa walimu wa Sheria, lakini hawaelewi maneno yao wenyewe au mambo wanayosisitiza.
3601080037	Twajua kwamba Sheria ni njema, kama ikitumiwa ipasavyo.
36010900ed	Lakini tunapaswa kukumbuka kwamba sheria haziwekwi kwa ajili ya watu wema, bali kwa ajili ya wahalifu na wasiotii, wasiomcha Mungu na wenye dhambi, watu wasio na dini na wa kidunia. Watu wanaowaua baba na mama zao, au wauaji wowote wale;
36010a00a0	sheria imewekwa kwa ajili ya waasherati, wafiraji, wanaowaiba watu, waongo, na wanaoapa uongo au wanaofanya chochote ambacho ni kinyume cha mafundisho ya kweli.
36010b0081	Mafundisho hayo hupatikana katika Habari Njema ambayo mimi nimekabidhiwa niihubiri, Habari Njema ya Mungu mtukufu na mwenye heri.
36010c008f	Namshukuru Bwana wetu Yesu Kristo aliyenipa nguvu kwa ajili ya kazi yangu. Namshukuru kwa kuniona mimi kuwa ni mwaminifu, akaniteua nimtumikie,
36010d00a4	ingawa pale awali mimi nilimtukana na kumtesa na kumdhulumu. Lakini Mungu alinionea huruma, kwa sababu sikuwa na imani bado, na hivyo sikujua nilichokuwa ninafanya.
36010e006a	Lakini Bwana wetu alinijalia neema yake kwa wingi, akanipa imani na upendo katika kuungana na Kristo Yesu.
36010f009a	Usemi huu ni wa kuaminika, na tena unafaa kukubaliwa kabisa: Kristo Yesu alikuja ulimwenguni kuwaokoa wenye dhambi. Nami ni mkosefu zaidi kuliko hao wote,
36011000a2	lakini Mungu alinionea huruma, ili Kristo aonyeshe uvumilivu wake wote kwangu mimi, kama mfano kwa wale wote ambao baadaye watamwamini na kupokea uzima wa milele.
360111007f	Kwake yeye aliye Mfalme wa milele na asiyekufa, yeye aliye Mungu pekee—kwake viwe heshima na utukufu milele na milele! Amina.
36011200a4	Mwanangu Timotheo, nakukabidhi amri hii kufuatana na maneno ya unabii yaliyosemwa zamani juu yako. Yatumie maneno hayo yawe silaha yako katika kupigana vita vizuri,
360113006e	na ushike imani yako na dhamiri njema. Watu wengine hawakusikiliza dhamiri zao na hivyo wakaiharibu imani yao.
360114006a	Miongoni mwao ni Humenayo na Aleksanda ambao nimewakabidhi kwa Shetani, ili wafundishwe wasimtukane Mungu.
360201006b	Kwanza kabisa, basi naomba dua, sala, maombi na sala za shukrani zitolewe kwa Mungu kwa ajili ya watu wote,
3602020085	kwa ajili ya wafalme na wote wenye mamlaka, ili tupate kuishi maisha ya utulivu na amani pamoja na uchaji wa Mungu na mwenendo mwema.
3602030034	Jambo hili ni jema na lampendeza Mungu Mwokozi wetu,
360204003b	ambaye anataka watu wote waokolewe na wapate kuujua ukweli.
360205005f	Maana yuko Mungu mmoja, na pia yuko mmoja anayewapatanisha watu na Mungu, binadamu Kristo Yesu,
3602060060	ambaye alijitoa mwenyewe kuwakomboa watu wote. Huo ulikuwa uthibitisho, wakati ufaao ulipowadia.
360207008b	Kwa sababu hiyo mimi nilitumwa niwe mtume na mwalimu wa watu wa mataifa, niutangaze ujumbe wa imani na ukweli. Nasema ukweli; sisemi uongo!
360208009b	Basi, popote mnapokutana kufanya ibada nataka wanaume wasali, watu waliojitolea kweli na ambao wanaweza kuinua mikono yao wakisali bila hasira wala ubishi.
36020900c6	Hali kadhalika, nawataka wanawake wawe wanyofu na wenye busara kuhusu mavazi yao; wavae sawasawa na si kwa urembo wa mitindo ya kusuka nywele, kujipamba kwa dhahabu, lulu au mavazi ya gharama kubwa,
36020a003d	bali kwa matendo mema kama iwapasavyo wanawake wamchao Mungu.
36020b0048	Wanawake wanapaswa kukaa kimya na kuwa wanyenyekevu wakati wa kujifunza.
36020c004f	Mimi simruhusu mwanamke amfundishe au amtawale mwanamume; anapaswa kukaa kimya.
36020d0029	Maana Adamu aliumbwa kwanza, halafu Hawa.
36020e005f	Na wala si Adamu aliyedanganywa; bali mwanamke ndiye aliyedanganywa, akaivunja sheria ya Mungu.
36020f006a	Hata hivyo, mwanamke ataokolewa kwa kupata watoto, kama akidumu katika imani, upendo, utakatifu na unyofu.
360301005a	Msemo huu ni wa kweli: mtu akitaka kuwa kiongozi katika kanisa, huyo anatamani kazi nzuri.
36030200af	Basi, kiongozi wa kanisa anapaswa awe mtu asiye na lawama; anapaswa awe na mke mmoja tu, awe mwenye kiasi, nidhamu na utaratibu; ni lazima awe mkarimu na anayeweza kufundisha;
3603030059	asiwe mlevi au mtu wa matata, bali awe mpole, apendaye amani; asiwe mtu wa kupenda fedha;
3603040069	anapaswa awe mtu awezaye kuongoza vema nyumba yake, na kuwafanya watoto wake wawe watii kwa heshima yote.
3603050055	Maana kama mtu hawezi kuongoza vema nyumba yake, atawezaje kulitunza kanisa la Mungu?
3603060093	Mtu ambaye hajakomaa bado katika imani asifanywe kuwa kiongozi katika kanisa, asije akajaa majivuno na kuhukumiwa kama vile Ibilisi alivyohukumiwa.
360307007a	Anapaswa awe mwenye sifa njema kati ya watu walio nje ya kanisa, ili asije akalaumiwa na kuanguka katika mtego wa Ibilisi.
3603080083	Wasaidizi katika kanisa wanapaswa pia kuwa watu wenye tabia njema na wanyofu; wasiwe wanywaji mno wa divai au wenye tamaa ya fedha;
3603090040	wanapaswa kuzingatia kwa dhamiri njema ukweli wa ndani wa imani.
36030a0054	Ni lazima kwanza wathibitishwe, na wakionekana kuwa wanafaa, basi, watoe huduma yao.
36030b006d	Wake zao wanapaswa pia kuwa na tabia njema, wasiowasengenya watu, wenye kiasi na waaminifu katika mambo yote.
36030c0066	Msaidizi katika kanisa lazima awe na mke moja tu, na awezaye kuongoza vema watoto wake na nyumba yake.
36030d0085	Maana wasaidizi wanaofanya kazi yao vizuri hujipatia msimamo mzuri, na wanaweza kusema bila hofu juu ya imani yao katika Kristo Yesu.
36030e0048	Ninakuandikia barua hii nikiwa na matumaini ya kuja kwako hivi karibuni.
36030f00bd	Lakini kama nikicheleweshwa, basi, barua hii itakufahamisha mwenendo tunaopaswa kuwa nao katika nyumba ya Mungu, ambayo ni kanisa la Mungu aliye hai, na ambalo ni nguzo na msingi wa ukweli.
3603100103	Hakuna mashaka yoyote juu ya ukuu wa siri ya dini yetu: Alionekana katika umbo la kibinadamu alithibitishwa na Roho kuwa ni mwadilifu, akaonekana na malaika. Alihubiriwa kati ya mataifa, aliaminiwa popote ulimwenguni, akachukuliwa juu mbinguni katika utukufu.
360401008a	Roho asema waziwazi kwamba siku za baadaye watu wengine wataitupilia mbali imani; watazitii roho danganyifu na kufuata mafundisho ya pepo.
360402007b	Mafundisho ya namna hiyo yanaenezwa na watu waongo wadanganyifu, ambao dhamiri zao ziko kama zimechomwa kwa chuma cha moto.
36040300bc	Watu hao hufundisha kwamba ni makosa kuona na pia kula vyakula fulani. Lakini Mungu aliviumba vyakula hivyo, ili wale walio waumini na ambao wanapata kuujua ukweli, wavitumie kwa shukrani.
3604040076	Kila kitu alichoumba Mungu ni chema, wala hakuna kinachohitaji kukataliwa, bali vyote vipokelewe kwa sala ya shukrani,
360405004b	kwa sababu neno la Mungu na sala hukifanya kitu hicho kikubalike kwa Mungu.
36040600a5	Kama ukiwapa ndugu wote maagizo haya, utakuwa mtumishi mwema wa Kristo Yesu, ukijiendeleza kiroho kwa maneno ya imani na mafundisho ya kweli, ambayo wewe umeyafuata.
3604070071	Lakini achana na hadithi zile zisizo za kidini na ambazo hazina maana. Jizoeshe kuishi maisha ya uchaji wa Mungu.
360408009c	Mazoezi ya mwili yana faida yake, lakini mazoezi ya kiroho yana faida za kila namna, maana yanatuahidia uzima katika maisha ya sasa, na pia hayo yanayokuja.
360409003b	Usemi huo ni wa kusadikika kabisa na unastahili kukubaliwa.
36040a0092	Sisi tunajitahidi na kufanya kazi kwa bidii kwani tumemwekea tumaini letu Mungu aliye hai ambaye ni Mwokozi wa watu wote, na hasa wale wanaoamini.
36040b0025	Wape maagizo hayo na mafundisho hayo.
36040c00a3	Usikubali mtu yeyote akudharau kwa sababu wewe ni kijana, lakini jitahidi uwe mfano kwa wanaoamini: katika usemi wako, mwenendo wako, upendo, imani na maisha safi.
36040d0079	Tumia wakati wako na juhudi yako katika kusoma hadharani Maandiko Matakatifu, kuhubiri na kufundisha, mpaka nitakapokuja.
36040e0075	Usiache kukitumia kile kipaji cha Kristo ndani yako ulichopewa kwa maneno ya manabii na kwa kuwekewa mikono na wazee.
36040f005b	Fikiri kwa makini juu ya hayo yote na kuyatekeleza kusudi maendeleo yako yaonekane na wote.
360410008b	Angalia sana mambo yako mwenyewe, na mafundisho yako. Endelea kufanya hayo maana ukifanya hivyo utajiokoa mwenyewe na wale wanaokusikiliza.
360501005d	Usimkemee mtu mzee, bali msihi kama vile angekuwa baba yako. Watendee vijana kama ndugu zako,
360502004b	wanawake wazee kama mama yako, na wasichana kama dada zako, kwa usafi wote.
360503002d	Waheshimu wanawake wajane walio wajane kweli.
36050400d0	Lakini mjane aliye na watoto au wajukuu, hao wanapaswa kujifunza kutimiza wajibu wao wa kidini kwa jamaa zao wenyewe na hivyo kuwalipa wazazi wao na wazee wao, kwani hilo ni jambo la kupendeza mbele ya Mungu.
3605050085	Mwanamke mjane kweli, asiye na mtu wa kumsaidia, amemwekea Mungu tumaini lake na huendelea kusali na kumwomba msaada usiku na mchana.
360506004b	Lakini mwanamke ambaye huishi maisha ya anasa, huyo amekufa, ingawa yu hai.
360507002b	Wape maagizo haya, wasije wakawa na lawama.
3605080092	Lakini kama mtu hawatunzi watu wa jamaa yake, hasa wale wa nyumbani kwake, basi, mtu huyo ameikana imani, na ni mbaya zaidi kuliko mtu asiyeamini.
3605090074	Usimtie katika orodha ya wajane, mjane yeyote ambaye hajatimiza miaka sitini. Tena awe amepata kuolewa mara moja tu,
36050a00c5	na awe mwenye sifa nzuri: aliyewalea watoto wake vizuri, aliyewakaribisha wageni nyumbani kwake, aliyewaosha miguu watu wa Mungu, aliyewasaidia watu wenye taabu, na aliyejitolea kufanya mambo mema.
36050b0093	Usiwaandikishe wajane vijana, kwani kama tamaa zao za maumbile zikizidi kuwa na nguvu zaidi kuliko kujitolea kwao kwa Kristo watataka kuolewa tena,
36050c003e	na wataonekana kukosa uaminifu kuhusu ahadi yao ya pale awali.
36050d00d7	Wajane kama hao huanza kupoteza wakati wao wakizurura nyumba hata nyumba; tena ubaya zaidi ni kwamba huanza kuwasengenya watu, na kujitia katika mambo ya watu wengine, huku wakisema mambo ambayo hawangepaswa kusema.
36050e008f	Kwa hiyo ningependelea wajane vijana waolewe, wapate watoto na kutunza nyumba zao ili adui zetu wasipewe nafasi ya kusema mambo maovu juu yetu.
36050f003f	Kwa maana wajane wengine wamekwisha potoka na kumfuata Shetani.
36051000b6	Lakini kama mama Mkristo anao wajane katika jamaa yake, yeye anapaswa kuwatunza na si kuliachilia kanisa mzigo huo, ili kanisa liweze kuwatunza wajane wale waliobaki peke yao kabisa.
360511007d	Wazee wanaowaongoza watu vizuri wanastahili kupata riziki maradufu, hasa wale wanaofanya bidii katika kuhubiri na kufundisha.
3605120081	Maana Maandiko Matakatifu yasema: “Usimfunge ng'ombe kinywa anapopura nafaka.” na tena “Mfanyakazi astahili malipo yake.”
3605130058	Usikubali kupokea mashtaka dhidi ya mzee yasipowakilishwa na mashahidi wawili au watatu.
3605140044	Wale wanaotenda dhambi waonye hadharani, ili wengine wapate kuogopa.
36051500b3	Nakuamuru mbele ya Mungu, mbele ya Kristo Yesu, na mbele ya malaika watakatifu uyazingatie maagizo haya bila kuacha hata moja, wala kumpendelea mtu yeyote katika kila unachotenda.
360516007d	Usiharakishe kumwekea mtu yeyote mikono kwa ajili ya kumtumikia Bwana. Usishiriki dhambi za wengine; jiweke katika hali safi.
360517005e	Usinywe maji tu, bali unywe divai kidogo kwa ajili ya tumbo lako, kwani unaugua mara kwa mara.
360518007a	Dhambi za watu wengine huonekana waziwazi, nazo zawatangulia kwenye hukumu; lakini dhambi za wengine huonekana tu baadaye.
3605190060	Vivyo hivyo, matendo mema huonekana waziwazi, na hata yale ambayo si dhahiri hayawezi kufichika.
3606010076	Watumwa wote wanapaswa kuwaheshimu wakuu wao ili kusiwe na sababu ya watu kulitukana jina la Mungu na mafundisho yetu.
36060200f3	Watumwa ambao wakuu wao ni Wakristo wasiwadharau kwani ni ndugu zao. Badala yake, wanapaswa kuwatumikia hata vizuri zaidi, maana hao wanaopata faida kutokana na kazi yao ni waumini ambao wanawapenda. Unapaswa kufundisha na kuhubiri mambo haya.
360603008a	Mtu yeyote anayefundisha kinyume cha mambo haya, na ambaye hakubaliani na maneno ya kweli ya Bwana wetu Yesu Kristo na mafundisho ya dini,
360604009f	huyo amejaa majivuno na wala hajui chochote. Ni mtu wa kupenda ubishi na magombano juu ya maneno matupu, na hiyo husababisha wivu, ugomvi, matusi, shuku mbaya,
3606050090	na ubishi usio na kikomo kutoka kwa watu ambao akili zao zimeharibika, na ambao hawana tena ukweli. Wanadhani dini ni njia ya kujipatia utajiri.
360606004f	Kweli dini humfanya mtu awe tajiri sana, ikiwa anatosheka na vitu alivyo navyo.
3606070048	Maana hatukuleta kitu chochote hapa duniani, wala hatutachukua chochote.
3606080049	Kwa hiyo basi, kama tunacho chakula na mavazi, tunapaswa kuridhika navyo.
36060900ac	Lakini wale wanaotaka kutajirika huanguka katika majaribu, na kunaswa katika mtego wa tamaa nyingi mbaya za kipumbavu, ambazo huwavuta mpaka kwenye uharibifu na maangamizi.
36060a00ae	Kwa maana kupenda sana fedha ni chanzo cha uovu wote. Watu wengine wametamani sana kupata fedha hata wakatangatanga mbali na imani, na wameivunja mioyo yao kwa huzuni nyingi.
