2a00000005	Luuka
2c0f150092	Bulaala gurhengera miira, eRhegeko lya Muusa linayigirizwa omu ngasi gishagala, linasomwa omu masinagoogi m'aBayaahudi ngasi lusiku lw'eSaabato.»
2c0f160149	Enyuma z'aho, eNtumwa, abashamuka n'echigusho chooshi ch'abemeezi ch'eYerusaleema, babona oku bakwaneene bachishoge ahagarhi kaabo bantu baguma, banabarhume eAntiyokiya haguma na Paawulo na Baranaaba. Baava bagishoga Yuuda oyirikwa kandi Barisaba na Siila. Abo bantu oku bali babiri balikengerwe bweneene embere z'abaabo bemeezi.
2c0f1700f4	Babarhuma n'amaruba maliyandikirwe mo ntya: «Rhwabo, eNtumwa n'abashamuka b'echigusho ch'abemeezi, rhwabo benyu bemeezi, rhwabalamwise mwabo bemeezi murhali Bayaahudi muli omu gishagala ch'eAntiyokiya, n'omu gihugo ch'eSuriya na ech'eKilikiya.
2c0f180089	Rhwayunviirhe oku bantu baguma barhengeraga eno mwerhu, bababwirire emyaazi y'okubalibuza n'okubahahaaza emirhima. Aliko rhurhabarhumaga.
2c0f190099	Boboola, oku rhuli rhweshi haguma, rhwayunvikeene gugishoga bantu baguma, rhwamabarhuma emwenyu, bayinje haguma n'abazigirwa beerhu Baranaaba na Paawulo.
2c0f1a0052	Abo bombi, bayemereere guhaana akalamo kaabo omu gukolera Nnaweerhu Yeesu Krisitu.
2c0f1b0060	Ntyo ku rhwamabarhumira Yuuda na Siila. Nabo, bababwira buunu oku bwindi ebinwa rhubayandikiire.
2c0f1c006a	Kandi, kuli kwinja emwa Muuka-Mutagatiifu n'emwerhu ogurhabahekesa ogwindi muzigo kuleka ebiri by'akamaro:
2c0f1d00a0	murhalyaaga enyama barhuuliraga emaana n'omulegano changwa enyama zakanulwaga, munachilange n'obuhushi. Mugachilanga kw'ebi, mwaba mwajirire bwinja. Buchaage!»
2c0f1e008a	Bamalire guseezerana, abo barhumagwa bagenda n'okuyandagalira eAntiyokiya. Bagerere eyo, bagusha abemeezi booshi, banabahereza amo maruba.
2c0f1f0063	Nabo, babeere bamamasoma, basiima elugulu w'ebinwa by'okubaseeza omurhima byabaaga biyandikirwe mo.
2c0f20007c	Gukulikirana n'oku Yuuda na Siila baliiri baleebi, babwira abaabo bemeezi binwa binene by'okubaseeza omurhima n'okubakomeza.
2c0f21006a	Babeere bamamala yo siku, abemeezi babaseezera, banababwira bagaluke n'obuholo yi bashigaane ababarhumaga.
2c0f220033	[Aliko Siila yeewe abona bwinja ayoorhe eyo munda.]
2c0f23009c	Paawulo na Baranaaba nabo bayoorha eyo Antiyokiya. Boowe haguma n'abandi bantu banene, baalema bayigiriza n'okuyamagaza oMwazi Mwinja guyerekeere Nnaweerhu.
2c0f2400be	Enyuma w'esiku zigeeke, Paawulo abwira Baranaaba ntya: «Rhugaluke rhuje kulola beene beerhu bemeezi omu bishagala byooshi rhwayigirizaga m'oMwazi gwa Nnaweerhu, rhumenye gurhe yi baalama.»
2c0f250041	Baranaaba alishondere Yohaana oyirikwa Mariko agende haguma nabo.
2c0f26008c	Aliko Paawulo abona oku birhakwiriire, kwenge Mariko abaaga abalekere omu gihugo ch'ePamfiliya, analilahiire kugendekeza gukola haguma nabo.
2c0f27008f	Haja haahulukira obuhaka bunene bwarhuma balekana. Baranaaba agenda aherekezwe na Mariko, baja omu chombo, bayambukira oku chizimba ch'eGipuro.
2c0f280054	Paawulo achishoga Siila. Abemeezi bamalire kumuhemera olukogo lwa Nnaweerhu, agenda.
2c0f290052	Agerera omu gihugo ch'eSuriya n'eche Kilikiya ey'ali akomeza ebigusho by'abemeezi.
2c100100b3	Paawulo ahika omu gishagala ch'eDerebe n'eche Lisitira. Eyo munda yaliiri omwemeezi muguma oyirikwa Timoteyo. Nyina aliiri Muyaahudi-kazi oyemeerere Yeesu, n'eshe aliiri Mugiriki.
2c10020058	Abemeezi b'egishala ch'eLisitira n'eche Ikoniyo baliiri bahamiiriza bwinja oyo Timoteyo.
2c100300a9	Paawulo alishondere Timoteyo amuherekeze. Aliko, aBayaahudi balilamire eyo munda, booshi baliyinji okw'eshe aliiri Mugiriki. Charhuma Paawulo amukembuula yi bamuyemeera.
2c100400a8	Omu bishagala baliiri balenga mo, baalema baabalira abemeezi amarhegeko eNtumwa n'abashamuka b'echigusho ch'abemeezi b'eYerusaleema bahaaga bo n'okubahema bamakulikire.
2c10050071	Na ntyo, ebigusho by'abemeezi byakomera omu bwemeezi n'oluganjo lw'abemeezi lwagendekera kuyuushuka ngasi lusiku.
2c100600a5	Paawulo n'abalimuherekeeze baagera omu gihugo ch'eFurigiya na ech'eGalatiya bulaala Muuka-Mutagatiifu alibabuzize kubala eChinwa cha Nnamahanga omu gihugo ch'eAziya.
2c10070078	Babeere baahika hoofu n'egihugo ch'eMisiya bahiga kuja omu gihugo ch'eBitiniya, aliko Muuka gwa Yeesu arhabayemeereraga.
2c1008004b	Baaja baagera eburhambi bw'eMisiya, bayandagalira omu gishagala ch'eTorowa.
2c1009009f	Omu budufu, Paawulo abonekerwa. Abona mulume muguma w'eMakedoniya waliyimangire embere zage, amuyinginga ntya: «Oyambukire eMakedoniya, oyinje orhurhabaale.»
2c100a009c	Ho n'aho, enyuma z'okoola kubonekerwa, rhwachirheganya kuja eMakedoniya, bulaala rhwalibwene oku Nnamahanga arhuhamageere kubala eyoola munda oMwazi Mwinja.
2c100b0077	Gurhenga eTorowa rhwabalama n'echombo, rhwabera omuhengere kuja eSamotirake. Olusiku lwakulikiraga, rhwahika eNeyapoli.
2c100c009c	Rhwarhenga eNeyapoli, rhwahika eFiripi, gishagala gikulu ch'egihugo ch'eMakedoniya. Echo gishagala chaliiri omu buja bw'aBarooma. Rhwabeera mo siku zigeeke.
2c100d00d2	Olusiku lw'eSaabato, rhwarhenga mw'echo gishagala, rhwaja hoofu n'olwinji, bulaala rhwalikengerere oku ho hantu hajirirwa amasaala. Rhwabere rhwahika, rhwayikala n'ogushambala n'abakazi baliiri bachigushire ho.
2c100e00f9	Muguma mubo, oyirikwa Ludiya, aliiri murhimbuuzi w'ebiraka bidukula by'agachiiro. Aliiri w'egishagala ch'eTuwatera, analemaga aharamya Nnamahanga. Aliiri ayunviriza, na Nnaweerhu amuheereza omurhima g'ogukulikira oMwazi Mwinja Paawulo aliiri aderha.
2c100f00b4	Ludiya abeere amabatiizwa haguma n'abantu bw'omu mwage, arhulaalika omu kuderha ntya: «Akaba mubwene oku nyemereere Nnaweerhu, muyinje emwani munahande yo.» Arhuseeza rhuyemeere.
2c101000be	Lusiku luguma, rhwabeere rhulirhwaja ahantu ha masaala, rhwabugaanana n'omukozi w'omunyere. Oyo mukozi aligwerhe omuzimu w'obulaguzi. N'elugulu w'oboola bulaguzi alemaga achiza bannahamwabo.
2c1011009b	Arhukulikira, rhwabo na Paawulo. Aliiri ayamuuza ntya: «Aba bantu bali baja ba Nnamahanga w'Elugulu Bweneene. Bali babashambaalira enjira y'obuchunguke.»
2c101200d2	Alema ajira ntyo siku zinene. Paawulo agwarha oburhe elugulu waage, ahindamuka n'okubwira oyo muzimu ntya: «Ngurhegekere oku ziino lya Yeesu Krisitu, orhenge mw'oyu munyere!» Ho n'aho oyo muzimu amurhenga mo.
2c101300b4	Bannahamwabo oyo mukozi w'omunyere babeere baabona okw'obulangaalire b'obuchire bwamahwa oku ye, bafarha Paawulo na Siila, babakululira omu kabuga embere z'abarhegesi b'egishagala.
2c1014007d	Babeere bahisa bo embere z'abo barhegesi, baderha ntya: «Aba bantu bali Bayaahudi, yi bararusa abantu omu gishagala cheerhu.
2c1015004d	Yi bayigiriza emicho rhwe Barooma rhulahiizwe kuyemeera changwa gukulikira.»
2c10160078	Echigusho ch'abantu nacho chagwira oku bo. Abazuuzi b'egishagala barhegeka oku babakuule emyambalo n'okubashurha enkoni.
2c10170061	Enyuma z'okubashuurha bweneene, babahira omu munyororo n'ogurhegeka okw'omulanzi abalange bwinja.
2c1018007b	Babeere bamamurhegeka ntyo, oyo mulanzi abahira omu busiika b'omunyororo n'ogushwekera amagulu maabo oku bihirho by'emirhi.
2c10190090	Ahagarhi kw'obudufu, Paawulo na Siila baliiri basaliira n'okuyimpa enyimpo z'obukuuze emwa Nnamahanga. N'abandi balishwekerwe baliiri babayunva.
2c101a009d	Ho n'aho haaba omusisi gunene, gwadirhimanya enkingi z'omunyororo. Emilyango yooshi yava yagichinguula n'amalegule mooshi maliiri mabashwekere magishwekuula.
2c101b00a8	Omulanzi abeere amazuuka, abona emilyango echingwirwe, ahulusa engoorho yaage omu luhugurhu mpu achiyirhe, bulaala alikengereere oku abaliiri omu munyororo balibirhire.
2c101c0060	Aliko Paawulo ayaama bweneene n'okumubwira ntya: «Orhachiyirhaga, bulaala rhweshi rhuli hano!»
2c101d0082	Oyo mulanzi ahema bamulerhere echimole. Ho n'aho achikabula omu munyororo n'okugwa embere za Paawulo na Siila, eyi ali adirhimana.
2c101e005e	Buzinda, abaheeka embuga anababaza ntya: «Bannaweerhu, bichi nkwaneene kujira yi nchunguka?»
2c101f0066	Bamushubiza ntya: «Oyemeere Nnaweerhu Yeesu na ntyo wachungulwa, wooyo n'abantu booshi b'omu mwawe.»
2c10200044	Bamubalira eChinwa cha Nnaweerhu haguma n'abantu b'omu mwage booshi.
2c10210079	Mw'obo budufu, oyo mulanzi arhoola Paawulo na Siila, abashuka ebihulu. Ho n'aho anabatiizwa, yeewe n'abantu baage booshi.
2c10220076	Abeere abaheeka omu mwage, abasheegera. Anasiima bweneene haguma n'abantu bw'omu mwage, kwenge bayemereere Nnamahanga.
2c10230067	Bwabeere bwacha, abazuuzi b'egishagala barhumira oyo mulanzi abasoda baabo mpu: «Alikuule abo bantu.»
2c10240089	Oyo mulanzi abalira Paawulo eyo myaazi n'okuderha ntya: «Abazuuzi baderhere oku mushwekuulwe, boboola muhuluke, munagende n'omurhuula.»
2c1025010a	Aliko Paawulo abwira abo basooda ntya: «Enyuma z'ogurhushuurhira omu kabuga buzira gurhuchiira olushinja noobo rhuli Barooma, oku buzinda bamarhukabula omu munyororo. Leero gurhe bashonda gurhushwekuula omu bwibisho? Birhagalikeene! Bahike bonyine gurhushwekuula!»
2c10260089	Abo basooda bagaluka n'okubalira abazuuzi b'egishagala ogo mwazi. Babeere bayunva oku Paawulo na Siila baali Barooma, bayuubaha bweneene.
2c1027006d	Okoola kwarhuma baaja kubarhebereza, banabaheeka embuga y'omunyororo n'oku bahema barhenge mw'echo gishagala.
2c10280073	Babeere bamarhenga omu munyororo, baaja emwa Ludiya. Enyuma z'okubonana n'abemeezi n'okubakomeza omurhima, bagenda.
2c110100b1	Paawulo na Siila babeere bagendekera n'olugenzi lwabo, balenga omu gishagala ch'eAmfipoli na ech'eApoloniya, banahika omu ch'eTesalonika. Eyoola yaliiri esinagoogi y'aBayaahudi.
2c11020092	Paawulo aja mw'eyo sinagoogi gukulikirana n'oku akoomeraga. Omu Saabato esharhu zikulikireene, ashambaala n'abantu elugulu w'aMandiko Matagatiifu.
2c11030099	Abalira bo anabayereka oku Krisitu alikwaneene kulibuka n'ogufuuka ahagarhi k'abaafu. Aliiri ababwira ntya: «Oyu Yeesu ndi nabashambaalira ye Krisitu.»
2c110400ae	Baguma mw'abo Bayaahudi bayemeera, baaja oku lunda lwa Paawulo na Siila. N'aBagiriki banene balemaga baharamya Nnamahanga haguma n'abakazi banene bw'olukengo, nabo bayemeera.
2c110500d7	Aliko Bayaahudi baguma bayongwa. Bahamagala bishumuusi biguma byaliiri omu soko, byagusha abantu banene omu gishagala omu gushonda kubararusa. Baja emwa Yasoni gushonda Paawulo na Siila mpu babaheke embere z'abantu.
2c110600ca	Babeere babula bo, bakululira Yasoni n'abemeezi baguma embere za barhegesi b'egishala. Baderha n'omulenge munene ntya: «Abaala, bo baliiri bararusa abantu omu gulu lyooshi, leero bahikire hanoola naho.
2c11070090	Oyu Yasoni abayankirire emwage. Booshi barhali bakulikira amarhegeko m'omwami mukulu Kayizaari, omu kuderha oku hali windi mwami mpu ye Yeesu.»
2c1108004f	Abarhegesi b'egishagala haguma n'olubaga babeere bayunva eyo myaazi, bahahaala.
2c11090066	Babaseeza, Yasoni n'abaabo bahane egikinja ch'efuranga oku barhachirarusa abantu, balikula bo bagenda.
2c110a0095	Bwabeere bwaba budufu, abemeezi baava babwira Paawulo na Siila bagende omu gishagala ch'eBeroya. Babeere baahika yo, baja omu sinagoogi y'aBayaahudi.
2c110b00e8	Abantu b'eBeroya baliyemereere kuyunviriza eChinwa cha Nnamahanga kulusha ab'eTesalonika. Baliyankirire cho n'obushiru. Ngasi lusiku balemaga basoma aMandiko Matagatiifu omu kulola akonva ebi Paawulo aliiri aderha byaliiri by'okuli.
2c110c0085	aBayaahudi banene ahagarhi kaabo haguma n'aBagiriki, bayemeera Yeesu. Mw'abo Bagiriki, mwaliiri abakazi bw'olukengo n'abalume banene.
2c110d008e	Aliko aBayaahudi b'eTesalonika babeere bayunva oku Paawulo y'abala eChinwa cha Nnamahanga eBeroya nayo, baaja yo gurarusa n'ogukalihya abantu.
2c110e0060	Ho n'aho abemeezi baherekeza Paawulo guhika oku siiko. Aliko Siila na Timoteyo bayoorha eBeroya.
2c110f0094	Abaherekezaga Paawulo bamugeza omu gishagala ch'eAteene. Babeere bagaluka eBeroya, Paawulo abarhegeka oku babwire Siila na Timoteyo bamubugane juba.
2c1110008b	Paawulo abeere ali alinga Siila na Timoteyo eAteene, omurhima gwamuluma, kubona oku mw'echo gishagala mwaliyunjwire ebishushanyo by'emaana.
2c111100ae	Paawulo aliiri ashambaala omu sinagoogi haguma n'aBayaahudi n'abanaharamya Nnamahanga barhali Bayaahudi. Na ngasi lusiku aliiri ashambaala n'abantu alemaga abugaana omu soko.
2c11120188	Kandi, Paawulo alema ashiganana n'abigiriza baguma b'echigusho ch'aBaepikuriyo na ech'aBastoyiko. Aba bigiriza barhondera obuhaka haguma naye. Baguma omu bo babaza ntya: «Oyu shakaderha, bichi ashonda kuderha?» N'abandi baderha ntya: «Bibonekeene oku y'ashambaala elugulu y'emaana z'amandi mahanga.» Baderhaga ntyo, kwenge Paawulo aliiri abala oMwazi Mwinja gwa Yeesu n'obufuuke bw'abafu.
2c11130086	Baava baheka Paawulo omu kabuga kayirikirwe Areyopago. Baamubaza ntya: «Ka wakagala rhumenyesa ezi nyigirizo zihyahya oli wayigiriza?
2c1114005b	Bulaala yi warhushambaalira ebintu bihyahya. Boboola rhushondere kumenya bichi biderhere.»
2c111500ae	Byabaaga ntyo kwenge abantu b'eAteene haguma n'abahiisi bali balamire ahagarhi kaabo, balemaga bageza ebishanji byabo byooshi omu kubala n'okuyunviriza ebinwa bihyahyahyahya.
2c11160087	Paawulo aja ayimanga ahagarhi k'eAreyopago n'okuderha ntya: «Bantu b'eAteene, mbwene oku muli bantu basimire bweneene emyaazi y'edini.
2c11170101	Kwenge nabeere ndi nagera omu gishagala chenyu, namabona ebishushanyo by'emaana zenyu munaharamya, namanabona n'entuliro nguma egwerhe emyandiko ederhere ntya: ‹Oku mana erhamenyikene.› Leero, oyu mulimwaharamya buzira kumumenya, yi ndi nabashambaalira.
2c1118008e	«Nnamahanga walemaga egulu n'ebintu byooshi biba mo, yeewe ye Nyina empingu n'egulu. Arhalama omu nju abantu bamuyumbakiraga n'amaboko maabo.
2c11190079	Yeewe arharhabalwa n'abantu nk'olagiriire oku kantu. Yeewe ye heereza booshi omuuka gw'akalamo n'ebintu byooshi bakenere.
2c111a008e	Alemaga embaga zooshi gurhengera muntu muguma yi balama omu gulu lyooshi. Abajirira ebihe n'okubachiira embibi z'ebihugo bakwaneene kulama mo.
2c111b0092	Nnamahanga alijirire ntyo, kwenge alishondere abantu bamushonde, nkabaga omu kumamarha bagale kumubona. Okuli, arhali hale na ngasi muguma weerhu.
2c111c00ac	Kwenge oku buhashe bwage rhulamire, yi rhwalambagira yi rhwanayisa. Ebyoola biri kuguma na kulaala baguma omu bandiisi benyu baderhaga ntya: ‹Neerhu, rhuli bana baage.›
2c111d00ae	Bulaala rhuli beene Nnamahanga, birhahemeere rhukengeere oku ali nk'emaana ze oro, z'echuuma chibaragenye changwa amandi mabaale machulwaga oku bulenga n'enkengeero z'abantu.
2c111e008a	«Nnamahanga arhachiganja ebyo bihe abantu baliiri omu buhwinja. Aliko bunoola arhegekere abantu booshi ba ngasi hantu oku baleke ebyaaha.
2c111f00e3	Bulaala achishogere olusiku nj'achiira abantu b'egulu lyooshi olushinja omu kuntu gukwaneene kugerera muntu muguma, oy'alondwere kw'ako kaasi. Ayerekeene oku booshi okuli kw'eyi myaazi omu gufuula oyo muntu gurhenga omu bafu.»
2c112000b3	Babeere bayunva Paawulo aderha elugulu w'obufuke bw'abafu, baguma bamushekera aliko abandi baderha ntya: «Nji rhwakuyunviriza kandi olwindi lusiku waderha elugulu w'eyi myaazi.»
2c11210021	Oku buzinda Paawulo alekana nabo.
2c112200b4	Aliko bantu baguma baja okulunda lwage, baaba bemeezi. Ahagarhi kaabo haliiri muntu muguma w'omu kabuga k'eAreyopago oyirikwa Diyonisiyo na mukazi muguma oyirikwa Damari, n'abandi.
2c1201004d	Enyuma w'ebyo, Paawulo arhenga omu gishagala ch'eAteene, aja omu ch'eKorinto.
2c12020149	Ashimaana yo oMuyaahudi muguma oyirikwa Akila, oburhwa omu gihugo ch'ePonto. Oyo Akila na mukaage Prisila babaaga barhaza kulegama barhengere omu gishagala ch'eRooma omu gihugo ch'eItaliya, bulaala mw'ezo siku mwami mukulu Kayizaari Kuloode alirhegekere oku aBayaahudi booshi barhenge mw'echo gishagala. Paawulo aja kubarhangula,
2c1203005e	abeera nabo, analiiri akola nabo, kwenge baliiri bakola kaasi kaguma naye kw'ogukwiza amahema.
2c12040089	Ngasi lusiku lw'eSaabato, Paawulo alemaga ashambaala n'abantu omu sinagoogi. Aliiri ashonda ayemeeze aBayaahudi n'aBagiriki babe bemeezi.
2c120500c1	Aliko Siila na Timoteyo babeere baahika gurhenga eMakedoniya, Paawulo alema ageza ebishanji byaage byooshi omu kuyigiriza eChinwa cha Nnamahanga n'omu kuyeereka aBayaahudi oku Yeesu ye Krisitu.
2c120600d7	Babeere balahira Paawulo n'okumudukanga, abakunguurhira emyambalo yaage anababwira ntya: «Eshagama yenyu ebe oku marhwe menyu! Nyoono, nta mwinda gwa muntu ngwerhe. Gurhengera zeene, naaja emw'abarhali Bayaahudi.»
2c120700ab	Paawulo ahuluka mw'eyo sinagoogi, aja omu nju yaliiri aha burhambi. Eyo nju yaliiri y'omuntu oyirikwa Tiito Yusito. Arhaliiri Muyaahudi, aliko alemaga aharamya Nnamahanga.
2c120800b6	Aliko omukulu w'esinagoogi oyirikwa Krisipo ayemeera Nnaweerhu, yeewe n'abantu booshi b'omu nju yaage. aBakorinto banene baliiri bayunviriza Paawulo nabo bayemeera Yeesu, babatiizwa.
2c12090074	Lusiku luguma obudufu, Nnaweerhu abonekera Paawulo, anamubwira ntya: «Orhayuubahaga! Gendekera kuderha, orhasiraga,
2c120a0083	kwenge nyoono ndi haguma naawe. Ntaaye waguhira ko okuboko mpu akujire kubi, bulaala mpeerhe olubaga lunene mw'echiila gishagala.»
2c120b005f	Paawulo abeera mwaka muguma na myeezi ndarhu eKorinto eyi ali ayigiriza eChinwa cha Nnamahanga.
2c120c007c	Amango Galiyo aliiri murhegesi w'egihugo ch'eAkaya, aBayaahudi bachihira haguma omu kulwisa Paawulo, banamuheeka omu kabuga.
2c120d006a	Baderha ntya: «Oyu muntu ali ayemeeza abantu oguharamya Nnamahanga nk'oku eRhegeko lyeerhu lirhahemere.»
2c120e00d2	Paawulo abeere ashonda kuderha, Galiyo abashubiza ntya: «Mwabo Bayaahudi, akaba mwagasidaka oyu muntu mpu akolere chibi chirebe changwa mpu ajirire omwazi mubi guzidohere, ahoola nakabayunvire nk'oku bihemere.
2c120f00a5	Sy'aliko okubona oku obuhaka bwenyu buyerekeere ebinwa, amaziino n'eRhegeko lyenyu, eyo myaazi ebalolere mwenyine. Nyoono ntashonda gucha olushinja luli nk'oluula.»
2c12100033	Ho n'aho, Galiyo abalibisya barhenge mw'ako kabuga.
2c12110096	Booshi baava bafarha omukulu w'esinagoogi oyirikwa Sositeeni, barhondera kumushuurha enkoni embere z'akabuga, aliko Galiyo arhalagaga kw'echo chijiro.
2c12120146	Paawulo ashuba kubeera zindi siku zinene omu gishagala ch'eKorinto. Oku buzinda aseezerana n'abaabo bemeezi n'okuja omu siiko y'eKenkereya. Embere aje omu chombo, arhanga kugembeesa enviiri zaage, kwenge aliiri amalire echilagaane ajiraga emwa Nnamahanga. Aja omu chombo yeewe, Prisila na Akila, bagenda omu gihugo ch'eSuriya.
2c1213007d	Babeere baahika omu gishagala ch'eEfeeso, Paawulo aleka yo Prisila na Akila. Naye aja omu sinagoogi, ashambaala n'aBayaahudi.
2c1214003e	Abo Bayaahudi bamuhema abeere nabo siku zinene, aliko alahira.
2c12150089	Oku ali abaseezera, ababwira ntya: «Nnamahanga agasiima, nji nashuba kugaluka eno mwenyu.» Oku buzinda aja omu chombo, arhenga eEfeeso.
2c12160099	Abeere ahika omu gishagala ch'eKayizariya, azamuukira eYerusaleema kulamusa echigusho ch'abemeezi. Oku buzinda ayandagalira omu gishagala ch'eAntiyokiya.
2c12170084	Abeere amamala yo siku zigeeke, agendekera n'olugenzi. Alenga omu gihugo ch'eGalatiya na ech'eFurigiya omu gukomeza abemeezi booshi.
2c121800d0	Amo mango, Muyaahudi muguma oyirikwa Apolo, muburhwa w'omu gishagala ch'eAlegizanduriya, ahika omu gishagala ch'eEfeeso. Oyo muntu aliiri w'okuderha n'obwenge bunene, analiyinji bweneene aMandiko Matagatiifu.
2c121900a1	Aliiri ayigiriizwe eNjira ya Nnaweerhu. Analigwerhe obushiru omu kuderha n'okuyigiriza emyaazi ya Yeesu omu kuli. Aliko aliyinji obubatiizo bwa Yohaana bwonyine.
2c121a00a7	Aja omu sinagoogi, arhondera kuyigiriza buzira buuba. Prisila na Akila babeere bamuyunviriza y'aderha, bamuheeka emwabo, bamuhuguula bwinjabwinja eNjira ya Nnamahanga.
2c121b00f4	Buzinda bw'aho, Apolo abeere ashonda kuja eAkaya, abemeezi b'eEfeeso bamukomeza omurhima n'okuyandikira abemeezi b'eAkaya amaruba m'okumuyankirira bwinja. Abeere ahika yo, arhabaala bweneene abaliyemereere Yeesu kugerera olukogo lwa Nnamahanga,
2c121c0086	bulaala omu buhaka n'aBayaahudi, alemaga abahima embere z'abantu, omu kubayeereka kulengera aMandiko Matagatiifu oku Yeesu ye Krisitu.
2c130100b5	Amango Apolo abeere ali omu gishagala ch'eKorinto, Paawulo naye aliiri alenga omu gihugo ch'emisozi ch'eAziya, anayandagalira omu gishagala ch'eEfeeso. Ashimaana yo abemeezi baguma,
2c130200b2	ababaza ntya: «Ka mwaliyankiriire Muuka-Mutagatiifu amango mwayemeeraga Yeesu?» Bamushubiza ntya: «Nangwa, chiro rhurhashubiraga kuyunva baderha oku haaba Muuka-Mutagatiifu.»
2c13030065	Ashuba kubabaza ntya: «Bubatiizo buchi mwayankiriire?» Bamushubiza ntya: «Bubatiizo bwa Yohaana.»
2c130400b4	Paawulo aja ababwira ntya: «Obubatiizo bwa Yohaana bwaliiri bw'okuyeerekana oku abantu balekere ebyaaha byaabo. Anababwira bayemeere olaala wayinja enyuma zaage, n'oyo ye Yeesu.»
2c13050045	Babeere bayunva eyi myaazi, babatiizwa oku ziino lya Nnaweerhu Yeesu.
2c1306007c	Paawulo aja abalambuulira kw'amaboko, na Muuka-Mutagatiifu abayandagalira ko. Barhondera kuderha omu zindi ndimi n'okuleeba.
2c13070030	Abo bantu, baliiri hoofu balume ekumi na babiri.
2c130800a0	Omu myeezi esharhu, Paawulo aliiri aja omu sinagoogi y'aBayaahudi, aliiri ashambaala buzira buuba emyaazi y'obwime bwa Nnamahanga omu gushonda abantu bayemeere.
2c13090117	Aliko baguma omu bo baaba bazibu b'emirhima banalahira kuyemeera. Barhondera kuderha kubi elugulu w'eNjira ya Nnaweerhu embere z'echigusho ch'abantu. Paawulo aja abaleka. Aheeka abemeezi bonyine, na ngasi lusiku, aliiri aganiira nabo omu masomo m'omulume muguma oyirikwa Tiraano.
2c130a0094	Agendekera ntyo guhika myaaka ebiri, oku bulyo abantu booshi, aBayaahudi n'aBagiriki balilamire omu gihugo ch'eAziya, bayunva eChinwa cha Nnaweerhu.
2c130b0036	Nnamahanga aliiri ajira ebisomereene kugerera Paawulo.
2c130c00cc	Abantu baliiri barhoola ebitambara changwa emyambalo yabaaga yahumire oku mubiri gwage, baliiri bayihira oku balwala, nabo baalema bafuma amalwala maabo, na abalifarhirwe n'abazimu, baliiri babarhenga mo.
2c130d00fb	Haliiri Bayaahudi baguma baliiri balenga ngasi hooshi yi balibisye abazimu barhenge omu bantu. Nabo bashonda gukolesa eziino lya Nnaweerhu Yeesu, omu kuderha ntya: «Mbarhegekere oku ziino lya Yeesu, ola Paawulo ali ayigiriza, muhuluke mw'oyu muntu!»
2c130e0061	Omu baliiri bajira ntyo, haliiri bagala mushanvu b'omudaahwa mukulu w'aBayaahudi oyirikwa Sikewa.
2c130f0062	Lusiku luguma, omuzimu ababwira ntya: «Nyinji Yeesu, nyinji na Paawulo. Aliko mwabo muli bande?»
2c1310009a	Ho n'aho omuntu walifarhirwe n'omuzimu achikabula kubo, abalwisa anabahima booshi. Bahuluka mw'eyo nju balibirha, bali butambara eyi banayunjwire ebihulu.
2c13110092	Eyo myaazi yamenyikana oku booshi balilamire omu gishagala ch'eEfeeso, aBayaahudi n'aBagiriki. Bagwarha obuuba, bakuza eziino lya Nnaweerhu Yeesu.
2c13120056	Banene omu bayemeeraga Yeesu, bayinja n'okuyeemera amabi maabo mooshi embere z'abantu.
2c131300c1	Baguma omu bo baliiri bajira obukurungu bagusha ebitabu baliiri bakoleesa, babiyosa embere z'abantu booshi. Egichiro ch'ebyo bitabu chaliiri ch'efuranga zinene, bicheri bihumbi makumi marhaano.
2c1314005d	Na ntyo, kulengera obuhashe bwa Nnaweerhu, eChinwa chaage chayandaala hooshi n'okuba n'emisi.
2c131500a3	Enyuma z'ebyo, Paawulo ahiga okuja eYerusaleema kugerera omu gihugo ch'eMakedoniya n'eche Akaya. Aderha ntya: «Hano ngera eYerusaleema, byampema ngere n'eRooma.»
2c13160098	Ntyo, arhuma bantu babiri bw'omu barhabazi baage, Timoteyo na Erasito, bamurhange eMakedoniya. Aliko yeewe abeera siku zigeeke mw'echo gihugo ch'eAziya.
2c1317006d	Mwamo mango, haahulukira entonganyi nene omu gishagala ch'eEfeeso elugulu w'enyigirizo z'eNjira ya Nnaweerhu.
2c131800ec	Eyo yaliiri omuchuzi oyirikwa Dimetriyo. Aligwerhe akaasi kw'ogukola ebishushanyo bigekegeke by'akajumiro k'emaana y'echikazi eyirikwa Aritemi, kulengera echuuma chibaragenye. Akala kaasi kaliiri kaleerhera abaabo abachuzi enyungu nene.
2c131900c1	Lusiku luguma, oyo Dimetriyo agusha baabo bachuzi haguma n'abandi bakozi baliiri bakola akola kaasi. Ababwira ntya: «Beera baani, muyinji oku rhunayunguka furanga zinene kulengera akala kaasi.
2c131a00e5	Aliko nk'oku mwabwene n'okuyunva, oyu Paawulo ali ayemeeza n'ogurhebeka abantu banene. Arhali hano Efeeso honyine si na ngasi hooshi omu gihugo ch'eAziya. Ali aderha oku emaana zajiragwa n'amaboko m'abantu, zirhali maana z'okuli.
2c131b00fa	Leero, rhuyubahire eyi myaazi bulaala arhali akaasi keerhu konyine gakenwa, sy'aliko n'akajumiro k'emaana yerhu nkulu Aritemi kaba kabushabusha. N'emaana yeerhu abantu bali baharamya omu gihugo chooshi ch'eAziya n'omu gulu lyooshi, yaheza obukuuze.»
