2800000006	Matayo
4202190043	Kwa lijambo lyolyoha, lazima mujhelayi imara mpaka panibeta kuhida.
42021a007b	Jhejhioha jhaibeta kushinda ni kubhomba khela kya nibhomba I mpaka kumwisu, muene nibeta kumpela mamlaka panani pa mataifa.
42021b005b	'Ibetakubhatawala kwa ndongo jha chuma, kama makaburi gha udongo, ibetakubhatenya fipandi.'
42021c0054	Kama kyanipokili kuhoma kwa Dadi jhangu, nibeta kumpela kabhele litondo lya lukhela.
42021d0052	Ukajhelayi ni mb'olokoto, pelekesiajhi khela ambakyo Roho akaghajobhela makanisa.'
42030100c0	Kwa malaika bha kanisa lya Sardi jhandikayi: 'Malobhi gha jhola jhaikamulila sela roho saba sya K'yara ni matondo saba. “Nimanyili kya ubhombili. Ujhe ni sifa jha kujha hai, lakini ghwe mfu.
4203020095	Jhumukayi ni kuimarisya ghaghasiele, lakini ghajhe karibu kufwa, kwandabha naghabhwene lepi matendo gha jhobhi ghakamiliki pa mihu pa K'yara ghwangu.
42030300c5	Kwa hiyo, khombokayi ghala ghaughapokili ni kup'eleka. Ghatiajhi ni kutubu. Lakini ukabelayi kujhumuka, nibeta kuhida kama mmeji na wibeta lepi kumanya saa jheleku jhanibetakuhida panani pa bhebhe.
42030400af	Lakini ghajhele mahina madebe gha bhanu mu Sardi ambabho bhachafwilepi nghobho sya bhene. Bhibeta kugenda pamonga ni nene bhafwalili nghobho sibhalafu, kwandabha bhakastahili.
42030500da	Muene jhaibeta kushinda ibeta kufwatikibhwa maguanda mabhalafu, ni kamwe nikalifutalepi lihina lya muene kuhoma mu kitabu kya uzima, na nibetakulitaja lihina lya muene palongolo pa Dadi jhangu, ni palongolo pa malaika.
4203060049	Ukajhelayi ni mb'olokoto pelekesiajhi Roho kya akaghajobhela makanisa.”
42030700c6	“Kwa malaika bha kanisa lya Philadefia jhandikayi: Malobhi gha ajhele mtakatifu ni kweli - jhaajhe ni fungulu sya Daudi, ifungana ijhelepi ghwa kudendula, ifunga na ajhelepi jhaibhwesya kudendula.
42030800ec	Nimanyili gha ukhetili. Langayi, nikubhokili palongolo pa jhobhi ndiangu bhwabhudendulibhu ambabho ajhelepi jha ibhwesya kubhudendula. Nimanyili ujhe ni nghofu kidogo, lakini ulijhedekili lilobhi lyangu na ulibelililepi lihina lya nene.
42030900ef	Langayi! Bhoha bhabhajhele bha sinagogi lya syetani, ni bhala bhabhijobha bhene Bhayahudi na kumbe lepi, bhadala jhiake bhikofya. Nibetakubhafwanya bhahidayi ni kusujudu palongolo pa magolo gha jhobhi, na bhibetamanya jha kujha nikuganili.
42030a00c5	Kwandabha utunzili amri jhangu kwa uvumilivu bhwa uthabiti, nibetakulenda kabhele mu saa jha jhobhi jha kujaribibhwa ambajho jhihida mu ulimwengu bhuoha, kubhajaribu bhala bhoha bhabhiishi mu nchi.
42030b0061	Nihida manyata kikamulilayi sana khela kya ujhe naku ili asijhi munu ghwa kutola taji jha bhebhe.
42030c00f6	Nibetakheta muene ashindayi mu nguzo mu hekalu jha K'yara ghwangu, na ibetalepi kupita kwibhala kamwe. Nibetakulilemba lihina lya K'yara ghwangu (Yerusalemu mpya, jhaghwiselela pasi kuhoma kumbinguni kwa K'yara ghwangu), ni lihina lya nene lipya.
42030d0056	Muenga jha ajhele ni mbol'okoto, na apelekayi khela ambakyo Roho ijobha kwa makanisa.'
42030e009b	“Kwa malaika bha likanisa lya Laodikia jhandikayi: 'Malobhi gha muene jha amini, bhakutegemilibhwa ni shahidi mwaminifu, mtabhwala panani pa bhwa K'yara.
42030f0072	Nimanyili kyaukhetili, ni kujha bhebhe ghwe mepu lepi wala muoto, ninogheleghe kujha ngaujhele ghwa mepu au muoto!
4203100071	Efyo, kwandabha bhebhe ndo vuguvugu, ghwa muoto lepi wala ghwen'sisimu, nibeta kufunya upitayi mu ndomo mwa nene.
42031100b9	Kukujha wijobha, “Nene ne tajiri, nijhele ni mali simehele, na nilonda lepi kyokyoha.” Lakini umanyililepi kujha bhebhe ghwe duni sana, ghwakuhuzunikibhwa, maskini, kipofu ni ngoli.
4203120113	Pelekesiajhi ushauri bhwa nene: Hemelayi kwa nene dhahabu jhajhisukibhu kwa muoto ili abhwesiajhi kujha tajiri, ni nghobho sibhalafu sya kumelemele ili ukifwekayi ghwe muene na usilasi soni jha ngoli jha jhobhi, ni mafuta gha kubakala mu mihu gha jhobhi ghabhwesiajhi kulola.
4203130075	Khila jhanin'ganili, nikanjelekesya ni kubhafundisya namna jhajhilondeka kutama; henu, jhelayi ghwa mkweli ni kutubu.
42031400d0	Langayi nijhema pandiangu ni kuhodisya. Jhejhioha jha ipelekayi sauti jha nene ni kudendula ndiangu, nibeta kuhida ni kujhingila munyumba jha muene ni kulya kyakulya pamonga ni muene ni muene pamonga ni nene.
42031500be	Muene jhaishinda, nibeta kumpela haki jha kutama pasi pamonga ni nene nani panani pa kiti kyangu kya enzi, Kama vile nene kyanishindili ni kutama pasi ni Dadi jhangu panani pa kiti kya enzi.
4203160058	Muene jha ajhele ni mbol'okoto, na apelekesiajhi ambakyo Roho ikaghajobhela makanisa.”
42040100db	Baada jha mambo agha nalangili, kujha ndiangu udendulibhu kumbinguni. Sauti jha kuanza jhela jhalongelili nani kama tarumbeta, jhikajhajhijobha, “Hidayi apa, nibeta kulasya ghaghibeta kuhomela baada jha mambo agha.”
420402006a	Mara jhimonga najhele mu Roho, nabhuene kwajhele ni kiti kya enzi kibhekibhu kumbinguni ni munu akitamili.
42040300a7	Mmonga jha akitamili abhonekene kama liganga lya yaspi ni akiki. Kwajhele ni upinde bhwa fula ukisyonguiki kiti kya enzi. Upinde bhwa fula bhwabhonekene kama zumaridi.
42040400db	Kukisyonghoka kiti kya enzi kwajhele fiti fya enzi fimehele fengi ishirini na nne, ni bhabhatamili pa fiti fya enzi bhajhele bhaseya ishirini na nne, bhafwekibhu maguanda mabhalafu ni mataji gha dhahabu mu mitu ghiabhu.
42040500a1	Kuh'oma mu kiti kya enzi ghyahomili miale ghya radi, lipajhula ni radi. Taa saba sikajhesijhaka palongolo pa kiti kya enzi, taa ambasyo ndo roho saba sya K'yara.
42040600b3	Kabhele pa kiti kya enzi kwajhele ni bahari, jhajhijhele bhuwasi kama kioo. Bhoha kusyongoka kiti kya enzi bhajhele bhenye uhai bhancheche, bhabhamemili mihi palongolo ni kunyuma.
42040700d5	Kiumbe ghwa kuanza mwenye uhai ajhele kama Simba, kiumbe ghwa pili mwenye uhai ajhele kama litoli, kiumbe ghwa tatu mwenye uhai pamihu pajhele kama mwanadamu, ni jhola mwenye uhai ghwa nne ajhele kama tai jhaipaa.
4204080107	Fiumbe bhenye uhai bhancheche khila mmonga ajhele ni mababatilu sita, bhamemili mihu panani ni pasi paki. Kiru ni musi bhitekalepi kujobha, “Mtakatifu, mtakatifu, mtakatifu ndo Bwana K'yara, mtawala panani pa fyoha, jhaajhele, ni jhajhele ni jhaibeta kuhida.”
4204090095	Khila bhwakati fiumbe bhenye uhai bhahomisi utukufu, heshima, ni kushukuru mbele jha jhaatamili pa eku kiti kya enzi, muene jhaitama milele ni daima,
42040a00d2	Bhaseya ishirini na nne bhasujuidi bhene mbele jha muene jhaakitamili kiti kya enzi. Bhajhineme pasi pa muene jhaitama milele ni daima ni kutaga pasi taji sya bhene palongolo pa kiti kya enzi bhikajha bhijobha,
42040b00b5	“Wilondeka bhebhe Bwana bhitu ni K'yara ghwitu, kupokela utukufu ni heshima ni nghofu. Kwa kujha ghwafibhombili fenu fyoha, ni kwa mapenzi gha jhobhi, fyajhele na fyabhombibhu.”
420501008f	Kisha nikabhona mu kibhoko kya kulia kya jhola jhaatamili pakiti kya enzi, gombo lyalilembibhu palongolo ni kunyuma, na lyasopibhu mihuri saba.
420502007e	Nambwene malaika mwenye nghofu ihubiri kwa sauti mbaha, “Niani jhailondeka kulifungula gombo ni kujhikenya mihuri jhiake?”
420503005f	Ajhelepi munu kumbinguni au paduniani au pasi pa dunia jhaibhwesya kulidenda gombo au kulisoma.
420504005b	Nalelili kwa uchungu kwa kujha abhonekene lepi jhailondeka kulifungula ligombo au kulisoma.
42050500ad	Lakini mmonga ghwa bhaseya akan'jobhela, “Usileli. Langayi! Simba ghwa kabila lya Yuda, shina lya Daudi, ashindili, na ibhwesya kulifungula gombo ni mihuri ghiake saba.”
42050600e8	Kati jha kiti kya enzi ni bhenye uhai bhancheche ni miongoni mwa bhaseya, nabhwene mwanakondoo ajhemili, abhonekene kama jhaakhomibhu. Ajhele ni mang'eru saba ni mihu saba- e'se ndo roho saba sya K'yara syasitumibhu pa duniani poha.
420507005a	Akalota kulitola gombo kuhoma mu kibhoko kya kuume bhwa jhola jhaatamili pa kiti kya enzi.
42050800d2	Bhoatolili gombo, bhenye uhai bhancheche ni bhaseya ishirini na nne bhakajhinama hadi pasi pa mwanakondoo khila mmonga ajhele ni kinubi ni bakuli jha dhahabu jhajhimemili uvumba ambajho ndo maombi gha bhaumini.
42050900c3	Bhajhembili luembu lupya: “Wilondeka kulitola ligombo ni kufungula mihuri jhiake. kwa kujha uchinjibhu, ni kwa damu jha jhobhi ghwan'hemili K'yara bhanu bha khila kabila, lugha, jamaa ni taifa.
42050a0078	Ghwabhakhetili ufalme ni makuhani kwandabha jha kun'tumikila K'yara ghwitu, na bhene bhibeta kutawala panani pa nchi.”
42050b0091	Kisha nalolili na napeliki sauti jha malaika bhamehele kusyonghoka kiti kya enzi - idadi jhiake jhajhele 200, 000, 000 na bhenye uhai ni bhaseya.
42050c0091	Bhakajobha kwa sauti mbaha, “Ilondeka mwanakondoo ambajhe achinjibhu kupokela uwezo, bhutajiri, hekima, nghofu, heshima, bhutukufu, ni sifa.”
42050d0111	Napeliki khila kyakyabhombiki kyakyajhele kumbinguni ni paduniani ni pasi pa nchi panani pa bahari, khila khenu mugati mwake kikajobha, “Kwa muene jhaitama pa kiti kya enzi ni kwa mwanakondoo, kujhelayi sifa, heshima, bhutukufu ni nghofu jha kutawala milele ni milele.”
42050e0058	Bhenye uhai bhancheche bhakajobha, “Amina!” ni bhaseya bhakajhinama pasi ni kuabudu.
42060100b5	Nikalanga wakati mwanakondoo bho abhopuili moja jha mihuri jhela saba, ni kapeleka mmonga ghwa bhala bhenye uhai bhancheche ajobhili kwa sauti jhajhawaningene ni radi, “Hidayi!”
4206020064	Nikalanga na pajhele ni bakuli, na apelibhu litaji. Ahomili kama mshindi jhaashindili ili ashindayi.
4206030064	Wakati mwanakondoo abhopoili mihuri ghwa pili nikapeleka mwenye uhai ghwa pili ijobha, “Hidayi!”
42060400b2	Kisha farasi jhongi akahida - n'dughu kama muoto. Jhaakwelili apelibhu ruhusa jha kubhosya amani paduniani, ili kwamba bhanu bhachinjanayi ojho jhaakwelili apelibhu upanga mbaha.
4206050097	Wakati mwanakondoo abhopuili bhola mihuri ghwa tatu, ijobha, “Hidayi!” Nikabhona farasi jhititu, na jhaakwelili ajhe ni mizani mumabhoko mwa muene.
42060600d2	Nikapeleka sauti jhajhabhonekene jha mmonga ghwa bhala bhenye uhai jhijobha, “kibaba kya ngano kwa dinari jhimonga ni fibaba fidatu fya shayiri kwa dinari jhimonga. Lakini ufighadhuru kwa mafuta gha divai.”
420607006f	Wakati mwanakondoo abhopuili muhuri ghwa nne, nikapeleka sauti jha mwenye uhai ghwa nne jhijobha, “Hidayi!”
42060800ed	Kisha nikabhona farasi ghwa kijivu, jhaakwelili akutibhu lihina lya muene mauti, ni kuzimu jhikajhajhikan'kesya. Bhapelibhu mamlaka panani jha robo jha nchi, kukoma kwa upanga, kwa njala ni kwa bhutamu, ni kwa bhanyama bha mwitu mu nchi.
42060900c7	Wakati mwanakondoo abhopuili muhuri ghwa tano, nikabhona pasi pa madhabahu roho sya bhala bhabhajhele bhakomibhu kwandabha jha litobhi lya K'yara ni kutokana ni ushuhuda bhwabhaukamuili kwa uthabiti.
42060a00a4	Bhakalela kwa sauti mbaha, “mpaka ndali, mtawala ghwa fyoha, mtakatifu ni mkweli, wibeta kuhukumu bhabhitama panani pa nchi, ni kulepesya kisasi damu jha tete?”
42060b0119	Kisha mmonga jha apelibhu likanzu libhalafu na bhajobhibhu kujha bhilondeka kulendela kidogo hata pajhibeta kutimila hesabu kamili jha bhatumishi bhajhabhi ni bhalongo bhabhi bha kidala ni bhakigosi pajhibeta kutimila ambabho bhibeta kukomibhwa, kama fela ambafyo bhene bhakomibhu.
42060c00af	Wakati mwanakondoo abhopuili muhuri ghwa sita, nalolili na pajhele ni litetemeko libhaha. Lijobha lyajhele lititu kama ligunila lya singa, ni mwesi bhuoha bhwajhele kama damu.
42060d0085	Matondo gha kumbinguni ghabinili mu nchi, kama mtini kyaghwibinisya matunda ghake gha wakati bhwa mepu pa wihugusibhwa ni kingongola.
42060e005f	Anga jhabhokili kama gombo lyalisyongosibhu. khila kidonda ni kisiwa fya hamisibhu mahali pake.
42060f00ad	Kisha bhafalme bha nchi ni bhanu maarufu ni majemadari, matajiri, bhenye nghofu, ni khila mmonga jhaajhele mtumwa ni huru, bbhakakifigha mu mapango ni mu miamba jha fidonda.
420610008f	Bhakajhijobhela fidonda ni miamba, “Tubinilayi! Tufighai dhidi jha uso bhwa muene jhaitama pa kiti kya enzi ni kuhoma ligoga lya mwanakondoo.
420611004e	Kwa kujha siku kuu jha gadhabu jhabhene jhihida, niani jhaibhwesya kujhema?”
42070100e3	Baada jha agha nabhwene malaika bhancheche bhajhemili mu kona sincheche sya dunia, bhabesili pepo sincheche sya nchi kwa nghofu ili kwamba pasijhi ni mp'ongo bhwabhwibhuma mu nchi, panani pa bahari au dhidi jha libehe lyolyoha.
42070200c3	Nikabhona malaika jhongi ihida kuhoma mashariki, jhaajhele ni muhuri bhwa K'yara jha ajhe hai. Akalela kwa sauti mbaha kwa malaika bhancheche ambabho bhapelibhu ruhusa jha kudhuru nchi ni bahari:
4207030089	“Musiidhuru nchi, bahari, au libehe mpaka patwibetakujha tumalili kubheka muhuri pa paji sya mitu ghya bhatumishi bha K'yara ghwitu.”
4207040080	Nikapeleka idadi jha bhala bhabhasopibhu muhuri: 144, 000, ambabho bhasopibhu muhuri kuhoma khila likabila lya bhanu bha Israel:
420705007d	12, 000 kuhoma mu kabila lya Yuda bhabhekibhu muhuri, 12, 000 kuhoma mu kabila lya Rubeni, 12, 000 kuhoma mu kabila lya Gadi.
420706006f	12, 000 kuhoma mu kabila lya Asheri, 12, 000 kuhoma mu kabila lya Naftali, 12, 000 kuhoma mu kabila lya Manase.
420707006d	12, 000 kuhoma mu kabila lya Simoni, 12, 000 kuhoma mu kabila lya Lawi, 12, 000 kuhoma mu kabila lya Isakari,
4207080081	12, 000 kuhoma mu kabila lya Zebuloni, 12, 000 kuhoma mu kabila lya Yusufu, ni kuhoma mu kabila lya Benyamini bhabhekibhu muhuri.
4207090131	Baada jha mambo agha nalangili, na kwajhele ni umati mbaha ambabho ajhelepi munu ngaabhwesili kuubhalanga kuhoma kila taifa, kabila, jamaa, ni lugha- bhajhemili palongolo pa kiti kya enzi ni palongolo pa mwanakondoo. Bhajhele bhafwalili kanzu sibhalafu na bhajhe ni matawi gha mitende mumabhoko gha bhene,
42070a0077	na bhakajha bhikuta kwa sauti mbaha: “Bhwokovu ndo kwa K'yara ambajhe atamili pa kiti kya enzi ni kwa mwanakondoo!”
42070b00e6	Malaika bhoha bhajhemili kusyongoka kiti kya enzi ni kubhasyongoka bhala bhaseya pamonga ni bhene uhai bhancheche, bhakajhinama pasi pa lifu ni kubheka nyuso sya bhene panani pa lifu palongolo pa kiti kya enzi ni kumwabudu K'yara.
42070c0088	Bhakajobha, “Amina! Sifa, bhutukufu, hekima, shukrani, heshima, uwezo ni nghofu fijhelayi kwa K'yara bhitu milele ni milele! Amina!”
42070d006f	Kisha mmonga ghwa bhala bhaseya akan'kota, “abha bha niani bhabhafwalili kanzu sibhalafu, na bhahomili ndaku?
42070e00bd	Nikan'jobhela, “Bwana mbaha, umanyili bhebhe,” na akan'jobhela, “Abha ndo bhala bhabhahomili mu dhiki mbaha. Bhasichapili kanzu sya bhene ni kujha sibhalafu kama damu jha mwanakondoo.
42070f00ba	Kwandabha ejhe, bhajhele pa kiti kya enzi kya K'yara, na bhikamwabudu muene kiru ni musi mu hekalu lyake. Muene jhatamili pa kiti kya enzi ibeta kusambaza hema jha muene panani pa bhene.
420710006d	Bhibeta lepi kubhona njala kabhele, wala kiu kabhele. Lijobha libetalepi kubhanyanya, wala joto lya kunyanya.
42071100cb	Kwa kujha mwanakondoo jha ajhele pagati pa kiti kya enzi ibeta kujha mchungaji ghwa bhene, na ibeta kabhalongosya mu chemchemi jha masi gha usima, ni K'yara ibetakufuta khila lihosi mu mihu gha bhene.”
4208010060	Wakati mwanakondoo abhopuili muhuri ghwa saba, kwajhele ni kinunu kumbinguni takribani nusu saa.
420802005a	Kisha nikabhona malaika saba bhabhijhema palongolo pa K'yara na bhapelibhu tarumbeta saba.
42080300ec	alaika jhongi akahida, akamulili bakuli lya dhahabu jhajhijhele ni uvumba, ajhemili mu madhabahu. Apelibhu uvumba bhumahele ili kwamba aubhosiajhi pamonga ni maombi gha bhaamini bhoha mu madhabahu gha dhahabu palongolo pa kiti kya enzi.
4208040074	Lyosi lya uvumba, pamonga ni maombi gha bhaamini, akakwela panani palongolo pa K'yara kuhoma mu mabhoko gha malaika.
42080500b5	Malaika akalota bakuli lya uvumba ni kulimemesya muoto kuhoma mu madhabahu. Kisha akalitagha pasi panani pa nchi, na kwatokili sauti jha radi, miale jha radi ni litetemeku lya nchi.
4208060050	Bhala malaika saba ambabho bhajhele ni tarumbeta saba bhajhele tayari kusikobha.
42080700f5	Malaika ghwa kuanza akakobha tarumbeta jha muene, na kwatokili fula jha maganga ni muoto bhwabhuchanganyikene ni damu. Fyataghibhu pasi pa nchi ili kwamba theluthi jhiake jhipiayi, theluthi jha mabehe jhapili ni manyasi ghoha gha kijani ghapili.
4208080099	Malaika ghwa pili akakhobha tarumbeta jha muene, ni khenu kama kidonda kibhaha kikajhele kama kidonda kibhaha kya kipili kwa muoto kyateghibhu mu bahari.
420809006f	Theluthi jha bahari jhajhele damu, theluthi jha viumbe hai mu bahari fyafuili ni theluthi jha meli syaharibiki.
42080a00af	Malaika ghwa tatu akakobha tarumbeta lya muene, ni litondo libhaha likabina kuhoma kumbinguni, ni kulangasya kama ligesi, panani pa theluthi jha fiholo ni chemichemi sya masi.
42080b0084	Lihina lya litondo ndo pakanga. Theluthi jha masi jhajhele pakanga, ni bhanu bhamehele bhafuili kutokana ni masi ghaghajhele makali.
42080c00f9	Malaika ghwa nne akobhili tarumbeta lya muene ni theluthi jha lijobha jhatobhibhu, pamonga ni theluthi jha muesi ni theluthi jha litondo. Henu, theluthi jha fyoha jhageuki kujha ngisi; theluthi jha pamusi ni theluthi jha pakilu fyajhelepi ni muanga.
42080d00e7	Nalangili, na napeliki tai jhearukeghe pagati pa anga, ikuta kwa sauti mbaha, “Ole, ole, ole, kwa bhala bhabhitama mu nchi, kwandabha jha mlipuko bhwa tarumbeta jhajhibakili ambajho jhikaribili kukhobhibhwa ni malaika bhadatu.”
42090100d4	Kisha malaika ghwa bhuhanu akakobha tarumbeta jha muene. Nabhwene matondo kuhoma kumbinguni bho jhibinili pa dunia. Litondo lya pelibhu lufungulilu bhwa lilende lyalilasya mu lilende lya libelili kujha ni mwishu.
42090200e3	Andenduili lilende lya libelili kujha ni kikomo, ni lyosi likakuela kunani kwa safu kuhoma mu lilende kama lyosi kuhoma mu litanuru libhaha. Lijobha ni anga fyabadiliki fyajhele ngisi kwandabha jha lyosi lyalihomili mu lilende.
4209030081	Mugati mu lilende nzinge bhapitili kuhida panani pa dunia, na bhene bhapelibhu nghofu kama jhela jha kip'el'el'e panani pa dunia.
420904009e	Bhajobhibhu kutokudhuru matondo mu nchi au mmea bhobhuoha bhwa kijani au libehe, isipokujha tu bhanu ambabho bhajhelepi ni muhuri bhwa K'yara pamihu pa bhene.
42090500ab	Pajhelepi ni ruhusa jha kubhakoma bhanu abhu, bali kubhatesya tu kwa miesi mihanu. uchungu bhwa bhene bhwajhele kama bhola bhwa kulumibhwa ni kip'el'el'e pailumibhwa munu.
4209060081	Mu magono aghu bhanu bhibeta kulonda kifo, lakini bhibeta lepi kukikabha. Bhibeta kunoghela kufwa, lakini kifo kibeta kubhajumba.
420907009e	Nzige bhawaningene ni farasi bhabhaandalibhu kwa vita. Mu mitu ghya bhene kwajhele ni khenu kama taji jha dhahabu ni pamihu pa bhene pajhele kama pa binadamu.
420908004e	Bhajhele ni njwili kama sya bhadala ni minu gha bhene ghajhele kama gha simba.
42090900a0	Bhajhele ni fifua kama fifua fya chuma ni sauti jha mababatilu gha bhene jhajhele kama sauti jha magari ghamehele ni vita fya farasi bhabhijumba kulota ku vita.
42090a007d	Bhajhele ni mikela ghyeghinema kama kip'el'el'e; mu mikela ghya bhene bhajhele ni mikela ghya kudhuru bhanu kwa miesi mihanu.
42090b00a6	Bhajhele ni muene kama mfalme panani pa bhene malaika bha shimo lyalibelikujha ni mwishu. Lihina lyake kwa kiebrania ndo Abadoni, ni kiyunani ajhe ni lihina Apolioni.
42090c004f	Ole jha kuanza jhipetili. Langayi! Baada jha e'le ghajhe maafa mabhele ghihida.
42090d008b	Malaika ghwa sita akakhobha tarumbeta jha muene, na napeliki sauti mu pembe jha madhabahu gha dhahabu ambagho ghajhele palongolo pa K'yara.
42090e0094	Sauti jhikan'jobhela malaika ghwa sita jhaajhele ni tarumbeta, “bhalekesiajhi malaika bhancheche ambabho bhakhongibhu mu kiholo kibhaha Efrata.”
42090f009c	Malaika bhala bhancheche bhajhele bhaandalibhu kwa saa ejhu maalumu, ligono elu, muesi obhu, ni kienja ekhu, bhalekibhu bhabhakomayi theluthi jha bhanadamu.
420910005f	Idadi jha maaskari bhajhele panani pa farasi jhajhele 200, 000, 000. Nap'eliki idadi jha bhene.
4209110112	Naha ndo kyanabhuene farasi mu maono ghangu ni bhala bhabhakwelili panani pa bhene: Fifua fya bhene fyajhe fidungu kama muoto, bluu jhaghipili ni njano jhajhibeli kupya. mitu ghya farasi fyawaningene ni mitu ghya simba, ni mundomo mwa bhene bhwahomili muoto, lyosi ni salfa.
420912006f	Theluthi jha bhanadamu bhakomibhu ni agha mapigo madatu: Muoto, lyosi, ni salfa jhejhihomili mundomo mwa bhene.
42091300a8	Kwa kujha nghofu jha farasi jhajhele mu milomo ghiabhu ni mumikele ghya bhene ghyajhele kama lyoka, na bhajhele ni mitu ambaghyo bhatumili kubhapela majeraha bhanadamu.
420914010b	Bhanu bhabhabekili, bhala ambabho bhakhomibhu lepi ni mapigo agha, bhatubuili lepi matendo gha bhene ghwabhakhetili, wala bhalekili lepi kuabudu mapepo ni miungu ghya dhahabu, fedha, shaba, maganga ni mabehe- fenu ambafyo fibhwesya lepi kulola, kup'el'eka au kugenda.
420915006c	Wala bhatubuili lepi uuaji ghwa bhene, uhabhi ghwa bhene, uasherati ghwa bhene au njela sya bhene sya uheji.
420a0100f5	Kisha nikabhona malaika jhongi mbaha iselela pasi kuhoma kumbinguni. Ajhele akongibhu mu mabhengu, na kwajhele ni upinde bhwa fula panani pa mutu bhwa muene. Pamihu pa muene pajhele kama lijobha ni magolo gha muene ghajhele kama nguzo sya muoto.
420a0200b4	Akamulili gombo lidebe mu kibhoko kya muene lya lyajhele lifunulibhu, ni muene abhekili kigolo kya muene kya kulia panani pa bahari ni kigolo kya muene kya kushoto panani pa ndema.
420a030073	Kisha akwesili sauti jha panani kama simba paiunguruma, na wakati akwesili sauti radi saba syaunguruimi nikaburuma.
420a0400b1	Wakati radi saba siburuimi nikaribileghe kulemba, lakini napeliki sauti kuhoma kumbinguni jhijobha, “Tunzayi jhijhelayi siri khela ambakyo radi saba sijobhili. Usijhilembi.”
420a05006c	Kisha malaika jhanambwene ajhemili panani pa bahari ni pandema, ajhemili kibhoko kya muene panani kumbinguni
420a0600bd	ni kulapa kwa jhola jhaiishi milele ni milele- jhaabhombili mbingu ni fyoha fya fijhele, padunia ni fyoha fyafijhele, ni bahari ni fyoha fyafijhele: “Kubetalepi kujha kuchelebhwa kabhele.
420a0700c8	Lakini ligono lela, wakati malaika ghwa saba paibeta kukaribila kukhobha tarumbeta lya muene, ndipo siri jha K'yara jhibeta kujha jhitimisibhu, kama kya atangasili kwa bhatumishi bha muene manabii.”
420a0800c3	Sauti jha napeliki kuhoma kumbinguni jha nijobhili kabhele: “Lotayi, tolai gombo lidebe lyalifunulibhu ambalyo lijhele mu kibhoko kya malaika jhaajhemili panani pa bahari ni panani pa ndema.”
420a0900e3	Kisha nikalota kwa malaika ni kun'jobhela anipelai gombo lidebe. Anijobhili, “tolai ligombo na uliajhi. Libetakulikheta lileme lya jhobhi lijhelayi ni uchungu, lakini mu ndomo bhwa jhobhi libeta kujha linogha kama bhuokhi.”
420a0a00a6	Natolili gombo lidebe kuhoma mu mabhoko gha malaika ni kulya. Linogheghe kama bhuokhi mu ndomo bhwa nene, lakini baada jha kulya, lileme lya nene lyajhele ni uchungu.
420a0b007b	Kisha baadhi jha sauti syanijobhili, “Usilondeka kutabiri kabhele kuhusu bhanu bhamehele, mataifa, lugha, ni bhafalme.”
420b010098	Napelibhu lilasi lya kutumila kama ndonga jha kupemela. Najobhibhu, “Bhokayi na ukapemayi hekalu lya K'yara ni madhabahu, ni bhala bhabhiabudu mugati.
420b02009e	Lakini usip'emi lieneo lya ua lya kubhala jha hekalu kwakujha bhapelibhu bhanu bha mataifa. Bhaukanyili mji utakatifu kwa muda bhwa miesi arobaini ni mibhele.
420b03007d	Nibetakubhapela mashahidi bha nene bhabhele mamlaka gha kutabiri kwa muda ghwa magono 1,260, bhakajha bhafwalili magunila.”
420b04006b	Abha mashahidi ndo mabhele gha Mizeituni ni finara fibhele ambafyo fijhemili palongolo pa Bwana ghwa dunia.
420b0500ad	Kama munu jhejhioha ibekuamula kubhadhuru, muoto ghwihoma mu kinywa kya bhene ni kubhadhuru adai bha bhene. Jhejhioha jhailonda kubhadhuru lazima akomibhwayi kwa njela ejhe.
420b0600d0	Abha mashahidi bhajheni uwezo bhwa kudenda anga ili kwamba fula isitonyi wakati bhitabiri. Bhajheni nghofu jha kubadili masi kujha damu ni kujhitobha nchi kwa khila aina jha pigo wakati bhwobhwaha wabhilonda.
420b0700a5	Bho bhamalili ushuhuda bhwa bhene, mnyama jhola jhaihomela mulil'ende lya libelili kujha ni mwishu ibetakukheta vita dhidi jha bhene. Ibetakubhashinda ni kubhakhoma.
420b080084	Mibhele ghya bhene ghibetakugona mu mtaa bhwa mji mbaha (ambabho kimfanu wikutibhwa Sodoma ni Misri) ambapo Bwana bhabhi asulubibhu.
420b0900b2	Kwa magono madatu ni nusu baadhi kuhoma mu jamaa sya bhanu, kabila, lugha ni khila taifa bhibeta kulanga mibhele ghya bhene na bhibetalepi kupisya kibali kubhekibhwa mu likaburi.
420b0a00b2	Bhala bhabhitama mu nchi bhibeta kuhobhelela kwa ndabha jha bhene ni kushangilila, hata kutumilana zawadi kwandabha abhu manabii bhabhele bhabhatesili bhala bhabhatamili mu nchi.
420b0b00c2	Lakini baada jha magono madatu ni nusu pumzi jha uhai kuhoma kwa K'yara jhibeta kubhajhingila ni bhene bhibeta kujhema kwa magolo gha bhene. Hofu mbaha jhibeta kubhabinila bhala bhabhikabhalola.
420b0c00b5	Kisha bhibeta kup'eleka sauti mbaha kuhoma kumbinguni jhikabhajobhela, “Muhidayi khoni!” Na bhene bhibeta kulota kunani kumbinguni mu mabhengu, wakati maadui bha bhene bhilanga.
