2800000006	Matiyu
2e0f33004f	Ya! Mi hla kpe u katu tsi: Kina ku kruna wawumbu na, ama wawumbu ba kmata sran.
2e0f34009c	Ba kma ta sran ni nton rir, ni tsi ngban shishi, ni fu njon u klekle. Nitu fu njon'a, biwa ba kwuu a ba nzuu lu ni kpa wa ana gla na, i wawumbu ki kma sran.
2e0f35006a	Nitu kima ikpa yi wa ani gla ani sru kpe wa ana gla na, i ikpa wa ani kwuu yi, ani sru kpa wa ana kwuu na.
2e0f36009e	Ni nton wa ikpa u gla yi a ban wa ana gla na sru, mba niwa ikpa u kwuu yi ban wa ana kwuu na sru, niki itre ni ye wa ba nha zi, “Ba mryen ikwuu ni rhiku.”
2e0f370048	“Ikwuu, wu rhiku me ni ntsen? Ikwuu ingwu nchi u ta me he ni ntsen?”
2e0f380040	Ingyu nchi u ta u kwuu yi hi latre, i gbengblen latre a hi doka.
2e0f390047	Ama ki ngyiri ni Irji wa a nuta rhiku ni nkon wo Bachi mbu Yesu Kristi.
2e0f3a0097	Nituki, mri vayi u mla son mu, kri gbangban ni na du ikpe grju yi hle na. Ta kri ni tindu Bachi chachu, nitu bito ndi indu mbi ni Bachi na hi megen na.
2e10010069	Wu ziza'a nitu tere wu sere kpe wu zo bi hwu tere Rji wa me tere ni Ikilisiyoyi ni Galatiya, Anaki bi ti.
2e10020095	Ni ve wu mumla wu sati, du bi ka kpe zi, ni zi nibubu wubi ma wagbeble bi ni kai. Bita tei naki iton wa metaye ana wa bila tere bi shu kpi ni tei na.
2e1003006c	Wuton wa me taye, me tindu ni du ni bi wa bi kpa ye ni ba nha ni bawu ni duba gni sakon bi hi ni Urushilima.
2e1004002e	Wu anita bi wu meme me he game, wu baka wu me.
2e10050041	Wu me taye niyi me zu ni mece donia. Du naki me zu ni mace donia.
2e10060054	Ani tabi me son niyi, me wuton wu suyi ni duyi zo me nit zeryi ni du wuzhi wa me zu.
2e1007006b	Wu me na son me to yi ziza'a na me ka si hi mu. me yo sur mena hei niton mekuson niyi. Irji ni ta kpa yeme.
2e10080029	Me sar ku kri ni afisus nive wu fentikos.
2e1009003c	Ikon bwu ni mu bar wubilo shishi nime ba bar (bi karme bar).
2e100a0059	Wu ton wa Timoti ni taye bi ka du ka kpa le niyi indu Rji ani tei na wo ime me me se tei.
2e100b0070	Du ri na kpa a zir na. Za ni konmu wu bima ni se sur, wa har ka ye ni me. Du me son du bi tzir baba mir vayi ba.
2e100c007e	Wuni tu vayi mbu Afolos, me yo sur mu du ziyarce ni yi ni bru miri vayi, wu ana yo sur wuye ziza'a rina. u ton ni ta yi ani ye
2e100d0051	Mla ya ni son gbangban ni bangaskiya ni son, ison wu lulo, ni tsar gbengle suron.
2e100e0027	Du kpe wa bi tei, bi katei ni kpayembi.
2e100f0090	Wuni tere wu in ndi biko site fan as, baba yi ba kuci kpa Rji ni akaya, wuba yo tumba ni yi hidima ni biwa ba kpa Rji. Ziza'a me bre yi miri ya.
2e10100049	Bika yi biyayya ni iri ndi biyi ni du biwa ba zo nimi ndu wani fama nita.
2e1011004c	Me gir ni ye sitefan as, ni furtunatas ni Akai kas, Bazo me ka wu na hei na.
2e10120044	Wu baka wartsaka ni ruhu mu ni wubi wa naki bika mla inoli biki tei.
2e1013007b	Du ikilisiyoyi bi Asia ba turici ba niyiwu. Aquila mba Pricilla ba ciyi ni de Rji, ni ikilisiya wa ha hei niwu ni miko mba.
2e1014002f	Du mini vayi ba ciyi ci kpambi sumba maitsarki.
2e1015001f	Ime Bulus, me han wayi ni womu.
2e10160044	Du ndi wa ana kpaye meni Rji na ani hei ndi La'anane. Du Rji mbu ye.
2e10170021	Du Alheri Baci Yesu du son ni yi.
2e10180038	Du kpayem mu du son ni yi wawu ni minde Baci Yesu [Amin]
2f0000000d	2 Korinthians
2f01010093	Bulus Manzo Almasihu Yesu ni bubu into Rji ni whu Timoti vernyinbu yeh ni kho Rji wa ba ha ni korantos tutun mrevayi bi ba ha ni kpala memen akaya.
2f01020052	Tin dindi ti ziffin ni yin ni soun sin ni Rji Bacin bu ni ton titin Yesu Almasihu.
2f010300c6	Kidi gbre san Bachibu Kristi du ne sungregre ni Rji titi Bacinbu Yesu Almasihu. Ekin sa titinu whu wawu Kristi, wawui hi itiu jiyejiye kai di wawu iji din wha'a toh suron wawi ni Rji u sisuron nita.
2f0104009f	Rji ni nota si suron ni mi don kita, kika iya no bari souron ni mi wha ba ha ni, klikliyah. ki ta noba si sur ni bari ni bibi si sur din Rji wha a nota si sur.
2f0105005c	Ni tun iyah kiti wa Kristi ba kati gbugbu'u ni tu bu naki si suron ka hi kagon ni mi Kristi.
2f010600b4	Naki inde ki yah ni noyi si sur bini kpachuwo bin kita noyin si suri ni tun tsirbin. kin noyin si surbin ni tindun brabra yanda bi vun sisur ni bibin e yah wha ki he nemin diniton.
2f01070055	Yo surbu ni tunbi ani zonta nikine kita ki toh na bi son ni mi naki me bin zren nita.
2f01080077	Mri vayi kina son don yi hontoh ti yah wa ki ni Asiya. Bachanta zangbengblenbu, har di chu suron bu din kina gbujub na.
2f0109007f	Nakima ki wotre u kwu. aman ikpie atin duta na you nitu bu na, sei ni Rji wa ani bi ba ba kwu. wha a zun iji luden ne mein bei.
2f010a005c	Wha wuyi kpata cuwo ni memen en eghun kyu ani kpata cuwo kin yo surbu nituma ani kpata cuwo.
2f010b009c	A ni tin whayi kita zonkpa bu ni braibu. ne whayi mire vayi ba ye brabranda giri don kita ne tun tagomashi didin wha ba tin ta'u ni bu bu bra Rji iji babra.
2f010c00a3	Kin ghagbe na yin ni tingbe enmrebu ni tin dindinmre ni tinbi wha ne ye ne Rji kin zera ni sunbu ne gblugbu kin tin wha yi tuntuma ni bin yin sa ta bubu bimbi Rji.
2f010d004e	Kina ahan kpen ni yiu wha bina ya blamana ni ton na in somu dunyi to gregreme.
2f010e005f	Tun wha bin tonta fime ziza bin ghagbe nita ne ivin wu tibun Yesu, tutur wha kin ghaban ni yin.
2f010f0060	Don igabagadi wha me hei'u ni tunbi nahi ye neyin wu rini, donji ni tsonta kine zerakpabu khuha.
2f0110008c	Meha ni tannire ye ni yin ni ghomu hin ne makidoniya. tun ni bubuyin me remre toyin ni zera hi Makidoniya, bin tome ni konmu hi ni Yahudiya.
2f01110081	Thun wha me tsi remre yi, in surmu na nena? me mlabubu bin yin zitin niton magwaji din ni thon a ne la i ne A a a a ne ton ririn.
2f01120042	Thun wha Rji a ha ba la tra ki na ya lah ne i kon A' a ni ton irin
2f01130094	Thun da Evivre Rji Yesu Almasihu wha Silbanus mba Silas ne me ki Shaida yi'u ba 'i' di “A' a ba pha kitreanahi Nhnaki “I' a hei khon wha ne ton.
2f01140057	Uh yo uyo uh Rji whawhu ah 'E' ni'a'a ni uhn ne ta kon ma ki tre gbuchu ni gbre san Rji
2f0115003d	Zizan a Rji kpa mym nita ni biyin ne me Almasihu nanta (kebe)
2f01160061	A yo gban ma ni tunbu da nota Ruhu ne me surbu ne matsayin da tsrota kpe a ne tin nitau ni kogun.
2f01170063	A hei na kin a yonta ni Rji wha a krin ni'u ni kpen ririn me na yen ni korinti me ni kpa yin chuwo.
2f01180077	Kina sun ki hei na Rji tun bi na ko nitun kpa myemebi. nita bubu yin ki whu bi tindun ni yin ni grin bi, na da bin krin
2f0201004e	me ba emrenmu mena ye yin ne kpalabana mena yaye ne yin na ne to yah bi heime.
2f0202004c	Me ta kpa surbi tin meme nhan ne si yinsurmu in ba whame kpa surma ti me ba?
2f020300aa	Me nha ni yi'u yadenme tin mita ye niyin mena to kpa sur ti meme nibi ba mle tu ba noyin si sur mehei nigabagidi ni yin grin me hei un aki bi hei un aki be ahane'u whawu.
2f02040080	Me nha ne yi'u ne me yahni kpasur timeme, ne yin ma shishi ubran me na so dun sur bi temenena. in naki zurfi son me hei ni yi'un
2f0205004c	Idin wha kbrin kpa sur ti meme ana me ghrinmu na ba nayi na har niyin wha'u.
2f0206002f	Tin yah wha galabinku biti ni din a mlan ne ba.
2f02070065	A hei naki ziza maimako yah ki kpa lahgani un bi ka ta'a zita un tin naki dun bakinciki bi dun brana.
2f0208006e	Ahei naki, ki nayi emre kpa lahga ni'u ni zra bi bin son bin he ni'u ni zra bi bin son bin he ni'u ahei ne ra.
2f02090048	Ekpen wha asa me nha fufun, meni tsra yin to ko bi who tre ni kpenkitin.
2f020a007d	Din bi kpa wu ri lah ni'un me kpan wu rilah ni'un kpen me kpa wuri lah, meta kpa kperin wurileh don biyin ni shishi Almasihu.
2f020b0045	A ha nakin kina dun memen shaidan gurta na don kina kato bibin chema.
2f020c0054	Me samu kutra wha abwu bra ni Bacibu den me rin me gbu Tarwasa, ni bla tra Rji naki.
2f020d006b	Dun ton yin, surmu na kha kruna mena to mre vayimu na Titus na muna, me brin ba nimu ni khme ye makidoniya.
2f020e0079	Me gren ni Rji, ni min Almasihu wha kai ga nasara ko wha ni ton ne who bu a sra whiwhi riro whu didima whu to ko ni tsen.
2f020f005f	Kin ta ki whowhi riromani Almasihu ni Rji ni tsutsu bi ivren ni bin bakpa kobin ba kaba sur tun
2f02100084	Di bin ba kaba surtun whowhi netsutsun kyu hei ne kyu, ne bi ba kpaciwo ne whowhi ba heini vren hin nevren, a nha cancin ni bubu ba?
2f02110086	Kina hei brun di ba leh ne tren Rji na kpa riba. aheinaki ne tsrakakiya mren ki tretre yin ne Almasihu yah de Rji tunta ki gre ne Rji.
2f0301005a	Ki soma yabo tutubu? kinasun nha funfun tingba niyio ko ye niyina, idin barin ana naki na?
2f03020061	Bi yin tunbi bin funfun whu nha ta gbabi wha ba nhan ne me surnbu, wha idi ba ton whawhu da blan.
2f030300a5	Kin tsro tunbu ki hei funfu nha wha a nha Almasihu, wha kin isor. Ana bibin ki nha na amma a Ruhu Rji whu vre ne tun alluna tinta ba nha ba, amma nitun alluna sur di
2f03040044	Un wha yi hei ni gabagadi wha ki hei niv nime Rji nita kho Almasihu.
2f03050066	Kina nha ni gulanita tunbu wha ki yin takamar ni kpe wha nha nitaba nha naki gwanita ba hei ni wo Rji.
2f03060060	Rji bata bi to tigran a yo yu, in yo yu ni whua a hei n whu ruhu in nha ni whu ruhu uvre a neta.
2f030700a4	Hidima wha haifar ni kyu a he nha nitun tita wha a ye ne irin daukaka emre tsraila ba na ya to shishi Musa na ni wha yi don daukaka wha a hei ne shishi ma whu sutu.
2f0308002b	Na misalin girma daukaka hidimar ruhu niti?
2f03090052	Yah da hidimar kayarwa ani daukaka, misalin yalwata daukaka ni hidimar didi aniti.
2f030a0071	Na tamre in kpe ba ta un eki ba daukaka un ana hei ni brun daukaka a wanna fanni don bibin daukaka ta zarchi whu.
2f030b004d	Wha ba ka sutun a hei ni daukaka misali daukaka un kpe a hei dindindi ki kpa.
2f030c0033	Dashike ki hei ni tonba, kin hei ni gabagadi zizin.
2f030d0075	Kina hei na Musa na wha ki yo Ephilima nikha shi shima, na Emre Israila ba na ya yah clen daukaka whu sutun nitsande.
2f030e0087	To tamreba a hei na khaka ye luwa Ephlina hei sa'anda ki blan nha whu tsoho yoyu. Bana buwna a hei ne me Almasihu kaida ba kawar ni un.
2f030f0037	Har luwa ko to rime ba blan Littafin Musa akwai Ephlin.
2f03100024	Ama u nji kpa Almasihu ba kawu cuwo.
2f03110033	Ton Bachi a ruhu. bubu ruhu bacibu hei akwai yanci.
2f031200ac	Kita ziza ni shishi wha na hei ni Emphlina ki ton daukaka Baci. ki to kbasar ye neme wanna daukaka, daga bubu baza wu daukaka ye bubu baza na a hei tibu, wha whu yin a ruhu
2f04010043	To nayin, kiti hidima wa bi kpa nita ikon jinka, kina bir yo surna.
2f040200a0	Maimako naki kpabu ni nko wha a hei ni shan whu kurin kina ti rayuwa makarci ki na tin tra Rji ni mure. ki tin dindi, ni nun tunbu ni sur ko ahei ni shishi Rji.
2f04030038	Wu hla tra Rjibu anh kaika, anh nika ne bin ba kasurtun.
2f04040095	Ni min surna iji wu gbugblu a mhrin fwen surba bi wa ba ha ma niti dindi. idima ba na ya ton kpeni tre Rji na bresa Almasihu nah wawu yi a surar Rji.
2f0405005c	Ta naki, ki ban tumbu hi ni kahlan aman Almasihu Yesu a matsayin Baci, ki granba nitun Yesu.
2f0406007f	Ga Rji wha a tre “Ikpan wa ni kpa wawu ni me bulu ani kpa ne min surbu da no kpa niton gbrenRji san. ne shishi Yesu Almasihu.
2f04070057	Ki ha ni won ni min gbula, wa a ni hei a bayane wa afimeni meba ni tin Rji ba wu bunba.
2f04080092	Anh ni shayah ni ko ta ingon reni, bana rinta na rebemi na ki karbi shishi, tun naki kinana chun ni sur buna ba nota yah aman a na sorta lebga na.
2f04090023	Ba' nota yah, ama ba na ti meme na.
2f040a004e	Kita cacu ki ba kyu yesu ni kpanbu don di tsrota bayani rayuwa Yesu ni kpanbu.
2f040b006d	Bi bi yah ba hei sesar (ko ivren) cha chun ba mika ta ga kyu ni tun Yesu ni tren Yesu ahei ne kpa, bu wu kyu.
2f040c0046	To wa yi sa ki kyu ni tin dun nikpanbu, naki ivre ni tindun ni kpanbu.
2f040d0068	Ki hei ni ruhu wu tin dindi na dan ba nhai min khanye ni wu ni furta 'kinto kin kbanye kin nzi lah naki.
2f040e006c	Kiton ndi wa zun Yesu titin ni men bu ani zun ta ni Yesu ken tan ana gabatar ni ta na ni biyin ni ko shishi.
2f040f005f	Kpen ati don bi yin ya dan ba baza alheri ni adi bi ba bran gren ni kara bran ni gbren Rji san.
2f04100043	Kena fin ni surba na ko nita kina timeme na ki ta sarkpanbu chuchu.
2f04110054	Wu to vin yah mu ni vin ma ani mlatati hi ga nanyi madawami gbren wa a wuce tsra ya.
2f04120089	Kena yan kpe wa ki to ba ni kpe wa kina to bana ni kpen wa kin ya ton ba ni kpe ki ya to ba na dawamba kpe wa ki na ya to na dawamimi ne.
2f05010075	Ken he ni iko waki sun ne me a zee ba kon riwa ba me ni woRji. A kon wa ba wo ndi ne bubu meikon wu komi ikon nishun.
2f05020048	Ki he men kpawa ki grunoni ki gben suturta ni ta ni bubu sunbu ni shulu.
2f0503003d	Ki gben ni wa yinko bubu yin surkpi ni wu kina san ni gbrena.
2f05040096	Ki na he ndi wa ki he ni me alfirwa; kiti gurnani a nota yah kena sun sina ahenaki kinsun dun ba suturta nita wu ne envre ni ki ne menlu kpe wa a kyu.
2f0505005b	Ndi wa ni sun mlan bubu yin ti wu gregre ma a Rji wa a nota Ruhun ni iko yo yu ni kpe neye.
2f0506005b	Iwa he naki he negabagidi ko nitan. Ken mlaya wa kin shagala ni me kpa ki sun gbro ni Baci.
2f0507002d	Ni tun kba yebu ki jir, a na to wu wal sh na.
2f05080034	Ken he ni gabagadi ki brin kpa bu ni ku sun ni Baci.
2f0509003b	Ki ban ni burinbu, kon ki he ne minkpa ko gbro ne gamsh un.
2f050a007a	Tilas wawumbu ki halara ni koshishi kursiyin blatre Almasihu ko di an kpa dima ikpe wa wu tin ni mekpa dindima kha memema.
2f050b0071	To ki a an ki klun sisir Baci di ne gurndi Rji ti tonta wa ki anh ne ra, me to naki a anh ine khalan ne Almasihu.
2f050c00b2	Kina sun kigur yina ni dun yi tonta ni matsayi ndi biti dindina, maimako nayi ki noyin dalili gagba nita, du yi to amsar wa bi ni bi ba gbreson ni ye ba ana kpewa anh me sorbana.
2f050d0037	Kiti nahi ni mesurbu dunRji, in anaki ki anh nimesurbi.
2f050e0057	Sun wa Almasihu Elias an bu ki tabatar ni wu ndi rikyu ni tuni hu mi wa he naki ba kyu.
2f050f0074	Almasihu kyu nitu ka nhanidi wa ni vren ba ra yu ta tun ba, maimako na hin ki yin raguwa dan wawu. wa akyu da lunde.
2f051000a3	Ni bubu dalili, zizan khina khara blan lahtre ko, an bis bubu tsara (ko ma'um) ni yanadm, tun nahi ki ya kongun ni to Almasihu naki zizan ki brin sharanta ne haka.
2f0511004d	Dun ndi wa an me me Almasihu batitine. cinche al'amura ba shude den kati nsa.
2f0512005e	Ton kpe bin yin ba he ni Rji a shunta tin ni tun ma, nita wurin Almasihu a no ta hidima shutu.
2f0513006e	Ne me Almasihu, Rji shuta tin ne gbugble ye ni wu, a na ya blan la tre (zunubinsu) ni tun ba a nota tre shutu.
2f0514007a	Ba chunta ni matsayi bi lah tre Almasihu, Rji ni yo ta ni adi nita wobu ki, bra yin don Almasihu ki shukpa bu ti niwo Rji.
2f051500ae	Wa wu yin mi ni Almasihu a ka yima lehgadon ku sho ku bu. A an ti lantre nan. Atinayi niki sun bin ti dindi wa wu na ti latre na atin na yin ki ne sun ne adalci Rji ni me ma.
2f06010038	Tun ki tidun yayi me bra yi na kpa hle ne dun Rji naRji.
2f0602006a	A tre ni ton wu dun Rji kiwo yin a i fin kpata chuwo. Ziza yin a ton wuadun Rji ye ziza a fin kpata chuwo.
2f0603005b	Ki na yo grun wu ku sho kubina ni shishi bru bina ki na so dun Hidima bu ni nha dun megina.
2f0604006b	Sar he nayi kito tumbu naki ni bubu dunbu na ki gran Rji ki granma ni ta bubu vunson sar ije, tiwundi, iya.
2f06050042	Zin, kotron, inku, nime dun wuyah ne me kruna ni chun ne mrevanyi.
2f06060046	Ne me ba kiti kpe vusor, ti dindi ne min, Ruhu glansar isowu dindisur.
2f06070030	Ki grama ni mehlan dindi ni wo kori ne wo komre.
2f06080060	Ki tin dun ne daraja ni meme daraja ni gbrasa ba mreta di ki gurba ko na yi ki bin lah dindi ma.
2f0609008f	Ki tin dun ni ba na to ta na, Ba ton ta gregreme ki tin dun na kin kyu ki he ni vren bu kin tin dun na bin na no ba yah a na yah wu wun ndi na.
2f060a00b9	Ke tin dun na bin ba no ba ki tinfun, ko ne ta ki ti dun ne gresan. ki tin dun na bin bana he ne kpena ki azurta ndin ba bra. ki tin dun na kina he ni kpena, naki ken vun ko ge ni ghrin
2f060b0037	Ki lah dindi ma ni jiwu conrontiyawa mesor bu heni bwu.
2f060c002e	Kina kange serbina bi yi biti kange ni kpa bi.
2f060d0036	Ziza sanading me tren ni yin na mhyre bi bwu na surbi.
2f060e0064	Na chundun ni bin ba na tin bina. Aageh he ni tsutsu adalci ne Sharia? a ge he ni tsutsu kpa ni bwu?
2f060f0063	Wace yarjejeniya he ni tsutsu Almasihu ni ibrji? inge he ni tsustu bi tin ndindi ni bi tin dindina?
2f061000a3	A shutu ge he nitsutsu kho Rji di kho kachein? (Ibrji)? kin ta ki kho Rji wa ni vren in Rji tre wa wu ri me bin na tzre nitsu tsu bi ani sun ni Rji ba, ba he ndima
2f06120096	A nahi bin rhun ni me ba, ni sun kebabbu inji Baci ni yowo kpen unmemema ne kpa yi. A he tinbi ni yin bin he mre lilun ni wha ni me. Titi Baci he iko.
2f07010052	Bi sonta an na hi yoyu kini glatu bu wawu ni kpe wa ba kpa tsatsra ni me sisir Rji
2f07020046	Nu ta ngon kina kpa sorbi ti meme na kina mytre ndoun ko ki myre yina.
2f07030069	Ana wa me kpeyi ti meme na. me tren me riga lah ni yi wu hi he ne mesorbu ni kin, kyu yayi ni sun ni yin.
2f07040058	Me he dindi ne gabagadi ne me bi me gbre yi san ne yoyi sor grenmu shun makil ne yah bu.
2f07050082	Wa ki ye ne Makidoniya kpanbu na sun nsi na. naki rin ni matso loli ni kho wani ingon ni bubu kpan sur timeme ni zi ni sisir neme.
2f07060039	Rji wa a ta'ata ne raunana a ta'azata nita ne taye Titus.
2f070700a9	A na ye bakadai Rji yin cintaba ni ta bubu cin Titus me to ni yin a llah ta wu bin matsanaciya sunbi, kpa sor bu timeme (ko fun) ni zurfi mleyi ya kana. megren kpokpome.
2f0708007b	An mu nita kpa surbi timeme, me lah mini to nakina da meto nha kpa sur bi timeme mi yin me ni to infu bi a wu ton finme in.
2f07090082	Ziza me he nigrin, ana dun fun bi na, in funbi ghreye dun yikpa Rji, fuskaci funbi ne bra Baci, to na yin bi na hama wu don me ba.
2f070a0066	Nfunbi wa a he Rji a khri yi hi tuba da kammala vren ba tse wu to ba nfun wu gbuglu grin yi ye ni kyu.
2f070b0109	Ya dindi emre a he ne me nfun bi ni wo Rji a ghrini minebi ina misali son tu bi ba, a tsro yi ne bana kho ukun (laifi) ina misali son tun funbu, sisirbi ni ye sorbi himmar bi ni mar maribi ni ya niti adalci ne ko ge ni tsron tu bi bi na bi laifiba, nime al'amariba.
2f070c0076	Ko ahe me anh ni yi wu, ba anh niton bi laifiba ko wa ba te laifi me anh nito yo tunbi ni ta nito yi ni khushishi Rji.
2f070d008b	Dalili wa yi ki kpa ngurin (karfafa) baya kogun cin yin ki grendinding me sabo da ni grin Titus, ni ruhunsa a fei gbengbelen ni yi wawu'bi.
2f070e009b	Me ta gbresan ni yin nish'ma mena klu sha na ni bubu. koge me lah ni wu ni tu naki din ikpie ba wawu wa mihla. a jaji gresan bi ni tun Titus a tsorota jaji
2f070f0045	In sunbi a he bran wa ani taka, wa wu trebe wa bi kpa a ni sisir kpa.
2f07100035	Me gren mataukarkpo kpomu ne cikake gabagadi ni me bi
2f0801004f	Mini vayi ki sun duye to ndi alherin Rji wa bano ni Ikilisiyoyin ni Makidoniya.
2f0802005b	Ni ton kekle ya wa bi to ni se suron ni ya wabato, anoba gbugbu'u gri wa ba noni suron riri
2f0803005f	U mi lha niyiwu bano bayasuwa mbo ni yo sur mba zan kpe wa ba hei ni wu. ni kpayeme ni sur mba.
2f08040060	U ni bre ta ni sur riri duba no ba ton waba ka mba ibi du ba yi tayarwa ini hidima ga bi hu Rji.
2f08050055	U wayi ana hei na waki yosuron u baguci no tumba ni Rji riko u nita ni kpayeme ni Rji
2f0806003a	U ki bre Titus wa riga hei ni mi ndu yi ka kle ndu'a niyi.
2f08070092	U bi riga kri nimikpi wu ban gaskiya ndi tere, nito, ni mindu tukuru, nimi kpayeme ni ta. Ahei naki, bitabata ni habaka nimi duyi wu no (bayasuwa)
2f08080082	Me tere naki ana hei neme tere niyiwu ni gbegblen na wa naki, me tere nime tsar sahihancin kpayeme ni kwantata ni himmar ibru ndi.
2f08090092	U bi to alheri Ubangijinku Yesu Almasihu, u naki me ahei ni arziki nda k'mati wu ya ni tumbi domin hi tu taulauci ma biyi bi ka k'ma ti bi arziki.
2f080a0061	Nitu alamariyi me noyi mer waanizoyi. Nisai wa kle binati kps megye na, ama bi yo surbi ni tei U.
2f080b007b	Bi kle u zizan'a. Na wa bina hei ni suron ni kwazo u ti naki niton ki, bikayo suron ndi tiye nikle ma dede ni gbegblen mbi.
2f080c0083	U bi tayo suron ndi bi tie ndu yi wakpe wugir ni kpayeme ni ubi ani hei daidai kpe wa ndi ahei ni wu, ana kpe wa a hama ni wu'a na.
2f080d006d	Wayi ana wani kpe wa ba nawata ni yiu du bari fe sauki mana. U ani ta hei toki, wani bi duba fe daidai- tuwa.
2f080e007f	Ison bi gbugbu'u zizo'a ani noyi kpe wabason. Wa naki ni bar mba, ani yada na kpe wa bi son, wa ani zama kpe u biya bukata mba.
2f080f006f	Ahei na wa ba nha. “Eri wa hei ni kpewu bra na hei nikpe wa ani don burna, u wa ahei niwu fime ana wa hama na
2f08100053	U gyir ga Rji wa ayoni suron Titus imre u kula ni yi kama yadda mi hei wa ni tumbi.
2f08110055	Ana bre mbu kadai akpana U ati ni kpeyeme suron ma naki. Aye ni yi ni kpayeme makima.
2f08120051	U ki ton wawu vayimbu wa ki kpayeme niwu ni du Ikilisiyoyi du ma ni bla tre Baci.
2f08130079	Ana wayi nika kle na amma Ikilisiyoyi ba cu u du nu ta hi hidima u didin ma u alheri wayi domin gbrai Rji san ni niya mbu
2f0814004f	U ki klu kina duba na to ta hla trena game ni alheri wa ki zre ni bla ni ndina.
2f08150054	A he ni suron mbu du tati kpe u bima ba ni shishi Rji ni kakle ba ni shishi indi me.
2f081600be	Kiton vayimbu ri tare ni ba ki tsar u to nikon gbugbu'u, ki to wa hei ni himma ni indu. Wa a ba yondu gbugbuu wa ba yo du ti. Zizan me a kara ni himma sabo ni amincewa wa ahe niu game ni yi.
2f08170084	Ni wawu Titus a kpan wu zre mu ni kpan wadunmu don biyi. Umir vayi mbu, ba ton ba yir ni Ikilisiyoyi babi hei ni daraja ga Almasihu.
2f0818004e	Naki bika kpayeme ni ba ni tsor ikilisiyoyi ba kpe u se suron tawu game ni yi.
2f09010031	Game ni hidimar bi tsartsra a bin na anh ne bawu.
2f09020091	Me to marmari bi wa me gbresan ni wu ni shishi ndi bi Makidonyah. Me lah ne bawu Akaya ba riga na mlan son tu senmu nhoyu bi sanbruandi ba ri dun
2f09030068	Me to ba ni yi emre vayi na dun grea ni yin ka he wu lheya ma, ni yi son ne whre, na wa metre duniya ti.
2f09040092	Idan ana nayina rin nime bi Makidoniyawa ba whume da na ye bi nahe shutina ki jin shan me na ha nikpe metra ni tu bina me khrin gabagadi ni tu bi.
2f090500a7	Me to abi dun me tru mrevayi dun ba ye ni kafi tom ni yin shirin ne gudumawa wa bi yo iyu. wa yi ha naki ni shiri be ni matsayi bayarwa ni ti lulu ana kpe wu funkpa na
2f09060056	Intra naki whu wa wu chun fime wu chan fime wa wu chun brabra nitun lulu whu kpa lulu.
2f09070070	Ko di anh no wa surm no di no na no di sorfunna ko ba fun ne gbegble in Rji ni so bi wa ba no ne kpamhye sar ba.
2f0908007b	Rji ha ni gbegble yo lulu ni ko anh da no bra ko nita ani dun kpe bi so ana kon sun niyi da ribabany dun dindi wa bi ha wu.
2f09090047	Na di ba nah a ga wo ma da no bin bana ha ni wu na. Ti bima ni ha tutur
2f090a006c	Wa a no bi wu chun ni gurasa don birin, ani no da du brabra ni yi wu bin wu chun. ani yo chan adalci ni bra.
2f090b003c	Bi he niwu babran nita no kim ni ndu ba gir ni Rji nitu mbu.
2f090c004e	Tin wa hidima ni ha dinma tsatra din ribanbanya hi ndun. bi bra da gir ni Rji.
2f090d0072	Ba tsra yin na to hidima na gber Rji ni tin biyayya ni tre hlan Almasihu. Bi gbersan Rji ta jawa no uwu bi ni bru.
2f090e004b	Ba he ni umre wu toyin na bra ni yi wu ba ti wa ni tun alheri Rji ni tu bi.
2f090f0025	Gri ni Rji ni no ma a na kgo kgo bran
2f0a0100b3	Ime Bulus ni tumu me bre yi nita tawali'u ni nasihar Almasihu. Me hei ni se sur me na hei ni zuntu na, du iton wamehei niyi, me hei ni sur riri, nity ko niton wa me na hei niyina.
2f0a0200a4	Me bre yi du nton wa mehei niyi mena so ni mehei ni tsaurin hali na. ume ya me kpayeme ni son gabagadi nawa me kle ni tsayayya ni biwa baya din ki son ni kpa megye.
2f0a03002e	Wukoni hei ki tsar nikpa, ukina taku nikpa na.
2f0a04008f	Ukpewu ta ku niba ana narma kpana, wunaki ba hei ni makamai u Irji wa hei ni ikon wurushe ni gbegble bini (Shaidan) Bana gni kpe wu gbi sur na.
2f0a05004d	Wukikpa kpe wani yo shishi ni to Rji, U ki vu du mere wa ani wu kon Almasihu.
2f0a06004f	Ki hei ni to son wa ki hukunta kogye wani hei wu reshi biyayya mbi au tabatace.
2f0a07009b	To kpe wa hei ni koshishi hi wa ana u rina. Wu indi wa kpayeme wa'u wu Almasihu wa ka tabatar nituma cewa yadda wau a' wu Almasihu, wa naki wukita me naki.
2f0a08005f	Ko me ni u, wa irji a nota du ta inganta yi, ana hei donki kpa yi teimeme na, ishan na teime na
2f0a09003d	Me na kpayeme du hei na me noyi sesre na ni vuvu wa me ha na.
2f0a0a006a	Indi bari batre, “Vuvu ma wa ha bahei ni sesre, U ta to a kumama. Lan tere na wa u yo sur wu wo ba na”
2f0a0b006e	Wundi bayi du ba to kpewa ki la ni bawu a lan tere vuvu mu ni ton wa kina hei ni bana wa naki ki tei koko hei.
2f0a0c0097	Ana kai niton ki ga kpambu kankan rina, koki kwatanta ni tumbu ni biwa ba vurwo ni kpamba ani baba to kpa. U ba tsar tumba ni kpamba wa bana to kpe na.
