0100000009	UGenesisi
1a150c00b8	Hlaba umkhosi ulile, ndodana yomuntu, ngoba imelane labantu bami; imelane lamakhosana wonke ako-Israyeli. Aphoselwa kuyo inkemba ndawonye labantu bami. Ngakho-ke bamba isihlathi sakho.
1a150d0089	Ukuhlolwa kuyeza impela. Njalo kuzakuba njani nxa intonga kaJuda yobukhosi, edelelwa yinkemba, ingasaqhubeki? kutsho uThixo Wobukhosi.’
1a150e00be	Ngakho-ke, ndodana yomuntu, phrofetha uqakeze izandla zakho. Inkemba kayigadle kabili, lanxa kungaba kathathu. Yinkemba yokubulala, inkemba yokubulala kakhulu, ebahanqayo ivela macele wonke.
1a150f00ad	Ukuze inhliziyo zibe buthakathaka labawileyo babebanengi, sengibeke inkemba yokubulala kuwo wonke amasango abo. Bheka! Yenzelwe ukuphazima njengombane, iphathelwe ukubulala.
1a15100063	Wena nkemba, geca kwesokudla, uphinde kwesenxele, loba kungaphi ubukhali bakho obuphendukela khona.
1a1511005e	Lami futhi ngizaqakeza izandla zami, njalo ulaka lwami luzadeda. Mina Thixo sengikhulumile.”
1a15120025	Ilizwi likaThixo lafika kimi lisithi:
1a151300c7	“Ndodana yomuntu, canda imigwaqo emibili yenkemba yenkosi yaseBhabhiloni ukuba ihambe kuyo, yomibili iqalise elizweni linye. Yenza insika yesiqondiso lapho okuphambuka khona umgwaqo oya edolobheni.
1a1514007b	Canda omunye umgwaqo wenkemba ukuba izemelana leRabha yama-Amoni, lomunye ukumelana loJuda kanye leJerusalema elivikelweyo.
1a151500ca	Ngoba inkosi yaseBhabhiloni izakuma lapho imigwaqo eyehlukana khona, lapho okuhlangana khona imigwaqo emibili, ukuba ifune ibika: Izaphosa inkatho ngemitshoko, izabuza izithombe zayo, izahlola isibindi.
1a151600f5	Esandleni sayo sokudla kuzakuza inkatho yeJerusalema, lapho ezamisa khona imigqala yokudiliza, lokunika umlayo wokubulala, lokuhlaba umkhosi wempi, lokumisa imigqala yokudiliza amasango, lokwakha amadundulu kanye lokumisa izindawo zokuvimbezela.
1a15170074	Kuzakhanya angathi libika amanga kulabo asebefungele ukuthobeka kuyo, kodwa yona izabakhumbuza icala labo ibathumbe.
1a151800cb	Ngakho nanku okutshiwo nguThixo Wobukhosi: ‘Njengoba lina bantu lingikhumbuze icala lenu ngokuhlamuka kwenu okusobala, libonakalisa izono zenu kukho konke elikwenzayo njengoba lenze lokhu, lizathunjwa.
1a15190082	Wena nkosana yako-Israyeli exhwalileyo njalo embi, usuku lwakho selufikile, lesikhathi sokujeziswa kwakho sesifike emaphethelweni,
1a151a00a2	nanku okutshiwo nguThixo Wobukhosi: Khupha iqhiye, yethula umqhele. Akuyikuba njengoba kwakunjalo: Abaphansi bazaphakanyiswa kuthi abaphakemeyo behliselwe phansi.
1a151b0080	Unxiwa! Unxiwa! Ngizawenza ube lunxiwa! Kawuyikubuyiselwa kuze kufike lowo ongowakhe ngokuqondileyo, onguye engizamnika wona.’
1a151c00cd	Njalo wena, ndodana yomuntu, phrofetha uthi, ‘Nanku okutshiwo nguThixo Wobukhosi ngama-Amoni kanye lezithuko zawo: Inkemba, inkemba, ihwatshelwe ukubulala, ilolongelwe ukuqothula lokuphazima njengombane!
1a151d00c4	Langaphezu kwemibono yamanga ngawe, lokuhlahlula okungamanga ngawe, izabekwa entanyeni zababi okumele babulawe, abasuku lwabo selufikile, abasikhathi sokujeziswa kwabo sesifike emaphethelweni aso.
1a151e006c	Buyisela inkemba emxhakeni wayo. Endaweni owadalelwa kuyo, elizweni labokhokho bakho, ngizakwahlulela khona.
1a151f009b	Ngizathululela ulaka lwami phezu kwakho ngiphefumlele lentukuthelo yami etshisayo kuwe; ngizakunikela ebantwini abalesihluku, abantu abakwaziyo ukuqothula.
1a15200083	Uzakuba zinkuni zomlilo, igazi lakho lizachithelwa elizweni lakini, kawuyikukhunjulwa futhi; ngoba mina Thixo sengikhulumile.’”
1a16010025	Ilizwi likaThixo lafika kimi lisithi:
1a16020088	“Ndodana yomuntu, uzalahlulela na? Uzalahlulela na lelidolobho lokuchithwa kwegazi? Ngakho melana lalo kanye lezono zalo ezenyanyekayo
1a1603009a	uthi: Nanku okutshiwo nguThixo Wobukhosi: Wena dolobho elizilethela ukutshabalala ngokuchitha igazi phakathi kwakho njalo uzingcolisa ngokwenza izithombe,
1a160400eb	usube lecala ngenxa yegazi olichithileyo njalo usungcoliswe yizithombe ozenzileyo. Usulethe insuku zakho ekupheleni, lesiphetho seminyaka yakho sesifikile. Ngakho ngizakwenza ube yinto yokuklolodelwa ezizweni lenhlekisa emazweni wonke.
1a16050069	Labo abaseduze kanye lalabo abakhatshana bazakuhoza, wena dolobho elidumazekileyo, eligcwele ukuxokozela.
1a16060078	‘Khangela ubone ukuthi yileyo laleyo inkosana yako-Israyeli ephakathi kwakho isebenzisa amandla ayo ekuchitheni igazi.
1a16070086	Phakathi kwakho iphathe uyise lonina ngokweyisa; phakathi kwakho incindezele abezizweni, njalo yaphatha kubi izintandane labafelokazi.
1a1608003d	Uzeyisile izinto zami ezingcwele watshaphaza lamaSabatha ami.
1a1609009b	Phakathi kwakho kulabantu abahlebayo, abahlose ukuchitha igazi; phakathi kwakho kulalabo abadlela ezindaweni zokukhonzela entabeni benze lezenzo zesigweba.
1a160a00a2	Phakathi kwakho kulalabo abangcolisa imibheda yaboyise; phakathi kwakho kulalabo abadlwengula abesifazane besesikhathini sabo, lapho bengahlanzekanga ngokomkhuba.
1a160b00bc	Phakathi kwakho indoda yenza ukona okwenyanyekayo lomfazi kamakhelwane wayo, enye ingcolise umalukazana wayo ngendlela ehlazisayo; enye njalo idlwengula udadewabo, indodakazi kayise uqobo.
1a160c00ec	Phakathi kwakho abantu bayavuma ukuthengwa ukuba bachithe igazi; uthatha inzuzo lomvuzo odlulisileyo emalini ebolekisiweyo, uthole inzuzo engafanelanga kumakhelwane wakho umbamba ngamandla. Njalo usungikhohliwe, kutsho uThixo Wobukhosi.
1a160d0076	Ngeqiniso ngizatshaya izandla zami ngibabaza inzuzo engafanelanga osuyenzile kanye legazi osulichithe phakathi kwakho.
1a160e008a	Isibindi sakho sizaqinisela yini loba izandla zakho ziqine ngosuku ngiqondana lawe na? Mina Thixo sengikhulumile, njalo ngizakwenza lokho.
1a160f005f	Ngizakuhlakazela phakathi kwezizwe ngikuchithachithele emazweni; lokungcola kwakho ngizakuqeda.
1a1610004c	Lapho usungcolisiwe phambi kwezizwe, uzakwazi ukuthi mina nginguThixo.’”
1a16110029	Ilizwi likaThixo laselifika kimi lisithi:
1a161200a0	“Ndodana yomuntu, indlu ka-Israyeli isibe ngamanyala kimi. Bonke balithusi, lomnuso, lensimbi kanye lomthofi okusele phakathi kwemvutho. Kungamanyele esiliva.
1a16130067	Ngakho nanku okutshiwo nguThixo Wobukhosi: ‘Ngoba lonke selibe ngamanyele, ngizaliqoqela eJerusalema.
1a161400e4	Njengabantu beqoqela isiliva, lethusi, lensimbi, lomthofi kanye lomnuso emvuthweni ukuba kuncibilikiswe ngomfutho womlilo, ngizaliqoqa kanjalo ngokuthukuthela kwami langolaka lwami ngilibeke phakathi kwedolobho ngilincibilikise.
1a16150061	Ngizaliqoqa njalo ngizalivuthela ngolaka lwami oluvuthayo, njalo lizancibilikiswa phakathi kwalo.
1a161600b1	Njengesiliva sincibilikiselwa phakathi kwemvutho, kanjalo lani lizancibilikiselwa phakathi kwalo, njalo lizakwazi ukuthi mina Thixo sengithululele ulaka lwami phezu kwenu.’”
1a1617002b	Ilizwi likaThixo lafika futhi kimi lisithi:
1a16180076	“Ndodana yomuntu, tshono elizweni uthi, ‘Uyilizwe elingazange libe lezulu kumbe imikhizo ngosuku lwentukuthelo.’
1a161900ca	Kulokucetshwa kwamacebo amabi ngamakhosana alo phakathi kwalo njengesilwane esibhongayo sidlithiza esikubuleleyo; adla abantu, athathe inotho kanye lezinto eziligugu, andise labafelokazi phakathi kwalo.
1a161a0121	Abaphristi balo bephula umthetho wami njalo bahlambaza lezinto zami ezingcwele; kabehlukanisi phakathi kokungcwele okujayelekileyo; bafundisa besithi akulamehluko phakathi kokungcolileyo lokungangcolanga; njalo bavala amehlo abo ekugcineni amaSabatha ami, okwenza ngithukwe phakathi kwabo.
1a161b008a	Izikhulu zalo phakathi kwalo zinjengezimpisi zidlithiza ezikubuleleyo; zichitha igazi zibulale labantu ukuba zithole inzuzo engafanelanga.
1a161c009e	Abaphrofethi balo bacomba izenzo zazo ngemibono yamanga lokuhlahlula okungamanga. Bathi, ‘Nanku okutshiwo nguThixo Wobukhosi’ kodwa uThixo engakhulumanga.
1a161d0095	Abantu belizwe benza imisebenzi yokuqilibezela lokuphanga abanye; bancindezela abayanga labaswelayo, baphathe kubi labezizweni, babenqabele ukulunga.
1a161e0087	Ngadinga umuntu phakathi kwabo owayengakha umduli ame phambi kwami esikhaleni emele ilizwe ukuze ngingalitshabalalisi, kodwa ngamswela.
1a161f00ac	Ngakho ngizathululela ukuthukuthela kwami phezu kwabo ngibaqede ngolaka lwami oluvuthayo, ngikwehlisele phezu kwamakhanda abo bonke abakwenzayo, kutsho uThixo Wobukhosi.”
1a17010025	Ilizwi likaThixo lafika kimi lisithi:
1a17020048	“Ndodana yomuntu, kwakulabesifazane ababili, amadodakazi omfazi munye.
1a1703008d	Baba yizifebe eGibhithe, beqalise ubuwule kusukela ebutsheni babo. Kulelolizwe amabele abo abanjwabanjwa lengaphambili yabo yaphathwaphathwa.
1a17040094	Omdala wayethiwa ngu-Ohola, umnawakhe engu-Oholibha. Babengabami njalo bazala amadodana lamadodakazi. U-Ohola yiSamariya, u-Oholibha kuyiJerusalema.
1a1705005e	U-Ohola waqalisa ubuwule esesengowami; njalo wakhanuka izithandwa zakhe, ama-Asiriya, amabutho
1a17060068	agqoke okulifefe, ababusi kanye labalawuli bebutho, bonke babengamajaha amahle, kanye labagada amabhiza.
1a17070074	Wazinikela njengesifebe kubo bonke abaphakemeyo base-Asiriya njalo wazingcolisa ngezithombe zabo bonke abakhanukayo.
1a17080096	Kabudelanga ubufebe abuqalisa eGibhithe, lapho amajaha alala laye ebutsheni bakhe, ambambabamba ngaphambili, athululela lezinkanuko zawo phezu kwakhe.
1a1709003f	Ngakho ngamnikela kuzithandwa zakhe, ama-Asiriya, ayewakhanuka.
1a170a0076	Amnqunula, athatha amadodana lamadodakazi akhe yena ambulala ngenkemba. Waba yisiga phakathi kwabesifazane, wajeziswa.
1a170b0065	Umnawakhe u-Oholibha wakubona lokhu, kodwa ngenkanuko lobufebe bakhe wayexhwale kakhulu kulodadewabo.
1a170c0085	Laye wakhanuka ama-Asiriya, ababusi labalawuli bebutho, lamabutho agqoke okupheleleyo, labagadi bamabhiza, lawo wonke amajaha amahle.
1a170d003d	Ngabona ukuthi laye wazingcolisa; bobabili bahamba ndlelanye.
1a170e0083	Kodwa yena ubufebe bakhe bengezeleleka futhi. Wabona amadoda efanekisiwe emdulini, izithombe zamaKhaladiya ezifanekiswe ngokubomvu,
1a170f009e	zilamabhanti ezinkalweni zazo njalo zilamaqhiye alengayo emakhanda azo; zonke zikhanya angathi yizikhulu zezinqola zempi zamaKhaladiya, inzalo yaseBhabhiloni.
1a17100050	Kwathi khonokho nje ebabona wahle wabafisa wasethuma isithunywa kubo eKhaladiya.
1a17110088	Ngakho amaBhabhiloni afika kuye, alala laye, njalo ezinkanukweni zawo amngcolisa. Emva kokuba esengcoliswe yiwo, wasuka kuwo enengekile.
1a17120083	Kwathi lapho esesenza ubufebe bakhe obala njalo eveza lobunqunu bakhe, ngasuka kuye nginengekile, njengoba ngangisukile kudadewabo.
1a17130064	Kodwa banda ngamandla ubuwule bakhe esekhumbula insuku zobutsha bakhe, lapho wayeyisifebe eGibhithe.
1a17140078	Khonale wakhanuka izithandwa zakhe, ezazilezitho zangaphambili ezazifana lezabobabhemi, zikhihliza okufana lokwamabhiza.
1a17150070	Ngakho walangazela isagweba sasebutsheni bakho, lapho okwathi useGibhithe isifuba lamabele akho kwabanjwabanjwa.
1a171600c2	Ngakho-ke, Oholibha, nanku okutshiwo nguThixo Wobukhosi: Ngizakwenza izithandwa zakho zikuvukele, lezo owazitshiya unengekile, njalo ngizaziletha kuwe ukuba zimelane lawe zivela emaceleni wonke,
1a171700f7	abaseBhabhiloni lamaKhaladiya wonke, amadoda asePhekhodi laseShowa kanye leKhowa, lama-Asiriya wonke elawo, amajaha amahle, wonke angababusi labalawuli bebutho, izinduna zezinqola zempi lamanye amadoda alezikhundla ezinkulu, bonke begade amabhiza.
1a17180112	Bazakuzakuhlasela ngezikhali, izinqola zempi lezinqola zokuthwala, njalo belexuku elikhulu labantu; bazaviva ukulwa lawe emaceleni wonke belamahawu amakhulu lamancane njalo belezingowane. Ngizakunikela kubo ukuba bakujezise, njalo bazakujezisa ngokumayelana lemithetho yabo.
1a17190103	Ngizakwenza intukuthelo yobukhwele bami imelane lawe, njalo bazakuphatha ngolaka. Bazaquma impumulo zenu lezindlebe zenu, njalo abenu labo abazasala bazabulawa ngenkemba. Bazathumba amadodana enu lamadodakazi, njalo abenu labo abazasala bazaqothulwa ngumlilo.
1a171a0045	Njalo bazakuhlubula izigqoko zakho bathathe leziceciso zakho ezinhle.
1a171b0085	Kanjalo-ke ngizaqeda isagweba lobufebe owabuqalisela eGibhithe. Kawuyikukhangela lezizinto uzikhanuke loba ukhumbule iGibhithe futhi.
1a171c007b	Ngoba nanku okutshiwo nguThixo Wobukhosi: Sekuseduze ukuba ngikunikele kulabo abakuzondayo, kulabo owasuka kubo unengekile.
1a171d009f	Bazakuphatha ngenzondo njalo bathumbe yonke into owayisebenzelayo. Bazakutshiya unqunu uze, njalo ihlazo lobufebe bakho lizavela obala. Isagweba sakho lobufebe
1a171e0061	kwehlisele lokhu phezu kwakho, ngoba ufebe lezizwe, wazingcolisa wena ngokwakho ngezithombe zazo.
1a171f004b	Ulandele indlela kadadewenu; ngakho ngizabeka inkezo yakhe esandleni sakho.
1a17200098	Nanku okutshiwo nguThixo Wobukhosi: Uzanatha inkezo kadadewenu, inkezo enkulu ezikileyo futhi; izaletha ukuhlekwa lokuklolodelwa, ngoba ithwele lukhulu.
1a1721005d	Uzakhulelwa yikudakwa losizi, inkezo yokuchitheka lokuphundleka, inkezo kadadewenu iSamariya.
1a1722006e	Uzayinatha uyibhije; uzayiphahlaza ibe yizicucu ufucuze amabele akho. Sengikhulumile, kutsho uThixo Wobukhosi.
1a1723009d	Ngakho nanku okutshiwo nguThixo Wobukhosi: Njengoba usungikhohliwe wangifuqela ngemva kwakho, kumele uthwale imivuzo yesagweba sakho kanye lobufebe bakho.”
1a17240079	UThixo wathi kimi: “Ndodana yomuntu, uzakwahlulela u-Ohola lo-Oholibha na? Ngakho melana labo ngezenzo zabo ezinengayo,
1a17250089	ngoba benze ubufebe njalo lezandla zabo zilegazi. Bafeba lezithombe zabo; banikela labantwana babo ababengizalele bona, njengokudla kuzo.
1a17260069	Njalo benze lokhu kimi: Ngasonaleso isikhathi bangcolisa indlu yami engcwele batshaphaza lamaSabatha ami.
1a17270094	Ngalo kanye usuku abanikela ngalo abantwana babo ezithombeni zabo, bangena endlini yami engcwele bayingcolisa. Lokho yikho abakwenzayo endlini yami.
1a17280087	Bathuma lesithunywa ebantwini ukuba beze bevela khatshana, kwathi sebefikile wabagezela, wacomba amehlo akho wasufaka leziceciso zakho.
1a17290072	Wahlala embhedeni omuhle, kuletafula elilungisiweyo phambi kwawo owawufake phezu kwayo impepha yami lamafutha ami.
1a172a00dd	Umsindo wexuku elalithokoza wawumzungezile; amaSebhiya ayelethwe evela enkangala kanye lamadoda avela exukwini elixokozelayo, njalo bafaka amasongo ezingalweni zowesifazane lodadewabo kanye lemiqhele emihle emakhanda abo.
1a172b007a	Lapho-ke ngalowo owayesegugiswe yibufebe ngathi, ‘Khathesi kabamsebenzise njengewule, ngoba lokho yikho konke ayikho.’
1a172c006e	Balala laye. Njengabesilisa belala lesifebe, ngokunjalo balala lalabobafazi abalesagweba, u-Ohola lo-Oholibha.
1a172d008b	Kodwa abantu abalungileyo bazabanika isijeziso sabesifazane abafebayo njalo bachithe legazi, ngoba bayizifebe njalo lezandla zabo zilegazi.
1a172e006e	Nanku okutshiwo nguThixo Wobukhosi: Baletheleni ixuku limelane labo beselibanikela kukho ukwesaba lokuphangwa.
1a172f0078	Ixuku lizabatshaya ngamatshe libajuqe ngezinkemba; lizabulala amadodana lamadodakazi abo litshise izindlu zabo ngomlilo.
1a17300064	Ngizakuqeda kanjalo ukuxhwala elizweni, ukuze bonke abesifazane baxwayiseke njalo bangenzi njengani.
1a17310090	Lizajeziselwa ukuxhwala kwenu njalo lithwale lemivuzo yezono zenu zokukhonza izithombe. Lapho-ke lizakwazi ukuthi mina nginguThixo Wobukhosi.”
1a1801006a	Ngomnyaka wesificamunwemunye, ngenyanga yetshumi, ngosuku lwetshumi, ilizwi likaThixo lafika kimi lisithi:
1a1802008a	“Ndodana yomuntu, bhala usuku lolu, usuku lolu lona ngokwalo, ngoba iNkosi yaseBhabhiloni isivimbezele iJerusalema ngalo kanye lolusuku.
1a180300a8	Tshela indlu le ehlamukayo umfanekiso uthi kubo: ‘Nanku okutshiwo nguThixo Wobukhosi: Beka imbiza yokupheka eziko; ibeke phezu kwamaseko uthele amanzi phakathi kwayo.
1a1804006d	Faka phakathi kwayo amaqatha enyama, wonke amaqatha amahle, umlenze lesiphanga. Igcwalise ngamathambo amahle;
1a18050078	thatha okukhethiweyo emhlambini. Basela kakhulu ngenkuni usenzela amathambo; ixhwathise upheke amathambo phakathi kwayo.
1a180600d0	Ngoba nanku okutshiwo nguThixo Wobukhosi: Maye kulo idolobho lokuchithwa kwegazi, kuyo imbiza esithombile, ukuthomba kwayo okungayikuphela! Thulula imbiza ukhuphe amaqhatha ngalinye ngalinye kungekho inkatho.
1a1807009a	Ngakho igazi elachithwa lidolobho leli liphakathi kwalo: lalithululela edwaleni elize; kalilithululelanga phansi lapho umhlabathi owawungaligqibela khona.
1a1808006e	Ukuze ngivuse intukuthelo njalo ngiphindisele, ngabeka igazi lelo phezu kwedwala elize, ukuze lingagqitshelwa.
1a18090087	Ngakho nanku okutshiwo nguThixo Wobukhosi: Maye kulo idolobho lokuchithwa kwegazi! Lami futhi, ngizakwenza ibonda lenkuni eliphakemeyo.
1a180a0068	Ngakho faka inkuni uphembe umlilo. Ipheke kuhle inyama, uhlanganisa leziyoliso; uyekele amathambo atshe.
1a180b009d	Emva kwalokho beka imbiza engelalutho phezu kwamalahle ize itshise lethusi layo livuthe ukuze ukungcola kwayo kutshe kuphele lokuthomba kwayo kutshe kuphele.
1a180c0052	Isiphuthise imizamo yonke; uqweqwe lokuthomba kwayo kalususwanga, loba langomlilo.
1a180d00b2	Khathesi ukungcola kwakho yisigwebo. Ngoba ngizamile ukukuhlambulula kodwa ubungeke uhlanjululwe ekungcoleni kwakho, kawuyikuhlambuluka futhi ukukuthukuthelela kwami kuze kudede.
1a180e00da	Mina Thixo sengikhulumile. Isikhathi sokuba ngenze sesifikile. Kangiyikuzithiba; kangiyikuba lesihawu, kumbe ngiyekethise. Uzakwahlulelwa mayelana lokuziphatha kwakho kanye lezenzo zakho, kutsho uThixo Wobukhosi.’”
1a180f0025	Ilizwi likaThixo lafika kimi lisithi:
1a18100096	“Ndodana yomuntu, sekuseduze ukuthi ngokugalela okukodwa nje ngisuse kuwe intokozo yamehlo akho. Kodwa ungalili kumbe ukhale loba wehlise inyembezi.
1a181100af	Bubula uthule; ungalileli abafileyo. Bophela iqhiye yakho lamanyathela akho ezinyaweni zakho; ungambozi ingxenye yaphansi yobuso bakho loba udle ukudla komkhuba wabalilayo.”
1a18120066	Ngakho ngakhuluma labantu ekuseni, umkami wafa kusihlwa. Ekuseni kwakusisa ngenza njengokulaywa kwami.
1a18130058	Abantu basebengibuza besithi, “Kawuyikusitshela na ukuthi izinto lezi zilani lathi?”
1a18140041	Ngakho mina ngathi kubo, “Ilizwi likaThixo lafika kimi lisithi:
1a18150100	Tshono endlini ka-Israyeli uthi, ‘Nanku okutshiwo nguThixo Wobukhosi: Sekuseduze ukuthi ngingcolise indlu yami engcwele, inqaba eliziqhenya ngayo, intokozo yamehlo enu, into eliyithanda kakhulu. Amadodana lamadodakazi eliwatshiyileyo azabulawa ngenkemba.
1a18160076	Njalo lizakwenza njengoba ngenzile. Kaliyikumboza ingxenye yaphansi yobuso benu loba lidle ukudla komkhuba wabalilayo.
1a181700a5	Lizafaka amaqhiye enu emakhanda enu lamanyathela enu ezinyaweni zenu. Kaliyikulila kumbe likhale kodwa lizacikizeka ngenxa yezono zenu njalo libubule phakathi kwenu.
1a1818008c	UHezekhiyeli uzakuba yisibonakaliso kini; lizakwenza njengoba enzile. Nxa lokhu kusenzakala, lizakwazi ukuthi mina nginguThixo Wobukhosi.’
1a181900b0	Njalo wena, ndodana yomuntu, ngosuku engizasusa ngalo inqaba yabo, intokozo yabo lodumo, injabulo yamehlo abo, isifiso senhliziyo yabo, kanye lamadodana lamadodakazi abo futhi,
1a181a0033	ngalolosuku isiphepheli yiso esizalandisa izindaba.
1a181b009d	Ngalesosikhathi umlomo wakho uzavuleka; uzakhuluma laye njalo kawuyikuthula futhi. Ngakho uzakuba yisibonakaliso kubo, njalo bazakwazi ukuthi nginguThixo.”
1a19010025	Ilizwi likaThixo lafika kimi lisithi:
1a19020056	“Ndodana yomuntu, khangelisa ubuso bakho umelane lama-Amoni, uphrofithe okubi ngawo.
1a190300fd	Tshono kuwo uthi, ‘Zwanini ilizwi likaThixo Wobukhosi. Nanku okutshiwo nguThixo Wobukhosi: Ngoba lina lathi “Aha!” ngendlu yami engcwele lapho yayingcolisiwe langelizwe lako-Israyeli lapho lalichithiwe kanye langabantu bakoJuda lapho babethunjiwe,
1a190400ac	ngakho ngizalinikela ebantwini baseMpumalanga njengenotho yabo. Bazakwakha izihonqo zabo bamise amathente abo phakathi kwenu; bazakudla izithelo zenu banathe lochago lwenu.
1a1905007b	Ngizakwenza iRabha ibe lidlelo lamakamela le-Amoni ibe yindawo yokuphumulela izimvu. Lapho-ke lizakwazi ukuthi nginguThixo.
1a190600a3	Ngoba nanku okutshiwo nguThixo Wobukhosi: Ngoba liqakeze izandla zenu lagida langezinyawo zenu, lithokoza ngabo bonke ububi benhliziyo yenu ngelizwe lako-Israyeli,
1a190700c2	ngakho ngizakwelula isandla sami ngimelane lani, ngilinikele ezizweni. Ngizaliqeda du phakathi kwezizwe, ngibuye ngilisuse emazweni enu. Ngizaliqothula, njalo lizakwazi ukuthi nginguThixo.’”
1a19080091	“Nanku okutshiwo nguThixo Wobukhosi: ‘Ngenxa yokuthi iMowabi kanye leSeyiri athi, “Khangelani, indlu kaJuda isinjengezinye izizwe zonke,”
1a1909009d	ngakho-ke ngizakwambula uhlangothi lweMowabi, kusukela emadolobheni asemingceleni yeBhethi-Jeshimothi, leBhali-Meyoni kanye leKhiriyathayimi, udumo lwelizwe.
1a190a007e	Ngizanikela iMowabi ndawonye lama-Amoni ebantwini baseMpumalanga njengenotho, ukuze ama-Amoni angakhunjulwa phakathi kwezizwe;
1a190b004c	njalo ngizaletha isijeziso eMowabi. Bazakwazi ukuthi mina nginguThixo.’”
1a190c007d	“Nanku okutshiwo nguThixo Wobukhosi: ‘Ngoba i-Edomi yaphindisela endlini kaJuda yasisiba lecala elikhulu ngokwenza njalo,
1a190d00ca	ngakho nanku okutshiwo nguThixo Wobukhosi: Ngizakwelula isandla sami ngimelane le-Edomi ngibulale abantu bayo kanye lezifuyo. Ngizayichitha, njalo kusukela eThemani kusiya eDedani, bazabulawa ngenkemba.
1a190e00be	Ngizaphindisela e-Edomi ngesandla sabantu bami u-Israyeli, njalo i-Edomi bazayiphatha mayelana lentukuthelo yami kanye lolaka lwami; bazayazi impindiselo yami, kutsho uThixo Wobukhosi.’”
1a190f00ae	“Nanku okutshiwo nguThixo Wobukhosi: ‘Ngoba amaFilistiya enza impindiselo njalo aphindisela ngolunya ezinhliziyweni zawo, njalo ngenzondo yasendulo afuna ukuchitha uJuda,
1a191000b0	ngakho nanku okutshiwo nguThixo Wobukhosi: Sekuseduze ukuba ngelule ingalo yami ngimelane lamaFilistiya, njalo ngizaqothula amaKherethi ngichithe lalabo abaseleyo ngasolwandle.
1a19110093	Ngizakwenza impindiselo enkulu kubo njalo ngibajezise ekuthukutheleni kwami. Ngakho bazakwazi ukuthi nginguThixo, lapho sengiphindisela kubo.’”
1a1a01005c	Ngomnyaka wetshumi lanye, ngosuku lwakuqala lwenyanga, ilizwi likaThixo lafika kimi lisithi:
1a1a0200bc	“Ndodana yomuntu, ngoba iThire itshilo kulo iJerusalema yathi, ‘Aha!’ Isango lokuya ezizweni lidilikile, leminyango isivulekele mina; njengoba khathesi selingamanxiwa ngizaphumelela,
1a1a0300a9	ngakho-ke nanku okutshiwo nguThixo Wobukhosi: Ngimelana lawe, wena Thire, njalo ngizakulethela izizwe ezinengi zimelane lawe njengolwandle luphosa amagagasi alo phezulu.
1a1a040080	Zizadiliza imiduli yaseThire, ziwisele phansi imiphotshongo yalo; ngizaphala inkunkuma yalo ngilenze libe lidwala elingelalutho.
1a1a050082	Elwandle lizakuba yindawo yokuchayela amambule enhlanzi, ngoba sengikhulumile, kutsho uThixo Wobukhosi. Lizakuba yimpango yezizwe,
1a1a06005d	lemizana yalo ephakathi kwelizwe izachithwa ngenkemba. Lapho-ke bazakwazi ukuthi nginguThixo.
1a1a0700dc	Ngoba nanku okutshiwo nguThixo Wobukhosi: Ngizaletha uNebhukhadineza inkosi yaseBhabhiloni, inkosi yamakhosi, evela enyakatho ukuba amelane leThire, ngamabhiza lezinqola zempi, ngabagadi bamabhiza kanye lebutho elikhulu.
1a1a0800ac	Uzachitha imizana yakho phakathi kwelizwe ngenkemba; uzamisa izindawo zokuvimbezela, akhe idundulu kusiya phezulu emdulini wakho njalo akuphakamisele lamahawu amelane lawe.
1a1a090065	Uzaqondisa imigqala yakhe yokudiliza emidulini yakho, abhidlize imiphotshongo yakho ngezikhali zakhe.
1a1a0a00fe	Amabhiza akhe azakuba manengi kakhulu okuzakwenza akwembese ngothuli. Imiduli yakho izanyikinyiswa ngumsindo wamabhiza empi, izinqola zokuthwala kanye lezinqola zempi lapho esengena emasangweni akho njengabantu abangena edolobheni elilemiduli efohliweyo.
1a1a0b0088	Amasondo amabhiza akhe azanyathela zonke izitalada zakho; uzabulala abantu bakho ngenkemba; lezinsika zakho eziqinileyo zizawela phansi.
1a1a0c00b9	Bazaphanga inotho yakho bathumbe impahla yakho ethengiswayo; bazadiliza imiduli yakho babhidlize lezindlu zakho ezinhle njalo baphosele amatshe akho, lezigodo kanye lenkunkuma elwandle.
1a1a0d0050	Ngizaqeda umsindo wezingoma zakho; lomculo wamachacho akho awuyikuzwakala futhi.
1a1a0e00a3	Ngizakwenza ube lidwala elize, njalo uzakuba yindawo yokuchayela amambule enhlanzi. Kawuyikwakhiwa futhi, ngoba mina Thixo sengikhulumile, kutsho uThixo Wobukhosi.
1a1a0f00cb	Nanku okutshiwo nguThixo Wobukhosi kuyo iThire: Kambe amazwe angasolwandle kawayikunyikinyeka yini ngomsindo wokuwa kwakho, lapho abalimeleyo sebebubula njalo lokubulala sekusenzakala phakathi kwakho na?
1a1a1000e4	Lapho-ke wonke amakhosana angasolwandle azakwehla ezihlalweni zawo zobukhosi akhuphe izembatho zawo njalo ahlubule lezembatho zawo ezicecisiweyo. Ephethwe yikwesaba, azahlala phansi, eqhaqhazela isikhathi sonke, ngokwesaba wena.
