0100000008	Génesis
2907090059	Él les dijo: “Bien rechazáis el mandamiento de Dios para mantener vuestra tradición.
29070a0076	Porque Moisés dijo: ‘Honra a tu padre y a tu madre,’ y ‘El que hable mal del padre o de la madre, que muera’.
29070b00a2	Pero vosotros decís: “Si un hombre dice a su padre o a su madre: “Cualquier beneficio que hayas recibido de mí es “corbán”, es decir, entregado a Dios,
29070c0046	“entonces ya no le permitís hacer nada por su padre o por su madre,
29070d0072	anulando la palabra de Dios por vuestra tradición que habéis transmitido. Vosotros hacéis muchas cosas así”.
29070e0041	Llamó a toda la multitud y les dijo: “Oídme todos y entended.
29070f0066	Nada de lo que sale del hombre puede contaminarle; pero lo que sale del hombre es lo que le contamina.
290710002f	Si alguien tiene oídos para oír, que oiga”.
2907110060	Cuando entró en una casa lejos de la multitud, sus discípulos le preguntaron por la parábola.
290712009c	Él les dijo: “¿También vosotros estáis sin entendimiento? ¿No os dais cuenta de que todo lo que entra en el hombre desde fuera no puede contaminarle,
290713007e	porque no entra en su corazón, sino en su estómago, y luego en la letrina, con lo que todos los alimentos quedan limpios?”
290714003c	El dijo: “Lo que sale del hombre, eso contamina al hombre.
290715008d	Porque de dentro, del corazón de los hombres, salen los malos pensamientos, los adulterios, los pecados sexuales, los asesinatos, los robos,
2907160072	las codicias, la maldad, el engaño, los deseos lujuriosos, el mal de ojo, la blasfemia, la soberbia y la necedad.
2907170042	Todas estas cosas malas salen de dentro y contaminan al hombre”.
2907180094	De allí se levantó y se fue a los límites de Tiro y Sidón. Entró en una casa y no quiso que nadie lo supiera, pero no pudo pasar desapercibido.
2907190074	Porque una mujer cuya hija pequeña tenía un espíritu impuro, al oír hablar de él, vino y se postró a sus pies.
29071a0057	La mujer era griega, de raza sirofenicia. Le rogó que expulsara el demonio de su hija.
29071b0087	Pero Jesús le dijo: “Deja que se sacien primero los niños, porque no conviene tomar el pan de los niños y echarlo a los perros.”
29071c0082	Pero ella le respondió: “Sí, Señor. Pero hasta los perros que están debajo de la mesa se comen las migajas de los niños”.
29071d0045	Le dijo: “Por este dicho, vete. El demonio ha salido de tu hija”.
29071e0050	Se fue a su casa y encontró al niño acostado en la cama, con el demonio fuera.
29071f0077	Volvió a salir de los límites de Tiro y Sidón, y llegó al mar de Galilea por el centro de la región de Decápolis.
290720006e	Le trajeron a uno que era sordo y tenía un impedimento en el habla. Le rogaron que le pusiera la mano encima.
290721006a	Lo apartó de la multitud en privado y le metió los dedos en los oídos, y escupiendo le tocó la lengua.
2907220052	Mirando al cielo, suspiró y le dijo: “¡Efatá!”, es decir, “¡Ábrete!”.
2907230068	Al instante se le abrieron los oídos y se le soltó el impedimento de la lengua, y habló con claridad.
2907240063	Les ordenó que no se lo dijeran a nadie, pero cuanto más les ordenaba, tanto más lo proclamaban.
2907250075	Ellos se asombraron mucho, diciendo: “Todo lo ha hecho bien. Hace que hasta los sordos oigan y los mudos hablen”.
2908010081	En aquellos días, cuando había una multitud muy grande y no tenían nada que comer, Jesús llamó a sus discípulos y les dijo:
2908020063	“Tengo compasión de la multitud, porque ya llevan tres días conmigo y no tienen nada que comer.
290803008b	Si los despido en ayunas para que se vayan a su casa, se desmayarán en el camino, porque algunos de ellos han hecho un largo recorrido.”
2908040075	Sus discípulos le respondieron: “¿De dónde se podría saciar a esta gente con pan aquí en un lugar desierto?”
2908050045	Les preguntó: “¿Cuántos panes tenéis?”. Dijeron: “Siete”.
29080600c3	Mandó a la multitud que se sentara en el suelo, y tomó los siete panes. Después de dar gracias, los partió y los dio a sus discípulos para que los sirvieran, y ellos sirvieron a la multitud.
2908070063	También tenían unos cuantos pececillos. Después de bendecirlos, dijo que los sirvieran también.
2908080053	Comieron y se saciaron. Recogieron siete cestas con los trozos que habían sobrado.
2908090041	Los que habían comido eran unos cuatro mil. Luego los despidió.
29080a0056	En seguida entró en la barca con sus discípulos y llegó a la región de Dalmanutha.
29080b006a	Los fariseos salieron y empezaron a interrogarle, pidiéndole una señal del cielo y poniéndole a prueba.
29080c00a6	El suspiró profundamente en su espíritu y dijo: “¿Por qué esta generación busca una señal? Os aseguro que a esta generación no se le dará ninguna señal”.
29080d0044	Los dejó, y entrando de nuevo en la barca, se fue a la otra orilla.
29080e0045	Se olvidaron de tomar pan, y no llevaban más que un pan en la barca.
29080f0071	Les advirtió diciendo: “Tened cuidado: guardaos de la levadura de los fariseos y de la levadura de Herodes.”
290810003e	Razonaban entre sí, diciendo: “Es porque no tenemos pan”.
29081100ad	Jesús, al darse cuenta, les dijo: “¿Por qué razonáis que es porque no tenéis pan? ¿Aún no lo percibís o no lo entendéis? ¿Aún está endurecido vuestro corazón?
2908120048	Teniendo ojos, ¿no veis? Teniendo oídos, ¿no oís? ¿No os acordáis?
290813007d	Cuando partí los cinco panes entre los cinco mil, ¿cuántas cestas llenas de trozos recogisteis?” Le dijeron: “Doce”.
2908140083	“Cuando los siete panes alimentaron a los cuatro mil, ¿cuántas cestas llenas de trozos recogisteis?” Le dijeron: “Siete”.
2908150035	Les preguntó: “¿Aún no lo habéis entendido?”.
2908160043	Llegó a Betsaida. Le trajeron un ciego y le rogaron que lo tocara.
2908170088	Tomó al ciego de la mano y lo sacó de la aldea. Cuando le escupió en los ojos y le puso las manos encima, le preguntó si veía algo.
2908180054	Levantó la vista y dijo: “Veo hombres, pero los veo como árboles que caminan”.
290819007c	Entonces volvió a poner las manos sobre sus ojos. Él miró atentamente, y quedó restablecido, y vio a todos con claridad.
29081a0067	Lo despidió a su casa, diciéndole: “No entres en el pueblo, ni se lo digas a nadie en el pueblo”.
29081b009d	Jesús salió, con sus discípulos, a las aldeas de Cesarea de Filipo. En el camino preguntó a sus discípulos: “¿Quién dicen los hombres que soy yo?”
29081c005e	Le dijeron: “Juan el Bautista, y otros dicen que Elías, pero otros, uno de los profetas”.
29081d005d	Les dijo: “¿Pero quién decís que soy yo?”. Pedro respondió: “Tú eres el Cristo”.
29081e002a	Les mandó que no hablaran a nadie de él.
29081f00e1	Comenzó a enseñarles que era necesario que el Hijo del Hombre padeciera muchas cosas, y que fuera rechazado por los ancianos, los sumos sacerdotes y los escribas, y que fuera matado, y que después de tres días resucitara.
2908200042	Les hablaba abiertamente. Pedro lo tomó y comenzó a reprenderlo.
29082100ba	Pero él, volviéndose y viendo a sus discípulos, reprendió a Pedro y le dijo: “¡Quítate de encima, Satanás! Porque no piensas en las cosas de Dios, sino en las de los hombres”.
290822008d	Llamó a la multitud con sus discípulos y les dijo: “El que quiera venir en pos de mí, que se niegue a sí mismo, tome su cruz y me siga.
2908230074	Porque el que quiera salvar su vida, la perderá; y el que pierda su vida por mí y por la Buena Nueva, la salvará.
290824004b	Porque ¿de qué le sirve al hombre ganar el mundo entero y perder su vida?
2908250032	Porque ¿qué dará el hombre a cambio de su vida?
29082600d4	Porque el que se avergüence de mí y de mis palabras en esta generación adúltera y pecadora, también el Hijo del Hombre se avergonzará de él cuando venga en la gloria de su Padre con los santos ángeles.”
290901008f	Les dijo: “Os aseguro que hay algunos de los que están aquí que no probarán la muerte hasta que vean llegar el Reino de Dios con poder.”
290902009f	Al cabo de seis días, Jesús tomó consigo a Pedro, Santiago y Juan, y los llevó a un monte alto en privado, y se transformó en otra forma delante de ellos.
2909030080	Sus vestidos se volvieron relucientes, sumamente blancos, como la nieve, como ningún lavandero en la tierra puede blanquearlos.
290904003d	Se les aparecieron Elías y Moisés, que hablaban con Jesús.
290905008c	Pedro respondió a Jesús: “Rabí, es bueno que estemos aquí. Hagamos tres tiendas: una para ti, otra para Moisés y otra para Elías”.
2909060036	Pues no sabía qué decir, ya que tenían mucho miedo.
2909070066	Llegó una nube que los cubría, y una voz salió de la nube: “Este es mi Hijo amado. Escuchadle”.
2909080059	De repente, al mirar a su alrededor, ya no vieron a nadie con ellos, sino sólo a Jesús.
290909009b	Mientras bajaban del monte, les ordenó que no contaran a nadie lo que habían visto, hasta que el Hijo del Hombre hubiera resucitado de entre los muertos.
29090a0078	Ellos guardaron esta frase para sí mismos, preguntándose qué significaba eso de “resucitar de entre los muertos”.
29090b0052	Le preguntaron: “¿Por qué dicen los escribas que Elías debe venir primero?”
29090c00ac	Les dijo: “En efecto, Elías viene primero y restaura todas las cosas. ¿Cómo está escrito acerca del Hijo del Hombre, que ha de padecer muchas cosas y ser despreciado?
29090d0078	Pero yo os digo que Elías ha venido, y también han hecho con él lo que han querido, tal como está escrito de él.”
29090e0067	Al llegar a los discípulos, vio que los rodeaba una gran multitud y que los escribas los interrogaban.
29090f005d	En seguida, toda la multitud, al verle, se asombró mucho, y corriendo hacia él, le saludó.
2909100039	Él preguntó a los escribas: “¿Qué les preguntas?”
2909110060	Uno de la multitud respondió: “Maestro, te he traído a mi hijo, que tiene un espíritu mudo;
29091200b3	y dondequiera que se apodera de él, lo derriba, y echa espuma por la boca, rechina los dientes y se pone rígido. He pedido a tus discípulos que lo expulsen, y no han podido”.
2909130087	Le respondió: “Generación incrédula, ¿hasta cuándo estaré con vosotros? ¿Hasta cuándo habré de soportaros? Traedlo a mí”.
2909140091	Lo llevaron hasta él, y cuando lo vio, inmediatamente el espíritu lo convulsionó y cayó al suelo, revolcándose y echando espuma por la boca.
2909150063	Le preguntó a su padre: “¿Cuánto tiempo hace que le pasa esto?”. Dijo: “Desde la infancia.
2909160083	Muchas veces lo ha echado al fuego y al agua para destruirlo. Pero si puedes hacer algo, ten compasión de nosotros y ayúdanos”.
2909170048	Jesús le dijo: “Si puedes creer, todo es posible para el que cree”.
290918005e	Inmediatamente el padre del niño gritó con lágrimas: “¡Creo! Ayuda a mi incredulidad”.
29091900b0	Al ver Jesús que una multitud venía corriendo, reprendió al espíritu impuro, diciéndole: “¡Espíritu mudo y sordo, te ordeno que salgas de él y no vuelvas a entrar!”
29091a0089	Después de gritar y convulsionar mucho, salió de él. El muchacho quedó como muerto, tanto que la mayoría decía: “Está muerto”.
29091b003e	Pero Jesús lo tomó de la mano y lo resucitó; y se levantó.
29091c006c	Cuando entró en la casa, sus discípulos le preguntaron en privado: “¿Por qué no pudimos expulsarlo?”
29091d0043	Les dijo: “Este tipo no puede salir sino con oración y ayuno”.
29091e0049	Salieron de allí y pasaron por Galilea. No quería que nadie lo supiera,
29091f00bb	porque estaba enseñando a sus discípulos, y les decía: “El Hijo del Hombre va a ser entregado a manos de los hombres, y lo matarán; y cuando lo maten, al tercer día resucitará.”
290920003d	Pero no entendieron el dicho y tuvieron miedo de preguntarle.
2909210070	Llegó a Capernaúm y, estando en la casa, les preguntó: “¿Qué discutíais entre vosotros por el camino?”
290922006f	Pero ellos guardaron silencio, porque habían discutido entre sí en el camino sobre quién era el más grande.
2909230083	Se sentó y llamó a los doce, y les dijo: “Si alguno quiere ser el primero, será el último de todos y el servidor de todos”.
2909240056	Tomó a un niño pequeño y lo puso en medio de ellos. Tomándolo en brazos, les dijo:
2909250091	“El que recibe a un niño como éste en mi nombre, me recibe a mí; y el que me recibe a mí, no me recibe a mí, sino al que me ha enviado.”
2909260089	Juan le dijo: “Maestro, hemos visto a uno que no nos sigue expulsando demonios en tu nombre, y se lo prohibimos porque no nos sigue.”
290927008c	Pero Jesús dijo: “No se lo prohíbas, porque no hay nadie que haga una obra poderosa en mi nombre y pueda rápidamente hablar mal de mí.
290928003f	Porque el que no está contra nosotros, está de nuestra parte.
2909290089	Porque cualquiera que os dé a beber un vaso de agua en mi nombre porque sois de Cristo, de cierto os digo que no perderá su recompensa.
29092a0093	“El que haga tropezar a uno de estos pequeños que creen en mí, más le valdría ser arrojado al mar con una piedra de molino colgada al cuello.
29092b0099	Si tu mano te hace tropezar, córtala. Es mejor que entres en la vida mutilado, en lugar de que tus dos manos vayan a la Gehenna, al fuego inextinguible,
29092c0037	‘donde su gusano no muere, y el fuego no se apaga.’
29092d009e	Si tu pie te hace tropezar, córtalo. Es mejor que entres cojo en la vida, antes que tus dos pies sean arrojados a la Gehenna, al fuego que nunca se apagará,
29092e0037	‘donde su gusano no muere, y el fuego no se apaga.’
29092f00a4	Si tu ojo te hace tropezar, arrójalo. Es mejor que entres en el Reino de Dios con un solo ojo, en lugar de tener dos ojos para ser arrojado a la Gehenna del fuego,
2909300037	‘donde su gusano no muere, y el fuego no se apaga.’
2909310050	Porque todos serán salados con fuego, y todo sacrificio será sazonado con sal.
2909320093	La sal es buena, pero si la sal ha perdido su salinidad, ¿con qué la sazonaréis? Tened sal en vosotros mismos, y estad en paz unos con otros”.
290a0100a9	Se levantó de allí y llegó a las fronteras de Judea y al otro lado del Jordán. Las multitudes volvieron a reunirse con él. Como solía hacer, volvía a enseñarles.
290a020081	Los fariseos se acercaron a él para ponerle a prueba y le preguntaron: “¿Es lícito que un hombre se divorcie de su mujer?”
290a030030	Él respondió: “¿Qué te ordenó Moisés?”
290a040062	Dijeron: “Moisés permitió que se escribiera un certificado de divorcio y que se divorciara”.
290a050057	Pero Jesús les dijo: “Por vuestra dureza de corazón, os escribió este mandamiento.
290a060046	Pero desde el principio de la creación, Dios los hizo hombre y mujer.
290a070049	Por eso el hombre dejará a su padre y a su madre y se unirá a su mujer,
290a08005c	y los dos se convertirán en una sola carne, de modo que ya no son dos, sino una sola carne.
290a090034	Lo que Dios ha unido, que no lo separe el hombre”.
290a0a004b	En la casa, sus discípulos le volvieron a preguntar sobre el mismo asunto.
290a0b0061	Él les dijo: “El que se divorcia de su mujer y se casa con otra, comete adulterio contra ella.
290a0c004e	Si una mujer se divorcia de su marido y se casa con otro, comete adulterio”.
290a0d005f	Le traían niños para que los tocara, pero los discípulos reprendieron a los que los traían.
290a0e00a1	Al ver esto, Jesús se indignó y les dijo: “Dejad que los niños se acerquen a mí. No se lo prohibáis, porque el Reino de Dios es de los que son como ellos.
290a0f005d	Os aseguro que quien no quiera recibir el Reino de Dios como un niño, no entrará en él.”
290a100040	Los tomó en sus brazos y los bendijo, imponiéndoles las manos.
290a110095	Al salir al camino, uno corrió hacia él, se arrodilló ante él y le preguntó: “Maestro bueno, ¿qué debo hacer para heredar la vida eterna?”
290a12004d	Jesús le dijo: “¿Por qué me llamas bueno? Nadie es bueno sino uno: Dios.
290a1300b5	Tú conoces los mandamientos: ‘No matar’, ‘No cometer adulterio’, ‘No robar’, ‘No dar falso testimonio’, ‘No defraudar’, ‘Honrar a tu padre y a tu madre’”.
290a140044	Le dijo: “Maestro, todo esto lo he observado desde mi juventud”.
290a1500b7	Jesús, mirándolo, lo amó y le dijo: “Una cosa te falta. Vete, vende todo lo que tienes y dalo a los pobres, y tendrás un tesoro en el cielo; y ven, sígueme, tomando la cruz.”
290a160078	Pero su rostro se abatió al oír estas palabras y se marchó apenado, porque era alguien que tenía grandes posesiones.
290a170087	Jesús miró a su alrededor y dijo a sus discípulos: “¡Qué difícil es para los que tienen riquezas entrar en el Reino de Dios!”
290a1800ae	Los discípulos se asombraron de sus palabras. Pero Jesús volvió a responder: “Hijos, ¡qué difícil es entrar en el Reino de Dios para los que confían en las riquezas!
290a190064	Es más fácil que un camello pase por el ojo de una aguja que un rico entre en el Reino de Dios.”
290a1a004e	Estaban muy asombrados y le decían: “Entonces, ¿quién puede salvarse?”.
290a1b0074	Jesús, mirándolos, dijo: “Para los hombres es imposible, pero no para Dios, porque para Dios todo es posible.”
290a1c004e	Pedro comenzó a decirle: “Mira, lo hemos dejado todo y te hemos seguido”.
290a1d00ae	Jesús dijo: “Os aseguro que no hay nadie que haya dejado casa, ni hermanos, ni hermanas, ni padre, ni madre, ni mujer, ni hijos, ni tierra, por mí y por la Buena Noticia,
290a1e00a5	sino que recibirá cien veces más ahora en este tiempo: casas, hermanos, hermanas, madres, hijos y tierra, con persecuciones; y en el siglo venidero la vida eterna.
290a1f0050	Pero muchos de los primeros serán los últimos, y los últimos los primeros”.
290a2000d8	Iban por el camino, subiendo a Jerusalén, y Jesús iba delante de ellos, y estaban asombrados; y los que le seguían tenían miedo. Volvió a tomar a los doce, y comenzó a contarles las cosas que le iban a suceder.
290a2100aa	“He aquí que subimos a Jerusalén. El Hijo del Hombre será entregado a los sumos sacerdotes y a los escribas. Lo condenarán a muerte y lo entregarán a los gentiles.
290a22005e	Se burlarán de él, lo escupirán, lo azotarán y lo matarán. Al tercer día resucitará”.
290a23008a	Santiago y Juan, los hijos de Zebedeo, se acercaron a él diciendo: “Maestro, queremos que hagas por nosotros todo lo que te pidamos.”
290a240037	Les dijo: “¿Qué queréis que haga por vosotros?”.
290a250065	Le dijeron: “Concédenos que nos sentemos, uno a tu derecha y otro a tu izquierda, en tu gloria”.
290a2600a5	Pero Jesús les dijo: “No sabéis lo que pedís. ¿Sois capaces de beber el cáliz que yo bebo, y de ser bautizados con el bautismo con el que yo soy bautizado?”
290a27009d	Le dijeron: “Podemos”. Jesús les dijo: “Ciertamente beberéis el cáliz que yo bebo, y seréis bautizados con el bautismo con el que yo soy bautizado;
290a280067	pero sentarse a mi derecha y a mi izquierda no me corresponde a mí, sino a quien ha sido preparado.”
290a29004a	Cuando los diez lo oyeron, comenzaron a indignarse contra Santiago y Juan.
290a2a00b2	Jesús los convocó y les dijo “Ustedes saben que los que son reconocidos como gobernantes de las naciones se enseñorean de ellas, y sus grandes ejercen autoridad sobre ellas.
290a2b0068	Pero entre ustedes no será así, sino que el que quiera hacerse grande entre ustedes será su servidor.
290a2c0049	El que de vosotros quiera llegar a ser el primero, será siervo de todos.
290a2d0077	Porque también el Hijo del Hombre no ha venido a ser servido, sino a servir, y a dar su vida en rescate por muchos.”
290a2e009e	Llegaron a Jericó. Al salir de Jericó con sus discípulos y una gran multitud, el hijo de Timeo, Bartimeo, un mendigo ciego, estaba sentado junto al camino.
290a2f0071	Al oír que era Jesús el Nazareno, se puso a gritar y a decir: “¡Jesús, hijo de David, ten piedad de mí!”
290a300071	Muchos le reprendían para que se callara, pero él gritaba mucho más: “¡Hijo de David, ten piedad de mí!”
290a310079	Jesús se detuvo y dijo: “Llámalo”. Llamaron al ciego, diciéndole: “¡Anímate! Levántate. Te está llamando”.
290a32003b	Él, arrojando su manto, se levantó y se acercó a Jesús.
290a33006e	Jesús le preguntó: “¿Qué quieres que haga por ti?”. El ciego le dijo: “Rabboni, que vuelva a ver”.
290a340072	Jesús le dijo: “Vete. Tu fe te ha curado”. Inmediatamente recibió la vista y siguió a Jesús por el camino.
290b010072	Cuando se acercaron a Jerusalén, a Betfagé y Betania, en el Monte de los Olivos, envió a dos de sus discípulos
290b0200b0	y les dijo: “Id a la aldea que está enfrente de vosotros. En cuanto entréis en ella, encontraréis un pollino atado, en el que nadie se ha sentado. Desátenlo y tráiganlo.
290b03008e	Si alguien os pregunta: “¿Por qué hacéis esto?”, decidle: “El Señor lo necesita”, e inmediatamente lo enviará de vuelta aquí.”
290b040052	Se fueron y encontraron un pollino atado a la puerta, en la calle, y lo desataron.
290b05005d	Algunos de los que estaban allí les preguntaron: “¿Qué hacéis desatando el pollino?”.
290b060038	Ellos les dijeron lo mismo que Jesús, y los dejaron ir.
290b070059	Trajeron a Jesús el pollino y echaron sobre él sus vestidos, y Jesús se sentó en él.
290b080074	Muchos extendían sus vestidos por el camino, y otros cortaban ramas de los árboles y las esparcían por el camino.
290b090070	Los que iban delante y los que les seguían gritaban: “¡Hosanna! ¡Bendito el que viene en nombre del Señor!
290b0a0067	¡Bendito el reino de nuestro padre David que viene en el nombre del Señor! Hosanna en las alturas”.
290b0b007e	Jesús entró en el templo de Jerusalén. Después de haber observado todo, siendo ya de noche, salió a Betania con los doce.
290b0c003b	Al día siguiente, cuando salieron de Betania, tuvo hambre.
290b0d00be	Al ver una higuera lejana que tenía hojas, se acercó para ver si acaso podía encontrar algo en ella. Cuando llegó a ella, no encontró más que hojas, pues no era la época de los higos.
290b0e0058	Jesús le dijo: “Que nadie vuelva a comer fruto de ti”, y sus discípulos lo oyeron.
290b0f00cf	Llegaron a Jerusalén, y Jesús entró en el templo y comenzó a echar a los que vendían y a los que compraban en el templo, y derribó las mesas de los cambistas y los asientos de los que vendían palomas.
290b10003b	No permitía que nadie llevara un recipiente por el templo.
290b1100b1	Les enseñaba diciendo “¿No está escrito que mi casa será llamada casa de oración para todas las naciones? Pero vosotros la habéis convertido en una cueva de ladrones”.
290b12009a	Los jefes de los sacerdotes y los escribas lo oyeron, y buscaban cómo destruirlo. Porque le temían, pues toda la multitud se asombraba de su enseñanza.
290b130026	Al caer la tarde, salió de la ciudad.
290b140039	Al pasar por la mañana, vieron la higuera seca de raíz.
290b15005a	Pedro, acordándose, le dijo: “¡Rabí, mira! La higuera que maldijiste se ha secado”.
290b16002b	Jesús les respondió: “Tened fe en Dios.
290b1700b5	Porque de cierto os digo que cualquiera que diga a este monte: “Tómalo y arrójalo al mar”, y no dude en su corazón, sino que crea que lo que dice sucede, tendrá lo que dice.
290b180060	Por eso os digo que todo lo que pidáis y oréis, creed que lo habéis recibido, y lo tendréis.
290b1900a3	Siempre que estéis orando, perdonad, si tenéis algo contra alguien, para que vuestro Padre, que está en los cielos, os perdone también vuestras transgresiones.
290b1a006e	Pero si no perdonáis, tampoco vuestro Padre que está en los cielos os perdonará vuestras transgresiones.”
290b1b008c	Llegaron de nuevo a Jerusalén y, mientras caminaba por el templo, se le acercaron los jefes de los sacerdotes, los escribas y los ancianos,
290b1c0082	y comenzaron a decirle: “¿Con qué autoridad haces estas cosas? ¿O quién te ha dado esta autoridad para hacer estas cosas?”
290b1d0070	Jesús les dijo: “Les voy a hacer una pregunta. Respóndanme, y les diré con qué autoridad hago estas cosas.
290b1e0045	El bautismo de Juan, ¿es del cielo o de los hombres? Respondedme”.
290b1f0074	Razonaban entre sí, diciendo: “Si decimos: “Del cielo”, dirá: “¿Por qué, pues, no le habéis creído?”
290b200070	Si decimos: “De los hombres”, temían a la gente, pues todos consideraban que Juan era realmente un profeta.
290b21007e	Ellos respondieron a Jesús: “No lo sabemos”. Jesús les dijo: “Tampoco os diré con qué autoridad hago estas cosas”.
290c0100be	Se puso a hablarles en parábolas. “Un hombre plantó una viña, la rodeó de un seto, cavó un pozo para el lagar, construyó una torre, la alquiló a un agricultor y se fue a otro país.
290c02006c	Cuando llegó el momento, envió a un siervo al agricultor para que le diera su parte del fruto de la viña.
290c030031	Lo tomaron, lo golpearon y lo despidieron vacío.
290c04006b	Volvió a enviar a otro siervo, y le tiraron piedras, lo hirieron en la cabeza y lo despidieron maltratado.
290c050061	Volvió a enviar a otro, y lo mataron a él y a otros muchos, golpeando a unos y matando a otros.
290c060073	Por eso, teniendo todavía uno, su hijo amado, lo envió el último a ellos, diciendo: “Respetarán a mi hijo”.
290c070077	Pero aquellos campesinos dijeron entre sí: ‘Este es el heredero. Vengan, matémoslo, y la herencia será nuestra’.
290c080030	Lo tomaron, lo mataron y lo echaron de la viña.
290c09006b	¿Qué hará, pues, el señor de la viña? Vendrá y destruirá a los labradores, y dará la viña a otros.
290c0a0071	¿Acaso no has leído esta Escritura? La piedra que desecharon los constructores fue nombrado jefe de la esquina.
290c0b003a	Esto era del Señor. Es maravilloso a nuestros ojos’”.
290c0c0090	Intentaron apoderarse de él, pero temían a la multitud, pues se dieron cuenta de que decía la parábola contra ellos. Lo dejaron y se fueron.
290c0d005e	Enviaron a algunos de los fariseos y de los herodianos hacia él, para atraparlo con palabras.
290c0e00e7	Cuando llegaron, le preguntaron: “Maestro, sabemos que eres honesto y que no te inclinas por nadie, pues no eres parcial con nadie, sino que enseñas verdaderamente el camino de Dios. ¿Es lícito pagar impuestos al César, o no?
290c0f009d	¿Debemos dar, o no debemos dar?” Pero él, conociendo su hipocresía, les dijo: “¿Por qué me ponéis a prueba? Traedme un denario, para que lo vea”.
290c10006a	Lo trajeron. Les dijo: “¿De quién es esta imagen y esta inscripción?” Le dijeron: “Del César”.
290c11007a	Jesús les respondió: “Dad al César lo que es del César y a Dios lo que es de Dios”. Se maravillaron mucho con él.
290c120063	Algunos saduceos, que dicen que no hay resurrección, se acercaron a él. Le preguntaron, diciendo:
290c1300b1	“Maestro, Moisés nos escribió: “Si el hermano de un hombre muere y deja esposa, y no deja hijos, que su hermano tome a su esposa y levante descendencia para su hermano”.
290c140055	Había siete hermanos. El primero tomó una esposa, y al morir no dejó descendencia.
290c15004e	El segundo la tomó y murió sin dejar descendencia. El tercero hizo lo mismo;
290c160058	y los siete la tomaron y no dejaron hijos. El último de todos murió también la mujer.
290c17007e	En la resurrección, cuando resuciten, ¿de quién será ella la esposa de ellos? Porque los siete la tuvieron como esposa”.
290c18006e	Jesús les contestó: “¿No es porque estáis equivocados, al no conocer las Escrituras ni el poder de Dios?
290c19007a	Porque cuando resuciten de entre los muertos, ni se casan ni se dan en matrimonio, sino que son como ángeles en el cielo.
290c1a00c6	Pero sobre los muertos, que resucitan, ¿no habéis leído en el libro de Moisés sobre la Zarza, cómo Dios le habló diciendo: “Yo soy el Dios de Abraham, el Dios de Isaac y el Dios de Jacob”?
290c1b0057	No es el Dios de los muertos, sino de los vivos. Por tanto, estáis muy equivocados”.
290c1c00a4	Uno de los escribas se acercó y los oyó interrogar juntos, y sabiendo que les había respondido bien, le preguntó: “¿Cuál es el mayor de los mandamientos?”
290c1d0066	Jesús respondió: “El más grande es: ‘Escucha, Israel, el Señor nuestro Dios, el Señor es uno.
290c1e008b	Amarás al Señor tu Dios con todo tu corazón, con toda tu alma, con toda tu mente y con todas tus fuerzas. Este es el primer mandamiento.
290c1f006d	El segundo es así: ‘Amarás a tu prójimo como a ti mismo’. No hay otro mandamiento mayor que éstos”.
290c200061	El escriba le dijo: “En verdad, maestro, has dicho bien que él es uno, y no hay otro sino él;
290c2100c7	y amarlo con todo el corazón, con todo el entendimiento, con toda el alma y con todas las fuerzas, y amar al prójimo como a sí mismo, es más importante que todos los holocaustos y sacrificios.”
290c22008d	Al ver que respondía con sabiduría, Jesús le dijo: “No estás lejos del Reino de Dios”. Después nadie se atrevió a preguntarle nada.
290c230078	Jesús respondió, mientras enseñaba en el templo: “¿Cómo es que los escribas dicen que el Cristo es hijo de David?
290c2400a4	Porque el mismo David dijo en el Espíritu Santo ‘El Señor dijo a mi Señor, “Siéntate a mi derecha, hasta que haga de tus enemigos el escabel de tus pies”.
290c250073	Por lo tanto, el mismo David lo llama Señor, ¿cómo puede ser su hijo?” La gente común le escuchaba con gusto.
290c260087	En su enseñanza les decía: “Cuídense de los escribas, a quienes les gusta andar con ropas largas, y recibir saludos en las plazas,
290c270055	y obtener los mejores asientos en las sinagogas y los mejores lugares en las fiestas,
290c280075	los que devoran las casas de las viudas, y por un pretexto hacen largas oraciones. Estos recibirán mayor condena”.
290c290071	Jesús se sentó frente al tesoro y vio cómo la multitud echaba dinero en el tesoro. Muchos ricos echaban mucho.
290c2a005e	Vino una viuda pobre y echó dos moneditas de bronce, que equivalen a una moneda de cuadrante.
290c2b007c	Llamó a sus discípulos y les dijo: “Os aseguro que esta viuda pobre ha echado más que todos los que echan en el tesoro,
290c2c006e	porquetodos han echado de su abundancia, pero ella, de su pobreza, ha echado todo lo que tenía para vivir.”
290d010069	Al salir del templo, uno de sus discípulos le dijo: “¡Maestro, mira qué piedras y qué edificios!”
290d020072	Jesús le dijo: “¿Ves estos grandes edificios? No quedará aquí una piedra sobre otra que no sea derribada”.
290d03007f	Mientras estaba sentado en el Monte de los Olivos, frente al templo, Pedro, Santiago, Juan y Andrés le preguntaron en privado:
290d04006e	“Dinos, ¿cuándo serán estas cosas? ¿Cuál es la señal de que todas estas cosas están por cumplirse?”
290d050055	Respondiendo Jesús, comenzó a decirles: “Tened cuidado de que nadie os extravíe.
290d060053	Porque vendrán muchos en mi nombre, diciendo: “Yo soy” y engañarán a muchos.
290d07008a	“Cuando oigáis hablar de guerras y rumores de guerras, no os preocupéis. Porque es necesario que se produzcan, pero aún no es el fin.
