2800000005	Matei
3601020091	către Timotei, adevăratul meu copil în credință: Har, îndurare și pace de la Dumnezeu Tatăl nostru și de la Hristos Isus, Domnul nostru.
3601030091	După cum v-am îndemnat când mergeam în Macedonia, rămâneți la Efes, ca să porunciți unor oameni să nu învețe o altă învățătură,
36010400ad	și să nu dați atenție la mituri și la genealogii nesfârșite, care provoacă certuri, în loc să dea atenție la administrarea lui Dumnezeu, care este în credință.
3601050072	Dar scopul acestei porunci este dragostea dintr-o inimă curată, o conștiință bună și o credință sinceră,
3601060047	de la care unii, ratând ținta, s-au abătut spre vorbărie deșartă,
3601070074	dorind să fie învățători ai legii, deși nu înțeleg nici ceea ce spun, nici despre ceea ce afirmă cu tărie.
360108004c	Dar noi știm că Legea este bună, dacă o folosește cineva în mod legal,
3601090108	știind că Legea nu a fost făcută pentru cel neprihănit, ci pentru cei fără de lege și nesupuși, pentru cei nelegiuiți și păcătoși, pentru cei necredincioși și profanatori, pentru ucigașii de tați și ucigașii de mame, pentru ucigașii de oameni,
36010a00bf	pentru cei imorali din punct de vedere sexual, pentru homosexuali, pentru traficanții de sclavi, pentru mincinoși, pentru sperjurori și pentru orice alt lucru contrar bunei învățături,
36010b005d	potrivit cu Buna Vestire a slavei binecuvântatului Dumnezeu, care mi-a fost încredințată.
36010c0083	Mulțumesc Celui ce m-a făcut în stare, Hristos Isus, Domnul nostru, pentru că m-a socotit credincios, punându-mă în slujbă,
36010d009d	deși eram hulitor, prigonitor și obraznic. Cu toate acestea, am obținut îndurare, pentru că am făcut-o din necredință, în necunoștință de cauză.
36010e0068	Harul Domnului nostru a abundat nespus de mult cu credința și cu dragostea care este în Cristos Isus.
36010f00a7	Este credincioasă și vrednică de toată acceptarea afirmația că Isus Hristos a venit în lume ca să mântuiască pe păcătoși, dintre care eu sunt cel dintâi.
36011000cd	Totuși, din această cauză am obținut îndurare, pentru ca, în mine mai întâi, Isus Hristos să-și arate toată răbdarea ca exemplu pentru cei care urmau să creadă în el pentru viața veșnică.
3601110090	Acum, Regelui veșnic, nemuritor și invizibil, lui Dumnezeu, care este singurul înțelept, să fie cinstea și gloria în vecii vecilor. Amin.
36011200a8	Îți încredințez această învățătură, copilul meu Timotei, conform profețiilor care ți-au fost date mai înainte, pentru ca prin ele să duci lupta cea bună,
3601130088	păstrând credința și o conștiință bună, pe care unii, după ce au îndepărtat-o, au naufragiat în ceea ce privește credința,
360114007c	printre care se numără Himeneu și Alexandru, pe care i-am dat pe mâna Satanei, ca să fie învățați să nu hulească.
3602010077	Îndemn, așadar, mai întâi de toate, să se facă cereri, rugăciuni, mijlociri și mulțumiri pentru toți oamenii,
360202009a	pentru împărați și pentru toți cei care sunt în poziții înalte, ca să ducem o viață liniștită și pașnică în toată evlavia și respectul.
3602030053	Căci acest lucru este bun și plăcut înaintea lui Dumnezeu, Mântuitorul nostru,
3602040067	care dorește ca toți oamenii să fie mântuiți și să ajungă la deplina cunoaștere a adevărului.
3602050068	Căci există un singur Dumnezeu și un singur mijlocitor între Dumnezeu și oameni, omul Isus Cristos,
360206005b	care s-a dat pe sine însuși ca răscumpărare pentru toți, mărturie la timpul potrivit,
3602070095	pentru care am fost numit predicator și apostol — spun adevărul în Cristos, nu mint —, învățător al neamurilor în credință și adevăr.
3602080076	Așadar, doresc ca oamenii să se roage în fiecare loc, ridicând mâini sfinte, fără mânie și fără îndoială.
360209009c	La fel, ca și femeile să se împodobească în haine decente, cu modestie și cuviinciozitate, nu cu păr împletit, cu aur, cu perle sau cu haine scumpe,
36020a0047	ci cu fapte bune, ceea ce se cuvine femeilor care mărturisesc evlavia.
36020b0037	Femeia să învețe în liniște, cu deplină supunere.
36020c0078	Dar eu nu permit ca o femeie să învețe și nici să exercite autoritate asupra unui bărbat, ci să fie în liniște.
36020d002f	Căci mai întâi a fost format Adam, apoi Eva.
36020e0052	Adam nu a fost înșelat, dar femeia, fiind înșelată, a căzut în neascultare;
36020f007e	dar ea va fi salvată prin nașterea copiilor, dacă vor continua în credință, în iubire și în sfințenie cu sobrietate.
3603010058	Iată o vorbă credincioasă: cine vrea să fie supraveghetor, dorește o lucrare bună.
36030200a3	Așadar, supraveghetorul trebuie să fie fără prihană, soț al unei singure soții, cumpătat, cumpătat, cumpătat, modest, ospitalier, bun la învățătură;
3603030075	să nu fie băutor, să nu fie violent, să nu fie lacom de bani, ci blând, să nu fie certăreț, să nu fie lacom;
3603040064	să fie unul care își conduce bine propria casă, având copiii în supunere cu toată reverența;
3603050073	(căci cum ar putea cineva care nu știe să-și conducă propria casă să aibă grijă de adunarea lui Dumnezeu?)
3603060061	nu un nou convertit, ca nu cumva, îngâmfat, să nu cadă în aceeași osândă ca și diavolul.
3603070080	Mai mult, trebuie să aibă o mărturie bună din partea celor de afară, ca să nu cadă în ocară și în capcana diavolului.
360308009c	La fel și slujitorii trebuie să fie cuviincioși, să nu aibă o limbă cu două tăișuri, să nu fie dependenți de mult vin, să nu fie lacomi de bani,
360309004d	și să aibă o conștiință curată în ceea ce privește taina credinței.
36030a005e	Să fie și ei mai întâi puși la încercare; apoi să slujească, dacă sunt ireproșabili.
36030b007f	Soțiile lor, la fel, trebuie să fie respectuoase, să nu fie defăimătoare, cumpătate și credincioase în toate lucrurile.
36030c005f	Slujitorii să fie soți ai unei singure soții, să își conducă bine copiii și casele lor.
36030d0083	Căci cei care au slujit bine își dobândesc o poziție bună și o mare îndrăzneală în credința care este în Hristos Isus.
36030e003e	Vă scriu aceste lucruri, nădăjduind să vin curând la voi,
36030f00ab	dar dacă voi aștepta mult, ca să știți cum trebuie să vă purtați în casa lui Dumnezeu, care este Adunarea Dumnezeului celui viu, stâlpul și temelia adevărului.
36031000cd	Fără îndoială, taina evlaviei este mare: Dumnezeu a fost revelat în carne și oase, îndreptățit în spirit, văzut de îngeri, propovăduit printre națiuni, crezut în lume, și primit în slavă.
36040100ac	Dar Duhul spune în mod expres că, în vremurile de pe urmă, unii se vor depărta de la credință, ascultând de duhuri seducătoare și de învățături ale demonilor,
360402005f	prin ipocrizia unor oameni care spun minciuni, care-și lovesc conștiința ca un fier încins,
36040300ae	care interzic căsătoria și poruncesc să se abțină de la mâncărurile pe care Dumnezeu le-a creat pentru a fi primite cu mulțumire de cei ce cred și cunosc adevărul.
360404006f	Căci orice făptură a lui Dumnezeu este bună și nimic nu este de lepădat, dacă este primit cu mulțumire.
3604050046	Căci este sfințită prin cuvântul lui Dumnezeu și prin rugăciune.
36040600a9	Dacă vei învăța pe frați aceste lucruri, vei fi un bun slujitor al lui Hristos Isus, hrănit cu cuvintele credinței și cu buna învățătură pe care ai urmat-o.
3604070050	Dar refuzați fabulele profane și cele ale babelor. Exersează-te spre evlavie.
3604080099	Căci exercițiul trupesc are o anumită valoare, dar evlavia are valoare în toate lucrurile, având făgăduința vieții de acum și a celei viitoare.
360409003f	Acest cuvânt este credincios și vrednic de toată acceptarea.
36040a00b3	Căci în acest scop ne străduim și suferim ocara, pentru că ne-am pus încrederea în Dumnezeul cel viu, care este Mântuitorul tuturor oamenilor, mai ales al celor care cred.
36040b0029	Poruncește și învață aceste lucruri.
36040c00ca	Nimeni să nu disprețuiască tinerețea voastră, ci să fiți o pildă pentru cei credincioși, prin cuvânt, prin felul vostru de viață, prin dragoste, prin duh, prin credință și prin curăție.
36040d004f	Până voi veni eu, fiți atenți la citire, la îndemn și la învățătură.
36040e006d	Nu neglijați darul care este în voi, care v-a fost dat prin profeție, prin punerea mâinilor bătrânilor.
36040f007a	Fiți sârguincioși în aceste lucruri. Dăruiește-te cu totul lor, pentru ca progresul tău să fie descoperit tuturor.
36041000c2	Fiți atenți la voi înșivă și la învățătura voastră. Continuați în aceste lucruri, căci, făcând aceasta, vă veți salva atât pe voi înșivă, cât și pe cei care vă ascultă.
360501006e	Nu mustrați pe cel mai în vârstă, ci îndemnați-l ca pe un tată; pe cei mai tineri, ca pe niște frați;
360502006b	pe cele mai în vârstă, ca pe niște mame; pe cele mai tinere, ca pe niște surori, în toată curăția.
3605030033	Cinstiți văduvele care sunt văduve cu adevărat.
36050400d4	Dar, dacă vreo văduvă are copii sau nepoți, să învețe mai întâi să dea dovadă de evlavie față de familia lor și să-și răsplătească părinții, căci aceasta este plăcut înaintea lui Dumnezeu.
360505008b	Or, cea care este văduvă cu adevărat și pustie, își pune nădejdea în Dumnezeu și stăruie în cereri și rugăciuni noapte și zi.
3605060045	Dar cea care se dăruiește plăcerilor este moartă cât trăiește.
3605070044	De asemenea, poruncește aceste lucruri, ca să fie fără prihană.
3605080083	Dar dacă cineva nu are grijă de ai săi și mai ales de casa sa, a tăgăduit credința și este mai rău decât un necredincios.
3605090083	Nimeni să nu fie înscrisă ca văduvă în vârstă de mai puțin de șaizeci de ani, după ce a fost soția unui singur bărbat,
36050a00e4	și a fost aprobată prin fapte bune, dacă a crescut copii, dacă a fost ospitalieră cu străinii, dacă a spălat picioarele sfinților, dacă a ușurat pe cei necăjiți și dacă a urmat cu sârguință orice lucrare bună.
36050b0084	Dar refuză pe văduvele mai tinere, pentru că, după ce au devenit desfrânate împotriva lui Hristos, vor să se căsătorească,
36050c003d	fiind osândite, pentru că au respins primul lor angajament.
36050d00bb	În plus, ele învață și să fie leneșe, umblând din casă în casă. Nu numai leneși, ci și bârfitori și băgători de seamă, spunând lucruri pe care nu trebuie să le spună.
36050e0099	Așadar, doresc ca văduvele mai tinere să se căsătorească, să aibă copii, să conducă gospodăria și să nu dea prilej adversarului să insulte.
36050f002a	Căci deja unii s-au abătut după Satana.
36051000b8	Dacă vreun bărbat sau vreo femeie credincioasă are văduve, să le ușureze, și să nu lase adunarea să fie împovărată, ca să ușureze pe cele care sunt într-adevăr văduve.
3605110089	Să fie socotiți vrednici de o cinste dublă bătrânii care conduc bine, mai ales cei ce lucrează în cuvânt și în învățătură.
360512007d	Căci Scriptura zice: “Să nu pui botniță boului când calcă grâul”. Și: “Lucrătorul este vrednic de plata sa”.
360513005c	Să nu primești o acuzație împotriva unui bătrân decât pe baza a doi sau trei martori.
360514005d	Pe cei ce păcătuiesc, mustrați-i în fața tuturor, pentru ca și ceilalți să se teamă.
36051500b4	Vă poruncesc, în fața lui Dumnezeu, a Domnului Isus Hristos și a îngerilor aleși, să respectați aceste lucruri fără prejudecăți, fără să faceți nimic cu părtinire.
3605160075	Să nu puneți mâinile în grabă asupra nimănui. Nu fiți părtași la păcatele altora. Păstrați-vă puritatea.
3605170072	Nu mai bea numai apă, ci bea și puțin vin, pentru sănătatea stomacului tău și pentru bolile tale frecvente.
3605180058	Păcatele unora sunt evidente, care îi preced la judecată, iar altele vin mai târziu.
3605190053	La fel și faptele bune sunt evidente, iar cele care sunt altfel nu pot fi ascunse.
3606010098	Toți cei ce sunt robi sub jug să socotească pe stăpânii lor vrednici de toată cinstea, ca să nu fie hulit numele lui Dumnezeu și învățătura.
36060200ef	Cei care au stăpâni credincioși, să nu-i disprețuiască, pentru că sunt frați, ci mai degrabă să le slujească, pentru că cei care au parte de binefacere sunt credincioși și iubiți. Învățați și îndemnați aceste lucruri.
36060300b2	Dacă cineva învață o altă învățătură și nu se supune cuvintelor sănătoase, cuvintelor Domnului nostru Isus Hristos și învățăturii care este potrivit cu evlavia,
36060400a0	este un îngâmfat, care nu știe nimic, ci este obsedat de certuri, de dispute și de lupte de cuvinte, de unde vin invidii, certuri, insulte, suspiciuni rele,
36060500a7	fricțiuni constante ale oamenilor cu minți corupte și lipsiți de adevăr, care cred că evlavia este un mijloc de câștig. Îndepărtează-te de astfel de oameni.
3606060030	Dar evlavia cu mulțumire este un mare câștig.
360607005b	Căci noi nu am adus nimic în lume și cu siguranță nu putem duce nimic la îndeplinire.
360608003f	Dar având hrană și îmbrăcăminte, ne vom mulțumi cu asta.
36060900bf	Dar cei care sunt hotărâți să se îmbogățească cad în ispită, în capcană și în multe pofte nebunești și dăunătoare, de natură să înece pe oameni în ruină și distrugere.
36060a00ad	Căci iubirea de bani este o rădăcină a tot felul de rele. Unii au fost rătăciți de la credință din cauza lăcomiei lor și s-au străpuns singuri cu multe necazuri.
36060b008e	Dar tu, om al lui Dumnezeu, să fugi de aceste lucruri și să urmezi dreptatea, evlavia, credința, dragostea, perseverența și blândețea.
36060c0098	Luptă lupta cea bună a credinței. Apucă-te de viața veșnică la care ai fost chemat și ai mărturisit buna mărturisire în fața multor martori.
36060d00ad	Vă poruncesc, înaintea lui Dumnezeu, care dă viață tuturor lucrurilor, și înaintea lui Isus Cristos, care în fața lui Ponțiu Pilat a mărturisit buna mărturisire,
36060e0065	să respectați porunca fără pată, fără vină, până la arătarea Domnului nostru Isus Cristos,
36060f0084	pe care, la timpul potrivit, o va arăta el, care este binecuvântatul și singurul Conducător, Regele regilor și Domnul domnilor.
36061000b9	El singur are nemurirea, care locuiește într-o lumină de neatins, pe care nimeni nu l-a văzut și nici nu poate să-l vadă, căruia i se cuvine cinstea și puterea veșnică. Amin.
36061100e0	Îndemnați-i pe cei ce sunt bogați în veacul acesta să nu se îngâmfe și să nu-și pună nădejdea în bogăția nesigură, ci în Dumnezeul cel viu, care ne dăruiește din belșug toate cele de care ne putem bucura;
3606120061	să facă binele, să fie bogați în fapte bune, să fie gata să împartă, gata să împartă;
360613007d	să-și facă rezerve pentru ei înșiși o temelie bună pentru vremurile viitoare, ca să poată dobândi viața veșnică.
3606140095	Timotei, păzește ceea ce ți s-a încredințat, ferindu-te de vorbăria deșartă și de opozițiile celor ce se numesc în mod greșit știință,
3606150058	pe care le fac unii, și care s-au abătut de la credință. Harul să fie cu voi. Amin.
3700000009	2 Timotei
3701010073	Pavel, apostol al lui Isus Hristos, prin voia lui Dumnezeu, după făgăduința vieții care este în Hristos Isus,
370102007c	către Timotei, copilul meu preaiubit: Har, îndurare și pace, de la Dumnezeu Tatăl și de la Hristos Isus, Domnul nostru.
37010300a7	Mulțumesc lui Dumnezeu, căruia îi slujesc cu conștiință curată, ca și strămoșii mei. Cât de neîncetat îmi amintesc de voi în cererile mele, zi și noapte
3701040056	tânjind să vă văd, amintindu-mi de lacrimile voastre, ca să mă umplu de bucurie;
37010500b3	după ce mi-am adus aminte de credința sinceră care este în voi, care a trăit mai întâi în bunica voastră Lois și în mama voastră Eunice și, sunt convins, și în voi.
3701060068	De aceea vă reamintesc să treziți darul lui Dumnezeu, care este în voi, prin punerea mâinilor mele.
3701070062	Căci Dumnezeu nu ne-a dat un duh de frică, ci de putere, de dragoste și de stăpânire de sine.
37010800b3	De aceea, să nu vă fie rușine de mărturia Domnului nostru, nici de mine, prizonierul lui, ci să îndurați greutățile pentru Buna Vestire, potrivit cu puterea lui Dumnezeu,
37010900b1	care ne-a salvat și ne-a chemat cu o chemare sfântă, nu după faptele noastre, ci după propriul său scop și har, care ne-a fost dat în Isus Hristos înainte de veșnicie,
37010a00ac	dar care a fost descoperit acum prin apariția Mântuitorului nostru, Isus Hristos, care a desființat moartea și a adus la lumină viața și nemurirea prin Buna Vestire.
37010b0057	Pentru aceasta am fost desemnat ca predicator, apostol și învățător al neamurilor.
37010c00be	De aceea și eu sufăr aceste lucruri. Dar nu mă rușinez, pentru că știu pe Cel în care am crezut și sunt încredințat că El poate păzi ceea ce i-am încredințat pentru ziua aceea.
37010d0081	Țineți modelul cuvintelor sănătoase pe care le-ați auzit de la mine, în credința și dragostea care este în Hristos Isus.
37010e0061	Acel lucru bun care v-a fost încredințat, păziți-l prin Duhul Sfânt care locuiește în noi.
37010f0057	Știți că toți cei din Asia s-au depărtat de mine, printre care Fgel și Hermogene.
3701100079	Domnul să dea îndurare casei lui Onisifor, pentru că de multe ori m-a răcorit și nu i-a fost rușine de lanțul meu,
3701110041	ci, când era la Roma, m-a căutat cu sârguință și m-a găsit
3701120082	(Domnul să-i dea să găsească îndurarea Domnului în ziua aceea); și în câte lucruri a slujit la Efes, știți foarte bine.
370201004c	Tu, deci, copilul meu, întărește-te în harul care este în Hristos Isus.
3702020099	Lucrurile pe care le-ai auzit de la mine printre mulți martori, încredințează-le unor oameni credincioși, care vor putea să învețe și pe alții.
370203004e	De aceea, trebuie să înduri greutăți ca un bun soldat al lui Hristos Isus.
370204007f	Nici un soldat aflat la datorie nu se încurcă în treburile vieții, pentru a fi pe placul celui care l-a înrolat ca soldat.
3702050071	De asemenea, dacă cineva concurează în atletism, nu este încoronat decât dacă a concurat conform regulilor.
3702060054	Fermierul care muncește trebuie să fie primul care primește o parte din recoltă.
370207005d	Luați în considerare ceea ce vă spun și Domnul să vă dea pricepere în toate lucrurile.
3702080064	Adu-ți aminte de Iisus Hristos, înviat din morți, din neamul lui David, după Buna Vestire a mea,
3702090067	în care am suferit până la lanțuri ca un criminal. Dar cuvântul lui Dumnezeu nu este înlănțuit.
37020a0095	De aceea îndur toate lucrurile de dragul celor aleși, pentru ca și ei să dobândească mântuirea care este în Cristos Isus cu glorie veșnică.
37020b0069	Acest cuvânt este demn de încredere: “Căci dacă am murit împreună cu el, vom trăi și noi cu el.
37020c005b	Dacă rezistăm, vom domni și noi împreună cu el. Dacă îl negăm, ne va refuza și el.
37020d005c	Dacă suntem necredincioși, el rămâne credincios; pentru că nu se poate nega pe sine.”
37020e0099	Amintește-le aceste lucruri, cerându-le, înaintea Domnului, să nu se certe în zadar, ca să nu se certe în zadar, ca să strice pe cei ce ascultă.
37020f00ac	Străduiește-te să te prezinți pe tine însuți aprobat de Dumnezeu, ca un lucrător care nu are de ce să se rușineze, care să mânuiască bine Cuvântul adevărului.
370210005b	Dar ferește-te de vorbăria goală, pentru că aceasta va merge mai departe în impietate,
370211005a	iar cuvintele acelea vor mistui ca o cangrenă, dintre care se numără Himeneu și Filet:
3702120078	oameni care au greșit în privința adevărului, spunând că învierea a trecut deja și răsturnând credința unora.
37021300d8	Cu toate acestea, temelia fermă a lui Dumnezeu rămâne în picioare, având această pecete: “Domnul cunoaște pe cei ce sunt ai lui” și: “Oricine numește numele Domnului să se depărteze de nedreptate”.
370214008c	Într-o casă mare nu sunt numai vase de aur și de argint, ci și de lemn și de lut. Unele sunt pentru cinste și altele pentru dezonoare.
370215009c	Așadar, dacă cineva se curăță de acestea, va fi un vas de cinste, sfințit și potrivit pentru uzul stăpânului, pregătit pentru orice lucrare bună.
370216008a	Fugiți de poftele tinereții, și căutați dreptatea, credința, dragostea și pacea cu cei ce cheamă pe Domnul dintr-o inimă curată.
3702170059	Dar refuzați întrebările nebunești și ignorante, știind că ele generează certuri.
370218006a	Slujitorul Domnului nu trebuie să se certe, ci să fie blând cu toți, capabil să învețe, răbdător,
370219008a	corectând cu blândețe pe cei care i se opun. Poate că Dumnezeu le va da pocăința care să ducă la deplina cunoaștere a adevărului
37021a0070	și se vor putea recupera din capcana diavolului, după ce au fost luați prizonieri de el pentru a-i face voia.
3703010040	Dar să știți că în zilele din urmă vor veni vremuri grele.
37030200a6	Căci oamenii vor fi iubitori de sine, iubitori de bani, lăudăroși, aroganți, hulitori, neascultători de părinți, nerecunoscători, necredincioși, nesfânți,
370303007e	lipsiți de afecțiune firească, neiertători, calomniatori, fără stăpânire de sine, înverșunați, nu iubitori de bine,
370304007a	trădători, încăpățânați, îngâmfați, încrezuți, iubitori de plăceri mai degrabă decât iubitori de Dumnezeu,
3703050057	având o formă de evlavie, dar negând puterea ei. Îndepărtați-vă și de aceștia.
3703060094	Căci unii dintre aceștia sunt oameni care se strecoară în case și iau prizoniere femei creduli, încărcate de păcate, duse de felurite pofte,
3703070054	învățând mereu și neputând niciodată să ajungă la cunoașterea adevărului.
37030800b2	Așa cum Jannes și Jambres s-au împotrivit lui Moise, tot așa și aceștia se împotrivesc adevărului, oameni corupți la minte, care în privința credinței sunt respinși.
370309007c	Dar ei nu vor merge mai departe. Căci nebunia lor va fi evidentă pentru toți oamenii, așa cum a ajuns să fie și a lor.
37030a006a	Dar voi ați urmărit învățătura, purtarea, hotărârea, credința, răbdarea, dragostea, statornicia,
37030b00ac	persecuțiile și suferințele mele, care mi s-au întâmplat în Antiohia, în Iconiu și în Listra. Am îndurat acele persecuții. Domnul m-a izbăvit din toate acestea.
37030c0060	Da, și toți cei care doresc să trăiască cu evlavie în Hristos Isus vor suferi persecuții.
37030d006f	Dar oamenii răi și impostorii se vor înrăutăți din ce în ce mai mult, înșelând și fiind înșelați.
37030e008a	Dar voi rămâneți în lucrurile pe care le-ați învățat și de care ați fost încredințați, știind de la cine le-ați învățat.
37030f0098	Încă din copilărie ați cunoscut Sfintele Scripturi, care pot să vă facă înțelepți pentru mântuire, prin credința care este în Hristos Isus.
370310009f	Orice Scriptură este insuflată de Dumnezeu și folositoare pentru învățătură, pentru mustrare, pentru îndreptare și pentru instruire în neprihănire,
3703110079	pentru ca fiecare persoană care aparține lui Dumnezeu să fie completă, echipată temeinic pentru orice lucrare bună.
37040100a4	Vă poruncesc, așadar, înaintea lui Dumnezeu și a Domnului Isus Hristos, care va judeca pe cei vii și pe cei morți, la arătarea Lui și în Împărăția Lui:
370402009c	propovăduiți Cuvântul; fiți grabnici la vreme și la nesfârșit; mustrați, mustrați și îndemnați cu toată răbdarea și cu toată învățătura.
37040300a1	Căci va veni vremea când nu vor asculta învățătura sănătoasă, ci, având mâncărimi de urechi, își vor îngrămădi învățători după poftele lor,
3704040048	își vor întoarce urechile de la adevăr și se vor abate spre fabule.
370405007e	Dar tu să fii cumpătat în toate, să suporți greutăți, să faci lucrarea de evanghelist și să-ți împlinești slujba.
3704060039	Căci deja sunt oferit și a venit vremea plecării mele.
3704070045	Am luptat lupta cea bună. Am terminat cursul. Am păstrat credința.
37040800ba	De acum încolo, mi s-a strâns cununa dreptății, pe care Domnul, judecătorul cel drept, mi-o va da în ziua aceea; și nu numai mie, ci și tuturor celor care au iubit arătarea Lui.
370409002f	Să vă sârguiți să veniți curând la mine,
37040a0076	căci Demas m-a părăsit, iubind lumea de acum, și s-a dus la Tesalonic, Crescens în Galatia și Tit în Dalmația.
37040b006a	Numai Luca este cu mine. Luați-l pe Marcu și aduceți-l cu voi, căci îmi este de folos pentru slujbă.
37040c0024	Am trimis însă pe Tihicus la Efes.
37040d0064	Adu mantia pe care am lăsat-o la Troa la Carpus când vii — și cărțile, mai ales pergamentele.
37040e0057	Alexandru, coptarul, mi-a făcut mult rău. Domnul îi va răsplăti după faptele lui.
37040f003f	Ferește-te de el, pentru că s-a opus mult cuvintelor noastre.
3704100075	La prima mea apărare, nimeni nu a venit să mă ajute, ci toți m-au părăsit. Să nu li se reproșeze acest lucru.
37041100af	Dar Domnul a stat lângă mine și m-a întărit, pentru ca prin mine să se proclame pe deplin mesajul și să audă toate neamurile. Astfel am fost izbăvit din gura leului.
3704120092	Și Domnul mă va izbăvi de orice lucrare rea și mă va păstra pentru Împărăția Sa cerească. A lui să fie gloria în vecii vecilor. Amin.
3704130038	Salutați pe Prisca și pe Acuila și casa lui Onisifor.
3704140044	Erast a rămas la Corint, dar pe Trofim l-am lăsat bolnav la Milet.
370415007a	Fiți sârguincioși să veniți înainte de iarnă. Eubulus vă salută, ca și Pudens, Linus, Claudia și toți frații.
3704160047	Domnul Isus Hristos să fie cu duhul tău. Harul să fie cu tine. Amin.
3800000005	Titus
38010100ac	Pavel, slujitor al lui Dumnezeu și apostol al lui Isus Hristos, după credința celor aleși de Dumnezeu și după cunoștința adevărului, care este potrivit cu evlavia,
3801020079	în speranța vieții veșnice, pe care Dumnezeu, care nu poate minți, a făgăduit-o înainte de începutul veacurilor,
3801030092	dar care, la vremea Sa, a descoperit cuvântul Său în mesajul care mi-a fost încredințat, potrivit poruncii lui Dumnezeu, Mântuitorul nostru,
380104009d	lui Tit, adevăratul meu copil, potrivit unei credințe comune: Har, milă și pace de la Dumnezeu Tatăl și de la Domnul Isus Hristos, Mântuitorul nostru.
380105008d	De aceea v-am lăsat în Creta, ca să puneți în ordine ce lipsește și să rânduiți bătrâni în fiecare cetate, cum v-am poruncit eu,
380106008e	dacă este cineva fără vină, soț al unei singure femei, cu copii credincioși, care nu sunt acuzați de desfrânare sau de neorânduială.
38010700ed	Pentru că supraveghetorul trebuie să fie fără vină, ca un administrator al lui Dumnezeu, să nu se mulțumească cu sine, să nu se mânie ușor, să nu fie dat la vin, să nu fie violent, să nu fie lacom la câștiguri necinstite;
3801080066	ci să fie dat la ospitalitate, iubitor de bine, cumpătat, corect, cinstit, sfânt, stăpân pe sine,
38010900a7	să se țină de cuvântul credincios, care este conform învățăturii, ca să poată îndemna în doctrina sănătoasă și să convingă pe cei care îl contrazic.
38010a0065	Căci sunt și mulți oameni nechibzuiți, vorbitori și înșelători, mai ales cei din circumcizie,
38010b00a5	cărora trebuie să li se astupe gura, oameni care răstălmăcesc case întregi, învățând lucruri pe care nu trebuie să le facă, pentru un câștig necinstit.
38010c007c	Unul dintre ei, un profet de-al lor, a spus: “Creștinele sunt întotdeauna mincinoase, fiare rele și lăcomi leneși”.
38010d0068	Această mărturie este adevărată. De aceea, mustrați-i aspru, ca să fie sănătoși în credință,
38010e006d	fără să fie atenți la fabulațiile iudaice și la poruncile oamenilor care se îndepărtează de adevăr.
38010f00ae	Pentru cei curați, toate lucrurile sunt pure, dar pentru cei necurați și necredincioși, nimic nu este curat, ci atât mintea lor, cât și conștiința lor sunt spurcate.
380110009b	Ei mărturisesc că îl cunosc pe Dumnezeu, dar prin faptele lor îl neagă, fiind abominabili, neascultători și nepotriviți pentru orice lucrare bună.
3802010042	Ci spuneți ceea ce se potrivește cu învățătura sănătoasă,
380202009b	ca bărbații mai în vârstă să fie cumpătați, cumpătați, cumpătați, cumpătați, sănătoși în credință, în dragoste și în perseverență,
38020300ae	și ca femeile mai în vârstă să fie, de asemenea, cuviincioase în purtare, să nu fie calomniatoare și să nu fie roabe de mult vin, învățătoare a ceea ce este bun,
3802040062	pentru ca ele să învețe pe tinerele neveste să-și iubească soții, să-și iubească copiii,
3802050086	să fie cumpătate, caste, lucrătoare în casă, amabile, supuse propriilor soți, pentru ca cuvântul lui Dumnezeu să nu fie hulit.
3802060043	De asemenea, îndemnați și pe cei mai tineri să fie cumpătați.
380207009c	În toate lucrurile, arată-te pe tine însuți un exemplu de fapte bune. În învățătura voastră, arătați integritate, seriozitate, incoruptibilitate
3802080092	și o vorbire sănătoasă, care nu poate fi condamnată, pentru ca cel care vi se opune să fie rușinat, neavând nimic rău de spus despre noi.
3802090081	Îndeamnă-i pe slujitori să se supună stăpânilor lor și să fie binevoitori în toate lucrurile, fără să se contrazică,
38020a009d	fără să fure, ci să dea dovadă de toată buna credincioșie, ca să împodobească în toate lucrurile învățătura lui Dumnezeu, Mântuitorul nostru.
38020b004c	Căci harul lui Dumnezeu s-a arătat, aducând mântuirea tuturor oamenilor,
38020c0085	instruindu-ne pentru ca, lepădându-ne de impietate și de poftele lumești, să trăim sobru, drept și evlavios în veacul acesta;
38020d0071	așteptând speranța binecuvântată și arătarea gloriei marelui nostru Dumnezeu și Mântuitor, Isus Cristos,
38020e00a8	care s-a dat pe sine însuși pentru noi, ca să ne răscumpere de orice nelegiuire și să își purifice un popor ca să fie proprietatea sa, zelos pentru fapte bune.
38020f006c	Spuneți aceste lucruri, îndemnați și mustrați cu toată autoritatea. Nimeni să nu vă disprețuiască.
380301007d	Amintește-le să se supună stăpânilor și autorităților, să fie ascultători, să fie gata pentru orice lucrare bună,
3803020079	să nu vorbească de rău pe nimeni, să nu fie certăreți, să fie blânzi, cu toată smerenia față de toți oamenii.
38030300bc	Fiindcă și noi am fost odinioară nebuni, neascultători, înșelați, slujind diferitelor pofte și plăceri, trăind în răutate și invidie, urâcioși și urându-ne unii pe alții.
3803040068	Dar, când s-a arătat bunătatea lui Dumnezeu, Mântuitorul nostru, și dragostea lui față de oameni,
