2800000009	San Mateo
3702160082	Huye tambien los deseos juveniles; y sigue la justicia, la fé, la caridad, la paz, con los que invocan al Señor de puro corazon.
3702170059	Empero las cuestiones necias y sin sabiduría desecha, sabiendo que engendran contiendas.
3702180067	Que el siervo del Señor no debe ser litigioso, sino manso para con todos, apto para enseñar, sufrido;
3702190073	Que con mansedumbre corrija á los que se oponen; si quizá Dios les dé que se arrepientan para conocer la verdad,
37021a004a	Y se zafen del lazo del diablo, en que están cautivos á voluntad de él.
370301004a	ESTO tambien sepas, que en los postreros dias vendrán tiempos peligrosos:
370302008e	Que habrá hombres amadores de sí mismos, avaros, vanagloriosos, soberbios, detractores, desobedientes á los padres, ingratos, sin santidad,
3703030057	Sin afecto, desleales, calumniadores, destemplados, crueles, aborrecedores de lo bueno,
370304004d	Traidores, arrebatados, hinchados, amadores de los deleites más que de Dios;
3703050059	Teniendo apariencia de piedad, mas habiendo negado la eficacia de ella: y á estos evita.
3703060091	Porque de estos son los que se entran por las casas, y llevan cautivas las mujercillas cargadas de pecados, llevadas de diversas concupiscencias;
3703070053	Que siempre aprenden, y nunca pueden acabar de llegar al conocimiento de la verdad.
37030800a5	Y de la manera que Jannes y Jambres resistieron á Moisés, así tambien estos resisten á la verdad; hombres corruptos de entendimiento, réprobos acerca de la fé.
370309006a	Mas no prevalecerán; porque su insensatez será manifiesta á todos, como tambien lo fué la de aquellos.
37030a0067	Pero tú has comprendido mi doctrina, instruccion, intento, fé, largura de ánimo, caridad, paciencia,
37030b009c	Persecuciones, aflicciones, cuales me sobrevinieron en Antioquia, en Iconio, en Listra; cuales persecuciones he sufrido, y de todas me ha librado el Señor.
37030c0057	Y tambien todos los que quieren vivir piamente en Cristo Jesus, padecerán persecucion.
37030d0061	Mas los malos hombres, y los engañadores, irán de mal en peor, engañando, y siendo engañados.
37030e005f	Empero persiste tú en lo que has aprendido, y te persuadiste, sabiendo de quien has aprendido;
37030f008b	Y que desde la niñez has sabido las sagradas escrituras, las cuales te pueden hacer sabio para la salud por la fé que es en Cristo Jesus.
3703100079	Toda escritura inspirada divinamente, es útil para enseñar, para redargüir, para corregir, para instituir en justicia,
3703110054	Para que el hombre de Dios sea perfecto, enteramente instruido para toda buena obra.
3704010089	REQUIERO yo, pues, delante de Dios, y del Señor Jesu-Cristo, que ha de juzgar los vivos y los muertos en su manifestacion y en su reino,
370402007d	Que prediques la palabra; que instes á tiempo y fuera de tiempo: redarguye, reprende, exhorta con toda paciencia y doctrina.
3704030096	Porque vendrá tiempo cuando no sufrirán la sana doctrina; ántes, teniendo comezon de oir, se amontonarán maestros conforme á sus concupiscencias,
3704040042	Y apartarán de la verdad el oido, y se volverán á las fábulas.
3704050061	Pero tú vela en todo, soporta las aflicciones, haz la obra de evangelista, cumple tu ministerio;
370406004e	Porque yo ya estoy para ser ofrecido, y el tiempo de mi partida está cercano.
3704070047	He peleado la buena batalla, he acabado la carrera, he guardado la fé.
37040800ad	Por lo demás, me está guardada la corona de justicia, la cual me dará el Señor, juez justo, en aquel dia; y no solo á mí, sino tambien á todos los que aman su venida.
370409001c	Procura venir presto á mí:
37040a0076	Porque Demas me ha desamparado, amando este siglo, y se ha ido á Tesalónica; Crescente á Galacia; Tito á Dalmacia.
37040b0063	Lucas solo está conmigo. Toma á Marcos, y tráele contigo; porque me es útil para el ministerio.
37040c001a	A Tichico envié á Efeso.
37040d006d	Trae cuando vinieres, el capote que dejé en Troas en casa de Carpo; y los libros, mayormente los pergaminos.
37040e005d	Alejandro el calderero me ha causado muchos males: el Señor le pague conforme á sus hechos.
37040f0055	Guárdate tú tambien de él; que en grande manera ha resistido á nuestras palabras.
370410005b	En mi primera defensa ninguno me ayudó; ántes me desampararon todos: no les sea imputado.
370411009a	Mas el Señor me ayudó, y me esforzó para que por mí fuese cumplida la predicacion, y todos los Gentiles la oyesen; y fuí librado de la boca del leon.
3704120085	Y el Señor me librará de toda obra mala, y me preservará para su reino celestial: al cual [sea] gloria por siglos de siglos. Amen.
3704130039	Saluda á Prisca y á Aquila, y á la casa de Onesíforo.
3704140043	Erasto se quedó en Corinto; y á Trófimo dejé enfermo en Mileto.
3704150068	Procura venir ántes del invierno. Eubulo te saluda, y Pudente, y Lino, y Claudia, y todos los hermanos.
3704160051	El Señor Jesu-Cristo [sea] con tu espíritu. La gracia [sea] con vosotros. Amen.
3800000004	Tito
380101008e	PABLO, siervo de Dios, y apóstol de Jesu-Cristo segun la fé de los escogidos de Dios, y el conocimiento de la verdad que es segun la piedad,
3801020076	Para la esperanza de la vida eterna, la cual Dios, que no puede mentir, prometió ántes de los tiempos de los siglos,
3801030083	Y manifestó á sus tiempos su palabra por [la] predicacion, que me es á mí encomendada por mandamiento de nuestro Salvador Dios;
380104007d	A Tito, verdadero hijo en la comun fé: Gracia, misericordia, y paz de Dios Padre, y del Señor Jesu-Cristo Salvador nuestro.
3801050080	Por esta causa te dejé en Creta, para que corrigieses lo que falta, y pusieses ancianos por las villas, así como yo te mandé:
380106007a	El que fuere sin crimen, marido de una mujer, que tenga hijos fieles, que no estén acusados de disolucion, ó contumaces.
38010700a6	Porque es menester que el obispo sea sin crimen, como dispensador de Dios; no soberbio, no iracundo, no amador del vino, no heridor, no codicioso de torpes ganancias;
3801080048	Sino hospedador, amador de lo bueno, templado, justo, santo, continente;
3801090095	Retenedor de la fiel palabra que es conforme á la doctrina; para que tambien pueda exhortar con sana doctrina, y convencer á los que contradijeren.
38010a0086	Porque hay aun muchos contumaces, habladores de vanidades, y engañadores de las almas, mayormente [los] que [son] de la circuncision.
38010b0077	A los cuales es preciso tapar la boca; que trastornan casas enteras, enseñando lo que no conviene, por torpe ganancia.
38010c0071	Dijo uno de ellos, propio profeta de ellos: Los Cretenses, siempre mentirosos, malas bestias, vientres perezosos.
38010d005e	Este testimonio es verdadero: por tanto repréndelos duramente, para que sean sanos en la fé;
38010e005d	No atendiendo á fabulas judáicas, y á mandamientos de hombres que se apartan de la verdad.
38010f0090	Todas las cosas son limpias á los limpios, mas á los contaminados é infieles nada es limpio: ántes su alma y conciencia están contaminadas.
380110007c	Profésanse conocer á Dios, mas con los hechos [lo] niegan; siendo abominables y rebeldes, reprobados para toda buena obra.
3802010035	EMPERO tú habla lo que conviene á la sana doctrina:
3802020062	Que los viejos sean templados, graves, prudentes, sanos en la fé, en la caridad, en la paciencia.
3802030079	Las viejas, asimismo, [se distingan] en un porte santo; no calumniadoras, no dadas á mucho vino, maestras de honestidad:
380204006c	Que enseñen á las mujeres jóvenes á ser prudentes, á que amen á sus maridos, á que amen á sus hijos,
3802050086	[A ser] templadas, castas, que tengan cuidado de la casa, buenas, sujetas á sus maridos; porque la palabra de Dios no sea blasfemada.
3802060037	Exhorta asimismo á los mancebos á que sean comedidos:
3802070062	Mostrándote en todo por ejemplo de buenas obras; en doctrina [haciendo ver] integridad, gravedad,
3802080070	Palabra sana, é irreprensible; que el adversario se avergüence, no teniendo mal ninguno que decir de vosotros.
3802090063	[Exhorta] á los siervos, á que sean sujetos á sus señores, que agraden en todo, no respondones;
38020a0073	No defraudando, ántes mostrando toda buena lealtad, para que adornen en todo la doctrina de nuestro Salvador Dios.
38020b0050	Porque la gracia de Dios que trae salvacion á todos los hombres, se manifestó,
38020c007d	Enseñándonos que, renunciando á la impiedad y á los deseos mundanos, vivamos en este siglo templada, y justa, y piamente,
38020d0075	Esperando aquella esperanza bienaventurada, y la manifestacion gloriosa del gran Dios y Salvador nuestro Jesu-Cristo,
38020e0085	Que se dió á sí mismo por nosotros para redimirnos de toda iniquidad, y limpiar para sí un pueblo propio, celoso de buenas obras.
38020f0048	Esto habla y exhorta, y reprende con toda autoridad. Nadie te desprecie.
3803010071	AMONÉSTALES que se sujeten á los príncipes y potestades, que obedezcan, que estén prontos á toda buena obra;
3803020077	Que á nadie infamen, que no sean pendencieros, [sino] modestos, mostrando toda mansedumbre para con todos los hombres.
38030300d3	Porque tambien éramos nosotros necios en otro tiempo, rebeldes, extraviados, sirviendo á concupiscencias y deleites diversos, viviendo en malicia y en envidia, aborrecibles, aborreciendo los unos á los otros:
380304005e	Mas cuando se manifestó la bondad de Dios nuestro Salvador, y [su] amor para con los hombres,
38030500a3	No por obras de justicia que nosotros habiamos hecho, mas por su misericordia nos salvó por el lavacro de la regeneracion, y de la renovacion del Espíritu Santo;
380306004e	El cual derramó en nosotros abundantemente por Jesu-Cristo, nuestro Salvador,
3803070063	Para que, justificados por su gracia, seamos hechos herederos segun la esperanza de la vida eterna.
38030800a4	Palabra fiel, y estas cosas quiero que afirmes, para que los que creen á Dios procuren gobernarse en buenas obras. Estas cosas son buenas y útiles á los hombres.
380309007c	Mas las cuestiones necias, y genealogías, y contenciones y debates acerca de la ley evita: porque son sin provecho y vanas.
38030a0039	Rehusa hombre hereje, despues de una y otra amonestacion;
38030b0057	Estando cierto que el tal es trastornado, y peca, siendo condenado de su propio juicio.
38030c0079	Cuando enviare á tí á Artemas ó á Tichico, procura venir á mí á Nicópolis; porque allí he determinado invernar.
38030d0055	A Zenas, doctor de la ley, y á Apólos envia delante, procurando que nada les falte.
38030e0074	Y aprendan asimismo los nuestros á gobernarse en buenas obras para los usos necesarios, para que no sean sin fruto.
38030f0078	Todos los que están conmigo te saludan. Saluda á los que nos aman en la fé. La gracia [sea] con todos vosotros. Amen.
3900000008	Filemón
3901010060	PABLO, prisionero de Jesu-Cristo, y el hermano Timotéo, á Filémon amado, y coadjutor nuestro;
390102006a	Y á la amada Apphia, y á Archipo, compañero de nuestra milicia, y á la iglesia [que está] en tu casa:
390103004a	Gracia á vosotros, y paz de Dios nuestro Padre, y del Señor Jesu-Cristo.
3901040049	Doy gracias á mi Dios, haciendo siempre memoria de tí en mis oraciones,
3901050057	Oyendo tu caridad, y la fé que tienes en el Señor Jesus, y para con todos los santos,
390106007a	Para que la comunicacion de tu fé sea eficaz en el conocimiento de todo el bien que [está] en vosotros por Cristo Jesus.
3901070081	Porque tenemos gran gozo y consolacion de tu caridad, de que por tí, oh hermano, han sido recreadas las entrañas de los santos.
3901080053	Por lo cual, aunque tengo mucha resolucion en Cristo para mandarte lo que conviene,
3901090069	Ruégo[te] más bien por amor, siendo tal cual [soy,] Pablo viejo, y aun ahora prisionero de Jesu-Cristo.
39010a0042	Ruégote por mi hijo Onésimo, que he engendrado en mis prisiones;
39010b004d	El cual en otro tiempo te fué inútil, mas ahora á tí y á mí [es] útil:
39010c0049	El cual [te] vuelvo á enviar: tú, pues recíbele como á mis entrañas.
39010d0063	Yo quisiera detenerle conmigo, para que en lugar de tí me sirviese en las prisiones del Evangelio.
39010e0065	Mas nada quise hacer sin tu consejo, porque tu beneficio no fuese como de necesidad, sino voluntario.
39010f0064	Porque acaso por esto se ha apartado de tí por [algun] tiempo; para que lo recibieses para siempre;
390110008c	No ya como siervo, ántes más que siervo, [como] hermano amado, mayormente de mí, pero ¿cuánto más de tí, en la carne, y en el Señor?
390111003d	Así que, si me tienes por compañero, recíbele como á mí.
3901120038	Y si en algo te dañó, ó te debe, pónlo á mi cuenta.
390113006b	Yo Pablo [lo] escribí de mi mano; yo [lo] pagaré, por no decirte que aun á tí mismo te me debes demás.
3901140050	Sí, hermano, góceme yo de tí en el Señor; recrea mis entrañas en el Señor.
3901150056	Te he escrito confiando en tu obediencia, sabiendo que aun harás más de lo que digo.
390116006e	Y asimismo prepárame tambien alojamiento; porque espero que por vuestras oraciones os tengo de ser concedido.
3901170041	Te saludan Epafras, mi compañero en la prision por Cristo Jesus,
3901180034	Marcos, Aristarco, Demas, y Lucas, mis cooperadores.
390119004a	La gracia de nuestro Señor Jesu-Cristo [sea] con vuestro espíritu. Amen.
3a00000007	Hebreos
3a01010067	DIOS, habiendo hablado muchas veces, y en muchas maneras en otro tiempo á los padres por los profetas,
3a01020080	En estos postreros dias nos ha hablado por el Hijo, al cual constituyó heredero de todo, por el cual asimismo hizo el universo:
3a010300ff	El cual, siendo el resplandor de gloria, y la misma imágen de su sustancia, y sustentando todas las cosas con la palabra de su potencia, habiendo hecho la purgacion de nuestros pecados por sí mismo, se sentó á la diestra de la Majestad en las alturas,
3a0104006a	Hecho tanto más excelente que los ángeles, cuanto alcanzó por herencia más excelente nombre que ellos.
3a0105009d	Porque ¿á cual de los ángeles dijo [Dios] jamás: Mi Hijo eres tú, hoy yo te he engendrado? Y otra vez ¿Yo seré á él Padre, y él me sera á mi Hijo?
3a01060068	Y otra vez, cuando introduce al Primogénito en la tierra, dice: Y adórenle todos los ángeles de Dios.
3a0107006b	Y ciertamente de los ángeles dice: El que hace sus ángeles espíritus, y á sus ministros llama de fuego:
3a01080059	Mas al Hijo: Tu trono, oh Dios, por siglo del siglo; vara de equidad la vara de tu reino:
3a0109008a	Has amado la justicia, y aborrecido la maldad; por lo cual te ungió Dios el Dios tuyo, con óleo de alegría más que á tus compañeros:
3a010a005b	Y: Tú, oh Señor, en el principio fundaste la tierra; y los cielos son obras de tus manos:
3a010b005b	Ellos perecerán mas tú eres permanente; y todos ellos se envejecerán como una vestidura.
3a010c0068	Y como un vestido los envolverás, y serán mudados; empero tú eres el mismo, y tus años no acabarán.
3a010d007f	Pues ¿á cuál de los ángeles dijo jamás: Siéntate á mi diestra, hasta que ponga á tus enemigos por estrado de tus piés?
3a010e0070	¿No son todos espíritus administradores, enviados para servicio á favor de los que serán herederos de salud?
3a0201006e	POR tanto es menester que con más diligencia atendamos á las cosas que hemos oido, porque no nos escurramos.
3a0202008e	Porque si la palabra dicha por [el ministerio] de los ángeles fué firme, y toda rebelion y desobediencia recibió justa paga de retribucion,
3a020300c2	¿Cómo escaparémos nosotros, si tuviéremos en poco una salud tan grande? La cual, habiendo comenzado á ser publicada por el Señor, ha sido confirmada hasta nosotros por los que [le] oyeron;
3a02040090	Testificando juntamente [con ellos] Dios con señales y milagros, y diversas maravillas, y repartimientos del Espíritu Santo segun su voluntad.
3a02050047	Porque no sujetó á los ángeles el mundo venidero, del cual hablamos.
3a02060086	Testificó empero uno, en cierto lugar, diciendo: ¿Qué es el hombre que te acuerdas de él? ¿ó el hijo del hombre, que le visitas?
3a0207007c	Tú le hiciste un poco menor que los ángeles, coronástele de gloria y de honra, y pusístele sobre las obras de tus manos:
3a020800b6	Todas las cosas sujetaste debajo de sus piés. Porque en cuanto le sujetó todas las cosas, nada dejó que no sea sujeto á él. Mas aun no vemos que todas las cosas le sean sujetas.
3a020900bf	Empero vemos coronado de gloria y de honra, por el padecimiento de muerte, á aquel Jesus que es hecho un poco menor que los ángeles, para que por gracia de Dios gustase la muerte por todos.
3a020a00df	Porque convenia, que aquel por cuya causa [son] todas las cosas, y por el cual todas las cosas [subsisten,] habiendo de llevar á [su] gloria á muchos hijos, hiciese consumado por aflicciones al autor de la salud de ellos.
3a020b007c	Porque el que santifica y los que son santificados, de uno [son] todos: por lo cual no se avergüenza de llamarlos hermanos,
3a020c0057	Diciendo: Anunciare á mis hermanos tu nombre, en medio de la congregacion te alabaré.
3a020d0057	Y otra vez: Yo confiaré en él. Y otra vez: Hé aquí yo y los hijos que me dió Dios.
3a020e00bb	Así que por cuanto los hijos participaron de carne y sangre, él tambien participó de lo mismo, para destruir por la muerte al que tenia el imperio de la muerte, es á saber, al diablo,
3a020f005e	Y librar á los que por el temor de la muerte estaban por toda la vida sujetos á servidumbre.
3a02100052	Porque ciertamente no tomó á los ángeles, sino á la simiente de Abraham tomó.
3a021100ab	Por lo cual debia ser en todo semejante á los hermanos, para venir á ser misericordioso y fiel Pontífice en lo que es para con Dios, para expiar los pecados del pueblo.
3a02120071	Porque en cuanto él mismo padeció, siendo tentado, es poderoso para [tambien] socorrer á los que son tentados.
3a0301008b	POR tanto, hermanos santos, participantes de la vocacion celestial, considerad el Apóstol y Pontífice de nuestra profesion, Cristo Jesus,
3a03020059	El cual es fiel al que le constituyó, como tambien [lo fué] Moisés sobre toda su casa.
3a0303007e	Porque de [tanto] mayor gloria que Moisés este es estimado digno, cuanto tiene mayor dignidad que la casa el que la fabricó.
3a03040055	Porque toda casa es edificada de alguno: mas el que crió todas las cosas, [es] Dios.
3a0305006d	Y Moisés á la verdad [fué] fiel sobre toda su casa, como criado, para testificar lo que se habia de decir:
3a0306008f	Mas Cristo como Hijo sobre su casa; la cual casa somos nosotros, si hasta el cabo retuviéremos firme la confianza y la gloria de la esperanza.
3a03070042	Por lo cual, (como dice el Espíritu Santo: Si oyereis hoy su voz,
3a03080063	No endurezcais vuestros corazones como en la provocacion, en el dia de la tentacion en el desierto,
3a03090052	Donde me tentaron vuestros padres; me probaron, y vieron mis obras cuarenta años.
3a030a007d	A causa de lo cual me enemisté con esta generacion, y dije: Siempre divagan ellos de corazon, y no han conocido mis caminos.
3a030b0031	Juré pues en mi ira: No entrarán en mi reposo.)
3a030c006b	Mirad, hermanos, que en ninguno de vosotros haya corazon malo de incredulidad para apartarse del Dios vivo:
3a030d008b	Antes exhortáos los unos á los otros cada dia, entretanto que se dice Hoy, porque ninguno de vosotros se endurezca con engaño de pecado.
3a030e007a	Porque participantes de Cristo somos hechos, con tal que conservemos firme hasta el fin el principio de nuestra confianza;
3a030f0069	Entretanto que se dice: Si oyereis su voz hoy, no endurezcais vuestros corazones, como en la provocacion.
3a0310006a	Porque algunos de los que habian salido de Egipto con Moisés, habiendo oido, provocaron; aunque no todos.
3a03110077	Mas ¿con cuáles estuvo enojado cuarenta años? ¿no [fué] con los que pecaron, cuyos cuerpos cayeron en el desierto?
3a03120059	¿Y á quiénes juró que no entrarian en su reposo, sino á aquellos que no obedecieron?
3a03130038	Y vemos que no pudieron entrar á causa de incredulidad.
3a04010070	TEMAMOS, pues, que quedando aun la promesa de entrar en su reposo, aparezca alguno de vosotros haberse apartado.
3a04020090	Porque tambien á nosotros se nos ha evangelizado como á ellos; mas no les aprovechó el oir la palabra á los que [la] oyeron sin mezclar fé.
3a040300af	Empero entramos en el reposo los que hemos creido, de la manera que dijo: Como juré en mi ira, no entrarán en mi reposo; aun acabadas las obras desde el principio del mundo.
3a0404006b	Porque en un cierto lugar dijo así del séptimo dia: Y reposó Dios de todas sus obras en el séptimo dia.
3a0405002c	Y otra vez aquí: No entrarán en mi reposo.
3a0406008f	Así que, pues que resta que algunos han de entrar en él, y aquellos á quienes primero fué anunciado no entraron por causa de desobediencia,
3a0407009d	Determina otra vez un cierto dia diciendo por David: Hoy, despues de tanto tiempo; como esta dicho: Si oyereis su voz hoy, no endurezcais vuestros corazones.
3a0408004d	Porque si Josué les hubiera dado el reposo, no hablaria despues de otro dia.
3a04090031	Por tanto queda un reposo para el pueblo de Dios.
3a040a0064	Porque el que ha entrado en su reposo, tambien él ha reposado de sus obras, como Dios de las suyas.
3a040b0066	Procuremos, pues, de entrar en aquel reposo; que ninguno caiga en semejante ejemplo de desobediencia^.
3a040c00ef	Porque la palabra de Dios [es] viva y eficaz, y más penetrante que toda espada de dos filos: y que alcanza hasta partir el alma, y aun el espíritu, y las coyunturas y tuétanos; y discierne los pensamientos y las intenciones del corazon.
3a040d00a5	Y no hay cosa criada que no sea manifiesta en su presencia; ántes todas las cosas [están] desnudas y abiertas á los ojos de aquel á quien tenemos que dar cuenta.
3a040e0076	Por tanto teniendo un gran Pontífice, que penetró los cielos, Jesus el Hijo de Dios, retengamos [nuestra] profesion.
3a040f0093	Porque no tenemos un Pontífice que no se pueda compadecer de nuestras flaquezas; mas tentado en todo segun [nuestra] semejanza, [pero] sin pecado.
3a0410007c	Lleguémonos pues confiadamente al trono de la gracia, para alcanzar misericordia, y hallar gracia para el oportuno socorro.
3a050100ac	PORQUE todo pontífice tomado de entre los hombres, es constituido á favor de los hombres en lo que á Dios toca, para que ofrezca presentes y sacrificios por los pecados:
3a05020068	Que se pueda compadecer de los ignorantes y extraviados, pues que él tambien está rodeado de flaqueza.
3a05030062	Y por causa de ella debe, como por sí mismo, así tambien por el pueblo, ofrecer por los pecados.
3a0504004c	Ni nadie toma para sí la honra, sino el que es llamado de Dios, como Aaron.
3a05050088	Así tambien Cristo no se glorificó á sí mismo haciéndose Pontífice, mas el que le dijo: Tú eres mi Hijo, yo te he engendrado hoy.
3a05060065	Como tambien dice en otro [lugar:] Tú [eres] Sacerdote eternamente, segun el órden de Melchisedech.
3a050700a2	El cual en los dias de su carne, ofreciendo ruegos y súplicas con gran clamor y lágrimas al que le podia librar de muerte, fué oido por [su] reverencial miedo.
3a0508003d	Aunque era Hijo, por lo que padeció aprendió la obediencia;
3a0509004c	Y consumado, vino á ser causa de eterna salud á todos los que le obedecen;
3a050a003c	Nombrado de Dios Pontífice segun el órden de Melchisedech.
3a050b005d	Del cual tenemos mucho que decir, y dificultoso de declarar, por cuanto sois flacos para oir.
3a050c0105	Porque debiendo ser ya maestros [de otros,] á causa del tiempo, teneis necesidad de volver á ser enseñados cuáles [sean] los primeros rudimentos de las palabras de Dios; y habeis llegado á ser [tales] que tengais necesidad de leche, y no de manjar sólido.
3a050d0066	Que cualquiera que participa de la leche, es inhábil para la palabra de la justicia, porque es niño;
3a050e0096	Mas la vianda firme es para los perfectos, para los que por la costumbre tienen [ya] los sentidos ejercitados en el discernimiento del bien y del mal.
3a060100c1	POR tanto, dejando la palabra del comienzo en la doctrina de Cristo vamos adelante á la perfeccion; no echando otra vez el fundamento del arrepentimiento de obras muertas, y de la fé en Dios,
3a06020073	De la doctrina de bautismos, y de la imposicion de manos, y de la resurreccion de los muertos, y del juicio eterno:
3a06030037	Y esto harémos, á la verdad, si Dios [lo] permitiere.
3a06040088	Porque es imposible que los que una vez fueron iluminados, y gustaron el don celestial, y fueron hechos partícipes del Espíritu Santo,
3a06050050	Y asimismo gustaron la buena palabra de Dios, y las virtudes del siglo venidero,
3a06060091	Y recayeron, sean otra vez renovados para arrepentimiento, crucificando de nuevo para sí mismos al Hijo de Dios, y exponiéndo[le] á vituperio.
3a060700a0	Porque la tierra que embebe el agua que muchas veces vino sobre ella, y produce yerba provechosa á aquellos de los cuales es labrada, recibe bendicion de Dios.
3a0608006f	Mas la que produce espinas y abrojos, [es] reprobada, y cercana de maldicion; cuyo fin [será] el ser abrasada.
3a06090065	Pero de vosotros, oh amados, esperamos mejores cosas, y más cercanas á salud, aunque hablamos así.
3a060a00a1	Porque Dios no [es] injusto, para olvidar vuestra obra y el trabajo de amor que habeis mostrado á su nombre, habiendo asistido y asistiendo [aun] á los santos.
3a060b0074	Mas deseamos que cada uno de vosotros muestre la misma solicitud hasta el cabo, para cumplimiento de [su] esperanza;
3a060c006d	Que no os hagais perezosos, mas imitadores de aquellos que por la fé y la paciencia heredarán las promesas.
3a060d005a	Porque prometiendo Dios á Abraham, no pudiendo jurar por otro mayor, juró por sí mismo,
3a060e0051	Diciendo: De cierto te bendeciré bendiciendo; y multiplicando, te multiplicaré.
3a060f003d	Y así, esperando con largura de ánimo, alcanzó la promesa.
3a06100085	Porque los hombres ciertamente por el mayor [que ellos] juran: y el fin de todas sus controversias es el juramento para confirmacion.
3a0611008a	Por lo cual, queriendo Dios mostrar mas abundantemente á los herederos de la promesa la inmutabilidad de su consejo, interpuso juramento;
3a061200ae	Para que por dos cosas inmutables, en las cuales [es] imposible que Dios mienta, tengamos un fortísimo consuelo, los que nos acogemos á trabarnos de la esperanza propuesta:
3a06130056	La cual tenemos como segura y firme ancla del alma, y que entra hasta dentro del velo;
3a06140074	Donde entró por nosotros [nuestro] precursor Jesus, hecho Pontífice eternalmente segun el, órden de Melchisedech.
3a0701009f	PORQUE este Melchisedech, rey de Salem, sacerdote del Dios Altísimo, el cual salió á recibir á Abraham que volvia de la derrota de los reyes, y le bendijo,
3a07020094	Al cual asimismo dió Abraham los diezmos de todo, primeramente él se interpreta Rey de justicia; y luego tambien Rey de Salem, que es, Rey de paz:
3a07030098	Sin padre, sin madre, sin linaje; que ni tiene principio de dias, ni fin de vida, mas hecho semejante al Hijo de Dios, permanece sacerdote para siempre.
3a07040063	Mirad pues cuan grande [fuera] este, al cual aun Abraham el patriarca dió diezmos de los despojos.
3a070500d4	Y ciertamente los que de los hijos de Leví toman el sacerdocio, tienen mandamiento de tomar del pueblo los diezmos segun la ley, es á saber, de sus hermanos, aunque tambien hayan salido de los lomos de Abraham.
3a07060075	Mas aquel cuya genealogía no es contada de ellos, tomó de Abraham los diezmos, y bendijo al que tenia las promesas.
3a0707004b	Y sin contradiccion alguna lo que es ménos es bendecido de lo que es más.
3a07080074	Y aquí ciertamente los hombres mortales toman los diezmos; mas allí aquel del cual está dado testimonio que vive.
3a07090052	Y, por decir así, en Abraham fué diezmado tambien Leví, que recibe los diezmos;
3a070a0060	Porque aun estaba [Leví] en los lomos de [su] padre cuando Melchisedech le salió al encuentro.
3a070b00f9	Pues si la perfeccion era por el sacerdocio Levítico (porque debajo de él recibió el pueblo la ley) ¿qué necesidad [habia] aun de que se levantase otro sacerdote segun el órden de Melchisedech, y que no fuese llamado segun el ó rden de Aaron?
3a070c004e	Pues mudado el sacerdocio, necesario es que se haga tambien mudanza de la ley.
3a070d005b	Porque [aquel] del cual esto se dice, de otra tribu es, de la cual nadie asistió al altar.
3a070e0082	Porque notorio [es] que el Señor nuestro nació de la tribu de Judá, sobre cuya tribu nada habló Moisés tocante al sacerdocio.
3a070f0054	Y aun más manifiesto es, si á semejanza de Melchisedech se levanta otro sacerdote,
3a07100068	El cual no es hecho conforme á la ley del mandamiento carnal, sino segun la virtud de vida indisoluble;
3a0711006e	Pues [así] da [Dios] testimonio [de ello:] Tú [eres] Sacerdote para siempre segun el órden de Melchisedech.
3a07120049	El mandamiento precedente cierto se abroga por su flaqueza é inutilidad:
3a07130075	Porque nada perfeccionó la ley; mas [hízolo] la introduccion de mejor esperanza, por la cual nos acercamos á Dios.
3a07140025	Y por cuanto no [fué] sin juramento;
3a071500d4	(Porque los otros cierto sin juramento fueron hechos sacerdotes; mas este, con juramento por el que le dijo: Juró el Señor, y no se arrepentirá: Tú eres sacerdote eternamente segun el órden de Melchisedech:)
3a07160030	Tanto de mejor testamento es hecho fiador Jesus.
3a0717005a	Y los otros cierto fueron muchos sacerdotes, en cuanto por la muerte no podian permanecer:
3a0718004b	Mas este, por cuanto permanece para siempre, tiene un sacerdocio inmutable:
3a0719007f	Por lo cual puede tambien salvar eternamente á los que por él se allegan á Dios, viviendo siempre para interceder por ellos.
3a071a0083	Porque tal Pontífice nos convenia [tener:] santo, inocente, limpio, apartado de los pecadores, y hecho mas sublime que los cielos:
3a071b00c9	Que no tiene necesidad cada dia, como los [otros] sacerdotes, de ofrecer primero sacrificios por sus pecados, y luego por los del pueblo: porque esto [lo] hizo una sola vez, ofreciéndose á sí mismo.
3a071c0096	Porque la ley constituye sacerdotes hombres flacos; mas la palabra del juramento, despues de la ley, [constituye] al Hijo hecho perfecto para siempre.
3a08010085	ASÍ que la suma acerca de lo dicho [es:] Tenemos tal Pontífice que se asentó á la diestra del trono de la Majestad en los cielos;
3a08020060	Ministro del santuario, y de aquel verdadero tabernáculo que el Señor asentó, y no el hombre.
3a0803008c	Porque todo pontífice es puesto para ofrecer presentes y sacrificios; por lo cual [es] necesario que tambien este tuviese algo que ofrecer.
3a0804008a	Así que si estuviese sobre la tierra, ni aun seria sacerdote, habiendo aun los [otros] sacerdotes que ofrecen los presentes segun la ley;
3a080500e1	Los cuales sirven de bosquejo y sombra de las cosas celestiales, como fué respondido á Moisés cuando habia de acabar el tabernáculo: Mira, dice, haz todas las cosas conforme al dechado que te ha sido mostrado en el monte.
3a08060084	Mas ahora [tanto] mejor ministerio es el suyo, cuanto es Mediador de un mejor pacto, el cual ha sido formado sobre mejores promesas.
3a08070059	Porque si aquel primero fuera sin falta, cierto no se hubiera procurado lugar de segundo.
3a08080099	Porque reprendiéndolos dice: Hé aquí, vienen dias, dice el Señor, y consumaré para con la casa de Israel y para con la casa de Judá un nuevo pacto;
