2800000006	Mateyo
3b021a004a	Lino mbuli mubili wabula mushimu wafwa, nalo lushomo lwabula ncito lwafwa.
3b0301007c	Mobanse bame, kamutafula mobeshikwiyisha, pakwinga tobeshikwiyisha nitukomboloshewe mwakutuyumina moyo kupita bantu nabambi.
3b0302009c	Twense tukute kwipisha mubintu bingi. Na mpwali utalisuntulu pakwamba, okwambeti uyo walulama, pakwinga wela kukonsha kwendelesha cena mubili wakendi wonse.
3b03030084	Tukute kubika kela kang'anowa mukanwa mwa Lihaki kwambeti litunyumfwilenga kayi nekukonsha kututwala kulikonse nkotulayandanga kuya.
3b030400af	Kayi kamubonani bwato, nambi nibunene kayi bukute kunyakwa ne mpepo, nsombi bukute kunyonwa nekatondo kakukwashusha, kwambeti bwenga kulikonse nkwalayandanga labwendeleshenga.
3b030500b7	Neco nicimocimo ne lulemi. Nikabela kang'ana, nsombi kakute kulitunta ne kwinsa bintu binene. Kayi kamubonani kukonempa kwa cisuwa, nsombi cikute kupya ne kamumuni kang'ana ka mulilo.
3b030600fc	Neco nalo lulemi lulyeti mulilo. Pakwinga luli mukati mumubili wetu, lukute kumwaya bintu byaipa mumubili wonse. Lukute kwipisha bwikalo bwa muntu. Lukute kutenta buyumi bwetu bonse kufuma mpotwalasemwa mpaka pakufwa, mulilowo ukute kufumina ku Gehena.
3b030700a7	Muntu ngaucikonsha kusuwa banyama bamushobo uliwonse, nambi mushobo wabikeni, nambi mushobo wabishi kukalaba, nambi mushobo wa bintu byamumenshi pakwinga walabisuwapo.
3b03080065	Nsombi paliya muntu wela kukonsha kuwendelesha lulemi. Lulemi lwaipa, nkalusungwa, lwesula nebusungu.
3b03090086	Ne lulemi tukute kulumba Lesa Bameshetu, nomba kayi ne lulemi lopelolo tukute kushingana banetu mbwalabumba Lesa, abo bakoshana nendi.
3b030a0057	Pamulomo umoumo pakute kufuma kulumba, nekushingana. Mobanse bame, ibi kabitenshikanga.
3b030b003a	Sena pamukalo umoumo ngapafuma menshi aina, kayi ne alula?
3b030c00a8	Mobanse bame sena citondo ca mukuyu ingacisema bisepo bya mbula, nambi citondo camutumbi ngacikata nkuyu? Cimocimo mukalo wa menshi amucele nkela kupulisha menshi aina.
3b030d0070	Niyani ukute mano kayi ukute kunyumfwisha bintu? Aboneshe mikalilo yakendi yaina, nekwinsa bintu mwakulicepesha.
3b030e0075	Nomba mwakutenga moyo wamunyono ne wakulibona buntu, kamutalitunta pakutotekeshana necancine ncine pakwamba bwepeshi.
3b030f006a	Mano alico ntewo akute kufuma kwilu sobwe, akute kufuma kubantu nekumishimu yaipa yapano pacishi capanshi.
3b03100059	Pakwinga pali munyono, nekulibona buntu, pali minyungwe nencito yaipa yamushobo uliwonse.
3b031100c1	Nomba mano alafumunga kwilu, cakutanguna akute kuba alulama, alumuno, kayi akulicepesha, kayi eshikunyumfwa. Mano ankumbo, akute kusema bisepo byaina. Mano alico nkasalululu, nambi kulibonesha.
3b03120046	Neco mbuto shikute kubyalwa ne bantu mulumuno shikute kuleta bululami.
3b0401009b	Inga nkondo shilafumunga kupeyo? Inga kutotekeshana pakati penu kulafumunga kupeyo? Ntepasa shilafumunga mu lunkumbwa lwa mubili, ebilalwananga mulinjamwe?
3b040200fd	Mukute kuyanda bintu nsombi bikute kumutaika, ecebo cakendi mukute kuyanda kushina, mukute kuyandishisha bintu, nsombi nkamukute kubicana, neco mukute kulondola nekulwana. Nkamukute kucana mbyomulayandanga pakwinga nkamukute kusenga Lesa kwambeti amupe.
3b0403008f	Kayi mwasenganga, nkamukute kutambula, pakwinga miyeyo yenu yaipa. Mukute kusenga bintu kwambeti musebenseshe mubintu byalunkumbwa lwakumubili.
3b0404009b	Amwe bantu babula lushomo, sena nkamucisheti cibusa ne cishi nikuba mulwani ne Lesa? Neco muntu layandanga cibusa ne cishi layandanga kuba mulwani wa Lesa.
3b04050088	Sena mulayeyeti cikute kwamba Mabala nibwepeshi cakwambeti, “Mushimu Lesa ngwabika mulinjafwe utusuni kayi ukute bufuba palinjafwe?”
3b04060096	Nomba necikabeco, nkumbo sha Lesa nishangofu. Mbuli Mabala ncalambangeti, “Lesa nkasuni beshikulisumpula, beshikulicepesha embwakute kupa nkumbo.”
3b0407004a	Neco kamulibombeleshani kuli Lesa, tinganani ne Satana, neye nakamufwambe.
3b04080089	Kamuseng'enani kuli Lesa, neye nakaseng'ene kuli njamwe. Amwe beshibwipishi! Sambani kumakasa. Swepeshani myoyo yenu amwe bandemishibili!
3b04090074	Kamulitibuka mobene, nyumfwani nsoni, kayi lilani misoshi. Kuseka kwenu kube kulila, kayi kukondwa kwenu kube nsoni.
3b040a002b	Mwalicepesha kuli Lesa, neye nakamusumpule.
3b040b00cc	Mobanse bame, kamutambananga byaipa umo ne munendi, nambi komboloshana. Mwenseco mulomboloshonga Milawo ya Lesa. Womboloshanga Milawo ya Lesa ekwambeti nkolenshinga cilambanga Milawo, ulabanga momboloshi.
3b040c0071	Lesa eukute kupa Milawo kayi emomboloshi. Endiye wela kupulusha kayi nekushina. Njobe bani olomboloshonga munobe?
3b040d00a9	Lino kamunyumfwani amwe mulambangeti, “Lelo nambi Lilo” Tukenga kumunshi unene wakuti wakuti, twenga twikaleko caka cakabumbulu, katwinsa makwebo nekucana mali angi.
3b040e0088	Nkamukute kwishiba ceti cikenshike lilo. Inga buyumi bwenu bulyeconi? Mulyeti bwishi bukute kubonekowa kwacindi cing'ana nekushimangana.
3b040f0057	Amwe mwela kwambeti, “Mwami Lesa akatusuminisha kuba nebuyumi nitukense ici ne ico”
3b0410003f	Nomba pacino cindi mulalisumpulunga, kulisumpula kulico kwaipa.
3b04110047	Muntu eshiba bintu byaina byakwinsa, nomba ubula kubinsa ukute mulandu.
3b0501005a	Lino amwe babile, kamunyumfwani. Lilani ne kompolola cebo ca mapensho alesanga palinjamwe.
3b05020034	Buboni bwenu bulabolo, muswa ulali byakufwala byenu.
3b05030092	Mali enu alaba ne ndala kayi yopeleyo ndala eshikabe kamboni, nikalye mibili yenu eti mulilo. Mulabunganya mali angi mumasuba ano akumapwililisho.
3b050400b6	Muliya kubafolesha basebenshi basebensanga mumabala enu sobwe. Nyumfwani kutongauka kwabo! Kulila kwabo beshikubunganya bishango byenu kulashiki ku matwi a Lesa Mwami wangofu shonse.
3b0505005f	Buyumi bwenu pano pacishi capanshi bwesula ne byakulya byaina. Mulansuku pabusuba bwakumushina.
3b05060041	Mulombolosho ne kushina muntu walulama, neye liya kukanapo sobwe.
3b050700bd	Lino mobansebame, pembelelani mpaka Mwami akese. Bonani ncakute kwinsa mulimi, ukute kupembelela kuloka kwa mfula yanshimalupya ne mfula yalondansoke kwambeti byalimwa bikome cena mulibala.
3b0508004d	Neco nenjamwe pembelelani kayi yumishani myoyo, pakwinga Mwami ulipepi kwisa.
3b0509006a	Kamutatongaukanga pakati penu, kutineti Lesa ngaumombolosha. Bonani shikombolosha wemana kendi pacishinga.
3b050a007c	Mobansebame, anukani cilesho ca bashinshimi balikwamba mulina lya Mwami. Balacana mapensho, nsombi baliya kubwelela kunyuma.
3b050b00c3	Bantu mbotukute kwambeti bakute colwe nibantu balikuba balimbikila. Mwalanyumfwa sha Yobu ncalalimbikila, kayi mucishi Lesa ncalamwinshila pamapwililisho pakwinga Lesa niwankumbo kayi waina moyo.
3b050c0104	Nomba kupita byonse, kamutalumbilanga mwalayananga, kamutalumbilangeti, kwilu nambi cishi capanshi, nambi cintu ciliconse. Amwe mwasuminishanga kamwambangoweti, “Ee” Mwakananga kamwambangoweti, “Sobwe” Kutineti Lesa ngaumucana nemulandu wakumombolosha.
3b050d0062	Sena pali muntu uli mumapensho? Kapailani. Sena pali wakondwa? Aimbile nyimbo sha kulumbanya Lesa.
3b050e0076	Sena pali muntu lakolwanga? Kakuwani bamakulene bamubungano, bese bamupailileko nekumunanika mafuta mu lina lya Mwami.
3b050f0075	Mupailo walushomo lulico nukamupulushe mulwashi, Mwami nakamubweshele ngofu, kayi bwipishi mbwalensa nibukalekelelwe.
3b051000a3	Neco kamuyubululananga bwipishi ne kupaililana kwambeti mubenga ne buyumi bwaina. Pakwinga mupailo wa muntu walulama ukute ngofu, kayi nkaukute kuba wabulyo sobwe.
3b05110087	Eliya walikuba muntu ulyeti afwe, mpwalapaileti mfula kaitaloka, cakubinga mfula iliya kuloka kwa byaka bitatu ne myenshi isanu ne umo.
3b0512003a	Nomba kayi mpwalapaila imfula yalaloka ne kumenesha mbuto.
3b05130046	Mobansebame, na umbi utaika nekushiya cancinencine, munendi amubweshe,
3b0514008d	ishibani kwambeti uliyense labweshe mwipishi kuleka nshila yaipa, lapulushu buyumi bwa muntuyo ku lufu, kayi bwipishi bwingi nibukalekelelwe.
3c00000008	1 Petulo
3c010100c9	Njame Petulo, musebenshi wa Yesu Klistu. Ndalembenga iyi kalata kuli njamwe mwasalwa ne Lesa mulekalangeti bensu mubimpansha byaku Ponto, ne ku Galatiya, neku Kapadokiya, neku Asiya kayi neku Bituniya.
3c010200ef	Kwelana ne kuyanda kwa Lesa Bata kwesula kufuminowa kumatatikilo mwalasalwa kayi mwalaswepeshewa ne Mushimu Uswepa kwambeti mube beshikunyumfwila Yesu Klistu, mwalasukwa ne milopa yakendi. Lesa amunyumfwile nkumbo ne kumupa lumuno lwesula.
3c010300b3	Tulumbe Lesa Baishi Mwami wetu Yesu Klistu. Pakwinga mukufula kwa nkumbo shakendi, walatupa buyumi bwa linolino pakumupundusha Yesu Klistu kubafu. Neco tukute lushomo lwayuma nta,
3c01040097	lwakwambeti nitukatambule colwe cabintu byaina Lesa mbyabambila bantu bakendi kwilu, uko nkweshi bikabule kubola, nambi kwipishiwa, nambi kushimangana.
3c01050093	Ibi bintu nibyenu, kupitila mulushomo, byabambwa cena mungofu sha Lesa kwambeti mukatambule lupulusho ulo lulipepi kuboneka pacindi camapwililisho.
3c0106005b	Ibi kabimukondweleshani nambi pacino cindi mucane mapensho ne kwelekeshewa kwapusanapusana.
3c01070120	Ibi ni bishikubonesheti lushomo lwenu ni lwancinencine. Nambi golide ukute konongeka ukute kwengeka nemulilo, nalo lushomo lwenu ulo lwapita golide, lwela kwelekeshewa kwambeti lucanike kuba lwancinencine. Mwenseco nimukatambule kulumbwa, ne bulemu pabusuba mbweshakayubuluke Yesu Klistu.
3c01080074	Nambi ntamuna mumubonapo, nsombi mumusuni. Nambi pacindi cino nkamulamubononga mwamushoma, kayi mwakondwa citambiki.
3c0109004c	Pakwinseco mulatambulunga cilambo ca lushomo, uku ekwambeti lupulusho lwenu.
3c010a007b	Bashinshimi balambapo sha cilambo calupulusho ndweshimukatambule, balo balalangaula mwabuya lupulusho ulu, Lesa ndwetamupe.
3c010b00d7	Mushimu wa Klistu walikuba mulyendibo walikwambila limo sha byeshikubaba Klistu mbyeshakanyumfwe, kayi ne bulemu mbweshakabe nabo panyuma pakendi. Bashinshimi balikuyanda kwishiba cindi kayi ne moti bikenshikilenga.
3c010c0121	Lesa walabayubulwila kwambeti ncito njobalikwinsa nkayalikuba yakuyanda bene, nsombi balikwinshilamwe, mpobalikwamba bintu ibyo mbyemulanyumfunga kuli batumwa bakendi balakambaukunga Mulumbe Waina kupitila mu Mushimu Uswepa walafuma kwilu. Ibi ebintu nabo bangelo mbyebalikuyanda kwishiba.
3c010d008a	Eco cakendi myoyo yenu ibe yalibambila. Kamubani babangamana. Bikani lushomo lwenu lonse pa colwe nceshi mukapewe Yesu Klistu akayubuluka.
3c010e0067	Nyumfwilani Lesa, kamutaleka buyumi bwenu kubumbwa nelunkumbwa ndomwalikukute kamutana mwishiba Klistu.
3c010f0059	Mbuli Lesa ncali waswepa uyo walamukuwa, nenjamwe kamubani baswepa mumikalilo yenu yonse.
3c0110004c	Mabala alambangeti, “Kamubani baswepa myoyo mbuli Ame ncendaswepa moyo.”
3c01110098	Lesa liya lusalululo. Ukute kombolosha uliyense kwelana ne micito yakendi. Mwambangeti, Ta pakupaila, mupeni bulemu cindi conse ncomulicili panshi pano.
3c011200b0	Mucishi cena ncalasebenshesha pakumulubula ku mikalilo yaipa njemwalatambula kufumina ku bamashali benu. Liya kumulubula ne mali asa akute konongeka, silifa nambi golide sobwe.
3c0113006b	Walamulubula ne milopa ya Klistu yamulo wadula, uyo walalibengeti M wanambelele wabula cibala nambi bulema.
3c01140072	Lesa walamusalilalimo cishi capanshi citana cilengwa, nomba lamuyubululu mumasuba ano akupwililisha cebo canjamwe.
3c01150080	Kupitila mulyendiye, mulashomonga Lesa walamupundusha kubafu, nekumupa bulemu. Neco lushomo ne kupembelela kwenu bili pali Lesa.
3c01160088	Mulaswepeshe myoyo yenu pakunyumfwa cancinencine, kwambeti munyumfwanenga ne baklistu banenu. Ecebo cakendi mwela kusunana nemoyo wonse.
3c011700b9	Pakwinga mulenshi kusemwa tubili, buyumi bwakendi nkabulafumunga mu mbuto ya mushali ukute kufwa sobwe, nsombi mu mbuto itafu, iyo mbuto ni maswi a Lesa, maswi abuyumi eshakabule kupwa.
3c01180093	Mbuli Mabala a Lesa, alambangeti, “Bantu bonse balyeti mila, bulemu bwabo bulyeti maluba amucisuwa. Mila ikute kuyuma, nawo maluba akute kunyana.
3c0119005a	Nsombi maswi a Lesa nakabeko cindi conse.” Uwu e Mulumbe Waina walakambaukwa kulinjamwe.
3c02010056	Ecebo cakendi tayani byaipa byonse, kubepa, kulibonesha, ne munyono kayi ne minyansho.
3c020200b3	Mbuli mwana lasemwa calinolino ncakute kulilila mukupa wabanyina, nenjamwe kamubanga ne nkunukwa ya mukupa wancinencine wakumushimu, kwambeti umukulishe nekumushikisha kukupuluka.
3c0203003e	Mbuli Mabala ncalambangeti, “Mulatelele nkumbo sha Mwami.”
3c0204006b	Lino kamwisani kuli Mwami, libwe lyabuyumi ndyobalakana bantu, nsombi Lesa walalisala kuba lya mulo wadula.
3c020500bf	Kamwisani mube mabwe abuyumi ngoti asebenseshe Lesa kwibaka ng'anda yakendi, umo mweti musebenselengeti beshimilumbo baswepa balatwalanga milumbo njalayandanga Lesa kupitila muli Yesu Klistu.
3c02060099	Pakwinga mu Mabala mwalembweti, “Ndasala libwe lya mulo wadula. Ndalibiki kuba libwe lyankokola yang'anda mu Siyoni. Waushoma nteti akanyufwe nsoni.”
3c020700bf	Lino kuli omwashoma, nendi ni wamulo wadula. Nomba kuli babula lushomo, maswi a Lesa alambangeti, “Libwe beshikwibaka ng'anda ndyobalakana, elyalasanduka kuba libwe lyankokola yang'anda.”
3c020800e0	Kayi maswi a Lesa alambangeti, “Lyopeleli e libwe lyeti bakalipuntengaponga bantu, libwe lyacandanshi, lyeti likabawishenga bantu.” Ee balalipuntunga pakwinga balakananga maswi a Lesa, kayi ici ecalikuyandika kulyendibo.
3c020900e2	Nomba njamwe mukowa wasalwa, beshimilumbo bacami, mushobo waswepa, bantu bakendi Lesa. Walamusala kwambeti mukakambauke ncito sha ngofu sha uyo walamukuweti mufume mumushinshe kuya kwingila mukumunika kwakendi kwakankamanisha.
3c020a008d	Kaindi nkamwalikuba bantu bakendi Lesa, nsombi lino njamwe bakendi. Kaindi nkamwalikwishiba sha Lesa, nomba lino mulatambulu nkumbo shakendi.
3c020b0097	Mobanse bame, pakwinga njamwe bensu mucishici, ndamusengenga kamutakonkelanga lunkumbwa lwa mibili lukute kulwana nkondo ne buyumi bwenu bwa kumushimu.
3c020c00b9	Cendo cenu pakati pa bantu ba kunsa cibe caina, kwambeti nambi balamwambangeti mobeshi kwinsa byaipa, nsombi babona ncito shenu shaina, bakakonshe kulemekesha Lesa pabusuba mbweshakese.
3c020d00c4	Cebo ca Mwami Lesa, nyumfwilani bamakulene bakute ngofu shabwendeleshi. Mbuli usa Mwami mukulene ukute ngofu shinene shabwendeleshi munyumfwileni, pakwinga ukute bwendeleshi pa bami nabambi bonse,
3c020e0097	na nibendeleshi mbwalasala, naboyo banyumfwileni pakwinga walabatuma kwambeti bapenga cisubulo beshikwinsa byaipa, kayi kulumba abo balenshinga byaina.
3c020f0068	Pakwinga Lesa layandangeti mupwishe kwamba kwabuluya kwa bantu kupitila mu bintu byaina mbyomulenshinga.
3c02100080	Ee, kamubani basunguluka, nsombi kusunguluka kwenu kakutabanga kwakufwekelela byaipa, nsombi kamwikalani eti basebenshi ba Lesa.
3c0211006b	Kamulemekanga bantu bonse. Sunani baklistu banenu. Tinani Lesa, kayi neye mwami mukulene usa mumupe bulemu.
3c02120083	Amwe basebenshi, nyumfwilani nekupa bulemu abo bamwingisha ncito, nteko kuli baina moyo bonka sobwe, nsombi nekuli balukanda bonse.
3c0213005a	Ni cintu caina ulimbikilowa mubyeshikubaba byabula kumwelela pakwinga Lesa nakamupe colwe.
3c021400a5	Niciyani ncondelela kumulumba na balamumunga cebo ca mulandu ngomwensa? Nsombi na mulimbikilowa cebo cakwinsa byaina, ekwambeti mulenshi cintu casuminishiwa ne Lesa.
3c0215009e	Bwikalo bulicisa embwalamukuwila Lesa, ntepasa neye Klistu walanyumfwa byeshikubaba cebo canjamwe, nekumushiyila cilesho kwambeti mukonkelenga myendo yakendi.
3c02160047	Liya kwinsapo bwipishi bulibonse, kayi liya kwambapo byabwepeshi sobwe.
3c0217008b	Mpobalikumutukana liya kubweshela matuka. Mpwalikupenshewa liya kubayoshapo, nsombi byonse walabibika mumakasa a Lesa, momboloshi walulama.
3c021800b5	Klistu walalitwika bwipishi bwetu bonse mumubili wakendi palusanda, kwambeti tuleke kwipisha mubuyumi bwetu, nomba pakukonkela bululami tube bayumi. Mwalasengulwa ne mibata yakendi.
3c02190064	Mwalikubeti mbelele shataika, nomba lino mulabwelele kuli mwembeshi lamwembelenga ne kumulanga cena.
3c030100cf	Munshila ilico, nenjamwe batukashi mwebwa, bombelani bamulume benu, kwambeti nabambi batanyumfu maswi a Lesa, nibalitibuke bene nekushoma, babona mikalilo yenu yaina. Nteti pakayandike maswi akwambapo sobwe,
3c03020041	pakwinga nibakalibonene bene mikalilo yenu yabulemu kayi yaswepa.
3c0303006b	Kwapa kwenu kakutabowa kwakunsa, kwakuposa mishishi kwanyanyisha, nekuli kobaika byagolide, byamulo wadula.
3c03040087	Amwe kwapa kwenu kube ncomubele mukati, kwapa kutapu kwa moyo wabomba kayi wakamweneneshi. Moyo ulico eulayandikinga pamenso pali Lesa.
3c0305006b	Umu batukashi bakaindi baswepa myoyo, kayi bashoma Lesa mobalikulyapisha, kayi balikunyumfwila balume babo.
3c030600a7	Encalikuba Sala, walikumunyumfwila Abulahamu, nekumukuweti, “Nkambo.” Neco amwe batukashi njamwe banabendi Sala, na kamwinsa cena mwakubula kutina kantu kalikonse.
3c030700e2	Nenjamwe balume, kamwikalanga cena ne bamakashenu nekubeshibeti nimushobo wabula ngofu. Bapeni bulemu pakwinga nimukatambule pamo cipo ca Lesa cabuyumi. Kamwinsangeco kwambeti pabule kuba kantu kela kushinkilisha mipailo yenu.
3c03080099	Maswi akupwililisha nakwambeti, mwense mube ne moyo umo kayi munyumfwilanenga nkumbo. Sunanani eti pabukwenu. Kamubani ne moyo wankumbo kayi balicepesha.
3c030900bf	Balamwinshilinga byaipa kamutababweshela byaipa, balamutukananga, kamutabatukananga. Amwe mubapenga colwe, pakwinga amwe Lesa walamukuwani kubwikalo bulico kwambeti mukatambule colwe cakendi.
3c030a00a2	Ntepasa Maswi a Lesa alambangeti, Layandanga kusamwa ne buyumi, ne kubona masuba aina, alekeshe lulemi lwakendi kwamba byaipa, kayi mulomo wakendi uleke bwepeshi,
3c030b0047	Aleye byaipa neye ainse byaina, alangaule lumuno ne moyo wakendi wonse.
3c030c0086	Ntepasa Mwami ukute kubalanga cena bantu balulama, ukute kushako matwi kumipailo yabo. Nomba beshikwinsa byaipa ukute kubapa camusana.
3c030d0044	Niyani wela kumwinshila byaipa na kamukute kangwabu pa bintu byaina?
3c030e0063	Nomba nambi munyumfwe bishikubaba cebo ca bululami kondwani, kamutatina bantu nambi kupenga mumoyo.
3c030f0058	Nomba amwe lemekeshani Klistu Mwami wenu mumyoyo yenu. Kamubani balibambila cindi conse.
3c0310010e	Kamubani nemoyo wabula kankoleleshi kwambeti bantu nabambi bakumbwileko cendo cenu caina omulakonkelenga Klistu. kwambeti mubanyufwishe nsoni balamutukananga. Kamubani balibambia kubakumbula mwakubomba moyo, kayi mubulemu, bantu balamwipushunga shakupembelela nkomukute.
3c0311007e	Caina kunyumfwa byeshikubaba cebo cakwinsa byaina na encalayandanga Lesa, kupita kunyumfwa byeshikubaba cebo ca kwinsa byaipa.
3c031200a7	Klistu walafwila bwipishi bwa bantu kankanda kamo, muntu walulama kutufwila kwambeti atushikishe kuli Lesa. Ee kumubili walafwa, nsombi Mushimu wa Lesa walamupundusha.
3c0313003f	Kacili mu Mushimu walaya kukambauka ku mishimu yasungwa mujele.
3c031400a2	Iyi mishimu ni yabantu bakaindi balabula kunyumfwa Lesa mpwalikupembelela camoyonteka, pacindi Nowa mpwalikwibaka bwato umo mobalapulukila bantu basanu ne batatu.
3c031500cb	Asa menshi ecikoshano ca lubatisho lulamupulushunga masuba ano, ulu lubatisho nkalukute kuswepesha mubili sobwe, nsombi nikulibenga nemoyo wonse kuli Lesa, elupulusho lwenu pacebo cakupunduka kwa Klistu.
3c03160081	Klistuyo walaya Kwilu kayi wekala ku cikasa calulyo ca Lesa. Kopeloko bangelo, ne bendeleshi ne ngofu bonse bakute kumunyumfwila.
3c0401009b	Lino pakwinga Klistu walanyumfwa byeshikubaba, nenjamwe kamuliyuminishani ne miyeyo ilico, pakwinga uliyense lanyumfunga byeshikubaba lalekana ne bwipishi.
3c04020069	Neco pacindi ncoti mwikale panshi pano, konkelani kuyanda kwa Lesa, muleke kukonkela lunkumbwa lwa bantu.
3c040300b9	Mwalikutayowa cindi kwinsa bintu mbyebasuni bakunsa. Mwalikwinsa bintu byasafwana, lunkumbwa lwaipa, ne kukolewa, nebukuma ne kulondola pakunwa kayi ne kukambilila tumbwanga kwasesemya.
3c04040098	Nomba lino bantu bakunsa balakankamananga pakuboneti mulaleke kwinshila pamo byaipa mbyebalenshika mwakutalikanisha, ecebo cakendi lino balamutukananga.
3c0405006a	Nomba nibakayandiketi balyambilile bene mulandu wabo kuli Lesa uyo walibambila kombolosha bayumi ne bafwa.
3c04060087	Ecebo cakendi Mulumbe Waina walakambaukwa kubafu, kuli bantu balomboloshewa kabacili mumubili, nsombi mumushimu babe nebuyumi eti Lesa.
3c04070073	Lino, mapwililisho a bintu byonse alaba pepi. Kamubani bacetuka kayi beshikulikanisha, kwambeti mucikonshe kupaila.
3c04080058	Cilayandikinga nicakwambeti kamusunana, pakwinga lusuno lukute kufukila bwipishi bwingi.
3c04090027	Mufwakashilanenga mwakubula kutongauka.
3c040a0097	Cipo uliyense ncalatambula kuli Lesa, acisebenseshe ku munendi. Mubeti mukulene wa ncito lasebenseshenga bipo byapusana pusana mbyalatambula kuli Lesa.
3c040b00e5	Uliyense akambaukanga, akambauke maswi a Lesa. Uliyense lasebensenga, asebense mwangofu nshalapewa ne Lesa, kwambeti mubintu byonse, bulemu bupewe kuli Lesa kupitila muli Yesu Klistu. Bulemu ne ngofu nibyakendi cindi conse. Amen.
3c040c005e	Mobansebame, kamutakankamana ne mapensho ngomulelekeshewanga, kamutayeyeti alanyanyishi sobwe.
3c040d0061	Nomba kamukondwani mwanyumfwanga byeshikubaba pamo ne Klistu, kwambeti akesa mubulemu mukakondwe.
3c040e0079	Bantu bamutukana cebo ca lina lya Klistu mukute colwe pakwinga e Mushimu wabulemu, Mushimu wa Lesa ngwalabiki palinjamwe.
3c040f00b9	Kapataba naba umo pakati penu eshacanike mumapensho pacebo cakushina muntu, nambi cebo ca kwiba, nambi cebo cakwinsa cintu caipa ciliconse, kayi nambi shikwingila mumakani abantu bambi.
3c04100080	Nomba na mulanyumfunga byeshikubaba pacebo cakuba baklistu, kamutanyumfwa nsoni sobwe, lemekeshani Lesa cebo ca lina lya Klistu.
3c041100b6	Cindi cilaba pepi kwambeti Lesa atatike kombolosha bantu bakendi, lino na lombolosho lutatikila pali njafwe, inga nikukabeconi ku bantu batanyumfu Mulumbe Waina ulafumunga kuli Lesa?
3c04120084	Mbuli Mabala ncalambangeti, “Na bantu balulama nibakapuluke mwakupenga, inga nicikabeconi kuli bantu baipa beshikunyansha Lesa?”
3c0413009a	Ecebo cakendi abo balanyumfunga byeshikubaba cebo cakwambeti encalayandanga Lesa, balitwale mumakasa a Lesa wabo washomwa ukute kusunga cipangano cakendi.
3c050100c3	Ame ndemukulene munabo, nkute maswi akwamba kubamakulene bamubungano bali pakati penu. Njame kamboni wa mapensho a Klistu, kayi ndapembelelenga kutambula bulemu pamo nendibo ubo bweti bukaboneke.
3c050200e5	Maswi akame nakwambeti, kamwembelani cena mbelele sha Lesa nshabikisha mumakasa enu. Shembeleni mwakuyandishisha, nteko kwinsa kumukakatisha sobwe nambi kuyandapo kantu nakambi, nsombi mwakuyanda mobene, mbuli Lesa ncalayandanga.
3c05030044	Kamutabeti bami palyendibo sobwe, kamubani cilesho caina ku mbelele.
3c05040054	Kayi mwembeshi mukulene akaboneka nimukatambule cilambo ca munshini wabulemu butapu.
3c050500eb	Nenjamwe misepela, kamunyumfwilani bamakulene. Kayi mwense bani balibambila kunyamfwana umo ne munendi mwakulicepesha. Ntepasa maswi a Lesa alambangeti, “Lesa ukute kubakana beshikulitunta, neye ukute kwinshila nkumbo balicepesha.”
3c0506005c	Ecebo cakendi kamulicepeshani pamenso a Lesa wangofu, kwambeti pacindi cakendi akamusumpule.
3c05070043	Mutwikeni byonse bilamushupunga, pakwinga neye nakamusamalile cena.
3c05080076	Kamucetukani, bangamanani. Mupelani wenu Satana lendananga uku ne uku eti nkalamu ilabulumunga, kulangaula ngweshalye.
3c0509009a	Kamutingana nendi kamulimwashimpa cena mulushomo, pakwishibeti baklistu banenu pacishi conse capanshi naboyo balanyumfunga byeshikubaba byamushobo umoumo.
3c050a00c4	Panyuma pa kunyumfwa byeshikubaba kwakacindi kang'ana, Lesa wankumbo shonse, lamukunga kwisakuyabana nendi mubulemu butapu pamo ne Klistu nakamubambe nekumuyuminisha, nekumwikalika mwakutatenkana.
3c050b0027	Neye eukute ngofu kwacindi conse. Amen.
3c050c00be	Lanyamfwilishi kulemba kalata ifupi iyi, ni Sailasi, mwanse washomeka. Ndayandanga kumulimbikisha nekumupa bukamboni bwakwambeti, uku ekwina moyo kwa Lesa. Cebo ca kwina moyoku, limbikilani.
3c050d0072	Banse benu ku mubungangano wabantu basalwa baku Babulo balamupanga mitende. Neye mwaname Maliko lamupanga mitende.
3c050e0053	Panani mitende yalusuno lwaciklistu. Lumuno lube nenjamwe mwense, mobakendi Klistu.
3d00000008	2 Petulo
3d010100cb	Njame, Shimoni Petulo, musebenshi kayi mutumwa wa Yesu Klistu, ndalembelenga bantu balatambula lushomo ulo nenjafwe ndotwalatambula. Balalutambula cebo ca bululami bwa Lesa ne Mupulushi wetu Yesu Klistu.
3d01020056	Lesa amunyumfwile nkumbo nekumupa lumuno lwesula pakumwishiba Lesa ne Yesu Mwami wetu.
3d01030098	Lesa mwangofu shakendi latupa byonse mbyetulayandanga mubuyumi bwa ciklistu kupitila mulwinshibo lwa uyo walatukuweti tuyabane bulemu ne kwina kwakendi.
3d010400b8	Munshila ilico latupa cipo cinene cilayandikinga ncalatulaya, kwambeti kupitila mubipo bilicisa mukakonshe kuleya lunkumbwa lwaipa luli mucishici, kwambeti mutambuleko buyumi bwa Lesa.
3d0105006f	Lino kamubani nempapa musankanye mikalilo yaina pa lushomo lwenu, nawo mano mwasankanye pa mikalilo yenu yaina,
3d0106008c	kayi pa mano musankanyepo kulikanisha, pakulikanisha musankanyepo kulimbikila, kayi pa kulimbikila musankanyepo buyumi bwa kukambilila Lesa,
