2800000005	Matei
2c0f1600ba	Atumilwe, api'ndo, na aumini boti baamwile kwasawa bandu nkati yabe na kwatuma Antiokia pamope na Pauli na Balanaba. Bai, ngabaasawa Yuda Balsaba na Sila babaabile alongosi ba au'bi'lya.
2c0f1700c3	Nabembe ngabaatuma na balua yaiandikilwe nyinya. “Twenga twatumilwe na api'ndo, twalongo binu, tummakia mukayumukanga mwenga mwalongo mwangali Ayahudi mwammile akwo Antiokia, Silia, na Kilikia.
2c0f1800c4	Tuyu'wine panga bandu bi'ngi' bu'ka ku'no kwitu baatikunsuluya mwenga kwa mayi'gi'yo gabe, baipangite myoyo yinu ibe na kyukala. Lakini baapangite nyo wangali yi'ki'ti'lwa na ywoywoti bu'ka kwitu.
2c0f190073	Kwa nyo tuyi'ki'tyaniye kwa pamope kwasawa bandu nsi'si' na kwatuma kwinu pamope na batwapendile Balanaba na Pauli,
2c0f1a0047	babaayi'ki'ti ata waa kwa mwanjaa ya lina lya Bwana witu Yesu Kilisitu.
2c0f1b004f	Kwa nyo twatuma Yuda na Sila kwinu babalu'a kummakia bene aga gatumwandikyanga.
2c0f1c0067	Bai, Loo Mpeleteu na twenga tuyi'ki'tyaniye kanetwatwi'ke kigombo pi'ti'li'ki'ya pa makowe aga gangama.
2c0f1d00b0	Kanemupange upege, kanemulye ilyo yaibi'ki'lilwe kwa inyago, kanemulye kinyama sosoti sakipopotolilwe wala nywa myai. Mwapanga kinannoga mana mwakotoka panga go. Muyumukage!”
2c0f1e0062	Bu'ka pa kwalaga, abo bandu baayi'i Antiokia akwo baakemite kitamo sa aumini, ngabaapeya yo balua.
2c0f1f0048	Pabaaisomike ayo balua, mayi'gi'yo gake gaatikwasenga ngabapulaika muno.
2c0f20007f	Yuda na Sila, babaai alondoli ba Nnu'ngu', baatilongela na abo alongo aumini kwa mayi'gi'yo maingi, kabaasenga na kwakangamaya.
2c0f2100a1	Bu'ka po tama kwo kwa masu'ba nsi'si', alongo ba Antiokia baatikwalaga kababaya, “Yendage, mwakimambwiga bitu.” Bu'kapo baaki'li'bu'ki kwa balu' babaatumike.
2c0f230085	Lakini Pauli na Balanaba baaigali kwo Antiokia kwa masu'ba, ngabayi'gana no ala liyi'gi'yo lya Bwana, pamope na bandu bi'ngi' baingi.
2c0f2400a5	Bu'ka pa masu'ba maingi Pauli aammakie Balanaba, “Tuki'li'bu'ke tukaakabwe balu' alongo mu kila kilambo satualite liyi'gi'yo lya Bwana, tukaalole mwabayendelya.”
2c0f25002b	Balanaba apalage bampu'twe na Yoani Maluko.
2c0f260080	Lakini Pauli aapendili kumpu'twa Yoani Maluko kwa mwanjaa patumbu aatikwaleka ku'lu' Pamfilia no kana kwayangatiya lyengo lyabe.
2c0f270070	Bai, kwapitike na ntau kati yabe, ngabalekangana. Balanaba ngantola Yoani Maluko, ngabau'bu'ka meli yenda Kuplo.
2c0f280074	Naywembe Pauli ngaansawa Sila. Bu'kapo, alongo ba pandu palu' ngabaalu'bya uli'nda wa ngu'ngu' ya Bwana, ngababu'ka.
2c0f29004d	Mumwanja wo aapi'ti Silia na Kilikia, kaikangamaya imani ya bandu mumakanisa.
2c1001008c	Pauli aaikite Delbe na Lustila, kwaatami mwanamasi' ywakemelwage Timoteo. Mau' bake baai aumini ba Kiyahudi, lakini tati' bake baai Agiliki.
2c1002003c	Bandu ba Lustila na Ikonio baakong'ondeli unogau wa Timoteo.
2c100300a8	Pauli aapalike longwana nakwe Timoteo mumwanja wake, kwa nyo aatikumwina. Aapangite nyo kwa mwanjaa Ayahudi boti ba po baatangite panga tati' bake Timoteo baai Agiliki.
2c1004007e	Pabaapite muilambo yi'lu' baapei bandu malagyo gagaapiyilwe na atumilwe na api'ndo ku'lu' ku Yelusalemu, ngababakia bagakamwe.
2c1005005b	Kwa nyo galu' makanisa gendekomala muimani na mitumbi ya aumini yendeyongekea kila lisu'ba.
2c1006007c	Baapi'ti Fulugia na Galatia kwa mwanjaa Loo Mpeleteu aabayi'ki'tiyeli ala mayi'gi'yo ga Nnu'ngu' munni'ma waukemelwage Asia.
2c10070066	Pabaaikite mumipaka ya Misia bapayike yingya munni'ma wa Bitinia, lakini Loo wa Yesu aabayi'ki'tiyeli.
2c10080035	Bai, ngabapi'tya Misia no yenda ntawalia mpaka Tiloa.
2c1009008d	Kilo so Pauli aagabweni makowe gayambi', gaamweni mundu yumo ywa Makedonia ayi'mi palu' na kunnu'ba, “Uloke wise Makedonia utuyangatiye.”
2c100a00a7	Bu'ka pa Pauli kugabona makowe gayambi' go twaamwile kwibi'ka wiso yenda Makedonia kiyu'ngu'ya, twakwipwi kakape panga Nnu'ngu' atukemite twaali abali inannoga ku'lu'.
2c100b005c	Bu'ka Tiloa twayi'i kwa meli ntawalia mpaka Samotilake na pammalau' yake ngatuyi'ma Neapoli.
2c100c008f	Bu'ka kwo, ngatuyenda mpaka Filipi, simo sa kilambo kiku'lu' sa Makedonia, kai' nga koloni lya Roma. Twaatami mukilambo so kwa masu'ba nsi'si'.
2c100d00a8	Sabato ya Ayahudi twapitike panja ya kilambo na twayi'i mbwega ya libi'ndi', tukitage panga nga pandu po sali. Twatetama no longela na alwawa babaakongolekine pandu po.
2c100e00ff	Nkati ya balu' babatupi'kaniage aai nnwawa yumo ywankilikitya Nnu'ngu' ywakemelwage Lidia mwenekaya wa Tiatila ywabile nsulusi wa ngu'bo ya katani ya lukanda lwa sambalau. Bwana aauyu'wi mwoyo wake ata api'kani no pokya galu' mayi'gi'yo gaagalongei Pauli.
2c100f00b8	Bu'ka pa aywo nnwawa pamope na alongobe batisilwa, aatitukoka kabaya, “Manaitei kakape mwibona panga nenga nimwu'bi'li Bwana, ninkemyanga kaya mukatame.” Aatuli'ndi'ndi'li tuyende.
2c101000b8	Lisu'ba limo patwaabile katuyenda pandu po sali, mwi'nja yumo mmanda ywaabile na moka go londwa aakwembine na twenga. Kwa ulondoli wa mwi'nja ywo matayili bake bapatage mbanje yambone.
2c1011008b	Bai, aywo mwi'nja aankotiye Pauli na twenga kapanga ndu'ti no baya, “Aba atumisi ba Nnu'ngu' Nku'lu'. Bammakianga ndi'la ya ukosopoli.”
2c101200d5	Apangite nyo kwa masu'ba gambone. Lisu'ba limo, Pauli paauyilwe, ngaang'alambukya aywo mwi'nja na kugabakia ago moka, “Kwa lina lya Yesu Kilisitu, nikuamulisa ummu'ke mundu yu'!” Popopo ago moka gaatikummu'ka.
2c101300a5	Matayili ba yu'lu' mwi'nja pabakwipwi panga ndi'la yabe yo pata mali iyomwike, baaboywi Pauli na Sila, ngabaakwakwata mpaka kwa bandu nnu'ngi' ya api'ndo ba kilambo.
2c1014005b	Ngabaasitakya kwa maakimu kababaya, “Bandu ba nga Ayahudi na bapanga puyo mukilambo situ.
2c1015003c	Bayi'gana makowe gagakanilwa kugakoleya twabandu ba Roma.”
2c10160091	Kipi'nga sa bandu sasaabile palu' salu'mbine na balu' maakimu, ngabaaula magu'bo gabe Pauli na Sila kwa makakala no amulisa baku'mbu'lwe mikwasu.
2c1017007c	Bu'ka po ku'mbu'lwa munomuno, ngababi'ki'lwa nnyumba na asikali wa nyumba ya atabilwe ngaamuliswa kwabi'ka muuli'nda nkali'.
2c1018008d	Bu'kana na amuli yo baabi'kite musumba sa nkati muno sa nyumba ya atabilwe na kugatabya magu'lu' gabe mulipi'ki'ti' lya nkongo lyaliotolilwe.
2c1019007f	Papipi na meku Pauli na Sila baai kabasali no yi'mba myambo ya kunnumba Nnu'ngu', na ku'no atabilwe bi'ngi' baai kabaapi'kania.
2c101a0098	Kwa kiimuimu kwapitike nnendemo nku'lu' wa bwi', wawalendemiye nyumba ya atabilwe. Popopo milyango yoti na pingwi ya atabilwe abo atabilwe yateyu'gu'ka.
2c101b00b6	Asikali wa nyumba ya atabilwe paayumwike na kwibona milyango ya nyumba ya atabilwe iyu'gu'lilwe, akitage panga atabilwe boti batolwike, na nyo aasolomwi lipanga lyake pala kwibulaga.
2c101c0066	Lakini Pauli ngakema kwa lilobe liku'lu', “Kanewibulage wamwene kwa mwanjaa twenga tubile papano!”
2c101d00a7	Bu'ka pa kunkema mundu leta lumuli, aywo asikali wa nyumba ya atabilwe aabutuki nnyumba ngaitaikulya nnu'ngi' ya magu'lu' ga Pauli na Sila, ku'no kalendema kwo yogopa.
2c101e005c	Bu'kapo aatikwalongoya panja, ngaalaluya, “Mwabakoo, nipange buli li'nga nikosopolelwe?”
2c101f0074	Bembe ngabannyangwa, “Umwu'bi'li Bwana Yesu nawenga walu'a kosopolelwa, pamope na alongo boti ba pansengo wako.”
2c1020004d	Bai, ngabamwalya liyi'gi'yo lya Bwana, ywembe na bandu ba pansengo wake woti.
2c10210086	Yu'lu' asikali aatikwapu'twa saa yi'yi'lu'yi'lu' ya kilo ngaagu'lwa mabanga gabe, bu'kapo ywembe na alongo bake ngababatisilwa popopo.
2c102200a8	Bu'kapo ngaalongwana nabo Pauli na Sila kasake na kwapeya kilyo. Ywembe na alongo bake boti ngabapanga si'li'ku'si'li'ku' kwa mwanjaa nambi'yambi' bamwu'bi'li Nnu'ngu'.
2c1023006a	Pammalau' yake kindai', maakimu baatumike ayangatiyi babe kababaya, “Mwayu'gu'li balu' bandu babu'ke.”
2c102400a0	Yu'lu' asikali wa nyumba ya atabilwe aampei abali Pauli, “Maakimu batumite abali li'nga muyu'gu'li'lwe. Nambi'yambi' mwendakombwa bu'ka no yenda kwa amani.”
2c1025010a	Pauli ngaabakia ayangatiyi, “Ati' ki'li'? Baatuku'mbwi mikwasu pa bandu wangali senulwa na twenga twabandu ba Roma. Kai' batubi'kite muutabilwe na nambi'yambi' bapala kutuyu'gu'lya kwa kinyemela! Ata pasene! Ipalikwa maakimu baise bene paapanopano batuyu'gu'li.”
2c1026007c	Abo ayangatiyi baapei abali ya likowe lyo maakimu, nabembe pabaayu'wine panga Pauli na Sila baai bandu ba Roma, baatiyogopa.
2c10270062	Kwa nyo baayi'i kwalu'ba nsama na kwapiya muutabilwe, bu'kapo baalu'bike babu'ke pakilambo si'lu'.
2c1028008d	Pauli na Sila pabaapiyilwe munyumba ya atabilwe baayi'i kunyumba ya Lidia. Akwo bakwembine na alongo aumini no bu'ka pa kwasenga, ngababu'ka.
2c1101006c	Kwo pi'tya Amfipoli na Apolonia baayi'i mpaka Tesalonike, kwayaabile nyumba ya kunnu'ba Nnu'ngu' ya Ayahudi.
2c11020090	Pauli aatiyingya kati mwagaabile mayobelya gake, aalongei nabo ntawalia kwa masu'ba goti gatatu ga Sabato ya Ayahudi katumya Maandiko Mapeleteu.
2c1103008c	Aatikwaawanikia panga Kilisitu yaapalikwe abe mungu'su'mbu' no yu'ka bu'ka kwa awi'li. Ngaabakia, “Yesu ywanimwala kasinu nga Kilisitu.”
2c11040091	Bi'ngi' babe, lipi'nga lya Agiliki babankilikityage Nnu'ngu' pamope na alwawa baingi babaisimika baatiu'bi'lya, ngabalu'mbana nabo Pauli na Sila.
2c110500b9	Lakini Ayahudi baabi'i bwigu, ngabaakoka bandu baakau kusoko panga kipi'nga no tumbwa puyo mukilambo soti. Ngabautangya nsengo wa Yasoni kabaapala Pauli na Sila li'nga baalete pa bandu.
2c110600cf	Lakini baapatikeli. Kwa nyo, bankwakwatike Yasoni pamope na alongo bi'ngi' mpaka kwa api'ndo ba kilambo, ngabapanga ndu'ti, “Bandu ba baai kabaasopa bandu ba dunia yoti, na nambi'yambi' bai pano pakilambo.
2c11070077	Yasoni aakemi kasake. Boti bati'kwana amuli ya Kaisali kababaya, ‘Kubile na nkulungwa ywi'ngi' ywakemelwa Yesu.’”
2c11080049	Kwa mayi'gi'yo go baapei kyukala api'ndo ba kilambo na kipi'nga sa bandu.
2c11090050	Baapangite Yasoni na aine boti bapie mbwatyo, bu'kapo ngabaaleka bayende kasabe.
2c110a0087	Kilo balu' alongo aumini baaindikiye Pauli na Sila bayende Belea. Pabaaikite kwo bai, baayi'i munyumba ya kunnu'ba Nnu'ngu' ya Ayahudi.
2c110b00dc	Bandu ba kwo baai kinannyu'wa muno kuliko balu' ba Tesalonike. Baatigapokya galu' mayi'gi'yo kwa kilu'lu' muno, ngabapekeseni Maandiko Mapeleteu kila lisu'ba li'nga lola kati galu' gaalongei Pauli na Sila gaai ga kakape.
2c110c004d	Baingi babe baatiu'bi'lya na alwawa babaisimika ba Kigiliki na analu'me kai'.
2c110d009c	Lakini Ayahudi ba Tesalonike pabakwipwi panga Pauli aai kaala liyi'gi'yo lya Nnu'ngu' akwo Belea, baayi'i kwo no tumbwa panga puyo no sopa ipi'nga ya bandu.
2c110e006b	Balu' alongo aumini baamwindikiye Pauli kiyu'ngu'ya ayende kumbwani, lakini Sila na Timoteo baaigali Belea.
2c110f0096	Balu' alongo babaamwindikiye Pauli baayi'i pamope nakwe mpaka Atene. Pabaabakiyilwe na Pauli panga Sila na Timoteo banki'ngame kiyu'ngu'ya, ngababuya.
2c11100088	Pauli paabile kaali'nda Sila na Timoteo akwo Atene, mwoyo wake watwi'li nyongo muno paakibweni kilambo so kitwi'li inyago ya kinnu'ngu'.
2c111100a5	Aataukine na Ayahudi na bandu bi'ngi' babakilikitage nabo munyumba ya kunnu'ba Nnu'ngu'. Kila lisu'ba aai kalongela na bandu, pamope na boti balu' babaaisile kusoko.
2c111200fd	Balimu ba ipi'nga ya wa Epikuro na wa Sitoiki, baatitaukyana nakwe. Bi'ngi' baatibaya, “Apala longela ki'li' ayu' pwetela?” Kwa mwanjaa Pauli aai kaala makowe ga Yesu na uyu'ki, bi'ngi' baabaite, “Ibonekana kati aala makowe ga kinnu'ngu' ageni.”
2c1113007e	Kwa nyo bampu'twi Pauli ngabampeleka ku Balasa lya Aleopago kababaya, “Tupala tutange likowe li' lyayambi' lyaulilongelyage.
2c11140067	Ili'be yi'ngi' yatuyu'wine kwa makutu gitu tunaiyu'wali. Twapendi tanga makowe ga galombolya ki'li'.”
2c11150074	Bandu ba Atene na atami bi'ngi' ba kwo baai ntu'pu' sabapangage ila yaulyana no pi'kania makowe gayambi' gagapitike.
2c11160080	Bai, Pauli aayi'mi nnu'ngi' ya kitamo sa Aleopago, ngabaya, “Mwabandu ba Atene! Nibona panga mwenga nga mwabandu ba dini muno.
2c111700c7	Kwa mwanjaa panaabile kanipi'ta akwo na kwo naibweni inyago yinu. Pakibi'ki'lyo simo sakiandikilwe, ‘Kwa Nnu'ngu' ywangatanganikwa.’ Bai, aywo ywamunkilikitya wangantanga, nga ywanimwalya mwenga.
2c1118007a	Nnu'ngu' ywaumbike dunia na yoti yaibile mo, nga Bwana wa kunani na dunia, ywembe atamali mumayumba gagasengilwe na bandu.
2c11190090	Wala ayangatiyilwali na moko ga bandu panga kite apala sosoti si'lu', kwa mwanjaa ywembe mwene nga ywaapeya bandu ukoti, pu'mwa na kila kili'be.
2c111a0088	Kwo pi'tya mundu yumo Nnu'ngu' aaumbite makabila goti na kwapanga batame mudunia yoti. Aatiamwa pakubawi na kwaku' kwo tama makabila go.
2c111b008c	Aapangite nyo li'nga makabila go gakombwe kunkoleya ata kwo papakia li'nga kumwikya. Lakini ata nyo, Nnu'ngu' abileli kuutalu na kila mundu.
2c111c00a6	Kati mwaabaite mundu yumo, ‘Nkati yake ywembe twenga twendatama, twendaegela na tubile,’ kati mwabalongei mumayandiko ginu gi'ngi', ‘Twenga nga twabana bake.’
2c111d0092	“Manaitei twenga twabana ba Nnu'ngu', inogelelyali kunng'anikia Nnu'ngu' panga kati zaabu, kyu'ma au ata liwe lyalibasilwe no lembelwa na mundu.
2c111e00a4	Nnu'ngu' aapangite kati alolali nsimu gu'lu' bandu pabaabile alalo. Lakini nambi'yambi' aamulisa bandu boti na kila pandu banng'alambuki Nnu'ngu' kwa kwileka sambi.
2c111f00b6	Kwa mwanjaa ayomwile libi'ka lisu'ba lyaalu'a kwasenwa bandu kwa aki kwa ndi'la ya mundu yumo ywansawile. Nnu'ngu' aalayike boti likowe li' kwa kunnyu'ya mundu ywo bu'ka kuuwi'li!”
2c1120009c	Pabannyu'wine Pauli kalongelya likowe lyo yu'ka kwa awi'li, bi'ngi' babe baatikunsalawa lakini bi'ngi' baatibaya, “Tupala tumpi'kaniye kai' likowe li'!”
2c1121002c	Bu'kapo Pauli aatikwaleka ngabu'ka pakitamo.
2c112200ad	Lakini bandu mitumbi nsi'si' baatilongwana nakwe ngabapanga aumini. Nkati ya bandu bo baai Dionisio wa Balasa lya Aleopago, nnwawa yumo ywakemelwage Damali, na bi'ngi' babe.
2c1201002d	Bu'ka pa go, Pauli abu'i Atene yenda Kolinto.
2c12020105	Akwo Kolinto ankoli Nnyahudi yumo ywakemelwage Akula, ywabelekuli Ponto. Akula, pamope na nnyumbowe ywakemelwage Plisikila, baai baki'li'bwike bu'ka Italia masu'ba gogogo kwa mwanjaa Kaisali Klaudio aamulise Ayahudi boti babu'ke Roma. Pauli aayi'i kwatyangilya,
2c1203005f	na kwa mwanjaa bembe baai mapundi bo sona maema kati ywembe, Pauli aatitama no panga nabo kasi.
2c12040063	Kila Sabato ya Ayahudi aatiala munyumba ya kunnu'ba Nnu'ngu', kapaya kwaatebeya Ayahudi na Agiliki.
2c1205008d	Bu'ka pa Sila na Timoteo ika bu'ka Makedonia, Pauli aatumbwi tumya wakati wake woti kwo ala, kaakong'ondelya Ayahudi panga Yesu nga Kilisitu.
2c120600eb	Pabankanile no tumbwa kumpwi'wa aakung'undike ngu'bo yake nnu'ngi' yabe kabaya, “Mana mwobite mwatanga mwabene, nenga ntu'pu' lukoolo lwolwoti kwa likowe lyo. No bu'ka nambi'yambi' nalu'a kwayendelya bandu bi'ngi' bangali Ayahudi.”
2c1207009a	Bu'kapo, ngayenda tama kasake mundu ywankilikitya Nnu'ngu' ywakemelwage Tito Yusito, ywembe nyumba yake yaai papipi na yi'lu' nyumba ya kunnu'ba Nnu'ngu'.
2c120800a7	Kilispo, mpi'ndo ywa nyumba ya kunnu'ba Nnu'ngu', aamwu'bi'li Bwana pamope na alongo bake boti. Akolinto baingi baatikugapi'kania makowe go ngabau'bi'lya no batisilwa.
2c12090066	Lisu'ba limo kilo Bwana aammakie Pauli mumakowe gayambi', “Kaneuyogope, uyendeli ala wangali kotoka,
2c120a0088	kwa mwanjaa nenga nibile pamope nawe. Ntu'pu' mundu ywaalu'a kukusulu mwanjaa pano pakilambo pabile na bandu baingi bababile kwangu'.”
2c120b005a	Bai, Pauli aatami kwo kayi'gana liyi'gi'yo lya Nnu'ngu' kwabe kwa mwaka gumo na myei sita.
2c120c006d	Nsimu Galio paabile mpi'ndo ywa nkoa wa Akaya, Ayahudi batikuntangya Pauli kwa pamope na kumpeleka kumankama,
2c120d0077	kababaya, “Tunsitakya mundu yu' kwa mwanjaa asopa bandu bankilikiti Nnu'ngu' kwa ndi'la yangayi'ki'tyana na salya.”
2c120e0099	Pauli abile balo longela, Galio ngaabakia, “Mupi'kaniange mwenga Mwaayahudi! Manaitei kakape likowe li' likaba kwa makowe maakau nilu'e kumpi'kanianga.
2c120f007e	Lakini kwa kitumbu sa ntau wa mayi'gi'yo na maina ga salya yinu, muyomwane mwabene. Nenga ngani panga nsenuli wa makowe go.”
2c12100020	Bai, ngaabi'nga bu'ka mankamani.
2c121100b2	Nabembe boti ngabammoywa Sositene ywaabile mpi'ndo ywa nyumba ya kunnu'ba Nnu'ngu', ngabanku'mbwa papalu'palu' nnu'ngi' ya mankama. Lakini Galio aasitwikeli kyendo so ata pasene.
2c121200cd	Pauli aatami na balu' alongo akwo Kolinto kwa masu'ba maingi. Bu'kapo ngaalaga no u'bu'ka meli yenda Silia pamope na Plisikila na Akula. Akwo Kenklea, aasekwi nywili yake kwa mwanjaa ya nyalili yaabi'kite.
2c1213006b	Paaikite Efeso, Pauli aalei Plisikila na Akula, aayi'i munyumba ya kunnu'ba Nnu'ngu' ngalongela na Ayahudi.
2c12140040	Baannu'bite atame nabo kwa masu'ba gambone, lakini aayi'ki'tili.
2c12150070	Ila paabile kabu'ka, ngaabakia, “Nnu'ngu' mana apendile nalu'a isa kai' kasinu.” Bu'kapo, ngabu'ka kwa meli.
2c12160062	Meli yatiyi'ma Kaisalia, naywembe Pauli ngayenda kwakabwa balu' aumini, bu'kapo ngayenda Antiokia.
2c1217006f	Aatami kwo kwa masu'ba, bu'kapo ngayendelya na mwanja kwo pi'tya ku Galatia na Fulugia kaasenga banamasi' boti.
2c12180097	Nnyahudi yumo ywakemelwage Apolo mmelekulya ku Alekisandilia, aaikite Efeso. Aai mundu mwene malango kwo longela na ywagamanyi muno Maandiko Mapeleteu.
2c121900a4	Aayi'ganilwe ndi'la ya Bwana, na kwa mwanjaa li'lu' liyi'gi'yo liyakage pamwoyo wake, aayi'gine wisowiso abali ya Yesu pamope no panga apatike ubatiso wa Yoani bai.
2c121a00a4	Plisikila na Akula pabannyu'wine kalongela kwo kangamala munyumba ya kunnu'ba Nnu'ngu', baampu'tu'li kasabe ngabannyi'gana ayo ndi'la ya Nnu'ngu' kwa wisowiso muno.
2c121b00c1	Apolo paabile kabu'ka yenda Akaya, balu' alongo batikunsenga kwa kwaandikya banamasi' ba Akaya bampoki. Paaikite kwo, aakombwi kwayangatiya balu' alongo babaau'bi'lile kwa ngu'ngu' ya Nnu'ngu',
2c121c007b	kwa mwanjaa aayendeli kwo kangamala ngaasinda Ayahudi pa bandu kaalaya bu'ka mu Maandiko Mapeleteu panga Yesu nga Kilisitu.
2c13010075	Nsimu Apolo paabile Kolinto, Pauli aai mumwanja kumili'ma miyu'mu' mpaka ku Efeso, akwo aakwembite banamasi' nsi'si'.
2c13020099	Aatikwalaluya, “Buli, mwenga pamwau'bi'lile mwapokile Loo Mpeleteu?” Nabembe ngabannyangwa, “Lili! Ata tunayu'wali panga kubile na Loo Mpeleteu.”
2c13030067	Naywembe Pauli ngaalaluya, “Mwabatisilwe kwa ubatiso waku'?” Ngabannyangwa, “Ubatiso wa Yoani.”
2c130400a3	Nembe Pauli ngaabakia, “Yoani aabatisike balu' babanng'alambuki Nnu'ngu' kwa kwileka sambi na kwabakia bamwu'bi'li yu'lu' ywaalu'a isa nsu'gu' yake, nga Yesu.”
2c13050038	Pabaayu'wine go, ngababatisilwa kwa lina lya Bwana Yesu.
2c1306006d	Bai, Pauli ngaabi'kya maboko kwalu'bya na Loo Mpeleteu ngaaulukya, baatumbwi longela luga yayambi' no londwa.
2c13070033	Boti mayumu baai analu'me mitumbi ku'mi na abi'li'.
2c13080097	Kwa myei itatu Pauli ayendage kunyumba ya kunnu'ba Nnu'ngu', na akwo alongelage na bandu wangali yogopa, li'nga kwauta bau'bi'li Ukulungwa wa Nnu'ngu'.
2c13090110	Lakini bi'ngi' bendetauka, baakani u'bi'lya no tumbwa longela maakau kwikana ndi'la ya Bwana pakipi'nga sa bandu. Apo Pauli aakani baa nabo pamope, aapelike pambwega balu' banamasi' bake, aai kalongela nabo kila lisu'ba munyumba yo somya ya mundu yumo ywakemelwage Tilano.
2c130a0086	Aayendeli panga nyo kwa myaka ibi'li', ata bandu boti ba Asia, Ayahudi na bandu bangali Ayahudi, baakombwi yu'wa liyi'gi'yo lya Bwana.
2c130b003b	Nnu'ngu' aapangite mangelongelo maku'lu' kwa moko ga Pauli.
2c130c0089	Magu'bo na itambala yaponolyage lyusu Pauli, yaapelekilwe kwa atamwe nabembe baatepulilwe matamwe gabe, na balu' bene moka gaatikwabu'ka.
2c130d00d8	Kwabile na Ayahudi bababi'ngage moka ku'no na kwo, kabapaya kulitumya lina lya Bwana Yesu kwa balu' babaayingililwe na moka. Babayage, “Nimwamulisa kwa lina lya Yesu yu'lu' ywaalilwa na Pauli mummu'ke mundu yu'.”
2c130e0043	Bana saba ba Sekewa, Mpi'ndo wa dini ya Kiyahudi, ngabapangage nyo.
2c130f0066	Lakini moka aatikwayangwa, “Nintangite Yesu, kai' ata Pauli ninnyu'wine, lakini mwenga mwakinyai?”
2c131000a9	Bu'kapo, yu'lu' mundu ywayingililwe na moka aatikwalipulya boti na kwapi'ta kwa makakala. Na abo bana ba Sekewa baatitila bu'ka munyumba yi'lu' wausu na mabanga gambone.
2c1311008b	Kila mundu ywabile Nnyahudi na ywangali Nnyahudi akwo ku Efeso aaliyu'wine likowe lyo. Boti baatiyogopa, ngabalikwi'ya lina lya Bwana Yesu.
2c13120090	Bandu baingi bu'ka mwa balu' babaau'bi'lile nsimu wo baatiisa no buyangania kwa Nnu'ngu' wabe kababaya masambi galu' gabagapangage, wangali iya.
2c131300d3	Na bandu baingi bu'ka mubalu' babapangage makowe ga bwabi', baakongwi itabu yabe ya kwiyi'ganikia na kwitiniya mwoto bandu kabalola. Baapangite isabu ya mbanje yaikombwa pi'ma itabu yo, yaai yene samani ngu'lu'.
2c13140063	Kwa nyo, liyi'gi'yo lya Nnu'ngu' lyayongekiye landala no yendelya pangika kwa makakala ga Nnu'ngu'.
2c131500a5	Pagayomwike pitya makowe go, Pauli aabini pamwoyo wake yenda ku Yelusalemu kwo pi'tya Makedonia na Akaya. Aabaite, “Bu'ka po ika kwo, nipalikwa niyende ku Roma.”
2c1316008b	Kwa nyo, aatumike bandu abi'li' ayangatiyi bake Timoteo na Elasito bannongoli yenda ku Makedonia, ywembe mwene aaigali ku Asia kwa masu'ba.
2c1317005f	Awo, nga wai nsimu wu'lu' wagaapitike mayu'mano maku'lu' kwa kitumbu sa ndi'la yi'lu' ya Bwana.
2c131800b9	Mundu yumo ywakemelwage Demetilio, ywaabile na kipala, ayanage yu'ma li'nga tengenesa inyago ya nyumba ya nnu'ngu' ywakemelwage Atemi, na kwapeya nsuluso nku'lu' ywembe na mapundi aine.
2c13190099	Aakemi pamope na bandu bi'ngi' babapanga lyengo lya upundi wo yana kati ywembe aatikwabakia, “Mwenga mwa bandu! Utayili witu ubu'kana na usulusi wu'no.
2c131a00b5	Kai', mwenga mwendakugabona gapanga Pauli ga kwakonga na kwaobeya bandu, ku'no ku Efeso na ku Asia yoti kaabakia panga, ‘Inyago yaiyanilwe na bandu, kinnu'ngu' lili ata pasene.’
2c131b00ea	Kwa nyo kubile na makowe manonopau kwenda kwo obeya isima ya lyengo litu bai lili, ila ata kunyumba ya kunkilikitya nnu'ngu' nnwawa Atemi ywabile nku'lu', ywakilikitilwa ku Asia na dunia yoti, ukulungwa wake waapanga upokonyolilwe.”
2c131c0065	Pabayu'wine makowe go, baatiusika no tumbwa panga ndu'ti kababaya, “Atemi ywa Efeso nga nku'lu'!”
2c131d00b2	Kilambo soti satwi'li puyo. Bannyingili Gayo na nnyine Alisitako, benekaya ba Makedonia babaabile mumwanja umo na Pauli. Baatikwaboywa no butuka nabo mpaka kulua lwo kwembanikia.
2c131e0054	Mwene Pauli apalage longela na kipi'nga so sa bandu, lakini aumini baatikunkanikiya.
2c131f007f	Alongosi bi'ngi' ba ku Asia, babaabile mambwigalye Pauli, baatumike bandu bankwi'li'ke panga kaneayingi muluwa lwo kwembanikia.
2c132000a6	Pandu po kila mundu endepu'yu'ta bai, ywi'ngi' kalongela li', na ywi'ngi' li'lu', mpaka si'lu' kitamo saatimunaika. Baingi baatangiteli ata kitumbu so kwembana kwabe.
2c13210082	Ayahudi bannyi'mike Alekisanda nnu'ngi', ngabammakia makowe go longela. Bai, ngaapu'ngya luboko pala aikengi pa kipi'nga sa bandu.
2c132200a4	Lakini pabaakwipwi panga ywembe Nnyahudi, boti kwa pamope baapangite ndu'ti kababaya, “Atemi ywa Efeso nga nku'lu'!” Baayendeli pu'yu'ta nyo kwa masaa gabi'li'.
