2900000006	Malkus
2c130f004f	Gason i du mi'gatli ulsisu, “Aman Yesu, a man Bulus, amma kini ki wokǝni?”
2c13100095	I mul du mi' gatli pe' lya inndesi ga inngǝtl si nǝ ndǝlti mus. Ippǝlisi li'ton hal is pe'ɗǝ libini nǝ kitǝl bǝ nǝ lulutwai nǝ hwula adli.
2c1311006f	Nǝgu, man dli ge' Yahudawa u, ne' Helinawa mi' dǝp Apisa, i kummwasǝn ɓutl gobsi, i shin ki Yesu mbi nalti.
2c13120050	Diɓǝli ge' mi' la'ti mbadli is mbǝ bǝ ki hwuniwai a si dlǝb ulnǝs pǝli u.
2c131300bf	Mbalǝn diɓǝli mi' pǝtl gonti is mbil ulpǝtl gontwasǝn ge' lu kǝnǝmi i kwetldli a kina ɗǝ mbalǝn. Nǝs cimbǝl natl ki lwabbatu is en nǝn pǝt up ki azulpa zangu kutl lǝbi nantam.
2c13140033	Tu' nǝgu i shilǝn ki Lya mbǝl tǝnki nǝ ndilti.
2c131500a8	Kalki ndakkǝ mus usi, i Bulus kǝndi ge' mbadlwasi tǝs su' Ulshelima, abbǝli tu' Makidoniya nǝ a Akaya. I' usu, kal ki alǝ tya ka, nǝ ngessi kǝn ta suti Loma.”
2c13160064	I' shin lop mi' ɗǝtlti, Timothy nǝ Alastas, swa Makidoniya, tine inna' lǝmdǝp ge' atl ki Asiya.
2c1317003d	Age' cin u ndǝl dlakǝn pǝl dli a tǝn shitu ki bǝtl Yesu.
2c131800a0	Mul guptishugupon ɗa ti gubti palpalu mul shin Dimitiliyas, mul pǝtl Azulpa ki lu dobga ki Altimas, ɗǝ mbǝlli' mi' pǝtl ulti nǝ ultitaka lǝkkina alǝbi.
2c131900b4	Immbe sibi ge' lu kǝnǝmi, ne' mi' kyautǝn ginǝ ɗǝ pǝtl undi ulti nǝ ulti taka u, i' usu: “Kini yelǝnsi, ini ki manini ma mbi lǝkkinaki zoki i tǝn ulti nǝ ultita gu i.
2c131a0099	Ki yenti a ki kumti kan unǝ mi' bǝtl Bulus kal ɗǝ tle ga ki mbalǝn aki a Apisa, nǝ mus Atlki Asiya. Ti usu lya unǝ pǝldli nǝ toh u lya kǝn wai.
2c131b00e4	I ngu kuma bǝna ɗa kina kǝni, bǝ ulti nǝ ultitaka u ti hwol zo'shin wai, amma hal nǝ bal libi ki lya ki Altimas nǝn dǝmti kǝnǝ baliwai; ginǝ ɗǝ bǝtl lya a Asiya nǝ tǝn dib lǝɓa u, nǝn bwastiti nǝ naltwasi.”
2c131c0053	Nǝs kum gu u, i mbatl lewisi is tlǝl yal lya: “Natl tǝn Altimas ki Apisawa!”
2c131d008f	Lǝbdǝb ten i gatli hwodǝli. Imbalǝn gob dǝtl Gayus nǝ Alistalkus, yelǝnsi dukkǝ Bulus su' Makidoniya, muswasǝn is dlewsi tya lu dopga.
2c131e0042	Bulus lyam lǝ' kina ɗǝ hwu mbalǝn, amma imil kushtiwas haneti.
2c131f006e	Hal ne' na bas mbalǝn ki atl ki Asiya, yelǝnsi ki Bulus, is taki' shinkǝn tǝn bǝga shelti tǝppe' dlawai.
2c13200094	Mbalǝn i nǝ dom ga u is hwodǝli: Nami ɗǝ tlǝl Yal ɗǝ dlǝb gwasǝn a gen ɗǝ dlǝb gwasǝn. Na mbalǝni sǝman ulnǝ lakiɗa is domga uwai.
2c1321008a	I Yahudawa kǝge mbalǝni is jakǝn Iskanadali tya kina, is tlǝl Yal si pǝtl shilǝn tǝnti. I' uu toh tǝ dǝm shot gaki ɓulti' dlati.
2c1322006f	Amma nǝs mani mul Yahudiya u, i mus sǝ tlǝl yel lya ki dom lop: asi usu, “Natl tǝn Altimas ki Apisawa!”
2c132300cb	Nǝ mul kina ki Lashti lwabbat kǝge' gatli shel mbalǝn u, i' usu: “Kini Apisawa, okǝn mani ki gatl ki Apisawa ɗǝ ɓutti bal libi nǝ shishipti ki Altimas swai, nǝ yegǝn u nǝ nda sul lya uwaiya?
2c13240073	Tun nǝ bǝkǝn ma'shot tibi tǝn usi wai u, nǝn mbunti ki muɗǝlǝn mbadlwakǝn bǝ' pǝlǝn ulǝn nǝ kitilwai.
2c1325006a	I ngu ka mbǝllǝn mbalǝn i ki i, si kuma sa mǝgǝl age' libi niwai bǝ sa pǝl bezǝn ulǝn alǝbi wai.
2c13260096	In Dimitiliyas ne' yelǝnsi ultitakawasi shilǝn nisiɗa ne' mulǝn u, lu pǝtl shilǝn kǝnngu ki ɓuli mi' dlǝtl shilǝn kǝnngi. A' tǝla dlǝmti.
2c1327004c	Amma in ulǝn ki lyab mbǝlliti u, to a' telen kina ɗǝ mi' dlǝtl shilǝn.
2c1328009f	Nǝguɗa mige' bǝna ki, pǝtl shilǝn ki nditl kiga ki ulnǝ nda sǝti u. Tǝn shilǝn gu mǝkǝn ma' dlib ulǝn tǝnkiwai, tun nǝ bǝ shutu was ɗawai u.”
2c13290024	Kal ki dlǝb gu, ippalli mbalǝn bi.
2c1401007c	Kal ki mutti ki mbatl ki mbalǝn, i Bulus mbe milkushti was bi kal ki ndǝllissi mbadlǝ, ippallisi bi illǝ tya Makidoniya.
2c14020076	Iddu tya ge' lǝbǝ, ti dlǝmi' mbalǝn dǝɓǝli shilǝn ki ndǝtlki mbadlǝ, ngwaltwasi immbǝ'ci ge' atl ki Hellas,
2c140300a6	akikǝn tǝ dǝmmi li maki. Nǝ na Yahudawa yen akǝndǝ biwasu, nǝ' ɓal nja ki tǝ' tege' kundǝlǝn ki malu tǝllǝ Suluya, i' kǝndi tǝ patl tya tu' Makidoniya.
2c140400aa	Ti isǝ' Sopata yakǝnkǝ Palus te' Beleya, Alistalkus nǝ Sakundas mbalǝn ki Tasalonika, nǝ Gayus mul Dalbe, Timoti nǝ Tikikus nǝ Talopimas, mbalǝn ki atl ki Asiya.
2c14050031	Mbalǝn ginǝs zǝga kina u is ɓummi a Taluwasa.
2c14060098	Amma in za' Pilibi ge' kundǝlǝn ki mal kal daddaɓǝl gunǝ bǝ yisti nit ɗawai u, in mbisi a Taluwasa kalki mutti nantam. In dǝm lǝbi mutti ningi.
2c140700a6	Ge' cin ki nǝm ki mutti ningi in mbǝ ɗǝ ɗamti ki catl bǝledi. I Bulus dlǝmi mbalǝn shilǝn, gaki ti lyab zǝ'ga lucili, i' gob dlǝb shilǝni hal a dlom gasi.
2c14080037	Cilti ɗa dǝɓǝli ge' libi ki lya u nǝn domga ɗa u.
2c140900d5	Yakǝn gidǝnsi won ti ki dǝmi tǝn dlabi ko' yetil mulshin Aptikos, i yemmbu' kanti nǝ Bulus lǝndǝp ɗǝ shilǝn u. Nǝ yemmbu' kantu, tikǝ dǝmi ge' kǝps ki lya mul lu tom maki innda su'atli i kanti hwuni.
2c140a0071	I Bulus pe'su' atli, im muttwatǝn yakǝn giɗǝnsi isi it kucenti, i'usu. “Bǝ hwok kiniwai,” “Ti kami!”
2c140b006b	I ki ippal twage' kǝps ki lya ni ɗaɗanu itcel biledi it ɗami. I' gob shilǝn halcitlkǝlu izza' lǝbǝ.
2c140c0044	I mbalǝn kan yakǝn giɗinsi i tya libi kahmi, is kum hwoltugi iye.
2c140d008e	Mine in ndakina in tege' kundǝlǝn ki mali illǝ tya Asus, ge'lu unǝ tǝn kan Bulus ɗa u. Nǝgu tǝ kǝndini tǝn tǝllǝ tyaka tǝn asǝn.
2c140e0046	Nǝm mbimi a Asus u, inkanti ge' kundǝlǝn ki mal in mbǝ a Mitilini.
2c140f0084	Lucili in tege' kundǝlǝn ki mal tekka in mbǝ'ci a Kiyos. Lucili ɗanu in ɗakǝci tya Samas, lucili ɗanu in mbǝkǝci a Militas.
2c141000a6	Bulus kǝndi tǝd ɗakǝsh Apisa ge' kundǝlǝn ki mal gaki kitǝli' dlǝtl a Asiya, gaki ti dleuti tǝm mbǝkǝci Ulshelima ɗa, in nǝn pǝtu, tǝn cinkǝ pentikos.
2c1411005a	Te' a Milita, i Bulus shinshin kǝn tya Apisa tǝn kolsi ki ge'lu dobga ki shilǝn ki Lya.
2c14120068	Nǝs mbǝci matu, i' ulsisu: “Ki manǝn kan u nadǝm ge' kini u, tun ga siu na mbǝ ge' atlki Asiya u.
2c14130068	Ami bǝtl' Lya nǝ zo' mbadli hal nǝ luu, nǝ bǝna diɓǝli na tle gaki ɗashti ki tu' ki na Yahudawa.
2c14140081	Ki manǝn kan u nǝ bǝ a kum ɓakkǝ dlib ulnǝ nǝn ɗǝtl kini uwai u, ya dlimikini ge' mbalǝn nǝ libi libi bǝkǝ hwuniwai.
2c14150081	Ami dlimi' Yahudawa ne' mi' ginǝ bǝ Yahudawa wai u sǝppal ma' Lya nǝ ngesi as dlim bezǝn lǝɓawasǝn as la'mbatl tǝn Yesu.
2c1416005a	In ngu Yal ki mbatl ki Lya, ɗǝ tǝntǝni talǝ Ulshelima, aman ulnǝ tǝ ndani ami uwai.
2c14170066	Amani katl hu gatlu kǝni Yal ki mbatl ki Lya ɗǝ dlimitǝni kǝndǝti nǝ tle' bǝna ɗǝ ɓuttǝni.
2c14180086	Ngo' nǝnǝgu, a pal gayi ulǝnwai; Lyamti ki mbadlini iki ta pa' taltu a njikǝn ulnǝ Yesu bǝlǝn u, dlǝb zo shilǝn tǝmi ki Lya.
2c1419006b	Nǝguni a mani muswakǝn kǝkǝn yentǝn nǝwai, kini u na bǝlkin tyai ɗǝ dlǝb shilǝn ki guk ki Lya u.
2c141a0049	Gaki nǝgu, ami dlǝmikkin asǝti, ape' ɗǝge' alhaki ki hwula wakǝn i.
2c141b0032	Gaki a kum ɓakkǝ dlimikkin mus ngati ki Lya wai.
2c141c00ae	Ɓutǝn gawakǝn, nǝ kuma mus hwu mbalǝn nǝ Yal ki mbatl ki Lya pǝli kini, dǝmni mi'zǝ' dwaɗǝn tǝnsi u, dǝmni mi' byatl mi'bǝtl Yesu kal ginǝ' ulsi nǝ hwulawasu.
2c141d0067	Amani kal ki zǝgga ini, mi'ɗashti ki tugen nǝn teti ge' kini, sǝkǝn kub ciggokǝ hwu mbalan i wai.
2c141e0062	Age' kini ma mbalǝn yen nǝn tlǝttoɗi, as gǝl bali gaki sǝddǝli gawasǝn mi'bǝtlsi kal ɗa.
2c141f0065	Gaki nǝgu dlilni gal! Dambilini, hwon maki ngu aza' pikkin shilǝn wai gasi nǝ dloncin, hal nǝ lu.
2c1420006b	Nǝguni ami za'tikin toh ɗǝ Lya, nǝ zo shilǝn wasi, i likǝ' kini abbǝlkin gado ne' mus mi'zo' mbadli.
2c1421002d	Azi dwaɗǝn tǝn upki ko lulut ki mulǝnwai.
2c14220064	Kini nǝgawakǝn ki manini toh i kǝn ɗǝ bǝltǝn ulnǝ ami lyamti u, nǝ ki mi'ginǝ ami ne'si u.
2c142300bc	Age' mus ulna pǝli u, ami nune' kini, tu'tǝn ɓotlti kyautǝn hwel kǝn tǝ ɗǝlǝn mi'lǝshi ndǝtl ɗa, aki dambǝtl shilǝn ki Yesu nǝ usu: “Bǝlti ngǝtl kanti nǝ albalka.’”
2c14240048	Nǝ Bulus ngwatl shilǝn wasu, in ngus atl mus ne'si is shilǝn nǝ Lya.
2c14250035	I muswasǝn is go' kulu, is kucen Bulus asi swattiti.
2c14260077	Ulnǝ mbǝllisi du mbadlu iki shilǝn wasu nǝ' usu sǝkǝn yetti nuwai u. Iki is la'ti shitu tyama' kundǝlǝn ki mal.
2c15010059	Kal ki bwastimi ne'si, inte ge' kundǝlǝn inta'mi swa Kos, lucili insu Lodas nǝ Patala.
2c15020051	Nǝm mbi kundǝlǝn mul ɗakǝshti tya ge' atli ki Pinikiya u, inte giɓi inziga.
2c15030092	Nǝn yen Saipulus te'ka u inpalti tǝn tona, in ɓew kina ɗǝlǝ' ge atl ki Suliya, in shiti a Taya, alǝbi tǝ kundǝlǝn ki mali shi' kayawasi.
2c1504007b	Nǝn mbi lu u nǝ milkushti ɗa u in dǝm ne'si mutti ningi. Tǝn ndǝtl ki Yal ki mbatl is pi Bulus bǝllǝ Ulshelima wai.
2c150500a6	Amma nǝ cin tlǝti nǝn pǝ u, in hilya in ɓew kina ɗǝ lǝti. Muswasǝn, mudli nǝ mil, is la'mi shitu tya kal gatli, iki ingus a tǝn bǝgasi in shilǝn nǝ Lya.
2c1506004a	Kal ki palli' yelsǝni bi inǝn, inte ge' kundǝlǝn, sine ispal tya libi.
2c15070055	In gop lǝti nǝn a Taya u in mbǝci Talamayas, inshinni yelsǝni, in mun nǝm ma'si.
2c15080072	Lucili in hilya inmbǝ Kaisaliya, in tye libi ki Pilibus mul dlǝp shilǝn ki Lya, gunǝ nǝmkǝni ge' ningi i' u.
2c15090054	Tinǝ mil mudli upsi, ginǝ bǝ apǝl ki nditi wai u ginǝ ɗǝ dlǝb lǝɓa ki Lya.
2c150a0064	Kal ki mutti ten alǝbi, i mul njeshinkǝn ki Lya won mbǝ, shinwasi Agabus immbǝ te' atl Yahudiya.
2c150b00f7	Nǝmmbǝ ma'mi u, i' kan ul kǝndǝ dlom ki Bulus i' kǝndǝ toh nǝ asǝnwasi, i' usu “Ulnǝ Yal ki mbatl ki Lya dlǝmi u ngu, ‘Nǝgu Yahudawa ki Ulshelima sǝn kǝndǝ mul ul kǝndǝ dlom u a bǝtlti atoh ɗǝ ginǝ bǝ Yahudawa wai u.’”
2c150c0056	Nǝn kumi nǝgu u, mi ne' mbalǝn i nǝ lǝbi u in bǝl Bulus bi bǝ su Ulshelima wai.
2c150d00ad	I Bulus usu, I' usu “Yakǝn ki kulu aki calitǝn mbatl ɗa? A miɓo galkǝn aminɗa, amiɗa ɓultti' kǝndǝ twai sǝ lyami as tlo a Ulshelima tǝn shin ki mulban Yesu.”
2c150e004f	Nǝ bǝta kum sheltwai u, indǝm shot, in usu “Tǝ Lya pǝl ulnǝ mbunitu.”
2c150f0029	Kal ki gu, in kan shitu ki su' Ulshelima.
2c15100096	Na milkushti yen te' Kaisaliya is la'mi shitu is mbǝlmi libi ki mulshin Manason, lu unǝtǝn dlǝlɗa u. Mul ki Saipulus mul bǝl Lya hwon di ɓǝli.
2c1511003a	Nǝm mbǝ Ulshelima u, Yelsǝni inǝn njemi nǝ hwol tugi.
2c15120051	Nǝ cilt kǝlu i Bulus ziga ne'mi swa ma' Yakubu, kolsi Ki Ikilisiya mus asi ɗa.
2c15130083	Nǝ Bulus shinnissi u, itl' dlǝmisi shilǝn bi nǝ bi kǝ ulnǝ Lya pǝllitu age' mi'ginǝ bǝ Yahudawa wai u atǝn kyautǝn wasi.
2c151400a9	Nǝs kumi nǝgu u, is nalt Lya. Is ul Bulus su: “Yani, zangu nǝmi Yelsǝni, Yahudawa bǝl mbadlwasǝn, ma' Lya singu mi'ndǝtl kǝ'mbatl kǝni ge' bǝtl zhil ki Musa.
2c151500c0	Mbalǝn tle kup su usu tǝnki ɗǝ kulci' mus Yahudwa ginǝ bǝɗa ge' mbalan ki Musa wai u sǝ'dlat zhil ki Musa taka, ki dlǝmmisi bǝst sǝl millwasǝn ko as bǝl Lǝɓa ki kolsi inǝn wai.
2c1516003c	Yakǝn tǝm pǝlini ngǝ? Katlti ɗawai sǝn kub mbǝtwa gi.
2c1517004d	Gaki nǝgu pǝl ulnǝ tǝn piku. Mbalǝn upsi ni miɗa ginǝ kan dlǝlliti u.
2c151800d2	Kan mbalǝn i, a bǝlǝn zhil ki kushti ki zo'ki mus, a' ɓatl mus ulpi sǝmbi sǝ' utl gaɗa. Tu' tǝn shitu gu, mus nǝn ma'dli ulnǝs dlǝmisi tǝnku, bali ɗa giɓiwai, amma ki gawagi ki bǝtl zhil ki Musa.
2c151900d2	Tǝn ginǝ bǝ Yahudawa wai u mi'bǝtl Yesu kal, mashin lwabbat swai i tǝngaki bǝs ɗam ulki ɗami ki lya ki mi' pǝtl gontwai, bǝs pǝl kontwai bǝs ɗam tlu u nǝs ceti' yalu wai nǝ ɗap tlu nǝ hwula wai
2c151a00c6	Nǝlu cilu i Bulus kan mbalǝni asa likǝn gawasǝn i. I ki i' tege' libi ki Lya tǝ' dlǝmisi cin ngatlti ki likǝ' gawasǝn, nǝ bǝtl Lya lǝɓa ki ulkǝ okǝtl bezǝn lǝɓa ki ko wonngi wasǝn.
2c151b0084	Nǝ mutti ningi ɓal nja nǝpa'tu, gen ge' Yahudawa te'ge atl ki Asiya is yen Bulus ge' libi ki Lya. Is cokǝl hwu mbalǝn is gobti,
2c151c00c2	asi dulle asi ussu Yelsǝni inǝn Isla'ilawa, ɗǝlǝn mi! Mulgu ti ɗǝ kushti mbalǝn sǝ mbǝl mbalǝn inǝn nǝ zhilin nǝn nǝ lu u ɗaɗanu, immbǝl Helenawa yen i kon nǝ lu bǝlt Lya.”
2c151d0071	(Gaki teɗi sa yen Bulus isǝ Tulopimus, mul Apisa, age' gatli, is eni kǝnǝ Bulus mbǝllǝnti ge' libi ki Lya.)
2c151e0084	Mus gatli is hwodǝli mbalǝn is tlǝlte' nǝ kitǝl is gob Bulus is dǝlti twa dla ɗǝ ge' libi ki Lya, is dleusi ɗǝ le'dlabiyi.
2c151f0082	Si ge' ngau shitu ki tlotti gu' u, i shilǝn lǝkina ɗǝ bali ki mi' ki ndǝ dlom ki Loman kise mus gatl ki Ulshelima ɗǝ dlati.
2c152000c0	Alǝbi i' em mi'kǝ ndǝ'dlom ki Loma nǝ na ki bazi ki mi'kǝ ndǝ'dlom is tlǝ swa ge' hwu mbalǝn. Nǝ mbalǝni yen ki bali ki mi'kǝ ndǝ dlom nǝ mi'kǝ ndǝ' dlomwasu, is za' liti Bulus.
2c1521007d	I bal mulkina ki ndǝ dlomi hilya i' gobti, i' laki sǝ'kǝndǝti nǝ zhim dom lob. Iki in gyem mi tikǝ on ngi ya tǝ pǝli.
2c152200cf	Nami ge' hwu mbalǝn ni si la'ti yali gi ɗǝ dlǝp shilǝnwasi gen ɗǝ dlǝb gwasǝn. Gaki o'tilu diɓǝli hal bali i' ambi gǝs ki bal shilǝni wai, il laki sǝ'tǝla Bulus ge'lu dǝb kǝmi' kǝndǝ'dlom.
2c15230068	Nǝ Bulus mbǝ tǝn lu dǝkǝsti u, sai nǝ mi'kǝndǝ'dlom kanti ki kami gaki tlǝl mi'gatl ki mbalǝn.
2c1524004c	Dopga ki mbalǝn i nǝ bǝlsi teɗu asi la'ti yali asi ussu, “Mi tloti!”
2c152500c6	Nǝ ɓal ki mi'kǝndǝ'dlom tǝla Bulus a ge'lu dǝb ki mi'kǝndǝ dlomu, i' ul mulkina ki mi'kǝndǝ'dlomi su, “Kǝn ndǝti ta shilǝn mika?” “Ki manǝn shilǝn “Nǝbi ki Hellenanci ɓo?”
2c152600a8	“Kikǝ’ mul masal mulu wai wa? Gunǝ hwon ki te'kal nǝ ɓye u, i' tlǝlli mbalǝn ndǝlt Kǝga, hal it dǝl mbalǝn za'ngu upsi mi'tlwam mbalǝn a ge' delgǝn u”
2c152700ac	I Bulus ndǝgi, Ami mul Yahudiya ni, te' Talsus age' atl Ki Kilikiya, ami Yakan gatl kǝni gatlu nǝ si kumti nǝ nali u. Mmi bǝtl ki bi zakǝni tapi Mbalǝn i shilǝn.”
2c1528009c	Nǝmul kina ki mi'kǝndǝ dlom bǝlti shilǝn u, i Bulus dlǝltǝn gǝbsi i' ta'ki hwu' mbalǝn toh lya is dǝm shot, muswasǝn ishinnisi nǝ bikǝ Alamaya.
2c1601006e	“Yelsǝni nemi' zǝ'mini, kumǝn nǝ ni ta dlǝmikin ulnǝ nda u, gaki ta pikini a pǝl bezǝn ulǝn wai.”
2c16020042	Nǝs kummi tashin nisi nǝ biki Alamaya u, is dǝmciw. I Bulus usu
2c160300e3	“Ami mul Yahudiyani, zǝkkǝ Talsus ki Kilikiya, age' gatlu anali. Ami mul kushtini amalgǝn ɗǝ Gamaliel gunǝ kulci zhil ki mi'zǝ'mi'zǝm mini u. Ami nǝ ɓotlti ki bǝlt Lya kǝnǝ kan unǝ muswakǝn ki pǝltin sǝ'ti u.
2c1604005d	Hal a la ki mbalǝn ɓutl ki bǝtl shitu u i, ami gobti mwani nǝ mudli a kǝndǝsi a atlosi.
2c160500e7	Bal lǝɓa nǝ mus mi' dlǝtl shilǝnwasi nǝn ziti nǝ dwaɗǝn. Ama'si akan shinkǝn ki elsǝni ini Yahudawa yasuli swa Dimascus, Ya ɓeu ɗǝ gopti mbalǝn ta sulsi ge' lu kǝnndǝ' mbalǝn ki Ulshelima as pǝlisi bezǝn'lǝɓa.
2c16060072	“Amige' lǝti a bal dloncin na ɓal nja nǝ Dimashku u, bǝnǝ mantiwai i bal ciltton pe'sul lya i ga ndǝlǝni.
2c1607005d	Ya nda atli yakum ya lon ɗǝ ultǝnsu, Shawulu! Shawulu! Yaki pǝlitǝn bezǝn lǝɓaɗa?’
2c1608006d	“Yandǝgi ‘Ki wokǝni, mul ban?’ I' ulǝnsu. ‘Amiki Yesu mul Nazaleh, mulnǝ ki pǝllitti ngashtu.’
2c1609004b	To, ginǝ ne' kǝn i yen ciltisi, amma sakum yal ki mul shilǝn nǝ amiwai.
2c160a007e	Ya usu ‘To, ya tapǝli, mulban?’ I mul ban ulǝnsu “‘hilya, ki'lǝ Dimascus, tyaka sǝ' dlǝmi' ulnǝ' ki' pǝli u.’
2c160b0059	Na dǝm dwa u gaki ciltu. Mbalǝn i nǝ' ne' kǝn u is goppi toh is sullǝn swa Damascus,
2c160c007d	“Mulǝn ɗa mulshin Hananiyi immbǝ makǝni. Ti mul bǝtl zhil ki musa mulnǝ mus Yahudawa ki dǝmi alǝbi ɗǝ ndwatiti u.
2c160d007f	Nǝ' dlǝl malgǝn ɗa kǝn u, i' ulǝnsu, Yelse ini Shawulu, tǝ Yelluwa' pali!’ A lǝbi a lǝbi idwaɗǝn i ɓuli Ya yenti.
2c160e0078	I' usu, ‘Lya ki kolsi inǝn a olki gaki ki man ulnǝ ge' mbadlwasu, Kin ye' mul zoki mbatlu, kǝn kub shilǝn abiwasi.
2c160f0060	Kǝn dǝp mul pǝtl yenti ki dwaɗǝn wasi ma' mus mbalǝn tǝn ulnǝ' enini nǝ ulnǝ kumini u.
2c1610006f	To nǝgun u yaki ɓutti? Hilya, tǝ pǝli' Baptisma a o'kǝli' Bezǝn lǝɓawa' taka, tu' ma' mbe' shinwasi.’
2c16110050	“Na patl te' Ulshelima a ami shilǝn nǝ Lya age' libi ki Lya, i tlu'ti mbini.
2c161200a6	Ya yen mulban ɗǝ shilǝn nǝ ami. I' usu, dlewki! Ki'za' Ulshelima, gaki mbalǝn aki sǝkǝn ndǝ'ti nǝ pǝtl yenti ki dwaɗǝn u nǝ ki dlǝmti tǝn kǝn uwai.’
2c1613007c	“‘Amine ya usu, mulban, ‘Sima gawasǝn sǝmani hu lu dobga ukǝni a kǝndǝ mbalǝn ginǝ la'mbatl tǝnku ya li'li'si.
2c161400a2	Gasi unǝs bǝna hwula ki Istipanusu, mul pǝtl enti ki dwaɗinwagu, a ami lǝbi ki dlǝli, ami bǝlt kal ki ulnǝs pǝli u, amine ya ɓu' lulu' kǝmi' tlotti.’
2c16150055	“I mulban ulǝnsu, ‘Hilya; ta shinki tya lolu ma' ginǝ bǝ Yahudawa wai u.’”
2c161600bb	I mbalǝn dobga ɗǝ ga'ti kǝm tǝn shilǝn ki Bulus hal immbǝ tǝn shilǝn u ɗa, is tlǝl yal is usu “Tloti! Tǝ bwas undi mulu nǝ dǝb lǝɓa a mbuni tǝt dǝm tǝn lǝɓa wai!”
2c16170045	Asi matlti asi pe'ti lya nǝ dla'ti lulutwasǝn asi tlǝl kushka lya.
2c161800a6	Imul kina wasǝn bǝl zhil ki sutl Bulus ge'lu dǝb ki mi'kǝndǝ' dlom. A gyemti nǝ dlamtǝl, gaki tǝn man shitu u nǝ laki i mbalǝn ɗǝ lakitti Yal ɗa nǝgu u.
2c161900ac	Amma nǝ kǝndǝtti nǝ zhimu, i Bulus ul balmul kǝndǝ dlomu nǝ nja nǝti usu “A mbunni ki pǝli mul alt ki Loma dlamtǝlla, bǝka mbiti nǝ lati asǝn gimbi waiya?”
2c161a008d	Nǝ bal mul kǝndǝ dlom ki Loma kumi nǝgu u, illǝmak mul bǝtl zhil ki kǝndǝ dlom i' ultisu, “Yaki lyab pǝltini? Mulu mul Loma ni.”
2c161b0064	Imul bǝtl zhil ki kǝndǝ dlomi' ul Bulus su, “Dlǝmini ki mul Loma kǝma?” I' usu, “E.’’
2c161c0091	Imul bǝtl zhil ki kǝndǝ dlom, i' usu, amiciɓo sai na ɓatl bal ulpi ya mbi dǝb yakǝn atlɗa.” I Bulus usu, amiɓo nǝ nali sǝ zǝnni.”
2c161d00c5	Gaki nǝgu, ginǝ ɗǝ lyab gyebti u, is mbǝ gi nǝ kali alǝbi alǝbi. Mul bǝtl zhil ki kǝndǝ dlomi nǝm mani, ti gawasi ta kǝndǝ Bulus mul Loma u, i bult gopti, in ngu talǝge ta kǝndǝti.
2c161e00df	Nǝ lucilu mul bǝtl zhil ki kǝndǝ dlomi illyami tǝm man ulnǝ Yahudawa tǝla shilǝn tǝn Bulus ɗa u, ittǝngǝlti, idlǝllisi zhil nǝ bas lǝɓasi nǝ mik attli sǝddomga, apa immbǝl Bulus idl dlǝlti a kina wasǝn.
2c1701008e	I Bulus uti mi'dlǝl shilǝn ki atl dwaɗǝn i' usu, “Yelsǝni ini, bǝtl Lya kǝn amiɗa nǝ mbatl ki zoki hal i mbǝl cin ki sǝti ɗa.”
2c1702004c	Ananiya bal lǝɓa ki Lya ul ginǝ ki dlǝli nja ma' Bulus su sǝ'op biwasi.
2c1703009c	I Bulus ultisu, “Ki mul ngashtu, “Lya nǝn litiki, ase, ki dǝmni ki u ɓo zitǝn zhil kǝn ki ɗaya, ki ngu ɗǝ usu tǝ duni, gu shot nǝ zhil ki Musa
2c17040052	Ginǝ ki dlǝli nja nǝ Bulus su is usu, “Bal lǝɓa ki Lya kǝn ki byel twa?”
2c1705008c	I Bulus ulsisu, “Yelse ini, amani ti bal lǝɓa ki Lya kǝn wai, Ki laciɗa: ‘Bǝ'dlǝm bezen lǝɓa tǝn mul kina ki mbalǝn wai.’”
2c170600e2	Nǝ Bulus yeni, nami Sadukiyawa ni nǝ gen Palisiyawa u, itltlǝl yal age' lu domga i' usu “Yelsǝni ini, A mi' mul palisiyawani, yakǝn Palisiyawa. Tǝn a dlil mbadli i tǝn tlǝl lya ki mi' mǝshti i ami tleb bǝna ɗa.”
2c17070059	Nǝ' dlǝmi nǝgu u, i dlan nda ge' dlom ki palisiyawa nǝ sadukiyawa, i dob gani bwǝsi.
2c170800a3	(Amma Sadukiyawa sa ndǝ nǝ hillya gǝ' ki mi'mǝshti twai, bǝ mi'shinkǝn ki Lya ɗawai, bǝ yal ki mbatl ki Lya ɗawai, amma mus palisiyawa is ndǝ' nǝ nali.)
2c170900e1	I bal dla' hillya, gen ge' mi'lashti ki ɗalika ki palisiyawa is tlǝlyal asi shottibi. Asi ussu “Miɓo mambi mulu nǝ bezen ulǝn wai,” is ussu. “Ko yalkǝ mbatl ki Lya ko mulshinkǝn ki Lya kǝn shilǝn nǝti u pa?”
2c170a00c8	Nǝ shotti bi i ndǝndǝlu i mul kǝndǝdlom kum mɓulti ɓas kyakkyash Bulus. I' bǝlsi zhil tǝ mi' kǝndǝdlom susuɗi sǝ' kanti ɗǝ ma'si nǝ ndǝlti sǝ' tǝlati ge'lu dobga ki mi' kǝndǝdlom.
2c170b00b9	Nǝ gas pǝ u i mulban dlǝl nja Nǝ Bulus i' ultisu, “Ndǝl mbadli kan u nǝ'pǝl enti nǝ dwaɗǝn a tǝnkǝn a Ulshelima u, nǝgu ki' pǝl enti nǝ dwaɗǝn ini ɗaɗanu a Loma.”
