2800000006	Mateyo
28121f0060	Lintu abasya babiye bamwene ifyakitike, balifulilwe kabili baile kumfumu bayayeba ifintu fyonse.
2812200092	Eikyo imfumu yaitile umusya nokumweba ati, ‘We musya umubi we!’ ‘Nalikwelele ulupiya wankongwele lonse pamulandu walimpapete ukuti nkwelele.
2812210045	Busye webo tekuti umfwile umubiyo uluse ngafintu nakubelele uluse.’
2812220078	Imfumu yalifulilwe ngansi, ikyakuti yaposele uyu musya mukifungo umo bali nokumukyusya mpaka akalipile ulupiya lonse.”
2812230067	“Ifi efintu Taata wa mumulu akakita kuli onse, ngatamwelela bamunonko ukufuma pansi yamitima yenu.”
2813010073	Lintu Yesu apwisisye ukulanda aya masiwi, afumine mu Galili, aile kukyalo kya Yudeya busilya bwa mulonga wa Yodani.
2813020040	Amabumba ayakalamba yalimukonkele kabili alibondepe kulya kwine.
2813030095	Abafalise bamo baisile kuli Yesu bamwipusya ilipusyo lyakumwesya ukuti, “Busye kyalisuminisiwa umwaume ukuleka umukasi wakwe pamulandu uli onse?”
2813040071	Yesu abaswike ukuti, “Busye tamwabelenga ukuti uwababumbile ukutula mukutendeka, abumbile umwaume no mwanakasi?
2813050091	Kabili nokweba ati, ‘Pamulandu waiki umwaume akasya wisi nanyina nokuyasuntinkana pamo nomukasi wakwe, kabili aba babili bakaba umubili umo.’
281306005b	Nomba tabali babili lelo baba umo. Eikyo ikyabika Lesa pamo tapali umuntu uwingalekanya.”
281307007d	Abafalise bamwipwisye ukuti, “Busye kinsi Mose aebele umwaume ukulembela umukasi kalata yakupwilapo ikyupo nokumutamfya?”
2813080081	Yesu abaswike ukuti, “Nipamulandu wakumalala kwa mitima Mose amisuminisye ukuleka abakasi benu, lelo mukutendeka takyali ngefi.
2813090076	Kabili ndemyeba ukuti, onse uwaleka umukasi wakwe, pamulandu uusili wabulalelale, aupa naumbi ninsi akita ubukende.”
28130a006c	Abasambi bakwe bamwebele ati, “Ifi ngefintu kyaba pamulume nomukasi wakwe, ninsi kyawamapo ukukana upa.”
28130b0062	Yesu abaswike ukuti, “Tebantu bonse abengasumina aya mafundisyo, lelo kanofye kuli abo kyapelwa.
28130c011a	Pantu kwaliba imilandu iyingi iyo abaume teti bopile, bamo nipamulandu efintu bafyelwefye, bambi teti bope pamulandu abantu ebabalenga ukuba muli iyi nsila, kabili nabambi basalapofye ukuti teti bope pamulandu no bufumu bwa mumulu. Lekeni uwingapokelela ili fundisyo alipokelele.”
28130d006c	Abantu baletele abana abanono kuli Yesu, ukuti abatambalikepo amaboko nokubapepela. Abasambi balibakalipile.
28130e006f	Lelo Yesu alandile ukuti, “Lekeni abana abanono bese kuli nebo mwibakanya, pantu ubufumu bwa mumulu bwabo.”
28130f002d	Kabili abatambalikepo amaboko nokufuma kulya.
2813100073	Elo umuntu umo aisile kuli Yesu amwipusya ukuti, “We kafundisya, kisumansi ningakita pakukwata umweo wamuyaya?”
2813110096	Kabili Yesu amwebele ukuti, “Kinsi ikyo wangitila ati umusuma? Lesa fye eka emusuma. Ngolefwaya ukukwata umweo wamuyaya, ulekonka ifipope fyakwe.”
2813120088	Umulumendo aipwisye ukuti, “Busye nifisa?” Yesu amwaswike ukuti, “Wilaipaya, wilakita ubukende, wilaiba, wilabepesya abantu ubufi,
2813130045	ulekindika wiso na noko, kabili uletemwa umubiyo ngafitu waitemwa.”
2813140062	Umulumendo ayaswike ukuti, “Nalikonka ifipope fyonse ifi, busye nikinsi kimbi mfwile ukukita?”
28131500ab	Yesu amwaswike ukuti, “Ngaulefwaya ukuba uwapwililika, kabiye uyesitisya fyonse fintu wakwata! Upele ulupiya kubapina, lyena ukakwata ifyuma mumulu. Elo wise unkonke.”
2813160044	Lintu umulumendo aumfwile ifi, aile uwabulanda pantu ali nanonkesya.
281317007c	Kabili Yesu aebele abasambi bakwe ukuti, “Ndemyeba ikinekine ukuti, kintu kyasupa uwafyuma ukwingila mu bufumu bwa mumulu.
2813180080	Nakabili ndemyeba ukuti, kyayangukapo Ingamila ukupula mu linso lyansindano ukukila uwafyuma ukwingila mu bufumu bwakwa Lesa.”
2813190078	Lintu abasambi baumfwile aya masiwi balipapile umupwilapo. Baipwisye ukuti, “Nomba busye kansi ninani uwingapusuka?”
28131a006b	Lelo Yesu abalolesye nokubasuka ukuti, “Ifi fintu fyayafya kubantu, lelo kuli Lesa fyonse fyalyanguka.”
28131b0066	Petelo ayaswike ukuti, “Mona fwebo twalisya ifintu fyonse nokukukonka. Busye nifinsi tukakwatamo?”
28131c00fd	Yesu abebele ukuti, “Ndemyeba ikine kine ukuti, lintu Umwana Wamuntu akekala pakipuna kya bufumu ikyabukata Mukyalo kipya, namwebasambi bandi ikumi limo na babili, mukekala pafipuna fya bufumu mukupingula imikowa ikumi limo nasibili isya bena Israeli.
28131d00ba	Kabili naonse uwasya amayanda, bamunyina, bankasi yakwe, bawisi, banyina, abana nangu amabala pamulandu wandi, akapelelwapo pali fyonse imiku umwanda umo kabili akakwata nomweo wamuyaya.
28131e004f	Lelo abengi abantansi bakaba abanuma, kabili na bengi abanuma bakaba abantansi.
2814010074	“Pantu ubufumu bwa mumulu bwaba ngo mwine wa ŋanda, uwafumine kumakya ukuyafwaya abakubomba mwibala lya myangasi.
281402005c	Panuma baumfwana nabankito ukubalipila ulupiya lwa busiku bumo, abatumine mwibala mukubomba.
281403005f	Munsita ya naini koloko ya luchelo amwene na bambi nabeminina ukwabula ifyakukita pa kisankano,
281404005f	nabo abebele ukuti, ‘Kabiyeni mubombe mwibala lya myangasi, ndemilipila ulupiya ulwalinga.’
281405005f	Efintu baile. Aya nakabili mu kasuba pakati elo namunsita ya fifitini koloko, ayakita fimofine.
28140600a5	Kilya akasuba kaba mukuwa muma seventini koloko asanga nabambi bemininefye. Abepusya ukuti, “Kinsi mwimininine pano akasuba konse ukwabula ukulakita nangu kimo?”
281407008b	Nabo bamwaswike ukuti, ‘Nikyo tapali abakutwingisya inkito.’ Elo abeba ukuti, ‘Nemwe bene kabiyeni kabombeni mwibala lya myangasi.’
28140800bd	“Lintu ikyungulo kyafikile, umwine we bala aebele kangalila wa bankito ukuti, ‘Ita abankito bonse ubalipe amalipilo yabo, wambile ku bakingila inuma, ulekelesye kuba kingila intansi.’
2814090069	Lintu Abankito abayambile ukubomba pansita ya seventini koloko baisile, bafolele amalipilo yabusiku bumo.
28140a007c	Lintu abaingile intansi baisile, baletontonkanya ati balefolapo amalipilo ayakulu pali bonse. Lelo bonse bafolele lumolwine.
28140b0037	Lintu bapokele bayambile ukuilisyanya ku mwine we bala.
28140c0090	Bamwebele ukuti, ‘Aba abanuma bakibombakofye insita imo. Lelo mwabalipa fimofine nafintu mwakitulipa. Twakilabomba mukasuba ninsi nakabala!’
28140d007a	Umwine we bala ayaswikepo umo pabankito ukuti, ‘Mune nsikufyengele, milipile amalipilo yabusiku bumo yantu twakyumfwana.
28140e0056	Piita amalipilo yobe uleya! Nemwine ndefwaya ukulipila uyu uwanuma ngafintu nkulipile.
28140f0076	Busye nsyakwata insambu sya kukita fintu ndimukufwaya no lupiya lwandi? Nangu waumfwa akalumwa pantu ndi wabupe?’”
2814100047	“Eikyo abanuma bakaba abantasi, kabili na bantansi bakaba abanuma.”
2814110079	Kabili lintu Yesu aleya ku Yerusalemu, apiitile abasambi bakwe ikumi limo na babili pambali kabili munsila abebele ukuti,
2814120091	“Moneni, tulimukuya ku Yerusalemu uko Umwana Wamuntu alaya pelwa kuli basimapepo bakindami naba kafundisya bamafunde. Balaya mupingwila ukufwa.
2814130080	Kabili bakamupela kubenafyalo abakamupunika, ukumulopola, kabili nokumutanika, lelo panuma yansiku sitatu akabusiwa ku bafwa.”
281414005f	Elo nyina wa bana bakwa Zebede aisile kuli Yesu nabana bakwe, nokufukama, amulomba ifintu fimo.
28141500a9	Kabili Yesu amwipwisye ukuti, “Nikinsi ulefwaya?” Nao alandile ukuti, “Suminisya abana bandi, mubufumu bobe umo akekale kukulyo kobe naumbi akekale kukuso kobe.”
281416008c	Yesu ayaswike ukuti, “Tamwisibe kintu mulelomba. Busye kuti mwanwa ulukombo luntu nalanwa?” Nabo bamwaswike ukuti, “Ee kuti twanwa.”
281417009c	Yesu abebele ukuti, “Ee mukanwa mulukombo lwandi, lelo ukwikala kukulyo kwandi nangu kukuso tenebo uwakusuminisya. Isi nkende syabo Taata apekanisisya.”
2814180056	Lintu abasambi ukumi limo abasyala baumfwile aya masiwi, balifulilwe bamunyina babili.
28141900aa	Yesu abetile pamo bonse nokubeba ukuti, “Mwalisiba ukuti bansyamfumu ba benafyalo balikwata amaka pa bufumu bwabo, nentungulusi syabo silabomfya amaka syakwata pabantu.
28141a0061	Lelo mwebo mwilakita nga bena. Umo pali mwebo ngalefwaya ukuba umukalamba, abe umubomfi wababiye,
28141b0038	nakabili umo ngalefwaya ukuba uwantansi, abe umusya wenu
28141c0077	kwati Mwana Wamuntu taisile ukuti bamupwingile lelo aisile mukupyunga nokupela umweo wakwe mukulubula abantu abengi.”
28141d003b	Lintu balefuma ku Yeriko, ibumba ilikalamba lyalibakonkele.
28141e009d	Abantu babili abaali impofu abaali nabekala mumbali yamusebo lintu baumfwile ukuti Yesu alepita babilisye ukuti, “We Mfumu Mwana Davidi! Tubelele uluse!”
28141f008f	Ibumba lyalibakalipile nokubeba ukuti bekale tondolo. Lelo bena bakonkenyepofye ukubilisya ukuti, “We Mfumu, Mwana Davidi tulangulukileko!”
281420004d	Yesu aiminine nokubeta alabepusya ukuti, “Kinsi mulimukufwaya imikitile?”
281421003d	Nabo bamwaswike ukuti, “We Mfumu, tulimukufwaya ukumona!”
281422005a	Yesu abomfwilile inkumbu kabili abakwete mumenso, palyapene balimwene nokwamba ukumukonka.
2815010085	Kabili lintu Yesu na basambi bakwe bapalamine ku Yerusalemu, baisile ku Betifage pa lupili lwa Miolife. Yesu atumine abasambi babili,
2815020079	nokubeba ukuti, “Kabiyeni mumusi uli kuntansi, kabili mwalaya sanga impunda naikakilwa pamo nakana, mukakule mundetele.
2815030061	Ngakyakuti umo amipusya, mumwebe ukuti, ‘Imfumu ilefifwaya’ Nao alemileka mupiite impunda.”
281504003a	Ifi fyakitike mukufikilisya fintu kasesema alandile ukuti,
2815050089	“Eba umwana umwanakasi Ziyoni ukuti, ‘Mona Imfumu yobe ileisa kuli webo! Naifuka kabili ininine pali punda. Napa kana ka punda.’”
2815060035	Abasambi baile nokuyakita fintu Yesu abebele ukukita.
2815070053	Baletele impunda nakana, bayansikepo insalu panuma ya mpunda, elo Yesu apilukilapo.
281508007d	Ibumba lyabantu abengi lyaambile ukwansika insalu syabo mumusebo, bambi nabo baleteta imisambo yafimuti baleyansika mumusebo.
2815090090	Ibumba ilyali kuntansi yakwa Yesu nelyali kunuma lyayambile ukubilisya ukuti, “Lumbanyeni Mwana Davidi! Alipalwa uwisila mwisina lya Mfumu!”
28150a0079	Lintu Yesu aingile mu Yerusalemu, mu musumba monse mwakabile nasee! Ku fyongo kabili baleipusyafye ukuti, “Nani uyu?”
28150b0056	Abantu mwibumba bayaswike ukuti, “Ni Yesu kasesema uwafuma ku Nazareti mu Galili.”
28150c00a2	Yesu aingile mumusolo wetempele nokwamba ukutamfya abantu bonse abalesitisya nokusita. Apilibwile amatebulo yabalekabusya ulupiya nefipuna fyabalesitisya inkunda.
28150d007e	Abebele ukuti, “Kyalilembwa ukuti, ‘iŋanda yandi iketwa iŋanda yamapepo.’ Lelo mwebo mwaipanga umwakufisama abaŋo!”
28150e003d	Impofu nabalema baisile kuli Yesu mwitempele, nao alibondepe.
28150f00a9	Lelo lintu basimapepo mukalamba naba kafundisya Bamafunde yakwa Mose bamwene ifisungusyo nokumfwa abaana balebilisya ukuti, “Hosanna kuli Mwana Davidi!” Balifulilwe.
28151000d3	Baipwisye Yesu ukuti, “Busye naumfwa fintu aba bana balelanda?” Yesu nao abaswike ukuti, “Ee ningumfwa, busye tamwabelenga ilembo ililanda ukuti, ‘Kutunwa twabana naku bakwibele kwafumine amalumbo?’”
2815110050	Kabili alibasile, afumine mu musumba aya ku Betani, uko ashikilwe ubusiku bonse.
2815120050	Kumakya, lintu Yesu alebwelulukila ku musumba wa Yerusalemu, ali naumfwa insala.
28151300d7	Amwene ikimuti kya mukunyu mumbali yamusebo, lelo lintu aileko ailesanga takuli nangu kimo kwalifye amabula. Eikyo alandile kukimuti ukuti, “Tawakatwalepo ifisabo nakabili!” Palyapene ikimuti kya mukunyu kyauma.
2815140069	Lintu abasambi bamwene ifi, balipapile ngansi. Baipwisye ukuti, “Busye umukunyu wauma syani apapene?”
28151500c3	Yesu abaswike ukuti, “Ndemyeba ukuti, nganamukwata ikitetekelo kabili tamutwisike, teifi fyeka nakita mwingakita lelo, kuti mwaeba nolu lupili ukuti, ‘Ima, ipose muli bemba’ nalo lukaiposa.
281516003d	Nganamusumina, mukapokelela kyonse kintu mwalomba mwipepo.”
28151700be	Yesu aile mumusolo we Tempele kabili lilya alefundisya, abakalamba na basimapepo mukalamba baisile mwipusya ukuti, “Ninsambunsi wakwata isyakukita ifi fintu? Ninani wakupela isi nsambu?”
2815180077	Yesu abaswike ukuti, “Nalamipusya ilipusyo limo, kabili ngamwangasuka nalamyeba insambu nakwata isyakukita ifi fintu.
28151900fc	Busye nipi insambu syakwa Yohani isyakubatisya syafumine, busye nikuli Lesa nangu niku bantu?” Bantampile ukwambaula abene beka ukuti, “Busye twalalanda syani? Ngatwayasuka ati, ‘Nikuli Lesa,’ aletweba ukuti, ‘Nikinsi tamwasuminine Yohani?’
28151a0084	Lelo ngatwalanda ukuti, ‘Niku bantu,’ Tuletina fintu abantu bengakita, pantu bonse balisininwe ukuti, Yohani ali ni kasesema.”
28151b0081	Eikyo bayaswike Yesu ukuti, “Tatwisibe.” Nao abebeba ukuti, “Nandibo nsyamyebe kuntu mfumya insambu syakukita ifi fintu.”
28151c009c	“Busye muletipo syani? Kwali umuntu uwakwete abana abaume babili, aile kuwantansi amweba ukuti, ‘Wemwana kabiye uleyabomba mwibala lya myangasi lelo.’
28151d004b	Alandile ukuti nsileyako lelo panuma yansita apilibula imilangwe aya bomba.
28151e0059	Elo Wisi aile kabili ku mwana umbi ayamweba fimofine. Ayaswike ukuti nalaya lelo taileko.
28151f00c0	Busye mwanansi wakitile ifyalefwaya wisi?” Bayaswike ukuti, “Uwantansi.” Eikyo ndemyeba ikinekine ukuti, bakasonkesya bamusonko naba kilende balemitangilila ukwingila mubufumu bwamumulu.
28152000c1	Pantu Yohani Kabatisya aisile kuli mwebo mukumilanga insila yabulungami, tamwamusumine. Lelo bakasonkesya wamusonko nabakilende balimusumine. Kabili nalintu mwamwene ifi tamwalapile nokusumina.
28152100d2	Kutikeni kumulumbe naumbi, kwali umwine wakisonso uwalimine ibala lya myangasi, akulilileko ulubango, aimbile umwakufinina imyangasi kabili aakula no lupungu. Elo asonkesya ibala kubalimi nokuya mu kyalo kimbi.
2815220054	Lintu insita yakusombola yafikile, atumineko abasya bakwe ukuyapiita ifisabo fyakwe.
2815230068	Lelo abalesonkelamo bakwete aba abasya bakwe, baumapo umo, umbi bamwipaya kabili naumbi bamutoba amabwe.
281524005c	Kabili atumineko abasya nabambi abengi ukukila abantansi, nakabili nabo babakitile fimofine.
2815250060	Mukulekelesya umwine webala atumineko umwana wakwe, ukuti, ‘ikinekine uyu bakaya mukindika.’
2815260071	Lelo lintu abalesonkela bamwene umwana balandile ukuti, ‘Iyi nimpyani, iseni tumwipaye! Nebala likaba lyesu.’
2815270033	Eikyo bamukwete, bamuposa kunse yebala nokumwipaya.
281528005e	Yesu abepwisye ukuti, “Busye ilyo umwine webala akesa, nikinsi akesa kita kuli aba bantu?”
2815290088	Bayaswike ukuti, “Akesaipaya abo bantu ababifi, nokusonkesya ibala kubantu bambi abakalamupa ikyakaniko kyakwe pansita yabusombosi.”
28152a00d5	Yesu abebele ukuti, “Busye tamwabelenga fintu ikyalembwa kilanda? ‘Ilibwe lintu bakakula basulile ngelyabula ubuyo elyaisileba ilikankala pali yonse. Uku kubomba kwakwa Lesa, kabili kipapusyo mu menso yesu!’
28152b0060	Ndemyeba ukuti ubufumu bwakwa Lesa bukapokololwa kuli mwebo nokupelwa ku bantu abatwala ifisabo.
28152c006f	“Umuntu onse untu ili libwe lyaponena akaputaulwa mutupimfya naonse uwaponena pali ili libwe akashonaulwa.”
28152d0066	Lintu basimapepo bakindami naba Falise baumfwile imilumbe yakwa Yesu balisibe ukuti ebantu alelandapo,
28152e005e	eikyo bafwaile insila yakumwikatilamo. Lelo baletina ibumba, ilyasumine Yesu ukuti nikasesema.
2816010027	Nakabili Yesu abebele mu milumbe ukuti,
281602006b	“Ubufumu bwa mumulu kuti bwapasyanisiwa ku mfumu iyapekanisisye umwana wakwe umwaume amatebeto ya bwinga.
2816030054	Yatumineko abasya bakwe ukuyaeba abalalikwe ukwisa kumatebeto, lelo balikene ukwisa.
281604008f	Elo yatuma abasya nabambi ukuti, ‘Kebeni abalalikwe ukuti, nimpekanya amatebeto nefintu fyonse nafipekanisiwa. Iseni kumatebeto ya bwinga!’
2816050070	Lelo tabaposeleko amano bayangilwefye imilimo yabo, umo aya kwibala lyakwe, umbi aile kuntu alebombela amakwebo,
281606002c	elo bambi bakwete abasya, baboma nokubepaya.
281607005c	Imfumu yalifulilwe. Yatumineko abasilika ukuyaipaya abo bantalamisoka nokokya umusumba wabo.
281608005a	Elo yaeba abasya ukuti, ‘Ubwinga nabupekanisiwa, lelo abantu abalalikwe balikene ukwisa.
2816090050	Eikyo kabiyeni mumisebo muleyalalika abantu bonse bantu mulesanga kumatebeto.’
28160a0075	Abasya baile mumisebo nokuya kolonganika bonse abantu basangilemo, ababi na basuma. Kabili muŋanda mwaiswile abantu.
28160b005e	Lelo lintu imfumu yaisile mukomona abalalikwe, yasangilemo umo uusyafwele insalu syapa bwinga.
28160c007c	Yamwipwisye ukuti, “Kibusa, busye wakingila syani muno ukwabula ukufwala insalu syapa bwinga?” Lelo takwete ifyakulanda.
28160d0080	“Elo imfumu yaebele abasya ukuti, ‘Mukakeni amaboko namolu mumupose panse mumfimfi. Umukaba ukulila nokusumanya ameno.’”
28160e002c	“Abalalikwa bengi lelo abasalwa banono.”
28160f0038	Abafalise bakolongene balaumfwana fintu bengakofya Yesu.
28161000dc	Batumine abasambi babo naba kwa Herodi ukuyalanda ukuti, “Wekafundisya twalisiba ukuti fintu ulanda fyakisinka, ufundisya ikine pabufwayo bwakwa Lesa pabantu, kabili tautiina muntu nangu umo, pantu tawaba nakapatulula.
281611005c	Twebe, busye webo uletipo syani? Busye tufwile ukulipila umusonko kuli Kesalo nangu iyoo?”
2816120067	Lelo apo Yesu alisibe imilangwe yabo iyabubifi abebele ukuti, “Imwe babumbimunda, kinsi mulengesesya.
2816130045	Ndangeni ulupiya lwakulipa umusonko!” Bamuletele ulupiya lwamuseke,
281614003d	elo abepusya ukuti, “Busye iki kinso nesina fyakwa nani?”
281615008a	Bayaswike ukuti, “Fyakwa Kesalo.” Elo Yesu abeba ukuti, “Peleni kuli Kesalo ifyakwa Kesalo, kabili peleni kuli Lesa ifyakwa Lesa.”
281616003e	Balipapile lintu baumfwile aya masiwi, kabili bamusile nokuya.
2816170062	Bulya bwine busiku, Abasaduki abasumine ukuti takwakabe ukubuka kubafwa baisile ipusya Yesu ukuti,
2816180094	“Wekafundisya, Mose atwebele ukuti umwaume uwaupa ngafwa ukwabula ukufyalapo abana, munina afwile aupa mukamfwilwa pakuti afyalileko munina abana.
2816190093	Nomba kwaliko bamunina kinelubali abaleikala kuno. Uwantansi alyupile, kabili afwile ukwabula ukufyalapo abana eikyo umukasi wakwe asyele namunina.
28161a0059	Ikintu kimokine kyakitike kuwabubili, nakuwabutatu namukulekelesya kuli bonse kinelubali.
28161b001e	Napampela umwanakasi nao afwa.
28161c0062	Nomba pakubuka kwabafwa, busye akaba mukasi wakwani apo bonse bamunina kinelubali balimupilepo?”
28161d0071	Yesu abaswike ukuti, “Mwaliluba! Pantu tamwaisiba ifyo amalembo yafundisya kabili tamwaisiba namaka yakwa Lesa.
28161e0054	Pakubuka kwabafwa, abantu tabakaleupa nangu ukupwa lelo bakaba nga bamalaika mumulu.
28161f004f	Lelo pamulandu wakubuka kwabafwa, busye tamwabelenga fintu Lesa amyebele ukuti,
2816200059	‘Ninebo Lesa wakwa Abulahamu, Isaaki na Yakobo.’ Ni Lesa wabamweo te Lesa wabafwa.”
281621002b	Ibumba lyalipapile pakumfwa aya mafundisyo.
281622004d	Lintu Abafalise baumfwile ukuti Yesu atalalika Abasaduki, balikolongene pamo.
2816230049	Umo pali bena uwali ni kafundisya wamafunde aesesye Yesu mulipusyo ukuti,
281624003a	“Wekafundisya, busye kipopensi ikikalamba mu Mafunde?”
2816250075	Yesu amwaswike ukuti, “‘Uletemwa Imfumu Lesa obe, nomutima obe onse, nomweo obe onse kabili namano yobe yonse.’
2816260028	Iki ekipope kyantansi kabili ikikalamba.
281627003a	Ikyabubili niki, ‘Uletemwa umubiyo ngafintu waitemwa.’
2816280040	Amafunde yonse naba kasesema bashinta pali ifi fipope fibili.”
2816290039	Ilyo Abafalise bakili nabakolongana Yesu abepwisye ukuti,
28162a007d	“Busye mwebo mutontonkanyapo syani pali Mesiya? Busye mulanda ukuti nimwana nani?” Bayaswike ukuti, “Nimwana Davidi.”
28162b0082	Yesu abepwisye ukuti, “Busye nikinsi Davidi, uwaletungululwa no Mupasi amwitile ukuti ‘Imfumu’? Pantu Davidi alandile ukuti,
28162c0073	‘Imfumu yalandile ku Mfumu yandi ukuti, ikala kukulyo kwandi mpaka inkabike abalwani bobe pansi yamakasa yobe.’
28162d0052	Davidi ngamwitile ukuti ‘Imfumu,’ Busye kuti aba syani umwana wakwa Davidi?”
28162e0061	Tapaali uwamwaswike, kabili ukutula pali bulya busiku, tapali uwaipwisyepo Yesu amepusyo nayambi.
281701002e	Elo Yesu aeba amabumba na basambi bakwe ukuti,
2817020043	“Abafalise na bakafundisya bamafunde bekala mukipuna kyakwa Mose.
2817030076	Eikyo muleumfwila nokukonka fyonse fintu balemyeba, lelo mwilakita fintu bakita, pantu bena tabakita fintu basimikila.
281704005f	Bakaka ifipe ifyafinisya, babika pafipeya fyabantu, ifyo bena tabekatako nomunwe wabo pakwimya.
28170500a6	Ifintu fyonse fintu bakita, bakitila ukubamona kubantu. Bakaka utupande utwamalembo bafwala pampumi na kumaboko utwalepa. Elo namasenkebele yansalu syabo balayalefya!
2817060050	Batemwa inkende syamukinsi pamalila elo nefipuna ifyakindamisyapo mu masinagogi,
2817070055	kabili batemwa ukulabaposya nomukinsi pafisankano, nokubeta ukuti ‘Bakafundisya’.
2817080064	Lelo mwebo mwilaitwa ukuti, ‘Kafundisya’ pantu mwakwatafye Kafundisya umo, kabili muli bamunina.
2817090062	Kabili mwilaita uuli onse pano isonde ukuti, ‘Taata’, pantu mwakwatafye Wisinwe umo uwamumulu.
28170a0052	Mwilaitwa ukuti, ‘kafundisya’ pantu mwakwatafye kafundisya umo uuli ni Klistu.
28170b0036	Umukalamba pali mwebo, afwile aba umubomfi wenu bonse.
28170c0049	Pantu bonse abaisansabika bakakefesiwa, nabonse abaikefya bakasansamikwa.
28170d00c9	“Akalanda kuli imwe bakafundisya bamafunde namwe Bafalise, mwebabumbimunda! Mwalisalila abantu pakuti beingila mu bufumu bwa mumulu. Mwe bene tamwingilamo elo mwalesya nabambi abalefwaya ukwingilamo.
28170e00c5	Akalanda kuli imwe, bakafundisya bamafunde namwe Bafalise! Mwebabumbimunda! Muliila bamukamfwilwa ifyuma fyabo, kabili mwatemwa ukuilanga mukupepa amapepo ayatali. Ala Lesa akamikandisya ukukilapo!
28170f00f7	“Akalanda kuli imwe Bakafundisya bamafunde namwe Bafalise! Mweba bumbimunda! Mwenda ba bemba nemilundu pakutifye munasyepo umo abe umusambi wenu. Kabili ngamwafikilisya mulenga umuntu abipisyapo ukukila pakwamba, awaminafye ukuya kumbo ngamwebo!
28171000b6	“Akalanda kuli mwentungulusi impofu mwe! Mulanda ukuti umuntu ngalapa pe Tempele ninsi tapali mulandu. Lelo ngalapa pali golide wamwi Tempele ninsi afwile afikilisya umulapo wakwe.
2817110061	Mwempofu isipumbu mwe! Kinsi kyakindamapo pali golide ne Tempele ililenga golide ukuba iyamusilo?
2817120076	Kabili mulanda ukuti, umuntu ngalapa pa kipailo temulandu, lelo umuntu ngalapa pafyabupe fili pakipailo ninsi mulandu.
281713005c	Mwempofu mwe! Ikyakindamapo kinsi pabupe nangu ikipailo ikilenga ikyabupe ukuba ikya musilo?
2817140047	Eikyo onse uwalapa pakipailo ninsi alapa napali fyonse ifili pakipailo,
281715004e	Kabili naonse uwalapa pe Tempele ninsi alapa pali lyena napali Lesa uwikalamo,
281716004f	kabili naonse uwalapa pamyulu, ninsi alapa pakipuna kyakwa Lesa napa waikalapo.
2817170154	“Akalanda kuli imwe bakafundisya Bamafunde namwe Bafalise! Mwe babumbimunda mwe! Mulapela Lesa ikyekumi napamisalufye iyakuwamya ifyakulya ifili nga Minti, dilli nakumuni, lelo mwalisula ukukonka amafundisyo ayakankala mu Mafunde yakwa Mose ayali ngo, umulinganya, uluse nekisinka. Ifi efintu mufwile ukulakita ukwabula ukusula ayantansi.
2817180047	Mwentungulusi impofu mwe! Mususa akasisi akanono, lelo mumina ingamila!
28171900a4	“Akalanda kuli imwe bakafundisya Bamafunde namwe Bafalise! Mwe babumbimunda mwe! Musamfya inkombo nensani kunse, elo ninsi mukati mwaisulafye ubulili no bukakasi.
28171a0057	Mwe Bafalise impofu mwe! Mbale samfyeni mukati kalukombo, kabili nakunse nako kulewama!
28171b00d3	“Akalanda kuli imwe bakafundisya Bamafunde namwe Bafalise! Mweba bumbimunda mwe! Mwaba nge manda bashingulako ulupemba, kunse simoneka isyayemba lelo mukati mwaisula amafupa yabafwa, nafimbi fyonse ifyakowela.
28171c006f	Munsila imoine, kunse mumoneka abasuma kubantu bonse, lelo mukati kenu mwaisulamo bubumbimunda kabili ne membu.
28171d0097	“Akalanda kuli imwe bakafundisya Bamafunde namwe Bafalise! Mweba bumbimunda mwe! Mukulilila imanda syaba kasesema, nokuwaminisya imanda syabalungami,
28171e0075	kabili mulanda ukuti, twingaba nifwebo ngatatwakitile fintu ifikolwe fyesu fyakitile mukusumya umulopa waba kasesema.
28171f0044	Kansi mwaliisinina ukuti muli lupwa lwa fipondo fyaipeye bakasesema!
281720003c	Kansi pitilisyeni, pwisyeni fintu ifikolwe fyenu fyatampile!
2817210049	Imwe mwensoka! Imwe mwebana bansoka! Kuti mwafyuka syani ukuya ku Gehena?
28172200aa	Eikyo nalamitumina bakasesema, abaume bamano naba kafundisya, bamo mukabepaya, bambi mukabatanika, kabili bambi mukabalopola musinagogi nokubatamfya mu musumba nomusumba.
28172300cb	Kansi pali mwebo pakaponena umulopa onse uwabalungami, uwasumine pesonde ukufuma pamulopa wakaele uwakwa Abeli, ukufika pamulopa wakwa Sakariya mwana Belekiya, untu mwaipaile pakati ke Tempele nekipailo.
2817240044	Ndemyeba ikinekine ukuti, fyonse ifi fikaponena pabantu baino nkulo!
28172500cf	“We Yerusalemu, we Yerusalemu! Wipaya bakasesema, nokwipaya kumabwe intumi sintu Lesa aakutumine! Miku inga nalefwaya ukufukatila abana bobe ngafintu inkoko ifukatila utwana mumapindo, lelo tawansuminisye!
281726002c	Mona iŋanda yobe ikaba umwabula nangu kimo.
2817270074	Pantu ndekweba ukuti, tawakatale mbonapo nakabili mpaka ukalande ukuti, ‘Alipalwa uwisila mwisina lya Mfumu.’”
2818010076	Panuma yaifyo Yesu afumine Mwitempele alaya, abasambi bakwe baisile kuli ena nokwisa musontelela ifikulwa fye tempele.
