2800000005	Matej
3e020f005e	Ma manđen kava sveto ni so si ane leste. Ko manđol o sveto, ane leste naj e Dadeso manglipe.
3e02100091	Golese sa so si ano sveto si požuda e telosi, pohlepa e jakhenđi thaj baripe po barvalipe – gova ni avol taro Dad, nego avol tare kava sveto.
3e0211005c	O sveto thaj lese požude načhen, a ko ćerol e Devleso manglipe, ačhol dži sa e đivesa.
3e021200a0	Čhavoralen, akana si poslednjo sato! Sar so šunden, avol o antihrist. Thaj akana pojavisajle but antihristura. Golestar džana kaj akana poslednjo sato avilo.
3e021300ba	Von sesa maškar amende, al ačhade amen, golese kaj nikad ni pripadisade amenđe. Te pripadina amenđe čače, von amencar bi ačhena. Al trubuja golesa te sikadol kaj naj savore amare.
3e0214004b	A tumen isi pomazanje taro Sveto Duxo thaj savore upoznajisaden o čačipe.
3e02150087	Ni pisiv tumenđe golese kaj ni pindžaren o čačipe, nego golese kaj pindžaren o čačipe thaj nisavo xoxaipe ni avol taro čačipe.
3e02160073	Ko si xoxavno, te na kova so vaćarol kaj o Isus naj o Hrist? Ko ni priznajil e Dade em e Čhave, vov si antihrist.
3e0217005b	Dži jekh savo ni priznajil e Čhave, naj le ni Dad. A ko priznajil e Čhave, isi le i Dad.
3e021800a5	Ane tumende te ačhol okova so šunden taro anglunipe. Te kova so šunden taro anglunipe ačhol ane tumende, i tumen ka ačhen ano katanipe e Čhavesa thaj e Dadesa.
3e0219003e	A kava si obećanje savo vov dija amen: džuvdipe bizo meripe.
3e021a0049	Kava pisiv tumenđe tare kola save dičhen te inđaren tumen ano xoxaipe.
3e021b00f0	A ane tumende ačhol o pomazanje savo primisaden lestar thaj golese ni trubul khoni te sikavol tumen. A golese kaj leso pomazanje sikavol tumen tare sa thaj gova si čačipe, a na xoxaipe. Golese ačhen ano Hrist sar so sikada tumen o Duxo.
3e021c0087	Va, čhavoralen, ačhen ane leste! Gija ka ava pherde ano pouzdanje kana ka iril pe o Hrist thaj ni ka ladža angle leste kana ka avol.
3e021d0068	Te džangljen kaj si o Hrist pravedno, tegani džanen kaj savore save ćeren pravda si bijande taro Dol.
3e030100ad	Dičhen kobor manglipe dija amen o Dad, te da amen vika čhave e Devlese thaj čače sam gova. E manuša tare kava sveto ni pindžaren amen golese kaj ni pindžaren e Devle.
3e030200c6	Manglalen amalalen, akana sam e Devlese čhave thaj vadži ni dičhol pe so ka ava ano budućnost. Al džana kaj kana ka avol o Hrist, ka ava lese slična, golese kaj ka dikha le sar savo čače si.
3e03030048	Thaj svakone kas isi nada ane leste, thovol pes sar so si o Hrist thodo.
3e0304005a	Svako ko ćerol greh, phađol e Devleso zakon, golese kaj o greh si te phađol pe o zakon.
3e03050051	Džanen kaj o Hrist avilo te crdol e grehura thaj džanen kaj greh naj ane leste.
3e03060070	Svako ko ačhol ano Hrist, ni živil ane grehura. Svako ko živil ane grehura, ni dikhlja le niti pindžarda le.
3e03070066	Čhavoralen, ma den khoni te xoxavol tumen! Ko ćerol pravda, pravedno si, sar o Hrist so si pravedno.
3e0308009a	Ko živil ane grehura, vov si e benđeso, golese kaj o beng ćerol grehura taro anglunipe. Golese o Čhavo e Devleso avilo te uništil e buća e benđese.
3e03090099	Svako ko si bijando taro Dol, ni živil ane grehura, golese kaj e Devleso seme si ane leste. Ni našti živil ane grehura golese kaj si bijando taro Dol.
3e030a009a	Čhave e Devlese tare čhave e benđese pindžardon pale kava: Svako ko ni ćerol i pravda thaj ni manđol pe phrale thaj pe pheja, ni preperol e Devlese.
3e030b0046	Golese, kava si haberi so šunden taro anglunipe: Te manga jekh avere!
3e030c00ba	Ma te ava sar o Kajin, savo preperola e benđese thaj mudarda pe phrale. A sose mudarda le? Golese kaj lese buća sesa bilačhe, a e buća lese phralese pravedna thaj golese mrzisada le.
3e030d0045	Ma čudin tumen, phralalen, te e manuša tare kava sveto mrzin tumen.
3e030e0086	Amen džana kaj taro meripe nakhljam ano džuvdipe golese kaj manga e phralen thaj e phejen. Ko ni manđol, ačhol ano duxovno meripe.
3e030f0091	Dži jekh savo mrzil pe phrale thaj pe pheja, vov si sar kova savo mudarol. A džanen kaj naj džuvdipe bizo meripe ane nijekh kova savo mudarol.
3e0310008c	Pale kava pindžardam o manglipe: O Hrist amenđe po džuvdipe dija. Gija i amen trubul te da amaro džuvdipe e phralenđe thaj e phejenđe.
3e0311009f	Kas isi barvalipe kale svetose a dičhol pe phrale savo si ani potreba, al ni pomožil le, šaj li gasavo te vaćarol kaj isi le e Devleso manglipe ane po ilo?
3e0312005e	Mingre čhavoralen, ma te manga samo lafesa thaj čhibasa, nego e bućencar thaj e čačimasa.
3e0313004f	Pale gova ka džana kaj sam taro čačipe thaj ka smiri amaro savest anglo Dol.
3e0314004d	Ako o savest osudil amen, o Dol si po baro taro amaro savest thaj sa džanol.
3e03150061	Manglalen amalalen, te ni osudisada amen amaro savest, tegani šaj ano pouzdanje te ava anglo Dol
3e03160060	thaj sa so roda, ka dobi lestar golese kaj ićara lese zapovestura thaj ćera so si lese šukar.
3e0317008c	Thaj kava si e Devleso zapovest: Te pača ano alav lese Čhaveso e Isuseso e Hristeso thaj te manga jekh avere, sar so zapovedisada amenđe.
3e0318008f	Ko šunol e Devlese zapovestura, ačhol ano Dol thaj o Dol ačhol ane leste. Thaj palo Duxo savo dija amen, džana kaj o Dol ačhol ane amende.
3e040100a5	Manglalen amalalen, but xoxavne prorokura iklile ano sveto. Ma pačan dži jekhe savo phenol kaj vaćarol taro duxo. Iskušin te dičhen avol li lengo duxo taro Dol.
3e04020081	Pale kava ka pindžaren e Devlese Duxo: Dži jekh duxo savo priznajil kaj o Isus o Hrist avilo ane manušikano telo, si taro Dol.
3e04030094	Ni jekh duxo savo ni priznajil gasave Isuse, naj taro Dol. Ane leste si o duxo e antihristeso. Lese šunden kaj ka avol thaj vov si akana ano sveto.
3e04040088	Čhavoralen, tumen preperen e Devlese thaj pobedisaden len, golese kaj kova savo si ane tumende si pozuralo nego kova savo si ano sveto.
3e04050061	E xoxavne prorokura si taro sveto, golese vaćaren kova so si taro sveto thaj o sveto šunol len.
3e0406009e	Al amen sam taro Dol. Ko pindžarol e Devle, šunol amen; ko naj taro Dol, ni šunol amen. Pale gova ka pindžara e Duxo e čačimaso thaj e duxo e xoxaimaso.
3e04070092	Manglalen amalalen, te manga jekh avere, golese kaj o manglipe avol taro Dol. Dži jekh savo manđol, si bijando taro Dol thaj pindžarol e Devle.
3e04080042	Ko ni manđol, ni pindžarol e Devle golese kaj o Dol si manglipe.
3e0409008b	E Devleso manglipe sikadilo premal amende pale kava: O Dol bičhalda pe jekhebijande Čhave ano sveto te avol amen prekale leste džuvdipe.
3e040a0089	Gova si manglipe: Na kaj amen mangljam e Devle, nego vov manglja amen thaj bičhalda pe Čhave sar žrtva bašo miripe amare grehurenđe.
3e040b005a	Manglalen amalalen, te o Dol gaći manglja amen, tegani i amen trubul te manga jekh avere.
3e040c0078	E Devle khoni nikad ni dikhlja. Te manga jekh avere, o Dol ačhol ane amende thaj leso manglipe si savršeno ane amende.
3e040d0056	Pale kava džana kaj amen živi ano Dol thaj vov ane amende: Dija amen tare piro Duxo.
3e040e005c	Thaj amen dikhljam thaj svedoči kaj o Dad bičhalda pe Čhave te avol Spasitelji e svetoso.
3e040f005c	Ko priznajil kaj si o Isus Čhavo e Devleso, ane leste živil o Dol thaj vov živil ano Dol.
3e041000ab	Amen pindžardam o manglipe e Devleso premal amende thaj amaro pačajipe čhutam ane leste. O Dol si manglipe. Ko živil ano manglipe, živil ano Dol thaj o Dol ane leste.
3e0411009e	Pale akava amaro manglipe postanisada po savršeno ane amende, golese, te bi avola amen pouzdanje ko sudnjo Đive. Golese sam amen sar o Hrist ane kava sveto.
3e04120090	Ano manglipe naj dar, nego o savršeno manglipe tradol i dar. Kova savo daral, isi le dar tari kazna, so značil kaj naj savršeno ano manglipe.
3e04130031	Amen manga golese so o Dol amen angleder manglja.
3e041400be	Vaćarol li khoni: “Mangav e Devle”, a ni manđol pe phrale thaj pe pheja, xoxavno si. Golese ko ni manđol pe phrale thaj pe pheja saven dičhol, našti manđol e Devle save ni dičhol.
3e04150062	Thaj kava zapovest isi amen lestar: ko manđol e Devle, trubul te manđol pe phrale thaj pe pheja.
3e0501007f	Dži jekh savo pačal kaj o Isus si o Hrist, bijando si taro Dol. Thaj dži jekh savo manđol e Dade, manđol thaj lese čhave.
3e0502005b	Pale kava džana kaj manga e Devlese čhaven: te manga e Devle thaj ćera lese zapovestura.
3e05030067	Golese gova si manglipe premal o Dol: te ićara amen pe lese zapovestura. A lese zapovestura naj phare.
3e05040072	Golese savore save si bijande taro Dol, pobedin e sveto. A kaja pobeda savi pobedisada e sveto si amaro pačajipe.
3e0505004b	A ko pobedil o sveto? Samo kova savo pačal kaj o Isus si Čhavo e Devleso.
3e050600d7	O Isus o Hrist si kova savo avilo prekalo paj savesa krstisajlo thaj prekalo rat kana sasa ko krsto. Ni avilo samo pajesa nego pajesa thaj ratesa. A o Duxo si savo svedočil tare gova, golese kaj o Duxo si čačipe.
3e05070017	Gija trin si svedokura:
3e0508003a	O Duxo, o paj thaj o rat. Gola trin si jekh svedočanstvo.
3e0509009c	Amen pača e manušenđe kana svedočin khanči, a e Devleso svedočanstvo si but po važno. A kava vaćarda amenđe o Dol: Vov svedočisada tare po Čhavo.
3e050a00bd	Ko pačal ano Čhavo e Devleso, isi le gova svedočanstvo ane peste. Ko ni pačal e Devle, ćerda e Devle xoxavne golese kaj ni pačaja ano svedočanstvo savo vaćarda o Dol tare po Čhavo.
3e050b0068	A kava si o svedočanstvo: O Dol dija amen džuvdipe bizo meripe thaj gova džuvdipe si ane Čhavo leso.
3e050c004d	Kas isi Čhavo, isi le džuvdipe, kas naj Čhavo e Devleso, naj le džuvdipe.
3e050d0073	Gova pisisadem tumenđe, save pačan ano alav e Čhaveso e Devleso, te džanen kaj isi tumen džuvdipe bizo meripe.
3e050e0062	Kava si pouzdanje savo isi amen ane leste: o Dol uslišil amen te molisadam so si pale lesi volja.
3e050f005b	Thaj te džana kaj šunol amen ane sa so moli le, džana kaj isi amen kova so molisadam le.
3e0510010e	Dičhol li khoni pe phrale il pe pheja kaj ćerol greh savo ni inđarol ko meripe, nek molil baše leste thaj o Dol ka dol le džuvdipe. Vaćarav tare kola kaso greh ni inđarol ano meripe. Al isi i greh savo inđarol ko meripe. Baše gasavo manuš ni vaćarav te molin.
3e05110045	Dži jekh nepravda si greh. Al isi i greh savo ni inđarol ko meripe.
3e0512008a	Džana kaj khoni savo si bijando taro Dol, ni živil ane grehura, golese kaj e Devleso Čhavo aračhol le thaj o Bilačho našti dolol le.
3e05130044	Džana kaj amen sam taro Dol a sa o sveto si ano vlast e Bilačheso.
3e051400d6	Al džana kaj o Čhavo e Devleso avilo thaj dija amen gođi te pindžara kole čačukane Devle. Thaj amen sam ano čačukano Dol, ano Čhavo leso, ano Isus o Hrist. Vov si čačukano Dol thaj džuvdipe bizo meripe.
3e05150033	Čhavoralen mingralen, aračhen tumen tare idolura!
3f0000000a	2 Jovaneso
3f010100ae	Kava pisiv, me, o starešina o Jovan, e gospođaće sava o Dol birisada thaj laće čhavenđe saven me mangav ano čačipe, a na samo me nego i sa save pindžarde o čačipe,
3f01020048	bašo čačipe savo trajil ane amende thaj ka avol amencar sa e đivesa:
3f0103008e	O milost thaj o milosrđe thaj o mir taro Dol, o Dad thaj taro Čhavo e Dadeso o Isus o Hrist, ka avol amencar ano čačipe thaj ano manglipe!
3f01040082	But radosno sema golese so maškar ćire čhave arakhljem nesaven save živin ano čačipe, sar so primisadam o zapovest taro Dad.
3f0105007b	Thaj akana gospođo, ni pisiv tuće nevo zapovest, nego kova savo sasa amen taro anglunipe. Moliv tut, te manga jekh avere.
3f0106007c	A kava si o manglipe: te phira pale Devlese zapovestura. Gova zapovest so šunden taro anglunipe, si te trajin ano manglipe.
3f01070099	Pisiv kava golese kaj iklile ano sveto but xoxavne save ni phenen kaj o Isus o Hrist avilo ano telo. Dži jekh gasavo manuš si xoxavno thaj o antihrist.
3f01080054	Aračhen pe tumende, ma te hasaren kova so zaradisaden, nego te primin pherdi plata.
3f0109008c	Dži jekh savo ni ačhol nego crdol pe taro sikajipe e Hristeso, naj le Dol. Al savo ačhol ane Hristeso sikajipe, le isi i Dad thaj Čhavo.
3f010a0074	Te avol khoni ke tumende thaj kava sikajipe ni anol, ma mučhen le ni ane tumaro čher thaj ma pozdravin tumen lesa!
3f010b0040	Golese ko pozdravil pe lesa, lol kotor tare lese bilačhe buća.
3f010c00b0	Vadži but isi man so te phenav tumenđe, al ni mangljem lilesa thaj mastilosa, al nadima kaj ka avav tumende thaj muj mujesa ka vaćarav tumencar, te avol amaro radost pherdo.
3f010d003c	Pozdravin tut e čhave će phejaće savi si birime taro Dol.
400000000a	3 Jovaneso
400101004f	Kava pisiv, me, o starešina o Jovane, e mangle Gajose kas mangav ano čačipe.
4001020064	Mangleja amala! Molima ane sa te avol tuće šukar thaj te ave sasto, sar so si šukar će dušaće.
400103008c	Golese but radujisaljem kana avile nesave phrala thaj svedočisade tare ćiro vernost e čačimase thaj tare gova sar tu phire ano čačipe.
4001040050	Manđe naj po baro radost nego te šunav kaj mingre čhave palo čačipe phiren!
4001050061	Mangleja amala, čače san verno ane sa so ćere e phralenđe čak i kolenđe save si abandžije.
4001060079	Von svedočisade tare ćiro manglipe angli khanđiri. Šukar ka ćere te spremisadan len dromese sar so trubul anglo Dol.
400107006b	Golese kaj von pojdisade ko drom baše Hristeso alav thaj khanči ni lije tare kola save ni pačan ano Dol.
4001080051	Gija amen trubul te pomogni gasaven, lencar katane te ćera bući bašo čačipe.
4001090072	Pisisadem lil e khanđiraće, al o Diotref, savo manđol te avol angluno maškar lende, ni manđol te primil amen.
40010a00ef	Golese te aviljem, ka sikavav le save buća vov ćerol thaj klevetil amen e bilačhe lafurencar. Al ni gova naj lese dosta, nego korkoro e phralen ni primil thaj branil e phralen save manđen te primin len thaj tradol len andari khanđiri.
40010b0086	Mangleja amala! Ma dža palo bilačhipe, nego palo šukaripe. Ko ćerol šukar, taro Dol si. A ko ćerol bilačhe, ni dikhlja e Devle.
40010c0093	Taro Dimitrije savore lačhe svedočin, o čačipe golesa složil pe, pa gija i amen svedoči. A tu džane kaj o svedočanstvo amaro si čačukano.
40010d0049	Vadži but isi man so te pisiv tuće, al ni mangav mastilosa thaj perosa,
40010e0083	al nadima kaj sigate ka dikhav tut thaj muj mujesa te vaćara. Mir tusa! Pozdravin tut e amala. Pozdravi sa amare amalen palo alav.
4100000006	Judaso
41010100b3	Me o Juda, sluga e Isuseso e Hristeso thaj phral e Jakoveso, pisiv savorenđe tumenđe save sen akharde taro Dol. O Dol, o Dad manđol tumen thaj zaštitil tumen ano Isus o Hrist.
4101020046	O Dol te dol tumen milosrđe, mir thaj manglipe te barol ano izobilje!
41010300ed	Manglalen amalalen! Sar so but mangljem te pisiv tumenđe taro amaro katano spasenje, al mora te pisiv tumenđe aver khanči: mangav te zuravav tumen te borin tumen bašo pačajipe savo o Dol ane sa e đivesa dija pe svetone manušenđe.
410104012a	Golese kaj čorale čhute pe maškar tumende nesave manuša, sar so sasa pisime odavno lenđe sudose, baše kova so ćeren. Gova si bidevlikane manuša savenđe si o milost amare Devleso izgovor bašo lengo nemoral thaj save odreknin pe taro Isus o Hrist, savo si amaro jekh Vladari thaj Gospodari.
41010500b4	A mangav te dav tumen gođi pe gova so već džanen. Tumen džanen kaj o Isus angleder spasisada e Izraelcuren andari Egipatsko phuv, a pale gova uništisada kolen save ni pačaje.
41010600d5	Den tumen gođi kaj e anđelura save ni ićarde pe ke pumaro autoritet, nego ačhade po than kaj bešena, si phangle ane večna sinđira thaj o Gospod ićarda len ano kalipe dži kaj ni avol o baro Đive e Sudoso.
4101070113	Den tumen gođi tari Sodoma thaj i Gomora thaj e pašutne forura ane save sesa e manuša sar kala anđelura. E manuša sesa ano blud thaj manglje te zadovoljin piri požuda te soven e murša muršencar thaj von si sar primer kolenđe so ka trpin kazna ani jag savi ni ačhol.
410108009d	Gasave si gola manuša. Inđaren len lenđe sune, meljaren pumaro telo ane grehura, čhuden e Devleso autoritet thaj vaćaren bilačhe tare slavna anđelura.
41010900c4	A čak ni jekh tare šorutne anđelura, o Mihailo, kana ćerda čingara e benđesa baše Mojsijaso telo, ni tromaja te osudil le bilačhe lafurencar, nego vaćarda: “O Gospod te prekoril tut!”
41010a009b	Al kala manuša bilačhe vaćaren tare gova so ni pindžaren. Zala haljaren, al na gođasa, nego nagonesa sar e nerazumna životinje. Gova ka uništil len.
41010b00bf	Pharo lenđe! Golese so von pojdisade e Kajinese dromesa. Baši plata predajisajle ani Valaamesi zabluda. Golese ka aven uništime sar kola so učestvujisade ane Korejasi pobuna protiv o Dol.
41010c0134	Von si opasna sar garade stene talo more pe tumare katane gozbe, pe save proslavin o manglipe e Gospodeso. Kana tumencar xan bizi dar, korkore pes čaljaren. Von si oblakura bizo bršnd save inđarol i balval. Von si sar kašta ano jesen so ni den bijandipe, save si ikalde andaro koreno thaj duj droma mule.
41010d00b2	Von si sar divlja morska talasura so ćeren spuma, gija von sikaven pumare ladžutne buća. Von si sar čerenja lutalice, savenđe si pripremimo emkalo kalipe za ke sa e đivesa.
41010e008e	Lendar prorokujisada o Enoh, eftato generacija taro Adam, vaćarindoj: “Dikh, o Gospod avol e milja thaj miljencar pe svetone anđelurencar,
41010f00c9	te sudil savoren thaj te osudil sa e bidevlikanen, bašo sa o bidevlikanipe save ćerde e bidevlikane manuša, thaj baše sa e uvredljiva lafura save vaćarde e bidevlikane grešnikura protiv leste.”
410110009c	Gola manuša mrmljin thaj nikad naj zadovoljna, živin pale pe požude, mujesa vaćaren barikane lafura em baše piro korist ćeren pe šukar e manušencar.
4101110067	Manglalen amalalen! Den tumen gođi so angleder phende e apostolura amare Gospodese e Isusese Hristese.
4101120079	Vaćarde tumenđe: “Ano poslednjo vreme ka aven kola save ka maren muj, save ka udovoljin piro bidevlikano manglipe.”
4101130053	Gasave manuša maškar tumende anen ulaipe, von si telesna thaj naj len Sveto Duxo.
4101140079	A tumen manglalen amalalen, vazden korkore tumen po temelji tumare emsvetone pačajimasa thaj molin tumen ano Sveto Duxo.
4101150096	Ićaren tumen ane Devleso manglipe dži kaj ađućaren amare Gospode e Isuse e Hriste ano piro milosrđe, te inđarol tumen ano džuvdipe bizo meripe.
410116003f	Aven milosrdna premal kola save naj sigurna ano piro pačajipe.
41011700aa	Spasin averen thaj ikalen len andari jag e Devlese sudostar. Aven milosrdna premal lende, al ko isto vreme aven oprezna! Mrzin thaj e šeja save si melale lenđe grehosa!
410118007d	O Dol šaj aračhol tumen te ma peren ane grehura thaj te aven bizi mana, ano baro radost, te čhuvol tumen angli piri slava.
41011900be	Lese, jekhe Devlese, amare Spasiteljese prekalo Isus o Hrist, savo si amaro Gospod, preperol slava, veličanstvo, zuralipe thaj vlast angleder sa o vreme, akana thaj dži sa e đivesa! Amin.
420000000a	Otkrivenje
42010100bd	Kava si otkrivenje e Isuseso e Hristeso, savo o Dol dija lese te bi sikavola e slugenđe so trubul te desil pe sigate. O Hrist gova sikada gija so bičhalda pe anđelo e slugase e Jovanese.
4201020068	A o Jovane svedočisada tare sa so dikhlja. Gova si e Devleso lafi thaj o svedočanstvo taro Isus Hrist.
42010300a1	Blagoslovimo si kova savo čitil thaj kola save šunen e lafura tare kava proroštvo thaj ićaren pe pe kova so si ane leste pisimo, golese kaj si o vreme paše.
42010400bd	Kava lil si taro Jovane e efta khanđirenđe save si ani Cikni Azija: Milost thaj mir tumenđe tare Kova savo si, savo sasa thaj savo ka avol thaj tare efta duxura save si angle leso presto
42010500ac	thaj taro Isus o Hrist. Vov si Verno svedoko thaj angluno savo uštilo tare mule thaj Vladari pe carura ki phuv. Vov manđol amen thaj oslobodisada amen taro greh pe ratesa
4201060087	thaj ćerda amen te ava carstvo thaj sveštenikura pire Devlese thaj e Dadese. Golese, lese slava thaj zuralipe ane sa e đivesa. Amin.
4201070098	Akh! Avol e oblakurencar thaj dži jekh jakh ka dičhol le, i kola so pusade le. But ka roven pale leste sa e plemenura ki phuv. Va, gija ka avol. Amin.
4201080086	“Me sem Alfa thaj Omega – Anglunipe thaj Krajo” vaćarol o Gospod o Dol, savo si, savo sasa thaj savo ka avol – Vladari pe sa.
42010900d1	Me, o Jovane, tumaro phral ano Hrist, savo ulavol tumencar e patnje, o carstvo thaj strpljivo ustrajnost ano Isus, sema ko ostrvo Patmos golese so propovedisadem e Devleso lafi thaj so svedočisadem taro Isus.
42010a0067	Ano đive e Gospodeso, kana o Duxo inđarda man, pale mande šundem zuralo glaso so šundilo sar truba.
42010b00af	Vaćarda: “Pisi ano lil kova so dičhe thaj bičhal gova ane efta khanđira: ano Efes, ani Smirna, ano Pergam, ani Tijatira, ano Sard, ani Filadelfija thaj ani Laodikeja.”
42010c0079	Irisaljem te dikhav kaso si gova glaso savo vaćarol manđe. Kana irisaljem, dikhljem efta zlatna svećnjakura taro zlato
42010d0089	thaj maškar e svećnjakura nekas “sar Čhavo e manušeso”. Sasa urado ano baro fostano, a prekalo kolin phanglo zlatnone kuštikasa.
42010e006a	Leso šoro thaj lese bala sesa parne sar i pošom, parne sar iv thaj lese jakha sesa sar plameno e jagako.
42010f0067	Lese pingre sesa sar sjajno bronza užarime ani jag thaj leso glaso sasa sar šunipe e bare vodopadeso.
420110008f	Ane piro desno va ićarda efta čerenja thaj andar leso muj iklilo mačo oštro tare solduj riga. Leso muj sasa sar kham kana emzurale sijajil.
420111008e	Kana dikhljem le, peljem paše lese pingre sar mulo. Vov čhuta piro desno va pe mande thaj phenda: “Ma dara! Me sem Angluno thaj Poslednjo.
420112008a	Me sem Džuvdo! Sema mulo, al akana, akh, me sem džuvdo ane sa e đivesa! Thaj isi man e ključura taro meripe thaj taro sveto e mulengo.
420113004f	Golese pisi kova so dikhljan! Pisi so desil pe akana thaj so ka desil pe posle!
42011400d0	Garado značenje gola efta čerenjengo save dikhljan ane mo desno va thaj gola efta zlatnone svećnjakurengo si: efta čerenja si e anđelura tare efta khanđira thaj efta svećnjakura si e efta khanđira.”
420201009b	“E anđelose tari khanđiri ano Efes pisi: ‘Kava vaćarol Kova savo ićarol efta čerenja ane po desno va thaj phirol maškar efta zlatna svećnjakura:
42020200c9	Džanav ćire buća, ćiro trud thaj ćiro strpljivost. Džanav kaj našti trpi e bilačhe manušen thaj kaj ispitujisadan kolen so pese phenen kaj si apostolura, al naj, thaj arakhljan kaj si xoxavne.
4202030060	Džanav kaj strpljivo ačhe ane gova thaj but trpisadan baše mingro alav thaj ni odustanisadan.
4202040068	Al isi man protiv tute kaj ačhadan ćiro angluno manglipe premal mande, savo sasa tut ko angluno vreme!
42020500b6	Golese, de tut gođi kotar peljan! Pokaji tut thaj ćer kova so angleder ćerdan. Ako ni pokaji tut, ka avav ke tute thaj ka crdav ćiro svećnjako tare leso than maškare khanđira.
4202060052	Al šukar si tuće gova kaj mrzi e buća e nikolaiturenđe, golese kaj i me mrziv.
4202070090	Kas isi kana nek šunol, so o Duxo vaćarol e khanđirenđe! E pobednikose ka dav te xal taro kaš e džuvdimaso, savo si ane Devleso raj.’”
420208007a	“E anđelose tari khanđiri ani Smirna pisi: ‘Kava vaćarol o Angluno thaj o Poslednjo, savo sasa mulo thaj džuvdilo:
42020900a7	Džanav ćire patnje thaj ćiro čororipe – al tu san barvalo! Džanav thaj i hula kolenđi save pese phenen kaj si Jevreja, al naj, nego von si sinagoga e Satanasi.
42020a00d1	Ma dara tare kova so ka trpi. Šun, o beng nesaven tumendar ka čhuvol ko phanglipe te iskušil tumen thaj ka trpin e patnje deš đive. Aven verna pa iako mora te meren thaj ka dav tumen venco taro džuvdipe.
42020b0076	Kas isi kana nek šunol, so o Duxo vaćarol e khanđirenđe! E pobednikose našti khanči ćerol o dujto meripe.’”
42020c0071	“E anđelose tari khanđiri ano Pergam pisi: ‘Kava phenol Kova kas isi oštro mačo savo čhinol ke duj riga:
42020d00ea	Džanav kaj beše – gothe kaj si e Satanaso presto. Al zurale ićare tut ke mo alav thaj ni odreknisaljan taro pačajipe ane mande ni tegani kana sasa mudardo mingro verno svedoko o Antipa ane tumaro foro, odori kaj o Satana bešol.
42020e00e7	Al isi man khanči zala protiv tute: isi tut odori nesave save ićaren pe po sikajipe e Valaameso, savo sikada e Valake te navedil e Izraelcuren te grešin gija so xalje mas savo sasa žrtvujimo e idolurenđe thaj dije pe ano blud.
42020f0044	Gija, isi i tut nesave save ićaren pe po sikajipe e nikolaiturengo.
420210005b	Golese, pokaji tut, il ka avav tuće sigate thaj ka marav man lencar e mačosa tare mo muj.
42021100ef	Kas isi kana nek šunol, so o Duxo vaćarol e khanđirenđe! E pobednikose ka dav garado mangro savo akhardol “mana” thaj ka dav le parno bar, a ke gova bar ka avol pisimo nevo alav, savo khoni ni džanol, sem kova savo dobil le.’”
4202120099	“E anđelose tari khanđiri ani Tijatira pisi: ‘Kava vaćarol o Čhavo e Devleso, kase si jakha sar plameno e jagako thaj e pingre sar sjajno bronza:
420213009b	Džanav ćire buća, ćiro manglipe, ćiro pačajipe, ćiro služipe thaj ćiro istrajnost. Džanav i kaj akana ćere po but nego so ćerdan ano anglunipe.
4202140106	Al isi man protiv tute kava: mučhe gole džuvljaće e Jezabeljaće te ćerol so manđol. Voj korkori pese vaćarol kaj si proročica thaj pe sikajimasa navedil mingre slugen te grešin gija so mukhlje pe ano blud thaj xalje mas savo si žrtvujimo e idolurenđe.
420215004e	Dijem la vreme te pokajil pe, al voj ni manglja te pokajil pe baše piro blud.
420216008f	Akh, ka čhudav la ko than e nasvalimaso. Thaj kola save den pe lasa ano blud, ka čhudav len ane bare patnje ako ni pokajin pe baše pe buća.
42021700a9	Ka mudarav laće čhaven nasvalimasa. Gija, sa e khanđira ka džanen kaj sem me Kova savo ispituil e ile thaj e gođa. Thaj svakonese tumendar ka dav pale tumare buća.
42021800a9	A tumenđe averenđe ani Tijatira, save ni ićaren tumen ke gova xoxavno sikajipe thaj ni upoznajisaden e Satanase dubine, vaćarav: ni ka čhuvav tumenđe aver pharipe,
4202190044	nego ićaren tumen zurale pe kova so isi tumen, dži kaj me ni avav.
42021a0060	E pobednikose savo dži o kraj ićarolpe pe gova so me phenav lese, ka dav le vlast pe narodura.
42021b0055	“Ka vladil pe lende sastrunale rovljasa thaj ka phađol len sar čare tari čik.”
42021c005b	Ka avol le gasavo vlast sar so me dobisadem tare mo Dad. Thaj ka dav le i čereni i Danica.
42021d0041	Kas isi kana nek šunol so o Duxo vaćarol e khanđirenđe!’”
42030100be	“E anđelose tari khanđiri ani Sarda pisi: ‘Kava vaćarol Kova so isi le efta duxura e Devlese thaj efta čerenja. Džanav ćire buća. Džanav kaj phene kaj san džuvdo, iako san mulo.
4203020089	Av džungado! Zurav gova so ačhilo, angleder so i gova ni merol. Golese so, arakhljem kaj ćire buća naj sa šukar ane jakha e Devlese.
42030300e5	Golese, de tut gođi kova so primisadan thaj šundan. Ićar tut pe gova zurale thaj pokaji tut tare će bilačhe buća. Ako ni ave džungado, ka avav pe tute tari jekh drom sar čor, a ni ka džane ane savo sato ka iznenadiv tut.
4203040098	Al isi tut ani Sarda nekobor manuša save ni meljarde pe fostanura bilačhe bućencar. Von ka phiren mancar ane parne fostanura, golese kaj si dostojna.
42030500a6	Gija o pobedniko ka avol urado ane parne fostanura thaj ni ka kosav leso alav andaro Lil e džuvdimaso. Leso alav ka priznajiv anglo mo Dad thaj angle lese anđelura.
4203060042	Kas isi kana nek šunol, so o Duxo vaćarol e khanđirenđe.’”
