2800000006	Mateus
3d011000b0	Nós não seguimos histórias de mitos inventados, quando falamos a respeito da vinda poderosa do nosso Senhor Jesus Cristo; nós mesmos fomos testemunhas de sua grandiosidade.
3d011100b1	Ele recebeu honra e glória de Deus, o Pai, quando a voz da glória majestosa falou com ele e anunciou: “Este é o meu Filho, a quem eu amo e que verdadeiramente me agrada.”
3d01120058	Nós mesmos ouvimos essa voz, vinda do céu, quando estávamos com Jesus no monte santo.
3d0113012c	Nós também temos a confirmação de que aquilo que os profetas falaram é absolutamente verdadeiro. E, por isso, prestem bastante atenção a essa mensagem. Pois ela é como uma luz que brilha forte em um lugar escuro, até que o dia amanheça, e a estrela da manhã irradie a sua luz sobre vocês.
3d0114008c	E acima de tudo, vocês precisam saber que nenhuma profecia das Sagradas Escrituras deve ser interpretada com base nos caprichos de alguém,
3d01150089	pois as profecias não vieram das ideias humanas e, sim, dos profetas, que falavam em nome de Deus, mediante a ação do Espírito Santo.
3d02010118	Mas, da mesma maneira que havia falsos profetas entre o povo antes, também haverá falsos mestres entre vocês. Eles sutilmente apresentam ensinamentos falsos e destrutivos e negam até mesmo o Senhor que os resgatou. E é por isso que cairá sobre eles uma rápida destruição.
3d02020071	Muitas pessoas irão seguir as perversões imorais desses falsos mestres e irão falar mal do caminho da verdade.
3d020300d3	Por ganância, eles irão explorá-los, contando falsas histórias. Contudo, eles já estão condenados; faz tempo que a sentença está sobre a cabeça deles, e a destruição não irá demorar a alcançá-los.
3d02040097	Pois Deus não poupou nem os anjos, quando eles pecaram. Ele os jogou no Tártaro, mantendo todos eles em abismos escuros, prontos para serem julgados.
3d020500dd	Deus não poupou o mundo antigo também, mas ele protegeu Noé, que anunciou para as pessoas a justiça de Deus. Ele foi um dos oito que foram salvos quando Deus enviou o dilúvio sobre o mundo das pessoas que não criam.
3d020600b9	Deus condenou as cidades de Sodoma e Gomorra à total destruição, queimando-as até virarem cinzas. Elas servem de exemplo do que irá acontecer com aqueles que vivem de forma impura.
3d02070079	Mas Deus salvou Ló, porque ele era um homem bom. A imoralidade horrorosa daquela gente atormentava o seu coração puro.
3d020800a4	Ló viveu entre eles, mas fazia apenas o que era bom e justo. Ele via e ouvia o que eles faziam dia após dia, e todas as atitudes más daquelas pessoas o afligiam.
3d020900a3	Como vocês podem ver, o Senhor é capaz de resgatar de suas aflições aqueles que o respeitam e também de reservar os maus para o castigo, no dia do julgamento.
3d020a00d0	Isso é especialmente verdade para os que satisfazem os seus desejos humanos corruptos e desprezam qualquer autoridade. Com a sua arrogância e orgulho, eles não temem nem mesmo insultar os seres celestiais.
3d020b0065	Os anjos, por outro lado, embora sejam mais fortes e poderosos, não os menosprezam diante do Senhor.
3d020c00ed	Essas pessoas são como criaturas que agem apenas pelos instintos, comos animais selvagens, que nascem apenas para serem capturadas e mortos. Elas reprovam coisas que não conhecem e, assim, como os animais selvagens, serão destruídas.
3d020d013e	Elas receberão como pagamento o mesmo mal que causam aos outros. A ideia delas de diversão é cometer os seus pecados imorais em plena luz do dia. Essas pessoas representam manchas e imperfeições em sua comunidade. Elas se divertem com os seus prazeres baseados em ilusões, mesmo quando estão comendo com vocês.
3d020e00c2	Estão sempre procurando relações adúlteras; não conseguem parar de pecar. Essas pessoas seduzem os vulneráveis e só sabem praticar atos de ganância. A geração delas está amaldiçoada.
3d020f00a5	Elas abandonaram o caminho da justiça e se perderam, seguindo o caminho de Balaão, o filho de Beor, que cobiçou o dinheiro que lhe seria pago para fazer maldades.
3d0210008e	Mas, ele foi repreendido por suas atitudes perversas, quando um jumento falou com voz humana e fez com que o profeta parasse de dizer tolices.
3d02110097	Pessoas como essas são fontes sem água e como névoa que o vento sopra para longe. Elas estão destinadas a viver nas mais densas trevas para sempre.
3d021200aa	Afogadas em sua própria falta de bom senso, recorrem aos desejos imorais para atrair de volta para a imoralidade aqueles que estão quase escapando de uma vida de erros.
3d0213008c	Elas prometem liberdade para eles, ainda que elas próprias sejam escravas da depravação. “Você se torna escravo do que o conquista.”
3d021400da	Quem consegue escapar da má influência do mundo ao conhecer o Senhor e Salvador Jesus Cristo e, depois, se perde novamente nos pecados e é vencido por eles, acaba ficando em pior situação do que estava no começo.
3d0215009e	Teria sido melhor que essa pessoa não tivesse conhecido o caminho da verdade, a tê-lo conhecido e ter se voltado contra os mandamentos sagrados que recebeu.
3d02160092	Esses provérbios se tornam realidade para essas pessoas: “O cão volta ao seu próprio vômito” e “a porca lavada volta a rolar na lama.”
3d0301009d	Meus queridos amigos, essa é a segunda carta que lhes envio. Nas duas cartas, eu tento sensibilizá-los e fazer com que se lembrem de ter pensamentos puros.
3d030200b7	Não se esqueçam das mensagens que, no passado, os santos profetas anunciaram e dos mandamentos que o Senhor e Salvador enviou para que os seus apóstolos compartilhassem com vocês.
3d0303009d	Acima de tudo, vocês devem saber que, nos últimos dias, aparecerão pessoas que irão zombar de vocês e que seguirão os seus próprios desejos perversos.
3d030400ab	Elas irão perguntar: “Então, o que aconteceu? Ele não prometeu que viria? Os nossos ancestrais morreram e tudo continua como sempre foi desde a criação do mundo.”
3d030500ad	Mas, elas irão, por vontade própria, ignorar o fato de que, por ordem de Deus, os céus foram criados há muito tempo. A terra surgiu a partir da água e do meio da água.
3d03060069	E foi pela água que o mundo que então existia foi destruído, ao ser engolido pelas águas do dilúvio.
3d030700c3	Mas, por meio dessa mesma ordem divina, os céus e a terra, que agora existem, estão destinados a serem destruídos pelo fogo, no dia do julgamento. E nesse dia, os pecadores serão destruídos.
3d0308007f	No entanto, meus queridos amigos, não se esqueçam disto: para o Senhor, um dia é como mil anos, e mil anos são como um dia.
3d030900e6	O Senhor não está adiando o cumprimento de sua promessa, como alguns pensam. Pelo contrário, ele está sendo muito paciente com vocês. Ele não quer que ninguém se perca, mas que todos venham a se arrepender dos seus pecados.
3d030a00df	Contudo, o Dia do Senhor virá inesperadamente como um ladrão. Os céus irão explodir com um barulho estrondoso e os elementos serão destruídos, sendo consumidos pelas chamas. A terra e tudo que nela há desaparecerão.
3d030b007c	Sabendo que tudo será assim destruído, que tipo de pessoas vocês devem ser? Vocês devem ter vida pura e dedicada a Deus,
3d030c009f	esperando e desejando ardentemente a chegada do Dia de Deus. Nesse dia, os céus pegarão fogo e serão destruídos, e os elementos se derreterão com o calor.
3d030d0068	Mas nós estamos esperando novos céus e nova terra, que Deus nos prometeu, onde tudo será bom e justo.
3d030e00b5	Então, amigos, por vocês saberem com antecedência dessas coisas, façam o possível para serem puros e para que não haja culpa em seus corações e estejam em harmonia com Deus.
3d030f00d8	Lembrem-se de que a paciência do nosso Senhor é uma oportunidade de salvação para vocês. Isso é o que o nosso querido irmão Paulo lhes explicou em todas as suas cartas, conforme a sabedoria que Deus deu a ele.
3d03100124	Ele falou a respeito dessas coisas, embora algumas coisas escritas por ele realmente sejam difíceis de entender. Algumas pessoas ignorantes e desequilibradas torcem o que ele escreveu, causando prejuízo para elas mesmas, exatamente como elas fazem com outras partes das Sagradas Escrituras.
3d031100b3	Amados irmãos, agora que vocês já sabem sobre isso, tomem cuidado para que esses erros dos pecadores não os tirem do caminho da verdade e para que continuem firmes em sua fé.
3d031200a9	Que a graça e o conhecimento a respeito do nosso Senhor e Salvador Jesus Cristo, que vocês já têm, desenvolvam-se cada vez mais! Glória a ele agora e sempre! Amém!
3e00000007	1 João
3e010100be	Esta carta é sobre a Palavra da Vida, que existia desde o princípio. Nós ouvimos sobre ela, a vimos e a contemplamos com os nossos próprios olhos e também a tocamos com as nossas mãos.
3e010200c2	Essa Vida nos foi revelada; nós a vimos e damos o nosso testemunho a respeito dela. Estamos lhes escrevendo a respeito daquele que é a Vida Eterna, que estava com o Pai e que nos foi revelado.
3e010300d9	Agora, explicaremos a vocês o que vimos e ouvimos, para que, assim, vocês também possam fazer parte desse laço de amizade juntamente conosco; da amizade que temos com o Pai e também com o seu Filho, Jesus Cristo.
3e0104005e	Nós escrevemos para lhes contar a respeito disso, para que a nossa felicidade fique completa.
3e01050071	Esta é a mensagem que recebemos dele e que anunciamos a vocês: Deus é luz, e não há nele nenhuma escuridão.
3e0106007f	Se nós afirmamos que temos amizade com ele e, ainda assim, vivermos nas trevas, estaremos mentindo, e não vivendo na verdade.
3e010700a2	Porém, se estivermos vivendo na luz, como Deus está na luz, então, teremos amizade uns com os outros, e o sangue de Jesus, seu Filho, nos limpa de todo pecado.
3e01080061	Se afirmamos que não temos pecados estamos apenas nos enganando, e a verdade não está em nós.
3e01090095	Mas, se confessarmos os nossos pecados a Deus, ele é confiável e justo para nos perdoar os nossos pecados e nos livrar de tudo o que não é justo.
3e010a0065	Se afirmamos que não pecamos, nós fazemos de Deus um mentiroso, e a sua palavra não está em nós.
3e020100c8	Meus filhinhos, estou lhes escrevendo isso para que vocês não pequem. Mas, caso aconteça de alguém pecar, temos quem nos defenda diante do Pai – Jesus Cristo, que é verdadeiramente bom e justo.
3e02020068	Por meio dele, os nossos pecados são perdoados, não apenas os nossos, mas também os do mundo inteiro.
3e02030047	Nós teremos a certeza de conhecê-lo se seguirmos os seus mandamentos.
3e0204006e	Qualquer um que diz: “Eu o conheço”, mas não faz o que ele diz, está mentindo, e não há verdade nele.
3e02050098	Mas, quem segue a palavra de Deus pode ter certeza de estar completamente tomado pelo seu amor. É assim que sabemos que estamos realmente unidos a ele.
3e0206003b	Quem afirma estar unido a Deus deve viver como Jesus viveu.
3e020700b3	Amigos, não escrevo a vocês para lhes anunciar um novo mandamento, mas, sim, um antigo, o qual vocês conhecem desde o começo. Vocês já ouviram falar desse antigo mandamento.
3e020800d3	Mas, de certa forma, estou anunciando a vocês um novo mandamento, porque a sua verdade é vista em Jesus e também em vocês, já que as trevas estão chegando ao seu fim e a verdadeira luz já está brilhando.
3e02090076	Aqueles que dizem que vivem na luz, mas odeiam um irmão cristão, ainda estão vivendo com a escuridão dentro deles.
3e020a005e	Aqueles que amam os seus irmãos cristãos vivem na luz e não fazem com que os outros pequem.
3e020b00aa	Aqueles que odeiam um irmão em Cristo estão nas trevas, e andam nas trevas. Eles tropeçam em seu caminho e não sabem para onde estão indo, porque as trevas os cegam.
3e020c005f	Filhos, escrevo a vocês, pois os seus pecados já foram perdoados, por causa do nome de Jesus.
3e020d0097	Pais, estou lhes escrevendo, pois vocês conhecem aquele que existia desde o princípio. Jovens, estou lhes escrevendo, pois vocês venceram o maligno.
3e020e010a	Eu escrevo a vocês, filhinhos, pois vocês conhecem o Pai. Eu escrevo a vocês, pais, pois vocês conhecem aquele que existia desde o princípio. Eu escrevo a vocês, jovens, pois vocês são fortes, a mensagem de Deus vive em vocês, e vocês derrotaram o maligno.
3e020f0090	Não se apaixonem pelo mundo e não desejem as coisas que este mundo lhes oferece. Se vocês amarem o mundo não terão o amor do Pai em vocês.
3e021000d1	Pois nada que é deste mundo vem de Deus. Os nossos maus desejos, que nos levam a pecar, e que nos fazem desejar tudo o que vemos e a nos orgulhar do que acumulamos em vida nada disso vem do Pai, mas do mundo.
3e02110078	O mundo e seus desejos perversos estão chegando ao fim, mas aqueles que cumprem a vontade de Deus viverão para sempre.
3e021200a1	Meus filhinhos, o fim se aproxima. Como vocês ouviram, o anticristo está vindo. Muitos anticristos já vieram. E é assim que sabemos que o fim está chegando.
3e021300ac	Eles nos deixaram, mas o lugar deles não era junto a nós, pois se fosse, teriam permanecido conosco. Quando se foram, mostraram que nenhum deles pertencia ao nosso grupo.
3e0214005f	Mas, vocês foram ungidos com a bênção do Espírito Santo e todos vocês conhecem a verdade.
3e02150096	Eu não estou escrevendo por vocês não saberem a verdade, mas, justamente porque vocês a conhecem e porque não há mentiras que venham da verdade.
3e02160072	Quem mente? Mente qualquer um que nega que Jesus seja o Messias. O anticristo é alguém que nega o Pai e o Filho.
3e0217004b	Quem rejeita o Filho não tem o Pai; quem aceita o Filho também tem o Pai.
3e021800cf	Quanto a vocês, cuidem para que o que ouviram desde o começo continue vivo em seus corações. Se o que ouviram desde o começo permanecer vivo em vocês, então, também viverão unidos ao Filho e ao Pai.
3e0219002b	E o que ele nos prometeu foi a vida eterna!
3e021a005f	Escrevo isso para alertá-los em relação àqueles que querem tirá-los do caminho da verdade.
3e021b0145	Mas, Cristo os ungiu com seu Espírito, o qual vive em vocês. E, justamente por isso, não é preciso que ninguém os ensine. Por essa unção, o Espírito já lhes ensina tudo o que precisam saber. E o que o Espírito ensina é a verdade, e não a mentira. Então, vivam em Cristo, exatamente como o Espírito lhes ensinou!
3e021c00a9	Então, queridos amigos, continuem a viver em Cristo, para que, quando ele aparecer, nós possamos nos sentir confiantes, e não envergonhados diante dele, em sua vinda.
3e021d0078	Se vocês sabem que ele é bom e justo, então, também sabem que todos os que fazem o que é justo são filhos de Deus.
3e030100e5	Vejam como o amor que o Pai tem por nós é maravilhoso! É por isso que podemos ser chamados de filhos de Deus, pois é o que somos! As pessoas deste mundo não nos reconhecem como filhos de Deus porque nem a Deus elas conhecem.
3e030200d7	Queridos amigos, nós já somos filhos de Deus, mas o que nós haveremos de ser ainda não se manifestou. O que sabemos é que, quando ele se manifestar, deveremos ser como Ele, pois o veremos como ele realmente é.
3e03030064	Todos aqueles que carregam em si essa esperança têm a certeza de que são puros, como ele é puro.
3e03040059	Todo aquele que peca transgride a lei de Deus, porque o pecado é a transgressão da lei.
3e0305005f	Mas, é claro que vocês sabem que Jesus veio para tirar os pecados e que não há pecado nele.
3e0306007e	Todos aqueles que vivem unidos a Cristo não vivem pecando, e todos aqueles que vivem pecando não o viram e nem o conheceram.
3e0307007e	Meus filhinhos, não deixem que ninguém os engane. Aqueles que fazem o que é justo são justos, como Jesus também é justo.
3e030800a2	Aqueles que vivem pecando pertencem ao diabo, pois o diabo tem pecado desde o princípio. E o Filho de Deus veio para isso, para destruir o que o diabo tem feito.
3e030900a0	Todos aqueles que nasceram de Deus não vivem na prática do pecado, pois a natureza de Deus vive neles. Eles não podem viver pecando, porque nasceram de Deus.
3e030a00d2	É assim que podemos diferenciar os filhos de Deus e os filhos do diabo. Quem não faz o que é justo não pertence a Deus, e também não estão do lado de Deus aqueles que não amam os seus irmãos em Cristo.
3e030b005b	A mensagem que vocês ouviram desde o princípio é esta: nós devemos amar uns aos outros.
3e030c00b7	Não podemos ser como Caim, que pertencia ao diabo e assassinou o seu irmão. E por que ele o assassinou? Porque Caim fazia o que era mau, enquanto o seu irmão fazia o que era justo.
3e030d0046	Então, não fiquem surpresos, meus irmãos, caso este mundo os odeie.
3e030e0084	Nós sabemos que saímos da morte para a vida quando amamos nossos irmãos e nossas irmãs em Cristo. Quem não ama permanece morto.
3e030f007d	Todos aqueles que odeiam seus irmãos cristãos são assassinos, e vocês sabem que nenhum assassino tem em si a vida eterna.
3e031000a7	É assim que sabemos o que é o amor: Jesus deu a sua vida por nós. Assim também devemos seguir o exemplo de Jesus e dar a nossa vida pelos nossos irmãos cristãos.
3e0311009d	Se você estiver vivendo bem neste mundo e não demonstrar misericórdia por um irmão cristão em necessidade, como pode o amor de Deus permanecer em você?
3e03120059	Meus filhinhos, não amem apenas de palavras, mas mostrem o seu amor por meio de ações.
3e03130069	É assim que saberemos que pertencemos à verdade e que tranquilizaremos as nossas mentes diante de Deus.
3e03140062	E se acharmos que estamos condenados, Deus é maior do que os nossos pensamentos, e ele sabe tudo.
3e03150067	Queridos amigos, se nós não nos sentirmos condenados, poderemos nos sentir confiantes diante de Deus.
3e03160065	Nós receberemos dele tudo o que pedirmos, pois seguimos os seus mandamentos e fazemos a sua vontade.
3e0317008a	E isto é o que ele ordena: devemos ter fé no nome do seu Filho Jesus Cristo e amar uns aos outros, exatamente como ele nos mandou fazer.
3e031800b6	Aqueles que cumprem os seus mandamentos continuam a viver unidos a Deus, assim como Deus vive unido a eles. Nós sabemos que ele está em nós, por meio do Espírito que ele nos deu.
3e040100e3	Meus queridos amigos, não acreditem em qualquer um que diga que tem o Espírito de Deus. Vocês devem colocá-lo à prova, para descobrirem se o espírito que ele tem é mesmo de Deus, pois há muitos profetas falsos no mundo.
3e0402007b	Então, como podemos reconhecer o Espírito de Deus? Quem afirma que Jesus Cristo veio ao mundo em forma humana é de Deus;
3e040300b3	e todo aquele que nega isso a respeito de Jesus não é de Deus. Na verdade, ele tem é o espírito do anticristo, que vocês ouviram que estava chegando e que já está no mundo.
3e04040098	Mas vocês, meus filhinhos, pertencem a Deus e derrotaram os falsos profetas, pois aquele que está em vocês é maior do que aquele que está no mundo.
3e04050055	Eles pertencem ao mundo. Então, falam como as pessoas do mundo, e o mundo os escuta.
3e040600cc	Mas nós pertencemos a Deus, e quem conhece a Deus nos escuta, enquanto aqueles que não pertencem ao Pai não nos dão atenção. E é assim que diferenciamos o Espírito da verdade do espírito do erro.
3e04070082	Queridos amigos, continuemos a amar uns aos outros, pois o amor vem de Deus. Todos aqueles que amam nasceram de Deus e o conhecem.
3e0408004c	As pessoas que não demonstram amor não conhecem a Deus, pois Deus é amor.
3e04090082	E como Deus demonstrou o seu amor para conosco? Deus enviou o seu único Filho ao mundo, para que pudéssemos viver por meio dele.
3e040a0097	Isso é amor! Não é que nós tenhamos amado a Deus, mas, sim, ele é que nos amou, e enviou o seu Filho, para que os nossos pecados fossem perdoados.
3e040b0060	Amigos, se é assim que Deus nos ama, nós também devemos amar uns aos outros da mesma maneira.
3e040c0085	Ninguém jamais viu a Deus. No entanto, se amarmos uns aos outros, então, Deus viverá em nós, e o seu amor nos tornará completos.
3e040d008c	Como podemos saber se vivemos unidos a ele e ele unido a nós? Sabemos porque ele nos deu a capacidade para amar, por meio do seu Espírito.
3e040e004d	Pois vimos e testemunhamos que o Pai enviou o Filho como o Salvador do mundo.
3e040f0060	Deus vive unido a todos os que afirmam que Jesus é o Filho de Deus; e eles vivem unidos a Deus.
3e04100080	Sentimos e confiamos no amor que Deus tem por nós. Deus é amor e, aqueles que vivem no amor, vivem em Deus, e Deus vive neles.
3e0411008e	É assim que o amor se torna completo em nós, para nos sentirmos confiantes no dia do julgamento, pois vivemos neste mundo como Cristo viveu.
3e041200e5	Onde há amor não pode haver medo. Deus nos ama plenamente e esse amor afasta todos os nossos medos. Se nós sentimos medo é porque tememos ser punidos, e isso mostra que não fomos completamente aperfeiçoados no amor de Deus.
3e04130029	Nós amamos porque ele nos amou primeiro.
3e041400b5	Qualquer pessoa que diz: “Eu amo a Deus”, mas odeia um irmão em Cristo é um mentiroso. Quem não ama um irmão, a quem ele pode enxergar, não pode amar Deus, a quem não vê.
3e04150061	Este é o mandamento que ele nos deu: quem ama a Deus, que ame também aos seus irmãos e irmãs.
3e05010068	Todos os que creem que Jesus é o Messias são filhos de Deus, e quem ama o Pai também ama o seu Filho.
3e05020069	E como sabemos que amamos os filhos de Deus? Sabemos quando amamos a Deus e seguimos os seus mandamentos.
3e05030074	Amar a Deus significa que cumprimos os seus mandamentos, e seus mandamentos não são difíceis de serem obedecidos.
3e05040082	Todos os que são filhos de Deus podem vencer o mundo. A vitória sobre o mundo nós a conseguimos por causa da nossa fé em Deus.
3e05050064	E quem pode vencer o mundo? Apenas aqueles que têm fé em Jesus, crendo que ele é o Filho de Deus.
3e050600d3	Jesus Cristo é aquele que veio por meio da água e do sangue. Ele não veio apenas por meio da água, mas por meio da água e do sangue. O Espírito dá provas que confirmam isso, pois o Espírito é a verdade.
3e0507001d	Assim, há três testemunhas:
3e05080045	o Espírito, a água e o sangue, e todos os três concordam entre si.
3e050900b0	Se aceitamos a prova que testemunhas humanas fornecem, então, a prova que Deus nos dá é muito mais importante. A prova que vem de Deus é o seu testemunho sobre o seu Filho.
3e050a00ce	Aqueles que creem no Filho de Deus aceitaram essa prova e se apegaram a ela. Mas aqueles que não creem em Deus fazem dele um mentiroso, pois eles não acreditam na prova que Deus nos deu sobre o seu Filho.
3e050b0054	A prova é esta: Deus nos deu a vida eterna e temos essa vida por meio do seu Filho.
3e050c004b	Quem tem o Filho tem a vida. Quem não tem o Filho de Deus não tem a vida.
3e050d0069	Eu estou escrevendo para garantir aos que creem no nome do Filho de Deus que vocês terão a vida eterna.
3e050e006d	Nós podemos confiar que ele nos escutará, desde que façamos os nossos pedidos de acordo com a sua vontade.
3e050f0064	E sabendo que ele ouve os nossos pedidos, podemos ter certeza de que receberemos o que lhe pedirmos.
3e05100127	Se vocês virem um irmão ou uma irmã cristãos cometendo um pecado que não traz a morte, vocês devem orar e Deus dará a vida para aquele que pecou. A não ser que seja pecado que traga a morte. Há pecado que traz morte, e eu não estou dizendo que as pessoas deveriam orar por esse pecado.
3e05110051	Sim, tudo o que não é justo é pecado, mas há pecados que não trazem a morte.
3e05120085	Nós sabemos que aqueles que nasceram de Deus não vivem pecando; pois o Filho de Deus os protege e o diabo não pode lhes fazer mal.
3e05130052	Nós sabemos que pertencemos a Deus e que o mundo está sob o domínio do maligno.
3e051400f3	Também sabemos que o Filho de Deus veio e nos deu entendimento para que possamos reconhecer aquele que é verdadeiro. Nós vivemos unidos ao Deus verdadeiro e unidos também ao seu Filho Jesus Cristo. Ele é o Deus verdadeiro e a vida eterna.
3e05150035	Meus filhinhos, afastem-se da adoração aos ídolos!
3f00000007	2 João
3f010100b6	Esta carta é escrita pelo presbítero para a senhora escolhida e para os seus filhos, a quem eu verdadeiramente amo. Não apenas eu, mas todos os que conhecem a verdade amam vocês.
3f01020058	Nós os amamos por causa da verdade que permanece em nós e estará conosco para sempre.
3f0103007b	Que a graça, a misericórdia e a paz de Deus, o Pai, e de Jesus Cristo, seu Filho, continuem conosco na verdade e no amor!
3f01040081	Eu fiquei muito contente quando soube que alguns dos seus filhos estão no caminho da verdade, exatamente como o Pai nos ordenou.
3f01050093	E agora, querida senhora, eu lhe digo não como uma nova orientação, mas a mesma que tivemos desde o princípio, que devemos amar uns aos outros.
3f010600a8	E é isto que o amor é: nós devemos seguir os mandamentos de Deus. O mandamento, exatamente como vocês ouviram desde o princípio, é que vocês devem viver no amor.
3f010700c5	Eu estou lhes dizendo isso porque muitos farsantes têm se espalhado pelo mundo. Eles não aceitam que Jesus Cristo tenha vindo como um ser humano. Qualquer um desse tipo é enganador e anticristo.
3f0108008d	Cuidado para que vocês não percam o que nós trabalhamos tão duro para construir, e que vocês ganhem toda a recompensa que devem receber.
3f010900d7	Todos aqueles que se tornam extremistas e não continuam a seguir os ensinamentos de Cristo não têm Deus com eles. Aqueles que continuam a seguir os ensinamentos de Cristo têm tanto o Pai quanto o Filho com eles.
3f010a0090	Quando se aproximarem de vocês pessoas que não mostrem qualquer prova dos ensinamentos de Cristo, não acolham essas pessoas e nem as recebam,
3f010b0057	pois se vocês as incentivarem, também estarão tomando parte em seu trabalho maligno.
3f010c00b1	Eu ainda tinha muitas coisas para lhes dizer, mas não farei isso com papel e tinta, pois espero visitá-los e conversar com vocês pessoalmente. Como isso nos deixaria felizes!
3f010d0039	Os filhos da sua irmã escolhida lhes mandam saudações.
4000000007	3 João
400101005b	Esta carta é escrita pelo presbítero para Gaio, meu querido amigo, a quem amo de verdade.
4001020084	Meu amigo, eu oro, acima de tudo, para que você esteja indo bem e esteja com boa saúde, pois eu sei que está espiritualmente bem.
40010300a4	Eu fiquei contente quando alguns irmãos chegaram e me disseram sobre o seu comprometimento com a verdade e sobre como você continua a viver no caminho da verdade.
400104005a	Nada me deixa mais feliz do que ouvir como meus queridos amigos estão seguindo a verdade.
400105007b	Meu amigo, você mostra como é digno de confiança em seu trabalho ao cuidar dos irmãos, mesmo daqueles que não conhece.
4001060090	Eles falaram muito bem sobre o seu amor para toda a igreja daqui. Por favor, ajude essas pessoas em sua jornada, de uma forma que agrade a Deus,
4001070062	pois eles viajam em nome do Senhor, sem aceitar qualquer ajuda das pessoas que não creem em Deus.
400108005c	Nós devemos apoiá-los, para que possamos participar do seu trabalho de anunciar a verdade.
4001090074	Eu escrevi sobre isso para a igreja, mas Diótrefes, que gosta de estar no comando, recusa aceitar nossa autoridade.
40010a0132	Então, quando eu chegar aí, deixarei claro como ele está agindo. Ele está fazendo acusações maliciosas contra nós. E não satisfeito com isso, ele também se recusa a acolher quaisquer outros irmãos. Também não deixa que qualquer outra pessoa os receba e expulsa da igreja aqueles que os recebem.
40010b0088	Meu amigo, imite o que é bom, e não o que é mau. Aqueles que fazem o bem pertencem a Deus. Já os que fazem o mal não conhecem Deus.
40010c008b	Todos falam bem de Demétrio e até mesmo a verdade fala bem dele! Nós também falamos muito bem dele, e você sabe que falamos a verdade.
40010d004f	Ainda tenho muitas coisas para lhe contar, mas não quero fazer isso por carta.
40010e00db	Espero vê-lo muito em breve, para que possamos conversar pessoalmente. Que a paz esteja com você! Os amigos daqui mandam saudações para você. Por favor, cumprimente pessoalmente, por mim, cada um dos nossos amigos.
4100000005	Judas
41010100b2	Esta carta é escrita por Judas, servo de Jesus Cristo e irmão de Tiago. Estou escrevendo para aqueles que são chamados por Deus, o Pai, e que são protegidos por Jesus Cristo.
4101020057	Que a misericórdia, a paz e o amor aumentem cada vez mais em sua experiência cristã!
410103012c	Meus queridos amigos, eu já estava fazendo todo o possível para escrever para vocês a respeito da salvação que nós compartilhamos. Mas agora, eu preciso escrever urgentemente para encorajá-los a defender com entusiasmo a verdade sobre Deus, dada de uma vez por todas para o povo santo de Deus.
410104014a	Pois algumas pessoas estão silenciosamente se infiltrando entre vocês. Há muito tempo se escreveu sobre elas e sobre a sua condenação, pois são pessoas cruéis, que torcem a mensagem da graça de Deus, transformando-a em uma permissão para a imoralidade, enquanto também negam nosso único Soberano e Senhor, Jesus Cristo.
41010500b1	Mesmo que vocês já saibam disso, quero relembrá-los que, embora o Senhor tenha salvado o seu povo, levando-o para fora do Egito, depois, ele destruiu aqueles que não creram.
41010600df	Mesmo aqueles anjos que não estavam satisfeitos com as posições que Deus lhes tinha dado e que abandonaram o lugar onde moravam, foram colocados por Deus nas correntes eternas das trevas, até o grande Dia do Julgamento.
41010700cd	Exatamente da mesma maneira, Sodoma e Gomorra e as cidades próximas, que continuavam a praticar atos de imoralidade e de sexo pervertido se tornam exemplo daqueles que sofrem a punição pelo fogo eterno.
4101080070	Do mesmo modo, esses sonhadores poluem os seus corpos, desrespeitam a autoridade e insultam os seres celestiais.
41010900dd	Até mesmo o arcanjo Miguel, quando estava discutindo com o diabo sobre quem ficaria com o corpo de Moisés, não ousou condená-lo com palavras de difamação, mas, pelo contrário, disse: “Que o Senhor o repreenda!”
41010a0097	Mas, essas pessoas ridicularizam o que não entendem. E as coisas que elas entendem por instinto, como os animais irracionais, até nisso se corrompem.
41010b00b5	Ai delas! Pois essas pessoas seguem o caminho de Caim. Como Balaão e o seu erro, elas se entregaram à ganância. Da mesma maneira que Corá e a sua rebelião, elas se destruíram.
41010c015c	Essas pessoas arruinam as refeições feitas entre amigos, pois elas são pastores egoístas, que não têm o mínimo senso de vergonha; só se importam consigo mesmas. Elas são nuvens sopradas pelo vento, que não trazem nenhuma chuva. São como árvores sem folhas, que não produzem frutos, ou seja, duplamente mortas, arrancadas pelas raízes.
41010d0099	Elas são como as ondas violentas no oceano, espumando em sua própria desgraça. São estrelas falsas, perdidas para sempre na mais completa escuridão.
41010e00a7	Enoque, sete gerações depois de Adão, fez uma profecia quanto a essas pessoas: “Vejam! O Senhor está chegando, juntamente com milhares e milhares dos seus santos
41010f0091	para julgar a todos, para revelar todas as más ações que praticaram, e todas as coisas terríveis que pecadores hostis disseram contra ele.”
41011000ba	Eles estão sempre resmungando e se queixando sobre tudo. Seguem os seus próprios desejos perversos, falam orgulhosamente sobre si mesmos e bajulam os outros, por motivos interesseiros.
410111007d	Mas vocês, meus queridos amigos, por favor, lembrem-se do que os apóstolos lhes disseram sobre o nosso Senhor Jesus Cristo.
4101120085	Eles lhes explicaram que, nos últimos tempos, apareceriam pessoas que zombariam e que seguiriam os seus próprios desejos perversos.
4101130055	Elas causam divisões entre vocês. São pessoas do mundo, que não têm o Espírito.
