2800000005	Mateu
290e250089	Apoia s-turnã nãpoi, sh-lji aflã durnjinda sh-lji dzãsi a Petrului: “Simon ma dornji? Nu putush s-stai dishtiptat nitsi unã oarã?
290e260078	Armãnets dishtiptat sh-pãrãcãlsits-vã tsi s-nu intrats tu cãrteari. Duhlu easti etimu, ma truplu easti niputut.”
290e270040	S-dipãrtã nãpoi shi s-pãrãcãlsi dzãcãnda idhiili zboari.
290e28006b	Cãndu s-turnã, lã aflã nãpoi tu somn, cã ocljilji a lor eara greli sh-elji nu shtia tsi s-apãndisea.
290e2900a9	S-turnã di a treia oarã sh-lã dzãtsi a lor: “Ninga ma durnjits sh-vã discurmats. Agiundzi, vini oara! Ia, Hiljilu a omlui ma s-prida tu mãnjili a amãrtioshilor.
290e2a0046	Sculats-vã, s-ni dutsem. Ia, atselu tsi ma mi prida easti aproapi!”
290e2b00c7	Sh-tu atsea oarã, cãndu elu ninga ma grea, vini Iuda, un di doispridzatsilji, sh-cu nãsu unã multsãmi marã cu spãts sh-cu pãlenji, pitricut di mãrlji a preftsilor, di scriblji sh-di aushlji.
290e2c008e	Sh-elu tsi ma lu pridea lji avea datã a-lor un semn: “Atselu tsi va s-bashu, elu easti. Acãtsats-lu shi adutsets-lu cu mari cãshtigã.”
290e2d005c	Sh-cum agiumsi s-apruche trãoarã la nãsu sh-lji dzãsi: “Rabbi, Rabbi!” Sh-lu bãshe.
290e2e0038	Atumtsea elji bãgarã mãna pri nãsu sh-lu-acãtsarã.
290e2f0062	Un di atselji tsi s-alfa aclo, scoasi spata, agudi sclavlu a arhipreftului sh-lji tãlje ureaclja.
290e30005f	Sh-Isusul apãndisinda, lã dzãsi: “Avets vinit cu spãts sh-cu pãlenji tsi s-mi acãtsats?
290e31007f	Cathi dzuã earam namisa di voi tu templu nvitsãnda sh-voi nu mi acãtsat. Ma aestã s-fatsi tra si mplineascã Scriturili.”
290e320033	Atumtsea ucenitsilji lu alãsarã sh-fudzirã tuts.
290e330064	Sh-un tinir, tsi era anvãrtit cu un pãndzã pi truplu dispuljat ma lu urma, sh-elji lu acãtsarã.
290e340029	Elu u alãsã pãndza sh-fudzi dispuljat.
290e350069	Atumtsea elji lu dusirã Isusul la arhipreftlu iu s-adunarã mãrilji a preftsilor, aushlji shi scriblji.
290e36008a	Petrul lu urmã di diparti pãnã nãuntru tu pãlatlu a arhipreftului shi s-apunã aclo deadun cu vigljitorlji shi s-ncãldza ningã foc.
290e370068	Sh-mãrilji a preftsilor sh-tutã sinedrul cãfta mãrtirii contra al Isus s-lu vãtãma, ma nu ma afla.
290e38005d	Multsã oaminj fãtsea mãrtirii arãdioasã contra a lui, ma mãrtiriili a lor nu s-uidisea.
290e390051	Atumtsea niscãntsã si scularã sh-mãrtirsirã cu ilei contra a lui dzãcãnda:
290e3a00b2	“Noi lu avem avdzãtã cã tsi ari dzãsã: ‘Mini va lu aspargã aestu templu adratã cu mãnji, sh-di trei dzãli va s-adarã un altu tsi nu easti faptã di oamnjilji.’”
290e3b002f	Ma nits ti aestã mãrtiria a lor nu s-uidisea.
290e3c009b	Atumtsea si sculã arhipreftul namisa di cunvendã sh-lu ntribã Isusul dzãcãnda: “Nu apãndiseshti dip? Tsi ma mãrtirsescu aeshtã contra di tini?”
290e3d0087	Ma elu pãpsi sh-nu apãndisi dip. Arhipreftul nãpoi lu ntribã sh-lji dzãsi: “Tini eshti Hristolu, Hiljilu a Ghinicuvãntatlui?”
290e3e008b	Sh-Isusul dzãsi: “Mini escu. Sh-voi va lu videts Hiljilu a omlui apunat tu nandreapta a Puteariljei shi vininda cu norilji a tserlui.”
290e3f0059	Atumtsea arhipreftul, arupãnda stranjili dzãsi: “Tsi ananghi avem ti mãrtirioshilji?
290e40004d	Voi lu avdzãt blãstemlu, cum lu videts?” Sh-tuts lu giudicarã cu moarti.
290e41009c	Sh-niscãntsã ahurhirã s-lu scuchea, s-lji anvãlea fatsa, shi s-lu agudea cu shupleacã shi s-lji dzãtsea: “Prufitipsea!” Sh-vigljitorlji lu agudea.
290e42004c	Cãndu Petrul eara nghios tu ubor, vini un di huzmichearili a arhipreftului.
290e430074	Sh-cãndu vidzu Petrul tsi ma s-ncãldza, lu vidzu cu cãshtiga sh-lji dzãsi: “Sh-tini earai cu Isus Nazareas.”
290e44008e	Petrul alipidãnda dzãsi: “Nu lu cunoscu, sh-nu achicãsescu tsi dzãtsi.” Deapoea ishi nafoarã tu intrata a uborlui sh-cucotlu cãntã.
290e450069	Sh-huzmicheara vidzãnda nãpoi ahurhi s-lã greascã atsilor tsi eara aclo: “Aestu easti di nãshi.”
290e4600bb	Ma elu nãpoi u-ari alipidat. Sh-niheamã ma nãpoi oamnjili lji dzãsirã nãpoi a Petrului: “Dealihea tini eshti un di atselji, cã tini eshti Galilean sh-grearea a ta s-cunoashti.”
290e47005f	Ma elu ahurhi s-blastimã shi si spigiurã: “Mini nu lu cunoscu atselu om ti cai ma grits.”
290e4800e0	Sh-cucotlu cãntã di a doaua oarã. Atumtsea a Petrului lj-vini tu minti zborlu tsi Isusul lji avea dzãsã: “Ma nãinti tsi cucotlu s-cãntã di doauã ori, tini va mi aleapidz trei ori.” Sh-cum mindui aestã, plãmsi.
290f0100a3	Curund dimineatsa mãrilji a preftsilor cu aushilji, scriblji sh-tut Sinedriul fãtsea consiliu, u ligarã Isusul, lu dusirã nafoarã sh-lji-lu-deadirã al Pilat.
290f02006f	Sh-Pilatul lu ntribã: “Tini eshti amirãlu a Iudeilor?” Sh-elu apãndisinda lji dzãsi: “Tini dzãts!”
290f030048	Mãrilji a preftsilor lu acuza di multi lucri, ma elu nu apãndisea dip.
290f040064	Pilatul lu ntribã nãpoi dzãcãnda: “Nu apãndiseshti dip? Vedz ti cãti lucri ti acuzeascã!”
290f050039	Ma Isusul nu apãndisi dip, sh-Pilatul armasi ciudisitã.
290f060062	Tu cathi sãrbãtoari eara ca adet tsi sãlãghea a lor un hãpsãnit, caitsido tsi populu cãfta.
290f07007b	Sh-eara tu hapsi un om acljimatã Baraba, deadun cu sotsilji a lui rebilj, tsi avea faptã un vãtãmari la un ribiljusiri.
290f08005e	Sh-multsãmea, aurlãnda, ahurhi tsi s-caftã s-facã ashã cum avea faptã totãna cu nãshi.
290f090063	Iarã Pilatul lã apãndisi a lor dzãcãnda: “Vrets s-vã sãlãghescu amirãlu a Iudenjilor?”
290f0a0041	Cã lu shtia tsi mãrilji a preftsilor lu avea pridatã di inati.
290f0b0059	Ma mãrilji a preftsilor deadirã curaiu a multsãmiljei s-cãfta sãlãghirea al Baraba.
290f0c007a	Sh-Pilatul lo zborlu nãpoi sh-lã dzãsi a lor: “Tsi vrets s-fac cu atselu tsi voi lu acljimats amirãlu a Iudeilor?”
290f0d002a	Elji aurlarã nãpoi: “Crutsisits-lu!”
290f0e0074	Sh-Pilatul lã dzãsi a lor: “Ma tsi arãu ari faptã?” Atumtsea elji aurlarã sh-ma multu: “Crutsisits-lu?”
290f0f0099	Trã atsea Pilatul vrãnda s-lji arãsea a multsãmiljei, lã-u sãlãghi Baraba. Sh-dupã tsi zãpãlirã Isusul, lã-u deadir a lor tsi s-lu crutsisea.
290f10005f	Sh-suldatsilji lu-dusirã Isusul tu uborlu di nãuntru, tu pretorium sh-adunarã tutã cohorta.
290f11005b	Lu-nviscurã cu mitashi, lji mplãtirã unã cãruni di schinji sh-lji-u bãgarã pri capã
290f120055	Deapoea ahurhirã s-lu saluteascã, dzãcãnda: “Sãnãtati amirãlu a Iudeilor!”
290f13005d	Sh-lu agudea pristi capã cu un cãlam, lu scuchea sh-dzinucljinda dininti a lui, lu alãvda.
290f14007d	Dupã tsi arãsirã cu nãsu, lu disviscurã mitasha, lu nviscurã cu stranjili a lui, sh-lu scoasirã afoarã s-u crutsisea.
290f150084	Elji ursirã un cãlãtor, Simonul di Cirenea tsi s-turna dit agru, tatãlu al Alexandru sh-al Rufi, tsi s-lu tsãnea crutsea a lui.
290f160061	Deapoea lu dusirã Isusul tu loclu acljimatã Golgota, tsi va s-dzãcã “Loclu a Cafcãljei.”
290f17003c	Lji deadirã s-bea yinã misticat cu njirã, ma elu nu u lo.
290f180070	Sh-dupã tsi lu crutsisirã, lji pãrtsãrã stranjili a lui sh-arcarã soarti tsi s-shtia tsi va avea cathiunu.
290f190028	Eara oara a treia cãndu lu crutsisirã.
290f1a0071	Scritura tsi spunea itia a cãtiĝurisiriljei tsi eara bãgatã pristi nãsu dzãtsea: “Amirãlu a Iudeilor.”
290f1b005a	Deadun cu nãsu crutsisirã doi furi, un tu nandreapta a lui sh-alantu tu nastãnga a lui.
290f1c0048	[Ashã si mplini Scritura tsi dzãtsi: “Elu s-luguri cu urutsilji.”]
290f1d0087	Sh-atselji tsi tritsea atsia aproapi lu ngiura sh-giucãnda caplu, dzãtsea: “Tini tsi aspãrdzeai templu sh-lu adrai di trei dzãli,
290f1e0023	ascapã-ti sh-dipunã di crutsi.”
290f1f0087	Tutashã sh-mãrilji a preftsilor shi scriblji arãdãnda dzãtsea cu un alantu: “Alantsilji lã ascãpã, ma elu nu poati s-ascapã.
290f200097	Hristolu, amirãlu a Israelui, s-dipunã tora di crutsi tsi s-lu videm shi s-lu pistipsim.” Sh-atselji tsi eara crutsisit deadun cu nãsu, lu ngiura.
290f21005a	Deapoea cãndu vini a shasea oarã, ntuneariclu amvãli tut loclu pãnã la a noaua oarã.
290f2200a9	Sh-la oara a noaua Isusul aurlã cu boatsi analtã: “Eloi, Eloi lama sabacthani?”, tsi va s-dsãcã: “Dumnidzãlu a meu, Dumnidzãlu a meu cãtse mi ai alãsat?”
290f230065	Sh-niscãntsã di atselji di aproapi, cãndu avdzãrã, dzãsirã: “Ia, elu ma greashti al Ilia!”
290f2400c5	Atumtsea un di nãshi vini trãoarã mulje un sfungar tu puscã, sh-dupã tsi u bãgã tu un cãlami lji-u deadi s-bea, dzãcãnda: “Alãsats-lu, s-videm macã va yinã Ilia s-lu dipun nghios.”
290f250036	Ma Isusul cum featsi un sghileari mari deadi suflitlu.
290f26003a	Sh-velul tu templu s-disicã pi dau di nsus pãnã nghios.
290f27009e	Centurionul tsi stãtea nãinti al Isus, cãndu vidzu cã Isusul zghili ashã, sh-deadi suflitlu, dzãsi: “Dealihea aestu om eara Hiljilu a Dumnidzãlui!”
290f28009a	Atsia eara tutashã sh-muljerili tsi videa di diparti. Namisa di nãsi eara Maria Magdalena sh-Maria, muma a Iacovul atsel njiclu sh-al Iose, sh-Salomeia,
290f290083	tsi lu avea urmat sh-lji avea huzmitipsitã di cãndu eara tu Galile, eara sh-multi alti tsi avea vinit deadun cu elu tu Ieruzalem.
290f2a0053	Tora s-apruche seara, sh-eara Etimãsirea, tsi va s-dzãcã apirirea di Sãmbãtã,
290f2b008d	Iosif dit Arimatea, un consilier respectat, cai ashtipta amirãriljea a Dumnidzãlui, cu curaiu intrã la Pilatul shi cãftã truplu al Isus.
290f2c0070	Sh-Pilatul s-ciudisi tsi tora elu avea murit. Acljimã centurionlu sh-lu ntribã macã avea murit di mult chiro.
290f2d0044	Shi cum si siguripsi di centurionlu, lji lu alãsã truplu al Iosif.
290f2e00d4	Aestu, dupã tsi acumpãrã unã pãndzã, lu dipunã Isusul di crutsi, lu amvãrti cu pãndzã sh-lu bãgã tu un murmintu tsi erea disfapt tu cheatrã, deapoea arucuti un cheatrã dininti di usha a murmintului.
290f2f0040	Sh-Maria Magdalena sh-Maria, muma al Iose mutrea iu lu bãgarã.
291001007c	Cum tricu Sãmbãta, Maria Magdalena sh-Maria, muma al Iacov, sh-Salomea, acumpãrarã njurizmati s-nidzea s-aundzea Isusul.
291002006a	Dimineatsa tu prota dzuã a stãmãnãljei, multu curund, eali vinirã la murmintu cãndu ma isha soarili.
2910030062	Sh-dzãtsea namisa di nãsi: “Cai va nã-u arucuteascã cheatra di la intrarea a murmintului?”
291004005f	Ma cãndu scularã ocljilji, vidzurã cã cheatra eara arucutitã cu tutã cã eara multu mari.
2910050071	Intrarã la murmintu sh-vidzurã un tinir tsi eara apunat di nandreapta, nviscut cu albi, sh-armasirã aspãrati.
2910060096	Ma elu lã dzãsi a lor: “Nu vã aspãrats! Voi cãftats Isus Nazareanul tsi eara crutsisitã, elu s-nyie, nu easti aoa. Ia, loclu iu eara bãgatã.
2910070096	Tora imnats s-lã-dzãtsets a ucenitsilor a lui sh-a Petrului cã elu ma s-dutsi dininti di voi tu Galilea, aclo va lu videts ashã cum vã dzãsi.”
291008008d	Sh-eali ishirã trãoarã sh-fudzirã dit murmintu cã li acãtsã cutremburlu sh-ciudia, sh-nu lji-dzãsirã tsiva a vãrui cã avea fricã.
29100900ea	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) [Tora Isusul dupã tsi eara nyeat dimineatsa tu prota dzuã a stãmãnãljei, s-fãnipsi prota ali Marii Magdalena, di la cai avea aĝunit shapti demonji.
29100a004e	Ea s-dusi sh-lu spusi a lor tsi eara deadun cu nãsã tsi vãita sh-plãndzea.
29100b004e	Ma aeshtsã cãndu avdzãrã cã eara yiu shi s-vidzu di ea nu lu pistipsirã.
29100c005f	Dupã aesti lucri, s-fãnipsi tu unã altã formã a doilor di nãshi, tsi ma nidzea tu hoarã.
29100d004f	Sh-elji s-dusirã sh-lu spusirã la alantsi, ma nitsi aeshti nu lu pistipsirã.
29100e00c3	Tu soni s-fãnipsi a unsprãdzatsilor cãndu eara la measã sh-lji vãrghi trã nipistipsirea a lor sh-trã chitrisirea a inimãljei, cã nu avea pistipsitã la nãshi tsi lu avea vidzutã nyeat.
29100f0056	Deapoea lã dzãsi a lor: “Nidzets tu tutã lumea sh-predicats evanghelul a tutulor.
2910100072	Atselu tsi pistipseashti shi s-pãteadzi, va s-hibã ascãpat. Ma atselu tsi nu ari pistipsit va s-hibã giudicat.
2910110094	Aesti sãntu semnili tsi va s-urmeadzã atselji tsi va s-pistipseascã: tu numa a mea elji va li aĝuneascã demonjilji sh-va s-greascã limbi nali,
29101200a2	va li acatsã cu mãna nãpãrtsili, sh-macã va s-bea tsiva ti muriri, nu va s-facã tsiva arãu, va s-bagã mãnjili pi lãndzitslji sh-aeshti va s-vindicã.”
2910130062	Domnul Isus, dupã tsi lã gri a lor, si sculã tu tser shi s-apunã tu nandreapta a Dumnidzãlui.
2910140084	Deapoea elji fudzirã sh-predicarã iutsido, iarã Domnul lucra deadun cu nãshi sh-alihipsea zborlu cu seamnili tsi lu urma. Amin.]
3600000009	1 Timoteu
3601010091	Pavlul, apostul al Isus Hristos, cu dimãndãciunea al Dumnidzãu, Ascãpãtorlu a nostru, sh-al Domnu Isus Hristos, tsi easti nãdia a noastrã,
3601020089	al Timoteu, hiljilu a meu alihios tu pisti: Har, njilã sh-pace di la Dumnidzãlu Tatãl a nostru sh-di la Isus Hristos, Domnul a nostru.
360103009c	Ashã cum ti pãrãcãlsii cãndu mi nchisii cãtrã Machidunii, shedz tu Efes s-dimãndzã niscãntsã oaminji tsi s-nu nveatsã ma nvitsãturi arãdioasi,
36010400a0	s-nu ascultã mituluyii sh-ghenealoghii tsi nu au bitisiri, tsi facã ncãceari ma multu dicãt nãintirea a faptilor a Dumnidzãlui sh-tsi s-andoapir tu pisti.
3601050090	Nãetea aishtei dimãndãciuni easti vrearea di-la unã inimã curatã, di-la unã conshtintsã chischinã sh-di-la unã pisti fãrã ipucrizii.
360106004b	Niscãntsã, cara s-dipãrtarã di aesti lucri, s-turnarã la zboari goali.
3601070078	Elji vor s-hibã nvitsãtori a legiljei, ma nu aduchescu nitsi atseali tsi dzãc, nitsi atseali tsi spun cu sigurantsã.
3601080048	Sh-noi shtim cã legea easti bunã, macã omlu u foloseashti cum prindi.
36010900f9	Noi shtim, cã legea nu easti faptã ti ndreptul, ma ti atselji tsi ncalcã legea, trã-ribeljilji, trã atselji fãrã-dumnidzã, trã amãrtioshlji, trã nisãmtsãlji sh-lãvoshilji, trã atselji tsi vatãmã tatãl sh-muma, trã vãtãmãtorlji,
36010a00d1	trã curvarilji, trã homosexualjilji, trã arãchitorilji a oamnjilor, trã arãditorilji, trã atselji tsi ncalcu spigiurarea, sh-trã caitsido altu tsi easti contra a nvitsãturãljei atsiljei sãnãtoasã.
36010b0072	Aestã nvitsãturã easti dupã Evanghelul a mãririljei a ghinicuvãntatlui Dumnidzã tsi nji si pistipsi a njia.
36010c0081	Mini hãristisescu Hristolu Isus Domnul a nostru, tsi nji deadi fuchii, cã mi aflã axiu trã pistipsiri, sh-mi bãgã tu lucru.
36010d0095	Cu tutã cã cama nãniti earam blãstimãtor, avinãtor sh-tiran, Dumnidzãlu nji deadi njilã, cã li fãtseam di nishtirea sh-nipistipsirea a mea.
36010e0065	Harea a Domnului a nostru nji si deadi cu artirsiri deadun cu pistipsirea sh-vrearea tu Isus Hristos.
36010f008a	Aestu zbor easti pistipsit sh-axiu ti aprucheari didip: Hristolu Isus vini tu lumi ti ascãpari amãrtioshlji, di la cai mini escu protlu.
36011000d4	Trã atsea mi njiluii mini ca protlu a amãrtioshilor, tsi Isus Hristolu s-aspunã ma nãinti tu mini tutã arãvdarea a lui, tsi s-earam ca urnechi trã atselji tsi va s-pistipseascã tu nãsu trã bana eternã.
360111007e	Trã atsea a Amirãlui eternu, nimuritlu, nividzutlu, singurlu Dumnidzã, s-lji hibã tinjii sh-mãriri tu eta a etilor! Amen.
36011200a8	Ma ts-u pistipsescu aestã dimãndãciuni, hiljiu a meu Timote, dupã prufitipsirili tsi s-featsirã ma nãinti trã tini, tsi dupã atseali s-fatsã alumta atsea buna,
3601130061	tsãnãnda pistea sh-unã conshtintsã bunã. Niscãntsã alipidãnda, cãdzurã di pistea a lor.
3601140070	Di aeshti suntu Imeneu sh-Alexandrul, tsi mini lji pridedu tu mãnjili a Satanlui tsi s-nveatsã s-nu blastimã.
3602010076	Tsã fac rigeai nãinti di tuti, si s-facã spigiurari, rugãciunji, interviniri sh-hãristisiri trã tuts oaminjilji,
3602020096	trã amiradzlji sh-trã tuts atselji cai suntu tu puteari, tra s-putem s-tritsem unã banã arihãtipsitã sh-tu pace cu itsi dumnidzãsiri sh-tinjii.
360203004e	Aestã easti bunã sh-arisitã nãintea al Dumnidzãu, Ascãpãtorlu a nostru.
3602040050	Elu va tsi tuts oamnjilji si ascapã shi s-agiungã la cunushtearea a alihiljei.
3602050062	Un easti Dumnidzãlu, sh-un singur easti misitlu ntrã Dumnidzãlu sh-oamnjilji: Hristolu Isus om,
3602060050	tsi deadi bana ca arãscumpãrari trã tuts, ca mãrtirii tu chirolu tsi prindi.
3602070084	Trã atsea mini mi bãgarã predicãtor sh-apostul – dzãc alihea, nu arãd – nvitsãtor la pãngãnjilji tu pisti sh-tu alihea.
3602080075	Voi, tsi bãrbatslji s-pãrãcãlsescã iutsido, sculãnda mãnjili atseali curati, fãra nãriri sh-fãrã ngrãnji.
3602090099	Tutashã, voi tsi sh-muljerili si nveascã cu simplitati, cu tãpinii sh-cu tinjii, sh-nu cu cusitsi sh-cu furii, cu mãrgãritãri sh-cu stranji scumpi,
36020a0052	ma cu fapti buni, cum lã-au hari a muljerilor tsi suntu spigiurati la Dumnidzãu.
36020b003e	Muljearea s-nveatsã tu tãtseari, sh-cu sumbãgari trã tuti.
36020c006c	Mini nu u alasã muljearea tsi s-nveatsã, sh-nitsi s-aibã autoritati pristi bãrbatlu, ma si sta tãcutã.
36020d002f	Cã ma nãinti s-featsi Adamlu, sh-deapoea Eva.
36020e0043	Sh-nu s-arãsi Adamlu, ma muljearea s-arãsi sh-cãdzu tu amãrtii.
36020f0087	Cu tutã atsea ea va si-ascapã prit amintarea a cilimenjilor, macã ea va armãnã tu pisti, tu vreari sh-tu sãmtãtsiri cu tãpinii.
360301004d	Aestu zbor easti pistipsit: Macã vãrã va si s-facã episcop, lucru bun va.
3603020095	Lipseashti tsi episcoplu s-hibã fãrã cusuri, bãrbat a unei singur muljeari, mintimen, misurat, respectat, oaspitor, cãdãr s-nveatsã sh-altsã,
3603030085	s-nu hibã datã dupã yinlu, s-nu hibã violent, ma s-hibã arãvdãtor, s-nu hibã gindãvos, s-nu hibã tãmãchear a pãradzilor.
3603040076	Elu prindi s-hibã om tsi u nicuchireashti ghini casa a lui sh-prindi s-aibã cilimenjilji ursits sh-cu multu respect.
360305006d	Cã macã vãrã nu shtii s-nicuchireascã casa a lui, cum va s-aibã cãshtigã ti bisearica a Dumnidzãlui?
3603060081	Episcoplu s-nu hibã macãt-turnat tu pisti, tra s-nu lji creascã mintea shi s-cadã tu pozita a cãtãdzicãsiriljei a draclui.
3603070080	Elu prindi s-aibã mãrtirii bunã di la atselji di nafoarã, tsi s-nu cadã tu rushinari shi s-nu s-acatsã tu laclu a draclui.
360308008d	Tutashã diaconjili prindi s-hibã cu tinjii, nu cu doauã fãts, s-nu si s-da dup multu yin, s-nu hibã tãmãchear di amintatic ni-ndreptu.
3603090045	Elji prindi s-tsãnã cu conshtintsã curatã mistiryiul a pistiljei.
36030a0067	Aeshti si s-bãgã ma nãinti tu provã, deapoea s-facã huzmitipsirea a lor macã suntu fãrã cusuri.
36030b0054	Muljerili a lor s-hibã tinjisiti, nu munafitsi, ma misurati sh-pistimeni tu itsido.
36030c007e	Diaconjilji s-hibã bãrbatsilji a unei singur muljeari, s-lã nicuchireascã ghini cilmenjilji sh-alants oaminji ali fumelji.
36030d006d	Cã atselji tsi au faptã ghini diaconia, amintã numã bunã shi mari sigurantsã tu pistea al Isus Hristos.
36030e0048	Ma ts-li scriu aesti lucri cã am nãdii cã va yinã trãoarã la tini,
36030f00be	ma, ma mi amãnai, sã shtii cã cum oamnjilji prindi si s-poartã tu casa al Dumnidzãu, cã voi crishtinjilji hits bisearica a Dumnidzãlui atsilui yiulu, colona shi thimeljiu a alihiljei.
36031000ce	Shi fãrã shubei cã mistiryiul a pistiljei easti mari: Hristolu s-fãnirusi tu trup, s-ndriptã tu Duh, s-aspusi la anghilji, s-ghinihãbãrsi la pãngãnjilji, s-pistipsi tu lumi, s-anãltsã tu mãriri.
3604010092	Duhlu dzãtsi curat, cã tu chirolu di soni niscãntsã va u aleapidã pistea, sh-va urmeadzã duhurili arãdioasi shi nvitsãturili a demonjilor.
360402005e	Atselji nveatsã arãdearili cu ipucrizii, sh-au conshtintsã moartã, sh-arsã cu her ardios.
36040300b3	Elji va curmu nsurarea shi va s-vã urseascã s-nu mãcats niscãnti di mãcãrili tsi Dumnidzãlu adrã si s-ljea cu hãristisiri di atselji tsi pistipsescu shi l-cunoscu alihea.
3604040069	Cã itsi fãpturã a Dumnidzãlui easti bunã sh-tsiva nu easti ti arucari, macã s-ljea cu hãristisiri,
360405004b	cã easti sãmtsãsitã prit zborlu a Dumnidzãlui sh-prit pãrãcãlsirea.
36040600c0	Macã lã-li nvetsi aesti lucri a fratsilor sh-a surãrilor, tini va s-hii un huzmichear bun al Isus Hristos, hrãnit cu zboarili a pistiljei sh-a nvitsãturãljei atsiljei buni, tsi urmeshti.
3604070057	Dipãrteadzã-ti di pãrãvuliili zurliti sh-prufani, shi nveatsã-ti tu dumnidzãsiri,
3604080099	cã talimea a truplui easti ti putsãn chiro axiu, ma dumnidzãsirea easti axiu ti itsido, cã ari tãxirea a banãljei di tora sh-atsiljei tsi va yinã.
3604090037	Aestu zbor easti pistipsit sh-axiu di apruchiari didip.
36040a00a4	Trã-aestã, noi ma lucrãm multu shi alumtãm, cã avem nãdãit la Dumnidzãlu atsel yiulu, tsi easti Ascãpãtorlu a tuts oamnjilor, sh-ma multu a pistimenjilor.
36040b0027	Ursea aesti shi nvetsã-li aesti lucri.
36040c0096	Vãrã s-nu u atimuseascã tinireatsa a ta atsea noaua, ma fã-ti exemplu di pistimenji tu zbor, tu purtari, tu vreari, tu pisti sh-tu chischineatsã.
36040d006e	Bagã mintea la ghivãsirea discljisã a Scriturãljei, la urnipsirea shi la nvitsãturã pãnã s-yinã mini.
36040e0073	Nu lalasã dupã mãnã doara tsi ts-easti datã prit prufitipsiri, cu bãgarea a mãnjilor pri tini di-la aushlji.
36040f005e	Minduia-ti di aesti shi s-armãnji didip tu aesti, tsi nãintarea a ta s-hibã vidzut di tuts.
3604100085	Afirea-ti tini sh-nvitsãtura a ta, veaglji aesti lucri, cã, fãcãnda ashãtsi, va s-ascachi bana a ta shi atselji tsi ti ascultã.
3605010058	Nu vãrghea cu aspru un aush, ma urnipsea-lu ca tatãli a tãu, sh-ma tinirlji ca frats,
3605020036	moashili ca muma, fetili ca surãri cu chischineatsã.
3605030027	Tinjisea veduvili tsi suntu tu ananghi.
36050400da	Macã unã veduvã ari ficiori sh-nipots, aeshti s-nveatsã ma nãinti sã spunã dumnidzãsirea cãtrã atselji di casa a lor shi s-tinjiseascã pãrintsãlji a lor, cã aestã easti arãsitã nãintea a Dumnidzãlui.
3605050095	Shi atsea tsi easti dealihea veduvã sh-ari armasã singur, nãdãeashti la Dumnidzãlu shi armãni tu spigiurari shi tu rugãciunji noapti sh-dzuã.
360506004d	Iarã atsea tsi bãneadzã nifrãnat, cu tutã cã bãneadzã, easti moartã.
360507003b	Dimãndã-lã sh-aesti, tsi nitsiunã s-nu hibã cu cusuri.
360508009d	Macã vãrã nu s-cãshtigheadzi di oamnjilji a lui, sh-ma multu di atselji a casãljei a lui, elu u ari alipidat pistea shi easti ma arãu di un nipistimen.
360509008b	Unã veduvã si s-registreadzã tu lista a veduvilor, ma s-hibã nu ma noauã di shaidzãtsi di anji, shi s-aibã avutã un singur bãrbat.
36050a00db	Ea s-aibã mãrtirii trã fapti buni, tsi ari criscutã cilimenjilji a ljei, ari ashtiptatã xenjilji, ari aspilatã cicioarili a sãmtsãlor, ari agiutat niavutslji, shi easti puituitã dipriunã cu itsido lucru bunã.
36050b0083	Ma nu aproachi veduvili ma nali, cã, cãndu va si s-da dupã vrearili a lor, va s-arniseascã Hristolu sh-va caftã si s-mãritã.
36050c0042	Deapoea ljea pri nãsi giudicata, cã au ncãlcat pistea di prota.
36050d0079	Meti eali si nveatsã s-hibã timbeli imnãnda casã di casã, sh-nu mash timbeli, ma sh-dãrdãroasi zburãnda di geaba.
36050e00a6	Trã atsea, voi tsi veduvili atseali nali si s-mãritã, s-aibã cilimenji, si s-facã nicuchiri a cãsilor shi s-nu da a contrarlui vãrã itii trã greari ti arãu,
36050f0032	cã niscãnti tora s-turnarã s-urmeadzã Satanlu.
36051000ab	Macã vãrã pistimen ari veduvi trã cãshtigari, s-li agiutã shi s-nu si facã sartsinã a bisearicãljei, tsi bisearica s-poatã s-agiutã atseli tsi suntu tu ananghi.
360511009d	Aushilji tsi chiverniseascã ghini lucrili a bisearicãljei, si s-tinjiseascã di doauã ori, ma multu atselji tsi s-apustusescu cu predicari sh-cu nvitsari.
3605120088	Cã Scritura dzãtsi: “Nu lji leagã gura a boului cãndu alunseashti tu grãnar,” shi: “Lucrutorlu u ari cu dhichi paga a lui.”
3605130054	Nu aproachi nitsi unã acuzã contra un aush, mash cãndu ari doi icã trei martiri.
360514005f	Iarã atselji tsi amãrtisescu vãrghea-lji nãintea a tutulor, tsi sh-alantsãlji s-au fricã.
36051500b6	Mini ti spigiurã nãintea a Dumnidzãlui, al Hristos Isus sh-a anghiljilor atsilor aleptsã, tsi s-li fatsã aesti dimãndãciuni fãrã pri-giudicari, shi nu fã tsiva cu hãtãri.
360516008d	Nu aĝunjiseati s-badzã mãnjili la varã tsi su numeshti trã huzmitipsiri shi nu ti fã urtac tu amãrtiili altsilor. Veaglji-ti chischin!
360517005f	Nu bea mash apã, ma ljea putsãn yin di stomaclu a tãu sh-di lãngoarili a tali atseli multi.
360518007b	La niscãntsã oaminji amãrtiili s-veadã lishor sh-imnã nãintea a lor tu giudicatã, iarã la altsã s-veadã ma napoi.
