280000000e	ՄԱՏԹԷՈՍ
3c040400d2	Անոնք տարօրինակ կը սեպեն, որ դուք չէք սուրար իրենց հետ դէպի նոյն անառակութեան ծայրայեղութիւնը, ու կը հայհոյեն ձեզի:
3c0405007a	Անոնք հաշիւ պիտի տան անո՛ր՝ որ պատրաստ է դատել ողջերն ու մեռելները.
3c040600f3	քանի որ սա՛ նպատակով մեռելներո՛ւն ալ աւետարանուեցաւ, որպէսզի դատուին մարմինով՝ մարդոց համեմատ, իսկ ապրին հոգիով՝ Աստուծոյ համաձայն:
3c040700a2	Սակայն ամէն բանի վախճանը մօտեցած է. ուրեմն խոհե՛մ եղէք, եւ արթո՛ւն կեցէք՝ աղօթելու համար:
3c040800b7	Ամէն բանէ առաջ՝ ջերմեռա՛նդ սէր ունեցէք իրարու հանդէպ. որովհետեւ սէրը կը ծածկէ մեղքերու բազմութիւնը:
3c04090056	Հիւրասէ՛ր եղէք իրարու հանդէպ՝ առանց տրտնջելու:
3c040a00d9	Քանի ձեզմէ իւրաքանչիւրը ստացած է շնորհ մը, սպասարկեցէ՛ք զայն իրարու՝ Աստուծոյ բազմազան շնորհքին բարի տնտեսներուն պէս:
3c040b01b3	Եթէ մէկը խօսի, թող խօսի Աստուծոյ պատգամներուն պէս. եթէ մէկը սպասարկէ, թող սպասարկէ Աստուծոյ հայթայթած ոյժին համեմատ. որպէսզի ամէն բանի մէջ Աստուած փառաւորուի Յիսուս Քրիստոսի միջոցով, որուն կը պատկանին փառքն ու զօրութիւնը դարէ դար՝՝: Ամէն:
3c040c00dd	Սիրելինե՛ր, տարօրինակ մի՛ սեպէք այն փորձութեան հրդեհը, որ կ՚ըլլայ ձեզ փորձելու համար, որպէս թէ օտար բան մը կը պատահի ձեզի:
3c040d00ed	Հապա ուրախացէ՛ք՝ քանի որ կը հաղորդակցիք Քրիստոսի չարչարանքներուն, որպէսզի անոր փառքի յայտնութեան ատենն ալ ուրախանաք ցնծութեամբ:
3c040e0148	Եթէ նախատուիք Քրիստոսի անունին համար՝ երանելի՜ էք, որովհետեւ փառքի (ու զօրութեան) եւ Աստուծոյ Հոգին հանգչած է ձեր վրայ. արդարեւ ան կը հայհոյուի անոնցմէ, բայց կը փառաւորուի ձեզմէ՝՝:
3c040f00a6	Ձեզմէ ո՛չ մէկը թող չարչարուի իբր մարդասպան, կամ գող, կամ չարագործ, կամ իբր ուրիշին միջամուխ:
3c0410009e	Սակայն եթէ չարչարուի իբր քրիստոնեայ՝ թող չամչնայ, հապա թող փառաւորէ Աստուած այս մասին:
3c04110113	Որովհետեւ ատենը եկած է՝ որ դատաստանը սկսի Աստուծոյ տունէն: Ու եթէ նախ սկսի մեզմէ, հապա ի՞նչ պիտի ըլլայ վախճանը անոնց՝ որ չեն անսար Աստուծոյ աւետարանին:
3c0412007c	Եթէ արդարը հազիւ կը փրկուի, ի՞նչ պիտի ըլլան՝՝ ամբարիշտն ու մեղաւորը:
3c041300ee	Հետեւաբար, անոնք որ կը չարչարուին Աստուծոյ կամքին համաձայն, բարիք գործելով թող աւանդեն իրենց անձերը անոր՝ իբր հաւատարիմ Արարիչին:
3c05010104	Կը յորդորեմ ձեր մէջ եղող երէցները, ե՛ս ալ ըլլալով երէց իրենց պէս, Քրիստոսի չարչարանքներուն վկայ, նաեւ հաղորդակից այն փառքին՝ որ պիտի յայտնուի.-
3c05020104	հովուեցէ՛ք Աստուծոյ հօտը՝ որ ձեր մէջ է, տեսուչ ըլլալով՝ ո՛չ թէ հարկադրաբար, հապա՝ կամովին. ո՛չ թէ ամօթալի շահախնդրութեամբ, հապա՝ յօժարութեամբ.
3c05030068	ո՛չ ալ տիրապետելով թեմին վրայ, հապա՝ տիպար ըլլալով հօտին.
3c0504006c	ու երբ Հովուապետը երեւնայ, պիտի ստանաք փառքի անթառամ պսակը:
3c05050158	Նմանապէս դո՛ւք, դեռատինե՛ր, հպատակեցէ՛ք տարեցներուն: Բոլորդ իրարու հպատակելով՝ խոնարհութի՛ւն հագէք. որովհետեւ «Աստուած կ՚ընդդիմանայ ամբարտաւաններուն, բայց շնորհք կու տայ խոնարհներուն»:
3c0506008f	Ուրեմն խոնարհեցէ՛ք Աստուծոյ հզօր ձեռքին տակ, որպէսզի ժամանակին բարձրացնէ ձեզ:
3c0507006a	Ձեր ամէն հոգը ձգեցէ՛ք անոր վրայ, որովհետեւ ան կը հոգայ ձեզ:
3c050800c2	Զգա՛ստ եղէք, արթո՛ւն կեցէք. որովհետեւ ձեր ոսոխը՝ Չարախօսը՝ կը շրջի մռնչող առիւծի պէս, փնտռելով թէ ո՛վ կլլէ:
3c050900c0	Դիմադրեցէ՛ք անոր՝ ամուր հաւատքով, գիտնալով թէ ձեր եղբայրնե՛րն ալ աշխարհի մէջ կը կրեն նոյն չարչարանքները:
3c050a014e	Եւ ամէն շնորհքի Աստուածը, որ իր յաւիտենական փառքին կանչեց մեզ Քրիստոս Յիսուսի միջոցով, ձեզ կատարեալ պիտի ընէ, ամրացնէ, ուժովցնէ եւ անսասան հիմերու վրայ դնէ, երբ չարչարուիք քիչ մը ատեն:
3c050b0053	Իրե՛ն են փառքը եւ զօրութիւնը դարէ դար՝՝: Ամէն:
3c050c013d	Սիղուանոսի միջոցով, որ՝ ինչպէս կը սեպեմ՝ հաւատարիմ եղբայր մըն է, գրեցի ձեզի համառօտաբար, յորդորելով ու վկայելով թէ ա՛յս է Աստուծոյ ճշմարիտ շնորհքը, որուն մէջ հաստատ կեցած էք:
3c050d009e	Կը բարեւէ ձեզ Բաբելոնի մէջ եղած եկեղեցին, որ ընտրուած է ձեզի հետ, նաեւ Մարկոս՝ իմ որդիս:
3c050e00a9	Բարեւեցէ՛ք զիրար սիրոյ համբոյրով: Խաղաղութի՜ւն ձեր բոլորին՝ որ Քրիստոս Յիսուսի մէջ էք: Ամէն:
3d0000001d	ԵՐԿՐՈՐԴ ՊԵՏՐՈՍԻ
3d01010120	Սիմոն Պետրոս, ծառայ եւ առաքեալ Յիսուս Քրիստոսի, անոնց՝ որոնց վիճակուած է նոյն պատուական հաւատքը մեզի հետ, Աստուծոյ ու մեր Փրկիչ Յիսուս Քրիստոսի արդարութեամբ.
3d0102009b	շնորհք եւ խաղաղութիւն թող շատնան ձեր վրայ Աստուծոյ եւ մեր Տէրոջ՝ Յիսուսի ճանաչումով:
3d01030117	Արդարեւ իր աստուածային զօրութիւնը պարգեւեց մեզի ամէն ինչ՝ որ կը վերաբերի կեանքի ու բարեպաշտութեան, ճանչցնելով ա՛ն՝ որ կանչեց մեզ փառքի եւ առաքինութեան:
3d01040149	Ասոնցմով ամենամեծ ու պատուական խոստումներ պարգեւուած են մեզի, որպէսզի անոնցմով հաղորդակցիք աստուածային բնութեան՝ փախչելով ապականութենէն, որ ցանկութենէն յառաջացած է աշխարհի մէջ:
3d010500d0	Ասոր համար ալ՝ ամբողջ փութաջանութեամբ աւելցուցէ՛ք ձեր հաւատքին վրայ առաքինութիւն, առաքինութեան վրայ՝ գիտութիւն,
3d010600bb	գիտութեան վրայ՝ ժուժկալութիւն, ժուժկալութեան վրայ՝ համբերութիւն, համբերութեան վրայ՝ բարեպաշտութիւն,
3d0107007e	բարեպաշտութեան վրայ՝ եղբայրսիրութիւն, ու եղբայրսիրութեան վրայ՝ սէր:
3d010800db	Որովհետեւ եթէ այս բաները ըլլան ձեր մէջ եւ աւելնան, անգործ ու անպտուղ չեն ըներ ձեզ մեր Տէրոջ՝ Յիսուս Քրիստոսի ճանաչումով:
3d010900b2	Բայց ա՛ն՝ որուն մէջ այս բաները չկան՝ կոյր է, կարճատես, եւ մոռցած է իր հին մեղքերէն մաքրուած ըլլալը:
3d010a00e7	Ուստի, եղբայրնե՛ր, առաւելապէս ջանացէ՛ք՝ որ հաստատէք ձեր կոչումն ու ընտրութիւնը, որովհետեւ ասիկա ընելով՝ բնա՛ւ պիտի չսայթաքիք.
3d010b00e7	արդարեւ ա՛յսպէս է որ ճոխութեամբ պիտի հայթայթուի ձեզի մեր Տէրոջ ու Փրկիչին՝ Յիսուս Քրիստոսի յաւիտենական թագաւորութեան մուտքը:
3d010c00cf	Ուստի երբեք անհոգ պիտի չըլլամ միշտ յիշեցնելու ձեզի այս բաները, թէպէտ գիտէք եւ ամրացած էք ներկայ ճշմարտութեան մէջ:
3d010d0098	Իրաւացի կը համարեմ, այնքան ատեն որ այս մարմինին մէջ եմ, յիշեցնելով ձեզ արթուն պահել,
3d010e00a5	գիտնալով թէ շուտով պիտի լքեմ այս մարմինս, ինչպէս մեր Տէրը՝ Յիսուս Քրիստոս բացայայտեց ինծի:
3d010f0085	Ուստի պիտի ջանամ որ միշտ յիշէք այս բաները՝ այս աշխարհէն մեկնելէս ետքն ալ:
3d0110012a	Արդարեւ մենք չհետեւեցանք յերիւրածոյ առասպելներու, երբ գիտցուցինք ձեզի մեր Տէրոջ՝ Յիսուս Քրիստոսի զօրութիւնն ու գալուստը, հապա ականատես եղանք անոր մեծափառութեան:
3d0111010d	Որովհետեւ ինք պատիւ եւ փառք ստացաւ Հայր Աստուծմէ, երբ այն մեծավայելուչ փառքէն այսպիսի ձայն մը եկաւ իրեն. «Ա՛յս է իմ սիրելի Որդիս՝ որուն ես հաճեցայ»:
3d01120089	Ու մենք լսեցինք երկինքէն եկած այս ձայնը, երբ անոր հետ էինք սուրբ լերան վրայ:
3d01130156	Նաեւ ունինք մարգարէական խօսքը՝ որ աւելի հաստատուն է, ու նպաստաւոր է՝՝ ուշադիր ըլլալ անոր, որպէս թէ մութ տեղը լուսաւորող ճրագի մը, մինչեւ որ օրը լուսնայ եւ արուսեակը ծագի ձեր սիրտերուն մէջ:
3d0114009b	Բայց նախ սա՛ գիտցէք՝ թէ Գիրքերուն ո՛չ մէկ Մարգարէութիւնը ունի իր յատուկ մեկնութիւնը.
3d011500e6	որովհետեւ Մարգարէութիւնը երբեք չտրուեցաւ մարդոց կամքին համաձայն, հապա Աստուծոյ սուրբ մարդիկը խօսեցան՝ մղուած Սո՛ւրբ Հոգիէն:
3d0201018f	Բայց նաեւ սուտ մարգարէներ կային ժողովուրդին մէջ, ինչպէս ձեր մէջ ալ պիտի ըլլան սուտ վարդապետներ, որոնք գաղտնի պիտի ներմուծեն կորստաբեր հերձուածներ, եւ ուրանալով զիրենք գնող Տէրը՝ արագահաս կորուստ պիտի բերեն իրենց վրայ:
3d020200c0	Շատեր պիտի հետեւին անոնց կորստաբեր ճամբաներուն՝՝, եւ անոնց պատճառով ճշմարտութեան ճամբան պիտի հայհոյուի:
3d0203010b	Անոնք ագահութեամբ ու շինծու խօսքերով պիտի շահագործեն ձեզ. սակայն անոնց դատաստանը՝ վաղուց պատրաստ ըլլալով՝ անգործ չէ, եւ անոնց կորուստը չի մրափեր:
3d020400f4	Արդարեւ Աստուած չխնայեց մեղանչած հրեշտակներուն, հապա նետեց տարտարոսը ու մատնեց մթութեան կապանքներուն՝ դատաստանի վերապահելու համար:
3d020500f2	Նաեւ չխնայեց նախկին աշխարհին. բայց պահեց Նոյը՝ ութերորդ անձը, արդարութեան քարոզիչը, երբ ջրհեղեղը բերաւ ամբարիշտներու աշխարհին վրայ:
3d020600db	Մոխիրի վերածելով Սոդոմի ու Գոմորի քաղաքները՝ դատապարտեց զանոնք կործանումով, եւ օրինակ դարձուց յետագայ ամբարիշտներուն.
3d0207007f	սակայն ազատեց արդար Ղովտը, որ ընկճուած էր անօրէններուն շուայտ վարքէն:
3d020800cb	(Որովհետեւ անոնց մէջ բնակող այդ արդարը, տեսնելով ու լսելով անոնց անօրէն գործերը, օրէ օր կը տանջէր իր արդար անձը:)
3d020900bd	Տէրը գիտէ բարեպաշտները ազատել փորձութենէ, եւ անարդարները վերապահել դատաստանի օրուան՝ պատուհասի համար.
3d020a0133	մա՛նաւանդ անոնք՝ որ կ՚ընթանան մարմինի ետեւէն՝ պղծութեան ցանկութեամբ, ու կ՚արհամարհեն տէրութիւնը: Յանդուգն եւ ինքնահաւան ըլլալով՝ չեն դողար փառաւորներուն հայհոյելով,
3d020b00e6	մինչդեռ հրեշտակները՝ որ անոնցմէ աւելի մեծ են ոյժով ու կարողութեամբ՝ Տէրոջ առջեւ հայհոյալից դատավճիռ չեն արձակեր՝՝ անոնց դէմ:
3d020c0131	Իսկ ասոնք կը հայհոյեն իրենց չգիտցած բաները. սակայն բնութեան անբան կենդանիներուն պէս, (որոնք եղած են որսի եւ ապականութեան համար,) պիտի ապականին իրե՛նց ապականութեան մէջ,
3d020d0140	ստանալով անիրաւութեան վարձատրութիւնը: Ասոնք ցերեկուան մէջ եղած հեշտանքը հաճոյք կը համարեն: Բիծ ու արատ են, զուարճանալով իրենց խաբէութիւններով՝ մինչ խրախճանք կ՚ընեն ձեզի հետ:
3d020e0101	Շնութեամբ լի աչքեր ունին, որոնք երբեք չեն դադրիր մեղանչելէ՝ խաբելով անհաստատ անձերը: Ագահութեան վարժուած սիրտ ունին, եւ անիծեալ զաւակներ են:
3d020f00b5	Ուղիղ ճամբան ձգելով մոլորեցան՝ հետեւելով Բէովրեան Բաղաամի ճամբային, որ սիրեց անիրաւութեան վարձքը.
3d021000d7	բայց կշտամբուեցաւ իր օրինազանցութեան համար, երբ մունջ էշը՝ խօսելով մարդկային ձայնով՝ արգիլեց մարգարէին անմտութիւնը:
3d021100ba	Ասոնք անջուր աղբիւրներ են, ու փոթորիկէն քշուած ամպեր, որոնց վերապահուած է խաւարին մթութիւնը յաւիտեան:
3d0212012a	Քանի որ երբ կը խօսին ունայնութեան յոխորտաբանութիւններ, մարմինի ցանկութիւններով, ցոփութիւններով կը խաբեն անո՛նք՝ որ հազիւ փախեր էին մոլորութեան մէջ ընթացողներէն:
3d021300eb	Ազատութիւն կը խոստանան անոնց, մինչդեռ իրե՛նք ստրուկներ են ապականութեան. որովհետեւ մէկը ինչ բանէ որ պարտուի, ստրուկ կ՚ըլլայ անոր:
3d02140154	Արդարեւ եթէ իրենք, փախչելէ ետք աշխարհի պղծութիւններէն՝ Տէր ու Փրկիչ Յիսուս Քրիստոսի ճանաչումով, դարձեալ կաշկանդուին ու պարտուին անոնցմէ, իրենց վախճանը աւելի գէշ կ՚ըլլայ առաջին վիճակէն:
3d02150102	Որովհետեւ աւելի լաւ կ՚ըլլար իրենց՝ որ բնա՛ւ չգիտնային արդարութեան ճամբան, քան թէ՝ գիտնալէ ետք՝ հեռանային իրենց աւանդուած սուրբ պատուիրանէն:
3d021600e3	Սակայն իրենց պատահեցաւ ինչ որ ճշմարիտ առակը կ՚ըսէ. «Շունը կը վերադառնայ իր փսխածին, ու լուացուած խոզը՝ ցեխին մէջ թաւալելու»:
3d030100c9	Սիրելինե՛ր, այս երկրորդ նամակն է որ կը գրեմ ձեզի: Երկուքին մէջ ալ՝ յիշեցնելով արթուն կը պահեմ ձեր անկեղծ միտքը,
3d030200d4	որպէսզի յիշէք սուրբ մարգարէներուն նախապէս ըսած խօսքերը, նաեւ մեր՝ այսինքն Տէրոջ ու Փրկիչին առաքեալներուն պատուէրը:
3d030300cc	Նախ սա՛ գիտցէք՝ թէ վերջին օրերը պիտի գան ծաղրողներ, որոնք պիտի ընթանան իրենց սեփական ցանկութիւններուն համաձայն
3d03040100	եւ պիտի ըսեն. «Ո՞ւր է անոր գալուստին խոստումը, որովհետեւ հայրերուն ննջելէն ի վեր՝ ամէն բան կը մնայ ա՛յնպէս, ինչպէս որ էր արարչութեան սկիզբը»:
3d030500f6	Քանի որ անոնք կ՚ուզեն սա՛ թաքուն պահել, թէ երկինք վաղուց կար Աստուծոյ խօսքով, ու երկիր միասին կանգուն էր՝ ջուրերէն եւ ջուրերուն մէջտեղ:
3d0306005c	Անո՛վ կորսուեցաւ այն ատենուան աշխարհը՝ ջրհեղեղով:
3d03070107	Իսկ երկինքն ու երկիրը որ կան հիմա՝ պահեստի դրուած են նո՛յն խօսքով, վերապահուած կրակի համար՝ մինչեւ դատաստանին եւ ամբարիշտ մարդոց կորուստին օրը:
3d030800e8	Բայց, սիրելինե՛ր, սա՛ մէ՛կ բանը թող թաքուն չմնայ ձեզմէ, թէ Տէրոջ քով՝ մէկ օրը հազար տարուան պէս է, ու հազար տարին՝ մէկ օրուան պէս:
3d03090158	Տէրը չի յապաղիր իր խոստումը գործադրելու մէջ, ինչպէս ոմանք յապաղած կը համարեն, հապա՝ համբերատար է մեզի հանդէպ. որովհետեւ կը փափաքի որ ո՛չ մէկը կորսուի, հապա՝ բոլորը ընդունին ապաշխարութիւնը:
3d030a011f	Սակայն Տէրոջ օրը պիտի գայ գողի պէս: Այդ ատեն երկինքը պիտի անցնի շառաչիւնով, տարրերը բռնկելով պիտի անջատուին, իսկ երկիրը եւ անոր մէջ եղող գործերը պիտի այրուին:
3d030b00c9	Ուրեմն, քանի որ այս բոլոր բաները պիտի լուծուին, ինչպիսի՞ մարդիկ պէտք է ըլլաք՝ սուրբ վարքով ու բարեպաշտութեամբ,
3d030c00ce	սպասելով եւ փութալով Աստուծոյ օրուան գալուստին, երբ հրավառ երկինքը պիտի լուծուի, ու տարրերը բռնկելով պիտի հալին:
3d030d00cc	Սակայն մենք՝ իր խոստումին համաձայն՝ կը սպասենք նոր երկինքի մը եւ նոր երկրի մը, որոնց մէջ արդարութի՛ւնը կը բնակի:
3d030e00a9	Ուստի, սիրելինե՛ր, սպասելով ասոնց՝ փութացէ՛ք որ ան գտնէ ձեզ խաղաղութեան մէջ, անբիծ եւ անարատ.
3d030f00e2	փրկութի՛ւն համարեցէք մեր Տէրոջ համբերատարութիւնը, ինչպէս մեր սիրելի եղբայրը՝ Պօղոս ալ գրեց ձեզի, իրեն տրուած իմաստութեամբ:
3d0310015e	Բոլոր նամակներուն մէջ ալ կը խօսի այս բաներուն մասին. անոնց մէջ կան քանի մը դժուարիմաց խօսքեր, որ տգէտներն ու անհաստատները կը խեղաթիւրեն՝ ինչպէս միւս Գիրքերն ալ՝ իրենց սեփական կորուստին համար:
3d031100e8	Ուրեմն դո՛ւք, սիրելինե՛ր, կանխաւ գիտնալով այս բաները, զգուշացէ՛ք որ չիյնաք ձեր ամրութենէն՝ տարուած անօրէններուն մոլորութենէն:
3d031200ec	Հապա աճեցէ՛ք շնորհքով, եւ մեր Տէրոջ ու Փրկիչին՝ Յիսուս Քրիստոսի գիտութեամբ: Անոր փա՜ռք թէ՛ հիմա, թէ՛ մինչեւ յաւիտենական օրը: Ամէն:
3e0000001f	ԱՌԱՋԻՆ ՅՈՎՀԱՆՆՈՒ
3e010100cc	Կեանքի Խօսքին մասին - որ սկիզբէն էր, որ մենք լսեցինք, որ մեր աչքերով տեսանք, որ դիտեցինք ու մեր ձեռքերը շօշափեցին.
3e0102010b	(արդարեւ կեանքը յայտնուեցաւ, մենք տեսանք զայն, եւ կը վկայենք ու կը պատմենք ձեզի այդ յաւիտենական կեանքին մասին, որ Հօրը քով էր եւ յայտնուեցաւ մեզի.) -
3e01030119	ինչ որ տեսանք ու լսեցինք՝ կը պատմենք ձեզի, որպէսզի դո՛ւք ալ հաղորդութիւն ունենաք մեզի հետ: Մեր հաղորդութիւնը Հօրը հետ է, եւ իր Որդիին՝ Յիսուս Քրիստոսի հետ:
3e01040071	Կը գրենք ձեզի այս բաները, որպէսզի ձեր ուրախութիւնը լման ըլլայ:
3e010500be	Եւ սա՛ է այն պատգամը՝ որ լսեցինք իրմէ ու կը հաղորդենք ձեզի, թէ Աստուած լոյս է, եւ անոր մէջ բնաւ խաւար չկայ:
3e010600d4	Եթէ ըսենք. «Մենք հաղորդութիւն ունինք անոր հետ», սակայն խաւարի մէջ ընթանանք, կը ստենք ու չենք կիրարկեր ճշմարտութիւնը:
3e01070110	Իսկ եթէ լոյսի մէջ ընթանանք, ինչպէս ան լոյսի մէջ է, հաղորդութիւն կ՚ունենանք իրարու հետ, եւ անոր Որդիին՝ Յիսուս Քրիստոսի արիւնը կը մաքրէ մեզ ամէն մեղքէ:
3e01080096	Եթէ ըսենք. «Մենք մեղք մը չունինք», կը խաբենք մենք մեզ, ու ճշմարտութիւն չկայ մեր մէջ:
3e010900ce	Իսկ եթէ խոստովանինք մեր մեղքերը, ան հաւատարիմ եւ արդար է՝ ներելու մեր մեղքերը, ու մաքրելու մեզ ամէն անիրաւութենէ:
3e010a0096	Եթէ ըսենք. «Մենք մեղանչած չենք», ստախօս կը նկատենք՝՝ զայն, եւ անոր խօսքը մեր մէջ չէ:
3e020100eb	Որդեակնե՛րս, կը գրեմ ձեզի այս բաները՝ որպէսզի չմեղանչէք. իսկ եթէ մէկը մեղանչէ, Հօրը քով ունինք Բարեխօս մը՝ Յիսուս Քրիստոս արդարը:
3e02020098	Ա՛ն է մեր մեղքերուն քաւութիւնը. եւ ո՛չ միայն մեր, այլ նաեւ ամբողջ աշխարհի մեղքերուն:
3e0203007c	Եթէ պահենք անոր պատուիրանները, ասո՛վ կը գիտնանք թէ կը ճանչնանք զայն:
3e020400c1	Ո՛վ որ կ՚ըսէ. «Ես կը ճանչնամ զայն», բայց չի պահեր անոր պատուիրանները, ստախօս է, եւ իր մէջ ճշմարտութիւն չկայ:
3e020500bd	Բայց ո՛վ որ կը պահէ անոր խօսքը, Աստուծոյ սէրը ի՛րապէս կատարեալ է իր մէջ. ասո՛վ կը գիտնանք թէ անոր մէջ ենք:
3e02060094	Ո՛վ որ կ՚ըսէ թէ կը բնակի անոր մէջ, պարտաւոր է ընթանալ ա՛յնպէս՝ ինչպէս ա՛ն ընթացաւ:
3e02070102	Եղբայրնե՛ր, կը գրեմ ձեզի ո՛չ թէ նոր պատուիրան մը, հապա հին պատուիրան մը՝ որ սկիզբէն ունէիք: Հին պատուիրանը այն խօսքն է՝ որ դուք սկիզբէն լսեցիք:
3e020800ec	Դարձեալ՝ կը գրեմ ձեզի նոր պատուիրան մը, որ ճշմարիտ է անոր մէջ եւ ձեր մէջ. որովհետեւ խաւարը կ՚անցնի ու ճշմարիտ լոյսը արդէն կը փայլի:
3e0209007c	Ա՛ն որ կ՚ըսէ թէ լոյսի մէջ է եւ կ՚ատէ իր եղբայրը, տակաւին խաւարի մէջ է:
3e020a0087	Ա՛ն որ կը սիրէ իր եղբայրը, կը բնակի լոյսի մէջ, ու գայթակղութիւն չկայ իր մէջ:
3e020b00ed	Բայց ա՛ն որ կ՚ատէ իր եղբայրը՝ խաւարի մէջ է, խաւարի մէջ կը քալէ եւ չի գիտեր թէ ո՛ւր կ՚երթայ, որովհետեւ խաւարը կուրցուցած է իր աչքերը:
3e020c0099	Կը գրեմ ձեզի, որդեակնե՛ր, որովհետեւ ձեր մեղքերը ներուած են ձեզի՝ անոր անունին համար:
3e020d00e0	Կը գրեմ ձեզի, հայրե՛ր, որովհետեւ դուք ճանչցաք ա՛ն՝ որ սկիզբէն է: Կը գրեմ ձեզի, երիտասարդնե՛ր, որովհետեւ դուք յաղթեցիք Չարին:
3e020e0190	Գրեցի ձեզի, զաւակնե՛ր, որովհետեւ դուք ճանչցաք Հայրը: Գրեցի ձեզի, հայրե՛ր, որովհետեւ դուք ճանչցաք ա՛ն՝ որ սկիզբէն է: Գրեցի ձեզի, երիտասարդնե՛ր, որովհետեւ դուք ուժեղ էք, եւ Աստուծոյ խօսքը կը բնակի ձեր մէջ, ու յաղթեցիք Չարին:
3e020f0053	Մի՛ սիրէք աշխարհը, ո՛չ ալ ինչ որ աշխարհի մէջ է:
3e0210015d	Եթէ մէկը կը սիրէ աշխարհը, Հօրը սէրը չկայ իր մէջ. որովհետեւ ամէն ինչ որ աշխարհի մէջ է՝ մարմինի ցանկութիւնը, աչքերու ցանկութիւնը եւ այս կեանքին ամբարտաւանութիւնը՝ Հօրմէն չէ, հապա այս աշխարհէն է:
3e021100b4	Աշխա՛րհն ալ կ՚անցնի, անոր ցանկութիւնն ալ. բայց ա՛ն որ կը գործադրէ Աստուծոյ կամքը՝ կը մնայ յաւիտեան:
3e021200ce	Զաւակնե՛ր, վերջին ժամն է. եւ ինչպէս լսեցիք թէ Նեռը պիտի գայ, արդէ՛ն շատ նեռեր կան. ատկէ կը գիտնանք թէ վերջին ժամն է:
3e02130117	Անոնք մեր մէջէն ելան, բայց մեզմէ չէին. որովհետեւ եթէ ըլլային մեզմէ, կը մնային մեզի հետ: Բայց մեզմէ ելան, որպէսզի բացայայտուի թէ անոնք բոլորն ալ մեզմէ չէին:
3e02140062	Սակայն դուք օծութիւն ունիք Սուրբէն, ու գիտէք ամէն բան:
3e021500c9	Չգրեցի ձեզի՝ որպէս թէ չէք գիտեր ճշմարտութիւնը, հապա՝ որովհետեւ գիտէ՛ք զայն, եւ քանի որ սուտը ճշմարտութենէն չէ:
3e021600ba	Ո՞վ է ստախօսը, եթէ ոչ ա՛ն՝ որ կ՚ուրանայ թէ Յիսուս՝ Քրիստո՛սն է. նեռը ա՛ն է՝ որ կ՚ուրանայ Հայրն ու Որդին:
3e021700af	Ո՛վ որ կ՚ուրանայ Որդին, անիկա Հա՛յրն ալ չունի. (բայց ա՛ն որ կը դաւանի Որդին, անիկա Հա՛յրն ալ ունի:)
3e021800f4	Ուրեմն ի՛նչ որ լսեցիք սկիզբէն՝ թող բնակի ձեր մէջ. եթէ ձեր մէջ բնակի ի՛նչ որ սկիզբէն լսեցիք, դո՛ւք ալ պիտի բնակիք Որդիին մէջ ու Հօրը մէջ:
3e0219007f	Եւ սա՛ է այն խոստումը՝ որ ինք տուաւ ձեզի, այսինքն՝ յաւիտենական կեանքը:
3e021a005d	Գրեցի ձեզի այս բաները՝ ձեզ մոլորեցնողներուն համար:
3e021b0187	Այն օծութիւնը որ ստացաք իրմէ՝ կը բնակի ձեր մէջ. ուստի պէտք չկայ որ մէկը սորվեցնէ ձեզի: Իսկ քանի որ այդ նոյն օծութիւնը կը սորվեցնէ ձեզի ամէն բան, ու ճշմարիտ է եւ ո՛չ թէ սուտ, ի՛ր մէջ բնակեցէք՝ ի՛նչպէս ան սորվեցուց ձեզի:
3e021c00ec	Ուրեմն հիմա, որդեակնե՛ր, բնակեցէ՛ք իր մէջ, որպէսզի երբ ինք երեւնայ՝ համարձակութիւն ունենանք, ու չամչնանք իրմէ իր գալուստին ատենը:
3e021d008f	Եթէ գիտէք թէ ինք արդար է, կ՚ըմբռնէք թէ ո՛վ որ արդարութիւն կը գործէ՝ իրմէ ծնած է:
3e030100fd	Տեսէ՛ք թէ Հայրը ինչպիսի՜ սէր շնորհեց մեզի, որպէսզի մենք Աստուծոյ զաւակներ կոչուինք. ուստի աշխարհը չի ճանչնար մեզ, որովհետեւ չճանչցաւ զինք:
3e0302014f	Սիրելինե՛ր, հիմա մենք Աստուծոյ զաւակներն ենք, եւ տակաւին բացայայտ չէ թէ ի՛նչ պիտի ըլլանք. բայց գիտենք թէ երբ ինք երեւնայ՝ իրեն պէս պիտի ըլլանք, որովհետեւ պիտի տեսնենք զինք՝ ինչպէս որ է:
3e03030087	Ո՛վ որ այս յոյսը ունի անոր վրայ, կը մաքրագործէ ինքզինք՝ ինչպէս ան մաքուր է:
3e03040095	Ո՛վ որ մեղք կը գործէ՝ կը գործէ նաեւ անօրէնութիւն, եւ բո՛ւն մեղքը՝ անօրէնութիւնն է:
3e0305008d	Եւ գիտէք թէ ան յայտնուեցաւ՝ որպէսզի քաւէ մեր մեղքերը. բայց անոր մէջ մեղք չկայ:
3e0306009c	Ո՛վ որ կը բնակի անոր մէջ՝ չի մեղանչեր. ո՛վ որ մեղանչէ, տեսած չէ զայն ու ճանչցած չէ զայն:
3e030700ac	Որդեակնե՛ր, ո՛չ մէկը թող մոլորեցնէ ձեզ. ո՛վ որ արդարութիւն կը գործէ՝ արդար է, ինչպէս ան արդար է:
