2a00000005	Lucas
2a0d1900de	Y pur o batu e quer terelare chalado andré, y pandado a bundal, sangue sinareis abrí, y os chitareis á araquerar á la bundal, penando: Erañó, pendrabanos: y ó os rudelará, penando: Na chanelo duque sinelais sangue:
2a0d1a0065	Entonces os chibareis á penar: Anglal de tucue jamemos y piyemos, y andré amares masqueres bedaste.
2a0d1b0060	Y os penará: Na chanelo duque sangue sinelais: Chalaos de mangue sares os curadores e choripen.
2a0d1c00b3	Oté sinará o orabar, y o nacicar de danias, pur dicareis á Abraham, y á Isaac, y á Jacob, y á sares os Prophetas andré o chim de Debél, y sangue sinelais bucharados abrí.
2a0d1d007d	Y abillarán de Boctaro, y de Occidente, y de Aquilón, y de Austro, y se bestelarán á la mensalle andré o chim de Debél.
2a0d1e0071	Y he acoi que sinelan segritones, junos sos sinarán brotobores, y que brotobores, junos sos sinarán segritones.
2a0d1f008d	Ocona matejo chibes se bigoreáron á ó yeques Phariseyes, y le penáron: Sicobelatucue de acoi, y chatucue, presas Herodes te camela marar.
2a0d200094	Y les penó: Chalad, y penad á ocola rubasuncha, que menda bucharelo bengues, y chibelo lacho achibes y tasáta, y al trincho chibes sinelo chichi.
2a0d21007f	Tami jomte, que menda pirele achibes, y tasáta, y aver chibes: Presas n’astis que yeque Propheta merele abrí de Jerusalém.
2a0d2200ee	Jerusalém, Jerusalém, sos marelas á os Prophetas, y bucharélas barias á junos sos sinelan bichabados á tucue, ¿quantas begais camelé catanar tires chabores, sasta a cañi desqueres chiricles ostely desquerias alas, y na camelaste.
2a0d2300d8	He acoi que á tucue sinará mequelada bi sueti tiro quer. Y á tucue penelo que na diquelarás mangue butér, disde que abilleli o chiros, pur penelais: Majarificable sinele ó sos abillele andré o nao e Erañoró.
2a0e01007e	Y anacó que chalando Jesus yeque Canché andré o quer de yeque es Phariseyes bares á jamar manro, junos le sinaban dicando.
2a0e02003d	Y he acoi manu nasalo de la pani-salipen sinaba anglal de ó.
2a0e03006f	Y Jesus chamuliando a os Chandés e Eschastra, y os Phariseyes, les penó: ¿Astis chibar lacho andré Canché?
2a0e040051	Tami junos sonsi beláron: O entonces le ustiló, le chibó lacho, y le bichabó.
2a0e05009a	Y les rudeló y penó: ¿Coin de sangue, sos dicando desquero gel, ó desquero buru perado andré fufu, na le sicobele yescotria andré chibes de Canché?
2a0e060029	Y na les astis rudelar á oconas buchias.
2a0e07008d	Y dicando tambien sasta os araquerados á os jachipenes orotaban as brotoborias bestes á la mensalle, les chamulió yeque parabola, y penó:
2a0e080098	Pur sináres araquerado á romandiñapenes, na besteles tucue andré la brotobori beste, que na sinele que oté haya yeque pachibelado butér que tucue.
2a0e090095	Y que abillele ó sos araqueró á tucue, y á ó, y penele: Din a beste á ocona, y que entonces tereles á ustilar a segritona beste sat verguenza.
2a0e0a00f6	Tami pur sinares araquerado, chal, y bestelatucue andré a beste segritona; somia que pur abillele ó sos tucue araqueró, penele: monro, costuna opré butér. Andiar sinarás pachibelado anglal de os sares sos sinaren sa’ tucue á la mensalle.
2a0e0b006a	Presas saro ó, sos se ardiñela, sinará bucharado ostely: y ó sos se chibela ostely, sinará ardiñado.
2a0e0c010d	Y penaba tambien á ó sos le habia araquerado: Pur díñelas jachipen, ó cena, na araqueles á tires monres, na á tires plalores, ni á tiri rati, ni á tires vecines balbales, que na sinele que junos araquelen á tucue, andré desqueri begai, y poquinelen á tucue.
2a0e0d0053	Tami pur querelas jachipen, araquera á os chorores, lisiados, langues y perpentes.
2a0e0e0080	Y sinarás majarado, presas na terelan con que poquinar tucue: Tami tucue se poquinará pur se costunarán os laches de meripen.
2a0e0f007f	Pur yeque de junos sos jamelaban á la mensalle juneló ocono, le penó: Majarado ó sos jamará manro andré o chim de Debél.
2a0e100043	Y ó peno: Elabel queró jachipen bari, y araqueró á baribustres.
2a0e11008f	Y pur bigoreó a ocana e jachipen, bichabó yeque de desqueres lacrés á penar á os araquerados, que abillasen, presas saro sinaba aparejado.
2a0e1200a4	Y os sares, sasta yeque, se chibáron á excusarse; O brotobo le penó: He quinado sosi, y mangue jomte chalar dicarla: tucue manguelo, que mangue tereles excusado.
2a0e13007b	Y penó aver: He quinado pansch yuntas de gorués, y camelo chalar a probarlas: tucue manguelo que mangue tereles excusado.
2a0e14004a	Y penó aver: He romandiñado romi, y andiar menda n’astis chalar aotar.
2a0e150110	Y limbidiando o lacró, diñó floja á desquero Erañó de ocono saro. Entonces ululé o batico e quer, penó al lacró: Sicobelatucue yescotria á os masquerés, y a las ulichas e foros, y lanelamangue acoi os sares chororés, y lisiados, y chindes, y langues alachares.
2a0e16004f	Y penó o lacró: Erañó, sinela querdi, sasta lo penaste, y aun lugar sinela.
2a0e170081	Y penó o Erañó al lacró: Chal á os drunes, y á os cercanes, y querelalos con sila abillar, somia que se perele minrio quer.
2a0e180061	Penelo á tucue, que cayque de ocolas manuces, sos sináron araquerados, jamará minrio jachipen.
2a0e19003e	Y baribustri sueti chalaba con ó, y limbidiandose, les penó:
2a0e1a00b2	Si yeque abillela á mangue, y camela desquero batu, y dai, y romi, y chabores, y plalores, y péndchias, y aun tambien desqueri chipen, n’astis que sinele discipulo de mangue.
2a0e1b007d	Y ó sos na lliguerela desqueri trijul opré as varandias, y abillela palal de mangue, n’astis que sinele discipulo minrio.
2a0e1c0090	¿Presas coin de sangue camelando querelar yeque quer baro, brotoboro bestelandose, na jinela a jayere necesaria, chanelando que jomte acabarla?
2a0e1d0084	Que na sinele que despues de chitar a bar brotobori, y na asilando acabar, os sares sos lo diquelen, se chibelen á girelarse de ó,
2a0e1e0040	Penando: Ocona manu se chibó á querelar, y na le astis acabar.
2a0e1f00ba	¿O que Crallis camelando chalar á chingarar contra Crallis aver, gres, bestelandose na penchabela, si le astis sat deque mil manuces querelar jero contra ó sos abillela sat bisch mil?
2a0e200060	De aver beda, pur o aver aun sinela dur, bichabela desqueri embajada, manguelandole lias de paz.
2a0e210076	Pues andiar saro yeque de sangue, sos na bucharela de ó sari buchi que terela, n’astis le sinelar minrio discipulo.
2a0e22005c	Lachi sinela la lon. Tami si á la lon nicobelan desquero sabor, ¿con qué sinará alonada?
2a0e230079	Na sinela lachi, ni somia a jolili, ni somia a groñi: Tami la chibáron abrí. Coin terela canes de junelar, que junele.
2a0f01003a	Y abilláron a ó os Publicanes y os chores somia junelar.
2a0f020071	Y os Phariseyes, y os Libanés chumasquerelaron, penando: Ocona paillo ustilela á os chores, y jalela sat junos.
2a0f030028	Y les chamulió yeque parabola, penando;
2a0f0400cc	¿Coin enré sangue sinela o manu, sos terela cien brajias, y si se najabela yeque braji, na mequela as noventa y nu averes andré os bures, y chala orotar a braji sos se habia najabado, disde alacharlá?
2a0f05004f	Y despues de alacharla, l’ustilela opré desquerias varandias, y se alendela.
2a0f06009c	Y abillando al quer araquerela á desqueres panáles, y sunparáles, penando: Diñeladmangue o parabien, presas he alachado a brají, sos se habia najabado.
2a0f0700ae	Sangue penelo, que andiar sinará butér plazer andré o Charos opré yeque chor sos quereláre penitencia, que opré noventa y nu laches, sos na terelan menester penitencia.
2a0f08009e	¿O que romi sos terela deque chulís, si se najabela yeque chuli, na urdiflela o dendesquero, y julabela o quer, y orotela a chuli emposunó disde alacharla.
2a0f090094	Y despues de alacharla, catanela as monrias, y sunparálas, y penela: Diñeladmangue o parabien, presas he alachado a chulí, sos se habia najabado.
2a0f0a006e	Andiar sangue penelo, que sinará plazer anglal es majares de Un-debél por yeque chor sos querela penitencia.
2a0f0b0023	Y penó: Manu tereló dui chabores:
2a0f0c0073	Y o mas chinoro penó á desquero batu: Batico, dinme a aricata e baji, sos ha de sinar minri, y le diño sun baji.
2a0f0d00ab	Y frimes chibeses despues, catanando o mas chinoro saro desquero parné, se chaló á aver chim baribustrias millas, y oté najabó saro o parne, vivisarando sasta dinelo.
2a0f0e0062	Y pur terelaba bucharado o saro, abilló boquis bari andré ocola chim, y ya na tereló que jalar.
2a0f0f0075	Y chaló, y se binó lacró de yeque busno de ocola chim, sos le bichabó a desquero posuno á guardiserar balichés.
2a0f10005e	Y camelaba perelarse o trupos de los bobes que os baliches jamelaban; y cayque se los diñaba.
2a0f1100b1	Tami limbidiando al lacho e jeró, penó: ¡Quantos curadores sinelan andré o quer de minrio batusch, sos terelan manro de sobrauncho, tami menda acoi sinelo merando de boquis.
2a0f120072	Mangue ardiñelaré, y chalaré al batusch, y le penaré: Batu, he querdi grecos contra o Tarpe y anglal de tucue;
2a0f130063	Ya na sinelo cabalico de sinar araquerado tun chaboro: querelame lacró, sasta sinelan os paillés.
2a0f1400b5	Y se ardiñeló, y se chaló orotar sun batu. Y sasta aun sinaba dur baribu, sun batu le dicó, y le tereló canrea, y chaló najando, y l’ustiló al querlo, y le diñó chumendi.
2a0f150080	Y o chabo penó: Batu, he querdi grecos contra Un-debél y anglal de tucue: ya na sinelo cabalico de sinar araquerado tun chabo.
2a0f16009e	Tami o batu penó a desqueres lacrés: Lanelad acoi os coneles mas laches, y chiteladle, y le chibelad l’angustro andré a bas, y tirajaisch en os pindrés:
2a0f170051	Y lanelad goruy chinoro chudcho, y tasabeladlo, y jalemos, y querelemos jachipen.
2a0f180085	Presas se meró minrio chabo, y terela chipen de nuevo: sinaba najabado, y acana sinela alachado. Y se chibáron querelar a jachipen.
2a0f190060	Y o chabo mas baro sínaba abrí, y pur abilló sunparal al quer, juneló as singas y o giyabar:
2a0f1a0041	Y araqueró á yeque es lacrés: y le puchabó qué sinaba ocolo.
2a0f1b0078	Y o lacró le penó: Ha abillado tiro plal, y tiro batu ha tasabado goruy chinoro chudcho, presas en chipen ha abillado.
2a0f1c0063	Tami ó sinaba ululé, y na camelaba chalar andré; tami sicobandose o batu, se chibó á mangarle.
2a0f1d00db	Y rudeló á desquero batusch, y penó: He acoi tantas berjis he sinado randiñando para tucue, y nunca he querdi contra tirias vardas, y nunca me has diñado yeque bruñita somia jalarla féteménte sat minres panales.
2a0f1e007d	Tami pur abilló ocona tun chabo, sos terela gastisarado desquero parné sat lumiacas, le has tasabado goruy chinoro chudcho.
2a0f1f006a	Entonces le penó desquero batusch: Chaboro, deltó sinelas con-a-mangue, y o saro sos terelo sinela tiro.
2a0f200091	Tami sinaba mistos querelar jachipen, y alendarnos, presas se meró tun plal, y terela chipen de nuevo; sinaba najabado, y acana sinela alachado.
2a100100a0	Y penaba tambien á desqueres discipules: Sinaba manu balbalo, sos terelaba queresquero; y ocona sinaba acusado anglal de ó, de haber nicobado desquero parné.
2a100200a3	Y le araqueró, y le penó: ¿Que sinela ma junelo penar de tucue? din pista de tiri queresqueria: presas acana n’astis que sineles queresquero de mangue butér.
2a100300a3	Entonces penó o queresquero andré sí: ¿Que querelaré, presas minrio Erañó ustilela de mangue a queresqueria? Cavar na terelo silas, mangar terelo verguenza.
2a10040075	Chanelo ma me jomte querelar, somia que pur sinare nicobada a queresqueria, ustilelen mangue andré desqueres queres.
2a1005007d	Araqueró pues á cata yeque es deudores de desquero erañoró, y penó al brotoro: ¿Quanto debisarelas á minrio Erañoró?
2a10060074	Y ocona le rudeló: Cien pigotes de ampio: y le penó: Ustilela tiro por: y bestelate yescotria, y libana cinquenta.
2a10070085	Despues penó á aver: ¿Y tucue quanto debisarelas? Y ó rudeló: Cien melales de gi. Penó: Ustilela tiri papiri, y libana ochenta.
2a10080097	Y loó ó erañó al queresquero choro, presas queró saro cuerdamente: presas os chai de ocona gré chanelan butér andré su beda, que os chai e dut.
2a10090083	Menda sangue penelo: Que quereleis monres es manchines e choripen; somia que pur perareis, ustilelen sangue andré eternos querés.
2a100a0092	O sos sinelo lacho andré o mendesquero, lo sinela tambien andré o mas baro; o sos sinela choro andré frimi, tambien sinela choro andré baribu.
2a100b0060	Pues si andré manchines chores na sinasteis fieles: ¿coin á sangue fiará ma sinelo chirdino.
2a100c0058	Y si na sinasteis fieles andré ma de aver: ¿ma sinela jire coin á sangue lo diñará.
2a100d00c2	Ningun lacró astisarela servir á dui erañés: presas el ó na camelará á yeque, y camelará al aver: ó a ocona bigorelará, y al aver despreciará: n’astis servir á Debél, y al jayere.
2a100e0057	Tami os Phariseyes, sos sinaban cascañés, junelando sarias oconas buchias, girelaban.
2a100f00be	Y les penó: Sangue sinelais junos sos os binelais por laches anglal es manuces: Tami Debél: pincharela jires carles: presas ma os manuces terelan por udscho, sinela choro anglal de Debél.
2a1010007c	A Eschastra, y os Prophetas disde Juan: desde entonces sinela pucanado o chim de Debél: y os sares querelan sila contra ó.
2a1011004e	Buchi facil butér najarse o Charos y a pu, que perar yeque buchi e Eschastra.
2a10120097	Saro manu sos mequela desqueri romi, y ustilela aver, querela adulterio, y tambien ó sos se romandiñela con la sos bucharó o rom, querela adulterio.
2a10130073	Sinaba manu balbalo, sos se vistió de lalané y de bostan lacho, lacho: y cata chibes terelaba jachipenes jucales.
2a10140058	Y sinaba oté yeque choro hetó Lazaro, sos yacia al bundal e balbalo; perdo de merdés.
2a1015009e	Camelando marar sun boquis de las bedoras, que peraban de la mensalle e balbalo, y cayque se las diñaba, tami abillaban os chuqueles, y le lamian as merdés.
2a1016009a	Y anacó que pur meró ocola chororo lo lligueráron os Manfarieles al chepo de Abraham. Y meró tambien o balbalo, y sinaba bucharado andré benguistano.
2a1017007c	Y ardiñelando as aquias, pur sinaba andré os jacháres, diqueló de muy dur á Abraham, y á Lazaro andré desquero chepo:
2a101800d3	Y ó, á gole, gole, penó: Batico Abraham, terela canrea de mangue: y bichabela á Lazaro, que mojisarele o vuque de sun angusti en pani, somia jilar á minri chipe, presas sinelo jurepenado andré ocona yaque.
2a101900a3	Y Abraham le penó: Chaboro: terela en fácho, que ustilaste o lacho andré tun chipen, y Lazaro bastardo: pues acana terela ó acoi paratató, y tucue jurepénes.
2a101a009b	Fuera de que sinela butron baro entré amangue y sangue; de manera que junos sos camelaren nacar de acoi á sangue, n’astisarelan, ni de oté nacar acoi.
2a101b004a	Y penó: Pues te manguelo, batu, que lo bichobeles al quer de minrio batu.
2a101c0088	Presas terelo pansch plalores, somia que les díñele machiria, que na sinele que abillelen junos tambien a ocona sosimbo de jurepénes.
2a101d0046	Y Abraham le rudeló: Terelan á Moyses y á os Prophetas: junelenlos.
2a101e0068	Tami o aver penó: Nanai, Dada Abraham; tami si yeque es mules chalare á junos, querelarán penitencia.
2a101f0089	Y Abraham le penó: Si na junelan á Moyses y á os Prophetas: tampoco pachibelarán á yeque, aun pur se ardiñelare de enré os mulés.
2a11010073	Y penó á desqueres discipules: N’astis, que na abillelen escandales: ¡Tami ysna de ocola, por coin abillelén!
2a1102008c	Fetér le sinaria, que le chibasen al querlo bar de asia y le bucharasen andré o moros, que querelar escandalo á yeque de oconas chinores.
2a11030070	Diquelad por sangue: si querelare grecos tiro plal contra tucue, corrigele: y si querelare penitencia, ertinale.
2a1104008d	Y si querelare grecos contra tucue efta begais al chibes, y efta begais al chibes se limbidiare á tucue, penando: He querdi choro, ertinale.
2a1105003b	Y penáron os Apostoles al Erañó: Din amangue fé butér.
2a110600a5	Y penó o Érañó: Si terelareis fé, sasta yeque grano de mostaza, y penelareis á ocona moral: Despandate de raiz, y chibelate oté andré o moros: lo querelará.
2a110700a5	¿Y coin de sangue terelando yeque lacró, sos randiñela, ó garabela as brajias, pur limbidiela del bur, le penela: Chatucue yescotria, y bestelate á la mensalle?
2a11080080	Y na le penela gres: Chitelame de jamar, y chitelate á servirme, o chiros que jamelo y piyelo; que despues jamarás y piyarás?
2a11090056	¿Pre baji se debisarelan garapatias á ocola lacró presas ocona querela ma le penó?
2a110a00b3	Penchabelo que nanai. Andiar tambien sangue, pur querelareis sarias as buchias que á sangue sinelan penadas, penad: Lacrés sinamos inutiles: Ma debisaramos querelar, querelemos.
2a110b0052	Y anacó que chalando ó á Jerusalém, nacó por medio de Samaria, y de Galiléa.
2a110c0064	Y chalando andré yeque gau, chaláron abrí á ó deque manuces zarapiosos, sos se paráron de dur.
2a110d0045	Y diñaron goles, penando: Jesus duquendio, terela canrea de amangue.
2a110e0081	O pur dicó junos, penó: Chalad, somia diquelen sangue os erajais. Y anacó, que o chiros que chalaban, sináron chibados lacho.
2a110f0074	Y yeque de junos, pur dicó que habia sinado chibado lacho, limbidió diñando chimusolano á Debél á goles bares.
2a11100062	Y se bucharó en chiquen, á os pindrés de Jesus, diñando garapatias: y ocona sinaba Samaritano.
2a11110078	Y rudeló Jesus, y penó: ¿Pre baji na sinelan deque junos sos sináron chibados lacho? ¿Y os nu averes duque sinelan?
2a11120056	¿Na sinaba yeque sos limbidiase, y diñase chimusolano á Debél, sino ocana gringó?
2a11130045	Y le penó: Costunatucue, chatucue, que tiri fé te ha chibado lacho.
2a11140089	Y puchabandole os Phariseyes: ¿Pur abillará o chim de Debél? les rudeló, y penó: O chim de Debél na abillará sat simache de abrí;
2a11150057	Ni penelarán: helo acoi, o helo oté: presas o chim de Debél sinela andré de sangue.
2a1116007b	Y penó á desqueres discipules: Abillarán chibeses, pur camelareis dicar yeque chibes e Chaboro e Manu, y na lo dicareis.
2a1117005d	Y sangue penarán: Diqueladle acoi, y diqueladle oté. Na cameleis chalar, ni le plastañeis.
2a111800bc	Presas sasta o maluno, sos diñelando dut andré a region ostely e Charos, voltisarela desde la yeque disde la aver aricata; andiar tambien sinará o Chaboro e manu andré desquero chibes.
2a11190052	Tami jomte brotoboro que ó padezca baribu, y que sinele reprobado de ocona sueti.
2a111a0066	Y sasta sinaba andré os chibeses de Noé, andiar tambien sinará andré os chibeses e Chaboro e manu.
2a111b00a1	Jamaban, y piyaban: os manuces ustilaban romias, y as cadchias romes disde o chibes pur Noé chaló andré á Jestari; y abilló a pani bari, y mulabó á sares.
2a111c0087	Andiarmatejo sasta sinaba andré os chibeses de Lot; jamaban, y piyaban; quinaban, y binaban; chitaban carschtas, y querelaban querés.
2a111d0064	Y o chibes, que chaló Lot abrí de Sodoma, peró yaque y azufre de o Charos, y os marabó á sares.
2a111e0042	Andiar sinará o chibes, pur se mequelará dicar o Chaboro e manu.
2a111f00c0	André ocola ocana o sos sinare opré o tejado, y terelare desqueres coneles andré o quer, na chale ostely á ustilarlos, y ó sos sinare andré o ortalame, andiar matejo na limbidiele palal.
2a11200020	Terelad en fácho a romi de Lot.
2a11210059	O saro sos camelare salvar sun chipen, la najabará; y ó sos la najabará, la alachará.
2a11220076	Sangue penelo, que andré ocola rachi dui sinarán andré yeque cheripen, yéque sinará ustilado, y o aver mequelado.
2a112300a6	Dui cadchias sinarán nacicando andré a asia catanias; yeque sinará ustilada, a aver mequelada: dui andré l’ortalame; yeque sinará ustilado, y o aver mequelado.
2a1124002d	Rudeláron, y le penáron: ¿Anduque Erañó?
2a1125004d	Y ó les penó: Duque sináre o trupos, oté tambien se catanaran as aguilas.
2a12010051	Y les penaba tambien ocona parabola: que jomte manguelar gayere, y na desfalecer,
2a1202006d	Penando: Sinaba yeque Barander andré foros, sos na darañaba á Un-debél, ni querelaba bajin á manu yeque;
2a1203006d	Y sinaba andré o matejo foros piuli, sos abillaba á ó y le penaba: Querelame justicia de minrio daschmanu.
2a12040084	Y ó pre baribu chiros na camelaba. Tami despues de ocono penó andré sí: Aunque ni darañelo á Debél, ni á manu querelo bajin;
2a1205008b	Todavia, presas ocona piuli sinela importuna á mangue, le querelaré justicia, que na abillele tantas begais, que al fin mangue trajatela.
2a12060036	Y penó o Erañó: Junelad ma penela o Barander choro.
2a1207008f	¿Pues Un-debél na querelará bajin de desqueres chabores, sos araquerelan á ó á gole chibes y rachi, y terelará orpachirima andré junos?
2a1208007d	Sangue penelo, que sigo os listrabará. Tami pur abillará o chaboro e manu, ¿penchabelais que alachará fé andré a sueti?
2a12090080	Y penó tambien ocona parabola á yeques, sos pachibelaban á sí matejos, sasta si sinaban laches, y despreciaban á os averes:
2a120a0067	Dui manuces ardiñeláron á la cangri á manguelar á Un-debél: o yeque Phariséo y o aver Publicano.
2a120b00d8	O Phariséo sinando en pindré, manguelaba andré sun suncai de ocona beda: Un-debél, chimusolano te díñelo, presas na sinelo sasta os averes manuces, randes, chores, pirandes; andiar sasta sinela ocona Publicano.
2a120c0049	Ayunisarelo dui begais sari semana: diñelo diezmos de o saro que terelo.
2a120d009b	Tami o Publicano, sinando muy dur, darañaba aun costunar as aquias al Tarpe: sino que curaba sun chepo, penando: Un-debél, terela canrea de mangue choro!
2a120e00b7	Sangue penelo, que ocono, y ocola nanai, chaló justificado á sun quer: presas saro manu, sos se ardiñela, sinará bucharado ostely: y ó sos se chibele ostely, sinará ardiñelado.
2a120f0068	Y le lanelaban tambien chabores, somia que os pajabase. Y pur lo dicáron os discipules, os chingaraban.
2a1210008c	Tami Jesus os araqueró, y penó: Mequelad, que abillelen á mangue os chabores, y na os impidais; presas de oconas sinela o chim de Debél.
2a12110065	Aromali sangue penelo, que ó sos na ustilase o chim de Debél, sasta chaboro, na chalará andré ó.
2a12120072	Y le puchabó yeque tintin baro, penando: Duquendio lacho, ¿qué querelaré somia alachar a chipen que na marela?
2a12130063	Y Jesus le penó: ¿Por qué araquerelas mangue lacho? Cayque sinela lacho, sino Un-debél colcoro.
2a12140084	Chanelas os Mandamientos: Na marelarás: Na pirabarás: Na randelarás: Na penelarás jujana: Pachibela á tiro batu, y á tiri dai?
2a12150037	O penó: Saro ocono he querdi desde que sinaba chinoro.
2a121600bc	Pur juneló Jesus ocono, le penó: Aun á tucue faltisarela yeque buchi: binela saro que terelas, y dinlo á os chorores, y terelarás manchin andré o Tarpe: y abillel, y plastañamangue.
2a12170047	Pur ó juneló ocono, se chito charabaro: presas sinaba baribu balbalo.
2a1218007d	Y Jesus le penó, pur le dicó charabaro: ¡Quan dificultosamente chalarán andré o chim de Debél junos sos terelan jayere!
2a12190079	Presas buchi butér facil sinela nacar brote pre la aqui de yeque jutia, que chalar manu balbalo andré o chim de Debél.
2a121a0047	Y penáron junos sos juneláron ocolo: ¿Pues coin astisarela salvarse?
2a121b003e	Les penó: Ma n’astis para os manuces, astis para Un-debél.
2a121c0069	Y penó Pedro: Mistos diquelas, que mu terelamos mequelado sarias buchias, y terelamos plastañado tucue.
2a121d0093	O les penó: Aromali sangue penelo, que cayque sinela, sos terele mequelado quer, ó batuces, ó planes, ó romi, ó chabores pre o chim de Debél,
2a121e0070	Sos na terele de alachar baribu butér andré ocona chiros; y andré o chim que abillele a chipen que na marela.
2a121f00a9	Y ustiló Jesus aparte á os duideque: y os penó: Diquelad, chalamos á Jerusalém, y sinarán querdas sarias as buchias, que randáron os Prophetas del Chaboro e manu.
2a12200057	Presas sinará entreguisarado á os Busnés, y sinará caquerado, y curado, y chotiado.
2a12210050	Y despues que le curaren, le nicabarán a chipen, y ostinará al trincho chibes.
2a12220070	Tami junos na jabilláron chichi de ocono: y ocona varda sinaba pandada á junos; y na jabillaban ma les penaba.
2a12230072	Y anacó, que bigoreando sunparal á Jericho, sinaba yeque perpenta bestelado aligatas del drun, mangando limosna.
2a12240046	Y pur juneló a chumas e sueti sos nacaba puchabó, qué sinaba ocono.
2a12250029	Y le penáron, que nacaba Jesus Nazareno.
2a12260047	Y penó á gole gole: Jesus, Chaboro de David, terela canrea de mangue.
2a1227008a	Y junos sos chalaban anglal le chingaraban, somia que mequelase. Tami ó garlaba baribu butér: Chaboro de David, terela canrea de mangue:
2a12280052	Y Jesus parándose, penó que se le lanelasen. Y pur sinaba sunparal, le puchabó,
2a1229004b	Penando: ¿Qué camelas que te querele? Y ó rudeló: Erañó, que diquele.
2a122a0037	Y Jesus le penó: Diquela, tun fé te ha chibado lacho.
2a122b0077	Y yescotria dicó, y le plastañaba chimusolanificando á Debél. Y pur dicó ocono sari a sueti, dinó loor á Debél.
2a13010035	Y Jesus terelando chalado andré, nacaba por Jericho.
2a13020065	Y he acoi manu araquerado Zachéo: y ocona sinaba yeque es mas bares enré os Publícanes, y balbalo:
2a13030069	Y orotaba dicar á Jesus, coin sinase: y na le astis pre la baribu sueti, presas sinaba chinoro de trupo.
2a1304006d	Y chalando anglal, se costunó andré carschta bruñi heila somia dicarle, presas por oté terelaba de nacar.
2a1305009c	Y pur bigoreó Jesus á ocona stano, ardiñelando as aquias, le dicó, y le penó: abillel ostely yescotria, presas jomte ustilarme achibes andré tun quer.
2a1306003a	Y ó chaló ostely yescotría, y le ustiló asaselándose.
2a1307006c	Y dicando ocono sares, chumasquereláron, penando, que terelaba chalado á sinar andré quer de yeque choro.
2a130800b9	Tami Zachéo, chibandose anglal e Erañoró, le penó: Eraño, a paque de ma terelo diñelo á os chorores: y si andré buchi terelo jonganado á manu, le voltisarelo star tanto butér.
2a13090069	Y Jesus le penó: Achibes ha abillado golipen á ocona quer: presas ó tambien sinela chaboro de Abraham.
2a130a0054	Presas o Chaboro e manu abilló á orotar, y á salvar ma sinaba chibado á najabar.
2a130b00b1	Junelando junos ocono, plastañó penandoles yeque parabola, sat ocasion de sinar sunparal de Jerusalem: y presas penchababan que yescotria se mequelaria dicar o chim de Debél:
2a130c0060	Penó pues: Manu tintin chaló a chim dur, somia ustilar yeque lume oté, y despues limbidiarse.
2a130d007a	Y araquerando á deque de desqueres lacrés, les diñó deque estongrias, y les penó: paruguelad entretanto que abillelo.
2a130e0091	Tami os de desquero foros na le camelaban, y bichobando palal de ó yeque plastañí, le penáron: Na camelamos que reyne ocona opré de amangue.
2a130f00a6	Y pur limbidió, despues de ustilar o lume, penó araquerar á ocolas lacrés, á coines terelaba diñado o jayere, somia chanelar ma cata yeque terelaba paruguelado.
2a13100057	Bigoreó pues o brotobo y penó: Erañó; tiri estongri ha ganisarado deque estongrias.
2a13110078	Y le penó: Sinela mistos, lacho lacró. Presas andré a fremita has sinado cabalico, terelarás ezor opré deque fores.
2a13120050	Y abilló aver, y penó: Erañó: Tiri estongri ha ganisarado pansch estongrias.
2a13130034	Y penó á ocona: Tucue terelalo opré pansch fores.
2a1314006e	Y abilló o trincho, y penó: Erañó, acoi terelas tiri estongri, sos he terelado ujarada andré yeque diclo.
2a13150076	Presas terelaba dal de tucue, sos sinelas manu recio de suncai; Ustilelas ma na chitaste, y chinelas ma na chibelaste.
2a131600a9	Entonces ó le penó: Choro lacró, abrí tiro mui condenelo tucue: Chanelabas que menda sinaba manu recio de suncai, que ustilelo ma na chité, y chinelo ma na chibele.
2a13170065	¿Pues presas na diñaste minrio jayere al banco, somia que pur limbidiase lo ustilára sat ganancia?
2a1318006e	Y penó á junos sos sinaban oté: Nicabeladle a estongri, y diñadsela al lacró sos terela deque estongrias.
2a13190039	Y junos le penáron: Eraño, que terela deque estongrias.
2a131a0094	Pues menda sangue penelo, que á saro ocola sos terelará, se le diñará, y terelará butér: tami al sos na terela, se le nicobará aun ma terele.
2a131b008d	Y en quanto á ocolas minres daschmanuces, sos na cameláron que menda reynase opré junos, laneladmelos acoi, y mareladlos anglal de mangue.
2a131c0038	Y penado ocono guillaba anglal costunando á Jerusalém.
2a131d008a	Y anacó, que pur bigoreó sunparal de Bethphage, y de Bethania, al bur, sos se araquerela e Urucal, bichabó dui es desqueres discipules,
2a131e00b8	Penando: Chalad á ocona gau, sos sinela de mamui: y yescotria que chalareis andré, alachareis ternoro de gel pandado, y opré coin nunca se besteló cayque: despandadlo, y laneladlo.
2a131f0077	Y si manu puchabelare sangue: ¿Por qué lo despandais? A ó rudelareis andiar: Porque o Erañó terela menester de ó.
2a1320006d	Chaláron pues junos sos habian sinado bichabados, y alacháron o ternoro, sos sinaba sasta les habia penado.
2a13210057	Y pur despandaban al ternoro, les penáron os julais: ¿Por qué despandais al ternoro?
2a1322003b	Y junos rudeláron: Porque o Erañó terela menester de ó.
2a13230063	Y lo laneláron á Jesus. Y chibando opré o ternoro desqueres talalores: chitáron á Jesus opré.
2a13240042	Y chalando ó andiar, bucharáron desqueres coneles andré a feda.
