0100000006	1 Mose
3a0c0e0063	Jaget nach dem Frieden gegen jedermann und der Heiligung, ohne welche wird niemand den HERRN sehen.
3a0c0f00b2	Und sehet darauf, daß nicht jemand Gottes Gnade versäume, daß nicht etwa eine bittere Wurzel aufwachse und Unfrieden anrichte, und viele durch dieselbige verunreiniget werden;
3a0c100073	daß nicht jemand sei ein Hurer oder ein Gottloser wie Esau, der um einer Speise willen seine Erstgeburt verkaufte.
3a0c110093	Wisset aber, daß er hernach, da er den Segen ererben wollte, verworfen ist; denn er fand keinen Raum zur Buße, wiewohl er sie mit Tränen suchte.
3a0c12008a	Denn ihr seid nicht kommen zu dem Berge, den man anrühren konnte, und mit Feuer brannte, noch zu dem Dunkel und Finsternis und Ungewitter
3a0c13008b	noch zu dem Hall der Posaune und zur Stimme der Worte, welcher sich weigerten, die sie höreten, daß ihnen das Wort ja nicht gesagt würde
3a0c14009f	(denn sie mochten's nicht ertragen, was da gesagt ward. Und wenn ein Tier den Berg anrührete, sollte es gesteiniget oder mit einem Geschoß erschossen werden.
3a0c15005b	Und also erschrecklich war das Gesicht, daß Mose sprach: Ich bin erschrocken und zittere),
3a0c160095	sondern ihr seid kommen zu dem Berge Zion und zu der Stadt des lebendigen Gottes, zu dem himmlischen Jerusalem, und zu der Menge vieler tausend Engel
3a0c17009b	und zu der Gemeinde der Erstgebornen, die im Himmel angeschrieben sind, und zu Gott, dem Richter über alle, und zu den Geistern der vollkommenen Gerechten
3a0c180070	und zu dem Mittler des Neuen Testaments, Jesus, und zu dem Blut der Besprengung, das da besser redet denn Abels.
3a0c1900c4	Sehet zu, daß ihr euch des nicht weigert, der da redet! Denn jene nicht entflohen sind, die sich weigerten, da er auf Erden redete, viel weniger wir, so wir uns des weigern, der vom Himmel redet,
3a0c1a009e	welches Stimme zu der Zeit die Erde bewegete. Nun aber verheißet er und spricht: Noch einmal will ich bewegen nicht allein die Erde, sondern auch den Himmel.
3a0c1b008a	Aber solches»Noch einmal«zeigt an, daß das Bewegliche soll verändert werden, als das gemacht ist, auf daß da bleibe das Unbewegliche.
3a0c1c0090	Darum, dieweil wir empfangen ein unbeweglich Reich, haben wir Gnade, durch welche wir sollen Gott dienen, ihm zu gefallen, mit Zucht und Furcht.
3a0c1d0029	Denn unser Gott ist ein verzehrend Feuer.
3a0d010028	Bleibet fest in der brüderlichen Liebe!
3a0d020068	Gastfrei zu sein vergesset nicht; denn durch dasselbige haben etliche ohne ihr Wissen Engel beherberget.
3a0d030073	Gedenket der Gebundenen als die Mitgebundenen und derer, die Trübsal leiden, als die ihr auch noch im Leibe lebet.
3a0d04007b	Die Ehe soll ehrlich gehalten werden bei allen und das Ehebett unbefleckt; die Hurer aber und Ehebrecher wird Gott richten.
3a0d05008a	Der Wandel sei ohne Geiz; und lasset euch begnügen an dem, was da ist. Denn er hat gesagt: Ich will dich nicht verlassen noch versäumen,
3a0d060074	also daß wir dürfen sagen: Der HERR ist mein Helfer, und will mich nicht fürchten; was sollte mir ein Mensch tun?
3a0d070076	Gedenket an eure Lehrer, die euch das Wort Gottes gesagt haben, welcher Ende schauet an und folget ihrem Glauben nach.
3a0d08003f	Jesus Christus gestern und heute und derselbe auch in Ewigkeit.
3a0d0900d9	Lasset euch nicht mit mancherlei und fremden Lehren umtreiben; denn es ist ein köstlich Ding, daß das Herz fest werde, welches geschieht durch Gnade, nicht durch Speisen, davon keinen Nutzen haben, so damit umgehen.
3a0d0a0050	Wir haben einen Altar, davon nicht Macht haben zu essen, die der Hütte pflegen.
3a0d0b0096	Denn welcher Tiere Blut getragen wird durch den Hohenpriester in das Heilige für die Sünde, derselbigen Leichname werden verbrannt außer dem Lager.
3a0d0c006a	Darum auch Jesus, auf daß er heiligte das Volk durch sein eigen Blut, hat er gelitten außen vor dem Tor.
3a0d0d004f	So lasset uns nun zu ihm hinausgehen außer dem Lager und seine Schmach tragen.
3a0d0e004e	Denn wir haben hier keine bleibende Stadt, sondern die zukünftige suchen wir.
3a0d0f0079	So lasset uns nun opfern durch ihn das Lobopfer Gott allezeit, das ist, die Frucht der Lippen, die seinen Namen bekennen.
3a0d100050	Wohlzutun und mitzuteilen vergesset nicht; denn solche Opfer gefallen Gott wohl.
3a0d1100ce	Gehorchet euren Lehrern und folget ihnen; denn sie wachen über eure Seelen, als die da Rechenschaft dafür geben sollen, auf daß sie das mit Freuden tun und nicht mit Seufzen; denn das ist euch nicht gut.
3a0d12007b	Betet für uns! Unser Trost ist der, daß wir ein gut Gewissen haben und fleißigen uns, guten Wandel zu führen bei allen.
3a0d130067	Ich ermahne euch aber zum Überfluß, solches zu tun, auf daß ich aufs schierste wieder zu euch komme.
3a0d140092	Gott aber des Friedens, der von den Toten ausgeführet hat den großen Hirten der Schafe durch das Blut des ewigen Testaments, unsern HERRN Jesum,
3a0d1500b7	der mache euch fertig in allem guten Werk, zu tun seinen Willen, und schaffe in euch, was vor ihm gefällig ist, durch Jesum Christum, welchem sei Ehre von Ewigkeit zu Ewigkeit! Amen.
3a0d160070	Ich ermahne euch aber, liebe Brüder, haltet das Wort der Ermahnung zugute; denn ich habe euch kurz geschrieben.
3a0d170067	Wisset, daß der Bruder Timotheus wieder ledig ist, mit welchem, so er bald kommt, will ich euch sehen.
3a0d180056	Grüßet alle eure Lehrer und alle Heiligen. Es grüßen euch die Brüder aus Italien.
3a0d190023	Die Gnade sei mit euch allen! Amen.
3b00000007	Jakobus
3b01010077	Jakobus, ein Knecht Gottes und des HERRN Jesu Christi, den zwölf Geschlechtern, die da sind hin und her: Freude zuvor!
3b01020057	Meine lieben Brüder, achtet es eitel Freude, wenn ihr in mancherlei Anfechtung fallet,
3b01030045	und wisset, daß euer Glaube, so er rechtschaffen ist, Geduld wirket.
3b0104006d	Die Geduld aber soll festbleiben bis ans Ende, auf daß ihr seid vollkommen und ganz und keinen Mangel habet.
3b010500a0	So aber jemand unter euch Weisheit mangelt, der bitte von Gott, der da gibt einfältiglich jedermann und rücket es niemand auf; so wird sie ihm gegeben werden.
3b0106008e	Er bitte aber im Glauben und zweifle nicht; denn wer da zweifelt, der ist gleich wie die Meereswoge, die vom Winde getrieben und gewebet wird.
3b01070048	Solcher Mensch denke nicht, daß er etwas von dem HERRN empfangen werde.
3b01080034	Ein Zweifler ist unbeständig in allen seinen Wegen.
3b0109003b	Ein Bruder aber, der niedrig ist, rühme sich seiner Höhe,
3b010a0066	und der da reich ist, rühme sich seiner Niedrigkeit; denn wie eine Blume des Grases wird er vergehen.
3b010b00a6	Die Sonne gehet auf mit der Hitze, und das Gras verwelket, und die Blume fällt ab und seine schöne Gestalt verdirbet; also wird der Reiche in seiner Habe verwelken.
3b010c00ac	Selig ist der Mann, der die Anfechtung erduldet; denn nachdem er bewähret ist, wird er die Krone des Lebens empfangen, welche Gott verheißen hat denen, die ihn liebhaben.
3b010d008a	Niemand sage, wenn er versuchet wird, daß er von Gott versucht werde; denn Gott ist nicht ein Versucher zum Bösen; er versuchet niemand;
3b010e0060	sondern ein jeglicher wird versucht, wenn er von seiner eigenen Lust gereizet und gelocket wird.
3b010f007c	Danach, wenn die Lust empfangen hat, gebieret sie die Sünde; die Sünde aber, wenn sie vollendet ist, gebieret sie den Tod.
3b0110001b	Irret nicht, liebe Brüder!
3b011100a3	Alle gute Gabe und alle vollkommene Gabe kommt von oben herab, von dem Vater des Lichts, bei welchem ist keine Veränderung noch Wechsel des Lichts und Finsternis.
3b01120073	Er hat uns gezeuget nach seinem Willen durch das Wort der Wahrheit, auf daß wir wären Erstlinge seiner Kreaturen.
3b0113006d	Darum, liebe Brüder, ein jeglicher Mensch sei schnell zu hören, langsam aber zu reden und langsam zum Zorn;
3b01140039	denn des Menschen Zorn tut nicht, was vor Gott recht ist.
3b0115009c	Darum so leget ab alle Unsauberkeit und alle Bosheit und nehmet das Wort an mit Sanftmut, das in euch gepflanzet ist, welches kann eure Seelen selig machen.
3b01160054	Seid aber Täter des Worts und nicht Hörer allein, damit ihr euch selbst betrüget.
3b0117008a	Denn so jemand ist ein Hörer des Worts und nicht ein Täter, der ist gleich einem Mann, der sein leiblich Angesicht im Spiegel beschauet;
3b01180065	denn nachdem er sich beschauet hat, gehet er von Stund' an davon und vergisset, wie er gestaltet war.
3b011900b9	Wer aber durchschauet in das voll kommene Gesetz der Freiheit und darinnen beharret und ist nicht ein vergeßlicher Hörer, sondern ein Täter, derselbige wird selig sein in seiner Tat.
3b011a009d	So aber sich jemand unter euch lässet dünken, er diene Gott, und hält seine Zunge nicht im Zaum, sondern verführet sein Herz, des Gottesdienst ist eitel.
3b011b00a0	Ein reiner und unbefleckter Gottesdienst vor Gott dem Vater ist der: die Waisen und Witwen in ihrer Trübsal besuchen und sich von der Welt unbefleckt behalten.
3b0201007f	Liebe Brüder, haltet nicht dafür, daß der Glaube an Jesum Christum, unsern HERRN der HERRLIchkeit, Ansehen der Person leide.
3b0202009f	Denn so in eure Versammlung käme ein Mann mit einem güldenen Ringe und mit einem herrlichen Kleide, es käme aber auch ein Armer mit einem unsauberen Kleide,
3b020300bd	und ihr sähet auf den, der das herrliche Kleid träget, und sprächet zu ihm: Setze du dich her aufs beste, und sprächet zu dem Armen: Stehe du dort oder setze dich her zu meinen Füßen,
3b02040056	und bedenket es nicht recht, sondern ihr werdet Richter und machet bösen Unterschied.
3b020500ae	Höret zu, meine lieben Brüder! Hat nicht Gott die Armen auf dieser Welt, die am Glauben reich sind und Erben des Reichs, welches er verheißen hat denen, die ihn liebhaben?
3b02060077	Ihr aber habt dem Armen Unehre getan. Sind nicht die Reichen die, die Gewalt an euch üben und ziehen euch vor Gericht?
3b0207003e	Verlästern sie nicht den guten Namen, davon ihr genannt seid?
3b02080072	So ihr das königliche Gesetz vollendet nach der Schrift: Liebe deinen Nächsten wie dich selbst, so tut ihr wohl.
3b02090062	So ihr aber die Person ansehet, tut ihr Sünde und werdet gestraft vom Gesetz als die Übertreter.
3b020a0053	Denn jemand das ganze Gesetz hält und sündiget an einem, der ist's ganz schuldig.
3b020b00b0	Denn der da gesagt hat: Du sollst nicht ehebrechen, der hat auch gesagt: Du sollst nicht töten. So du nun nicht ehebrichst, tötest aber, bist du ein Übertreter des Gesetzes.
3b020c0057	Also redet und also tut, als die da sollen durchs Gesetz der Freiheit gerichtet werden.
3b020d0091	Es wird aber ein unbarmherzig Gericht über den gehen, der nicht Barmherzigkeit getan hat; und die Barmherzigkeit rühmet sich wider das Gericht.
3b020e0085	Was hilft's, liebe Brüder, so jemand sagt, er habe den Glauben, und hat doch die Werke nicht? Kann auch der Glaube ihn selig machen?
3b020f0057	So aber ein Bruder oder Schwester bloß wäre und Mangel hätte der täglichen Nahrung,
3b021000a7	und jemand unter euch spräche zu ihnen: Gott berate euch, wärmet euch und sättiget euch! gäbet ihnen aber nicht, was des Leibes Notdurft ist, was hülfe ihnen das?
3b02110048	Also auch der Glaube, wenn er nicht Werke hat, ist er tot an ihm selber.
3b021200b4	Aber es möchte jemand sagen: Du hast den Glauben, und ich habe die Werke; zeige mir deinen Glauben mit deinen Werken, so will ich auch meinen Glauben dir zeigen mit meinen Werken.
3b02130062	Du glaubest, daß ein einiger Gott ist; du tust wohl daran; die Teufel glauben's auch und zittern.
3b0214004c	Willst du aber wissen, du eitler Mensch, daß der Glaube ohne Werke tot sei?
3b0215006e	Ist nicht Abraham, unser Vater, durch die Werke gerecht worden, da er seinen Sohn Isaak auf dem Altar opferte?
3b02160076	Da siehest du, daß der Glaube mitgewirket hat an seinen Werken, und durch die Werke ist der Glaube vollkommen worden.
3b02170098	Und ist die Schrift erfüllet, die da spricht: Abraham hat Gott geglaubet, und ist ihm zur Gerechtigkeit gerechnet, und ist ein Freund Gottes geheißen.
3b0218005f	So sehet ihr nun, daß der Mensch durch die Werke gerecht wird, nicht durch den Glauben allein.
3b02190091	Desselbigengleichen die Hure Rahab, ist sie nicht durch die Werke gerecht worden, da sie die Boten aufnahm und ließ sie einen andern Weg hinaus?
3b021a0054	Denn gleichwie der Leib ohne Geist tot ist, also auch der Glaube ohne Werke ist tot.
3b03010078	Liebe Brüder, unterwinde sich nicht jedermann, Lehrer zu sein; und wisset, daß wir desto mehr Urteil empfangen werden.
3b03020097	Denn wir fehlen alle mannigfaltiglich. Wer aber auch in keinem Wort fehlet, der ist ein vollkommener Mann und kann auch den ganzen Leib im Zaum halten.
3b0303005c	Siehe, die Pferde halten wir in Zäumen, daß sie uns gehorchen, und lenken den ganzen Leib.
3b030400a9	Siehe, die Schiffe, ob sie wohl so groß sind und von starken Winden getrieben werden, werden sie doch gelenkt mit einem kleinen Ruder, wo der hin will, der es regieret.
3b0305007b	Also ist auch die Zunge ein klein Glied und richtet große Dinge an. Siehe, ein klein Feuer, welch einen Wald zündet's an!
3b030600d3	Und die Zunge ist auch ein Feuer, eine Welt voll Ungerechtigkeit. Also ist die Zunge unter unsern Gliedern und befleckt den ganzen Leib und zündet an allen unsern Wandel, wenn sie von der Hölle entzündet ist.
3b0307008d	Denn alle Natur der Tiere und der Vögel und der Schlangen und der Meerwunder werden gezähmet und sind gezähmet von der menschlichen Natur;
3b03080053	aber die Zunge kann kein Mensch zähmen, das unruhige Übel voll tödlichen Giftes.
3b0309006a	Durch sie loben wir Gott den Vater, und durch sie fluchen wir den Menschen, nach dem Bilde Gottes gemacht.
3b030a0051	Aus einem Munde gehet Loben und Fluchen. Es soll nicht, liebe Brüder, also sein.
3b030b003a	Quillet auch ein Brunnen aus einem Loche süß und bitter?
3b030c008e	Kann auch, liebe Brüder, ein Feigenbaum Öl oder ein Weinstock Feigen tragen? Also kann auch ein Brunnen nicht salzig und süß Wasser geben.
3b030d0070	Wer ist weise und klug unter euch? Der erzeige mit seinem guten Wandel seine Werke in der Sanftmut und Weisheit.
3b030e0070	Habt ihr aber bitteren Neid und Zank in eurem Herzen, so rühmet euch nicht und lüget nicht wider die Wahrheit.
3b030f0065	Denn das ist nicht die Weisheit, die von oben herab kommt, sondern irdisch, menschlich und teuflisch.
3b03100042	Denn wo Neid und Zank ist, da ist Unordnung und eitel böses Ding.
3b031100a9	Die Weisheit aber von oben her ist aufs erste keusch, danach friedsam, gelinde, lässet sich sagen, voll Barmherzigkeit und guter Früchte, unparteiisch, ohne Heuchelei.
3b03120058	Die Frucht aber der Gerechtigkeit wird gesäet im Frieden denen, die den Frieden halten.
3b04010076	Woher kommt Streit und Krieg unter euch? Kommt's nicht daher, aus euren Wollüsten, die da streiten in euren Gliedern?
3b040200a6	Ihr seid begierig und erlanget es damit nicht; ihr hasset und neidet und gewinnet damit nichts; ihr streitet und krieget. Ihr habt nicht, darum daß ihr nicht bittet.
3b04030075	Ihr bittet und krieget nicht, darum daß ihr übel bittet, nämlich dahin, daß ihr's mit euren Wollüsten verzehret.
3b040400a4	Ihr Ehebrecher und Ehebrecherinnen, wisset ihr nicht, daß der Welt Freund schaft Gottes Feindschaft ist? Wer der Welt Freund sein will, der wird Gottes Feind sein.
3b04050070	Oder lasset ihr euch dünken, die Schrift sage umsonst: Den Geist, der in euch wohnet, gelüstet wider den Haß?
3b0406007a	Und gibt reichlich Gnade, sintemal die Schrift sagt: Gott widerstehet den Hoffärtigen, aber den Demütigen gibt er Gnade.
3b0407004d	So seid nun Gott untertänig. Wider stehet dem Teufel, so flieht er von euch.
3b04080082	Nahet euch zu Gott, so nahet er sich zu euch. Reiniget die Hände, ihr Sünder, und machet eure Herzen keusch, ihr Wankelmütigen!
3b0409006a	Seid elend und traget Leid und weinet! Euer Lachen verkehre sich in Weinen und eure Freude in Traurigkeit.
3b040a0033	Demütiget euch vor Gott, so wird er euch erhöhen.
3b040b00f7	Afterredet nicht untereinander, liebe Brüder! Wer seinem Bruder afterredet und urteilet seinen Bruder, der afterredet dem Gesetz und urteilet das Gesetz. Urteilest du aber das Gesetz, so bist du nicht ein Täter des Gesetzes, sondern ein Richter.
3b040c0070	Es ist ein einiger Gesetzgeber, der kann selig machen und verdammen. Wer bist du, der du einen andern urteilest?
3b040d008d	Wohlan, die ihr nun saget: Heute oder morgen wollen wir gehen in die oder die Stadt und wollen ein Jahr da liegen und hantieren und gewinnen,
3b040e0090	die ihr nicht wisset, was morgen sein wird. Denn was ist euer Leben? Ein Dampf ist's, der eine kleine Zeit währet, danach aber verschwindet er.
3b040f0058	Dafür ihr sagen solltet: So der HERR will, und wir leben, wollen wir dies oder das tun.
3b04100049	Nun aber rühmet ihr euch in eurem Hochmut. Aller solcher Ruhm ist böse.
3b04110043	Denn wer da weiß, Gutes zu tun, und tut's nicht, dem ist's Sünde.
3b05010058	Wohlan nun, ihr Reichen, weinet und heulet über euer Elend, das über euch kommen wird!
3b05020045	Euer Reichtum ist verfaulet; eure Kleider sind mottenfräßig worden.
3b050300af	Euer Gold und Silber ist verrostet, und ihr Rost wird euch zum Zeugnis sein und wird euer Fleisch fressen wie ein Feuer. Ihr habt euch Schätze gesammelt an den letzten Tagen.
3b050400ab	Siehe, der Arbeiter Lohn, die euer Land eingeerntet haben, und von euch abgebrochen ist, der schreiet; und das Rufen der Ernter ist kommen vor die Ohren des HERRN Zebaoth.
3b0505006a	Ihr habt wohlgelebet auf Erden und eure Wollust gehabt und eure Herzen geweidet als auf einen Schlachttag.
3b05060054	Ihr habt verurteilet den Gerechten und getötet, und er hat euch nicht widerstanden.
3b050700d2	So seid nun geduldig, liebe Brüder, bis auf die Zukunft des HERRN! Siehe, ein Ackermann wartet auf die köstliche Frucht der Erde und ist geduldig darüber, bis daß er empfange den Morgenregen und Abendregen.
3b05080055	Seid ihr auch geduldig und stärket eure Herzen; denn die Zukunft des HERRN ist nahe.
3b05090075	Seufzet nicht widereinander, liebe Brüder, auf daß ihr nicht verdammet werdet! Siehe, der Richter ist vor der Tür!
3b050a0085	Nehmet, meine lieben Brüder, zum Exempel des Leidens und der Geduld die Propheten, die zu euch geredet haben in dem Namen des HERRN.
3b050b00a9	Siehe, wir preisen selig, die erduldet haben. Die Geduld Hiobs habt ihr gehöret, und das Ende des HERRN habt ihr gesehen; denn der HERR ist barmherzig und ein Erbarmer.
3b050c00e2	Vor allen Dingen aber, meine Brüder, schwöret nicht, weder bei dem Himmel noch bei der Erde noch mit keinem andern Eide. Es sei aber euer Wort: Ja, das ja ist; und: Nein, das nein ist, auf daß ihr nicht in Heuchelei fallet.
3b050d004d	Leidet jemand unter euch, der bete; ist jemand gutes Muts, der singe Psalmen.
3b050e008b	Ist jemand krank, der rufe zu sich die Ältesten von der Gemeinde und lasse sie über sich beten und salben mit Öl in dem Namen des HERRN.
3b050f0090	Und das Gebet des Glaubens wird dem Kranken helfen, und der HERR wird ihn aufrichten; und so er hat Sünden getan, werden sie ihm vergeben sein.
3b0510008e	Bekenne einer dem andern seine Sünden und betet füreinander, daß ihr gesund werdet. Des Gerechten Gebet vermag viel, wenn es ernstlich ist.
3b05110095	Elia war ein Mensch gleich wie wir, und er betete ein Gebet, daß es nicht regnen sollte; und es regnete nicht auf Erden drei Jahre und sechs Monden.
3b05120056	Und er betete abermal, und der Himmel gab den Regen, und die Erde brachte ihre Frucht.
3b0513005c	Liebe Brüder, so jemand unter euch irren würde von der Wahrheit, und jemand bekehrete ihn,
3b0514009f	der soll wissen, daß, wer den Sünder bekehret hat von dem Irrtum seines Weges, der hat einer Seele vom Tode geholfen und wird bedecken die Menge der Sünden.
3c00000008	1 Petrus
3c0101007f	Petrus, ein Apostel Jesu Christi: Den erwählten Fremdlingen hin und her in Pontus, Galatien, Kappadozien, Asien und Bithynien,
3c010200a7	nach der Versehung Gottes des Vaters, durch die Heiligung des Geistes, zum Gehorsam und zur Besprengung des Blutes Jesu Christi. Gott gebe euch viel Gnade und Frieden!
3c010300c5	Gelobet sei Gott und der Vater unsers HERRN Jesu Christi, der uns nach seiner großen Barmherzigkeit wiedergeboren hat zu einer lebendigen Hoffnung durch die Auferstehung Jesu Christi von den Toten
3c01040060	zu einem unvergänglichen und unbefleckten und unverwelklichen Erbe, das behalten wird im Himmel
3c01050093	euch, die ihr aus Gottes Macht durch den Glauben bewahret werdet zur Seligkeit, welche zubereitet ist, daß sie offenbar werde zu der letzten Zeit,
3c0106007c	in welcher ihr euch freuen werdet, die ihr jetzt eine kleine Zeit (wo es sein soll) traurig seid in mancherlei Anfechtungen,
3c010700c7	auf daß euer Glaube rechtschaffen und viel köstlicher erfunden werde denn das vergängliche Gold, das durchs Feuer bewähret wird, zu Lobe, Preis und Ehren, wenn nun offenbaret wird Jesus Christus,
3c010800a7	welchen ihr nicht gesehen und doch liebhabt und nun an ihn glaubet, wiewohl ihr ihn nicht sehet; so werdet ihr euch freuen mit unaussprechlicher und herrlicher Freude,
3c01090048	und das Ende eures Glaubens davonbringen, nämlich der Seelen Seligkeit.
3c010a007d	Nach welcher Seligkeit haben gesucht und geforschet die Propheten, die von der zukünftigen Gnade auf euch geweissaget haben,
3c010b00b6	und haben geforschet, auf welche und welcherlei Zeit deutete der Geist Christi, der in ihnen war, und zuvor bezeuget hat die Leiden, die in Christo sind, und die HERRLIchkeit danach,
3c010c0106	welchen es offenbaret ist. Denn sie haben's nicht sich selbst, sondern uns dargetan, welches euch nun verkündiget ist durch die, so euch das Evangelium verkündiget haben, durch den Heiligen Geist vom Himmel gesandt, welches auch die Engel gelüstet zu schauen.
3c010d00a5	Darum so begürtet die Lenden eures Gemütes, seid nüchtern und setzet eure Hoffnung ganz auf die Gnade, die euch angeboten wird durch die Offenbarung Jesu Christi,
3c010e0070	als gehorsame Kinder; und stellet euch nicht gleich wie vorhin, da ihr in Unwissenheit nach den Lüsten lebetet,
3c010f0062	sondern nach dem, der euch berufen hat und heilig ist, seid auch ihr heilig in allem eurem Wandel.
3c01100047	Denn es stehet geschrieben: Ihr sollt heilig sein; denn ich bin heilig.
3c011100a4	Und sintemal ihr den zum Vater anrufet, der ohne Ansehen der Person richtet nach eines jeglichen Werk, so führet euren Wandel, solange ihr hier wallet, mit Furcht;
3c0112007d	und wisset, daß ihr nicht mit vergänglichem Silber oder Gold erlöset seid von eurem eitlen Wandel nach väterlicher Weise,
3c01130054	sondern mit dem teuren Blut Christi, als eines unschuldigen und unbefleckten Lammes,
3c01140072	der zwar zuvor versehen ist, ehe der Welt Grund gelegt ward, aber offenbaret zu den letzten Zeiten um euretwillen,
3c011500a4	die ihr durch ihn glaubet an Gott, der ihn auferwecket hat von den Toten und ihm die HERRLIchkeit gegeben, auf daß ihr Glauben und Hoffnung zu Gott haben möchtet.
3c011600a0	Und machet keusch eure Seelen im Gehorsam der Wahrheit durch den Geist zu ungefärbter Bruderliebe und habt euch untereinander brünstig lieb aus reinem Herzen,
3c011700a1	als die da wiederum geboren sind, nicht aus vergänglichem, sondern aus unvergänglichem Samen, nämlich aus dem lebendigen Wort Gottes, das da ewiglich bleibet.
3c0118008a	Denn alles Fleisch ist wie Gras und alle HERRLIchkeit der Menschen wie des Grases Blume. Das Gras ist verdorret, und die Blume abgefallen;
3c0119005f	aber des HERRN Wort bleibet in Ewigkeit. Das ist das Wort, welches unter euch verkündiget ist.
3c0201005a	So leget nun ab alle Bosheit und allen Betrug und Heuchelei und Neid und alles Afterreden;
3c0202007d	und seid gierig nach der vernünftigen lautern Milch als die jetzt gebornen Kindlein, auf daß ihr durch dieselbige zunehmet,
3c0203003d	so ihr anders geschmecket habt, daß der HERR freundlich ist,
3c02040088	zu welchem ihr kommen seid als zu dem lebendigen Stein, der von den Menschen verworfen, aber bei Gott ist er auserwählet und köstlich.
3c020500b0	Und auch ihr, als die lebendigen Steine, bauet euch zum geistlichen Hause und zum heiligen Priestertum, zu opfern geistliche Opfer, die Gott angenehm sind durch Jesum Christum.
3c0206009c	Darum stehet in der Schrift: Siehe da, ich lege einen auserwählten, köstlichen Eckstein in Zion; und wer an ihn glaubet, der soll nicht zuschanden werden.
3c02070090	Euch nun, die ihr glaubet, ist er köstlich; den Ungläubigen aber ist der Stein, den die Bauleute verworfen haben, und zum Eckstein worden ist,
3c02080086	ein Stein des Anstoßens und ein Fels des Ärgernisses, die sich stoßen an dem Wort und glauben nicht daran, darauf sie gesetzt sind.
3c020900e4	Ihr aber seid das auserwählte Geschlecht, das königliche Priestertum, das heilige Volk, das Volk des Eigentums, daß ihr verkündigen sollt die Tugenden des, der euch berufen hat von der Finsternis zu seinem wunderbaren Licht,
3c020a007c	die ihr weiland nicht ein Volk waret, nun aber Gottes Volk seid, und weiland nicht in Gnaden waret, nun aber in Gnaden seid.
3c020b008c	Liebe Brüder, ich ermahne euch, als die Fremdlinge und Pilgrime, enthaltet euch von fleischlichen Lüsten, welche wider die Seele streiten,
3c020c00b8	und führet einen guten Wandel unter den Heiden, auf daß die, so von euch afterreden als von Übeltätern, eure guten Werke sehen und Gott preisen, wenn es nun an den Tag kommen wird.
3c020d0063	Seid untertan aller menschlichen Ordnung um des HERRN willen, es sei dem Könige, als dem Obersten,
3c020e0068	oder den Hauptleuten, als den Gesandten von ihm zur Rache über die Übeltäter und zu Lobe den Frommen.
3c020f0068	Denn das ist der Wille Gottes, daß ihr mit Wohltun verstopfet die Unwissenheit der törichten Menschen,
3c0210006e	als die Freien, und nicht als hättet ihr die Freiheit zum Deckel der Bosheit, sondern als die Knechte Gottes.
3c0211004c	Tut Ehre jedermann! Habt die Brüder lieb! Fürchtet Gott! Ehret den König!
3c0212007e	Ihr Knechte, seid untertan mit aller Furcht den HERREN, nicht allein den gütigen und gelinden, sondern auch den wunderlichen.
3c02130069	Denn das ist Gnade, so jemand um des Gewissens willen zu Gott das Übel verträgt und leidet das Unrecht.
3c02140097	Denn was ist das für ein Ruhm, so ihr um Missetat willen Streiche leidet? Aber wenn ihr um Wohltat willen leidet und erduldet, das ist Gnade bei Gott.
3c02150093	Denn dazu seid ihr berufen, sintemal auch Christus gelitten hat für uns und uns ein Vorbild gelassen, daß ihr sollt nachfolgen seinen Fußtapfen;
3c0216004e	welcher keine Sünde getan hat, ist auch kein Betrug in seinem Munde erfunden;
3c02170082	welcher nicht wiederschalt, da er gescholten ward, nicht dräuete, da er litt; er stellete es aber dem heim, der da recht richtet;
3c021800b2	welcher unsere Sünden selbst geopfert hat an seinem Leibe auf dem Holz, auf daß wir, der Sünde abgestorben, der Gerechtigkeit leben; durch welches Wunden ihr seid heil worden.
3c02190069	Denn ihr waret wie die irrenden Schafe; aber ihr seid nun bekehret zu dem Hirten und Bischof eurer Seelen
3c030100a7	Desselbigengleichen sollen die Weiber ihren Männern untertan sein, auf daß auch die, so nicht glauben an das Wort, durch der Weiber Wandel ohne Wort gewonnen werden,
3c03020035	wenn sie ansehen euren keuschen Wandel in der Furcht;
3c03030061	welcher Schmuck soll nicht auswendig sein mit Haarflechten und Goldumhängen oder Kleideranlegen,
3c03040071	sondern der verborgene Mensch des Herzens unverrückt mit sanftem und stillem Geiste; das ist köstlich vor Gott.
3c0305008a	Denn also haben sich auch vorzeiten die heiligen Weiber geschmückt, die ihre Hoffnung auf Gott setzten und ihren Männern untertan waren,
3c03060086	wie die Sara Abraham gehorsam war und hieß ihn HERR, welcher Töchter ihr worden seid, so ihr wohl tut und nicht so schüchtern seid.
3c030700d9	Desselbigengleichen, ihr Männer, wohnet bei ihnen mit Vernunft und gebet dem weiblichen als dem schwächsten Werkzeuge seine Ehre, als auch Miterben der Gnade des Lebens, auf daß eure Gebete nicht verhindert werden.
3c0308005a	Endlich aber seid allesamt gleichgesinnet, mitleidig, brüderlich, barmherzig, freundlich.
3c0309009a	Vergeltet nicht Böses mit Bösem oder Scheltwort mit Scheltwort, sondern dagegen segnet und wisset, daß ihr dazu berufen seid, daß ihr den Segen erbet.
3c030a0089	Denn wer leben will und gute Tage sehen, der schweige seine Zunge, daß sie nichts Böses rede, und seine Lippen, daß sie nicht trügen;
