0100000007	Genesis
0a0c0a0096	Now therefore the sword shall never depart from thy house, because thou have despised me, and have taken the wife of Uriah the Hittite to be thy wife.
0a0c0b00da	Thus says Jehovah, Behold, I will raise up evil against thee out of thine own house. And I will take thy wives before thine eyes, and give them to thy neighbor, and he shall lie with thy wives in the sight of this sun.
0a0c0c0059	For thou did it secretly, but I will do this thing before all Israel, and before the sun.
0a0c0d0089	And David said to Nathan, I have sinned against Jehovah. And Nathan said to David, Jehovah also has put away thy sin; thou shall not die.
0a0c0e009a	However, because by this deed thou have given great occasion to the enemies of Jehovah to blaspheme, the child also that is born to thee shall surely die.
0a0c0f0075	And Nathan departed to his house. And Jehovah struck the child that Uriah's wife bore to David, and it was very sick.
0a0c10006d	David therefore besought God for the child. And David fasted, and went in, and lay all night upon the ground.
0a0c11008f	And the elders of his house arose, and stood beside him, to raise him up from the ground, but he would not, neither did he eat bread with them.
0a0c120132	And it came to pass on the seventh day, that the child died. And the servants of David feared to tell him that the child was dead, for they said, Behold, while the child was yet alive we spoke to him, and he did not hearken to our voice, how will he then vex himself, if we tell him that the child is dead!
0a0c1300b5	But when David saw that his servants were whispering together, David perceived that the child was dead. And David said to his servants, Is the child dead? And they said, He is dead.
0a0c1400ed	Then David arose from the earth, and washed, and anointed himself, and changed his apparel. And he came into the house of Jehovah, and worshiped. Then he came to his own house, and when he required, they set bread before him, and he ate.
0a0c1500b4	Then his servants said to him, What thing is this that thou have done? Thou fasted and wept for the child while it was alive, but when the child was dead, thou arose and ate bread.
0a0c160099	And he said, While the child was yet alive, I fasted and wept. For I said, Who knows whether Jehovah will not be gracious to me, that the child may live?
0a0c170073	But now he is dead; why should I fast? Can I bring him back again? I shall go to him, but he will not return to me.
0a0c180098	And David comforted Bathsheba his wife, and went in to her, and lay with her. And she bore a son, and he called his name Solomon. And Jehovah loved him,
0a0c190063	and he sent by the hand of Nathan the prophet. And he called his name Jedidiah, for Jehovah's sake.
0a0c1a004d	Now Joab fought against Rabbah of the sons of Ammon, and took the royal city.
0a0c1b0070	And Joab sent messengers to David, and said, I have fought against Rabbah; yea, I have taken the city of waters.
0a0c1c0095	Now therefore gather the rest of the people together, and encamp against the city, and take it, lest I take the city, and it be called after my name.
0a0c1d0063	And David gathered all the people together, and went to Rabbah, and fought against it, and took it.
0a0c1e00df	And he took the crown of their king from off his head. And the weight of it was a talent of gold, and in it were precious stones. And it was set on David's head. And he brought forth the spoil of the city, exceedingly much.
0a0c1f0113	And he brought forth the people that were in it, and put them under saws, and under harrows of iron, and under axes of iron, and made them pass through the brick-kiln. And thus he did to all the cities of the sons of Ammon. And David and all the people returned to Jerusalem.
0a0d01008b	And it came to pass after this, that Absalom the son of David had a fair sister whose name was Tamar. And Amnon the son of David loved her.
0a0d020093	And Amnon was so frustrated that he fell sick because of his sister Tamar. For she was a virgin, and it seemed hard to Amnon to do anything to her.
0a0d030073	But Amnon had a friend whose name was Jonadab, the son of Shimeah, David's brother. And Jonadab was a very sly man.
0a0d0400b1	And he said to him, Why, O son of the king, are thou emaciated this way from day to day? Will thou not tell me? And Amnon said to him, I love Tamar, my brother Absalom's sister.
0a0d050106	And Jonadab said to him, Lie down on thy bed, and feign thyself sick. And when thy father comes to see thee, say to him, Let my sister Tamar come, I pray thee, and give me bread to eat, and dress the food in my sight, that I may see it, and eat it from her hand.
0a0d0600d7	So Amnon lay down, and feigned himself sick. And when the king came to see him, Amnon said to the king, Let my sister Tamar come, I pray thee, and make me a couple of cakes in my sight, that I may eat from her hand.
0a0d070062	Then David sent home to Tamar, saying, Go now to thy brother Amnon's house, and make food for him.
0a0d080097	So Tamar went to her brother Amnon's house, and he was laid down. And she took dough, and kneaded it, and made cakes in his sight, and baked the cakes.
0a0d09009c	And she took the pan, and poured them out before him, but he refused to eat. And Amnon said, Have all men out from me. And they went out every man from him.
0a0d0a00ba	And Amnon said to Tamar, Bring the food into the chamber that I may eat from thy hand. And Tamar took the cakes that she had made, and brought them into the chamber to Amnon her brother.
0a0d0b0075	And when she had brought them near to him to eat, he took hold of her, and said to her, Come, lie with me, my sister.
0a0d0c007f	And she answered him, No, my brother, do not force me, for no such thing ought to be done in Israel. Do not do thou this folly.
0a0d0d00b7	And I, where shall I carry my shame? And as for thee, thou will be as one of the fools in Israel. Now therefore, I pray thee, speak to the king, for he will not withhold me from thee.
0a0d0e0068	However he would not hearken to her voice, but being stronger than she, he forced her, and lay with her.
0a0d0f00b8	Then Amnon hated her with exceedingly great hatred, for the hatred with which he hated her was greater than the love with which he had loved her. And Amnon said to her, Arise, be gone.
0a0d100097	And she said to him, Not so, because this great wrong in putting me forth is worse than the other that thou did to me. But he would not hearken to her.
0a0d110078	Then he called his servant who ministered to him, and said, Put this woman out from me now, and bolt the door after her.
