2800000005	Matta
3a040700d8	kwama nyila nyo dige kange wo chi chuwo tiki “duwen.”cho dok diye wuro ki kwama cho tokker kange Dauda wuro cho tokki fe-fo kutange chi ter tok kakke duwen no kom nuwa dir cherdi kom mare nerkumero nin bongtu.”
3a04080046	no tano Joshua ne kom fobkari, kwama no ti fweibo nyoka kange kumetak.
3a04090049	tano nyo kume wi, ki kume nukkune wo yom -yowe na fobka che ki nob kwama.
3a040a0072	di nii wo do-o fobka kwama cho ki bwichi chin nyimom chin fiya fobka nangen chero nin, na wuro kwama ma ki wo ceu.
3a040b0061	tano nyori bima chwika lo fobkakko wureno. kati yilo kangem bo yari ki den bwirangkero chi maneu.
3a040c00b8	ker kwamaro wi ki dume yilo ti chri, chum bitwiye nyiyo cha ti kakko yobeu. mari rerken tiber dume kange yuwa, yilo ko lam nyo bwigkwi. cha ki fuwam mwor nere nyo kange nero chwitiyeu.
3a040d00a4	dige kange mani nawo fwelfwele nuwe kwama, dii laka, dige buro ki filange, yilo nyimom nyime fo nuwe che wuro tam kange nure mani ban ne dige dorbere fiye chi wiye.
3a040e006a	kambo binwi nii wabkako dur wurodo tiber dikwama, kiritti bi bwe kwama, dila bi tam bilengkebeu ki bi kwan
3a040f00ae	dige bwiyeu nii dur waberbero kebo nii koka chika yarka beko. dige bwiyeu nwuro chi chuwa cho ki nure kalerangi nyowe na wuro chi ma binene, dila chi fiya cho bo ki bwirangke
3a04100082	di bi bofiye liyar filange twai mani, dige bwiyeu na ma binen taikali na bifiya filangko na wuro ati kang boti ki kwama chwi kake.
3a05010087	nidur wabka wo chi yoco nobbe naci yillom ni tomangnge nobbe fiye kwama dige bwiyeu naci neka ka-nge twika nuwangek na kero bwir ko ce.
3a05020062	con mwe bi luma nubo buro bongi nyowe ka-nge wuro ci bolume, chige bwiyeu cho ki bwichi chan yari.
3a0503007f	Tano nyori cho ki bwici can twi nuwang na dorceroce kambo co ma nubo nin ciye twika nuwangek no nuboce. buro ma bwirang kerere.
3a05040055	ke na dor cero ce nubo ne co dur tiye, nyi co, chuwo choweu kwama, nawo Haruna mwore.
3a05050097	na chik cha, kaka'a kebo nyo Yeesu kungbo dorcer nungi na nii wabore dur. kaka'a, wuro tok kerti ka-nge ce toke, mubu bwemi, duwen min nyilam te'e mwe,
3a05060070	na wo ci toki kange feu dong-dong nawo ci ko ki ka-nge feu mweon nii wabber diiri ki bwik manner melchizedek.”
3a050700ab	fiya ci mwor bwiyeu, kiriti kwob ka dulo ka-nge kini ki die wiye ka-nge mwem nu wi kwama nin, wuro no a cok choti mwor bware, la chon nuwa chuko wori ki den yim kwama cem.
3a05080037	bwen duwal cin bwe, con nyimom neka durek mwor dotange.
3a05090052	ci ywel co twang cin yilam, mwor nubo buro gwam neco bidwiyere, cerkako dii riyeu.
3a050a0046	kwama dok co ca yilam na nii wabber dur bwik manner na Melchizedek ce.
3a050b0056	cin wi ki tokka ducce dor Yeesu, bwai na fwetange bwen duwal mu yilam kulen nuwa kake.
3a050c0087	cho ki kwama wo mun nii merangka, motak mwan cwi ni ka-nge na merang mwen bidob-bidob mwor ker kwama, mu daten yim, kebo carito kwamer.
3a050d005d	kan nii wo ki nore ka yim me koni yilam ki yulam ki kero kenne, wori duwal cin bwer biduware.
3a050e005e	cari to kwamar na nubo durce. won cho nubo buro wori kan yom ka dwyika ciyek na meranka ce ci.
3a0601008f	nana wori, labi yoten kang bwanka ker Almashiya ko nabi lam dwika, mani ba merangten ker dobko nangchen toka nuwetik kanghe bilengke mor kwama,
3a0602005b	kaka kwar merangka yuka munghe, ba yo kang dor ker kwenka tuwek kanghe bolango manki dikau.
3a06030026	ban ma wuro mor fwiye no kwama ciyari.
3a06040084	wonco dike bwi chi wumom mor fwiye kumeu kibi come, dila chin twim nekakowo cirou dii kwamau, chi fiyamten cuner yuwa tangbeko take,
3a06050047	chi twimten luma kerek kwama ke kanghe bikwan duret kalekowo bou tiyeu,
3a06060093	la wuro yarumeu atin bwai na yilau kicho dobka bwirangke. dike bwiyeu wori chi kin kulken bibwe kwama ki bwichi tak, chinetenco dotanghe nyanglang.
3a06070086	tano bitine no yirau dii kwamare, bitineco atin ne nuboco chi ywel bitine ker chire charito ken wuro co bitine fiya bi bwiyer kwamare.
3a06080083	dila tano ci ne chuyak kanghe yerako nyini na cwiyakeri, chi mani ki nanghen chibi dom kanghe chilka, cwiyake chileceu twika kirak.
3a06090056	dila nyin toki nyo, dor kumer, kom nubo mi cwicwiyeu, kom ma ker bwira, kero dateneti.
3a060a00b7	kwama kebo mii nero bwire, biya ko toka nannyene kumeko tiye, kanghe dencero kom cwiti dokkom kom ma nubo wuchakenin nanghentiyeu, la chiyeu. weri nico dikero dang chiyaka kerek tiye.
3a060b0066	nyiti cwii nyo wuyak kume kom dang bikwan neret wuro a dikumen yoka nerekti, chiyaka, yaken ciko dika.
3a060c006f	kati kom yilam kidilime, kom ma merangka ki nubo yo dige nore koweu, ki bilengkeret cher kanghe birim nere che.
3a060d006e	kambo kwama ma Ibrahim nin noreu, kambo nore kanghe mani wuro laco dwika ca werumti cikeu, la werum ki dorcer,
3a060e004b	yiki, “bilengke man mamwen bi bwiyer, man ma naniyak mweko nin bwirom.”
3a060f0043	kinco nuruwo, Ibrahim bwam nercer binnerdi, yo dika bi bwiyere keu.
3a06100054	bilengke nubeo ti weri ki dikero la chiyeu. weri inco dikero dng chiyaka kerek tiye.
3a0611007a	lana weu, kambo kwama cwiti nachi dang nob kwalib norebowo nyanglang, ci kebo mi fulongka dike ci cwimakatiye, la a mweri.
3a061200d7	ci ma dike wuro in wori dikero biro yobe mangki fulogkau, biro dangti, yitiki kwama mani cwer-cwerkiti, bo wuro bi cwa yabifiya fiye yurangka, biyilam kibi kwan nerer kambo ken bi lam dike biyoten nero wi dor cereu.
3a06130052	bin wiki yoka nerek, nyona dume ceu, yoka nereko wurodo yaken bwim lalang kuwekeu.
3a06140057	fiye Yeesu yakenwi kerbereu, cin yilam nii wabe dur wo diriyeu, kambo Malkisadak yoweu.
3a0701008a	wo cho Maikisadak liya salem nii wabe kwama duktangka wo wamkangi kange Ibrahim yi lauti fiye kwake kange kangum liyab yo chinen bibwiyer.
3a07020083	Ibrahim la ne chi dike gwam kullendo cho fiya. denchero Malkisadak” den do wo ki nang liya ken yo tok salem ki nang liya luma.”
3a07030077	man ki te'e man ki ne'e man ki nani yak man ki kabang yimek man ki dika dumek cho liya wabe wo maka dika nabi bwe kwama
3a07040064	nyori to dwika nii wo ko tukatinim benbo Ibrahim la ne cho dike cho fiyau kullen fiye kwane chinene.
3a070500e2	yo ki chuwom nani yak lewi kambo chiyo nangen de na nob biwabero che chi wi ki bikwan kerer wi bolang kwama tok ki ciya yo lumanerek fiye nobo wiye, tamwi wi keb chibo Isralawa, tano nyori chi kenne chi no nani yak Ibrahim me.
3a07060072	kambo Malkisadak cho kebo nani yak lewi. chon luma nerek wi Ibrahim nin cho ne cho bibwire, cho wuro cho wiki nor.
3a07070051	man ki ki kwob kangka bidware cho ki yore lumake durko nin wo lacho kibi dwiyere.
3a070800b3	wi na wo chaneu nobbo bro yo luma nerer tiye di kange mwa fiya chin bwiyam, dila ki kwama kangeri nii wo yo neka lumati Ibrahim nin neu kambo na chonyeu chi chuwa cheu chi yim nyo
3a07090045	la ki nur tokka, lewi wo yo luma nerek ke chon ne luma wi Ibrahim nin
3a070a0060	dige bwiye lewi ki no mor bwiye ten kwanum chem ki kwama Malkisadak chi wabkangum kange Ibrahim.
3a070b00ce	chan nawo naki anmamdi natakkum nangeen mor nange'en nob bi waber wo lewi yawa che (dige bwiyeu chi ne bolango chinen) no nyori fetikali nii wabbe kange bou ki dir Malkisadak la yilo chi tok bo dir Harunar.
3a070c003f	na cho nye ki kwama chi fologum nob wabbe beu, bolanko kene an.
3a070d0078	nyori nii cho chi tok digero buro dor chere na kange naniyang kange, wo kange mambo nangeen wi dor tanjilando wuchengke.
3a070e006e	wuro nyanglang fiye te'e wiye wo'o bou ner Yahuza, naniang Musa wo chi tok kom wi kange chiye mor nob webbibe.
3a070f0055	dige chi tok tiye nyanglang ki, chano kange nii wabbi kwanu ki chankangka Malkisadak.
3a0710006d	nii wabbi fwirko, kebo nii wabbi wo kwanu ki dir ner kaldo wo, la yilam nii wabbi wo nyim chembo man ki dika.
3a0711005c	nyo mulangum, mulange mor bi fimer ker cher mo niwabbe na yime che mor dir wo Malkisadak.”
3a07120044	la bidoti ki kaba yoken cho chwagca win nyo chune che man ki tikali.
3a0713005b	bwentanno nyo bolango dibo di gero di la nyo ner na kain kab wo fiye chinen laka kwama nin.
3a07140065	nyo na wo yor yore yoka nerer mani bwir kero ki weri bwentano chi nob wabbi bo chi tubo kange weridi.
3a07150065	la kwama weri ker Yeesu ki. teluwe werum man cha fulong kwaka nere che ti cho niwabbe manki dika.”'
3a07160031	nyo dige bwi yeu neeh bilengke kange yorka norek.
3a07170065	ki chuwom bwaro nyab nob wabi bo nangen diri. wo cho dige bwi kangum nobo wabibo duche ki win ki win.
3a07180050	la nyo cho Yeesu yim chembo manki dika, nangen wabi to chew mani Afolong ti nyo.
3a0719008b	la nyori cho wi ki nyomka bikwan cherkak chi nobo wo kutauti kwama nin ne ker cher. nyo kankang cho ki dume nyo tok cho konong ti ker chir.
3a071a0090	nyo na wori nii wabbi durko dabiwen tenne man ki bwirangke man fiye bi tore wuchek cho kom bwichi mor nob bwirangke, cho ki no di fiyen di gwam.
3a071b00af	man ki bwini kangum nob wabbi bo duryembo, wo ma kweleti kankange, ki kaba dor che gwam la Yeesu mawo kiritti win chwar mabo nobo nin ki wi winti-winti ki wo cho ne dor chere.
3a071c0091	nyo bulango ki yom nob nyo nyom kako lachinen be na nob wabbi bo che. lan ker werido, wo bob bwikob bolange, yo bwe. wo nyom ka che ko maki dika.
3a08010074	nawe dige nyo chwiti nyo toke cho wo: bo wiiki nii wabe durko wo yim kanko chacher fiye yimi nii durka wo dii kwama.
3a0802005b	cho chin change fiye wuchake, bikurwabe na bilengke che, wo kwama ywele, kebo bibwe nifire.
3a08030081	nob wabebo durko gwam chi, nobo tar kwama nin luma ko nobo nẽẽ ka-nge twika kunkuneko. nyori daten a fiya dige a twirangtiye.
3a08040034	na Almachiya fo dorbitinerdi mani a yila nii wabeti.
3a08050115	wori ka-ngembo wii wo tar twika nuwam fichangero tiye na dige bulangko toke. chiki ma nangen yirum dige kakuloko dii kwama. na wo kwama ma Musa nin biweret, fiya cho chwiti na cho mũũ bikure: toõ, kwama yii ki, “ma diger dong-dong na wo chi merang mwen dor bang-ngereu.”
3a08060078	di la nangen do Almachiya yowe la wo chiye gwam. wori cho nii tebere yortum norem, woro chi takum na yortum norem boche.
3a0807004c	Tano nor kabaro man ki bwirangkeri, la yẽẽ bwi a yoo noro yobe che tiye?
3a0808005d	na kwama fiya bwiranke dor nober di a tokki man fulon noro fwir ka-nge Israila ka-nge Yahuza.
3a0809009d	Take mani a yila nawo ma mani ka-nge tenkwanib kimebo, nawo ma ta chi ka-nge. ma chok biten masar. chi tabo nor miro, mo ken man chutang. chi wi nuwa Teluwe.
3a080a00c0	di la wo cho nor miro wo ma ti ka-nge loh Israila, bwiko kume niwo, nuwa Teluwe, ma yoti bolang miko nyii chi, na mulanti mor nere chiye mani yilam kwama chinen, chi kene chiyan yilam nob mib.
3a080b00a1	mani chiya merang kebchiye bo ninti kaka nobo bi dom ka-nge chiye, ki ko nyomom Teluwe? di la gwam chiye chiyan nyomom ye, tabti biduware yamken chiko durko nin.
3a080c0053	man chii ki nangen chiyero mani wuchake, mani ma kulomti ka-nge bwirangke chiye.”
3a080d0054	dor takka “fwije” yila neti nor kabako charko, wo chi cho ki chareu yoten lemti.
3a09010040	bwen na nor kaba ko wii ki fiye wabe kange bidoti fo dorbitiner.
3a0902007b	mor bikur, kuwe wii chi yomyowe, kuwe kale cho wo choti ki fiye wuchake, fiye wo talkire yomyowe wii, late kange chari wii.
3a0903003a	bwi yilak kuwako, kange kuwe wii wo choti ki fiye wuchake.
3a090400b3	wii ki tanjilan mwiner na nuwan fichangero che. wii ki bwen nore, wo chi kwaltum ki mwine. more che telmwine tomki manna, kange dang Haruna wo fuũwe, kange late tere wo nore che.
3a0905007d	di kwama kange bwen nore dubi cherobim nob duktangka kange kakilok cheduwe, wuro naweu mani ba dol fwetankati win bweko wine.
3a09060068	bwiko ywellum dige wori, nob wabeb bikurebo, ki do, dokuwe bikulro nine kir-kir chi ma nangen chiyeroti.
3a090700a9	kan liya wabe durko do kuwe yobe tiye, kiritti win chwat mor chore, tam cha no ki buyale wo twiika che na dor chero che, kange bwirangke nobe chiye mani kebo kibi kwake.
3a0908005a	yuwa tangbeko wuchake nungi nure yaken fiye wuchake fwetangbo, tano bikur kabako tim wiri.
3a09090073	wori yilam fwetangka na wo, kangye luma, twiika nuwan fichangero gwam, netiye mani a dok dike dume ne'e wo wabtiye.
3a090a0072	chari kange dige noka mwere kange chika nirbanka kidemen-kidemen, wori dige yo a manangti, nime na bidoti yorangi.
3a090b0093	Almachiya bo nyi niiwabe durko ki digero ken bouwe, fiye, bikure durko dimdiye wuchake wo kebo kang nobek mu'uwe, wo kebo fo dorbitinero wo fwelle.
3a090c0089	kebo ki bwiyal nibe kange nenne di la ki bwiyale che, cho do'o fiye wuchake kiriti win chwat na nobo gwame che, yo'o binen fanka wo dire.
3a090d0068	tano bwiyal nibe Kane nenne, ka-nge te'eka dor nobo ka-ngum wuchake chiye, nir chiti, ka-nge bwii chiye.
3a090e00b9	Tenkang bwiyale Almachiya wo bo fiye yuwa tangbeko wuchake bak-ni-bak neken dor chero twika ficha-nger, kwama wo nir nerberoti fiye nange do yorbo bwiyam bwiya na bo wab kwama nii dume.
3a090f00b5	cho dige bwiye, Almachiya cho fiye wab kanka noro fwiko, wuro bwi nyo, ma bwaro wo chokkum nobo dimer noro chare, ker bwirangke chi, wuro kwama cho na yo'o nor kwali chi bak-ni-bak.
3a09100053	di gwam ka-nge mulang dige ner chere la dube, tam a nyomom buwar niwo mulangi yowe.
3a09110070	fiye buro man chi ma nangenti ki dige niwo bwiyame mulangi yowe, man ki nangen tano niwo mulangi yowe ki dumeri.
3a09120026	bwen nor kabaro tibo, ki bwiyale nime.
3a0913012f	di la Musa dim nebo werfunero gwam mor bulange nobo nin gwam, la chon tũũ buyal bẽẽ nenne ka-nge nibe, wari ka-nge mwem, ka-nge yilanko fiyer ka-nge kang bwatiye ki duka bwii che, na cho watangi dor nober ka-nge bifumer werfunero. wi fo yii chi wuro bwiyale nore kwama ne'e kange werfune kumen.”
3a0915005e	nyo cho te-em bwiyale dor bikure ka-nge gwam kullen do more che wo ci mam nangen wabkati chike
3a09160066	dige bulangko tabe, gwam ki bwiyale chi nirti chike, tana chorka bwiyalek maniri, tabka bwirangke man.
3a09170083	Tam nyo kulen do na bitenkar dige mor dii kwama na nirum ki twika bichirek. gwam nyo twika ko kwama tam a nirum ki twikako yoryore.
3a0918009d	Almachiya dobo fiye wuchak chi mũũ ki ka-nge, wuro betenkar dige wo na bilengke che. nyo chon ya mor dii kwama ki dorcer, nimde cho ya kabum kwama ker ber.
3a09190086	yabo wii na ne'e dor chero kiritti kila nin, nawo nii wabe bikure matiye, wuro doti fiye wuchake choti-choti ki bwiyale ka-nge bichir.
3a091a00b3	tano nyori tamyo cha nuwa dotange kiriti-kiriti fiye kabak dor bitiner, di na weu kiriti win chi fwetanche, chwile kalewo nin na tum bwirangke, cho chwi cho nẽẽ ken gor chere.
3a091b004a	nawo chi binen gwam bo bwiya kiriti win chwat, bwiko chek, kum kan bolang.
3a091c00be	nyo Almachiya wo chi nẽẽ kiriti win chwat, be na cho tum bwrangke nobo kila, yila na yobe che kebo nangen tũũka bwirangke, di la dor nobo wuro nintang choti ki birum nẽẽ na fuloci.
3a0a0100ad	nyori warfundo nyrom dike yoryore a boutiye kebo yirombo chuwo ki bwichi nobbo ya'ati kwama nine mani a yila nobti kambo ken ki ker twika wo nob twika mati chor kange chore.
3a0a02007e	na wo nyori twika nuwangeko datenbo a timka? wori chwi ninin nob wabkako chim nirum chi kiritti wiin, chi nyombo bwirang kere.
3a0a03004a	la twirangka nuwangek yilam diker kwaka ker bwirang keret chor kange chor.
3a0a040037	la bwiyale kwama kange nibe mani a tum bwirang kere ti.
3a0a050077	fiya kiritti bou dor bitinere chon tokki, twika nuwangek kange neka luma kebo dike kom chitiye, lan bwiyo ka ywel mene,
3a0a060033	twika kange meka dor bwiangge kebo diker luma kime.
3a0a07005f	la min tokki, “to'o min wo, na wo mulangum dor mir mor bifumere, nan ma dike mo chwitiye.”'
3a0a0800b5	ki ka'aba cho tokki “kebo twika nuwangek, kebo luma, kebo twika dor bwirang keret kom chitiye kaka kebo diker kom nuwa luma chek tiye” wuro twika nuwangeko chi mati mor werfune.
3a0a09007d	la chon tokki, “to'o min wo nan ma dike mo chitiye” cho tum dikero mati ki ka'aba na cho bou chi ki a mati na yobbe cheu.
3a0a0a0059	wuro chin nirum wuchak mor neka bwiye Yeesu kiritti, kiritti wiin na yilam na gwamme che.
3a0a0b008b	kume bwiko kume nob twika nuwangek tim ma kwama nin nangen ti. cho ne twikako chuwo kir-kir, twika nuwangeko wuro twibo bwirang keret wiye.
3a0a0c005d	la kiritti ne twika nuwangek kiritti wiin na wo gwam me, cho yiiken kang ko chartiyere kwama.
3a0a0d003e	cho ki nin tangi na nob kiyeb chebo yilam fiye fuwa na'a chek.
3a0a0e005c	ki twika nuwangek wiin, chon ywel nobbo chi nirum wuchake yilam dikero ken kambo ken, diiri.
3a0a0f0041	takeu, yuwatangbeko wuchakeu war binen ker. ki ka'aba chon tokki,
3a0a10008a	“won cho norro ma mani kange chiye bwiko kumeni wuro, teluwe tokki, “man yoti werfun miro ner chir man mulang chinenti mor nere chiye.
3a0a11005f	la chon yokten, bwirang keret chiyero, kange ner chiro bwangtenbo werfuneu, mani a kwati chiko.
3a0a120041	channeu, no tubka dike buro no wiri, nuwangek bweirang kere mani.
3a0a130048	nyori ker mibo biki bikwan neret bandoken fiye wuchake ki bwiyale Yeesu.
3a0a14004f	wuro cho nure fwirko nyiime che cha wom binene mor kyelange, wuro dangi bwichi.
3a0a15002b	wori biki nii twiika nuwangek dur lo kwama.
3a0a1600aa	nyori bi kutauten bidom ki nere ken, won chiyako dim diye na bilengke che, wori ner bero chin tem manki duti kwaka dikero bwir, bwi beu chin nirum ki mwembo manki dutiye.
3a0a170048	bitam kibi kwan warka nyo nere be, wori nii wo ma norrou wi ki bilengke.
3a0a180044	bi to'o nure wo ba nekang kuru ti cwikangka kange maka dikero kenne.
3a0a19007b	bi yilotende mwerkangka beko nawo kangum bo maneu. bi nekang buti bikwang neret kir-kir na wo kom to'o kakuko chuwo dadome.
3a0a1a0060	no bo ma bwirang kiritti ki nyomka bwikoba yuwa nyomka bilengke, nuwangek bwirang kere mani tak.
3a0a1b0051	nyori kan taito dur bolangere kange kirako chilong-chiloge wo twinob kiyeb kwama.
3a0a1c0052	nii wo ko werfun Musaro di chan bwiya cii duwe mani dorwarka nobbo yob kaka ta'ar.
3a0a1d00a9	warkako wini bwira nyo kom kwatiri daten dor fuwam bibwe kwama, tubo norr kwamaro na dikero wuchake-wori mor bwiyale chuwo chi nirum che-la yila tõ yuwa tangbe luma ka?
3a0a1e006f	wori bon nyimom wuro yii ki, ya'aka chunero na mi, man ya'am chunero chuwo takau kwama a ma warka nobbo locheu.
3a0a1f0029	diker tayer na yarken kang kwama ki dume;
3a0a200058	la kwa ki kumeni chumeu, bwiko ka yuwo nyomka, la kom mwirumum doka cherka dotange dure.
3a0a21006c	kom fiya kwenduwe mor nobbo ki bi torr kange dotange, kom nuwa dotange ti na wo kangumbo do'o more che kene.
3a0a220090	wori kom bunang nobbo fuchinabbo kom chiya ki fwor neret kulen kimero chi yuwome. kom nyomom ki bwikimi kom wi ki kulendo wo yoryori bak-ni-bak.
3a0a230046	nyori kom mirang de bikwang neret ki mero wi, wuro wiki ya'aka ko dur.
3a0a24005c	kom cwi mwirumka ti, na yiolam no kom dikero kwama cwitiyeri, kan yuwo norro cho ma bineneu.
3a0a250046	ki kini bi duwar, nii wo bou tiye “bichuwom an bou mani a ma fiyeti.
3a0a26005c	mimbo wuchakeu an fulo ki bilen kere. nocho yilaken ki bwimri mani ma nuwa lumati kange cho.
3a0a27005a	la bo mani mor nobbo wuro yilaken ki bwim fiye twalangka, la boh wi more buro ki bilengke.
3a0b010058	bilengke co ciya kako ki dike bro bo yo neer dor cireu. co ciya kako ki dike nuwe tobeu.
3a0b020036	ki ciro co tenkwanib bebo fiya ciyaka fiye kwama wiye.
3a0b030071	ki bilengke ba nyumom kalewo kwama fwel ki ker cer, wori dike brombo to ti ki nuweu fwelu bo dike to ti ki nuweu.
3a0b0400b8	ki bilengke Habila ne kwama chikako ficange la kayinu ceu, wo kwama ciya cinen con ni bilengke. kwama toki yora dor luma cero ca neu, ki bilengke Habila tok kere bwentano con bwiyameu.
3a0b050083	ki bilengke ci tum Enoch yaken dii na tore bwar”fiya co bo, wore kwama tum co.” kambo na tuceu, ne warke con yo kwama nin neer.
3a0b060095	na weu, kebo ki bilengkeri mani a lom cinenti won tam nyo nii wo bou ti kwama nineu a ne bilengke kwama wi la con nii co ne nubo do co tiyenin cuner.
3a0b0700c6	ki bilengke, nuluyo tomange cak-cakeu dor dikero tobo buriyeu. ki neer kwamar co ywel nebire mwenge na cer locer. ki makako wo kwama kangum kalewo la con yilam nii kwali bilengke ki bilengke ca neu.
3a0b08007c	ki bilengke Ibrahim kambo ci co ceu, bwangten ceri yaken fiye ca yoti na kwaliceu. con ceri co nyombo fiye co yakenti wiyeu.
3a0b090075	ki bilengke co yim mor bitine nore na fabe co yim mor bikur wabe co kange Ishaku kange Yakub nob kwalib nore bo gwam.
3a0b0a0046	co ki ton kaba cinan loro ki kwar kureuwo nii yabi kange mukako kwama.
3a0b0b0121	ki bilengke Saraya bentano com bilomeu, Ibrahim yo bikwan na yila teebweu. wo ma nyo bwentano ciram duwaleu, na wo con ciya nii bilengke ne co noreu. ki bilengke Saraya bwen con ciram duwaleu, yo bikwando na co bom bwe, la con ciram na co bo bwe, kambo con tu nii wo ne noreu nii bilengke.
3a0b0c0091	na ki nii wo wineu, kiyang con bwiyam-bwiya con bourang tenkwanibo kila-kila na bitirendo biloreu”, man ki kiye ka na yabum bo wo kong cajiyeu.
3a0b0d0092	mor bilengke brombo gwam bwiyaranum yobo noro, nyico, bwiko toka kanke yarum ka ciyak kutan, la cin ciya cin fabub, cin nob yameb fo dor bitinere.
3a0b0e003e	nubo bro tok dike bro tokum dong-dong ciki do bitine dor cire.
3a0b0f0041	na ciki kwa kin co bitine wo ci ceru wiyeri citin fiya yilaka wi.
3a0b10007b	la nyeu, cin cwi bitine ken, wo lo kwama. co dike bwi kwama nuwa bo kwenduwe a co kwama ciye, la con ywel ci nen cinan lor.
3a0b110064	ki bilengke Ibrahim kambo cuwa ceu, neken Ishaku, co bi bwece win cwar ca nekene. co wo ca yo noreu.
3a0b12003a	co Ibrahim ciyi ce, mor Ishaku tenkweani mwe bo a co tiye.
3a0b13004e	Ibrahim ciya kwama an kungum Ishaku bwar, la nyo ki danke la ki ci ca yo ciye.
3a0b140053	ki bilengke tak ki dike brombo boutiye Ishaku yo Yakub nin bi bwi yere kange Isuwa,
3a0b15005e	ki bilengke Yakubu bwiyatiri yo bibeyo lo Yusufu nin bibwiyere. yaku wabi nyolum dor dangecer.
3a0b160078	ki bilengke Yusufu, kambo kumeni ce daotom dikari tob dobkako Israila a dubom masaro tiyeu con yiten ci ker kuktini ceu.
3a0b170080	ki bilengke Musa kambo ci bou ceri, tebcebo yurangum co cwiyakko taãr, wori cin to co bwe yor-yore. ci cwa bo ker liyaro tokeu.
3a0b180043	ki bilengke Musa kambo dwiyomeri ko na co co kibibwe bubya firauna.
3a0b19005b	con tum na co nuwa dontange kange nob kwama bo kange wo ca nuwa luma bwirangketi biduwareu.
3a0b1a0072	con ciya ki yari bwanka Yeesu keu cwekako dur la dike mwerum kuũ yoka masareu. la coki yo nuwa cecunenr cero nin.
3a0b1b006d	ki bilengke Musa dubom Masare, cwa bo tai funer liyar, la con birumum, na kaã mwini co ki to nii mani toreu.
3a0b1c0095	ki bilengke con bwangten ki duklume yabkako, kange watangka bwiyaleko, na nii twalka bi bei bayilobe kaba bouri na kare bi bei bayilobe kaba Israilu.
3a0b1d0076	ki bilengke ci yab cajiyo baharmaliya na ka mwi ci yab bitine kwicer, kambo masarawa cwi na ci mani nyeri mirangum ci.
3a0b1e0058	ki bilengke tiyakko Jeriko yarken bitine, bwiko wo ci kentangum cinan loro kume nibereu.
3a0b1f0062	ki bilengke Rahab nawiye buroka, bwiyabo kange nubo ko nuwa kau, wori con nob nurebo ki for nered.
3a0b20006f	ye ma tok ti take? mani a dob yeti na tok ker dor Gidiyo ner, Barak, Simson, Dauda, Samuila kange nob dukumebo.
3a0b21006a	ki bilengke ci cam biten liyabe ki kwene, cin ma nbangedangen bilengker cin yo noro. cin kumom nyi tirome.
3a0b220069	cin k kired, cin cerum nyi kulene, twam ciki twira tini. yilam kibikwan nyi kwene, cin nob kweneb fabubo.
3a0b23007e	na tubo yo yitub cibowo ci kungan bwareu. kangem nuwa do tange, ci dobo cerka ki dor cir, wori ciki yoneri, kungka nubo tuweu.
3a0b24005d	kangem bo cin buwo ci, kange biluker kange balyangen, kangem bo kuka kanger bwaka ki gwelman.
3a0b25007f	mobang ci ki ter, biyer kangum ci yob, twalci ki kulen, cin yam ki teni kwame kange nibe. cin cu biten nube, cin ne ci dotange.
3a0b260078	dor bitinero tu ci bo na kange. ci ti bwiye langi yerank kange bangtini. kange mor buwak bangek kange buwakti kanjangek.
3a0b270044	bwentano nubo bro kwama ciya ki ci ker bilengke ciye, ci yo bo noro.
3a0b28003a	kwama mabinen yabiyo kenti, mani a mati la a ma kange bou.
3a0c01008f	di nyu, nob warkako kentangum be, di bo nyou dige a lã botiyeu chung hagin kange bwiranke bwabanngum be. bo biner chwak torkako yom kabumbeme.
3a0c0200ac	bo cho ti Yeesu nin nii fwilikangǝ bilengke gwam-gwame. fwor nerer yom chi meneu, cho birumum bwatiye bware. chwe kangum kwenduwe, cho yim kangko chattiyer den ki la kwama
3a0c030076	nyo bulangi ki cho wuro mwirum me kurombo nob bwirangkero nin dorcer nyo dila mani mwa yarang netti mu chokum nermwer.
3a0c040039	bwiri mwo kwab kangbo kange bwirangke wo ya lam bwi yale.
3a0c050080	mun tabum kange bi tiye maro wo yinen na bwe. bi bwemi ture yiber kange mwerum kwamambo, yilare ki faner tano chi ywel nendi.”
3a0c060041	kwama ki mwe ni wo chi chwiyeu kange mweka mweka bwewo chi yoweu.
3a0c070054	mwirum dotangeu na mwe ka kwama ma kange mwo nyo na bwe. bwe winni teche mani mwere?
3a0c080049	tano chi mwe nen bori wuro nubo gwam matiyeu, di mwo nii bongtu kebo bwe.
3a0c09007e	takeu bin wi ki tee mwor bwiye wo mwebe, bin nuwachi la tenkang tebe wo mwor yuwatangbeko wuchakeu, kange wo dume ba nuwa nyi.
3a0c0a007f	tebbebo mwe boti ki ni bi dob kambo chi to dotanne, dila kwama ki mwe bo na ywelbo di nabi ti kangyi wari mwor wuchakke chenin.
3a0c0b0093	mwerum kange mani na wo lom-lomme ki ni cho chi mwe nentiyeu dila twiri kabo. diki bwiri ki ne bitutti fwor nere wuchake nubo buro nin yo mwe kake.
3a0c0c0039	di fer kang mweko wo yakummeu kange duwen mwero yi bomeu.
3a0c0d004f	ywel namweko min nureu ti chere, la na dige muklangum meu mani a kayati an tam.
3a0c0e004a	do luma kange nubo gwam kange wuchake, kebo ki chori ni mani a to kwamati.
