2a00000007	Lúcás
2a0b0800e7	A deirim ribh, ar néirghe dhó, dá mbeith nach dtiobhradh sé sin úadh, ar son gur chara dhó é, gidheadh go fírinneach ar son a liosdachda do éiréochadh sé, agus do bhéaradh sé dhó an mhéid do bhiadh do riachdanus air.
2a0b09008c	Agus a deirimsi ribh, Iarraidh, agus do bhéarthar dháoibh; lorgairigh, agus do gheabhtháoi; buailidh an doras, agus oisgéoltar dháoibh.
2a0b0a0083	Oír gidh bé iárras glacaidh sé; agus gidh bé do ní lorgaireachd do gheibh sé; agus oísgéoltar don té bhúaileas an doras.
2a0b0b009f	Agus cía againbhsi athair ar a níarrfadh a mhac arán, do bhéaradh cloch dhó? Nó dhá niárradh sé iásg, do bhéaradh nathair nimhe a nionad éisg dhó?
2a0b0c0039	Nó dá niárradh sé úgh, an dtiobhradh se scorpion do?
2a0b0d00ce	Ar a nadhbharsin, más eól dáoibhsi air mbeith go holc, tiodhluice maithe do thbhairt da bhur gcloinn, an é nach mó ná sin bhéaras bhur nathairse ó neamh an Spiorad Náomh don during íarrfas air é?
2a0b0e009f	Agus do bhí sé ag teilgean deamhain amach, do bhí balbh. Agus tárla, ar ndul don deamhan amach, gur labhair an balbhán; agus do ghabh iongnadh an slúagh.
2a0b0f0067	Agus a dubhairt dream acasan, Is trí Bheelsébub prionnsa na ndeamhan theilgeas sé amach na deamhuin.
2a0b10004e	Agus dream eile, ag cur chathaighthe air, do iárradar comhartha ó neamh air.
2a0b1100c1	Agus ar bhfaicsin a smúaintighthe, dhósan, a dubhairt sé riú, Gach rioghachd bhios roinnte na haghaidh féin do nithear fasach dhi; agus an tigh bhíos roinnte naghaidh tíghe, tuitidh sé.
2a0b1200af	Agus mar an gcéada dá raibh Sátan roinnte na aghaidh féin, cionnas fhanfas a rioghachd na seasamh? oír a deirthísi gur ab trí Bheelsébúb theilgimsi amach na deamhain.
2a0b130099	Agus más trí Bheelsebuh sgriosaimsi na deamhuin, cía tré sgriosaid bhur gelannsa iád? Ar a nadbhharsin héid siádsan na mbhreitheamhnaibh oraibhsi.
2a0b140070	Ach cheanna más le méur Dé theilgimsi amach na deamhain, gan chunntabhairt tháinic ríoghachd De chuguibhsi.
2a0b15005d	An tan choimhéadas duine láidir armálta a chúirt féin, atá a bhfuil aige a siothchaín:
2a0b1600ac	Achd an tráth thig duine is neartmhaire ná é, beiridh sé búaidh air, agus tóguidh sé leis a uile armaíl ann ar chuir sé a mhuinighinn, agus roinnidh sé a eadáil.
2a0b170068	An té nach bhfuil leamsa atá sé am aghaidh: agus gidh bé nach ccruinnigheann leamsa scabuighidh sé.
2a0b1800db	An tráth imthigheas an spiorad neamhglann as duine ar bith, imthigh sé trí íonaduibh tiorma, ag iárruidh suáimhnis; agus an tráth nach bhfaghann sé sin, a deir sé, Fillfidh mé doin thigh féin ó dtáinic mé.
2a0b190053	Agus ar dtachd dó, do gheibh sé ar na sgúabadh agus ar na dheaghmhaisioghadh é.
2a0b1a00c6	Imthighidh sé an sin, agus beiridh sé leis seachd spioraide eile is measa ná é fein; agus ar ndol a sdeach dhóibh, do níd comhnaidhe ann sin: agus is measa deireadh an duine sin ná a thosach.
2a0b1b00b6	Agus tárla, agá rádh so dhó, gur árduigh bean áirighe don tsluágh a gúth, agus go nduibhairt sí, As beannaighe an bhrionn do iomchuir thú, agus na cíocha do dhiughail tú.
2a0b1c0061	Agus a dubhairt seision, Achd as beannaighe an dream eisdeas briáthar Dé, agus choimhéudus é.
2a0b1d00c3	Agus an tan do chruinnidh an sluágh go tiúgh chuige, do thionsgain sé a tádh. As olc an cineadh so: iárraidh sé comhartha; agus ní tiubharthar comhartha dhó, achd comhartha Iónas fáidh.
2a0b1e007d	Oir ambail dó bhí Iónas na chomhartha do mhuinntir Niníve, as mar sin bhiás Mac an duine mar an gcéudna don chineadhso.
2a0b1f0100	Eiréochuidh bainrióghan an aoibhe ó dheas a mbreitheamhnus maille ré dáoinibh an chinidhsí, agus daimneóchaidh si iád: oír tháinic sisí ó leithimlibh na talmhan déisdeachd ré heagna Sholaimh: agus, féuch, atá duine as mó ná Solamh ann so.
2a0b2000c2	Eireóchaid luchd Niníve a mbreitheamhnus maille ris an gcineadhso, agus dainmeóchaid é: oír do rinneadarsan aithrighe ag seanmóir Iónas; agus, féuch, atá duine as mó ná Iónas ann so.
2a0b21009b	Ní lasann duine ar bith coinneall, chum a cur a bhfolach, nó faoi bhaiseúl, achd a gcoinnleóir, ionnus go bhfaichfidis an dream thig a sdeach an solus.
2a0b2200bd	A sí an tsúil solus an chuirp: ar a nadhbharsin a núair bhias do shúil glan, biáidh do chorp uile soillseach; achd dá raibh do shúil go holc, biáidh do chorp mar an gcéadna dorcha.
2a0b230052	Dá brígh sin tabhair haire riot nach biáidh an solus atá ionnad na dhorchadus.
2a0b2400a7	Ar a nadhbharsin dá raibh, do chorp uile soillseach, gan éanchuid dhe dorcha, biáidh an tiomlán soillseach, amhail mar dheallruigheas coinneal thú ré na soillse.
2a0b2500a2	Agus ar labhairt do, do chuir Phairisíneach airighe impédhe air a dhínnér do chaitheamh na fhochair: agus ár ndul a sdeach dhósan, do shuigh sé chum bídh.
2a0b26006b	Agus an tan do chonnairc an Phairísineach sin, dob iongnadh leis nár ionnail sé ar tús roimh dhínnér.
2a0b2700c2	Agus a dubhairt an Tighearna rís, Go deimhin do ní sibhse a phairisineacha an táobh amuigh don chupan agus don mhéis glan; achd atá an táobh a sdigh dhíbh lán do shracaireachd agus dolc.
2a0b280073	A dháoine gan chéill, a né nach é an tí do rinne an táobh a muigh do rinne an táobh a sdigh mar an gcéadna?
2a0b290081	Ar a nadhbharsin tábhruidh deíre uáibh do na neithibh atá a láthair aguibh; agus, féuch, bíaidh na huile neitheghan díbh.
2a0b2a0110	Achd is anáoibhinn dáoibh, a phairisíneach! do brígh go ngabhtháoi deachmhaidh an mhiontius agus na ruibhe agus na uile luibheann, achd gabhtháoithar bhreitheamhnus agus ghrádh Dé: do búdh cúir iád so do dhéamnamh, agus gan iád súd do leígeann gan déanamh.
2a0b2b008e	As anáoibhinn dáoibh, a phoirisneacha! Oír as ionmhuin libh an céud ionad suidhe ann sna sionagogaibh, agus fáilteadha ar na máruidhibh.
2a0b2c00c1	As anáoibhinn dáoibh, a sgriobuidhe agus a phairisíneacha, a lachd a nfúarchrábhaidh! oír atátháoi marthuámuidhibh nách bhfaicthear, agus nách aithne do na dáoimbh shiubhlus orrtha.
2a0b2d008c	Agus ar bhfreagra do dhuine áirighe don luched dlighe, a deir sé rís, A Mhaighisdir, agá rádh so dhuit do bhéir tú masa dhuinne fós.
2a0b2e00c8	Achd a dubhairt seision, As anáoibhinn dáoibhsi leis, a luchd dlighe! oír curtháoi úaluidhe dóiomchur ar na dáoinibh, agus ní bheantháoi féin ris na húaladhaibh lé háon da bhur méuraibh.
2a0b2f0070	As anáoibhinn daiobh! oír tógtháoi túamuidhe na bhfáidheadh, agus a siád bhur naithreacha do mharbh iád.
2a0b30008b	Go deimhin do níthi fiádhnuisi go moltáoi gniómhartha bhur naithreach: oír do mharbhadarsan iád, agus do níthíse tuamuidhe dhóibh.
2a0b31007e	Ar a nadhbharso a dubhairt eagna Dé, Cuirfe mé fáidhe agus absdail chuca, agus muirfid siád agus géarleanfuid cuid diobh:
2a0b320066	Do chum go leanfuidhe ar an gcinneadhsa, fuil na bhfáidheadh uile, do dóirteadh ó thús an domhain;
2a0b330095	O fhuil Abéil go fuil Shacharías, do marbhadh éidir a naltóir agus an teampoll: go firinneach a deirim ribh, go leanfuighear é ar an gcineadhso.
2a0b3400ab	As anáoibhinn dáoibh, a luchd dlighe! oír rugabhair libh eochair a néolais, ní dheachabhair féin a sdeach, agus do thoirmisgeabhair an dream do bhí ag dul a sdeach.
2a0b3500bd	Agus a nnáir dubhairt sé na neithese riú, do thionnsgnadar na sgriobuidhe agus na Phairisínigh consbóid ghéar do dhéanamh ris, agus a thabhairt air labhairt ar mhórán do neithibih:
2a0b360069	Ag luigheachan air, agus ag iárraidh neither éigin do ghreamughadh as a bhéul, ann a naigeóraidis é.
2a0c0100fe	Fa a námsin, ar mbeith do phubal gan airmheadh ar na ccomhchruinniufgadh, ionnus go rabhadar ag saltairt ar a chéile, do thionnsgain sé a radh re na dheisciobluibh ar tús, Comhéaduigh sibh féin ar laibhin na Bhphairsineach, eadhon an fuarchrabhadh.
2a0c020071	Oír ní bhfuil einní foluightheach, nach dtiocfuidh chum sóillsi; ná seicreideach, nach bhfuighthear a fhios.
2a0c0300ca	Ar a nadhbharsin gidh bé neithe do labhrabhair an dorchadas cluinfidhthear iád satsolus; agus gidh bé ní do labhrabhair a gcluáis a seómruidhibh uaígneacha do dhéantar a ghairm ós na tighthibh.
2a0c040093	Agus a deirim ribhse a chairde, Ná biodh eagla muinntire oraibh mhárbhus an corp, agus na dhiáigh sin leis nach éidir ní sa mhó do dhéanamh.
2a0c0500d7	Achd foillséochaidh mé dháoibh cía ré a mbia bhur neagla: Bíodh eagla an ti úd oraibh, agá bhfuil cumhachda tair éis duine a mharbhadh a theilgean go hifrionn; a seadh, a deirim ribh, Biodh eagla so oraibh.
2a0c060076	A né nach cceannaghthear cúig gnealbhain ar dhá fheórling, agus ni bhfuil áon aca ar dearmad a bhfiádhnuise Dé?
2a0c07008a	Achd fós atá gruág bhar gcinnse uile ar na comhaíreamh. Ar a nadhbharsin na bíodh eagla oráibh: as fearr sibhse ná morán gealbhan.
2a0c0800a6	Agus fós a deirim ribh, Gidh bé ar bith aidmheóchus misi a bhfiádhnuise na ndáoine, aidmheóchaidh Mac an duine mar an gcéadna eisean a bhfiadhnari aingeal Dé:
2a0c090037	Achd gidh bé shéanfus mise a bhfiadhnuise aingeal De.
2a0c0a00a7	Agus gidh bé laibheóras focal a naghaidh Mhic an duine, maithfighthear dhó é: achd ní maithfighear don tí laibheóras blaisphéime a naghaidh an Spiorad Náoimh.
2a0c0b00c6	Agus an tan do bhéaruíd said sibh chum na sinagóig, agus na núachdarán, agus na ndáoine gcumhachdach, na bíodh ná ro chúram oraibh cionnas no créd fhreagórtháoi, nó créd a déartháoi:
2a0c0c0063	Oír múinfidh an Spiorad Náomh dháoibh ar a nuársin féin, na neithe is coir dháoibh do rádh.
2a0c0d0079	Agus a dubhairt óglach áirighe don tslúagh ris, A Mhaighisdír, abair rem dhearbhrathair, a noighreachd do rionn rium.
2a0c0e0067	Agus a dubhairt séision ris, A dhuine, cia chur misi ós bhur gcionn am bhreitheamh nó am rannadóir?
2a0c0f0095	Agus a dubhairt sé riú, Feachaidh, agus seachnuidh sibh ar a tsaint: oír ní a níomarcuigh an tsaídhbhris atá ag duine air bith atá a bheatha.
2a0c100064	Agus a dubhairt sé cosamblachd riú, ag rádh, Tug fearann dhuine sháidhbhir áirighe toradh mór:
2a0c11007d	Agus do smuáin sé ann féin, ag radh, Créd do dhéana mé, oir ní bhfuil áit agam ann a gcruinneocha me mo thórthuighe?
2a0c1200b9	Agus a dubhairt sé, Do dhéana mé so: leaghfaidh mé mo sgiobóil, agus toigeabhuidh mé sgionóil bhus mó ná íad; agus cruimnéochaidh mé mo thórtha nile agus mo mháoin ionnta.
2a0c1300a6	Agus a deara mé réim anam fein, A anaim, ata mórán máoine agad ar na gcur a dtaisge fa chomchair mhórán bliadhan; fan ad chomhnuidhe, ith, ibh, bí go súgach.
2a0c140081	Agus a dubhairt Diá ris, A amadáin, a nochd féin iárfaid said hanam ort: agus cia bhus leis na neithe so, do sholáthair tú?
2a0c15005d	Is mar sin atá an té chrunnigheas ionnmhas dó féin, agus nach bhfuil sáidhbhir a Niliá.
2a0c160091	Agus a dubhairt sé ré na dheisciobhluibh, Uime so a deirim ribhsi, Ná bidhidh, ro chúramach tá bhur gcorp, créd é an ní íosdáoi umuibh.
2a0c17003c	As mó an tanam ná an biádh, agus an corp ná an téadach.
2a0c1800e2	Tabhraidh dá bhur naire ná preachaín: oír ní chuirid siás siól, agus ní bhéanuid said; agus ní bhfuili tigh sdórúis na sgioból aca; agus beathaigh Diá iád: agus a né nach fearr sibhsi go mór ná na héanlaith?
2a0c190060	Achd ciá agaibhsi lé na iomad curium fhéadas áon bhannlamh a mháin do chur air airde féin.
2a0c1a006e	Ar a nadhbharsin muna bhfuil ar bhur gcumas an ní as lugha, créd fa bhfuil cúram na neitheann eíle oraibh?
2a0c1b00d6	Tabhraidh dá bhur naire na lilidhe ciondus fhásaid said: ní dhéanuid said sáothar, agus ní shníomhuid said; achd a deirim ribh, nach raibh Solamh féin ann a ghlóir uile ar na éadughadh mar áon díobh so.
2a0c1c00bd	Agus má éaduigheann Diá már sin an fér, atá a niu ar an machaire, agus chuithear a márach ann sa núamhaifh; a né nach mó ná sin do dhéana sé dhibhse, a luchd an chreidimh bhig?
2a0c1d0065	Ar a nadhbharsin, na fiáfruidhidhsi créd iosdáoi, nó créd iobhtháoi, agus na bíthi amharusach.
2a0c1e0084	Oír a said na neithesi uile iárraid cinidheacha an domhain: achd atá a fhios ag bhur Nathairse go bhfuil a ríachdanas so oraibh.
2a0c1f0056	Achd cheanna Iárruidhsi rioghachd Dé; agus teilgfidhthear na neithesi uile chuguibh.
2a0c200062	Ná bíodh eagla ort, a thréd bheag; oir a si toil bhur Nathar an rioghachd do thabhairt dáoibh.
2a0c2100f1	Réacaidh a bhfuil aguibh, agus tabhruidh déire úaibh; déannidh sparáin dhibh féin nach rachta a narsaidheachd, cisde ar nach racha caitheamh ar neamh, a náith nach dtig gaduidhe a ngar dhó, agus nach dtruáilligheann an míol críon.
2a0c220054	Oír gidh bé aít iona bhfuil bhur ceisde, is am sin fós bhías bhur bhurgcroidhe.
2a0c23004b	Bíodh bhur leasrach ceangailte timchioll, agus bhur lóchráinn ar lasadh;
2a0c2400c8	Agus sibh féin comhchosmhud ré dáoinibh ag fuireach ré na dthighearna, gá húair do fhillfeadh sé ón phósadh; ionnas ar dteachd agus ar mbuáladh an doruis dó, go noisgeolaidis gan fhuireach.
2a0c250124	Is beannaighe na searbhfhoghantaidhe úd, do gheibh an tighearna ag déanamh faire an tan do thig sé: a deirim ribh go fírinneach, go gccangalfuigh sé é féin timchioll, agus go gcuirfidh sé iádsan na suidhe chum bidh, agus ar dteachd amach dhó go ndéanuidh sé fríothólamh dhóibh.
2a0c26008f	Agus má thig sé sa dara faire, agus má thig sé sa treas faire, agus go bhfuighe só mar sin iád, is beannaighe na scarbhfhoghantuighe sin.
2a0c2700c3	Achd biodh a dheimhin só aguibh, dá mbeith a fhios ag fear an tighe cía a núair a dtiocfadh an gaduighe, go ndéanadh sé faire, agus nach bhfuilcóngadh sé a thigh féin do thollodh thríd.
2a0c280060	Agus ar a nadhbharsin fós bithisi ullamh: oír is a núair nach saoiltí thiocfus Mac an duine.
2a0c29006a	Agus a dubhairt Peadar ris, A Thighearna, an linne a deir tú an chosamhlachd so, nó fós ré cach uíle?
2a0c2a00bc	Agus a dubhairt an Tighearna, Cía atá na fheadhmannach fhírinneach ghlic, chuirfeas a thighearna ós cionn a mhuinntie féin, ionnus go dtiobhradh sé a miosúr bidh dhóibh na am fein?
2a0c2b0070	Is beannaighe an searbhfhoghantuidhe úd, agá bhfuighe a thighearna an tan thiocfus sé dhá dhéanamh mar sin.
2a0c2c0049	Go fírinneach a deirim ribh, Go gcuirfe sé ós cionn a bhfuill aige é.
2a0c2d00e9	Achd má deir an seanbhfhoghantuighe úd ann a chroidhe féin, Cuirfidh mo thighearna a theachd a ríghneas; agus go dtionnsgónuidh sé gabháil ar na buáchailidh agus ná cailinidh, agus bheith ag ithe agus ag ól, agus ar meisge;
2a0c2e00e0	Tiocfa tighearna an tsearbhfhoghantuighe úd sa lá nach saoileann sé é, agus ann sa núair nach bhfuil a fhios aige, agus dealóchaidh sé úaidh é, agus do bhéara sé a chuid dhó a bhfochair na ndaoine gan chreideamh.
2a0c2f00a1	Achd an searbhfhoghantnidhe úd, agá raibh fios tola a thighearna féin, agus nar ullmhuidh é féin, agus nach dearna do réir a thola, géubhthar mórán air.
2a0c3000d6	Achd an tí úd ag nach raibh a fhios, agus fós do rinne na neithe do thuill buillidhe, buáilfabhear beagán air. Oír gidh bé dár tugadh morán, iárrfuidhthear morán a dtaisge, iarrfuidhthear ni sa mhó air.
2a0c31006a	Taínic misi do chur teineadh air an talamh; agus créd eile diárrfuinn, ma atá sí ar na lasadh cheana?
2a0c320076	Achd is éigin damhsa mo bhaisdeadh lé baisdeagh; agus créd a mhéd chuibhrighthear mé no go gcríochnuighthear é!
2a0c330079	An sáoilti gur ab chum sióthchána do thabhairt ar an dtalamh tháinic misi? a deirim ribh, Nach eadh; achd ceannairce:
2a0c34006f	Oír ó so amach, béid cúigear a néintigh ar na roinn, triúr a naghuidh deisi, agus diás a naghuidh trír.
2a0c3500f4	Biáidh an tathair a naghuidh an mhic, agus an mac a naghuidh a nathair; an mhathair a naghuidh na hiughine, agus a ninghean a naghuidh na mathara; agus mathair an fhir phósada a naghuidh a mhná, agus an bhean phósda a naghuidh mathar a fir.
2a0c3600ac	Agus a dubhairt sé mar an gcéadna ris an bpobal, An tan do chithi néull ag éighe ón táoibh a nsiár a deirthí ar ball, Atá cioth ag teachd; agus is amhluidh bhíos.
2a0c370074	Agus an tráth do chithí an gháoth ó dheas ag séideadh, a deirthí, Bíaidh teasmhach ann; agus bí sé mar sin.
2a0c380069	A luchd an fhuárchrabhuigh, as éol dáoibh aghaidh neimhe agus talmhan do bhreathnughthí na naimsirse?
2a0c390045	Agus, créd fá nach breathnuighthí úaibh féin créd is cóir ann?
2a0c3a011f	Agus fós an tan théid tá réd easgcaruid chum a núachdaráin, déana do dhícheall ar slighe, air thú féin do reíteach úadh; deagla go dtairrngeadh sé chum an bhreithimh thú, agus go dtiobhradh an bhreitheamh don tsirríam thú, agus go dteilgfeadh an sirriam thú a bpriosím.
2a0c3b005d	A deirim riot, nách dtiocfa tú a mach as sín, no go nióca tú an fheóirlinn deigheanach.
2a0d0100a1	Agus fá namsin féin tangadar dáoine áirighe chuige ag innisin sgéal do tháobh mhuinntir na Galilé, ag ar mheasg Pioláit a bhfuil thríd a niodhbarthuibh.
2a0d0200bb	Agus ar bhfreagra Díosa a dubhairt sé riu, An soiltisí gur ab mó na peacthaigh na Galiléeanuighsi ná an chuid eile do na Galiléeanachuibh, ar son gur fhuilngeadar a leithéide só?
2a0d03006f	A deirimsi ribh, Nach mó: achd, muna ndéantáoisi aithrighe, go sgríosfuidhthear sibh euile mar an gcéadna.
2a0d0400bf	Nó an sáoiltí na hochd bhfir deag úd, air ar thúit an tor a Síloam, agus do mharbh iád, gur mhó na peacthaigh iád ná gach áoin nduine eile dá raibh na gcomhnuidhe a Niárúsalém?
2a0d05006f	A deirim ribh, Nach ar mhó; achd mona ndéarntáoisi aithrighe, go sgriosfuidhthear sibh uile mar an gcéadna.
2a0d0600af	Agus mar an gcendna a dubhairt sé an chosamhlachdsa; Do bhí crann fige ag duine áirige curtha ann a fhíneamhain; agus táinic sé diárruidh toraidh air, agus ní fhuáir.
2a0d0700cf	Agus a dubhairt sé ris an ngárradóir, Féuch, atáim ré trí bliádhuibh ag teachd diárruidh toruidh ar an gcrann fígsi, agus ní faghaim: gear é; cred fá gcungmhann sé an fearann go neamhtharbhach?
2a0d0800b1	Agus ar bhfreagra dhósan a dubhairt sé ris, A thighearna, leíg dhó ar an mbliadhainsi mar an gcéadna, nó go romhradh mé na thimcheall, agus go gcnire mé áoileach fáoi:
2a0d090061	Agus má bheir sé toradh, léigfidh tú dhó: achd muna dtuga, géarrfuidh tú tar éisi sin é.
2a0d0a0044	Agus do bhí sé ag teagasg a sínagóig áirighe lá na sábbóide.
2a0d0b00b9	Agus, féuch, do bhí bean a lathair agá raibh spioraid éagcrúais lé hocd mblíadhna déig: agus do bhí sí crotach, agus niór bhéidir lé í féin do dhíoriughadh air éanchor.
2a0d0c0082	Agus an tráth do chunnair Iósa í, do goir sé chuige í, agus a dúbhairt sé ría, A bhean, atá tú sgáoilti ód éagcrúas.
2a0d0d0064	Agus do chuir se a lámha uirre: agus do rinneadh díreach ar ball í, agus tug sí glóir do Dhía.
2a0d0e0129	Agus ar bhfreagra dúachdarán na sinagóge ar mbeith diomghach dhó, fá Iósa do dhéanamh leighis ann sa tsabboid, a dubhairt sé ris on bpubal, Atáid sé laéthe ann ar coir obair do dhéanamh; ar a nadhbharsin gur ab ionnta sin thiocfas sibh dá bhur leigheas, agus nar ab a lá na sabboide.
2a0d0f00e9	Uime sin do fhreagair an Tighearna dhó, agus a dubhairt sé, A fhir an fhúarchrábhuidh, a né nach sgáoileann gach áon nduine agaibh féin a dhamh nó a asal ón mhainnsér lá na sabhóide, agus nach beireann sé chum uisge é?
2a0d1000ae	Agus an bheansa, atá na hinghin ag Abraham, noch do chuibhrigh Sátan, a nois le hóchd mbliadhna dég, a né nar choír a sgáoileadh ón chuibhreachsa a lá na sábbóide?
2a0d1100c5	Agus an tan a dubhairt sé na neithesi, do ghabh náire gach áon nduine dá raibh a cur na aghaidh: achd do bhígáirdeachas ar a tslúagh uile tré gach uile ní glórmhar dá ndéarmidh seision.
2a0d12005a	Agus a dubhairt sé, Cía lér cosmhuil rioghachd Dé? agus cia ré samhleóchaidh mé í?
2a0d1300cf	Is cosmhuil ré gráinne musdaird í, do ghabh duine chuige, agus do chuir sé ann a ghárrdha; agus dfás sé, agus dó rinneadh crann mór dhe, agus do rinneadar éanlaith a naiéir néid ann a ghéaguibh.
2a0e01009a	Agus tarla, ar dteachd dhó go tighdhuine áirghe dúachdaránuibh na Bhpairísíneach a lá na sábbóidedo chaitheamh bídh, go rabhadar a coimhéd air.
2a0e020040	Agus, féuch do bhí duine áirighe a nioropuis ná fhiadhnuisi.
2a0e03009c	Achd ar bhfreagra Díosado labhair sé ris an luchd dlighe agus ris ná Phairsíneachaibh, ag radh, An ceaduigheach leigheas do dhéanamh lá na sábbóide?
2a0e04006b	Achd do thochdadarsan. Agus ar mbreith ar a nóglach dhósan, do leighis sé é, agus do leig sé úadh é;
2a0e05009a	Agus ag freagra dhóibhsean, a dubhairt sé, Ciá aguibhsi agá dtuitfaedh a asal nó a ddhamh a ndíg, nach dtoígeabhadh a níos é a lá na sábboíde?
2a0e060045	Agus níor bheídir léo freagra do thabhairt air ann sna neithibhsi.
2a0e07009b	Agus do laibhair sé cosamhlachd ris an muinntir thainic ar cuireadh, ar na thabhairt dá aire mar do bhádar ag togha an chedionuidshuighe; ag rádh riú,
2a0e0800af	An tan do ghéabha tú cuireadh ó neach ar bith chum bainnsi, ná suidh ann sa chéadaít; ar eagla go bhfúair duine as onó ruighe ná thusa cuireadh úadh mar an gcéadna;
2a0e0900b6	Agus go dtiocfadh an tí do ghoir thusa agus eision agus go naibhéoradhsé riot, Tabhair ionad dó so; agus ann sin do thoiseóchthá maille le náire suidhe ann sa nionad is ísle.
2a0e0a010e	Achd an tan ghoirfidhthear thú, imthigh agus suidh ann sá nionad is ísle; ionnus an tan thiocfas an títhug cuireadh ó dhuit, go naiheóradh sé riot, A chara, suidh ní áirde suás ná sin: Ann sin do gheabha tú onóir a bhfiadhnuisi a mbiá na suidhe maile riot.
2a0e0b0069	Oír gidh bé áduigheas é féin ísleóchthar é; agus gidh bé ísligheas é féin, áirdeóchthar é.
2a0e0c0132	Agus fós a dubhairt sé ris an té thug cuireadh dhó, An tráth do dhéanas tú dInnéir nó suipéir, ná goir do cháirde ná do dhearbhraithre, ná do dháoine gáoil, ná do chomh arsanna saidhbhre; ar eagla go dtiobhradh siadsan fós cuireadhdhuitse arís, agus go bhfúoghtheá an chomaom chéadna.
2a0e0d0065	Achd an tan do ní tú féasda, goir na bcichd, na dáoine ciorthuimeacha, na bacaigh, agus na doill:
2a0e0e00a9	Agus biádh tú beannuighe; do bhrigh nach bhfuil acfuinn aca an chomáoin cheadna do thabhairt dhuit: ó do bhéarthar a luáidheachd dhuit a neiséirghe na bhfíréun.
2a0e0f009f	Agus an tan do chúalaidh duine áirighe dá raibh raibh ar áonbhord ris na neithesi, a dubhairt sé ris, Is beannaighe an té itheas arán a bhflaitheas Dé.
2a0e10005f	Achd a dubhairt seision rís Do rinne duine áirighe suipéir mhór, agus do ghoir sé mórán:
2a0e110094	A gus do chuir sé a shearbhfhoghantaidh a nam suipéir dá rádh ris an muinntir fnáir cuireadh, Tiagidh: Oir atAid na huile neithe a nois ullamh.
2a0e1200cf	Agus do thionnsgnadar uile dáonghuth a leithsgéul do ghabháil. A ddubhairt an céadduine ris, Do cheannaigh mé fearann, agus is éigin damh dhul amach agus a fhéachain: íarruim ort gabh mo leithsgéul.
2a0e13009a	Agus a dubhairt fear eile, Do chéannaigh mécúig cuingealuigh do dhaimhuibh, agus atáim ag dul dá ndearbh-adhíaruim ort gabh mo gabh mo leithssgéul.
2a0e140056	Agus a dubhairt fear eile, Do phós mé bean, ar a nadhbhairsin ní fhéaduim theachd.
2a0e150109	Agus ar dteachd don tsearbhfoghautidhe, dinnis sé na neithesi dhá thighearna. Ann sin ar ngabháil feirge dfear an tighe a dubhairt sé ré ná óglach, Imthigh go tapuidh fá shráidibh agus tabhair leachd a sdeach annsona boichd, agus na bacaigh, agus na doill.
2a0e160063	Agus a dubhairt an searbhfoghautidhe, A tighearna, do rinneadh mar a duirt, gidheadh atá ann fós.
2a0e170093	Agus a dubhairt an tighearna ris a nóglach, imitigh fá ná fálfuibh, agus coimhéignidh íad do theadh a sdeach, do chum go lionfuidhe mo thigh.
2a0e180060	Oír a derim ribh, Nach blaifidh, aon nduine do na fearuibh úd fuáir cuireadh dom shuipéarsa.
2a0e190052	Agus do bhí slúagh mór na chuideachda: agus ar bhfilleadh dho, a dubhairt ríu,
2a0e1a00e8	Gidh bé thig chugamasa, agus nach bhfUathuigheann sé a athair, agus a mhathair, agus a bhean, agus a chlann, agus a dhearbhraithreacha, agus a dheirbhsiúreacha, agus fós a anam fein, ní heidir leis bheith na dheiscipbal agamsa.
2a0e1b0073	Agus gidh bé nach iomchrann a chros déin, agus nach leanann mise, ní héidir leis bheith ná dheisciobal agamsa.
2a0e1c00a3	Oír cía agaibhsi duine le madh mian tor do dheanamh, nach suidhfeadh ar tús, do theilgean cuntais an chosdúis, an mbiadh acfuinn aige chum críche do chur air?
2a0e1d00a6	Ar eagla, déis na funndameinte do dhó, agus gan chumas aige críoch do chur air, go dtoiséochadh gach áon nduine dhá bhfaicfeadh é, fonomhad do dhéanamh faói,
2a0e1e0066	Ag rádh, Do thionnsgainn an fearsa obair do chur ar siobhal, agus fhéd sé críoch do chuir uirrthe.
2a0e1f00c9	Nó cia an rí rachadh do dhéanamh coguidh a naghaidh rígh eile, nach suidhfeadh ar tús, do dhéanamh comhairle nar bhéidir leis le deich míle teagmháil don té thig na aghaidh lé fichthe míle?
2a0e20006d	Nó, ar mbeith dhósan fós a bhfad úadh, cuiridh sé teachdaireachd chuige, agus iarruidh sé siothcháith.
2a0e210079	Mar an gcéadna, gach uile dhuine agaibhsi nach díultanndhá bhfuil aige, uí héidir dhó bheith na dheisciobal agamsa.
2a0e220058	Is maith an salann: achd má bhiónn an salann gan bhlas, créd lé gcuirfidh blás air?
2a0e230093	Ní bhfuil féidim air chum na talmhon, ná chum a naóiligh; teilid daoine amach é. Gidh bé agá bhfuilid clusa chum éisdeachda, éisdeadh sé.
2a0f01004d	Agus tangadar na Puibliocáin uile agus na peacthaigh chuige déisdeachd ris:
2a0f020092	Agus do rinneadar na PhairsInigh agus na SgrIobuidhe munmhar, ag rádh, Gabhuidh an feporso peachtaigh chuige, agus ithidh se bíadh na bhfochair.
2a0f030037	Achd do labhair seison an chosamlachd sa riu, ag rádh,
