0100000008	Suencuek
2f08040088	Thaphohnah cungkuem dongah lungvatnah neh mamih doedan ham, hlangcim rhoek taengah aka bitat neh doedannah ham rhoeng rhoeng ham bih uh.
2f08050082	Te vaengah ng'ngaiuep bangla om pawt cakhaw Pathen kah kongaih dongah amamih te Boeipa taeng neh mamih taengah lamhma laa paek uh.
2f08060080	Mamih loh doedannah phueng la om sak ham Titu te hloep uh. Te daengah ni lungvatnah he khaw nangmih taengah a cung tangloeng eh.
2f080700f1	Tedae cungkuem dongah na baecoih uh vanbangla tangnah neh olka dongah, mingnah neh thahluenah cungkuem dongah, kaimih lamkah nangmih taengah aka om lungnah dongah khaw baetawt uh lah. Te dongah tahae kah lungvatnah dongah khaw na baetawt uh.
2f08080077	Olpaek neh kam voek moenih. Tedae a tloe kah thahluenah lamloh nangmih kah lungnah te khaw hmantang aha soepsoei coeng.
2f080900b0	Mamih Boeipa Jesuh Khrih kah lungvatnah te na ming uh. Kuirhang la aka om loh a khodaeng te nangmih ham ni. Te daengah ni anih kah khodaeng ming loh nangmih n'khuehtawn sak eh.
2f080a009c	He dongah he poeknah khaw kam paek coeng. He tah nangmih ham khaw rhoei coeng. Anih loh a saii bueng pawt tih kumbuet lamloh phueng a ngaih tangtae rhoe ni.
2f080b0072	Tedae bisaii te khaw coeng uh laeh. Te dongah khalanah loh a ngaih van bangla na khueh te khap van tangloeng laeh.
2f080c0052	Khalanah loh a tawn uh atah aka om pawt rhi ah pawt tih aka khueh dongah te a uem.
2f080d0045	A tloe tah hilhoemnah tih nangmih te phacip phabaem paek ham om pawh.
2f080e00d2	Tedae tahae tue vaengah aka coihphaek nangmih loh te rhoek kah vawtthoeknah dongah vanatnah neh om uh. Te daengah ni aka baecoih rhoek te nangmih kah vawtthoeknah dongah om van vetih vanatnah a om tangloeng eh.
2f080f005f	A daek tangtae vanbangla muep aka yet long khaw kum pawt tih aka yool long khaw a daeng moenih.
2f08100055	Tedae Pathen taengkah lungvatnah loh Titu thinko ah nangmih ham thahluenah te a paek.
2f08110061	Thaphohnah te hlaehlae a doe rhep dongah ni nangmih taengah rhoeng rhoeng ha om tih a pongpa van.
2f08120064	Hlangboel boeih te olthangthen dongah thangthennah neh puei ham ni manuca Titu amah te kan tueih uh.
2f081300ad	Te bueng pawt tih lungvatnah dongah mamih kaha hui la hlangboel rhoek loh a coelh. Boeipa kah thangpomnah neh kaimih kah khalanah nen khaw kaimih loh anih te ka bongyong uh.
2f08140061	He mah he rhael uh. Kothoh dongah kaimih loh ka boelrhai uh he pakhat long khaw kaimih n'cawt ve.
2f08150053	Boeipa hmai bueng ah pawt tih hlang rhoek hmaiah khaw a then ham ni kho ka khan uh.
2f081600ae	Amih rhoi khaw mamih kah manuca neh kan puei sak lah ko. Anih te puet ka nuemnai uh khing vaengah kalek kace la om. Nangmih khuiah pangtungnah neh hlaehlae muep om van coeng.
2f0817008a	Titu te ka pueipo neh nangmih ham bibipuei ni. Mah manuca neh hlangboel kah caeltueih rhoek long tah Khrih kah thangpomnah la poek uh mai.
2f08180091	Te dongah nangmih kah lungnah neh, amih taengah nangmih yueng la kaimih kah hoemdamnah te hlangboel kah maelhmai dongah a mingpha la tueng coeng.
2f09010053	Hlangcim taengkah bitat dongah nangmih ham kan daek he kai ham taha puehdaih la om.
2f090200c1	Nangmih kah khalanah te ka ming dongah Akhaia loh kumbuet lamkah a tawn uh te nangmih yueng la Makedonia rhoek taengah ka pomsang puei. Te vaengah nangmih kah kohlopnah loh muep a cahawh coeng.
2f090300b2	Manuca rhoek te kan tueih coeng. Te daengah ni kaimih kah thangpomnah tah nangmih yueng la a cungvang nen khaw a tlongtlai pawt eh. Te dongah ka thui bangla aka tawn uh la om uh.
2f090400c4	Makedonia rhoek tah kai taengah ha pawk uh mai khaming. Te vaengah nangmih te buengrhuet m'hmuh uh vetih mamih loh yah m'pok uh pawt nim. Te dongah ni he ngaikhueknah neh nangmih kam voek uh pawh.
2f090500d4	Te dongah manuca rhoek te hloep ham ka poek tangkik. Nangmih taengla ha lamhma uh vetih nangmih kah yoethennah olkhueh te a soepsoei uh mako. Te te halhkanah lam pawt tih yoethennah te sikim la om tangloeng saeh.
2f09060072	Te dongah seih seih aka tuh loh seih seih a ah van vetih, yoethennah dongah aka tuh loh yoethennah te a ah van ni.
2f09070093	Hlang boeih loh a thinko ah a hmoel bangla pae saeh. Kothaenah neh kueknah lam moenih. Omngaih cangtloeng la aka pae-hlang ni Pathen loh a lungnah.
2f090800ac	Pathen loh nangmih ham lungvatnah cungkuem tea baecoih sak thai. Te daengah ni rhoepsaep dongah rhaemhalnah aka khueh boeih loh bibi then neha cungkuem la na baetawt uh eh.
2f0909005d	A daek bangla, a thaek te daengtloel taengla a paek tih a duengnah loh kumhal duela naeh van.
2f090a0097	Aka tuh ham cangtii aka thap pah loh caak ham buh khaw a koei pah ni. Te vaengah nangmih kah cangtii te ping vetih na duengnah thaihtae khaw rhoeng ni.
2f090b0074	Moeihoeihnah cungkuem ham tah rhoepsaep dongah boei coeng. Te long te mamih ah Pathen taengkah uemonah a thoeng sak.
2f090c009e	A thothueng dongkah bitat tah hlangcim rhoek kah vawtthoeknah te aka doo pah bueng laa om moenih. Tedae Pathen taengkah uemonah lamloh muep a baetawt sak van.
2f090d00bf	Tahae kah bitat dongkah khinngainah lamloh Khrih olthangthen dongah na olphoei dongkah boengainah neh, amih ham neh hlang boeih ham moeihoeihnah neh doedannah soah Pathen te a thangpom coeng.
2f090e0075	Nangmih soah Pathen kah lungvatnah a baetawt dongah nangmih yueng la amamih kah rhenbihnah dongah nangmih n'thoel uh.
2f090f003e	A kutdoe thuilek thuina pawt dongah Pathen te lungvatnah saeh.
2f0a0100b4	Kai Paul kamah loh Khrih kah muelhtuetnah neh kodonah dongah nangmih kan hloep coeng. Amah nangmih taengah maelhmai aka tlayae loh mikvoelh ah khaw nangmih taengla ka sayalh coeng.
2f0a020097	Pangtungnah neh sayalh om pawt ham kan hloep. Pumsa saloel ah aka pongpa bangla mamih aka poek te ni hlangvang taengah khaw ngaingaih puei ham ka poek.
2f0a03003a	Pumsa neh m'pongpa uh dae pumsa bangla m'vathoh uh moenih.
2f0a040094	Te dongah mamih caemrhal kah pumcumnah tah pumsa moenih. Tedae Pathen taengah tah poeknah hmuencak te koengloengnah dongla a hlak khaw yoeikoek mai.
2f0a050070	Pathen kah mingnah aka tlai thil hmuen sang boeih, poeknah cungkuem khaw Khrih kah olngainah khuila a sol coeng.
2f0a060058	Nangmih kah olngainah loh a soep vaengah althanah boeih te thuung ham sikim la om coeng.
2f0a0700ae	A maelhmai te na hmuh uh vanbangla, Khat khat loh amah te Khrih kah hlang la om hama ngaitang atah amah te koep nawt uh saeh. Anih bangla mamih khaw Khrih kah la n'om uh van.
2f0a0800a0	Mamih kah saithainah te pakhat khaw vel ka pomsang atah nangmih kah hlinsainah ham ni Boeipa loh m'paek, koengloengnah ham moenih. Te nen te yah ka pok mahpawh.
2f0a09003e	Te dongah capat neh nangmih aka hihham bangla ka poek boel eh.
2f0a0a007a	Capat long tah a rhih kahlak la rhaprhap a thui. Tedae pumsa kah a lonah tah tattloel la om tih a olka tah a hnaelcoe pah.
2f0a0b0073	He he amah loh poek saeh. Lakhla vaengah capat dongkah olka neh ng'om uh vanbangla a om uh vaengkah khoboe te khaw.
2f0a0c00d2	Amah aka oep uh rhoek te hlangvang khaw mamih taengah nuen sak ham neh thuidoek ham ka ngaingaih uh pawh. Tedae amih loh amah neh amah te noek uh thae tih amah neh amah tea thuidoek uh thae te hmuhming uh pawh.
2f0a0d00a0	Mamih tah voei m'pomsang uh ham moenih. Tedae hmakhuen kah a tarhing te Pathen loh a cungnueh neh kaimih taengaha tael vanbangla nangmih taengla n'laikai coeng.
2f0a0e0088	Nangmih taengah ka laikai uh pawt vanbangla kamamih ka hnawn uh thae moenih. Nangmih taeng duela Khrih kah olthangthen nen ni ka pai uh.
2f0a0f00c2	Hlanglang rhoek kah thakthaenah dongah voei pomsang uh boeh. Tedae ngaiuepnah khueh uh, nangmih kah tangnah te rhoeng coeng. Baecoihnah dongkah ka hmakhuen bangla nangmih taengla hang aeh coeng.
2f0a10006d	Nangmih kaha voel la olthangthen phong ham khaw hlanglang kah hmakhuen dongah a sikim la pomsang ham om pawh.
2f0a11003a	Te dongah aka pomsang long tah Boeipa dongah pomsang saeh.
2f0a120047	Amah aka oep uh pawt ni ueppang laa om. Tedae anih te Boeipa loh a oep.
2f0b01004f	Kai kah anglatnah te bet na yaknaem uh mai mako, tedae kai nan yaknaem uh gawn.
2f0b02008a	Pathen kah thatlainah vanbangla nangmih ham ka thatlai. Nangmih te tongpa pakhat taengkah oila cuem bangla Khrih taengah nawn ham kan oei.
2f0b0300a4	Ka rhih mai pawt cakhaw, rhul loh amah kah rhaithinah neh Eve a hoilae bangla, nangmih kah poeknah loh moeihoeihnah neh Khrih dongkah cimcaihnah te ham poeih ve ne.
2f0b0400c7	Hlang tloe te aka pawk loh Jesuh a tloe hoe ngawn cakhaw anih te n'hoe uh moenih, na dang uh noek pawh mueihla tloe, na doe uh noek pawh olthangthen a tloe na dang uh akhaw, balh na yaknaem uh ngawn.
2f0b050045	Te dongah caeltueih rhoek kah buhuenga pom te phavawt pawh ka ti mai.
2f0b060076	Tedae olka ka lol cakhaw mingnah dongah tah ka lol pawh. Te dongah nangmih kah cungkuem dongah cungkuem la phoe coeng.
2f0b070087	Tholhnah aka saii bangla ka tlarhoel daengah a nangmih na pomsang uh eh? Pathen kah olthangthen te nangmih hama yoeyap lam ni ka phong.
2f0b08004c	Hlangboel rhoek a hloeh la ka rheth tih nangmih kah bibi paang te ka bawt a?
2f0b0900fe	Nangmih taengah aka om tih aka vawtthoek pataeng pakhat khaw ka thinrhih sak moenih. Ka vawtthoeknah te Makedonia lamkah aka pawk manuca rhoek long nia doo. Cungkuem dongah kamah khaw nangmih taengah hoengpoek la ka tuem uh vanbangla ka tuem uh pueng ni.
2f0b0a0070	Ka khuiah Khrih kah oltak om ta. Te dongah ka khuikah hoemdamnah he tah Akhaia pingpang ah khaw buem uh mahpawh.
2f0b0b003d	Balae tih, nangmih kan lungnah pawh? Pathen loh a ming ngawn.
2f0b0c00bf	Tedae ka saii coeng te tah ka saii pueng ni. Te daengah ni rhoidoengnah aka ngaih rhoek kah rhoidoengnah te ka haih pah pueng eh. Te neh a pomsang uh daengah ni mamih bangla a hmuh uh van eh.
2f0b0d005d	Amih laithae caeltueih rhoek neh khuplat bibikung rhoek loh Khrih kah caeltueih bangla sa uh.
2f0b0e0053	Tedae Satan loh amah neh amah vangnah puencawn la a sa uh te ngaihmang ham om pawh.
2f0b0f0098	Anih kah tueihyoeih rhoek loh duengnah kah tueihyoeih rhoek bangla sa uh mai cakhaw olpuei moenih. Amih kaha hnukkhueng tah a khoboe vanbangla om bitni.
2f0b1000af	Koep ka thui, pakhat long khaw kai he ang tila poek uh boeh. Te pawt cakhaw aka ang banglam khaw kai n'doe uh mai. Te daengah ni kai loh pakhat lam khaw bet ka pomsang van eh.
2f0b110065	Ka thui te Boeipa banglam pawt tih anglat vaengkah banglam ni hoemdamnah he ngaikhueknah neh ka thui.
2f0b12003a	A yet loh pumsa neh a pomsang uh dongah ka pomsang van ni.
2f0b130046	A cueih neh aka om long ni aka ang rhoek te khaw liplip na yaknaem uh.
2f0b1400b1	Nangmih te pakhat loh sal m'bi sak akhaw, pakhat loh n'yoop akhaw, pakhat loh han loh akhaw, pakhat loh m'poe akhaw, pakhat loh na maelhmai ah n'thoek akhaw na yaknaem uh coeng.
2f0b150094	Kaimih loh ka vawtthoek uh te rhaidaeng la ka ti. Tedae te nen te khat khat long nia ngaingaih mai atah anglat la ka thui te ka ngaingaih mai coeng.
2f0b16008b	Hebrew hlang laa om atah kai khaw ka om van. Israel ca la om uh atah kai khaw ka om van, Abraham kah tiingan la om atah kai khaw ka om van.
2f0b1700bd	Khrih kah tueihyoeih laa om uh atah Kai loh muep ka angsai puei tih ka thui ngai ta. thakthaenah nen khaw ka tahoeng, thongim khuiah khaw vawptawp, lucik nen khaw nainoe, dueknah nen taitu.
2f0b180045	Judah rhoek lamkah voei nga ka yook tih likip ham pakhat vel a ngaih.
2f0b19006a	Voei thum m'boh uh. Vai n'dae uh. Sangpho loh voei thum m'poci puei, vuenhlaem tuidung khuiah ka yoka sut.
2f0b1a00d4	Yincaehnah khaw ninoe, tuiva kah khoponah, dingca kah khoponah, namtu lamkah khoponah, namtom lamkah khoponah, kho khuikah khoponah, kohong kah khoponah, tuipuei kah khoponah, laithae manuca kah khoponah loh yet.
2f0b1b0088	thakthaenah neh patangnah dongah mikhue la ka om taitu. Khokha neh tuihalh dongah yaehnah neh ka om taitu. Khosik khuiah ka kolvang sut.
2f0b1c0053	Te bueng kolla hlangboel boeih kah mawntangnah tah hnin takuem ka thinrhihnah laom.
2f0b1d0062	U khaw a tattloel vaengah tah ka tattloel moenih a? U khaw a khah vaengah tah kai n'rhoh moenih a?
2f0b1e0040	Pomsang hama kuek atah ka vawtthoeknah dongkah te ka pomsang eh.
2f0b1f005c	Ka laithae pawt te kumhal due uemom la aka om Pathen neh Boeipa Jesuh kah a napa loh a ming.
2f0b200053	Damasku ah kai tuuk ham te manghai Aretas kah khotawt loh Damasaku kho khaw a tawt.
2f0b210062	Tedae voeihang neh bangbuet lamloh pangbueng kaep ah n'hlak dongah ni amih kut te ka poeng ka hal.
2f0c010066	A rhoeirhoep pawt mai akhaw pomsang hama kuek. Tedae Boeipa kah mangthui neh pumphoenah te ka paan ni.
2f0c0200ac	Hnuk kum hlaili ah Khrih dongkah hlang pakhat ka ming. A pum nen nim te ka ming ngawn pawh. A pum a tal khaw ka ming pawh. Vaan a pathum la anih a pom te Pathen loh a ming.
2f0c03004f	Tekah hlang te ka ming ngawn daea pum nen nim, pum tal lam nim te ka ming pawh.
2f0c040082	Tedae paradai la a pom te Pathen loh a ming. Te vaengah ol toeklek na pawt tea yaak uh tih hlang pakhat khaw ol thui ham pae pawh.
2f0c050069	Te kah a yueng lam ni ka pomsang eh. Tedae kamah ham he ka vawtthoeknah nen pawt atah ka pomsang mahpawh.
2f0c0600f0	Pomsang ham ka ngaih cakhaw hlang ang la ka om pawt vetih oltak ni ka thui eh. Tedae kan hlun pueng. Kai he m'hmuh tih kai kawng te cungvang khaw a yaak vaengah pumphoenah dongkah a puehkan la pakhat long khaw kai he voelh ng'oep boel saeh.
2f0c070097	Te daengah ni kamah ka pomsang pawt tangloeng eh. Kai phop hamla Satan kah puencawn loh ka saa te tlaeh neha toeh. Te nen te ka pomsang uh mahpawt nim?
2f0c08003b	Hekah he kai lamkah khoe sak ham Boeipa te voeithum ka bih.
2f0c0900e7	Tedae kamah taengah, “Kai kah lungvatnah tah nang ham rhoeh. Thaomnah tah vawtthoeknah dongah nia soep,” a ti. Te dongah ka vawtthoeknah dongah hlae hlae ka pomsang lat. Te daengah ni Khrih kah thaomnah loh kai n'rhaeh thil eh.
2f0c0a00b3	Te dongah Khrih yueng la vawtthoeknah nen khaw, olboepnah nen khaw, kueknah nen khaw, hnaemtaeknah citcai nen khaw ka lungtlun uh coeng. Ka tattloel vaengah yoeikoek la ka om van.
2f0c0b00be	Hlang ang la ka om khaw nangmih long ni kai nan tanolh uh. Kai tah nangmih kah a oep ham khaw ka kuek pai. A honghi la ka om mai cakhaw caeltueih rhoek kah buhuenga pom te ka phavawt moenih.
2f0c0c0076	Caeltueih kah miknoek tah uehnah cungkuem neh miknoek la, khobae rhambae la, thaomnah la nangmih taengah thoeng coeng.
2f0c0d00a7	Hlangboel tloe rhoek lakah aka khulae te balae aka om. Te pawt akhaw kai kamah loh nangmih kan thinrhih sak mai pawt nim? Hekah boethae dongah khaw kai ng'rhen uh mai.
2f0c0e00f1	Nangmih taengah a pathum ka pawk ham sikim la ka om coeng he. Tedae nangmih kah koe pawt tih namamih te kan toem dongah ka thinrhih mahpawh. Ca rhoek loh manu napa ham a tung paha kuek moenih. Tedae manu napa long ni ca rhoek ham a tung pah.
2f0c0f0093	Kai loh hlae hlae ka vak cakhaw nangmih kah hinglu ham ni ka khok eh. Nangmih tea kum ngai kan lungnah coeng atah kamah ka lungnah he sii mai saeh.
2f0c10006b	Ana om dae saeh, kai loh nangmih kan nan moenih. Tuengkhuepnah neh hoeih aka om long ni nangmih te kan loh.
2f0c110060	Amih khuikah pakhat khaw nangmih taengla kan tueih moenih. Anih rhangneh nangmih kan omtoem nim?
2f0c1200a4	Titu te ka hloep tih manuca neh kan tueih. Titu loh nangmih te n'omtoem pawt maco? Mueihla ah amah la ka pongpa uh moenih a? Kholaeh khaw amah ah a thikat moenih a?
2f0c13009d	Nangmih taengah ka huul uh tila na poek uh dingrhae coeng. Pathen hmaiah Khrih rhangnen ni ka thui uh. Tedae thintlo boeih tah nangmih kah hlinsainah ham ni.
2f0c140101	Khoem ka pawk vaengah ka ngaih bangla nangmih kam hmu pawt ve ti ni ka rhih. Kai khaw nangmih loh nan ngaih uh pawt bangla m'hmu uh mai, tohhaemnah, thatlainah, thinsanah neh koevoeinah, olthaekaling, thuithetnah, hoemdawknah loh soekloeknah la khoem om ve.
2f0c1500c1	Koep ka pawk vaengah ka Pathen loh nangmih hmaiah kai n'tlarhoel sak lah ve. Aka tholh rhoek te muep ka nguek thil dae yut uh pawh. Te dongah rhongingnah, Cukhalnah, omthenbawnnah te a saii uh.
2f0d01006b	Nangmih taengah voeithum ka pawk coeng he. Olka boeih tah laipai panit pathum kaha ka neh a pai puei bitni.
2f0d0200a6	Ka thui coeng dongah ni lakhla vaengah khaw aka om pabae bangla ka thui. Tahae ah aka tholh tangtae rhoek neh a tloe boeih te khaw koep ka pawk atah kan hlun mahpawh.
2f0d030072	Ka khuiah Khrih a cal te loepdaknah neh na toem uh. Anih tah nangmih ah tattloel pawt tih nangmih khuiah tlung ta.
2f0d0400a8	Vawtthoeknah neh tai cakhaw Pathen kaha thaomnah neh hing coeng. Mamih khaw amah dongah n'tattloel uh dae na taengkah Pathen thanomnah neh amah taengah n'hing uh bitni.
2f0d0500a5	Namamih te noem uh lah, tangnah dongah na om nim. Namamih te nuemnai uh lah. Na khuikah Jesuh Khrih te na hmat uh pawt ve. Te pawt koinih a lolhmaih lam ni na om uh.
2f0d060051	Tedae na ming uh bitni tila ka ngaiuep. Kaimih tah a lolhmaih la ka om uh moenih.
2f0d0700d7	Nangmih tea thae la n'saii loengloeng pawt ham ni Pathen taengah ka thangthui uh. Kaimih loh ueppang la ka phoe uh mai pawt cakhaw nangmih tah a then mah saii uh mai. Kaimih he a lolhmaih lam khaw ka om uh mai thai.
2f0d080047	Oltak kah a voelah pakhat khaw n'saii thai moenih, oltak ham ni n'saii.
2f0d090091	Kaimih loh ka tattloel uh vaengah nangmih loh tatthai la na om uh dongah ka omngaih uh. Nangmih kah na cungkuemnah ham ni ka thangthui uh van he.
2f0d0a00a3	Lakhla vaengah ka daek coeng dongah he ka om vaengah khaw ka rhoidoeng aih mahpawh. Boeipa loh saithainah kai m'paek he hlinsainah ham ni koengloengnah ham moenih.
2f0d0b00bc	A tloihsoi ah manuca rhoek omngaih uh lah, moeh uh lah, hloephoelh uh thae lah, thikat la poek uh lah, rhoep uh thae lah. Te dongah lungnah neh rhoepnah Pathen tah nangmih taengah om saeh.
2f0d0c002b	Moknah cim neh khat neh khat toidal uh lah.
2f0d0d0032	Hlang ciim rhoek boeih loh nangmih te n'toidal uh.
2f0d0e007a	Boeipa Jesuh Khrih kah lungvatnah, Pathen kah lungnah neh, Cim Mueihla kah rhoinaengnah tah nangmih boeih taengah om saeh.
3000000006	Galati
3001010082	Hlang lamkah pawt tih, hlang rhangnen pawt tih, Jesuh Khrih neh duek lamkah anih aka thoh a pa Pathen rhangneh caeltueih Paul neh,
3001020049	ka taengkah manuca boeih loh Galati hlangboel rhoek taengah kan yaak sak.
3001030060	Mamih a pa Pathen neh Boeipa Jesuh Khrih kah lungvatnah neh ngaimongnah nangmih taengah om saeh.
300104009c	Mamih kah tholhnah kongah amah aka hnawn uh te. Te daengah ni ta kumhal kah aka pai boethae khui lamloh a pa neh Pathen kah kongaih bangla mamih n'hlawt eh.
3001050041	Thangpomnah tah a taengah kumhal kah kumhal ah om pai saeh. Amen.
3001060073	Khrih kah lungvatnah dongah nangmih aka khue taeng lamloh a tloe olthangthen la ki na buung uh te ka ngaihmang van.
3001070083	Te te a tloe la a om moenih. Te pawt akhaw nangmih aka hinghuen tih Khrih kah olthangthen palet ham aka ngaih tehlangvang na om uh.
3001080080	Tedae kaimih neh vaan lamkah puencawn long pataeng nangmih taengah ka phong uh te nangmih ham voelh a phong atah kosi yook saeh.
3001090087	Thui tangtae vanbangla tahae akhaw koep ka thui. Pakhat mai loh na doe uh tangtae te nangmih taengah voelh a phong atah kosi yook saeh.
30010a0092	Hlang nim, Pathen nim ka ngaitang coeng he. Hlang kolo nim ka toem. Hlang taengkah kolo ka toem pueng atah Khrih kah sal la ka om eh ka ti moenih.
30010b0074	Te dongah manuca rhoek nangmih taengah ka phoe coeng. Kai loh ka phong olthangthen he hlang dongah a kungsut moenih.
30010c0069	Kai tah hlang lamloh ka doe pawt tih n'thuituen bal moenih. Tedae Jesuh Khrih kah pumphoenah rhangnen ni.
30010d007b	Hnukbuet kah Judah sing neh ka omih te na yaak uh coeng. A puehkan aih la Pathen kah hlangboel te ka hnaemtaek tih ka thup.
30010e0085	Judah sing dongah ka namtu lakli kah thawnpuei rhoek lakah ka lamhma. Kamah patuel rhoek kah singyoe aka om dongah khaw muep ka hmae.
30010f0081	Tedae a nu bung lamloh kai aka hoep tih a lungvatnah neh aka khue Pathen loh, a capa te ka pum dongah pumphoe sak ham a lungtlun.
300110004e	Amah te ni namtom taengah ka thui eh. Thii neh saa neh koeloe ka thaem moenih.
3001110076	Kai hlankah caeltueih rhoek taengah Jerusalem lam khaw ka cet pawh. Tedae Arabia la ka cet tih Damasku la koep ka bal.
3001120073	Te lamkah a kum thum phoeiah Jerusalem la ka cet tih Kephas te ka ming. Te vaengah anih taengah hnin hlainga ka om.
300113004e	Tedae Boeipa kah a mana James pawt atah a tloe caeltueih rhoek te ka hmu pawh.
3001140049	Te dongah Pathen hmuhah ka laithae moenih tila nangmih ham ka daek he ne.
3001150031	Te phoeiah Syria neh Kilikia pingpang la ka pawk.
3001160055	Tedae ka om vaengkah Khrih ah Judea kah hlangboel maelhmai te khaw ka mangvawt coeng.
3001170083	Tedae, “Hnukbuet kah mamih aka hnaemtaek loh hnukbuet kah a phae tangnah te a phong coeng,” tila a yaak uh dawk nen ni a om uh.
3001180033	Te vaengah kai dong lamloh Pathen te a thangpom uh.
3002010061	Te phoeikah kum hlaili ah Jerusalem la Barnabas neh koep ka cet rhoi tih Titu khaw ka khuen rhoi.
30020200bb	Tedae pumphoenah neh ka caeh vaengah namtom taengkah ka hoe olthangthen nen ni amih ka pawnhlai. Amah van ah te rhoek a ming a om dongah a yong khaw a tlongtlai la a ka yong pawt khaming.
3002030053	Tedae kai taengkah Greek hoel la aka om Titu pataeng te yahvinrhet ham tanolh pawh.
3002040094	Tedae laithae manuca he a det uh dongah ni. Amih tah Khrih Jesuh ah ng'khueh mamih kah poenghalnah te dawn tih mamih he sal bi sak hamla yingyet uh.
300205008a	Amih taengah khonoek pakhat ham pataeng boengainah ka khueh pa uh moenih. Te daengah ni olthangthen kah oltak loh nangmih taengah a om eh.
30020600c8	Tedae aka poek rhoek te khat khat dongah metla a om akhaw hnukbuet ah a om te kai ham tah olpuei moenih. Pathen loh hlang kah maelhmai khaw a doe moenih. Ka taengah he mingom long khaw a thaem moenih.
3002070063	Tedae kuplat la aka hmu loh yahvinrhetnah dongah pumdul kah olthangthen te Peter bangla ka tangnah.
3002080060	Peter loh yahvinrhetnah kah caeltueih te a tueng sak tih kai khaw namtom rhoek ham ka tueng sak.
30020900fd	Tedae kai taengah m'paek lungvatnah aka ming, James neh Kephas neh Johan, rhungsut la aka om ham mingom rhoek loh, rhoinaengnah bantang kut tah kamah neh Barnabas taengah a thoh uh. Te dongah namtom ham ka om uh tih amih te yahvinrhetnah taengah om van.
30020a004a	khodaeng bueng he poek ham om mai. Te te saii ham te khaw bahoeng ka haam.
30020b0053	Tedae Kephas he Antiok la ha pawk vaengah, coel hamla a om dongah a hmai ah ka mah.
30020c00a5	James taengkah hlangvang te ha pawk hlan atah namtom taengah a caak. Tedae ha pawk uh vaengah tah yahvinrhetnah rhoek te a rhih. Te dongah tonga tih amah te hoep uh.
30020d0083	Te vaengah a tloe Judah rhoek long khaw anih te a thailat puei. Te dongah Barnabas long pataeng amih kah thailatnah te a rhoihbaih.
30020e00eb	Tedae olthangthen kah oltak bangla a caeh a thuem pawt te ka hmuh. Te dongah Kephas te hlang boeih hmaiah, “Nang Judah loh namtom bangla na om tih Judah bangla hing pawt atah, balae tih namtom te Judah bangla na tanolh,” ka ti nah.
30020f0046	Mamih kah coengnah he Judah tih hlangtholh tah namtom kah tloe moenih.
3002100129	Jesuh Khrih kah tangnah lamlong pawt atah olkhueng dongkah khoboe loh hlang a tang sak pawt te khaw ming uh. Mamih loh Khrih Jesuh ni n'tangnah. Te daengah ni olkhueng kah khoboe nen pawt tih Khrih kah tangnah lamloh n'tang uh eh. Te dongah olkhueng kah khoboe loh pumsa boeih he tang sak mahpawh.
3002110094	Tedae Khrih ah tang ham aka tlap rhoek loh amamih khaw hlangtholh rhoek la m'hmuh uh atah Khrih he tholh kah tueihyoeih van maco. Tlamte om mahpawh.
3002120051	Ka phae tangtae rhoek te koep ka sak atah kamah he boekoekkung la ka tueng coeng.
3002130053	Kai tah olkhueng lamloh olkhueng taengah ka duek daengah Pathen taengah ka hing eh.
30021400db	Khrih neh kai n'tai coeng dae ka hing pueng. Tedae kai voel pawt tih ka khuikah Khrih ni aka hing. Te dongah pumsa kah ka hing he kai ham amah aka voei uh tih kai aka lungnah Pathen Capa kah tangnah rhangnen ni ka hing.
300215006d	Pathen kah lungvatnah te ka hnawt pawh. Duengnah he olkhueng lamlong koinih Khrih tah a yoeyap la duek coeng.
3003010068	Galati hlangang rhoek aw, a tai tangtae Jesuh Khrih te mik hmuh ah a tueng lalah unim nangmih aka hloih.
3003020079	Nangmih lamkah tah he bueng ni ming ka ngaih. Olkhueng kah khoboe nen nim, na dang uh mueihla neh tangnah hnavue nen nim?
3003030055	Hlangang la na om uh tangloeng. Mueihla ah hma aka pai loh pumsa ah na khah uh coeng.
3003040045	A hoeihae lam nim heyet na patang uh? Te koinih a hoeihae pawn ni te.
300305008a	Te dongah nangmih te mueihla aka pae tih nangmih ah thaomnah a tueng sak tah olkhueng kah khoboe nen nim? Thangnah kah hnavue nen dae nim?
300306004c	Te vanbangla Abraham loh Pathen te a tangnah tih amah te duengnah la a nawt.
300307004b	Te dongah tangnah dongkah rhoek tah Abraham kah a ca rhoek ni tila ming uh.
30030800a4	Namtom rhoek he tangnah loh a tang sak te cacim loh ana hmaitang coeng. Pathen loh Abraham te, “Nang lamloh namtom boeih a yoethen ni,” tila olthangthen a thui.
300309004d	Te dongah tangnah kah hlang rhoek te tah uepom Abraham rhangneh a yoethen uh.
30030a00cd	Olkhueng kah bibi lamloh aka om boeih tah rhunkhuennah hmuiah om uh. A saii uh ham te olkhueng cabu khuiah a daek. Te rhoek boeih dongah aka ngolpai pawt rhoek te rhunkhuen thil saeh,” tila a daek coeng.
30030b0070	Tedae olkhueng lamloh Pathen taengah a tang pawt te mingpha coeng dongah aka dueng tah tangnah nen ni a hing eh.
30030c0056	Te dongah olkhueng tah tangnah dongah om pawt dae te te aka vai tah te nen te hing ni.
