2800000006	Matiyu
3e050f005e	Andi tiyiru adin lanzu nari-vat elemon na ti tiringhe-tiyiru tima se ilemon na tina tirin ghe.
3e051000dd	Andi umong yene gwana me taa kulapi kona kuma tighe aku ba, ucau inlira kiti Kutelle anan naghe ulai. Idin belu alena alapi mine mati nai iku ba. Bara among alpi diku alena nati unit ku-nan belle iti inlira kitene nalele.
3e05110048	Vat usalinglauwe kulaperi-bara kon kulapi diku kona kuma ti unit kuu ba.
3e05120092	Tiyiru ulena ina maru ghe kiti Kutelle na dini kulapi. Bara ulena ina maru ghe kiti Lutelle amin litime gigime, ibilis wangya alanza ghe ukule ba.
3e05130047	Tiyi arik kiti Kutelleri, nanin tiyiru uye vat sosin kadas ibilis sari.
3e051400b7	Bara nani Gono Kutelle na dak anan nanri uyinu, bara tiyirughe ulena kidegenghe, nani tidi nanya me ame na adi kidegenghe, nin Usome Yesu Kristi. Amere kidegen Kutelle nin lai saligan
3e05150023	Nono nayini, chinong udortun chill.
3f00000008	2 Yuhana
3f010100a5	Uune kurti kulau na ina tarda nghe acara udu kitin ngantiwani ning nono me ule na ayi niyinghe duku ning kidegene na myeng cas ba, ning vat nale na idining kidegene.
3f01020045	Bara kidegeng ka na kidi nanya bite na kiba yitu nanya bite saligang.
3f01030082	Ubolu Kutelle, nkunekune, ununku kibinai mayifu nang narik, unuzu Kutelle nin Yesu Kristi Gonon Cif nanya kidegen ning nan soning.
3f01040066	Nlanzanmang midiya bara nang nsennang nono fe din cinu nanya kideene na tina seru adualele kitin ncif.
3f01050089	Tutung indi likerafe nene, gantiwani na nafo nang na yertin lidu lipese kitife ba ana too na tina lanza mburne. Au wu titii usuu linwana.
3f01060068	Usuuwere une auwu ti cinu dert ning nadume. Adumere alele, nafo na una lanza mburne auwu ucinu nanya ni.
3f0107009f	Bara na anang rusuzu kiti gbardan nuzu nanya inye ale na inari yinu nin Yesu Kristi ku na adak nanya kidawo. Alelere among rusuzu kiti ning namong nari Kristi.
3f01080044	Yejen atimine, auwu iwa dira imon ine vat na tina suu katwa we mang.
3f0109008a	Ule na ame nya ubun na ayisina nanya ma dursuzu Kristi ba, na adining Kutelle ba. Ulena na yisna nanya madursuzuz adi nin cife nin Gonome.
3f010a006d	Wase umong daa minu na daa nin dursuzu ulele ba na iwa serughe ba nanya ngamine ba, na i wa liseghe tutun ba.
3f010b002f	Ulena alisoghe amunu litme nin katwa ka nanzan.
3f010c00de	Indinin nimong gbardan na ima nyertinu minu nang dinin suu in nyertin ba nanya kubaga nin mmen ni nyert ba. Bara nani men din cisu kibinai ima dak tida suu uliru ti yerte ateumuro nin muro bara mmamng bite minan kulo kang.
3f010d0028	Nonon ngwanafe unan feruwe din lisuu fi.
4000000008	3 Yuhana
400101005c	Ukune unan tardu nacara kutii kulau udu kitin nnang su nighe, ule na adi nan su me kidegene.
4001020061	Unan su ning, indin nlira uyita ucine nin linbun nanya nimung vat, nafo na kibinaai fe din libum.
4001030066	Bara na indin lanzu nmmang kang linwana nwadak idin belu kidegen fe, nafo na udin cinu nanya kidegene.
4001040062	Na indi na monn ayaaboo adiya ale naa akatin alele ba, in laza nono nighe din cinu nanya kidegene.
400105003a	Unang sunin, udin su katwa kachine kiti nwana nin na mara,
4001060074	alena ina ina yene nin nizi mine musun isufe nanya kiti kulau, uma caunu ntuu nanin mbung incine ucine kiti Kutelle,
4001070040	bara lisa loo na ina nuzu mung, na iyira imemung nenya na wurme.
4001080044	Ucaun arik tiseru nanin nani bara tinang munu ate katwa udu kidegen.
4001090085	Nndin yertu minu imemong udu ligozin nanit, bara nani Diotrasfes, ule na adinin su a suu unan burnu nanya minee, na awa seru nari ba.
40010a00ef	Bara nani, inwa dak ina lizinu imong ile na ana su, na awa belu imong inanzan nati bite nin tin tigbulaln tisirne. Tutun na nani mbatinghe ba na asere linwana ba, a wantina nin kuu nale na iwa di nin nibinai ye nnani nanya ligozin na nite.
40010b0084	Anansuning, na iwa masu imong inanzan ba masan icine ulena asu icine un Kutelleri, ule na adin su imong inanzan nasa yene Kutelleba.
40010c007f	Demetrus inan tii nizi ibaa vat nin kidegene litime. Arik wang ti yina nin ti nizi ibiye anung wang yiru uyenu bite kidegenere.
40010d0066	Ndi nin nimung gbardan na mma yertinu udukitimine na inya in yertine nanya kubaga nin mmyen niyert ba.
40010e008f	Ndin caa inyene mune nin nizi, tima nin liru tiyenje atii. Ayi ahau soo nan ghinu a dodndon din lisu minu, lison a dondonye nin tisa tisa mine.
4100000006	Yahuda
410101006e	Yahuda kucin Yesu Kristi nin gwana Yakubu udu ale na iyicila linwana nanya Kutelle ucif nin ciyu Yesu Kreisti.
4101020040	Na ayi akunekune udu kitimine nin sheu nibinai nin suu tigbardan
41010300a3	Linwana in wadin shuu liti kang inyerti minu mbelen nlirunse nla, imile na nyertin minu in zazin minu ikpiyin ushu natin nyinu sa uyenu ule na iwa nakpa anit alau.
41010400d7	Bara naamong anit wadak likire ale na uchankuulobmine iyertine uwoeru anan sali fiu Kutelle ale na ina saka alheri Kutelle bit udu nuzu nanm nawani ahhe, nin nale na ita amusu nchikilari nin nan bunbite Yesu Kristi.
4101050089	Nene ndin wuru inlizin minu kodashike iyiru vat niming au cikilari wa nutun anit nanya unuzu myin Mmasar bara nani amolu ale na iyina ba.
4101060099	Nin nnono kadura Kutelle ale na iwa cin katwa mine, i suna kiti lisosin mine kicine Kutelle na ce nani nanya nisarka nsirtin sa ligan udu udiya lirulole.
41010700ca	I masin nafo Usodom nin Gomora nin nigbiri naa na niea di nkiline, ale na iwa libaw lirume na awa ni atimine ni mon inanzang ndurtu kuna nizi kuhem. I wa suu anan gbaduzu na iwa neu un nnla unsa ligang.
4101080083	Nin nani libau lirume alele nanza nidowo mine nanya namoro, inarsi anan natet tigo, nani ibele inun inanzan kusari nanan natt udia.
41010900ba	Bara ame Makailu unan kadura Kutelle udiya na awadi ugon nsirti mayardan kitene liben Musa, na awa yinin ada ni mabucubucu sa ti gbulan tizogo ba inworonani aworo, ''Na ucife kpada fi.''
41010a008d	Bara nani anit alena vat zoguzo imonle na iyino ba vat ni lemong na iyino makeke Kutelle nafo makeke insali nibinai nile imuwne inanza mminu.
41010b0085	Kash mine! bara na ina cina nanya libau kainu, inanin pira ndina ntanu Balam nsu nikurfun, inani diku zemzamlibau Kora unan mayardan.
41010c00b5	Alelere ale na i yeshin nagilitin nsufe na ina lii ninfi, sancin idin pillu ma atiminere mung iso a wut sa wuru ale na ufunu asu uyira aca akune sa kumat, ukul tiba, tijiye martiza.
41010d007b	Ufunu nanya kurawa, anutuzuno kupunjetnceen mine, iyinin galu bara inunye usiriu nanya insirti na na yashe nani se saligan.
41010e0077	Nin bara anit alele nan Enok unan zur unuzu Adamu iwa beling aworo, ' Yene! Ucif bit nda nin namiu m likure nanit alau,
41010f00b3	inin suu ma wucuwucu udu kin kogha, anin tecu anan sali ncin dert nin nitwa ninanzan mine nanya na isu nanya nibinai ni nanzan nin nimun ididya ile na ann kulapi na malu belinghe.
410110006e	Alelere anan tibula na idin su mun ile na nibinai mere taa usuwe, anan foo figiri ruu namong inan se ulin bun.
4101110069	Bara nani anum linwa na lizinong tigbulan too na iwa belu nin burne na nann lirinu ncif bite Yesu Kristi.
410112005c	Iwa woro minu nayiri nimalinghe anan sissuu ma dak, ima dofunu kata kanazan ka nibinai mine.
4101130036	Ale anite di nin suu nanti, na idinin nfip milauwa ba.
410114007b	Bara nani anu n linwana, bara na ina kee atimine ketene u yinu sa u yenu udya nin nlira muu na idin tizu nanya infep milau.
410115005a	Ceu atimine nanya nsu Kutelle, Iyerje ikunekunwe ncef bite Yesu Kristi unan lai sa ligang.
4101160043	Nin yerju nkunekune nati na mong anit ale na idi nin nibinai nibaba
4101170080	Nin tucu na mo, ikpalizin nani nanya nla nin namong lanzan nkunekune nin fiu nafo na inari kultuk koo na indinong kidowo nnanza.
4101180063	Nene udu ule na ama kesu fi utirzu a ceu fi nbun nle na ama yantifi sa kulapi nanya mmang sa ligan,
410119007d	udu iti Kutelle cas unan tucubite nanya Yesu Kristi Ucif bite, liru, tigo nin likara uburnu nin nene, nin salingang. Usonani.
420000000d	Uruyan Yuhana
42010100b7	Ulelere upunu mbeleng Yesu Kristi na Kutelle wa nighe, a duro achin me imon ncin dak nan nya nayiri baat. A taa iyinno inin nan nyan ntuu ngono kadura me udu nkiti kuchin mye Yohanna.
420102008b	Yohanna belle uliru ulele vat nin likara imon ile na awa yene ubeleng nliru Kutelle nin nimon inyenu idya na iwa belin kitenen Yesu Kristi.
42010300c8	Unan mmariari ame na adin bellu inyerti nin liwui li kang nin vat nalenge na idin lanzu tigwulan nlenge na adin su uliru nin nuu Kutelle a yinna nimon ile na ina nyertin nan nye, bara kuben daa susut.
42010400d3	Yohanna, udu ni anan dortu Kutelle kuzor nan nyan Asiya: Ubolu Kutelle udu anun nin nmang unuzu ngye na adi, nin awa di, nin le na a din cinu, nin nnuzu kiti nanan kiti ti ruhu kuzor na i di nnbun kutet tigo me,
420105011c	nin nuzu kitin Yesu Kristi, na amere iyizi mba kiden, unan burnu maru, unan burnu nfitu nanya na nan kul, nin na nan tigo kitene nago in yii. U du kitime na adinin su bite, amini na bunku nari nanya nnye na adin suu bite amini nati i suun nari ti nuzu nnanya na lapi bit lar nnmii me,
4201060076	amini ntari anan kipin tigo, apriests ucindu kiti Kutelle nin Ncif me, kitime ngongong nin na agang saligang. Usonani.
420107008b	Yenen, a din cinu nin na wut, vat nizi baa yenu nghye, ligowe nin na le na iwa jotugye. Ti lem vat inyi ba su lidurun bar ame. Eh, Usonani.
420108007d	Cikilari Kutelle inworo, “Mere Ucizune nin Malzine,” “ule na adi, a wa di, nin nghe na a din cinu, ame unan Likalin.”
42010900e4	Meng, Yohanna-gwana mine ule na indi sonu nniu nin teru kibinai urume ligo nan ghinu nan nya kipin tigo Kutelle alenge na idi nanya Yesu na nwadi kitine Fikuru fongo na idin yicu fining Patmos bara uliru Kutelle nin shaida Yesu.
42010a0055	Meng wa di nan Ruhu lirin Cikilari. Nlanza liwui nafo lin kulantung kang kimal nighe.
42010b00ce	Li wuiye woro, “Nyertine nan nya kugbundulung kufa ninyerte imong ile na uyene, utuumung udu nilarin lira kuzor, in Uafisawa, Usamaruna, Upagamus, Utiyatira, Usadis, Ufiladelfiya nin cin du Ulaudikiya.”
42010c0068	Ngitirno nnan yene sa liwui nghaari din liru nin mi, nan gitirno in yene tica nla nizinaria kuzor yisin.
42010d0080	Kiyitik tica nlee, umong wa diku nafo Usaun Nnit, awa shoon kulutuk ijakaka ku duru abunu me, nin likpa na liwa kilin figiri me.
42010e0050	Litie nin titi me wadi pau nafo uwulu, nafo nkalkali, a iyizi me nafo lilem nla.
42010f008d	Afa nabunu me wadi, nafo uwaltu fikoro fishine, nafo fikoro fishine fongo na ijuju ikpelte fining kuwetel, a liwui me nafo uduu mmyen kurawa.
4201100072	Awa miin iyini kuzor ncara ulime me, a kusangali kileo nasari aba nucu nnuu me. Umuro me walta nafo uwui ugberere.
4201110092	Nan yene ghe, ndeo nabunu me nafo ule na akuu. A tarda ucara ulime me kitene ning a woro, “Na uwa lanza fiu ba. Merie unan cizunu nin ni maline,
4201120074	nin lenge na adi nin lai. Meng wa ku, vat nani yene, ndi nin lai sa ligang! Mmini di nin nimon nnpun nkul nin nisek.
4201130052	Barnani nyertine ile imon na uyene, ile na idi, nin nile na iba yitu kimal nilele.
42011400cf	Uyinu nbeleng niyini kuzor ine na unyeshine na uwa yene nchara ulime nighe, a tica inla nizinariya kuzore: iyini kuzore nono kadura Kutelle ndu nilari nlira kuzorari, a tica nla kuzore nilari nlira kuzorari.
42020100b7	“Udu kiti ngono kadura Kutelle kilari nlira in Afisawa nyertine: 'Uliru nlenge na a min iyini kuzore ncara ulime me. Ule na adin cinu nan nya tica nla nizinariya kuzore nworo nenge,
42020200f1	“Meng yiru imon ile na una suu nin katwaa nijasi fe ayi asheu nin teru kibinai fe, ana fe wa sa uso ligowe nin na nan katwaa kananzang ba, uminin na dumun alenge na idin su inung nono kadura, a na nanere yi ta ba, inanin se nani nin kinuu.
420203005e	Meng yiru nsheu nteru kibinai fe, umini na neo kang bara lisa ning, a na una lanza kudirya ba.
4202040045	Vat nani ndi nin nimon nivira nin fi, bara na una sun usuu nburnu fe.
42020500a1	Lizino kiti kanga na una diu ku. Suna kulapi fe usu imon ile na una suzu nin burne. A se na ucino likara li nanza fe ba, in wang dak mba da kalu kuca nle kitene.
4202060059	Bara na udi nin lele, udin shina nile imon na an Nikolitiya na su, ile wang na meng nari.
420207009b	Andi udi nin kutuf, lanza imon ile na Uruhu din bellu nilari nliru Kutelle. Ule na a leo likume mba yinunghe ali kucan lai, ko na kudi kipin tigo Kutelle'.
42020800a4	“Udu kitin gono kadura Kutelle kilarin nlira in Sumaniya nyertine: Ulelere uliru nlenge na awa di nburnue nin ni maline, ulenge na awa ku amini na ti ulai tutung:
42020900a0	“Meng yiru uniu nin likimon fe. (amma udin nin se), nin wulsu na lenge na idininsu innung a Yahudawari (a na naniere ba, ina dii kilarin nlirun Shaitanghari).
42020a00e1	Na iw a lanza fiu nile imon na iba niu mung ba. Yenen! Kugwergenue din cinu u tuu among mine nan nya kilari licin inan dumun minu, iba niu nan nya nayiri li kure. Yitan ni nayi a kone uduru ukul, meng ma ni minu Litappa nlai.
42020b007d	Andi udi nin kutuf, lanza imon ile na Uruhu din belu ninlari nliru Kutell. e Ulenge na aleo likumme na ukul nmba ba seghe ba.
42020c0071	“Cindu udura nikilisiyan Perigamum nyerte: 'Tuo nye re ttigulan nlengee na adi nin kisangali nlikang nasariaba:
42020d0105	“'Myen yiru kika na usosin ku-kika na lichur nshaitan nnghari. Vat nani umiin lisa nighye parrt, na usuu nntala nni kibinai fye nmi ba, wan nin nya nayirin Antipas iyizin yenu ning, unan liyisin nanya ninghe, nai wa mdu nan ninghe, kikanye na shaitan sosinku.
42020e00e2	Nya nani ndi ning nimon baat ugan ninf: Udi ning namon na imiin gangan madudurzun Balaam, na awa duro Balak ku a filo kutalan tiru nbun nnonon Isruila, unang sye ilyeu imon nli njuju uhem nna kwu tichil inin su nzemzem nmulsu.
42020f0051	Libau lirumere, i di ning na le wan na imiin gangan madudursuzu na Nikolainiyawa.
4202100082	Kwilzinan, nanere! An nanari ba, mba dak nfi dyedei, mba dak nin su likum kitenye minye ning kisangali na ki nuzu nanya nnuu ning.
42021100fd	Asa udi nin kutuf, lanza imeile na unangwaru din belu ikilisiyai. Cindu nlengyye na a lyeu, mba nyinghe ummong u manna nau nyeshin, nning ninghye litala libau ning lisa lipesye na i nyertinye kutalye, lisa lo na umon yiru ba nngiwaa unan serye rye yiru.
42021200a5	“Cindu udura ilisiyan Thyatira nyertine: 'Alenge nye rye agwulan Nsaun Kutelleh, ulenge na iyizi mye di fuo lilyem nnla nin nabunu nafuo ikoroishine na, na weltin:
4202130085	“'Nyire imoilee na umai ti. Usuu fye nin ntikibinai nin katwa nin terun nkotunu, wan nin nimoile na una worin nsu ikata in cizinue.
42021400de	Nin nyanani ndi nin nimon nnari kitene fye: U yinna nin wani unye Jezebel, na adinsu amye uwa nanan nyenju nimon nchinu. Nnya madursudurzu mye, adin rusuzu a cin nnin isuu nzemnzen nmulsu nin nnli nimonnli nainakwa tichil.
4202150048	Nna nnighye kubi a kwilin, na a yinna a kwilin ba a suun nzemzem nye ba.
4202160090	Yenje! Menba filu nnghe unonku ro nkonu, nin na lenge na ichindin nmolsu nanghe cin piru nijasi idya, ankuru na i kwilla nnuzu nimon nsu mye ba.
42021700a2	Mbaa dazunu nonomye ikuzu, vat niklisiyai ba nin yinnu ning woru myeri din piziru nibinai nin na nyanti nimon. Mba nnyi vat nlenge na asuu imon ile na unit risuu.
42021800d5	Nanyere kagisin minye nnyan Thyatira, cindu vat na lye na isali sa u minnu madursuzu ma nye, inin tani imoile na idinsu muun imon ichancham nshaitan-udu nnghinu ndinsu, 'Na myen ba kwin minu nmong nugetyek ku ba.'
4202190038	Sa isu nnyiziari, uba minuarye part uchicha cin dak nin.
42021a006f	Ulenge na alyeu nin iye na suu imoilye na myen nsuu cindu liganghe, cindu nghe mba nyi likalin kityenye timinn.
42021b005b	'Amye ba sun tigo kityeneminye nin ncha fikoro, fuo a dul tiwing a baa puchua ni chinchwun.
42021c0039	Na fuo na nsere kitin Ncif nin, mme wang ba nnighe fibir.
42021d0043	Asa u di nin kutuf, lanza imoile na unangwaru din bellu Iklisiyai.'
42030100c8	“Udu kiti nnan kadura Kutelle kutyi nliran in Sardisu: 'Tigbulang nlenge na amere min ti Ruhu kuzor nin niyini kuzor nyiru ile imon na usu udin nfo figiri uu fe dinin nlai, bara nani fe unan kulari.
4203020073	Fita ukpin agang kiti nile imon na ilawa, idaduru ukuu, bara na nyene katwa fe kulun nanya nyenju kutelle nighe ba.
420303008c	Bara nan lizino, ile imon na usere uminin lanza. Dofino inin, udiu kutyin. Meng ba dak nafo ukiri na uba yinnu kubi ko na nba dak kitife ba.
420304008b	Ama tisa namong duk cinglin nan nya Sardisu alenge na ita imon mine indinong ba. Inung ba cinu nan mi, nin kuyok nimon iboo, bara idi dert.
420305009e	Ulenge na ase unasara iba shonghe kulutuk kuboo, tutun na mba wesu lisa mye nanya kaffa nlai ba, mba bellu lisa mye nbun ncif nighe nin nbun nanan kadura mye.
4203060047	Andi udinin natuf, lanza ile imon na uruhu din bellu nilarin nliran.”
42030700b4	Udu kiti nnan kadura in Filidelfiya, Tigbulang nlenge na adi lau nin kidegen, ame min imon npunu kitin Dauda, asa apuno, na umon wasa atursu ba, asa a tursu na umonn wasa apuno ba.
42030800b9	Meng yiru imon ile na usu, yene, ubunfe kibulun duku ka na upuno, na umon wasa atursu ba, nyiru likara fe di baat, nin nani udin dortu tigbulang nighe, tutun na uta amusu lisa nighe ba.
42030900c1	Su ucaa! Alenge na idi anan kutyi nlira shetan, alenge na idin su inug a Yahudawari, ana nanere ba-idin su kinuwari nani, nba ti nani ida tumun nbun nabunu fe, iba da yinnu au meng dinin su fe.
42030a009f	Tunda na una ceo uduka nighe, utere kibinai nin hankuri, mba minfi kubi kongo na iba dumunfi, na ku ba dak vat inye, iba dumunu alenge na isosin nan nyya inye.
42030b005b	Meng din cinu deddei. Minno ile imon na udumun gangang bara na umong wa bullu litapa fe ba.
42030c00ec	Meng ba ti ulenge na ase unasara aso litino nanya kilari nliran Kutelle, na aba nuzu nanye ba, nba nyertin ghe lisa Kutelle nighe, lisa kipin Kutelle (Urushalima upese ule na utolo unuzu kitene kani kiti Kutelle), nin lisa lipese nighe.
42030d0052	Ame ulenge na adumun natuf, na alanza ile unon na Uruhu din belle niliran nlirag.'
42030e0087	“Nyerte Udu kiti nanan kadura kilari nliran nanya in Lawudikiya: 'Tigbulang uso nani, iyizi nba in kidegen udya nanya makeke Kutelle.
42030f0069	Meng yiru ile imon na udin su, nafe di cancam ba, ana udin npiu ba, ndi nyenju nafo uwadi cancam sa npiu!
420310005e	Nani, bara na udi bidibidi-na udi cancam ba ana udin piu ba-Meng ba tuffunfi nanya nnuu nighe.
420311009a	Bara fe nworo, “Meng dimun nimon nacara, na ndira imomon ba.” Anafe yiru fere di ba fere di hem, unan kunekune, ukimon, uduu, nin lenge na adi fisere.
42031200dd	Lanza ushawara nighe: Sere azurfa kiti nighe, alle na ina dumun anin kiti nlah, bara unan so unan nimon nacara, nin njinjin, nin kulutuk kulau, ishon bara iwa yenefi fisere ulanza ncin, a ukan uti niyizife unan yene kiti.
4203130072	Vat nlenge na ndinin su mye, asa ntaghe libau ndursuzoghe inda na aba su lisosin, bara nani, ta dedei udiu kutyin.
4203140099	Yene, Meng yisin kibulun ndi fowe, asa umon nlanza liwui nighe apuno kibulughe, Meng ba dak nan nya kilari mye, nba lii umonli nighe nighe, amye nin nmi.
420315008f	Ulenge na ase unasara, Meng ba yinin ghe aso nin mye, kuteet tigo nighe, nafo na Meng nasu unasara nmini sosin nin ncif nighe kuteet tigoo mye.
4203160045	Andi udinin natuf, lanza ile imon na uruhu din bellu nilari nlira.”
42040100c4	Na ule imone nkata meng yene, ndi nkan kibulun na ipuno kitene kane. Liwuii nburne na li lirina nin me nafo kulantun, woro, “gana kikane, meng ba dursufi imon ile na iba su, kimal nile imone.”
4204020062	Na nin molu kubi ba, inyita nanya Ruhu, inyene kutet tigo kitene kane, umon nin sosin kitene kuni.
4204030068	Unan sosine kitene italan Jaspa inin Kanilian. LIkashi nin kilino Kutet te Likashe maswin afo u emerard.
4204040090	Ukilinu kuteet among ateet wa duku akut aba nin nanas, akune akut aba nin nanas wa sosinku, iwa shon imon iboo, nin litapa nizinariya nati mine.
420405007c	Nnuzu kuteete umalizinu, tiwuiyi, a ututuzu Titpitila kuzoor wa nkasu kuteete, tipitila to ne wadi tiruhu kuzor tin Kutelle.
4204060081	Tutun nbun kuteet kurawa kudiya wa duku, lau nafo ukristal. Vat nkilinu kuteet imon inawa intene na nas nin iyizi ubun nin kidun.
4204070080	Fi nawa nburne wa di nafo kupki, fi nawa fin nbe wadi nafo kuluka, finawa fin tatte wadi nin muron nitfin nase wa di nafo kuzzi.
420408012a	Vat mine wa di nin na gilit ku totocin, nin nizi kitene nin kadas. Uwuie nin kitik iyitan su, Inawan tene nagilit kutocin, ayita nin niyizi kitene nin kadas, kiyitik nin liyirin na isuna ubellu, “Ulau, ulau, ulau amere Cikilari Kutelle, unan tigo vat, ule na awadi, ule na adi, ule na abu dak.”
4204090071	Kubi na inawa ina ngongon, ingongong, nin ngodiya kiti nlenge na asosin kitene kuteet tigo, Ule na a di sa ligan,
42040a0088	akune akut aba nin na nas itiza rau nbun nan sosin kutet, itumuno inbun inle na adi ligan, ikala ti titapa i to inbun kutete inin dun su
42040b0088	“Fere batin Cikilari Kutelle bite, useru ngongon nin zazunu nin likara bara una ke imon vat, nan nya nyinnu fe vat di umini wa kee.”
4205010071	Kubi na nyene ucara ulime nlenge na asosin Kutet, kuffa ninyerte kusari kitene nin kades, itursu nin nalap kuzor.
420502006d	Nyene unnan kadura Kutelle unan likara adin nliru nin liwui kang, “Ghari batin apun kuffa kone na iturse”
420503005b	Na umong wa duku kitene kane sa kadas sa nan nya kutyin ule na awasa apuno sa a karanta ba.
4205040057	Meng su kuculu kang bara na iwa se umong ule na abatin apun kuffa sa akaranta kunin ba.
42050500a6	Bara nani warum nan nya nakune ane worei, “Na uwa su kuculu ba. Yenen! zakki likuran Nyahuda, litino Dauda, nasu unasara, amere batin apun kuffa nin nalop kuzor.”
42050600bc	Kiyitik kutet nin kakeke awa nass nan nya nakune, nyene kulara yisin, uwa yene nafo ina mollu. Adinin na wullu kuzor nin niyizi kuzor-ulelere uruhu kuzor un Kutelle ule na ina tu vat inye.
4205070042	Ame nya adi yaun kuffe ncara ulime, nlenge na asosin kitene kutet.
42050800b0	Kubi na ayauna kuffe, makeke tilai nanas nin nakune akut aba nin nanas tinna inno kutyin nbun kuzara, ko gha min fidowo a kukpanu nazurrfa nin nturari, unere nliran nanit alau.
420509009a	Inug su avu apese: “Fere batin uyaun kuffa kone nin npunu au nturse. Bara iwa mollufi, nin nmyifere una seru anit vat nakura, tilem, anit, nin nipinpin.
42050a0057	Una ke nani kipin tigo na priests, isu Kutelle katua, inung ba su tigo nan nya inye.”
42050b0075	Na nyene nlanza tiwui na nan kadura Kutelle gbardang mine wandi amui amui akalt akut aba nin makeke tilau nan nakune.
42050c007e	Ighantina tiwue mi “Unan nbatinu amere kuzara kongo na iboo aseru likara, imon nacara, njinjin, likara, ngongon nin liru.”
42050d00d5	Lanza imon makekeme kitene kani nin kutyin a kurawa kudia nin vat nimon na idi nanya idin bellu udu kiti nle na asosin kitene kutet tigo nin Kukam, liru, uzazunu, ngongon nin likara tigo, sa ligan udu sa ligan.”
42050e004d	Inawa ntene kawa iworo, “Uso nani!” Akune tunna timuno kutyin itumun-ghe.
4206010082	Men yene kubi ko na Kukam npuno utursu kuzor, nlanza umon na nya ninawa tene nlai woro nin liwui na liwadi nafo ututuzo, “Da!”
4206020072	Men yene kabarak kaboo, unan nkowe wa min utah, inani wa nighe litapa tigo. A nuzu nafo unan li likum na le likum.
420603003f	Ku kame puno utursu unbe, nlanza finawa fin nbe woro, “Da!”
420604009b	Kan kabarik nuzu kashine ka din zue kiti. Iwa yininghe akalla nsheu nayi nan nya inye, bara anite nan molso atimine. Uwa in unan kabarak ko sangali ku dia.
420605008f	Kubi na kuzara npuno utursu un tatte, nlanza makeke nlai un tatte nworo, “Da!” Nyene kabarak kasirne, unan nko we wa min kuwatan ncara mye.
42060600a1	Nlanza imomon nafo liwui nan nya makeke nlai nanase woro, “Kuyanga alkama ba yitu fisulei, ayanga attat tutun fisulei. Na uwa nanza nnuf nin nmyen narau ba.”
4206070043	Kubi na kuzara npuno utursu un nase makeke man nase woor, “Da!”
42060800b3	Nyene kabarak ka naki di pom. Unan nko kanin lisa mye likul, iwa nighe likara kitene nimon inas nan nya inye, a mollu inin nin liyop, kukpon, ukonu, nin ninawa kusho nan nya inye.
420609009b	Kubi na kuzare npuno utursu un tau, nyene kadas nbagadi nidowo nalenge na iwa mollu nani bara ligbulang kutelle nin shaida mine na iwa min nin liwui lirum.
42060a00b0	Inung su kuculu nin liwui kang, “Udu nin shiyari iba su tigo kitene bite vat, nlau nin kidegen, se uwucu kidegenkidegen nalenge na isosin nan nya inye, se ubiya nmyi bite?”
42060b00c0	Vat mine iwa ni ko ghaku ushot uboo, ibelle nani au icica baat, se ise ukulunu nadon licin mine, nuana mine ni lime nan nishono nda duru, alenge na iba mollu nani, nafo na ina malu umolu nani.
42060c0085	Kubi na kuzara npuno utursu un tocine, na nwadi ncawe uhirtuzu kutyin wa duku. Uwui so usirne nafo ticini, unin upui ye so nafo nmyi.
42060d0066	Iyini kitene kani disso nan nya inyi, nafo na affa kuka asa idiso kubi liyinin, na ifunu wa zinlinghe.
42060e006a	Kitene kani sa ki wullu nafo kuffa ninyerte na ijinkpilo. Ko lome likup nin npege iwa kala nani kiti mine.
42060f00a7	Anug ago nyulele nan nanit agegeme addidia, anan nimon nacara, anan nakara, nan ko gha tutun, kucin nin nlenge na ibunku ghe, nyeshine nan nya natai, nan natala nakup.
420610007d	Iworo nakupe nan natale, “Disson kitene bite! Nyeshen nari nmoru nlenge na asosin kitene kutet tigo nin tinana nayi kuzara.
420611003b	Bara liyiri lidia tinana nayi ndah, ghari nwasa ayisina?”
42070100ad	Na nani nkata nyene unan kadura Kutelle yisin nasari anas inyi, imin ufunu unas unnasari inyi bara na ufuunu nwa ko kidowo, nan nya inye ba, sa kurawa ba, sa kitene naca ba.
42070200d3	Nyene umon unan kadura Kutelle awa dak unuzu kusari nnucin nwui, ulenge na adinin kulap Kutelle nlai, asu kuculu nin liwui kang, udu kiti nanan kaddura nanas allenge na iwa yinin nani ilanza uyi nin kurawa ukal.
4207030053	“Na iwa lanza, uyi nin kurawa, sa atca, se ita nani kulap nitin nacin Kutelle.”
420704009e	Nlanza ngbardang nalenge na iwa ti nani alape, iwa duru amui akut likure nin nakure anas a nas, alenge na iwa ti nani alap unuzu vat tilpinpin nanit iseraila.
42070500a9	Unuzo likuran Yahuda iwati anit amui likure nin aba alap, Unuzo likuran Reuben iwati anit amui likure nin a alap, Unuzo likuran Gad iwati anit amu likure ana naba kulap.
42070600b6	Unuzo likuran Asher iwati anit amui likure nin na aba alap, Unuzo likuran Naptali iwati anit amui likure nin na ba alap, Unuzo likuran Mannasah iwati anit amui likure nin na ba alap.
42070700b4	Unuzo likuran Simeon iwati anit amui likure nin na aba alap, Unuzo likuran Levi iwati anit amui likure nin na ba nalap, Unuzo likuran Issakar iwati anit amui likure nin na ba alap,
