0100000006	1 Mose
1a1e1a0071	Mede Misraimfoɔ bɛkokɔ amanaman mu na mahwete wɔn agu nsase no so. Ɛno na wɔbɛhunu sɛ mene Awurade no.”
1a1f010065	Mfeɛ dubaako mu bosome a ɛtɔ so mmiɛnsa no ɛda a ɛdi ɛkan no, Awurade asɛm baa me nkyɛn sɛ:
1a1f020068	“Onipa ba, ka kyerɛ Misraimhene Farao ne ne nipadɔm sɛ: “‘Hwan ho na yɛde wo kɛseyɛ bɛtoto?
1a1f0300ad	Dwene Asiria ho, ntweneduro bi a berɛ bi na ɛwɔ Lebanon, Ɔde mman a ɛyɛ fɛ, na ɛhyɛ kwaeɛ so nyini kɔɔ ɔsoro yie, ma ne nkɔn mu boro nhahan a ayɛ kusuu no so.
1a1f04008a	Nsuo no maa no aduane, nsuwa nsuwa a emu dɔ ma ɛnyini kɔɔ ɔsoro; wɔn asutene fofaa nʼase nyinaa de kɔɔ mfuo no so nnua nyinaa ho.
1a1f050092	Enti ɛkɔɔ ɔsorosoro senee mfuo no so nnua nyinaa; ne dubaa dɔɔso ne mman nyini yɛɛ atentene, na nsuo dodoɔ a ɛnyaa no enti ɛdendaneeɛ.
1a1f060092	Ewiem nnomaa nyinaa yɛɛ wɔn pirebuo wɔ ne dubaa no mu, wiram mmoa nyinaa wowoo mma wɔ ne mman no ase aman akɛseɛ nyinaa tenaa ne nwunu ase.
1a1f07006b	Na ne kɛseyɛ no yɛ fɛ, ne dubaa a adendan no enti, na ne nhini nyini kɔɔ fam kɔduruu nsuo bebree mu.
1a1f0800cd	Ntweneduro a ɛwɔ Onyankopɔn turo mu nto no, na pepeaa nnua nso dubaa ne no nyɛ pɛ, na wɔntumi mfa ɔkyɛnkyɛn nnua nso ntoto ne mman ho, dua biara nni Onyankopɔn turo no mu a nʼahoɔfɛ te sɛ no.
1a1f09006b	Mebɔɔ no ahoɔfɛ maa no mman bebree, na nnua a ɛwɔ Eden nyinaa Onyankopɔn turo no mu no ani beree no.
1a1f0a00ad	“‘Ɛno enti, sei na Otumfoɔ Awurade seɛ: Esiane sɛ ɛnyini kɔɔ soro, maa ne nkɔn mu hyɛɛ nhahan a abunkam soɔ, na afei ɔyɛɛ ahantan wɔ ne tentenyɛ ho enti,
1a1f0b005c	mede no hyɛɛ amanaman sodifoɔ nsa, sɛ ɔne no nni no sɛdeɛ nʼamumuyɛ teɛ. Mepoo no,
1a1f0c00d0	na ananafoɔ aman no mu tutugyagu twaa no hwee fam na ɔgyaa no hɔ. Ne dubaa no hwehwee mmepɔ ne mmɔnhwa mu; ne mman mu bubuiɛ wɔ subɔnhwa mu. Asase so aman nyinaa firii ne nwunu ase, na wɔgyaa no hɔ.
1a1f0d0051	Ewiem nnomaa nyinaa sisii dua a abu no so, na wiram mmoa kɔhyehyɛɛ ne mman mu.
1a1f0e0112	Ɛno enti, nnua a ɛwɔ nsuo ho no mu biara renyɛ ahantan, nnyini nkɔ sorosoro, mmoro nhahan a abunkam so. Nnua foforɔ biara a ɛnya nsuo bebree no rennyini nkɔ soro saa bio. Wɔahyɛ sɛ wɔn nyinaa bɛwu akɔ asase ase, wɔ nnipa mma a wɔsiane kɔ amena mu no nkyɛn.
1a1f0f0117	“‘Yei ne deɛ Otumfoɔ Awurade seɛ: Ɛda a wɔde no too damena mu no, mede awerɛhoɔ kataa nsuwansuwa a emu dɔ no so maa no, ma amma ne asutene no antene, na mesii ne nsuo dodoɔ no ɛkwan. Ne enti mede kusuuyɛ firaa Lebanon, na nnua a ɛwɔ ɛserɛ no so nyinaa botooɛ.
1a1f100104	Memaa aman no ho popoeɛ wɔ nʼahweaseɛ nnyegyeeɛ no ho, ɛberɛ a mede no baa damena mu ɛne wɔn a wɔasiane kɔ amena mu no. Afei Eden nnua nyinaa, deɛ ɛte apɔ na ɛyɛ papa wɔ Lebanon, nnua a ɛnya nsuo yie nyinaa nyaa awerɛkyekyerɛ wɔ asase ase.
1a1f11008d	Wɔn a wɔtenaa ne nwunu ase, ne ne mpamfoɔ a wɔwɔ amanaman no mu nso ne no kɔ damena mu, akɔka wɔn a wɔtotɔɔ wɔ akofena ano no ho.
1a1f12012f	“‘Nnua a ɛwɔ Eden no mu deɛ ɛwɔ he na ɛbɛtumi de ne ho atoto wo ho wɔ animuonyam ne kɛseyɛ mu? Nanso, wo nso wɔbɛsiane wo akɔ fam, wo ne Eden nnua no. Wobɛfra momonotofoɔ mu, wɔn a wɔatotɔ wɔ akofena ano no. “‘Yei yɛ Farao ne ne nipadɔm no, Otumfoɔ Awurade asɛm nie.’”
1a20010065	Mfeɛ dumienu mu, bosome a ɛtɔ so dumienu no ɛda a ɛdi ɛkan no, Awurade asɛm baa me nkyɛn sɛ:
1a200200db	“Onipa ba, to kwadwom fa Misraimhene Farao ho na ka kyerɛ no sɛ: “‘Wote sɛ gyata wɔ aman no mu: wote sɛ ɛpo mu aboa a ne ho yɛ hu wobubu afuni wɔ wo asutene mu, wode wo nan boro asutene no de hono nsuo no.
1a2003007e	“‘Yei ne deɛ Otumfoɔ Awurade seɛ: “‘Mede nipadɔm bɛba abɛto mʼasau agu wo so, na wɔbɛtwe wo afiri mʼasau mu.
1a20040090	Mɛto wo atwene asase no so na mahuri wo ato ɛserɛ so. Mɛma ewiem nnomaa nyinaa abɛsisi wo so na asase so mmoa nyinaa adi wo nam ɔherɛ so.
1a20050042	Mɛhata wo nam wɔ mmepɔ no so na mede wo funu ahyɛ mmɔnhwa ma.
1a20060065	Mede wo mogya a ɛretene no bɛfɔ asase no de akɔka mmepɔ no na wonam bɛhyɛ abɔn nketewa no ma.
1a2007007e	Sɛ metwa wo firi hɔ a, mɛkata ɔsoro ani na madundum wɔn nsoromma; mede omununkum bɛkata owia ani, na ɔsrane renhyerɛn.
1a20080072	Ɔsoro nkanea a ɛhyerɛn nyinaa mɛma aduru sum wɔ wo so; mɛma esum aduru wʼasase, Otumfoɔ Awurade asɛm nie.
1a20090063	Mɛma nnipa bebree akoma atutu ɛberɛ a mede wo sɛeɛ aba aman no mu, nsase a wonnya nhunuiɛ mu.
1a200a00d3	Mɛma nnipa bebree ho adwiri wɔn wɔ wo ho, wo enti, ehu bɛma wɔn ahene ho apopo ɛberɛ a merehim mʼakofena wɔ wɔn anim. Ɛda a wobɛhwe ase no wɔn mu biara ho bɛwoso berɛ nyinaa mu wɔ wɔn nkwa enti.
1a200b0052	“‘Na sei na Otumfoɔ Awurade seɛ: “‘Babiloniahene akofena bɛsɔre wo so.
1a200c00a2	Mɛma wo nipadɔm no atotɔ wɔ nnɔmmarima akofena ano, wɔ aman a wɔyɛ tutugyagu mu. Wɔbɛsɛe Misraim ahomasoɔ pasaa na ne nipadɔm no nyinaa bɛdi nkoguo.
1a200d0072	Mɛkunkum nʼanantwie nyinaa afiri nsuo bebree no ho na nnipa nan rentiatia mu bio na anantwie nan nso renhono no.
1a200e003c	Afei mɛma ne nsuo ani ate na mama ne asutene atene sɛ ngo,
1a200f008d	Sɛ mema Misraim da mpan na meyi biribiara firi asase no so, sɛ mekum wɔn a wɔte soɔ nyinaa a, afei na wɔbɛhunu sɛ mene Awurade no.’
1a20100080	“Yei ne kwadwom a wɔbɛto ama no. Amanaman no mmammaa bɛto ama Misraim ne ne nipadɔm nyinaa, Otumfoɔ Awurade asɛm nie.”
1a2011005e	Afe a ɛtɔ so dumienu no no bosome ɛda a ɛtɔ so dunum no, Awurade asɛm baa me nkyɛn sɛ:
1a20120093	“Onipa ba, twa adwo ma Misraim nipadɔm na ma ɔne amanaman akɛseɛ no mmammaa nsiane nkɔ asase ase nkɔka wɔn a wɔasiane kɔ amena mu no ho.
1a2013006f	Ka kyerɛ wɔn sɛ, ‘Wadom mo dodo sene wɔn a aka no anaa? Monsiane nkɔ na mo ne momonotofoɔ no nkɔda.’
1a2014006c	Wɔbɛka wɔn a wɔwuwuu wɔ akofena ano no ho. Wɔatwe akofena no, ma wɔntwe ɔno ne nipadɔm no ase nkɔ.
1a201500a2	Akannifoɔ akɛseɛ a wɔwɔ damena mu bɛka wɔ Misraim ne ne mpamfoɔ ho sɛ, ‘Wɔasiane aba na wodeda momonotofoɔ mu, wɔn a wɔwuwuu wɔ akofena ano no.’
1a2016007f	“Asiria ne nʼasraadɔm nyinaa wɔ hɔ, wɔn a wakunkum wɔn no damena atwa ne ho ahyia, wɔn a wɔatotɔ wɔ akofena ano no.
1a201700b3	Wɔn adamena no wɔ amena no ase tɔnn na nʼasraadɔm deda ne damena ho nyinaa. Wɔn a na wɔhunahuna afoforɔ wɔ ateasefoɔ asase so no nyinaa awuwu, wɔatotɔ wɔ akofena ano.
1a20180111	“Elam wɔ hɔ, ne nipadɔm nyinaa atwa ne damena ho ahyia. Wɔn nyinaa awuwu, wɔatotɔ wɔ akofena ano. Wɔn a na wɔhunahuna afoforɔ wɔ ateasefoɔ asase so nyinaa siane kɔɔ asase ase sɛ momonotofoɔ. Wɔde wɔn animguaseɛ kɔka wɔn a wɔsiane kɔ amena mu no ho.
1a20190128	Wɔato mpa ama no wɔ atɔfoɔ no mu, na ne nipadɔm atwa ne damena ho ahyia. Wɔn nyinaa yɛ momonotofoɔ a wɔatotɔ wɔ akofena ano. Esiane sɛ wɔn ahunahuna trɛɛ wɔ ateasefoɔ asase soɔ no enti, wɔne wɔn a wɔsiane kɔ amena mu no nyinaa anim agu ase. Wɔadeda wɔn wɔ atɔfoɔ no mu.
1a201a00c2	“Mesek ne Tubal wɔ hɔ a wɔn nipadɔm atwa wɔn adamena ho ahyia. Wɔn nyinaa yɛ momonotofoɔ a wɔatotɔ wɔ akofena ano ɛfiri sɛ wɔtrɛtrɛɛ wɔn ahunahuna mu wɔ ateasefoɔ asase so.
1a201b010f	Ɛnyɛ wɔ ne akofoɔ momonotofoɔ foforɔ a wɔatotɔ na ɛdeda hɔ anaa? Wɔn a wɔne wɔn akodeɛ siane kɔɔ damena mu na wɔn tiri deda wɔn akofena soɔ no. Wɔn amumuyɛ so asotwe daa wɔn nnompe so, mmom saa akofoɔ yi ahunahuna atrɛtrɛ wɔ ateasefoɔ asase so.
1a201c006d	“Ao Farao, wo nso wɔbɛbubu wo mu na woakɔda momonotofoɔ mu, wo ne wɔn a wɔtotɔɔ wɔ akofena ano no.
1a201d00b3	“Edom wɔ hɔ, nʼahemfo ne ne mmapɔmma nyinaa deda wɔn a wɔatotɔ wɔ akofena ano mu, wɔn tumi nyinaa akyi. Wɔdeda momonotofoɔ mu, wɔ ne wɔn a wɔsiane kɔ amena mu no.
1a201e0124	“Mmapɔmma a wɔfiri atifi fam nyinaa ne Sidonfoɔ nyinaa wɔ hɔ, wɔ ne atɔfoɔ kɔɔ wɔ animguaseɛ mu, wɔn tumi a wɔde hunahunaeɛ no nyinaa akyi. Wɔdeda hɔ sɛ momonotofoɔ, wɔne wɔn a wɔkum wɔn wɔ akofena ano, na wɔne wɔn a wɔsiane kɔ amena mu no asoa wɔn animguaseɛ.
1a201f0099	“Farao, ɔne nʼasraadɔm nyinaa bɛhunu wɔn na ne werɛ bɛkyekye wɔ ne nipadɔm a wɔkunkum wɔn wɔ akofena ano no ho, Otumfoɔ Awurade asɛm nie.
1a202000bb	Mmom me na memaa Farao ne ne nipadɔm de ahunahuna trɛtrɛɛ ateasefoɔ asase so deɛ, nanso wɔbɛdeda momonotofoɔ mu, wɔn a wɔde akofena kunkumm wɔn, Otumfoɔ Awurade asɛm nie.”
1a21010020	Awurade asɛm baa me nkyɛn sɛ:
1a210200ba	“Onipa ba, kasa kyerɛ wo ɔman mma na ka kyerɛ wɔn sɛ: ‘Sɛ metwe mʼakofena wɔ asase bi so, na sɛ asase no so nnipa yi wɔn mmarima no mu baako sɛ ɔnyɛ ɔwɛmfoɔ mma wɔn,
1a2103005c	na ɔhunu sɛ akofena reba abɛtia asase no a, ɔhyɛne totorobɛnto de bɔ nnipa no kɔkɔ.
1a2104007f	Na sɛ obi te totorobɛnto no nnyegyeeɛ na wanna ne ho so, na sɛ akofena no bɛkum no a, ne mogya bɛbɔ ɔno ankasa tiri so.
1a210500a4	Esiane sɛ ɔtee totorobɛnto no nnyegyeeɛ na wantie kɔkɔbɔ no enti, ne mogya bɛbɔ nʼankasa tiri so. Sɛ ɔtiee kɔkɔbɔ no a, anka ɔnyaa ne tiri didii mu.
1a210600fc	Nanso sɛ ɔwɛmfoɔ no hunu sɛ akofena no reba na wanhyɛne totorobɛnto no ammɔ nnipa no kɔkɔ, na sɛ akofena no ba bɛkum wɔn mu baako a, wɔbɛfa saa onipa no akɔ wɔ ne bɔne enti, nanso mɛma ɔwɛmfoɔ no abu owufoɔ no mogya ho akonta.’
1a21070079	“Onipa ba, mayɛ wo ɔwɛmfoɔ ama Israel efie, ɛno enti tie mʼanum nsɛm na fa kɔkɔbɔ a ɛfiri me nkyɛn ma wɔn.
1a210800cc	Sɛ meka kyerɛ omumuyɛfoɔ sɛ, ‘Ao omumuyɛfoɔ owuo na wobɛwuo,’ na sɛ wʼankasa ankyerɛ no amma wamfiri nʼakwan so a, saa omumuyɛfoɔ no bɛwu ne bɔne mu, na mɛma woabu ne mogya ho akonta.
1a21090086	Nanso sɛ wobɔ omumuyɛfoɔ no kɔkɔ sɛ ɔmfiri nʼakwan so na sɛ wanyɛ a, ne bɔne enti, ɔbɛwu, nanso worenni ne mogya ho fɔ.
1a210a00bc	“Onipa ba, ka kyerɛ Israel efie sɛ: ‘Yei ne deɛ moreka: “Yɛn mfomsoɔ ne yɛn nnebɔne hyɛ yɛn so, yɛresɛe ɛsiane yeinom enti. Na ɛdeɛn na yɛbɛyɛ na yɛanya nkwa?”’
1a210b0105	Ka kyerɛ wɔn sɛ, ‘Sɛ mete ase yi, Otumfoɔ Awurade asɛm nie, mʼani nnye amumuyɛfoɔ wuo ho, na mmom mepɛ sɛ wɔdane firi wɔn akwan so na wɔnya nkwa. Monnane! Monnane mfiri mo amumuyɛ akwan no so! Adɛn enti na ɛsɛ sɛ mowuwuo, Ao Israel efie?’
1a210c010f	“Ɛno enti onipa ba, ka kyerɛ wo ɔman mma sɛ, ‘Ɔteneneeni tenenee rentumi nye no nkwa wɔ ɛberɛ a ɔnnyɛ ɔsetie; na omumuyɛfoɔ amumuyɛ remma ɔnhwe ase wɔ ɛberɛ a ɔdane firi ho. Sɛ ɔteneneeni yɛ bɔne a, ɔrennya nkwa wɔ ne kane teneneeyɛ enti.’
1a210d00b2	Sɛ meka kyerɛ ɔteneneeni sɛ ɔbɛnya nkwa, na afei ɔde ne ho to ne teneneeyɛ so na ɔyɛ bɔne a, wɔrenkae ne kane tenenee adeyɛ biara. Ɔbɛwu wɔ ne bɔne a wayɛ enti.
1a210e007e	Na sɛ meka kyerɛ omumuyɛfoɔ sɛ, ‘Owuo na wobɛwuo,’ na afei ɔdane firi ne nnebɔne ho na ɔyɛ deɛ ɛyɛ na ɛtene,
1a210f00a0	na sɛ ɔsane de bosea ho awowasideɛ ma, na ɔsane de deɛ wawia ma, na ɔdi ahyɛdeɛ a ɛma nkwa soɔ, na wanyɛ bɔne a, ampa ara ɔbɛnya nkwa, na ɔrenwu.
1a21100060	Wɔrenkae bɔne a wayɛ no mu biara ntia no. Wayɛ deɛ ɛyɛ na ɛtene, ampa ara ɔbɛnya nkwa.
1a21110062	“Nanso wo ɔman mma ka sɛ, ‘Awurade akwan ntene.’ Nanso ɛyɛ wɔn akwan mmom na ɛnteneɛ.
1a21120047	Sɛ ɔteneneeni firi ne tenenee ho na ɔyɛ bɔne a, ɛno enti ɔbɛwu.
1a2113005c	Na sɛ omumuyɛfoɔ dane firi ne nnebɔne ho na ɔyɛ deɛ ɛyɛ na ɛtene a, ɔbɛnya nkwa.
1a2114006e	Nanso, Ao Israel efie, moka sɛ, ‘Awurade akwan ntene.’ Nanso mɛbu obiara atɛn sɛdeɛ nʼakwan teɛ.”
1a211500a8	Yɛn nnommumfa afe a ɛtɔ so dumienu no bosome a ɛtɔ so edu no nnannum so, ɔbarima bi a wadwane afiri Yerusalem baa me nkyɛn bɛkaa sɛ, “Kuropɔn no ahwease!”
1a211600a5	Na anwummerɛ a adeɛ rebɛkyeɛ ama ɔbarima no aba no, na Awurade nsa wɔ me so na ɔbuee mʼano ansa na ɔbarima no baa anɔpa. Enti na mʼano abue a metumi kasa.
1a21170025	Afei Awurade asɛm baa me nkyɛn sɛ,
1a211800ef	“Onipa ba, nnipa a wɔtete saa mmubuiɛ so wɔ Israel asase no so no reka sɛ, ‘Abraham mpo a ɔyɛ onipa baako no, ɔnyaa asase no nyinaa. Enti yɛn a yɛdɔɔso yi nso, nokorɛm, wɔde asase no nyinaa ama yɛn sɛ yɛn agyapadeɛ.’
1a211900ae	Ɛno enti, ka kyerɛ wɔn sɛ, ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Sɛ mowe ɛnam a mogya wɔ mu, na mosom mo anyame na mohwie mogya guo enti, ɛsɛ sɛ mofa asase no anaa?
1a211a0077	Mode mo ho to mo akofena so. Moyɛ akyiwadeɛ na mo mu biara gu ne yɔnko yere ho fi. Ɛsɛ sɛ monya asase no anaa?’
1a211b0124	“Ka yei kyerɛ wɔn sɛ, ‘Deɛ Otumfoɔ Awurade seɛ nie: Ampa ara sɛ mete ase yi, wɔn a wɔaka wɔ kuro no mmubuiɛ soɔ no bɛtotɔ wɔ akofena ano. Wɔn a wɔwɔ wiram no mede wɔn bɛma nkekaboa ama wɔawe wɔn na wɔn a wɔwɔ abandenden ne abodan mu no, ɔyaredɔm bɛkunkum wɔn.
1a211c007d	Mɛsɛe asase no ama ayɛ afo, na nʼahomasoɔ ahoɔden no bɛba awieeɛ na Israel mmepɔ no bɛda mpan a obiara rentwam hɔ.
1a211d006e	Afei wɔbɛhunu sɛ mene Awurade no, ɛberɛ a mama asase no ada mpan wɔ akyiwadeɛ a wɔayɛ nyinaa enti.’
1a211e00a7	“Wo deɛ, onipa ba, wo ɔman mma reka wo ho nsɛm wɔ afasuo ho ne afie apono ano kyerɛ wɔn ho wɔn ho sɛ, ‘Mommra mmɛtie asɛm a ɛfiri Awurade nkyɛn aba.’
1a211f00c6	Me nkurɔfoɔ ba wo nkyɛn, sɛdeɛ wɔyɛ daa no, bɛtenatena wʼanim bɛtie wo nsɛm, nanso wɔmmfa nyɛ adwuma. Wɔde wɔn ano ka ahofama, nanso wɔn akoma mu deɛ wɔn ani bere asisie mu adenya.
1a2120008c	Nokorɛm, wɔn deɛ, wote sɛ obi a ne nne yɛ dɛ, na ɔde nnwontodeɛ to ɔdɔ nnwom, ɛfiri sɛ wɔte wo nsɛm nanso wɔmmfa nyɛ adwuma.
1a2121006d	“Sɛ yeinom nyinaa ba mu a, na nokorɛm ɛbɛba mu nso, na afei wɔbɛhunu sɛ odiyifoɔ bi baa wɔn mu.”
1a22010020	Awurade asɛm baa me nkyɛn sɛ:
1a220200ea	“Onipa ba, hyɛ nkɔm tia Israel nnwanhwɛfoɔ: hyɛ nkɔm na ka kyerɛ wɔn sɛ: ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Nnome nka Israel nnwanhwɛfoɔ a wɔhwɛ wɔn ankasa nko ara so. Ɛnsɛ sɛ nnwanhwɛfoɔ hwɛ nnwankuo no anaa?
1a22030062	Monom nufosuo, mode mmoa no ho nwi fira mo ho na mokum mmoa a wɔadɔre nanso monhwɛ nnwankuo no.
1a220400cc	Monhyɛɛ wɔn a wɔyɛ mmerɛ no den, nsaa ayarefoɔ yadeɛ na monkyekyeree apirafoɔ akuro. Momfaa wɔn a wɔabɔ ko mmaeɛ na monhwehwɛɛ wɔn a wɔayera. Mode ɔhyɛ ne atirimuɔden na ahwɛ wɔn so.
1a22050076	Ɛno enti wɔbɔ hweteeɛ, ɛfiri sɛ wɔnni hwɛfoɔ, na wɔbɔ hweteeɛ no, wɔbɛyɛɛ hanam maa wiram mmoa nyinaa.
1a22060070	Me nnwan kyinkyini mmepɔ ne nkokoɔ nyinaa so. Wɔbɔɔ wɔn petee asase so baabiara, na obiara anhwehwɛ wɔn.
1a22070033	“‘Enti, mo nnwanhwɛfoɔ, montie Awurade asɛm:
1a22080109	Nokorɛm, sɛ mete ase yi, Otumfoɔ Awurade asɛm nie, ɛsiane sɛ me nnwankuo nni ɔhwɛfoɔ enti wɔawiawia wɔn na wɔayɛ hanam ama wiram mmoa, na ɛsiane sɛ nnwanhwɛfoɔ no anhwehwɛ me nnwan no na mmom wɔhwɛɛ wɔn ankasa ho na wɔtoo me nnwan no asaworam
1a2209002a	enti, nnwanhwɛfoɔ, montie Awurade asɛm:
1a220a00f4	Yei ne deɛ Otumfoɔ Awurade seɛ: Me ne nnwanhwɛfoɔ no anya na mɛma wɔabu me nnwankuo no ho akonta. Memma wɔnhwɛ nnwankuo no bio sɛdeɛ ɛbɛyɛ a wɔrenkum nnwan no nnwe; mɛgye me nnwankuo afiri wɔn anom na wɔrenyɛ wɔn aduane bio.
1a220b0059	“‘Na yei ne deɛ Otumfoɔ Awurade seɛ: Me ara mɛhwehwɛ me nnwan na mahwɛ wɔn so.
1a220c00bb	Sɛdeɛ odwanhwɛfoɔ hwɛ ne nnwan a wɔahwete ɛberɛ a ɔwɔ wɔn nkyɛn no, saa ara na mɛhwɛ me nnwan so. Mɛyi wɔn afiri mmea mmea a wɔhwete kɔeɛ wɔ omununkum ne esum ɛda no.
1a220d00bb	Mede wɔn bɛfiri amanaman so aba na maboaboa wɔn ano afiri nsase so na mede wɔn aba wɔn ankasa asase so. Mɛma wɔadidi wɔ Israel mmepɔ so, subɔnhwa ne asase no so atenaeɛ nyinaa.
1a220e00be	Mehwɛ wɔn so wɔ adidibea papa, na Israel mmepɔ atentene so bɛyɛ wɔn adidibea. Ɛhɔ na wɔbɛdeda adidibea asase papa so, na ɛhɔ na wɔbɛwe ɛserɛ frɔmfrɔm wɔ Israel mmepɔ so.
1a220f0040	Me ara mɛhwɛ me nnwan na mama wɔadeda hɔ. Awurade asɛm nie.
1a221000da	Mɛhwehwɛ deɛ wayera na mede deɛ wabɔ ko asane aba. Mɛkyekyere deɛ wapira no akuro, na mahyɛ deɛ ɔyɛ mmerɛ no den, nanso deɛ wadɔre ne deɛ ne ho yɛ den no, mɛsɛe wɔn. Mede tenenee bɛhwɛ nnwankuo no.
1a22110082	“‘Na mo, me nnwankuo, yei ne deɛ Otumfoɔ Awurade seɛ: Mɛbu odwan baako ne ɔfoforɔ ntam atɛn ne mpapo ne nnwennini ntam.
1a221200de	Adidibea papa a modidi soɔ no, ɛyɛ ade ketewa ma mo anaa? Ɛsɛ sɛ mode mo nan tiatia mo adidibea a aka no nso so anaa? Ɛnsɔ mo ani sɛ monom nsuo a ani yɛ korɔgyenn anaa? Ɛsɛ sɛ mode mo nan hono nkaeɛ no anaa?
1a22130051	Ɛsɛ sɛ me nnwankuo di deɛ moatiatia so na wɔnom deɛ mode mo nan ahono anaa?
1a22140082	“‘Ɛno enti sei na Otumfoɔ Awurade ka kyerɛ wɔn: Monhwɛ, me ara mɛbu nnwan a wɔadɔre ne nnwan a wɔafonfɔn ntam atɛn.
1a22150092	Esiane sɛ, mode mo nkyɛnmu ne mmatire puapua nnwan a wɔnni ahoɔden na mode mo mmɛn pempem wɔn kɔsi sɛ mobɛpam wɔn akɔ akyirikyiri enti,
1a22160054	mɛgye me nnwankuo na wɔrenfom wɔn bio. Mɛbu odwan baako ne ɔfoforɔ ntam atɛn.
1a22170067	Mɛma odwanhwɛfoɔ baako, me ɔsomfoɔ Dawid, ahwɛ wɔn so, na ɔbɛyɛn wɔn na wayɛ wɔn hwɛfoɔ.
1a2218006b	Na me, Awurade, mɛyɛ wɔn Onyankopɔn na me ɔsomfoɔ Dawid ayɛ wɔn mu ɔberempɔn. Me Awurade na maka.
1a22190098	“‘Me ne wɔn bɛyɛ asomdwoeɛ apam na matɔre nkekaboa ase wɔ asase no so sɛdeɛ wɔbɛtumi atena ɛserɛ so na wɔadeda kwaeɛ mu asomdwoeɛ mu.
1a221a006d	Mɛhyira wɔn ne mmea mmea a atwa me kokoɔ ho ahyia. Mɛtɔ bosuo wɔ ne berɛ mu, na ɛbɛyɛ nhyira bosuo.
1a221b00d2	Mfuo so nnua bɛso wɔn aba na asase no nso abɔ nʼaduane. Nnipa no bɛtena wɔn asase so dwoodwoo. Mɛbubu wɔn kɔnnua na magye wɔn afiri wɔn a wɔde wɔn yɛɛ nkoa nsam na wɔbɛhunu sɛ mene Awurade no.
1a221c0083	Amanaman no renyɛ wɔn fomfa adeɛ bio, na wiram mmoa nso renkyere wɔn nnwe. Wɔbɛtena asomdwoeɛ mu na obiara renhunahuna wɔn.
1a221d0081	Na mɛma wɔn asase a ɛso nnɔbaeɛ ama agye din, na aduanekɔm renne wɔn wɔ asase no so na wɔrenyɛ ahohora mma amanaman no.
1a221e0085	Afei wɔbɛhunu sɛ me Awurade, wɔn Onyankopɔn ne wɔn wɔ hɔ, na wɔn, Israel efie yɛ me nkurɔfoɔ, Otumfoɔ Awurade asɛm nie.
1a221f006c	Mo, me nnwan, mʼadidibea nnwan yɛ me nkurɔfoɔ, na mene mo Onyankopɔn, Otumfoɔ Awurade asɛm nie.’”
1a23010020	Awurade asɛm baa me nkyɛn sɛ:
1a2302003b	“Onipa ba, fa wʼani kyerɛ Bepɔ Seir; hyɛ nkɔm tia no
1a2303007c	na ka sɛ, ‘Yei ne deɛ Otumfoɔ Awurade seɛ: Me ne wo anya, Bepɔ Seir, na mɛtene me basa atia wo, na mɛma woada mpan.
1a23040057	Mɛdane wo nkuro ama ayɛ mmubuiɛ na wobɛda mpan. Afei wobɛhunu sɛ mene Awurade no.
1a23050094	“‘Esiane sɛ wode tete nitan hyɛɛ wo mu na woyii Israelfoɔ maa akofena wɔ wɔn amanehunu mu, ɛberɛ a wɔn asotwe duruu ne mpɔnpɔnsoɔ no
1a230600a7	enti, sɛ mete ase yi deɛ, Otumfoɔ Awurade asɛm nie, mede wo bɛma mogyahwieguo na ɛbɛdi wʼakyi. Esiane sɛ woansuro mogyahwieguo no enti, mogyahwiegu bɛtaa wo.
1a2307004a	Mɛma bepɔ Seir ada mpan, na mayi wɔn a wɔdi so akɔneaba no afiri hɔ.
1a23080086	Mede atɔfoɔ bɛhyɛ wo mmepɔ so ma; wɔn a wɔbɛtotɔ akofena ano bɛhwehwe ase wɔ wo nkokoɔ so, mmɔnhwa mu ne wo subɔnhwa mu.
1a2309005d	Mɛma wada mpan afebɔɔ, na obiara rentena wo nkuro so. Afei, wobɛhunu sɛ mene Awurade no.
1a230a0072	“‘Woaka sɛ, “Saa aman mmienu ne nsase yi bɛyɛ yɛn dea na yɛbɛfa,” wɔ ɛberɛ a me Awurade mete hɔ,
1a230b00cf	enti, sɛ mete ase yi, Otumfoɔ Awurade asɛm nie, me ne wo bɛdi no sɛdeɛ abufuo ne ninkunu a wodaa no adi wɔ ɔtan a wotanee wɔn no mu no teɛ, na mɛda me ho adi wɔ wɔn mu, ɛberɛ a mɛbu wo atɛn.
1a230c0093	Afei, wobɛhunu sɛ me Awurade, mate animtiabuo nsɛm a woaka atia Israel mmepɔ. Wokaa sɛ, “Wɔama ada mpan na wɔadane ama yɛn sɛ yɛmfa.”
1a230d0045	Mohoahoaa mo ho tiaa me na mokasa tiaa me a moanto sɛbe, na meteeɛ.
1a230e005e	Yei ne deɛ Otumfoɔ Awurade seɛ: Ɛberɛ a ewiase nyinaa redi ahurisie no, mɛma woada mpan.
1a230f00bf	Sɛdeɛ wodii ahurisie ɛberɛ a Israel efie agyapadeɛ daa mpan no, saa ɛkwan no na mede wo bɛfa so. Wobɛda mpan, Bepɔ Seir, wo ne Edom nyinaa. Afei wɔbɛhunu sɛ mene Awurade no.’”
