2800000006	Methiu
420a0900e1	Gu hamangkhliie shii wuii srane ji pha nim ji gu shii phi bone aishii lia. Ai è gu shii yao, “Yie srane chiemuii bo; hìne naro lui shii chiieng rey ruii phro, jishii naro sem shii ne chimud duiine phieng rey ruii phro.”
420a0a0093	Gu è ididuii nim ji yie srane chiemuii chiih-è guro sem shii chimud duiine rem rey dun. Jishii iidoh gu min muii, jine gu lui shii chiieng redun.
420a0b0095	Chiihphado gu shii ne yaodun, “Bajo sohthek, iiriingthek, nyuakthek nane sajathek shii din ne na ne Hamangkhung-aphuii mua chiang shii yao chid.”
420b0100ea	Chiihphado gu shii miichang phi pha jine chua pha shiie duiine mia, chiih-è yao “Wuii srane Hamangkhung-aphuii ro Jewthek misiahò nane sraibao ji chua bo, chiih-è hanyie yi ji pha misiahò shii misiasiapho shii sasab rek mage bo.
420b0200c1	Jishii fuang pha sibiangthek shii sasab arek rabo, nyieliieshii ithek shii ne migi-arekpho shii phijong ro, hanyie shii ne So Rajan hà habiethek shawi-è nyi habie lai luii shii dia ruii phro.
420b0300b5	Gu ne guro khagi yi thuloyung guii pha nyi shii ren ruii phro, chiih-è ithek ji pha itham jia è wiengnyi è sariig inaithek iliing shii Hamangkhung-aphuii ro mua yao ruii phro.”
420b040072	Khagipho nyi jine sumaro hingmuiithek nyi nane muchuangthek nyi ro, jithek ne sohnyiak pha Ithong ibi shii riu ro.
420b0500e2	Hanyiejia è de ithek shii saduii thoh yi pha bidiang arone, ithek ro semthek re-è bai khia srane makthek shii srobro rek ruii phro; chiih-è ji duiine hanyie magunde ithek shii saduii thoh yi pha bidiang pho ne ua ruii phro.
420b06013e	Hamangkhung-aphuii ro mua yao pha ishak shii hamang shii haphie aphie yi pha bin pha riichai de ithek shii um ro. Ithek shii ne noi pha kho lakhung shii ifai hà khid muii yi pha riichai de um ro; ithek shii awaithek è khama yang pha ji shii nyamachiieng zab ichua pha mua è sohnyiak shii zuang pha riichai de um ro.
420b0700b5	Ithek yi ithek ro mua ji yao ched mage shii, buii ibeymuthung jine bajo jam ihiung è ithek suang shii mak rek pha wuii ruii phro. Ai ne ithek shii yang srane ithek shii ne ua muii,
420b0800a6	chiih-è ithek ro Ithong khi pha boh rajan pha lumuii hà ziin dun pha jihà ithek ro siu sud ruii phro. Ji pha rajan beng ne òa ne yao pha jine Sodom nane Egyph ro.
420b090097	Branthek yi zab pha sohthek, jadthek, nyuakthek, nane iiriingthek re-è ithek ro siuthek da-uom è khuyo inaithek riig srane ithek shii awieng yi phro.
420b0a00d0	Sohnyiak pha branthek ne isa nyi iy pha ji shii ne sang ruii phro. Ithek ne sai srane awaithek chung lasenthek ren ruii phro, nyieliieshii ji pha chaigthek nyi è sohnyiak shii branthek shii bajo diig yie ro.
420b0b00ca	Iidoh shii da-uom re-è khuyo inai shii chai-phi pha misey yi Hamangkhung-aphuii è wuiithok srane ithek shii khuddun, chiih-è ithek riu mage shii; chiih-è zab hanyie è ithek shii riig pho ne rumdun.
420b0c00bf	Chiihphado chaigthek nyi yi hamangkhung re-è ithek shii goh gang è yao pha yoi, “Thawuii bo!” Makphothek è ithek shii riig ramuii shii ithek shii hamangkhung hà sakhamiing è dun dun.
420b0d00fb	Ji pha ishak shii, thiihchiih ne awiedang pha sajiib sam ro, rajan suarang re-è jiarang ne mua dun ro, chiih-è itham miley branthek ne ua muii ro. Thiichiih khe pha branthek ne rum srane hamangkhung pha Hamangkhung-aphuii pha bajoboh shii chiong ro.
420b0e0056	Nyichiieng pha awie ne jong sha, jishii uomchiieng pha awie ne khthiie wuii ruii phro!
420b0f0108	Chiihphado mileychiieng pha hamangkhliie re-è awairo thu-ung thud mage, chiih-è thiihchiih ne hamangkhung hà boh goh, è yao, “sohkhung shii khoh pha blu ne thuh gathek ro Ithong nane Masaiya airo rey dun ro, chiih-è ai ne idang nane idang khoh ruii phro!”
420b1000a2	Chiihphado dukhothek ichiignawi hanyie yi Hamangkhung-aphuii moe biangthek shii dug pho ne awaithek ro mizia buzam jiing srane Hamankhung-aphuii shii misiasia ne,
420b1100b3	yao: “Ithong Bohblu pha Hamangkhung-aphuii, jia hanyie um ne chiih-è hanyie ne umjong!” Gathek ne na shii laso phi nyieliieshii na è naro bajoboh blu yie srane khoh pha jao!
420b12016c	Migi arekpho shiine lijieg zandun ro, nyieliieshii lijieg pha naro ishak ne thog sha ro, iy shii chua pha ishak ne thog sha ro. Nawairo khiaothek chaigthek, chiih-è zab nawai bran shii, zab hanyie è na shii ilab rek boh nane ìu mia pha ji shii lasen phi pha ishak thog sha ruii ro. Hanyie è sohnyiak shii srobro rekpho shii ne srobro rek pha ishak thog sha ro!
420b1300d7	Hamangkhung-aphuii ro misiahò ne hamangkhung hà hongjong ro, chiih-è Shiinyie Japho ne thiisa hà doh ro. Chiihphado thiisa hàne haliao bliak ne hakhliing pha jiriak yie rone, sajiib sam ne la è haben chiih ro.
420c0100de	Chiihphado hamang hà boh nane bajoboh cheb agao mua pha jia doh. Thiisa hàne hò-amuii, hanyie yi hasiang guii srane hanyie shii ne ai lai iliing shii habie um chiih-è ai khrug shii ne dadiangthek snanyi pha rago um ro.
420c02005c	Ai ne khthiie ani giak bsa sha ro, chiih-è ani giak pha riie nane diig jine aishii choh yi.
420c0300b8	Gai agao mua pha cheb jia yi hamang è khia. Thiisa hàne boh ishaig hakhliingmuii miley khrugthek rog chiih-è sua iriangthek um chiih-è airo zab pha miley khrugthek shii rago um ro.
420c0400c9	Airo inyui re-è uomrang pha dadiangthek re-è jiarang hamang re-è ri srane ithek shii buzam sohnyiak hà fen muii. Ai yi hò-amuii ibi shii riu srane, airo ani ji khthiie giak dang shii chie pha rek.
420c0500b4	Chiihphado ai è khthiie dufuii giak, hanyie ne zab sohthek shii shiiebang rog shii khoh ruii phro. Jimagunde ani shii ne riao srane Hamangkhung-aphuii nane airo biang hà noh dun.
420c06009e	Hò-amuii ne Hamangkhung-aphuii è aishii saro phi pha ithua bali hà yodun, thiisa hà aishii ne itham jia è wieng nyi sariig inaithek gayiig rek ruii phro.
420c0700a9	Chiihphado hamangkhung hàne mak rey ro. Machael nane airo hamangkhliiethek ne hakhliingmuii shii mak rek hanyie de awairo hamangkhliiethek rog ithek shii iidoh mak rek;
420c08006b	jishii dragon shii yang srane, hakhliingmuii nane airo hamangkhliiethek shii ne hamangkhung hà arai yi ro.
420c0900cd	Boh hakhliingmuii shii fen muii—Ji pha ihèg pham, Sakhathong rone ho, hanyie è zab pha sohjambling shii khinrin pha ji ro. Ai nane awairo zab hamangkhliiethek shii ne ai rog shii sohnyiak hà fen muii.
420c0a0194	Chiihphado hamangkhung re-è gang goh yao pha gu è yoi, “Thuh shii Hamangkhung-aphuii ro giawo ne wuiithok sha ro! Thuh shii Hamangkhung-aphuii è awai blu re-è Saja rone doh yi ro! Thuh airo Masaiya re-è ne airo riichai doh yi ro! Chiih-è hanyie jia yi gethek ro Hamangkhung-aphuii ibi shii riu ne gethek ro migiphothek shii inai nane habiu nin pho shii ne hamangkhung re-è fuang hà fen muii ro.
420c0b0097	Ithek ne shiishaiduii ro ifai nane ithek è nyie yao pha izai è aishii ne yang ge ro; chiih-è ithek ne chaithek de thoh yang ne nya iy pha saro muii.
420c0c0122	Chiih-è ji è, hamangkhungthek nathek, chiih-è zab thiisa rai pha nathek ne lised bo! Jishii sohnyiak nane khamuii ne khama diig ro! Chiih-è sakhathong ne nathek hà wuiiramuii ro, chiih-è ai ne bajo lijieg rog shii ro, nyieliieshii ai ne thieg aishii ne ìujia ishak khe sha bie ro.”
420c0d007c	Hakhliingmuii è aishii ne buzam sohnyiak hà fen pha ji than mage shii, ai è hanyie yi dufuii giak pha hò-amuii shii sow.
420c0e00a3	Aishii ne hakhliingmuii è luagieng pha ji shii ragia rek yi pha khi hà uom itham è khuyo gayiig rek pha ithua hà khey yi pha boh biichiing jia ro iyig nyi phi.
420c0f006c	Chiih-è chiihphado aishii shau yi pha hakhliingmuii è airo sem re-è hò-amuii ro iidoh shii khokhed mage.
420c100065	Jishii sohnyiak è hò-amuii shii nong phi; ji è hakhliingmuii sem è khia pha kho shii ne min muii.
420c1100cb	Hakhliingmuii yi hò-amuii rog shii lijieg srane airo gai riingthek zab hanyie yi Hamangkhung-aphuii ro muyung shii nuii pho nane Isu è dong yi pha izai shii migi rekpho shii suang mak rek pha wuii dun.
420d010134	Chiih-è hakhliingmuii yi khamuiiring shii riu dun ro. Chiihphado buii ibeymuthung yi khamuii re-è wuii ruii pha gu è doh. Ji ne sua iriangthek nane miley khrugthek um ro; zab jijia pha iriangthek shii rago um ro, chiih-è zab pha jiajia khrugthek shii Hamangkhung-aphuii shii makhak-riing pha ibeng um ro.
420d0200d5	Buii ibeymuthung jine bachaing duiine mia, chiih-è lai yi sthumthek mia chiih-è sem yi bargi sem duiine mia ro. Hakhliingmuii è awairo blu nane biang, chiih-è awairo boh riichai buii ibeymuthung shii phi muii.
420d0300c9	Buii ibeymuthung ro khrug jia shii ne awie pha saduii thoh dun pha duiine doh, jishii saduii jine gang ge. Zab pha sohnyiak ne anomuluii pha rey dun, chiih-è buii ibeymuthung rog shii luagieng dun ro.
420d0400f9	Zab ne hakhliingmuii shii misiasia dun nyieliieshii ai è awairo riichai ne buii ibeymuthung shii phi muii. Ithek ne buii ibeymuthung shii de misiasia ne, yao, “Hanyie ne buii ibeymuthung mia lei? Hanyie è aishii gidieg mak rek mua mage phlei?”
420d05009d	Buii ibeymuthung shii wiangwe yao yi srane Hamangkhung-aphuii shii makhak-riing rek yi, chiih-è riichai ne habie sawi nyi ne ai wad shii um yi pha phi muii.
420d060097	Ji ne Hamangkhung-aphuii shii, ai beng shii, ai khi hà rai pha ithuathek shii chiih-è zab hanyie yi hamangkhung hà rai pho shii ne jao ne thamai ro.
420d0700b3	Chiih-è Hamangkhung-aphuii bran gidieg shii mak rek ne ithek shii yang pha phijong ro, chiih-è zab pha jad, sohthek, nyuak, nane iiriing lakhung shii riichai rek pha phijong ro.
420d0800b6	Hanyie ro ibeng yi isieng jigigam shii sohjambling azen ba pha ibi shii zey ne, ua muii pha shiishaiduii ro rey pho asi bie pha zab sohnyiak shii rai pha branthek ne aishii misiasia.
420d090035	“Yoi bo, chiihphado, nathek shii khohthek um arone!
420d0a00c1	Hanyie shii zum spho shii ne zum ruii phro; hanyie shii khamriie re-è ua spho ne khamriie re-è ua ruii phro. Jine Hamangkhung-aphuii ro branthek chiang shii ne zud nane migi ji um chid ro.”
420d0b00b3	Chiihphado gu gai buii ibeymuthung shii doh, hanyie ne sohnyiak re-è wuiithok ro. Jine shiishaiduii iriangthek duiine nyi iriang um ro, chiih-è jine hakhliingmuii duiine yao ro.
420d0c00d5	Ji è igobi pha buii ibeymuthung moe shii ai è airo boh riichai ji kho ro. Ji è sohnyiak nane zab hanyie jishii rai pho shii de saduii gangjong pha igobi pha buii ibeymuthung shii misiasia yie pha bangchiie rek.
420d0d0089	Nyichiieng pha buii ibeymuthung è boh buangthek rek; jine zab ro mieg moe shii ai è hamangkhung re-è bai shii sohnyiak hà wuii yi ro.
420d0e0121	Chiih-è buangthek ne igobi pha buii ibeymuthung moe shii rek srane ai è sohnyiak shii rai pha zab branthek shii khinrin rek. Buii ibeymuthung chiih-è khamriie re-è saduii rek muii pha jine thuh de isieng ro ai beng shii ilab rek pha ibeymuthung è ithek shii jangbang rab bone yung ro.
420d0f00b2	Nyichiieng pha buii ibeymuthung è igobi pha buii ibeymuthung pha jangbang shii misey phi ne yao, ji è jangbang yao mua chiih-è hanyie è aishii misiasia asia pho shii ua muii.
420d10009d	Buii ibeymuthung è zab ìu nane boh, bukho nane dusho, khiao nane ichad bran shii ithek ro phazoi wadthek nane khuwuangthek shii cheb rab pha bangchiie rek.
420d11006b	Hanyiejia è de buii ibeymuthung beng chiih-è izey ai beng rey pha cheb oi pho ne apheg mua aliu mua phro.
420d1200b5	Hì ne khani pha mugak ro. Hanyie ìdpho ne ji pha buii ibeymuthung ro izey pha miyaosiu shii nyayao mua, nyieliieshii izey jine tharohthamang ro beng rey ro. Ji pha izey ne 666 ro.
420e0100d2	Chiihphado thiisa gu è riig shii, thiichiih Zion Phiing hàne shiishaiduii riu ne um; chiih-è ai rog shii branthek 144,000 hanyie yi awaithek gadongthek shii airo ibeng nane airo Aphuii ro ibeng zey ne um ro.
420e0200cc	Chiih-è hamangkhung re-è goh boh yi khasuang muro duiine chiih-è gang hakhliing è khliing pha duiine roh pha gu è yoi. Hì ne thiibiingkhinkhebphothek è awaithek ro benthek khuang pha duiine roh ro.
420e0300e6	144,000 branthek yi biang shii, Isieng misephothek wi, chiih-è dukhothek yi ibi shii riu; ithek ne ithek è nyie dab mua bie pha iwo ibai bai. Zab tharohthamang jad re-è hanyie shii iruii phi ne ragia ruii pha jine ithek bie ro.
420e040122	Ithek ne hò-amuii rog shii amen pha awaithek shii igang ruii ro; ithek ne gangthek ro. Ithek ne shiishaiduii ai khi hà wuii pha jihà luagieng ro. Ithek shii ne ikhe tharohthamang jad re-è iruii phi ne ragia rey yi, chiih-è igobi Hamangkhung-aphuii nane shiishaiduii shii zid pha ji ro.
420e05005c	Ithek ne biidiiethek yao pha ne gai è khuchungde athieg ro; ithek shii ne ichiigthek oi ro.
420e0600ba	Chiihphado Mua Wie pha idang mua rog shii sohnyiak pha zab branthek, zab jad, iiriing, nyuak, nane zab bran shii yao pha gai è, hamangkhliie yi hasam shii giu hà khey pha gu è doh ro.
420e070105	Ai gang goh re-è yao, “Hamangkhung-aphuii shii ilab rek ne airo bajoboh shii chiong bo! Chiih-è zab bran shii chua pha ishak ne aishii thog sha ruii ro. Hanyie è hamangkhung, sohnyiak, khamuii, nane kho pha khasuang shii rab muii pha aishii misiasia bo!”
420e0800d3	Nyichiieng pha hamangkhliie yi igobi pha hamangkhliie rog luagieng ne, yao, ai ne chiihdun ro! Boh Babylon ne chiihdun ro! Ai è siulao chid pha awairo phuii kho ne—zab pha bran shii airo phuii ji niing yi ro.
420e0900d8	Uomchiieng pha hamangkhliie è igobi pha nyi rog shii luagieng ne, gang goh re-è yao, “Hanyie magunde buii ibeymuthung shii nane ji pha jangbang shii misiasia chiih-è ithek khuwuang nane wad shii ne cheb choi pho
420e0a010f	awaithek ne Hamangkhung-aphuii ro phuii niing ruii phro, airo lijieg pha phuii, nyie yi ai è awairo ley chua ne awairo lijieg pha gog shii zan ro! Zab hanyie è jithek rek pho ne so hamangkhliiethek nane shiishaiduii moe shii ne bai nane barud re-è duhug phi ruii phro.
420e0b00ee	Bai mukham pha ithek ro duhug phi pha jine idang nane idang laziung khey ruii phro. Hanyie è buii ibeymuthung nane airo jangbang shii misiasia ne, chiih-è hanyie è airo ibeng shii cheb rek pho ne, thiisa hàne inai habiu them oi ro.”
420e0c008a	Jine hanyie è Hamangkhung-aphuii muyungthek nuii ne chiih-è Isu shii isiie rek pho, Hamangkhung-aphuii bran ro zud pha ichua ji chid ro.
420e0d0135	Chiihphado hamangkhung re-è goh yao pha gu è yoi, “Hì zey bo: Hanyie ne thuh re-è Ithong ro blia rek ne iy pho ne sang bo!” “Zai ro!” Ragung è chang. “Ithek ne awaithek ro lei blia shii thung pha ji shii ne lubo rek ruii phro, nyieliieshii ithek ro blia iwoi ne ithek rog shii dun ruii phro.”
420e0e00ce	Chiihphado gu è riig, chiih-è thiisa hà sakhamiing imo um, chiih-è sakhamiing shii dug pha jine tharohthamang duiine mia ne, ai khrug shii san pha rago um chiih-è ai wad shii ikhire um pha barai um ro.
420e0f00ed	Chiihphado gai hamangkhliie yi misiahò re-è wuii srane hanyie yi sakhamiing shii dug pha ji re-è ziak mage, “Nawaithek ro barai kho srane yamiing shii riug mage bo, nyieliieshii ishak ne thog sha ro; sohnyiak ne riug ideb sha ro!”
420e10008b	Chiihphado hanyie è sakhamiing shii dug pha ji re-è awairo barai sohnyiak shii wieg mage, chiih-è sohnyiak pha yamiing shii riugjong ro.
420e110070	Chiihphado gai hamangkhliie yi hamangkhung pha misiahò re-è wuii pha doh, chiih-è aishii de ikhirey barai um.
420e120124	Chiihphado gai hamangkhliie, hanyie yi bai pha ilkhi yi, sraibao re-è wuiithok. Ai è hanyie shii ikhire barai um pha hamangkhliie shii gang goh re-è ziak mage, “Nawairo barai wieg bo, chiih-è sohnyiak pha angur raig re-è angurthek riug mage bo, nyieliieshii angurthek ne menjong ro!”
420e1300b5	Ji-è hamangkhliie è raig re-è iphiing re-è angur laig pha, awairo barai sohnyiak shii wieg mage, chiih-è Hamangkhung-aphuii ro lijieg pha angur chui pha nyahiung shii fen mage.
420e1400d0	Angurthek shii rajan re-è fuang pha angur chui pha nyahiung re-è medmed rek muii ro, chiih-è phuii chui pha ji re-è ifai khia srane wieng uom labiang phiang khed dun chiih-è jine giia guii jam ro dun ro.
420f0100f0	Chiihphado gu è hamang hà boh nane anomuluii pha gai pha cheb doh. Thiisa hà miley hamangkhliiethek rog shii awie pha muathek miley um ro, nyie jine iidohè pha ji ro, nyieliieshii ithek ne Hamangkhung-aphuii ro iidohè pha srobro ji ro.
420f020131	Chiihphado nyie yi sasia pha khamuii ne bai è lao pha duiine gu è doh. Hanyie yi buii ibeymuthung nane ji pha jangbang chiih-è hanyie ithek ro ibeng yi izey shii doh yi pha lakhung shii yang gey pha gu è doh. Ithek ne Hamangkhung-aphuii è ithek shii phi pha benthek khoh ne sasia pha khamuii shii riu
420f0300ee	chiih-è Hamangkhung-aphuii ro khiao Moses ro ibai nane shiishaiduii ro ibai bai ramuii ro: “Ithong Bohblu Hamangkhung-aphuii, naro bliathek ne Khinyama boh nane wieng ro! Sohthek pha Saja, Naro lumuiithek ne khama rangsua nane izai ro!
420f0400e6	Ithong, na shii arum pha hanyie riu pha lei? Hanyie naro bajoboh shii ayaothieg pha hanyie lei? Nawai jijia ne so ro. Zab pha sohthek ne na shii misisia pha wuii ruii phro, nyieliieshii naro giang bliathek ne zab è dohjong ro.”
420f050067	Ji pha iidoh shii hamangkhung hà misiahò ne hong pha doh, ji pha rog shii ne Shiinyie giabrang um ro.
420f0600b2	Miley hamangkhliiethek hanyie shii awie pha muathek miley ji yi imo chuang pha yung guii ne chiih-è awaithek ro lubuthothek shii san pha rathang riing ne misiahò re-è wuii ro.
420f0700ad	Chiihphado isieng miseypho wi ji è jia è hamangkhliiethek miley shii san shiikhiiakhjam miley phi ji shii ne idang è idang rai pha Hamangkhung-aphuii ro lijieg ne ley um.
420f0800d5	Chiih-è misiahò ne Hamangkhung-aphuii ro biisiie nane blu pha mukham re-è ley dun, chiih-è hamangkhliiethek miley è yie pha miley awie pha muathek ji ajong sapho shii ne hanyie de misiahò hà awuii mua phro.
42100100c3	Chiihphado gu è misiahò re-è miley hamangkhliiethek shii goh gang re-è yao pha yoi: “Wuii srane Hamangkhung-aphuii ro lijieg pha shiikhiiakhjamthek miley shii sohnyiak shii thoi mage bo!”
42100200d5	Igobi pha hamangkhliie è wuii srane awairo shiikhiiakhjam ji sohnyiak shii thoi mage. Diig nane riie saduiithek yi hanyie shii buii ibeymuthung pha cheb um pha nane ji pha jangbang shii misiasia pho shii khia yi.
42100300cf	Chiihphado, nyichiieng pha hamangkhliie è airo shiikhiiakhjam shii khamuii lakhung shii thoi mage. Chiih-è kho ne iy dun pha bran ro ifai duiine rey dun, chiih-è khamuii pha zab isieng miseypho ne iy dun.
421004008f	Chiihphado uomchiieng pha hamangkhliie è awairo shiikhiiakhjam yi khobohthek nane khokhrugthek hà thoi mage, chiih-è jithek ne ifai rey dun.
42100500ab	Khothek pha ilkhi hamangkhliie è yao pha gu è yoi, “Na è chuathek yie pha jithek ne isbang chak ro, So Jia wo, na ne thuh hanyie um chiih-è hanyie um jong pha ji ro!
42100600a5	Ithek è Hamangkhung-aphuii ro branthek nane chaigthek ifai shii noi yi, chiih-è ji è nathek è ithek shii ifai niing pha phi. Ithek è nyie mua spho ji mua ro!”
421007007c	Chiihphado sraibao re-è goh yao pha gu è yoi, “Bohblu Ithong Hamangkhung-aphuii! Naro chuathek ne izai nane giang ro.”
4210080094	Chiihphado wichiieng pha hamangkhliie è awairo shiikhiiakhjam yi hasiang shii thoi mage, chiih-è jine branthek shii ne ji pha ichieg re-è sud yi.
42100900f0	Ithek shii ne ichieg re-è sud dun, chiih-è ithek ne Hamangkhung-aphuii ro ibeng shii thamai, hanyie shii awie pha muathek lakhung shii riichai um. Jishii ithek ne awaithek ro layogthek re-è akhid chiih-è airo bajoboh shii de achiong ro.
42100a00fd	Chiihphado guiichiieng pha hamangkhliie è awairo shiikhiiakhjam yi buii ibeymuthung pha biang shii thoi mage. Igiia ne buii ibeymuthung ro sajathua lakhung shii chiihdun, chiih-è nyieliieshii ithek ro riie ji re-è branthek ne awaithek ro rithek thak,
42100b00ba	chiih-è ithek ne awaithek ro riiethek nane saduiithek pha chiang re-è hamangkhung pha Hamangkhung-aphuii shii thamai. Jimagunde ithek ne awaithek ro awie pha lumuiithek re-è akhid ro.
42100c00bd	Chiihphado riigchiieng pha hamangkhliie è awairo shiikhiiakhjam yi boh Euphrathes pha Khoboh shii thoi mage. Bichiu re-è wuii ruii pha sajathek ro lumuii saro phi pha khoboh ne òadun ne.
42100d009f	Chiihphado gu è rurusuathek duiine mia pha uom izia ragungthek doh. Ithek ne hakhliingmuii chiih-è buii ibeymuthung nane biidiie chaig pha sem re-è khia ro.
42100e00c3	Ithek ne ibuiithek pha ragungthek ro ji re-è buangthek rek ro. Ji pha ragungthek uom è Bohblu Hamangkhung-aphuii ro boh Inai pha mak shii zab pha sajathek ò yi pha sohjambling hà wuii dun ro.
42100f00ca	“Yoi bo! Gu ne mugo duiine wuii ruii phro! Hanyie ne sieng ne awairo yungthek shii ragia rekpho shii ne ai ne sang ruii phro, ji è ai ne ikhilen alua ruii chiih-è branthek moe shii awo ruii phro!”
421010005f	Chiihphado ragunthek è sajathek shii Hebriu re-è Armagedon rone ho muii pha ithua hà noh ro.
421011009d	Milechiieng pha hamangkhliie re-è awai ro shiikhiiakhjam yi hasam hà thoi mage. Gang goh yi misiahò pha biang re-è thog ne, yao, “Hì ne rekjong ro!”
42101200e7	Thiisa hàne haliao pha bliakthek um chiih-è hakhliing pha khliingthek roh ne, chiih-è buii sajiib sam ro. Thiisa hàne tharohthamang jad nyarab dang ne hì duiine pha sajiib arey ba ro; hìne zab re-è awiedang pha sajiib ji ro!
42101300e6	Boh rajan ne ichuathek uom shii chui dun ro, chiih-è zab sohthek pha rajanthek ne srobro rey dun ro. Hamangkhung-aphuii è boh Babylon ji nowkhlei, chiih-è aishii airo gog re-è phuii niing yi—Airo buii lijieg pha phuii ji ro.
4210140040	Zab pha gachungthek ne lamdun, zab pha phiingthek ne san dun ro.
42101500c9	Boh habenthek, zab ne shiiriie saguii nyama ro, chiih-è hamang re-è branthek lakhung shii chiih, ji pha chiang branthek ne Hamangkhung-aphuii shii thamai ro, nyieliieshii hìne buii awie pha diig ro.
4211010118	Chiihphado shiikhiiakhjamthek miley um pha hamangkhliiethek miley ji re-è jia è gu shii wuii srane yao, “Thawuii bo, chiih-è gu na shii khi-è-rek ne zab ìd pha siulao shii lago phi pha rek pha ji gu na shii riig yi pha ro. Ji pha boh rajan jine khobohthek moe shii rung ro.
42110200a2	Sohnyiak pha sajathek ne ai rog shii siulao rek muii ro, chiih-è sohjambling pha zab branthek ne airo siulao rek pha ji pha phuii niing ne phuiithiig muii ro.”
4211030133	Ragung ne gu shii phrai re, chiih-è hamangkhliie è gu shii ne balimuang hà noh dun. Gu è hò-amuii jia yi ishaig buii ibeymuthung lakhung shii dug pha doh, ji shii ne Hamangkhung-aphuii shii makhak-riing pho ibengthek ne zab zey um ro, buii ibeymuthung shii ne miley khrugthek nane iriangthek sua um ro.
42110400de	Hò-amuii jine iphi nane ishaig guii, chiih-è san pha mukhothek, igong lubaothek, nane mukho re-è guii ro. Hò-amuii ro wad shii ne ley awie pha miyao nane awie pha manathek san gog khoh ne awairo siulao rek pha iwoi ro.
421105008d	Airo khuwuang shii ne ug pha miyaosiu pha ibeng zey ne um ro: “Boh Babylon, siulaothek pha nane sohkhung pha awie bliathek pha amuii ro.”
42110600fd	Chiih-è ji pha hò-amuii ne Hamangkhung-aphuii ro branthek nane nyieliieshii hanyie yi Isu shii migi rek pha chiang ne ua pha branthek ro ifai niing ne phuiithiig pha gu è doh ro. Gu è hò-amuii ji shii riig mage shii gu ne zab anomuluii pha rey dun.
42110700f7	Hamangkhliie è gu shii sai? “Na ne nyie rek ne anomuluii pha rey dun lei.” “Hò-amuii nane ai han muii pha buii ibeymuthung, chiih-è buii ibeymuthung rog shii miley khrugthek nane iriangthek sua pha miyaosiu jine gu na shii yao phi pha ro.
42110801d5	Ji pha buii ibeymuthung ne luang jia shii ne isieng, jishii isieng asi sha ro; hìne bajo jam ihiung re-è wuii ruii srane srobro rey pha lakhung hà wuii pha rek pha ji ro. Branthek ichiih sohnyiak shii rai pho hanyie ro ibeng ne sohnyiak rab pha ji re-è yie ne isieng jigigam shii azey ba pho ne, ithek è buii ibeymuthung shii riig magey shii ithek ne anomuluii pha rey ruii phro. Hì ne luang jia ne isieng ro, thuh ne oi sha ro, jishii jine din ne khia ruii phro.
421109008f	“Ichiih shii ne khani nane ìd pha ji chid ro. Hò-amuii è dug pha miley khrugthek jine miley phiingduiithek ro. Ithek de sajathek miley ro:
42110a0092	Guii ne chiihjong ro, jia ne kho bamuii ro, chiih-è gai jia ne thuh de awuii ba ro; ai wuii ruii mage shii, ai ne ìujia ishak kho bie ruii phro.
42110b00cb	Chiih-è buii ibeymuthung ne luang jia shii ne isieng ro, jishii thuhchiih ne isieng asi sha ro, awai hanyie yi mileochiieng saja ro, hanyie yi miley re-è jia ro chiih-è awai shii srobro rey ruii phro.
42110c00b0	“Iriangthek sua na è doh pha jine sajathek sua ithek ne thuh de khoh pha ajao ba ro, jishii ithek shii ne buii ibeymuthung rog ishak jia saja khoh pha riichai phi ruii phro.
42110d0078	Hì pha saja sua blia ne zab ò ro, chiih-è ithek è awaithek ro blu nane riichai ne buii ibeymuthung shii phi muii ro.
42110e00fb	Ithek ne shiishaiduii suang shii mak rek ruii phro; jishii shiishaiduii, ne ai è ho pha rog ò shii, guajong pha, chiih-è isiie luagiengphothek ne ithek re-è yang ruii phro, nyieliieshii ai ithongthek pha Ithong ro chiih-è sajathek pha Saja ro.”
42110f0094	Hamangkhliie de gu shii yao, “Siulao rek pha hò-amuii dug muii pha khohthek na riig pha ji ne, sohthek, branthek, iiriingthek, nane nyuakthek ro.
4211100100	Na è doh pha iriangthek sua chiih-è buii ibeymuthung jine, siulao rek pha ji shii khiijai ruii phro; aishii nyie um pha jine ithek è zab yie muii ne hò-amuii shii ne ikhilen ruii; ithek ne airo ibey chie srane hò-amuii shii ne bai shii ziao ruii phro.
42111100ed	Chiih-è Hamangkhung-aphuii è awai è yang pha blia ji zab ò è rek yi pha ithek lubuthek hà yang ruii phi chiih-è Hamangkhung-aphuii ro miyaogamthek izai athog sapho shii kho yi pha awaithek ro blu ne buii ibeymuthung shii phi muii.
4211120064	“Na è hò-amuii doh pha jine boh rajan sohnyiak pha sajathek lakhung shii khoh muii pha ji ro.”
42120100a8	Ji pha iidoh shii gu è gai hamangkhliie yi hamangkhung re-è wuii ruii pha doh. Aishii ne boh riichai um, chiih-è airo muchuang re-è zab sohnyiak ne sang rey dun ro.
42120200cb	Ai è gang goh re-è ziak mage: “Ai ne chiihdun! Boh Babylon ne chiih dun! Ibuiithek nane izia ragungthek ne aishii rai dun ro; zab ichuathek pha izia nane khiijai pha fuiithek ne aishii rai dun ro.”
