2800000003	Mat
2a0c320056	Eyang ko batisma o zitǝ, omea a yo ezang, lenyong leng leto tete ne sena a ezeng wai.
2a0c33008f	Eya gonta na ma deya lerambo le Ashili ka komana cikǝ a cammo na? Ko ba baate, eyang belo ying, ma deya adorana e arasannang a tokpwe to ying.
2a0c3400a3	Epa eka e bora o ngmeengme, a nyimi akwilǝ yende aromo esu neyo arnang ka leere, aromo taaro neyo nyalang ka aromo leere, aromo leere neyo nyalang ka aromo taaro.
2a0c3500c1	Ate yo nyana kena ka wai, a kena kanza kayo nyana ate a kai. Iini yo nyana kagala ka wai, a kagala kanza ka yo nyana iini kai. Ondawa wayo nyana ogiri wai, ogiri kanza wayo nyana ondawa wai.”
2a0c36008b	Yeso ka beka aromo a cake me na, “E laka mawere a ma era a kulu araaka ongme taaru ne e bekaana, ‘Ulyǝ yo ngmeza,’ a wa dato ngmeza.
2a0c37005f	Kanza e kono bere o sara o guri wa era, e bekaana, ‘A yo kona a huuwu,’ a wa dato ya nyimi.
2a0c380071	Ying ana o renda aromo. E ama orosa epa ka eya ale deze ka zaa shili. Eya ka eta ama obeka eyapa azaa were na ne?
2a0c390032	“Eyaka eta e laka osawa o ying aza epa erere ne?
2a0c3a00b6	Ondo wa raro aro cora angmǝ cǝ ko laka a ebabara e tata orona, ba nyana e babare, a wa yo ale ka bo ara ondo cora angmǝ. Ondo o cora ngmǝ kanza wayo taro a nyimi aro teesa aromo.
2a0c3b0074	Eyang belo o, ba era o ta surǝ arame ne seeka ba are apat epa eka a core na o are, bemate be yende ato kenǝ ne.”
2a0d0100f8	A kap a were name aromo yende ka neya rame, nane beke Yeso angmǝ aza aromo yende o makeke ma o Galili ka Ogomo Bilatus wa ote na wonze ne, a were aka neya cora Ashili emande e lebera. Na ma nyau mane sakalnang ka ma emande eka neya cora Ashili me.
2a0d020089	Na Yeso kabare ne na, “Eya madoola ma o bekaana aromo o Galili ka a wonze neya kala a madinǝ o gwaara ka o dangare one a Galili me na?
2a0d030065	Nyimia tazane. Eyang bele oying, eta kurǝ Ashili ne, pate o ying kanza eyo gbwizǝ a madinǝ maying.
2a0d0400b8	Nyimia kanza ang bele ying angmǝ yende, aromo betuuru ko riiru name ka odo o eo wa noke ne a kapeng ka Siluwanu, eya gonta o bekaana ne kala o dangare aromo a Urushalima a madinǝ na?
2a0d050069	Nyimia tazane. Eyang bele oying, eeta kurǝ Ashili ne, pate o ying kanza eyo gbwizǝ a madinǝ maying.”
2a0d0600a8	Na Yeso bele ne angmǝ a gerpo adorana ne kuri a Ashili obena, “Oromo waye ka uti o nyaza ayana ara a wai, na wa ale a gera ayana uti me, nyimia wata wa cǝ eyapa ne.
2a0d0700a8	Nawa bekaa ondo o soola ara ame na, ‘Laka, ongmeengme shenai she taaro naana eyang deesa a gera ayana o saya na anta ma cǝ eyapa ne. Genda wai. Eyaka wa wobe ara?’
2a0d080087	“Na ondo o soola ara ame kabare na, ‘Ondoogong baya wai o lenai le yende belle, eyang kawa o ringgari o ting me ang kare o gutu ne.
2a0d090052	Wa kare ayana a lenai le o deya a baya wai. Wata kare ayana ne, a gende wai.’”
2a0d0a005c	A lengme lo teseke ka o bosa a Ashili, Yeso kaya baala a madandaro ma o gwarzanang maYahuda.
2a0d0b0084	A kandaye ka yende ka gǝdǝ kaya araame ka o bere o buru wa tabe kai o shenai betuuru ka o riiru. A wa pota kai naka yeng a guulǝ.
2a0d0c006e	Nangka Yeso ka laka kai, naka rare kai na ka deya izi aka bekaa kai na, “Kandaye, eyang arau ka o kono o.”
2a0d0d0051	Naka eke o ara o kai azaa kandaye kame, ba saseya naka naakarnǝ aka saba Ashili.
2a0d0e0133	Na ondoogong o dandaro gwarzanang maYahuda kone o burǝ aza o bena Yeso ka womza kai a lengme lo teseke ka o bosa a Ashili, na wa beke aromo ka neya rame na, “Shengme o taashe zene seeka se gwara a gole ne. Aza nyimi, deesa na a shengme se me a yo womza ying bangka lengme lo teseke ka o bosa a Ashili.”
2a0d0f00a6	Na Yeso kabare na, “Ying ana o rendaza aromo. Mana a nyimi o ying wata dingǝzǝ bena belome ka kurunzǝ ka wai a lengme lo teseke a wa ale ka ne ara o sa manyi ne?
2a0d1000b7	Waya kandaye kaana kagala ka akora Ibraheng ka ogomo o bere o buru wa tera kai o shenai betuuru ko riiru, wata gwara a womza kai a lengme lo teseke ka o bosa Ashili maYahuda ne na?”
2a0d110083	Nangka ka beke nyimi, na pate ana o nyana kai nane kone ezǝng, o dangare aromo a pate ne zante ka ogole o Ashili oka ka ya eza me.
2a0d12007e	Na Yeso pirkǝ na, “Nannia togomo te Ashili ze? Ma era ang kedeya te ka eya? Na aromo ka neyo waala o kabareze ka Ashili na?
2a0d1300b7	Teya baate-baatea na eyo o mustad, emea oromo jeke kawa kpweene ara a wai. Na e gong a e itǝ uti, na engmeng sooze todo e bana me, nyimia aromo neyo waale o kabareze ka Ashili ne.”
2a0d140045	Na Yeso kang pirkǝ na, “Ma era ang kedeya togomo te Ashili ka eya?
2a0d1500dc	Waye na o yisti o baate oka kandaye ka yende ka jeka naka rǝkǝ ka ma'ena ma o alakama ma cake. Nyimia ma'ena ma o alakama ma gwarnang ka ma o yisti me ka ma biizi ama pene epa emea a kare mai ne ka ma dukǝ kuruwǝ.”
2a0d160058	Na Yeso kale a topeng to moole ka to eeno, aka baale aromo orona kai o ale a Urushalima.
2a0d17005e	Na ondo pirkǝ kai na, “Ateokora, aromo a baate Ashili a yo boza na?” Na Yeso bekaa ne na,
2a0d1800a1	“Waleke na o nyǝmǝlǝnǝ ne adorana e lyǝ abuudu ocǝ ebeene o dera o maro ka aya seto, aza o bekaana aromo a cake neyo gera o lyǝ a neto ama o lyǝ me ne.
2a0d1900c0	Ate akwilǝ me wa era kawa pate abuudu, eyo itǝ o yangga e gware kale bose na, ‘Ate akwilǝ pari ro abuudu.’ “Wayo kabare na, ‘Anta rosa ying ne, anta kang rosa araaka e surine ne.’
2a0d1a005a	“Aranamea eyo bekaana, ‘Te lye a te se ka bo, a ba dato baala a marona ma peng aro.’
2a0d1b006c	“A wa kabare ne na, ‘Ying ana ra a buru, anta rosa ying ne shebari araaka e suri ne, arnang na ka mi.’
2a0d1c00ba	“A were aka e laka Ibraheng, Ishaku, Yakub ka pate ana o beya a ngmǝ ka mawo ma Ashili a nyimi togomo te a Ashili, aying a yo tare ying o yangga, eyo ruuzi ka o nonza ongmǝ a saname.
2a0d1d006e	Aromo neyo deesa ane susi dizi ka aza, ka sara o re ka o guri, ane cikǝ ara o kona o leba a togomo te Ashili.
2a0d1e0064	Konana, andaaka neya ana o maare neya yo itǝ ana o bora, ana o bora kanza neyo itǝ ana o maare.”
2a0d1f008a	A were name na maParisa ma yende deye ara Yeso ane bekaa kai na, “Era o baya arakana ka o ale a ara. Ogomo Hiridus ya yeme o wonga o.”
2a0d2000ad	Naka bekaa ne na, “Ale na ka e bekaa o ogana ara buru name na, o ngmeengme ka leere eyang sǝrsǝzǝ o bere o buru, ang wonze aromo, a lengme lo taaro ang maare ogole ong.
2a0d2100a0	Pate ka nyimi eyang lya izi ka teweno teng o ngmeengme ka leere ka ngmena, wata gwara ondo o beya a ngmǝ ka mawo ma Ashili wa gbwi a ara ne sena ba Urushalima.
2a0d22010e	“Ying aromo Urushalima, Urushalima, ana o womza ana o beya a ngmǝ ka mawo ma Ashili, ana o tarangaza ka cale andaaka a tonza ne aying. Ma rabo a gera nangka eyang kurki a aromo aying ara yende, nangka ka tokoro shende ayana kai a mabeko ka ka ende ne. Na e nyana pat.
2a0d2300aa	Laka, a yo baya apeng aying makansǝng zora ondo o enda. Eyang beya ying, eto kang lakang ne seeka e bekaana, ‘Ondo kona leba ondo deya a nyimi legoone le Ashili.’”
2a0e010099	A lengme lo teseke ka o bosa Ashili o maYahuda le yende, a Yeso ka ale a lya epaolya akwilǝ a ondo o gong o maParisa, na aromo kare kai yizi a dongdong.
2a0e02003c	Ating kai, ondo wa zene ka tobona ka taara te wai te bizizi.
2a0e0300b9	Na Yeso pirkǝ maParisa ka ana o baala angmǝ aka Ashili a nya Mosa na, “Angmǝ aka Ashili a nya Mosa a kabare o womza aromo a lengme lo teseke ka o bosa Ashili na, nyimia taza ne?”
2a0e040059	Nane kome a set. A Yeso eke ondo o kono me taara, aka womza wai, aka bekaa wai na wa ale.
2a0e0500ba	Malo nyimi na Yeso pirkǝ aromo me na, “Ondo oying waya ka kena, koona ka o rungzǝ, a ka kala a le'o a lengme lo teseke ka o bosa Ashili le maYahuda eyo sǝǝrǝ wai a saseya sang?”
2a0e060015	Nane dera epa o beka.
2a0e07007c	Nangka Yeso ka laka o bekaana ageng ne Zaka ara o cikǝ a woma o gwarnang ara o lya epaolya. Arakanamea ka beke ne lesau na,
2a0e080090	“Ondo wa bele ying ozǝnggǝ o ana ondaye osau, tana e ale ka e zake ara o cikǝ a zake ne, ba eza a bele ondo kanza kawa kala ying o gongnga.
2a0e090095	Ondo kala o wa deya, a yo deya ka bekaa bo na, ‘Era ka o nya wai ara o cikǝ au.’ O ale ka o gere ara o cikǝ a baate, aya nyimi oyo kona ezǝng.
2a0e0a00c7	A rareo ara o lya epaolya, gera ara o cikǝ a baate, ondooka wa rare o wa deya, a wa yo bekaa bo na, ‘Oja, ale ka o cikǝ ara a zake.’ Arakaname a yo zalarau a izi andaaka a bele ne gwarnang ome.
2a0e0b006e	Pate ondooka wa ara okpwe o wai, Ashili a yo jipǝrǝ wai, a ondooka wa nata okpwe wai Ashili a yo ara wai.”
2a0e0c00d1	Na Yeso bekaa oParisa oka wa rare kai ara o lya epaolya na, “Ba ya rare aromo a lya epaolya, tana o rare aja au, arone au, ana akwilǝ au, ka ana emate ne. Ba ya nyimi neema neyo rareo, ka ne areo a ngmende.
2a0e0d006c	Ba ya rare aromo ba lya epaolya, rare ana o dera ocǝ, ka gǝdǝ, ka andaaka sara yende a gbwǝ ane, a arǝ,
2a0e0e009e	a Ashili a yo nyau o kona o leba. Bekazo be andaana ka ba rare, ne era neta arau ne, seena Ashili ka aye ne a yo arau a lengme le o ara ana o dera madinǝ.”
2a0e0f009b	Ka o kona nyimi, ondo a nyimi andaaka neya lya epaolya ka kai bekaana, “Ondo kona o leba ondooka wayo lya epaolya a were ozǝnggǝ o togomo te Ashili.”
2a0e100073	Na Yeso kabare wai ka angmǝ a gerpo na, “Ondo wa zene kawa sele epaolya ba cake, na wa kang rare aromo ba lyame.
2a0e110077	Nangka a were o lya epaolya me aye, na wa tong ozara wai kawa rare andaaka a bele ne na, ‘Deyana, epaolya e yenga.’
2a0e1200b9	“Na komana one wa tong ka orooka o dera edang o nara wai o ale ara o lya epaolya me. Ondo bora bekaana, ‘Ang surǝ emba ara, eyang ale kang laka ai, aza nyimi anta cǝ o deya ne.’
2a0e13006b	“A ondo bekaana, ‘Ang surǝ a emba ena elome betuuru ogole abara, ang ya orona o ale kang kedeya ne.’
2a0e140065	“Ondo kanza wa bekaana, ‘Ang surǝ a ana ondaye osau, anta cǝ o deya ara o lya epaolya me ne.’
2a0e150143	“Na ozara me wa kuri na wa bekaa ate akwilǝ wai pate epa eka a bekaa wai. Na lenyong le ate akwilǝ me caro. Na wa bekaa ozara wai me na, ‘Ale ba saseya a nyimi marona ma moole ka ma eeno apeng ame. Ka o kurki ana o dera, ana o zǝngtǝ, ka arǝ, ka andaaka taara tene te gbwǝ a sara yende, ka o de ka ne arakaana.’
2a0e160091	“Malo nyimi na ozara me kuri a wa bekaana, ‘Ate akwilǝ, epa eka ba bekaa a mara o eza me, pate ka nyimi tera to cikǝ tata zora aromo.’”
2a0e17007b	Na ate akwilǝ bekaa ozara me na, “Ale a nyimi marona ma malo apeng, ka o kurki aromo kane de, adorana akwilǝ me a pene.
2a0e180065	Eyang baala oying, ondo ta zene ba nyimi andaaka a rare o bora ka wayo lya epaolya emea a sele ne.”
2a0e190044	Nangka aromo a cake neya tarea Yeso, naka ringgarnu aka bekaa ne na,
2a0e1a00cd	“Pate ondooka waya yeme o tare ong, awata yemeng o kala ate a wai, ka iini o wai, ka ondaye wai, ka yana wai, ka arone wai andaleme ka andaye. Kanza ka okpwe wai ne, wata bare a wa itǝ ondo tare ong ne.
2a0e1b006e	Kanza nyimia pate ondooka waata ana uti o gbwǝ o wai a wa tareng ne, wa era wata ama o itǝ ondo tare ong ne.
2a0e1c00ab	“A ondo o ying waya yeme o sowa odo o eo, wayo cikǝ suri a wa bale nangka wayo wonga emate aza o sowa odo o eo me, tana wa bore o sowa zora o ya nyimi emate sau wai ne.
2a0e1d0059	Wa bora sowa odo o eo me, kawa ta ama o mara me ne, komana wa laka nyimi a wayo zoza wai,
2a0e1e0050	ane beyana, ‘Ondo ona wa bora o sowa odo o eo na wa ta wa ama o mara me ne.’
2a0e1f00a4	“Nyimia kanza ogomo waya ale a kara ka ogomo yende. Wa gwara o bekaana wa cikǝ a wa soleke aromo magu betuuru, ne era ne eze o kara ka aromo magu tuuru leere na?
2a0e200079	Wato ama ne, wayo tonga ana ondo ogomo omea neya gwarnang a kara ka wai a wa tata a macangcang kawa gere o cikǝ o cammo.
2a0e210095	Nyimia kanza, pate ondooka wata cikǝ a wa bale epa eka eya malo o tare ong ne a wa baya e keeya emea waye ka ene, wa era wata itǝ ondo tare ong ne.
2a0e220050	“Ogalu lento, wa arnang ka o lento wai, ara wiinia ka ote wai kawa kang lento?
2a0e2300ad	Wa era wata kang eza okang eyapa ne, soona a oke wai, nyimia wayo za, ondooka wata cikǝ a wa bale epa eka e tare malo o tare ong ne. “Ekena teto epa eka eya konaza ne.”
2a0f010050	Nangka ana o eesa emate makeke ka ana madinǝ ne de kane kone Yeso aka ya baala.
2a0f020098	Na maParisa ka ana o baala ngmǝ aka Ashili a nya Mosa, ne bore agbwero na, “Karomo kaana ka itǝ kaja kana madinǝ nangka kaya lya epaolya kaa ne.”
2a0f030022	Na Yeso bele ne angmǝ a gerpo na,
2a0f0400bd	“A mana a ondo o ying waye ka emande e peng lewinu naka yende wili. A wata baya e tuuru torai ka o torai ara o lya mawake, a wa ale kawa gere kayende kamea ka wilǝ seeka wa cǝ kai sang?
2a0f050035	A wa cǝ kai, a wa kone o leba, a wa ana kai o gagaru
2a0f0600ab	a wa ale ka kai akwilǝ. A wa rare ejaa wai, ka andaame ne cikǝ legwa ka wai, a wa bekaana, ‘Kangkamanna o kona o leba aza kamande kapeng ka kaa wilǝ na ma cǝ kai.’
2a0f0700bd	Eyang baale o ying, nyimia a yo kona o leba a cake azaa shili azaa ondo madinǝ oyende kawa kuri ara Ashili, kawa kala aromo tuuru torai ko torai ka ne ta ne laka edang o kurǝ a Ashili ne.
2a0f0800a0	“A mana ondaye waye ka emate eyo emate betuuru, na be yende wili, wayo diki beru be masanto, a wa beshe akwilǝ me, a wa eke oto a soola me kawa zenga wa cǝ.
2a0f090094	Wa cǝ be, a wa kurki ejaa wai, ka andaame ne cikǝ legwa, a wa bekaana, ‘Kankamang na o kona o leba, nangka ma cǝ bemate beng beeka be wilǝ.’
2a0f0a007c	Eyang baale o ying, nyimia a Ashili ka atoma ai o zaa shili neya za o zanta, a were aka ondo madinǝ wa kurǝ ara Ashili.”
2a0f0b0064	Na Yeso lya izi ka o beya angmǝ a gerpo na, “Oromo yende wa zene ka waye ka ayana a lome a leere.
2a0f0c007c	Na kabaate kame beka ate ane na, ‘Ate, nyang bengmǝ beng a nyimia akwilǝ na.’ Na ate me are komana one bengmǝ be wai.
2a0f0d00e5	“Malo nyimi a ta a rabo maleo ne, na kena kabaate kame shende pate epa eka a nya kai aa ka baya akwilǝ me. Naka ale a makeke ma yende ma macangcang. A sanamea ka ale naka wilǝrǝ ocǝ o kai a pate a lya o bere zora epa edang.
2a0f0e0070	Malo omea ka mare keeya ka ka zene, na e komo e gong e lyǝ a makeke mame, na kena kame lyǝ nyimi o dera maleo.
2a0f0f00b0	Naka ale a gera ogole o eza ara oromo yende a nyimi makeke mame, na oromo me turki kai a gole ara e dembashe e akwilǝ e wai, aza o bekaana ka ka soole ne aka nyaza ne epaolya.
2a0f100075	Aza o burǝ ekomo ka e meke kai, naka gere o lya mabutu mamea e dembashe e akwilǝ neya lyame, na ondo ta nya kai ne.
2a0f1100ab	“Nangka ka kuri a madoola ma woma, naka bekaana, ‘Eya eena eeyang eza me? Azara ate ang neye ka epaolya kane ta rosa epa o eza ka ee ne, a mi naana ba gbwǝ ka e komo.
2a0f12006d	Eyang era kang kuri ba ra ate ang, kang bekaa wai na, Ate, ma ya madinǝ ara Ashili, a ma wilǝ ara au kanza.
2a0f13006f	Nannamena anta bare a kang rarang na kena kau ne. Kuriyang kang itǝ na oyende a nyimia na o ezaza oo ogole.’
2a0f1400da	Naka ere aka meke orona o kurǝ ara ate a kai. “Aka tata a macangcang, na ate a kai laka kai, na wa rose kai, a wa kone egonegone kai, nyimia na wa song a wa ale ara a kai, na wa meke kena kame a wa kang gambare kai.
2a0f150083	“Na kena kame bekaana, ‘Ate, ma ya madinǝ ara Ashili a ma wilǝ a bo kanza. Nannamena anta bare a kang rarenna kena kau ne.’
2a0f1600a9	“A nyimi o zanta na ate me rare azara akwilǝ o wai na wa bekaana, ‘Yangkanna na ka ede ka o dibi o rere ka e amba kai. E amba kai becapa a lebo ka tekakau a tobona.
2a0f170037	A e de ka bena be mole benname ka core, ka lye a zante.
2a0f18007e	Aza o bekaana kena kaana kakang, mashe bena kagbwi na kakang kurǝ, mashe bena ka wili na a kang cǝ kai.’ Nane zante maleo.
2a0f19009c	“A were name, kena ka wai ka gong kamea ka ale ara, a ka ya za o kurǝ akwilǝ. Nangka ka amara ka akwilǝ, aaka kone aya gwara o guulung ka o yowa leera.
2a0f1a004a	Na ka rare ozara akwilǝ me oyende, na ka pirkǝ wai epa eka eya za o ale.
2a0f1b0098	Na ozara me bekaana, ‘Ondadimǝ o waya wa deya, waya ate au wa ote na a core bena be mole beena, aza o bekaana ondadimǝ o me wa kurǝ akwilǝ zak.’
2a0f1c009b	“Ka o kona nyimi na ondaaizi me kone o burǝ cak, a wa nyana o lyǝ akwilǝ. Na ate ane suri na wa nya wai angmǝ a wa bose wai na wa lyǝ nyimi akwilǝ.
2a0f1d00f7	Na wa kabare ate wai na, ‘Lakai. A nyimi shenai sheena, ma ezau ogole na ozara, anta ma tukǝ nyana epa eka ba tukǝ bekaana ang ye ne. Pate ka nyimi ota tukǝ nya ong kabanaa kamande kang rare ejaa ang kate deya te lye a te eze ozǝnggǝ ne ma.
2a0f1e0088	A nangka kena kaana kakau kamea ka ale naka wilǝrǝ ocǝ kai aza andaye o cikǝ okpwe one, ka kurǝ, ba core kai bena be mole beeme.’
2a0f1f0067	“Na ate me bekaa kai na, ‘Kena kang, teye legwa ka bo koonang lengme pate epa eka ang zene a ewa e.
2a0f2000a6	A epa e rere e obekaana te zanta, a te cǝ lenyong lee sano, aza o bekaana orone o oona tese bena wa gbwi na nannamena wa kurǝ, tese bena wa wili na a cǝ wai.’”
2a1001009b	Yeso ka bele atoma kai angmǝ a gerpo na, “Ondo wa zene oka waye ka ocǝ ka ondo soola ocǝ o wai ka a ana wai angmǝ na wa kpwizizi ocǝ ate akwilǝ me.
2a1002009f	Na ate akwilǝ me rare ondo soola me a wa pirkǝ wai na, ‘Eya eyang konaza me aza au? Nyang kazo ekeeya aza ogole o, oto kang itǝ ondo soola ocǝ ong ne.’
2a100300af	“Na ondo soola me beke a lenyong le wai na, ‘Ate akwilǝ ong ya tarangga ong ara ogole, eya eyang yame? Mi naana anta ama ogole legoone ne, ang kang ya ka ezǝng e lebose.
2a10040086	Ang rose epa eka eyang yame zongka ang baya arakana, ka a taranggang ara ogole ong, a were name aromo neyo embang a tokwilǝ to ne.’
2a10050079	“Nyimia wa rare komaname ka ate akwilǝ tare wai oduru. Nawa pirkǝ ondo bora na, ‘Nannia ate akwilǝ ang wa taro.’
2a1006009f	“Nawa bekaana, ‘Magbwi shewinu riiru ma manao.’ “Na ondo o soola ocǝ me bekaa wai na, ‘Cikǝ nannamena o wele na a taro magbwi shewinu she naaze.’
2a100700de	“Nawa kang pirkǝ ondo, ‘A bo nannia taro?’ “Na wai kanza wa bekaana, ‘Magadasa ugu yende o alkama.’ “Na ondo soola ocǝ me bekaana, ‘Emba epa eka a wela tera o ying ka o kuriyǝ kawa itǝ shewinu riiru.’
2a10080105	“Na ate akwilǝ me sabe ondo soola ocǝ o wai na, Ang rose na ba kpwizizi ocǝ ong, pate ka nyimi ba wore o ama aza o lya izi o. Nyimia aromo amea neta nyimi masanto ne, neye ka o ama o cak o cikǝ ka aromo abelo ane, ka ne kala aromo amea neya masanto o ama.
2a100900cd	Na Yeso lya izi ka o bekaana, Eyang beya ying na, ezana ogole ka ocǝ o ying ka e gere tokpwe toying ejaa. Nyimia ocǝ name ka wa to ale ka ying o maare ne, Ashili a yo emba ying a tokwilǝ to dera o maro.
2a100a00ac	“Nyimia ondooka wa eza edang aza ocǝ o baate, a yo eke wai ba za ocǝ o gong, kanza ondooka wata eza edang aza ocǝ o baate ne, wa era wata eza edang aza ocǝ o gong ne.
2a100b006a	Eeta eza edang aza ocǝ a lerambo le Ashili leena ne, a wiinia a Ashili kabare ka o nya o ying ocǝ edang?
2a100c006b	Kanza eeta e tukǝ eza edang aza o soola magogoro ma ondo ne, a wiinia a Ashili nya ying maaka maye maying?
2a100d00d3	“Oromo wa era wata ama eza lezara ara ate akwilǝ a leere ne. Waya nyimi a wa nyane ondo a wa yeme ondo, wa era wa kang kabare ka oyende a wa zeele o leere me. Ba era o ta ote lenyong ba Ashili ka emate ne.”
2a100e0051	MaParisa andaaka ne yeme emate, aza o kona epa eka Yeso ka beka, nane ye becorte.
2a100f00b0	Naka bekaa ne na, “Yingnga ana o ote aromo kane laka na e tare Ashili ka edang, a Ashili rose anyong aying. Pate magogoro maame aromo yeme, maye Ashili ta yeme o laka mai ne.
2a101000dd	“Obaala Mosa ka ana o beya angmǝ ka mawo ma Ashili, a lya izi ka o baala me a deya a were a Yohana o batisma. O era a were a Yohana a zoole aza angmǝ lebo a togomo te Ashili, a komaname ya gera ocǝ o lyǝ a nyimi me.
2a1011007e	Wa kala o bekaana a deze ka za a shili maro ka o bekaana beyo be wela be yende be dere legoone a nyimi a pate angmǝ a Ashili.
2a101200c6	“Nangka a wele angmǝ Ashili na, Pate ondooka wa pere ondaye wai, a wa ana oyende, waya eza leyau naname, a nyimi a pate ondooka wa ana ondaye oka wa pere ondaleme wai, leyauwa waya eza me ka wai.
2a101300a2	“Yeso ka bele ne angmǝ a gerpo na, Aye ondo ocǝ yende ka wa ambaza madibi maa rere nangka agomo ka ana emate ambaza, kanza a wa cikǝ o leba a koonang lengme.
2a10140079	Abuudu akwilǝ wai ondo wa ciisǝ ne kaa rareze wai na Liyazaru ondo lebose, a edara ka ma'aza susi a pate lepung le wai,
2a10150093	a wa ya gera pate manyesakarong maaka ma tǝǝruzu a deze araaka ondo ocǝ wa lyeeze epaolya ne. E ere o wake ne deese ane lembeze ma gwahu ma wai.
2a101600ac	“Na a were de aka Liyazaru wa gbwi na Atoma Ashili o zaa shili ne de nane ana wai, ane nya wai aro cikǝ a rere ating Ibraheng. Ondo ocǝ me na wa kang gbwi na taase wai.
2a10170070	Akwilǝ ola araaka wa kone o poba ne, na wa ara yizi azaa shili na wa laka Ibraheng a Liyazaru a cikǝ ting wai.
2a101800ae	Nawa rare na, ‘Ate Ibraheng, kona egonegone ong ka otong Liyazaru kawa ote lebo a nyimi manyi kawa tenkeng a lelengleng adorana lezi, eyang kona a huuwu a nyimi ola ona.’
2a101900bd	“Na Ibraheng kabare na, ‘Kena, rintǝ a were amea baya lerambo le Ashili baye ka magogoro ma rere, a Liyazaru wata waye ka epa e rere ne. Nanname waya kona o leba a bo oya kona o burǝ.
2a101a0085	Malo nyimi apat, a tera aro ka bo le'o le gerpo zene. Ondo wa era awata deya ara ying ne kanza ondo wa era awa ta deya ara aro ne.’
2a101b0069	“Na ondo ocǝ name bekaana, ‘Nyimi waaza eyang bosa o ate Ibraheng, ka otong Liyazaru akwilǝ te ang,
2a101c0065	o bena eyang ka arone esu andaleme, kawa nya ne angmǝ kana neema ne deya ara o poba a buru na ne.’
2a101d00a7	“Na Ibraheng bekaana, ‘Arone au neya ka andaaka neyo baala ne. Neye ka angmǝ aka Ashili a nya Mosa, ka angmǝ ana o beya angmǝ ka mawo ma Ashili, ane kone ne.’
2a101e0071	“Na ondo ocǝ wa kabare na, ‘Nyimia tazane ate Ibraheng. Ondo wa era o cau kawa ale ane yo kurǝ a Ashili.’
2a101f00a0	“Na Ibraheng bekaana, ‘Neta kona angmǝ aka Ashili a nya Mosa ka ewela ana o beya angmǝ ka mawo ma Ashili ne, ondo wa era o ocau ma neto kona wai ne.’”
2a1101006e	Na Yeso beke ana o tare o kai na, “O kedeya zene koonang were, a ondooka wa itǝ orona o nyimi, wa lyǝ udi.
2a11020089	Mara a tere ondo name lecale lo nyanto a lengmelo a tare wai a nyimi lepung, ka o bena wa ote ondo a nyimi ayana ana kane rizi a madinǝ.
2a1103008a	Azaa nyimi, ezana a sauwo ka tokpwe to ying. “Ondooka o rose wa kala madinǝ, zurki a wai, a wa konau, o pisi epa emea wa yau a lenyong.
2a11040099	A wa caro o nyong ka o sondaare a lengme, a koonang oya nyimi a wa deya bo na, ‘Ma ya epa e buru, kwizǝng madinǝ mang.’ O pisi wai a lenyong lo.”
2a11050045	Na atoma Yeso bekaa kai na, “Ahh. Wala ro o kabare ka Ashili ne.”
2a110600c2	Naka kabare na, “Eeya ka o kabare ka Ashili na o beyo be o mustad ka beya kala be baate, e era e bekaa uti o gong ona na ‘Wa mukurunu kawa ale kawa gata okpwe wai a lepong,’ a wa ye nyimi.
2a110700c5	“A ondo o ying waya ka ozara kawa eze wai abara ka ena, kona wa soole wai emande epeng. Mana a nyimi o ying wa surǝ ara a wa beka ozara me na, ‘Deya arakana a saseya ka o cikǝ o lye ka mi?’
2a1108005a	Wato bekaana, ‘Sele e mete, o ende, ma lya ang kang sa, malo me a bo o kang lya o se?’
2a11090059	Wa era a wa zante ka ozara me aza o bekaana wa ya epa eka a beka wai na wa ezea belle na?
2a110a007c	Nyimia ying kanza, malo eza epa eka a bekaana e eze, eyo bekaana, ‘Aro azara o dera ama ai, te eza ogole oroa belle.’”
2a110b0063	A Yeso ka ya orona o ale apeng a Urushalima, naka kale a bekazo be makeke ma Samariya ka ma Galili.
2a110c0065	Nangka kaya lyǝ a kapeng ka yende, a aromo betuuru ka neye ka leganca, ane itǝ a macangcang ka kai,
2a110d004f	ane rare kai ka lengmelo a jǝng na, “Yeso ondo ogong, kona egonegone ero.”
2a110e0081	Naka laka ne aka bekaana, “Ale na ka e wore tokpwe to ying ara na magame ma Ashili.” Nangka ne ale, na pisi ne leganca le ne.
2a110f005c	Ondo a nyimi one nangka wa laka a wa woma, na wa kuri, a wa saba Ashili ka lengmelo a jǝng.
2a1110005f	Na wa girwǝ ating tobona te Yeso, a wa kone o leba kai, a wai oromo o makeke ma Samariya waye.
2a11110051	Na Yeso pirkǝ na, “Aromo betuurua a womza sang? O dangare o torai ome ya baba?
2a1112003e	Ondo one tawa kuri kawa sabe Ashili ne soona o geng ona na?”
2a11130049	Naka beka a wai na, “Era ka o ale, o kabare ka Ashili au wa wongzau.”
2a111400a2	Ngmende maParisa ne pirkǝ Yeso na, “Ngmǝyamea togomo te Ashili ya deya?” Na Yeso kabare na, “Togomo te Ashili teta deesa ka nangka eya doola o laka te ne,
2a1115006f	aromo ne era ane ta bekaana, ‘Ateena, kona ateniini ne,’ aza o bekaana togomo te Ashili teya tera oying.”
2a11160096	Naka beke ana o tare o kai na, “A were aya deya ka eyo yeme o laka lengme le yende a nyimi shengme she Kena ka Oromo, pate ka nyimi eto laka lee ne.
