0100000008	Génesis
290206004b	Mas estaban allí sentados algunos escribas, que pensaron en sus corazones:
290207005c	“¿Cómo habla Este así? Blasfema. ¿Quién puede perdonar los pecados sino solo Dios?”
290208009e	Al punto Jesús, conociendo en su espíritu que ellos tenían estos pensamientos dentro de sí, les dijo: “¿Por qué discurrís así en vuestros corazones?
2902090086	¿Qué es más fácil, decir al paralítico: “Tus pecados te son perdonados”, o decirle: “Levántate, toma tu camilla y anda?”
29020a006c	¡Pues bien! para que sepáis que el Hijo del hombre tiene el poder de remitir los pecados, sobre la tierra,
29020b005f	—dijo al paralítico—: “te lo digo, levántate, toma tu camilla y vuélvete a tu casa”.
29020c00c7	Se levantó, tomó en seguida su camilla y se fue de allí, a la vista de todos, de modo que todos se quedaron asombrados y glorificaban a Dios diciendo “¡No hemos visto jamás nada semejante!”.
29020d0054	Salió otra vez a la orilla del mar, y todo el pueblo venía a Él, y les enseñaba.
29020e0086	Al pasar vio a Leví, hijo de Alfeo, sentado en la recaudación de impuestos, y le dijo: “Sígueme”. Y, levantándose, lo siguió.
29020f00cd	Y sucedió que cuando Jesús estaba sentado a la mesa en casa de él, muchos publicanos y pecadores se hallaban también (allí) con Él y sus discípulos, porque eran numerosos los que lo habían seguido.
29021000b2	Los escribas de entre los fariseos, empero, viendo que comía con los pecadores y publicanos, dijeron a sus discípulos: “¿Por qué come con los publicanos y los pecadores?”
2902110094	Mas Jesús, oyéndolo, les dijo: “No necesitan de médico los sanos, sino los que están enfermos. No vine a llamar a justos, sino a pecadores”.
29021200c6	Un día ayunaban los discípulos de Juan y también los fariseos y vinieron a preguntarle: “¿Por qué, mientras los discípulos de Juan y los de los fariseos ayunan, tus discípulos no ayunan?”
29021300a5	Respondioles Jesús: “¿Pueden acaso ayunar los compañeros del esposo mientras el esposo está con ellos? En tanto que el esposo está con ellos no pueden ayunar.
290214005e	Pero tiempo vendrá en que el esposo les será quitado, y entonces en aquel tiempo, ayunarán.
2902150095	Nadie zurce remiendo de paño nuevo en vestido viejo; pues de lo contrario, el remiendo tira de él: lo nuevo de lo viejo, y la rotura, se hace peor.
29021600d0	Nadie tampoco echa vino nuevo en cueros viejos, pues de lo contrario, el vino hará reventar los cueros, y se pierde el vino lo mismo que los cueros; sino que se ha de poner el vino nuevo en cueros nuevos”.
290217008b	Sucedió que, un día de sábado, Él iba atravesando los sembrados, y sus discípulos, mientras caminaban, se pusieron a arrancar espigas.
290218006d	Entonces los fariseos le dijeron: “¿Ves?” ¿Por qué hacen, en día de sábado, lo que no es lícito?”
2902190073	Respondioles: “¿Nunca leísteis lo que hizo David cuando tuvo necesidad y sintió hambre, él y sus compañeros,
29021a00ca	cómo entró en la casa de Dios, en tiempo del sumo sacerdote Abiatar y comió de los panes de la proposición, los cuales no es lícito comer sino a los sacerdotes y dio también a sus compañeros?”.
29021b005d	Y les dijo: “El sábado se hizo por causa del hombre, y no el hombre por causa del sábado;
29021c0043	de manera que el Hijo del hombre es dueño también del sábado”.
2903010051	Entró de nuevo en la sinagoga, y había allí un hombre que tenía seca la mano.
2903020055	Y lo observaban, para ver si lo curaría en día de sábado, a fin de poder acusarlo.
290303004d	Entonces dijo al hombre que tenía la mano seca: “Ponte de pie en medio”.
2903040080	Después les dijo: “¿Es lícito, en día de sábado, hacer bien o hacer mal, salvar una vida o matar?” Pero ellos callaban.
29030500a7	Mas Él mirándolos en derredor con ira, contristado por el endurecimiento de sus corazones, dijo al hombre: “Alarga la mano”. Y la alargó, y la mano quedó sana.
290306005e	Y salieron los fariseos en seguida y deliberaron con los herodianos sobre cómo hacerlo morir.
290307007e	Jesús Se retiró con sus discípulos hacia el mar, y mucha gente de Galilea lo fue siguiendo. Y vino también a Él de Judea,
2903080085	de Jerusalén, de Idumea, de Transjordania y de la región de Tiro y de Sidón, una gran multitud que había oído lo que Él hacía.
2903090072	Y recomendó a sus discípulos que le tuviesen pronta una barca, a causa del gentío, para que no lo atropellasen.
29030a0073	Porque había sanado a muchos, de suerte que todos cuantos tenían dolencias se precipitaron sobre El para tocarlo.
29030b006f	Y los espíritus inmundos, al verlo, se prosternaban delante de Él y gritaban: “Tú eres el Hijo de Dios”.
29030c003e	Pero Él les mandaba rigurosamente que no lo diesen a conocer.
29030d0047	Y subió a la montaña, y llamó a los que Él quiso, y vinieron a Él.
29030e0051	Y constituyó a doce para que fuesen sus compañeros y para enviarlos a predicar,
29030f0033	y para que tuvieran poder de expulsar los demonios.
290310003f	Designó, pues, a los Doce; y puso a Simón el nombre de Pedro;
2903110081	a Jacobo, hijo de Zebedeo, y a Juan, hermano de Santiago —a los que puso el nombre de Boanerges, es decir, hijos del trueno—,
290312006d	a Andrés, a Felipe, a Bartolomé, a Mateo, a Tomás, a Santiago hijo de Alfeo, a Tadeo, a Simón el Cananeo,
2903130028	y a Judas Iscariote, el que lo entregó.
2903140069	Volvió a casa, y la muchedumbre se juntó nuevamente allí, de suerte que ni siquiera podían comer pan.
2903150061	Al oírlo los suyos, salieron para apoderarse de Él, porque decían: “Ha perdido el juicio”.
2903160080	Pero los escribas, venidos de Jerusalén, decían: “Tiene a Beelzebul y por el jefe de los demonios expulsa a los demonios”.
2903170059	Mas Él los llamó y les dijo en parábolas: “Cómo puede Satanás expulsar a Satanás?
2903180046	Y si dentro de un reino hay divisiones, ese reino no puede sostenerse.
2903190045	Y si hay divisiones dentro de una casa, esa casa no podrá subsistir.
29031a0060	Si, pues, Satanás se levanta contra sí mismo y se divide, no puede subsistir, y llegó su fin.
29031b0091	Porque nadie puede entrar en la casa del hombre fuerte y quitarle sus bienes, si primero no ata al fuerte; y solo entonces sí saqueará su casa.
29031c0064	En verdad, os digo, todos los pecados serán perdonados a los hombres, y cuantas blasfemias dijeren;
29031d0068	pero quien blasfemare contra el Espíritu Santo, no tendrá jamás perdón y es reo de eterno pecado”.
29031e002e	Porque decían: “Tiene espíritu inmundo”.
29031f005f	Llegaron su madre y sus hermanos, y quedándose de pie afuera, le enviaron recado, llamándolo.
290320006e	Estaba sentada la gente alrededor de Él y le dijeron: “Tu madre y tus hermanos están fuera buscándote”.
2903210056	Mas Él les respondió y dijo: “¿Quién es mi madre y quiénes son mis hermanos?”
2903220075	Y dando una mirada en torno sobre los que estaban sentados a su alrededor, dijo: “He aquí mi madre y mis hermanos.
2903230050	Porque quien hiciere la voluntad de Dios, ese es mi hermano, hermana y madre”.
29040100e5	De nuevo se puso a enseñar, a la orilla del mar, y vino a Él una multitud inmensa, de manera que Él subió a una barca y se sentó en ella, dentro del mar, mientras que toda la multitud se quedó en tierra, a lo largo del mar.
2904020047	Y les enseñó en parábolas muchas cosas; y en su enseñanza les dijo:
290403003a	“¡Escuchad! He aquí que el sembrador salió a sembrar.
2904040069	Y sucedió que al sembrar una semilla cayó a lo largo del camino, y los pájaros vinieron y la comieron.
290405007a	Otra cayó en terreno pedregoso, donde no había mucha tierra, y brotó en seguida, por falta de profundidad de la tierra.
290406003f	Mas al subir el sol, se abrasó, y no teniendo raíz, se secó.
2904070056	Otra parte cayó entre abrojos, y los abrojos crecieron y la ahogaron, y no dio fruto.
290408006d	Y otra cayó en buena tierra; brotando y creciendo dio fruto, y produjo treinta, sesenta y ciento por uno”.
2904090036	Y agregó: “¡Quien tiene oídos para oír, oiga!”
29040a0066	Cuando estuvo solo, preguntáronle los que lo rodeaban con los Doce, (el sentido de) estas parábolas.
29040b0080	Entonces les dijo: “A vosotros es dado el misterio del reino de Dios; en cuanto a los de afuera, todo les llega en parábolas,
29040c005c	para que mirando no vean, oyendo no entiendan, no sea que se conviertan y se les perdone”.
29040d0065	Y añadió: “¿No comprendéis esta parábola? Entonces, ¿cómo entenderéis todas las parábolas?
29040e002a	El sembrador es el que siembra la palabra.
29040f0097	Los de junto al camino son aquellos en quienes es sembrada la palabra; mas apenas la han oído, viene Satanás y se lleva la palabra sembrada en ellos.
2904100073	De semejante manera, los sembrados en pedregal son aquellos que al oír la palabra, al momento la reciben con gozo,
290411009e	pero no tienen raíz en sí mismos, y son tornadizos. Apenas sobreviene una tribulación o una persecución a causa de la palabra, se escandalizan en seguida.
290412004d	Otros son los sembrados entre abrojos; estos son los que escuchan la palabra,
290413008a	pero los afanes del mundo, el engaño de las riquezas y las demás concupiscencias invaden y ahogan la palabra, la cual queda infructuosa.
290414009c	Aquellos, en fin, que han sido sembrados en buena tierra, son: quienes escuchan la palabra, la reciben y llevan fruto, treinta, sesenta y ciento por uno”.
290415008c	Les dijo también: “Acaso se trae la luz para ponerla debajo del celemín o debajo de la cama? ¿No es acaso para ponerla en el candelero?
2904160061	Nada hay oculto que no haya de manifestarse, ni ha sido escondido sino para que sea sacado a luz.
290417002d	Si alguien tiene oídos para oír, ¡oiga!”
29041800a4	Díjoles además: “Prestad atención a lo que oís: con la medida con que medís, se medirá para vosotros; y más todavía os será dado a vosotros los que oís;
290419005b	porque a quien tiene se le dará, y a quien no tiene, aun lo que tiene le será quitado”.
29041a006c	Y dijo también: “Sucede con el reino de Dios lo que sucede cuando un hombre arroja la simiente en tierra.
29041b006b	Ya sea que duerma o esté despierto, de noche, y de día, la simiente germina y crece, y él no sabe cómo.
29041c006a	Por sí misma la tierra produce primero el tallo, después la espiga, y luego el grano lleno en la espiga.
29041d0054	Y cuando el fruto está maduro, echa pronto la hoz, porque la mies está a punto”.
29041e0061	Dijo además: “¿Qué comparación haremos del reino de Dios, y en qué parábola lo pondremos?
29041f0073	Es como el grano de mostaza, el cual, cuando es sembrado en tierra, es la menor de todas las semillas de la tierra.
29042000a4	Con todo, una vez sembrado, sube y se hace mayor que todas las hortalizas, y echa grandes ramas, de modo que los pájaros del cielo pueden anidar bajo su sombra”.
2904210060	Con numerosas parábolas como estas les presentaba su doctrina, según eran capaces de entender,
290422006b	y no les hablaba sin parábolas, pero en particular, se lo explicaba todo a los discípulos que eran suyos.
290423004b	Y les dijo en aquel día, llegada la tarde: “Pasemos a la otra orilla”.
2904240076	Entonces ellos, dejando a la multitud, lo tomaron consigo tal como estaba en la barca; y otras barcas lo acompañaban.
2904250082	Ahora bien, sobrevino una gran borrasca, y las olas se lanzaron sobre la barca, hasta el punto de que ella estaba ya por llenarse.
2904260080	Mas Él estaba en la popa, dormido sobre un cabezal. Lo despertaron diciéndole: “Maestro, ¿no te importa que perezcamos?”.
2904270089	Entonces Él se levantó, increpó al viento y dijo al mar: “¡Calla; sosiégate!” Y se apaciguó el viento y fue hecha gran bonanza.
29042800e1	Después les dijo: “¿Por qué sois tan miedosos? ¿Cómo es que no tenéis fe?”. Y ellos temían con un miedo grande, y se decían unos a otros: “¿Quién es, entonces, Este, que aun el viento y el mar le obedecen?”.
290501003d	Llegaron a la otra orilla del mar, al país de los gerasenos.
2905020068	Apenas desembarcó, saliole al encuentro desde los sepulcros un hombre poseído de un espíritu inmundo,
2905030056	el cual tenía su morada en los sepulcros; y ni con cadenas podía ya nadie amarrarlo,
290504009a	pues muchas veces lo habían amarrado con grillos y cadenas, pero él había roto las cadenas y hecho pedazos los grillos, y nadie era capaz de sujetarlo.
2905050078	Y todo el tiempo, de noche y de día, se estaba en los sepulcros y en las montañas, gritando e hiriéndose con piedras.
2905060049	Divisando a Jesús de lejos, vino corriendo, se prosternó delante de Él
2905070087	y gritando a gran voz dijo: “¿Qué tengo que ver contigo, Jesús, Hijo del Dios altísimo? Te conjuro por Dios, no me atormentes”.
290508004a	Porque Él le estaba diciendo: “Sal de este hombre inmundo espíritu”.
2905090069	Y le preguntó: “¿Cuál es tu nombre?” Respondiole: “Mi nombre es Legión, porque somos muchos”.
29050a0039	Y le rogó con ahínco que no los echara fuera del país.
29050b0050	Ahora bien, había allí junto a la montaña una gran piara de puercos paciendo.
29050c0052	Le suplicaron diciendo: “Envíanos a los puercos, para que entremos en ellos”.
29050d00b6	Se lo permitió. Entonces los espíritus inmundos salieron y entraron en los puercos; y la piara, como unos dos mil, se despeñó precipitadamente en el mar y se ahogaron en el agua.
29050e008a	Los porqueros huyeron a toda prisa y llevaron la nueva a la ciudad y a las granjas; y vino la gente a cerciorarse de lo que había pasado.
29050f009d	Mas llegados a Jesús vieron al endemoniado, sentado, vestido y en su sano juicio: al mismo que había estado poseído por la legión, y quedaron espantados.
2905100072	Y los que habían presenciado el hecho, les explicaron cómo había sucedido con el endemoniado y con los puercos.
290511003f	Entonces comenzaron a rogarle que se retirase de su territorio.
2905120046	Mas cuando Él se reembarcaba, le pidió el endemoniado andar con Él;
29051300a5	pero no se lo permitió, sino que le dijo: “Vuelve a tu casa, junto a los tuyos, y cuéntales todo lo que el Señor te ha hecho y cómo tuvo misericordia de ti”.
2905140071	Fuése, y se puso a proclamar por la Decápolis todo lo que Jesús había hecho por él, y todos se maravillaban.
290515008a	Habiendo Jesús regresado en la barca a la otra orilla, una gran muchedumbre se juntó alrededor de Él. Y Él estaba a la orilla del mar,
2905160059	cuando llegó un jefe de sinagoga, llamado Jairo, el cual, al verlo, se echó a sus pies,
2905170083	le rogó encarecidamente y le dijo: “Mi hija está en las últimas; ven a poner tus manos sobre ella, para que se sane y viva”.
290518003a	Se fue con él, y numerosa gente le seguía, apretándolo.
290519004e	Y había una mujer atormentada por un flujo de sangre desde hacía doce años.
29051a009e	Mucho había tenido que sufrir por numerosos médicos, y había gastado todo su haber, sin experimentar mejoría, antes, por el contrario, iba de mal en peor.
29051b0061	Habiendo oído lo que se decía de Jesús, vino, entre la turba, por detrás, y tocó su vestido.
29051c0041	Pues se decía: “Con solo tocar sus vestidos, quedaré sana”.
29051d0060	Y al instante la fuente de su sangre se secó, y sintió en su cuerpo que estaba sana de su mal.
29051e0099	En el acto Jesús, conociendo en sí mismo que una virtud había salido de Él, se volvió entre la turba y dijo: “¿Quién ha tocado mis vestidos?”.
29051f0072	Respondiéronle sus discípulos: “Bien ves que la turba te oprime, y preguntas: ‘¿Quién me ha tocado?’”.
2905200049	Pero Él miraba en torno suyo, para ver la persona que había hecho esto.
290521008e	Entonces, la mujer, azorada y temblando, sabiendo bien lo que le había acontecido, vino a postrarse delante de Él, y le dijo toda la verdad.
290522005e	Mas Él le dijo: “¡Hija! tu fe te ha salvado. Vete hacia la paz y queda libre de tu mal”.
290523009f	Estaba todavía hablando cuando vinieron de casa del jefe de sinagoga a decirle (a este): “Tu hija ha muerto. ¿Con qué objeto incomodas mas al Maestro?”.
2905240062	Mas Jesús, desoyendo lo que hablaban, dijo al jefe de sinagoga: “No temas, únicamente cree”.
2905250058	Y no permitió que nadie lo acompañara, sino Pedro, Santiago y Juan, hermano de Jacobo.
290526007e	Cuando hubieron llegado a la casa del jefe de sinagoga, vio el tumulto, y a los que estaban llorando y daban grandes alaridos.
290527006f	Entró y les dijo: “¿Por qué este tumulto y estas lamentaciones? La niña no ha muerto, sino que duerme”.
29052800a1	y se burlaban de Él. Hizo, entonces, salir a todos, tomó consigo al padre de la niña y a la madre y a los que lo acompañaban, y entró donde estaba la niña.
2905290078	Tomó la mano de la niña y le dijo: “¡Talitha kum!”, que se traduce: “¡Niñita, Yo te lo mando, levántate!”.
29052a0085	Y al instante la niña se levantó, y se puso a caminar, pues era de doce años. Y al punto quedaron todos poseídos de gran estupor.
29052b005c	Y les recomendó con insistencia que nadie lo supiese; y dijo que a ella le diesen de comer.
2906010047	Saliendo de allí, vino a su tierra, y sus discípulos lo acompañaron.
290602010a	Llegado el sábado, se puso a enseñar en la sinagoga, y la numerosa concurrencia que lo escuchaba estaba llena de admiración, y decía: “¿De dónde le viene esto? ¿Y qué es esta sabiduría que le ha sido dada? ¿Y estos grandes milagros obrados por sus manos?
29060300b6	¿No es Este el carpintero, el hijo de María, el hermano de Santiago, de José, de Judas y de Simón? ¿Y sus hermanas no están aquí entre nosotros?” Y se escandalizaban de Él.
2906040068	Mas Jesús les dijo: “No hay profeta sin honor sino en su tierra, entre sus parientes y en su casa”.
2906050067	Y no pudo hacer allí ningún milagro; solamente puso las manos sobre unos pocos enfermos, y los sanó.
2906060062	Y se quedó asombrado de la falta de fe de ellos. Y recorrió las aldeas a la redonda, enseñando.
2906070072	Entonces, llamando a los doce, comenzó a enviarlos, de dos en dos, dándoles poder sobre los espíritus inmundos,
2906080073	y les ordenó que no llevasen nada para el camino, sino solo un bastón; ni pan, ni alforja, ni dinero en el cinto,
2906090045	sino que fuesen calzados de sandalias, y no se pusieran dos túnicas.
29060a0067	Y les dijo: “Dondequiera que entréis en una casa, quedaos allí hasta el momento de salir del lugar.
29060b0099	Y si en algún lugar no quieren recibiros y no se os escucha, salid de allí y sacudid el polvo de la planta de vuestros pies para testimonio a ellos”.
29060c0031	Partieron, pues, y predicaron el arrepentimiento.
29060d005b	Expulsaban también a muchos demonios, y ungían con óleo a muchos enfermos y los sanaban.
29060e00b9	El rey Herodes oyó hablar (de Jesús), porque su nombre se había hecho célebre y dijo: “Juan el Bautista ha resucitado de entre los muertos, y por eso las virtudes obran en Él”.
29060f0063	Otros decían: “Es Elías” otros: “Es un profeta, tal como uno de los (antiguos) profetas”.
2906100062	No obstante esos rumores, Herodes decía: “Aquel Juan, a quien hice decapitar, ha resucitado”.
29061100b3	Herodes, en efecto, había mandado arrestar a Juan, y lo había encadenado en la cárcel, a causa de Herodías, la mujer de Filipo, su hermano, pues la había tomado por su mujer.
2906120054	Porque Juan decía a Herodes: “No te es lícito tener a la mujer de tu hermano”.
2906130043	Herodías le guardaba rencor, y quería hacerlo morir, y no podía.
29061400a8	Porque Herodes tenía respeto por Juan, sabiendo que era un varón justo y santo, y lo amparaba: al oírlo se quedaba muy perplejo y sin embargo lo escuchaba con gusto.
2906150098	Llegó, empero, una ocasión favorable, cuando Herodes, en su cumpleaños, dio un festín a sus grandes, a los oficiales, y a los personajes de Galilea.
29061600bf	Entró (en esta ocasión) la hija de Herodías y se congració por sus danzas con Herodes y los convidados. Dijo, entonces, el rey a la muchacha. “Pídeme lo que quieras, yo te lo daré”.
2906170055	Y le juró: “Todo lo que me pidas, te lo daré, aunque sea la mitad de mi reino”.
290618006d	Ella salió y preguntó a su madre: “¿Qué he de pedir?” Esta dijo: “La cabeza de Juan el Bautista”.
290619008d	Y entrando luego a prisa ante el rey, le hizo su petición: “Quiero que al instante me des sobre un plato la cabeza de Juan el Bautista”.
29061a0063	Se afligió mucho el rey; pero en atención a su juramento y a los convidados, no quiso rechazarla.
29061b0054	Acto continuo envió, pues, el rey un verdugo, ordenándole traer la cabeza de Juan.
29061c0084	Este fue, lo decapitó en la prisión, y trajo sobre un plato la cabeza que entregó a la muchacha, y la muchacha la dio a su madre.
29061d0062	Sus discípulos luego que lo supieron, vinieron a llevarse el cuerpo y lo pusieron en un sepulcro.
29061e0063	Nuevamente reunidos con Jesús, le refirieron los apóstoles todo cuanto habían hecho y enseñado.
29061f00bc	Entonces les dijo: “Venid vosotros aparte, a un lugar desierto, para que descanséis un poco”. Porque muchos eran los que venían e iban, y ellos no tenían siquiera tiempo para comer.
2906200042	Partieron, pues, en una barca, hacia un lugar desierto y apartado.
2906210093	Pero (las gentes) los vieron cuando se iban, y muchos los conocieron; y, acudieron allí, a pie, de todas las ciudades, y llegaron antes que ellos.
290622008f	Al desembarcar, vio una gran muchedumbre, y tuvo compasión de ellos, porque eran como ovejas sin pastor, y se puso a enseñarles muchas cosas.
290623007f	Siendo ya la hora muy avanzada, sus discípulos se acercaron a Él, y le dijeron: “Este lugar es desierto, y ya es muy tarde.
290624005d	Despídelos, para que se vayan a las granjas y aldeas del contorno a comprarse qué comer”.
29062500a3	Mas Él les respondió y dijo: “Dadles de comer vosotros”. Le replicaron: “¿Acaso habremos de comprar pan por doscientos denarios, a fin de darles de comer?
290626007b	Les preguntó: “¿Cuántos panes tenéis? Id a ver”. Habiéndose cerciorado, le dijeron: “Cinco panes y dos peces”.
290627004a	Y les ordenó hacerlos acampar a todos, por grupos, sobre la hierba verde.
290628003c	Se sentaron, pues, en cuadros, de a ciento y de a cincuenta.
29062900d6	Entonces, tomó los cinco panes y los dos peces, levantó los ojos al cielo, bendijo los panes, los partió y los dio a los discípulos, para que ellos los sirviesen. Y repartió también los dos peces entre todos.
29062a001e	Comieron todos hasta saciarse.
29062b003f	Y recogieron doce canastos llenos de los trozos y de los peces.
29062c0039	Los que habían comido los panes, eran cinco mil varones.
29062d009d	Inmediatamente obligó a sus discípulos a reembarcarse y a adelantársele hacia la otra orilla, en dirección a Betsaida, mientras Él despedía a la gente.
29062e0039	Habiéndola, en efecto despedido, se fue al monte a orar.
29062f004f	Cuando llegó la noche, la barca estaba en medio del mar, y Él solo en tierra.
29063000cf	Y viendo que ellos hacían esfuerzos penosos por avanzar, porque el viento les era contrario, vino hacia ellos, cerca de la cuarta vela de la noche, andando sobre el mar, y parecía querer pasarlos de largo.
2906310053	Pero ellos, al verlo andando sobre el mar, creyeron que era un fantasma y gritaron;
2906320082	porque todos lo vieron y se sobresaltaron. Mas Él, al instante, les habló y les dijo: “¡Ánimo! soy Yo. No tengáis miedo”.
2906330068	Subió entonces con ellos a la barca, y se calmó el viento. Y la extrañeza de ellos llegó a su colmo.
2906340058	Es que no habían comprendido lo de los panes, porque sus corazones estaban endurecidos.
2906350044	Terminada la travesía, llegaron a tierra de Genesaret, y atracaron.
290636002b	Apenas salieron de la barca, lo conocieron,
290637007c	y recorrieron toda esa región; y empezaron a transportar en camillas los enfermos a los lugares donde oían que Él estaba.
29063800e0	Y en todas partes adonde entraba: aldeas, ciudades, granjas, colocaban a los enfermos en las plazas, y le suplicaban que los dejasen tocar aunque no fuese más que la franja de su manto; y cuantos lo tocaban, quedaban sanos.
290701005d	Se congregaron en torno a Él los fariseos, así como algunos escribas venidos de Jerusalén.
2907020062	Los cuales vieron que algunos de sus discípulos comían con manos profanas, es decir, no lavadas,
290703008c	porque los fariseos y los judíos en general, no comen, si no se lavan las manos, hasta la muñeca, guardando la tradición de los antiguos;
29070400a9	y lo que procede del mercado no lo comen, sin haberlo rociado con agua; y observan muchos otros puntos por tradición, ablución de copas, de jarros, de vasos de bronce.
29070500a4	Así, pues, los fariseos y los escribas le preguntaron: “¿Por qué no siguen tus discípulos la tradición de los antiguos, sino que comen con manos profanas?”
2907060083	Les dijo: “Con razón Isaías profetizó sobre vosotros, hipócritas, como está escrito: ‘Este pueblo me honra con los labios,
2907070078	pero su corazón está lejos de Mí. Me rinden un culto vano, enseñando doctrinas (que son) mandamientos de hombres’.
29070800b2	Vosotros quebrantáis los mandamientos de Dios, al paso que observáis la tradición de los hombres; lavados de jarros y copas y otras muchas cosas semejantes a estas hacéis”.
2907090066	Y les dijo: “Lindamente habéis anulado el mandamiento de Dios, para observar la tradición vuestra.
29070a0088	Porque Moisés dijo: “Honra a tu padre y a tu madre”, y: “Quien maldice a su padre o a su madre, sea muerto”. Y vosotros decís:
29070b0073	“Si uno dice a su padre o a su madre: «Es Korbán, es decir, ofrenda, esto con lo cual yo te podría socorrer»,
29070c0038	ya no lo dejáis hacer nada por su padre o por su madre,
29070d0071	anulando así la palabra de Dios por la tradición que transmitisteis. Y hacéis cantidad de cosas semejantes”.
29070e005d	Y habiendo de nuevo llamado a la muchedumbre, les dijo: “Escuchadme todos con inteligencia:
29070f0080	No hay cosa fuera del hombre que, entrando en él, lo pueda manchar; mas lo que sale del hombre, eso es lo que mancha al hombre.
290710002a	Si alguno tiene oídos para oír, oiga”.
290711006a	Cuando, dejando a la multitud, hubo entrado en casa, sus discípulos lo interrogaron sobre esta parábola.
290712009e	Respondioles: “¿A tal punto vosotros también estáis sin inteligencia? ¿No comprendéis que todo lo que de fuera entra en el hombre, no lo puede manchar?
290713006e	Porque eso no va al corazón, sino al vientre y sale a un lugar oculto, limpiando así todos los alimentos”.
2907140048	Y agregó: “Lo que procede del hombre, eso es lo que mancha al hombre.
290715007c	Porque es de adentro, del corazón de los hombres, de donde salen los malos pensamientos, fornicaciones, hurtos, homicidios,
2907160062	adulterios, codicias, perversiones, dolo, deshonestidad, envidia, blasfemia, soberbia, insensatez.
2907170042	Todas estas cosas malas proceden de dentro y manchan al hombre”.
2907180090	Partiendo de allí, se fue al territorio de Tiro, y de Sidón, y entrando en una casa, no quiso que nadie lo supiese, mas no pudo quedar oculto.
290719008a	Porque en seguida una mujer cuya hija estaba poseída de un demonio inmundo, habiendo oído hablar de Él, vino a prosternarse a sus pies.
29071a0060	Esta mujer era pagana, sirofenicia de origen, y le rogó que echase al demonio fuera de su hija.
29071b0083	Mas Él le dijo: “Deja primero a los hijos saciarse, porque no está bien tomar el pan de los hijos para darlo a los perritos”.
29071c007f	Ella le contestó diciendo: “Sí, Señor, pero también los perritos debajo de la mesa, comen de las migajas de los hijos”.
29071d005a	Entonces Él le dijo: “¡Anda! Por lo que has dicho, el demonio ha salido de tu hija”.
29071e0069	Ella se volvió a su casa, y encontró a la niña acostada sobre la cama, y que el demonio había salido.
29071f0077	Al volver del territorio de Tiro, vino, por Sidón, hacia el mar de Galilea atravesando el territorio de la Decápolis.
290720004b	Le trajeron un sordo y tartamudo, rogándole que pusiese su mano sobre él.
2907210073	Mas Él, tomándolo aparte, separado de la turba, puso sus dedos en los oídos de él; escupió y tocole la lengua.
2907220069	Después, levantando los ojos al cielo, dio un gemido y le dijo: “Effathá”, es decir, “ábrete”.
2907230062	Y al punto sus oídos se abrieron, y la ligadura de su lengua se desató, y hablaba correctamente.
2907240059	Mas les mandó no decir nada a nadie; pero cuanto más lo prohibía, más lo proclamaban.
2907250070	Y en el colmo de la admiración, decían: “Todo lo hizo bien: hace oír a los sordos, y hablar a los mudos”.
290801007e	En aquel tiempo, como hubiese de nuevo una gran muchedumbre, y que no tenía qué comer, llamó a sus discípulos, y les dijo:
2908020075	“Tengo compasión de la muchedumbre, porque hace ya tres días que no se aparta de Mí, y no tiene nada qué comer.
290803007b	Si los despido en ayunas a sus casas, les van a faltar las fuerzas en el camino, porque los hay que han venido de lejos”.
2908040061	Dijéronle sus discípulos: “¿Cómo será posible aquí, en un desierto, saciarlos con pan?”
2908050049	Les preguntó: “¿Cuántos panes tenéis?” Respondieron: “Siete”.
29080600bf	Y mandó que la gente se sentase en el suelo; tomó, entonces, los siete panes, dio gracias, los partió y los dio a sus discípulos, para que ellos los sirviesen; y los sirvieron a la gente.
2908070054	Tenían también algunos pececillos; los bendijo, y dijo que los sirviesen también.
290808004d	Comieron hasta saciarse, y recogieron siete canastos de pedazos que sobraron.
290809002e	Eran alrededor de cuatro mil. Y los despidió.
29080a0052	En seguida subió a la barca con sus discípulos, y fue a la región de Dalmanuta.
29080b007d	Salieron entonces los fariseos y se pusieron a discutir con Él, exigiéndole alguna señal del cielo, para ponerlo a prueba.
29080c0097	Mas Él, gimiendo en su espíritu, dijo: “¿Por qué esta raza exige una señal? En verdad, os digo, ninguna señal será dada a esta generación”.
29080d003f	Y dejándolos allí, se volvió a embarcar para la otra ribera.
29080e0055	Habían olvidado de tomar pan, y no tenían consigo en la barca más que un solo pan.
29080f0079	Les hizo entonces esta advertencia: “¡Cuidado! Guardaos de la levadura de los fariseos y de la levadura de Herodes”.
290810005a	Por lo cual ellos se hicieron esta reflexión unos a otros: “Es que no tenemos panes”.
29081100b7	Mas conociéndolo, Jesús les dijo: “¿Por qué estáis pensando en que no teneis panes? ¿No comprendéis todavía? ¿No caéis en la cuenta? ¿Tenéis endurecido vuestro corazón?
2908120035	¿Teniendo ojos, no veis; y teniendo oídos, no oís?
2908130080	Cuando partí los cinco panes entre los cinco mil, ¿cuántos canastos llenos de pedazos recogisteis?” “Doce”, le dijeron.
2908140088	“Y cuando partí los siete panes entre los cuatro mil, ¿cuántas canastas llenas de trozos os llevasteis?” Dijéronle: “Siete”.
290815002d	Y les dijo: “¿No comprendéis todavía?”
290816004a	Fueron luego a Betsaida. Y le trajeron un ciego, rogándole que lo tocase.
