2800000005	Mateu
2e0f11004f	Nji Kilesite kasi kwingulwa, etumelo yenu kaikwite tuso mi mu sili mu ibi yenu.
2e0f120038	Abakulingeso, awo ana fele mwa Kilesite kame ana felele.
2e0f13005d	Nji kame tu sepile Kilesite mu moyo uno fela, cwale kame atuyupele amakeke okubita aanu onje.
2e0f140056	Kono cwale eniti ninji, Kilesite na kwingulwa kwaafu, mi yokame omutamuno nwawo anafu.
2e0f15006c	Kakuli kanyi olufu aba luna iyi mulibaka no munu, ni konyene okwinguka nwaafu kame ku neyi mulibaka no munu.
2e0f16005f	Kakuli kanyi aanu onje aba afa mwa Adama, mumukwanongeso onje mba yoyo ngeso kame mwa Kilesite.
2e0f170080	Kono omunu ni munu mba inguka mu nako yaye ifanena Kilesite yo mutamuno no weli bokame awo ali a Kilesite mba ingulwa aba saiye.
2e0f180078	Cwale kame sa kwiiye amamaneneno aba sabe omubuso kwa Nyambe Sitetu munyima no kusinya omulawo onje, ni tukelo ni maata.
2e0f190053	Kakuli kame sabuse oku twala abo sa kabeekele eila yaye yonje munji no makondo aye.
2e0f1a0029	Esila no mamaneneno ku kusinyiwa ni lifu.
2e0f1b00bb	Kakuli Nyambe kame ana beeke einu yonje munji no makondo aye. Mi aba kwambiwa nji, “Einu yonje kame ina bekiwa munji yaye.” Kame ku yupahala nji woyo ona ibeke munji yaye ka baliwako.
2e0f1c00b7	Cwale einu yonje aba ina kumana okubekiwa munji yaye, abohe ni yonyene omwana mba bekiwa mu maata aye woyo ona beeke einu yonje munji yaye, nji Nyambe abeeke einu yonje ku munu yonje.
2e0f1d008f	Abakulingeso, iikene eyo atalusa aanu aba akolobezwa mulibaka nwaafu? Aafu nji luli katamba okwingulwa, iikene aba akolobeleziwa mulibaka lyoo?
2e0f1e002b	Iikene aba ni yoya mu tikozi mu nako yonje?
2e0f1f008a	Abaange, kame naamba eniti, mulibaka no kuyeema kwange mwaanyi oko nili nako mwa Kilesite Jesu Ombumu wetu, kame nifa ba liywaa ni liywaa.
2e0f2000ac	Iikene nina wana nji kame naamba mu mukwa no unu fela, kame ninalwi ni “iyamana” mu Efese? Nji aafu katamba okwingulwa, “Tulyenihe ni kunwa kakuli byuunda mbatufu.”
2e0f210038	Mulese okoongiwa. “Einu no kwiiba kame isinya ouwa.”
2e0f220081	Mwiye mu mihupulo yenu no kuluka mi mulese okutenda esibi kame. Kakuli anjili kalimukile Nyambe, kame ni myambela eyo nji mweene.
2e0f230069	Kono omunjili kame saibangute nji, “Ngasibine omo saingulelwe aafu? Kame saiye ni lutu no ngasibine?”
2e0f24004b	Wene omwelo no mulume! Eso ukuna kasitamba okuyoya, konji aba sasife oweli.
2e0f250080	Cwale aba ukuna, ka ukunu olutu olu sa lwiye, kono kame ukuna embuto eyi inamene, mwendi ni ya uloto, simba eyi no mbuto indina.
2e0f260060	Kono Nyambe kame aba embuto olutu omo asingela, mi kame aba embuto injili ni injili olutu lwayo.
2e0f27008f	Kakuli olutu lonje kalukufekile, kono aanu kame ali ni lutu lumweya lukufekile, eiyamana lundina, otuyunyi ni lundina mane ni tindi ni lundina.
2e0f280085	Cwale kame kuli etinyutu na kuwilu, ni tinyutu no ba litunga, kono ekanya no tinyutu na kuwilu indina, ni kanya no ba litunga indina.
2e0f2900a0	Ekanya no liywaa ni indina, ni kanya no kweti ni indina, ni kanya no tinungweti ni indina, kakuli olutungweti ni lutungweti kame luku siile ku kanya ni lunjili.
2e0f2a0061	Mo sakwikalele ngeso niba kwinguka nwaafu. Eso sikuniwa sonje kame sifa, mi eso siingulwa kasifi.
2e0f2b0069	Kame ikuniwa mu kwakutekiwa, mi kame ingulwa mu kanya, kame ikuniwa mu kufokola mi kame ingulwa mu maata.
2e0f2c0083	Kame lupumbekiwa oluli olutu no unu, kame sa lwinguke oluli olutu no mebo. Nji kame kuli olutu no unu, ni lutu no mebo koluli kame.
2e0f2d0097	Kakuli mo kun̄olelwe nji, “Omulume no weli Adama, kame ana tendiwa omunu no kuyoya, mi Adama no mamaneneno kame ana tendiwa Emebo ibiwa no kuyoyisa.
2e0f2e0040	Kono kasa mebo eyo ili no weli, kono lutu, okubinda cwale emebo.
2e0f2f0071	Omunu no weli kame ana kutunda ba litunga, ona kuumbiwa ba liluli cwale omulume no wili kame ana kutunda ku wilu.
2e0f300095	Omo aikalele omulume woyo otunda ba liluli, mwaikalele ni woyo otunda ba liluli, mi omo aikalele woyo otunda ku wilu, mwaikalele nawo atunda ku wilu.
2e0f31007f	Kanyi omo tukufukele esifekiso no mulume woyo ona umbiwa ba liluli, mba tukufeke ngeso esifekiso no mulume woyo otunda ku wilu.
2e0f320087	Abaange, kame nimyambela esi nji, olutu ni unyinga kaitwese okuyola omubuso wa Nyambe, simba eso sifa kasi tamba okuyola eso no kwaafa.
2e0f33006a	Komumone! Kame ni myambela etaba eyi ina ku shwekiwa. Katu tamba okufa tonje, kono kame satu futuke tonje.
2e0f34009f	Mu nako imweya, mu ku koba no litiyo, ba tolombita no mamaneneno. Kakuli etolombita mba ilili, mi aafu mba ingulwa atendile ano kwaafa, mi naaci mba tu futuka.
2e0f350054	Kakuli eso soola mbasi kufuku esi no kwaola, mi esi sifa mbasi kufuku esi no kwaafa.
2e0f3600b5	Esi soola, enako sa sikufuke okwaola, mi esi sifa kame sikufuka okwafa, abohe mba ku tendahala eliywi eli li na kun̄oliwa, eli lyaamba nji, “Elifu kame li na miniwa ku kukoma!”
2e0f37004e	Wene olufu, okukoma kowe ku bine kuli? Wene elufu omulyashinji wowe ni kubine?
2e0f380043	Omulyashinji no lufu ni sibi, mi amaata no sibi ni mulawo wa Mushe.
2e0f390053	Tuku tumele kwa Nyambe woyo ona tubi okukoma mu libaka no Mbumu wetu Jesu Kilesite.
2e0f3a00ba	Cwale abaange aa asingwa, mongole, mulese oku zikinyeha, mi mongote enako yonje omusebezi wa Mbumu memu yii nji omusebezi wenu no ku bambaba kautamba okutenda ou nambulwa tuso kwa Mbumu.
2e1001005b	Kweyi no koleko eyi etendelwa asikupumena, mu tende omu nina laelele etikeleke no Galatiya.
2e1002009c	Eli no Sunda lyonje, omunu ni munu kwaanyi abeeke ku nyonga yaye esi ana waneke, mu ku faniketa kwesi ana biwi, nji etikoleko tileswe oku tendiwa aba niiya.
2e10030060	Mi abasa ni keele, aa muna kete, kame sana tume ni man̄olo, nji atwale empo yenu ku Jelusalema.
2e1004003d	Mi nji kame saku fanene nji ni mene nite, kame saate ni mene.
2e10050067	Kame sani mipotele munyima no kubita mu Masedoniya, kakuli kame ni nahana okubita endila no Masedoniya,
2e1006007f	Mwendi kame sa ni ikale naanyi simba okwikalamo omubebo onje, nji cwale muni tuse okuta mu mwendo wange okuta oko konje sanite.
2e10070073	Kakuli kani singi okumimona bano mukubita fela, kame ni sepa okwikala naanyi enako icana nji Ombumu mbani lumelele.
2e10080034	Kono kame sani ikale mu Efese okutwala ba Pentakota,
2e1009006d	kakuli kame nili ni kolo no kuwaba nji nitendemo omusebezi, kono cwale kame kuli aanu no kupula awo anilwisa.
2e100a0078	Cwale Timoteya aba sakeele, mu mutambule kanyi mwabenu, kakuli kame atenda omusebezi wa Mbumu kanyi meene omo nitendela.
2e100b009f	Cwale kulese okwikala omunu woyo so muyandisa. Mumulelubise mu mwendo waye mu kozo nji afanene okuuka kwa mene, kakuli kame nimutatelele okwiiya naasikupumena.
2e100c008a	Kanyi ku mwabetu Apolosi kame nisinga onene nji amipotele naasikupumena anjili, kono kasingi okwiiya abano, kame saiye aba sawane esibaka.
2e100d003e	Mutone, mongole mu tumelo yenu, mu tende etindume ni koongola.
2e100e002b	Mu monise elilato mu inu yonje eyo mutenda.
2e100f00ab	Abaange, cwale, kame mulimukile nji asindoo ya Setefanasi kame ana kutenda aa no weli okupumena mu Akiya, kame ana kuku beeka onyene ku musebezi no anu no kukena a Nyambe,
2e10100059	kame ni mikumbela nji mukuteke aanu no ngeeso, ni kwa asikupumena onje nawo musebeza noo.
2e1011007e	Kame nina kuwabelelwa ba kwiiya kwa Setefanasi ni Fotanatasi ni Acaikasi kakuli kame ana kwikalako aba muna kuulwa okwikalako,
2e1012007a	kakuli kame anani katulusa wino emebo yange kanyi omo ana mikatulusete wino naanyi. Kame mufanena okukuteka aanu no ngeso.
2e1013007e	Etikeleke namu Asiya kame timi keeta, Akwila ni Pulisika bamweya ni keleke eyo ili mu ndoo yoo kame ami keeta onene mwa Mbumu.
2e1014003d	Abetu onje kame ami keeta. Mu kukeete mu ukutubeta no kukena.
2e10150037	Mene Paulusi woyo on̄ola okukeeta oko ni Lyoko lyange.
2e1016004b	Nji omunjili kakwite elilato kwa Mbumu, mumulese akutiwe! Mbumu wetu wiiye!
2e1017002f	Esishemo sa Mbumu Jesu Kilesite siikale naanyi.
2e1018003c	Elilato lyange liikale naanyi monje mwa Jesu Kilesite Ameni.
2f0000000b	2 Makolinte
2f010100d5	Okutunda kwa mene Paulusi ni Timoteya omwabetu, omutumiwa wa Kilesite Jesu mu kusinga kwa Nyambe. Kame ni n̄olela ekeleke ya Nyambe eyi ili mu kolinte, naanu a Nyambe onje no kukena aa ali mu naha yonje no Akaya.
2f01020050	Mu biwe esishemo ni kozo okutunda kwa Nyambe Sitetu, ni kwa Mbumu Jesu Kilesite.
2f0103006e	Nyambe a lumbekiwe, yonyene Sitaye Mbumu wetu Jesu Kilesite Sitange no makeke, Nyambe weyi no kombaomba konje!
2f010400a8	Woyo otombaomba mu tin̄alelwa tetu tonje, nji cwale naaci tufanene okuombaomba awo ali mu tin̄alelwa tonje, okombaombiwa oko kutunda kwa Nyambe tuna ombaombiwa naaci.
2f0105007e	Kakuli kanyi aba tukutabela mu kupula mu mayando a Kilesite, cwale mwa Kilesite kame tukutabela mu kupula mukuombaombiwa kame.
2f010600bb	Nji kame tuyandisiwa kame ni kuombaombiwa mane ni mukuyoyisiwa kwenu, mi nji kame tongotwa naanyi kame tuombaombiwa, okuombaombiwa oko mukwite aba mutwalelela mukuyanda oko tuyanda naaci.
2f01070088	Mi esepo yetu kwaanyi kame yongolile, me tuyii nji kanyi aba mu kutabela ku mayando etu, mba mukutabele ngeeso nimu okuombaombiwa kwetu.
2f010800bc	Kakuli abaange, katusingi nji mu ulwe okuyupa eyi no mayando awo ana kutwiyela mu Esiya. Kakuli kame tuna kwimelwa onene mane oku bita amaata etu mi sebeli tubwelwa ni sepo no kuyoya kame.
2f01090095	Iikene aba tuna kuyupa nji kame tuna atulelwe elifu, kono eyo neli okutu tenda nji tulese oukusepa twenyene kono nji tusepe Nyambe woyo oingula aafu.
2f010a0082	Kame ana tuyoyisa okutunda ku kozi no lifu, mi mbatu yoyisa, mi kame tuna beeke esepo yetu kwa yonyene nji cwale mbatuyoyisa kame,
2f010b00a5	naanyi ngeso mutu tuse okutu lapelela. Nji cwale ano kupula kame sakutumele mulibaka lyetu kakuli embuyoti tu tambula kame titunda mu tikalabo no titapelo no kupula.
2f010c00bb	Kakuli oukuyeema kwetu ninji oupaki no lizwalo lyetu owo tuna tende mu litunga mi isili onene kwaanyi ni kukena ni niti ya Nyambe, kasa okushangama no litunga kono nimu sishemo sa Nyambe.
2f010d0073	Kakuli katu min̄olele eyambo indina, kono eyo mutwesa okubala niku yupisisa. Kame ni sepa nji mbamu yupisisa wino,
2f010e0094	kanyi aba muna yupu mu lineku linjili, nji kame mutwesa oukuyeema mulibaka lyetu kanyi aci aba satu kuyeema mulibaka lyenu ba liywaa lya Mbumu Jesu.
2f010f0067	Kakuli kame nina kusepa esi, kame nina kusinga okwiiya kwaanyi oweli nji cwale mu fuyolwe twiili kweyi.
2f01100087	Kame nina saele nji ni mipotele aba nita ku Masedoniya mane ni kumyukela aba ni tunda ku Masedonia, nji cwale munitume okuta ku Judeya.
2f011100cb	Aba ni nakusinga okutenda esi kameni nakuikala ni micima iyili? Kana kame ni nakutenda emihupulo yange kanyi omunu feela no litunga? Woyo okutukisete okwamba “Ee” simba “kokuulwa” ba nako imweya?
2f01120077	Niti luli kanyi Nyambe aba ali woyo no kusepahala, eliywi no okwamba kwetu kwaanyi kasa nji “Ee” ni “Kokuulwa”.
2f011300b6	Kakuli Omwana Nyambe, Jesu Kilesite, woyo tuna kukutaza mukaci kenu, Silubanasi, ni Timoteya ni Mene, kakusi tendiwa “Ee” ni “Kokuulwa”. Kono mwa yonyene mu nako yonje ni Ee.
2f01140081	Kakuli etisepiso tonje ta Nyambe kame tiwana Ee yato mwa yonyene. Mulibaka elyo kame twamba Ameni mwa yonyene ku kanya ya Nyambe.
2f0115005e	Kono neli Nyambe woyo otutenda okwimana mu kongola naanyi mwa Kelesite mi yokame ona kututuma,
2f0116005f	na beeke enombolo yaye beulu yetu ni kutuba Emebo yaye mu micima yetu nji tukulemenenebo feela.
2f0117005f	Kono kame ni isana Nyambe atende opaki, neli okumi sileleza aba nina kuulwa okwiiya ku Kolinte.
2f01180079	Kasanji kame tubusa etumelo yenu, kono kame tusebeza naanyi muku wabelelwa kwenu, kakuli kame muna ongola mu tumelo yenu.
2f02010054	Kakuli kame nina puluka nji nilese okumi potela nji nilese okumiyupisa okukola kame.
2f02020054	Kakuli nji ni miyupise okukola, anyine soni wabelisa? Kono woyo nina yupisa okukola.
2f020300c3	Kame nina n̄olo kanyi omo nina tendele nji cwale aba saniiye nuulwe okuyandisiwa kwaawo afanena okuni wabelisa. Kakuli kame ni sepile anyi monje nji okuwabelelwa kwange okuwabelelwa kwenu monje.
2f020400b1	Kakuli kame ninaku mi n̄olela meni yanda niku ziyeleha omucima ni myooti no kupula, mi kasa okumi yupisa okukola kono okumi limukisa elilato nokuneneba elyo nili nalyo kwaanyi.
2f020500a2	Nji omunjili kame ana yupisiwa okukola kasa mene ana yupisa okukola kono ni kwaanjili, kame naamba ngeso kakuli kanisingi nji esi sitende esi no kubambaba kwanyi.
2f0206003a	Kakuli ku munu woyo onabiwi ekoto kwaanu no kupula nakubu.
2f0207005c	Cwale ouwa niku mulemena ni ku muombaoamba kakuli mbafanene okwibaiwa ku kweena kwaye onene.
2f0208003d	Cwale kame nimikumbela nji mongote elilato lyenu mwa yonyene.
2f02090062	Kakuli sokame eso nina min̄olele ngeso nji ni myeteke ni kulimuka nji kame mukuteka mu inu yonje.
2f020a0097	Omunu yonje woyo samulemene nimene kame ni mulemena ngeso, eso nina lemene, nji kame nina lemene esinu sinjili ni mulibaka lyenu balubala lwa Kilesite,
2f020b005b	okwapumena Satani nji awane esibaka beulu yetu, kakuli kasa nji katu limukile emilelo yaye.
2f020c0073	Aba nina kwiiya mu Tulowasi muku kutaza eliywi no kuwaba lya Kilesite, omweelo kame onaku yatulelwa mene mwa Mbumu.
2f020d007d	Kono kanisi kupumula wino mu minahano yange kakuli kanisi kuwana mwabange Tite muya. Cwale sebeli nasiya okuta ku Mesodoniya.
2f020e008e	Kono tuku tumele kwa Nyambe woyo mwa Kilesite enako yonje kame atutwaletela mu kukoma ni mwaaci kame alita omumwee no zibo yaye mu ibaka yonje
2f020f0067	Kakuli kame tuli omumwee wa Kelesite no kumamata kwa Nyambe mukaci kaawo ayoyisiwa ni mukaci kaawo afa.
2f02100098	Kwa anjili kame tuli omwwee no kutunda ku lifu okuta ku lifu, kwaanjili kame tuli omumwee no kutunda ku moyo okuta ku moyo. Anyine woyo otwesa einu eyi?
2f021100a8	Kakuli katu kufekile naanjili no kupula awo aulisa eliywi lya Nyambe kono kanyi omo alume no niti kanyi omo atubela Nyambe, mu miyo a Nyambe kame tulyamba mwa Kilesite.
2f03010083	Kame tutangisa oukuyeema twenyene kame? Simba kame tusinga kanyi omo atendela anjili, aman̄olo awo amipaka simba okutunda kwaanyi?
2f03020074	Anyi mwenyene elin̄olo lyetu elyo litupaka, elyo lin̄olilwe mu micima yenu nji lilimukiwe ni kubaliwa kwaanu onje,
2f030300c5	mi kame mumonisa nji aanyi elin̄olo eli litunda kwa Kilesite tunatumu aci, elyo kalyasi n̄oliwa ni inki kono ni mebo ya Nyambe no kuyoya, kasa ba matapa no mawee kono ba matapa no micima no aanu.
2f0304003a	Yokame etumelo tuli nayo kwa Kilesite mulibaka lya Nyambe.
2f0305006f	Kasanji kame tutwesa okutenda esinu twenyene kanyi kame situnda kwaaci, okutwesa kwetu kame kutunda kwa Nyambe.
2f030600a0	Yokame ona tutende nji tubekiwe abika no ulikani no ubya kasa ba taku ina n̄oliwa kono mu Mebo. Kakuli etaku in̄olilwe kame ibaa, kono Emebo kame ilita omoyo.
2f030700e8	Cwale nji esitulo no lifu eyi ina kun̄oliwa muku cakula ba liwee, aba ina kwiiya ni kanya no ngeso nji Amaisilaele kame ana ku kwangwa okwaliketa ba lubala lwa Mushe kakuli mulibaka no kubenya kwalo nakubu kanyi omo luna kwikalela,
2f0308003a	kasa nji esitulo no Mebo kame sasibitelele onene ku kanya?
2f0309006e	Kakuli nji kame kuna kwikala ekanya mu situlo no kunyaziwa, esitulo no kuluka kame saibitelele onene ku kanya.
2f030a0067	Niti luli mu taba eyi eso sina kwikala ni kanya kame sasi ulwe ekanya mulibaka no kanya eyo iibitelela.
2f030b0077	Kakuli esi sina kubwa aba sineyi ni kanya, onene esi si ulwa okubwa kame sasi ikale ni kanya no kuneneba ni kubitelela.
2f030c0036	Kakuli kame tuli ni sepo no ngeso, kame tuli ni maata.
2f030d0089	Aci katukufekile kanyi Mushe, woyo ona ku kufuka olwambi ba lubala nji Amaisilaele alese kumona amamaneneno no kanya no kwamonahala wino.
2f030e00b4	Kono emihupulo yoo kame inakongola onene okulita ni balelo lino, aba abala eyi no ulikani no kale okwamona wino koo kusiliko kakuli konji Kelesite yotwesa okutundisa okwamona wino.
2f030f0060	Ee ba liywaa lino simba nji omulawo wa Mushe kame obaliwa okwayupisisa kusiliko mu mihupulo yoo.
2f03100043	Kono omunu aba a siulukela kwa Mbumu okwamona wino mbaku tundisiwa.
2f03110045	Cwale Ombumu yo Mebo, mi aba kuli Emebo ya Mbumu kame kuli etukuluho.
2f031200cc	Cwale aaci tonje tuli ni timala no kwafukiwa kame tumona ekanya ya Mbumu kame tufutukile mu sifekiso simweya ni yonyene, okutunda ku kanya okuta ku kanya injli kakuli kame itunda kwa Mbumu woyo oli Emebo.
2f04010040	Cwalehe, aba tuli ni situlo mu makeke a Nyambe, tulese okuzwafa.
2f040200ce	Na tusiyi einu eyo yenisa eyo ishwekilwe, ka twende mu tingana no kwiiba simba okuwaneka eliywi lya Nyambe kono mu kumonahaza eniti kame tufanena oukubeeka twenyene elizwalo lya munu yonje mu miyo a Nyambe.
2f04030051	Cwale simba nji eliywi no kuwaba lyetu nali shwekiwa, kame li shweekelwe awo afa.
2f040400b3	Mu taba yoo onyambe no litunga lino kame ana fokolisa etingana tawo no kwapumena okwaulwisa okumona eliseli no liywi no kuwaba no kanya ya Kelisite woyo oli mu sifekiso sa Nyambe.
2f0405006b	Kakuli eyo tukutaza kayetu, kono Jesu Kelesite mukutenda Mbumu, naaci aba tuli abika enu mulibaka lya Jesu.
2f040600a5	Kakuli Nyambe yo naamba nji, “Mulesele eliseli litundise ouwi!” woyo ona monisa mu micima yetu okutuba eliseli no zibo no kanya ya Nyambe mu lubala lwa Kelesite.
2f0407006e	Kono kame tuli ni ufumu mu tucoo no limaa no litunga, okumonisa nji amaata kame ali kwa Nyambe mi kasa kwaaci.
2f04080059	Kame tuyanda mu mukwa onje, kono katu honehe, kame tuna ziyelehe, kono katu bwelwe esepo,
2f04090052	kame tu yandisiwa, kono ka tu fulalelwa, kame tu kwisetwa banji, kono katusinyehe.
2f040a006e	Enako yonje kame tushimbile elifu lya Jesu mu tinyutu tetu, nji cwale omoyo wa Jesu omonahale mu tinyutu tetu.
2f040b007a	Kakuli aci me tuyoya, kame tu twaliwa ku lifu mulibaka lya Jesu, nji cwale omoyo wa Jesu omonahale mu lutu lwetu olo lufa.
2f040c0042	Cwale elifu kame lisebeza mwaaci, kono omoyo kame osebeza mwaanyi.
2f040d00a5	Kakuli kame tuli ni mebo imweya no tumelo kanyi woyo onaku n̄ola nji, “Kame nina pumene, mi cwale kame ni naamba.” naaci natu pumene ngeso mi cwale kame twamba.
2f040e0086	Kame tuyii nji woyo ona kwingula Ombumu Jesu kwaafu mba twingula ngeeso naaci kwaafu bamweya ni Jesu nikutulita naanyi balubala lwaye.
2f040f0096	Kakuli einu yonje kame itendiwa mulibaka lyenu nji cwale esishemo sekeze mukupula kwaanu no kupula nji ifanene okwekeza oukutumela ku kanya ya Nyambe.
2f04100075	Cwale tulese okuzwafa. Ounu wetu na kundee kame usinyeha, kono ounu wetu namukaci kame ushemunwa ba liywaa ni liywaa.
2f04110064	Kakuli amayando etu no kucaniba kame atulukiseta kuneneba no kanya no kwaabwa no kwafaniketwa konje.
2f041200ae	Kakuli ka twaliketa kwiinu eyo imonahala, kono kwiinu no kwa monahala, kakuli einu eyo imonahala niya mu nako icana feela, kono einu no kwa monahala niya kuta oko no kwaabwa.
2f050100ab	Kakuli kame tulimukile nji cwale etende naba litunga bano eyo tuyoyamo kame isinyeha, mi kame tuli ni muyako kwa Nyambe, endoo no kwa tendiwa ni maoko, no kwaabwa mu wilu.
2f05020071	Niti luli bano kame tu tonga ni ku lakaza, nji Nyambe atufuke ni lutu olo salukufeke kanyi endoo yetu na ku wilu,
2f0503003f	nji cwale aba tukufukayo tulese okuwaniwa nji kame tuli njeshe.
2f0504009f	Kakuli aci aba tusili mu tende eyi, kame tutonga ni kwimelwa kasa nji mbatwikala nokwakufuka, kono kame tu singa okufuka, nji cwale eso sifa si miniwe ku moyo.
2f05050060	Woyo ona tulukisete einu yonje eyi ni Nyambe, yonyene ona tubi Emebo kanyi oukulemenenena feela.
2f0506007d	Cwale enako yonje kame tuli ni undume no kuwaba. Kame tuyii nji abo tusili ku mundi mu lutu kame tuli oku no kuleba ni Mbumu.
2f0507002d	Kakuli kame twenda ni tumelo, kasa mu kumona.
2f05080064	Kame tuli ni undume no kuwaba mi kame tutwesa okusiya okutunda mu lutu ni kwikala ku mundi ni Mbumu.
2f05090059	Simba nji kame tuli ku mundi simba katusako kame tutenda omuhupulo wetu nji tumuwabelise.
2f050a00b3	Kakuli kame tufanene okwiiya tonje balubala no sipula no katulo sa Kilesite, nji cwale omunu ni munu atambule eso no kuwaba simba esi no kwiiba okukumanena kweyo anatende mu lutu.
2f050b00a9	Kakuli kame tulimuka okucila Ombumu, tu susuweze aanu. Kono eso tuli kwa sonyene kame silimukiwa kwa Nyambe mi kame ni sepa nji kame silimukiwa ngeso ni kulizwalo lyenu.
2f050c00b5	Kasa nji kame tu kubeeka kwaanyi kame, kono kame tumiba elibaka nji mukukumuse mulibaka lyetu, nji cwale mutwese okutambula awo akukumuseta mu sibaka no munu mi kasa mu mucima waye.
2f050d0076	Kakuli nji katunahana wino twenyene, nimulibaka lya Nyambe, nji kame tuli mu mihupulo yetu no kuluka nimulibaka lyenu.
2f050e008b	Kakuli elilato lya Kilesite kame litusiulula kakuli natuku kolwisisa nji omunu mumweya nafele aanu no kupula, cwalehe aanu onje kame anafu.
2f050f008a	Mi kame ana fele aanu onje nji awo ayoya alese oukuyoyela onyene kono ni mulibaka lyaye woyo onakufa mulibaka lyoo mi na kwingulwa kwaafu.
2f051000af	Okutunda bano ni kuta kuuso, cwalehe, tulese okwaliketa omunu mu mukwa no unu, kanyi omo tuna kwalitela Kilesite mu mukwa no unu, omo tuna kumwaliketela tulese okutenda ngeso.
2f05110074	Cwalehe nji omunu kame ali mwa Kilesite, kame ali esumbiwa no ubya, esi no kale nasibu, komumone, eyi no ubya naiyi.
2f05120067	Eyi yonje kame itunda kwa Nyambe woyo mwa Kilesite natu usu kwa yonyene ni kutuba omusebezi no kuusana.
2f05130087	Kame ku talusa nji mwa Kilesite, Nyambe nakuusa elitunga kwa yonyene kasa okwa balela emibonda yoo mi nabeeke mwaaci eliywi no kukuusa.
2f0514008d	Cwale kame tuli aimaneni a Kilesite, Nyambe kame anabeeke eliywi lyaye mwaaci. Kame tumyambela mu sibaka sa Kilesite nji muusetwe kwa Nyambe.
2f0515008b	Kakuli mulibaka lyetu Nyambe nakutenda Kilesite esibi woyo ona kuulwa okulimuka esibi, nji cwale mwa yonyene tutendiwe ano kuluka a Nyambe.
2f0601006f	Okusebeza bamweya ni Nyambe, kame tu mi kumbela nji mu lese oku tambula esishemo sa Nyambe mukwa tusa esinjili.
2f060200c3	Kakuli kame anaamba nji, “Ba nako ifanena, Kame nina kuteeteta kwaanyi Kame nina kumi tusa ba liywaa no kuyoyisiwa.” Komumone, cwale enako naikwana, mumone cwale sebeli eliywaa no kuyoyisiwa.
2f06030068	Ka tubekela omunu esi sitataliso mu mundila yaye nji cwale tulese okuwaniwa ni mubonda mu musebezi wetu.
2f06040087	Kono kame tuli abika a Nyambe tukubeeke twenyene mundila yonje mu koongola onene, mu mayando, mu kuulwa mane ni mu tinako no kubambaba,
2f0605004f	mu kufuliwa, mu titolongo, mu mifilifili, mu misebezi, mu kutona, nimu lishebo,
2f06060050	mu kukena, mu zibo, ni kutatelela, ni musa ni Mebo No Kukena, mu lilato no niti.
2f06070057	mu kwamba eniti, ni maata a Nyambe ni ilwiso no kuluka mu lyoko no silyo neli no simoo.
2f06080075	Mu kukutekiwa ni mukwakutekiwa, mu kwambiwa ouyi ni uwa. Kame tutendiwa kanyi aongi mi cwale kame twamba eyi no niti,
2f06090090	kanyi katu limukiwa mi cwale kame tulimukiwa wino, kanyi kame tufile mi komumone kame tuyoya, kanyi kame tuna kubiwa ekoto kono katu sikwibaiwa,
2f060a009e	kanyi kame twenine kono enako yonje kame tuwabelelwa, kanyi kame tushebile kono kame tufumisa ano kupula, kanyi katukwite einu kandi kame tuluwile einu yonje.
2f060b004d	Akanwa ketu kame tu myambela patalaza, Amakolinte, omucima wetu nau yatuluka.
2f060c0055	Ka muukele munyima mulibaka lyetu, kono kame muukela munyima mulibaka no mayando enu.
2f060d004f	Mu kuusa kame naamba kanyi kame nambela anukana, muyatulule emicima yenu ngeso.
2f060e008b	Mu lese okusebeleza bamweya nawo no kwapumena, kakuli oukuwana kubine kuli kwano kuluka na sikutenda ouyi? Simba oulikani no liseli ni uwi?
2f060f0061	Kilesite kaumweya ali nawo ni Satani? Simba ngasibine osiku pumena nji akuyupe nawo no kwapumena?
2f061000ef	Ibine etumelelano ili ku ndoo ya Nyambe ni ifekiso no kulapela? Kakuli kame tuli Endoo ya Nyambe no kuyoya! Kanyi Nyambe aba anamba nji, Kame sa niyoye mwa onyene ni kwenda mukaci koo mi kame sa nitende Nyambe woo, onyene atende aanu ange.
2f06110074	Cwalehe mutunde kwa onyene, mi mukutabe noo, kame kwamba Ombumu Mu lese okulema esi no kwakena, mi mba nimi tambula.
2f06120071	Kame sani tende sitenu, mi anyi mu tende anange no andumbana naa no akatana, kame kwamba Ombumu no maata onje.”
2f070100a2	Abaange cwale kakuli kame tuli ni tisepiso eti, tu kukenise ku oukusilafaza konje no lutu noku no mebo, mane tutende ano kukena awo kupetahalile mu kucila Nyambe.
2f0702006e	Mu tuyatulwele emicima yenu. Kakwisa omunu tuna foseze, ka tu silyanganisa omunu, kakwisa woyo tuna kwangwisa.
2f07030071	Ka naamba eyi nji niminyaze, kakuli kame nina kwamba oweli nji kame muli mu micima yetu, okufa ni kuyoya bamweya.
2f0704008c	Kame ni kwite etumelo inene mwaanyi, kame ni kuyeema onene mwanyi! Kame niiyalile okombaombiwa, kame ni wabelelwe onene mu mayando etu onje.
2f07050094	Kakuli simba aba tuna kwiiya mu Masedoniya, Etinyutu tetu katisi kupumula kono kame tuna kuyanda ku maneku onje okulwa kundee mi mukaci kame tucila.
2f07060057	Kono Nyambe woyo ombaomba emicima yawo aku kokobeza, naku tombaomba mu kwiiya kwa Tite.
