0100000007	Genesis
3a01040060	Mwanayu ndi wamkulu koposa angelo, monga momwe dzina limene analandira limaposa dzina la angelo.
3a010500bc	Kodi ndi kwa mngelo uti, kumene Mulungu anati, “Iwe ndiwe mwana wanga; Ine lero ndakhala Atate ako.” Kapena kunenanso kuti, “Ine ndidzakhala abambo ake; iye adzakhala mwana wanga.”
3a01060076	Pamene Mulungu amatuma Mwana wake woyamba kubadwa ku dziko lapansi anati, “Angelo onse a Mulungu amupembedze Iye.”
3a0107006e	Iye ponena za angelo akuti, “Mulungu amasandutsa angelo ake mphepo, amasandutsa atumiki ake malawi amoto.”
3a01080080	Koma za Mwana wake akuti, “Inu Mulungu, mpando wanu waufumu udzakhala mpaka muyaya, ndipo mudzaweruza molungama mu ufumu wanu.
3a0109008e	Mwakonda chilungamo ndi kudana ndi zoyipa; Nʼchifukwa chake, Mulungu wanu wakukwezani kuposa anzanu pokudzozani mafuta osonyeza chimwemwe.”
3a010a0079	Mulungu akutinso, “Ambuye, pachiyambi Inu munayika maziko a dziko lapansi; ndipo zakumwambako ndi ntchito za manja anu.
3a010b004a	Zimenezi zidzatha, koma Inu ndinu wachikhalire. Izo zidzatha ngati zovala.
3a010c007c	Mudzazipindapinda ngati chofunda; ndipo zidzasinthidwa ngati chovala. Koma Inu simudzasintha, ndipo zaka zanu sizidzatha.”
3a010d0093	Kodi ndi kwa Mngelo uti kumene Mulungu ananenapo kuti, “Khala kudzanja langa lamanja mpaka nditapanga adani ako kukhale chopondapo mapazi ako.”
3a010e003f	Kodi angelo onse si mizimu yotumikira odzalandira chipulumutso?
3a02010073	Nʼchifukwa chake, ife tiyenera kusamalira kwambiri zimene tinamva, kuopa kuti pangʼono ndi pangʼono tingazitaye.
3a0202009e	Popeza uthenga umene unayankhulidwa kudzera mwa angelo unali okhazikika ndithu, choncho aliyense amene ananyozera ndi kusamvera analandira chilango choyenera.
3a020300b2	Nanga ife tidzapulumuka bwanji tikapanda kusamala chipulumutso chachikulu chotere? Ambuye ndiye anayamba kuyankhula za chipulumutsochi, kenaka amenenso anamvawo anatitsimikizira.
3a020400a2	Mulungu anachitiranso umboni pochita zizindikiro, zinthu zodabwitsa ndi zamphamvu zamitundumitundu ndi powapatsa mphatso za Mzimu Woyera monga mwachifuniro chake.
3a0205005b	Mulungu sanapereke kwa angelo ulamuliro wa dziko limene likubwerali, limene ife tikulinena.
3a0206008b	Koma palipo pena pamene wina anachitira umboni kuti, “Kodi munthu ndani kuti muzimukumbukira, kapena mwana wa munthu kuti muzimusamalira?
3a0207004e	Munamuchepetsa pangʼono kusiyana ndi angelo; munamupatsa ulemerero ndi ulemu.
3a020800c9	Munamupatsa ulamuliro pa zinthu zonse.” Poyika zinthu zonse pansi pa ulamuliro wake, Mulungu sanasiye kanthu kamene sikali mu ulamuliro wake. Koma nthawi ino sitikuona zinthu pansi pa ulamuliro wake.
3a020900cc	Koma tikuona Yesu, amene kwa kanthawi kochepa anamuchepetsa pangʼono kwa angelo, koma tsopano wavala ulemerero ndi ulemu chifukwa anamva zowawa za imfa, kuti mwachisomo cha Mulungu, Iye afere anthu onse.
3a020a0112	Mulungu amene analenga zinthu zonse ndipo zinthu zonse zilipo chifukwa cha Iye ndi mwa Iye, anachiona choyenera kubweretsa ana ake ambiri mu ulemerero. Kunali koyenera kudzera mʼnjira ya zowawa, kumusandutsa Yesu mtsogoleri wangwiro, woyenera kubweretsa chipulumutso chawo.
3a020b0080	Popeza iye amene ayeretsa ndi oyeresedwa onse ndi abanja limodzi. Nʼchifukwa chake Yesu sachita manyazi kuwatcha iwo abale ake.
3a020c0070	Iye akuti, “Ine ndidzawuza abale anga za dzina lanu. Ndidzakuyimbirani nyimbo zamatamando pamaso pa mpingo.”
3a020d007f	Ndiponso, “Ine ndidzakhulupirira Iyeyo.” Ndiponso Iye akuti, “Ine ndili pano pamodzi ndi ana amene Mulungu wandipatsa.”
3a020e00b7	Tsono popeza kuti anawo ndi anthu, okhala ndi mnofu ndi magazi, Yesu nayenso anakhala munthu ngati iwowo kuti kudzera mu imfa yake awononge Satana amene ali ndi mphamvu yodzetsa imfa.
3a020f0070	Pakuti ndi njira yokhayi imene Iye angamasule amene pa moyo wawo wonse anali ngati akapolo chifukwa choopa imfa.
3a02100047	Pakuti tikudziwanso kuti sathandiza angelo, koma zidzukulu za Abrahamu.
3a021100c0	Chifukwa cha zimenezi, Iye anayenera kukhala wofanana ndi abale ake pa zonse, kuti akhale mkulu wa ansembe wachifundo ndi wokhulupirika potumikira Mulungu, kuti potero achotse machimo a anthu.
3a0212005f	Popeza Iye mwini anamva zowawa pamene anayesedwa, Iyeyo angathe kuthandiza amene akuyesedwanso.
3a030100ab	Nʼchifukwa chake abale oyera mtima, amenenso munayitanidwa ndi kumwamba, lingalirani za Yesu amene ndi Mtumwi ndi Mkulu wa ansembe wa chikhulupiriro chimene timavomereza.
3a0302007f	Iye anali wokhulupirika kwa Mulungu amene anamupatsa udindowo, monga momwe Mose anali wokhulupirika mʼnyumba yonse ya Mulungu.
3a03030086	Yesu anapezeka woyenera kulandira ulemu waukulu kuposa Mose, monga momwemonso womanga nyumba amalandira ulemu waukulu kuposa nyumbayo.
3a0304005a	Pakuti nyumba iliyonse imamangidwa ndi munthu wina, koma amene anapanga zonse ndi Mulungu.
3a03050077	Mose anali wokhulupirika monga mtumiki mʼnyumba yonse ya Mulungu, kuchitira umboni zimene zidzayankhulidwe mʼtsogolo.
3a0306009e	Koma Khristu ndi wokhulupirika monga mwana pa nyumba ya Mulungu. Ndipo ndife nyumba yake ngati tipitirire kulimbika mtima ndi kunyadira zomwe tikuyembekerazo.
3a03070039	Tsono monga Mzimu Woyera akuti, “Lero mukamva mawu ake,
3a0308005e	musawumitse mitima yanu ngati munachitira pamene munawukira, pa nthawi yoyesedwa mʼchipululu.
3a03090065	Pamene makolo anu anandiputa ndi kundiyesa, ndipo kwa zaka makumi anayi anaona zimene Ine ndinachita.
3a030a0088	Nʼchifukwa chake ndinawukwiyira mʼbadowo, ndipo Ine ndinati, ‘Nthawi zonse mitima yawo imasochera, ndipo iwo sadziwa njira zanga.’
3a030b0051	Kotero Ine ndinalumbira nditakwiya kuti, ‘Iwo sadzalowa mu mpumulo wanga.’”
3a030c0085	Abale samalani, kuti pasapezeke wina aliyense mwa inu wokhala ndi mtima woyipa ndi wosakhulupirira, womulekanitsa ndi Mulungu wamoyo.
3a030d00a0	Koma muzilimbikitsana tsiku ndi tsiku, ikanalipo nthawi imene imatchedwa kuti “Lero” kuti aliyense wa inu mtima wake usawumitsidwe ndi chinyengo cha tchimo.
3a030e0074	Pakuti timakhala anzake a Khristu, ngati tigwiritsitsa mpaka potsiriza chitsimikizo chimene tinali nacho pachiyambi.
3a030f007b	Monga kunanenedwa kuti, “Lero ngati mumva mawu ake, musawumitse mitima yanu ngati momwe munachitira pamene munawukira.”
3a0310005c	Nanga amene anamva ndi kuwukira anali ndani? Kodi si onse amene Mose anawatulutsa mu Igupto?
3a0311008d	Nanga amene Mulungu anawakwiyira zaka makumi anayi anali ndani? Kodi si anthu amene anachimwa, amene mitembo yawo inatsala mʼchipululu muja?
3a0312006d	Nanga Mulungu ankanena za ndani kuti sadzalowa mu mpumulo wake? Pajatu ankanena za anthu amene sanamvere aja.
3a03130043	Tsono ife tikuona kuti sanalowe chifukwa cha kusakhulupirika kwawo.
3a04010093	Popeza lonjezo lakuti tidzalowe mu mpumulo umene anatilonjeza lilipobe, tiyeni tisamale kuti pasakhale wina aliyense mwa inu wodzalephera kulowamo.
3a0402008a	Pakuti Uthenga Wabwino unalalikidwa kwa ife, monganso iwo aja; koma iwo sanapindule nawo uthengawo chifukwa anangomva koma osakhulupirira.
3a040300f6	Tsono ife amene takhulupirira talowa mu mpumulo, monga momwe Mulungu akunenera kuti, “Ndili wokwiya ndinalumbira kuti, ‘Iwo sadzalowa konse mu mpumulo wanga.’” Ananena zimenezi ngakhale anali atatsiriza kale ntchito yolenga dziko lapansi.
3a0404008f	Pena pake wayankhula za tsiku lachisanu ndi chiwiri mʼmawu awa: “Pa tsiku lachisanu ndi chiwiri, Mulungu anapumula ku ntchito zake zonse.”
3a0405005c	Pa ndime inonso akunena za zomwezo pamene akuti, “Iwo sadzalowa konse mu mpumulo wanga.”
3a04060080	Popeza kwatsalabe kuti ena adzalowe mu mpumulowo, koma aja anayamba kumva Uthenga Wabwino sanalowe chifukwa cha kusamvera kwawo.
3a040700eb	Nʼchifukwa chake Mulungu anayikanso tsiku lina limene analitcha “Lero.” Patapita nthawi yayitali Iye anayankhula za tsiku lomweli kudzera mwa Davide, monga ndinanena kale kuti, “Lero mukamva mawu ake, musawumitse mitima yanu.”
3a04080059	Ngati Yoswa akanalowetsa anthu mu mpumulo, Mulungu sakananena pambuyo pake za tsiku lina.
3a0409003c	Kotero tsono kwatsala mpumulo wa Sabata kwa anthu a Mulungu;
3a040a006c	Pakuti aliyense amene analowa mu mpumulo wa Mulungu anapuma pa ntchito zake, monga momwe Mulungu anachitira.
3a040b007a	Tiyeni tsono tiyesetse kulowa mu mpumulo, kuti pasapezeke wina aliyense wolephera potsatira chitsanzo chawo cha kusamvera.
3a040c00ef	Paja Mawu a Mulungu ndi amoyo ndi amphamvu. Ndi akuthwa koposa lupanga lakuthwa konsekonse. Amalowa mpaka molumikizirana moyo ndi mzimu, ndiponso molumikizirana fundo ndi mafuta a mʼmafupa. Amaweruza malingaliro ndi zokhumba za mʼmitima.
3a040d0094	Palibe kanthu kobisika pamaso pa Mulungu. Zinthu zonse zili poyera ndi zovundukuka pamaso pa Iye amene tiyenera kumufotokozera zonse zimene tachita.
3a040e00a5	Popeza kuti tili ndi Mkulu wa ansembe wopambana, amene analowa kale kumwamba, Yesu Mwana wa Mulungu, tiyeni tigwiritsitse chikhulupiriro chathu chimene timavomereza.
3a040f00ac	Pakuti sitili ndi Mkulu wa ansembe amene sangathe kutimvera chifundo chifukwa cha zofowoka zathu. Koma tili naye amene anayesedwa mʼnjira zonse monga ife, koma sanachimwe.
3a04100092	Tiyeni tsono tiyandikire ku mpando waufumu, wachisomo mopanda mantha, kuti tilandire chifundo ndi kupeza chisomo chotithandiza pa nthawi yeniyeni.
3a050100af	Mkulu wa ansembe aliyense amasankhidwa kuchokera pakati pa anthu ndipo amayikidwa kuti aziwayimirira pamaso pa Mulungu, kuti azipereka mphatso ndi nsembe chifukwa cha machimo.
3a05020065	Popeza kuti iye mwini ali ndi zofowoka zake, amatha kuwalezera mtima amene ali osadziwa ndi osochera.
3a05030075	Chifukwa cha ichi, iye amadziperekera nsembe chifukwa cha machimo ake omwe ndiponso chifukwa cha machimo a anthu ena.
3a05040075	Palibe amene amadzipatsa yekha ulemu wotere, koma amachita kuyitanidwa ndi Mulungu monga momwe anayitanidwira Aaroni.
3a050500a3	Nʼchifukwa chake Khristu sanadzipatse yekha ulemu wokhala Mkulu wa ansembe. Koma Mulungu anamuwuza kuti, “Iwe ndiwe Mwana wanga; Ine lero ndakhala Atate ako.”
3a0506005e	Ndipo penanso anati, “Iwe ndiwe wansembe mpaka muyaya, monga mwa unsembe wa Melikizedeki.”
3a050700cd	Yesu, pa nthawi imene anali munthu pa dziko lapansi pano, anapereka mapemphero ake ndi zopempha mofuwula ndi misozi kwa Iye amene akanamupulumutsa ku imfa, ndipo anamumvera chifukwa anagonjera modzipereka.
3a05080045	Ngakhale Iye anali Mwana wa Mulungu anaphunzira kumvera pomva zowawa.
3a0509005b	Atasanduka wangwiro kotheratu, anakhala gwero la chipulumutso chosatha kwa onse omvera Iye.
3a050a0061	Ndipo Mulungu anamuyika kukhala Mkulu wa ansembe, monga mwa dongosolo la unsembe wa Melikizedeki.
3a050b0070	Tili ndi zambiri zoti tinganene pa zimenezi, koma ndi zovuta kukufotokozerani chifukwa ndinu ochedwa kuphunzira.
3a050c00d0	Ngakhale kuti pa nthawi ino munayenera kukhala aphunzitsi, pakufunikabe munthu wina kuti abwerezenso kudzakuphunzitsani maphunziro oyambira a choonadi cha Mulungu. Ndinu ofunika mkaka osati chakudya cholimba!
3a050d0069	Aliyense amene amangodya mkaka okha, akanali mwana wakhanda, sakudziwa bwino chiphunzitso cha chilungamo.
3a050e0086	Koma chakudya cholimba ndi cha anthu okhwima msinkhu, amene pogwiritsa ntchito nzeru zawo, aphunzira kusiyanitsa chabwino ndi choyipa.
3a060100fc	Tsono tiyeni tisangoyima pa maphunziro oyambirira enieni a Khristu koma tipitirire kuti mukule msinkhu. Tisaphunzitsenso zinthu zomwe zili ngati maziko, monga za kutembenuka mtima kusiya ntchito zosapindulitsa pa moyo wosatha, za kukhulupirira Mulungu,
3a06020051	za maubatizo, za kusanjika manja, za kuuka kwa akufa ndi za chiweruzo chotsiriza.
3a06030023	Ndipo Mulungu akalola, tidzaterodi.
3a0604008c	Nʼkosatheka kuwabwezanso anthu amene nthawi ina anawunikiridwa. Iwowa analawapo mphatso yochokera kumwamba, nʼkulandira nawo Mzimu Woyera.
3a06050041	Analawa kukoma kwa mawu a Mulungu ndi mphamvu za nthawi ikubwera.
3a06060082	Popeza anabwerera mʼmbuyo, nʼkosatheka kuti atembenukenso mtima chifukwa akupachikanso Mwana wa Mulungu ndi kumunyozetsa poyera.
3a0607005f	Nthaka yolandira mvula kawirikawiri nʼkubala mbewu zopindulitsa oyilima, Mulungu amayidalitsa.
3a06080080	Koma nthaka yobereka minga ndi nthula ndi yopanda phindu ndipo ili pafupi kutembereredwa. Matsiriziro ake idzatenthedwa mʼmoto.
3a06090085	Okondedwa anga, ngakhale tikuyankhula zimenezi, ife tikudziwa kuti muli nazo zinthu zabwino zomwe zimabwera pamodzi ndi chipulumutso.
3a060a008f	Mulungu ndi wolungama, sangayiwale ntchito zanu ndi chikondi chanu chimene munamuonetsa pothandiza anthu ake monga mmene mukuchitirabe tsopano.
3a060b0072	Ife tikufuna kuti aliyense wa inu aonetse changu chomwechi mpaka kumapeto, kuti zichitikedi zomwe mukuyembekezera.
3a060c0081	Ife sitikufuna kuti inu mukhale aulesi, koma mutsatire anthu amene, pokhulupirira ndi kupirira, akulandira zimene zinalonjezedwa.
3a060d0091	Pamene Mulungu ankamulonjeza Abrahamu, popeza panalibe wamkulu womuposa, amene akanamutchula ndikulumbira mwa Iye, analumbira mwa Iye yekha kuti,
3a060e0048	“Ine ndidzakudalitsa ndithu, ndipo ndidzakupatsa zidzukulu zambiri.”
3a060f0048	Ndipo Abrahamu atayembekezera mofatsa, analandira zimene anamulonjezazo.
3a06100089	Anthu amalumbira mʼdzina la wina amene akuwaposa, ndipo lumbiro lotere limatsimikizira zomwe zayankhulidwa ndi kuthetsa mikangano yonse.
3a06110090	Momwemonso Mulungu pofuna kutsimikizira anthu amene adzalandire lonjezo, kuti Iye sangasinthe maganizo, anatsimikiza lonjezo lakelo ndi lumbiro.
3a061200ea	Mulungu anachita zinthu ziwiri, lonjezo ndi lumbiro, zimene sizingathe kusintha ndipo Mulungu sangathe kunama. Choncho Mulungu akutilimbikitsa mtima ife amene tinathawira kwa Iye kuti tichigwiritsitse chiyembekezo chimene tinalandira.
3a061300b2	Chiyembekezo chimenechi tili nacho ngati nangula wa moyo wathu. Nʼchokhazikika ndi chosagwedezeka ndipo chimalowa mʼkatikati mwa malo opatulika, kuseri kwa chinsalu chotchinga.
3a0614009c	Yesu anatitsogolera kupita kumeneko, nalowako mʼmalo mwathu. Iye anasanduka Mkulu wa ansembe onse wamuyaya, monga mwa dongosolo la unsembe wa Melikizedeki.
3a070100dc	Melikizedeki ameneyu anali mfumu ya ku Salemu, ndiponso wansembe wa Mulungu Wammwambamwamba. Anakumana ndi Abrahamu pamene ankabwerera kuchokera ku nkhondo atagonjetsa mafumu aja, Melikizedeki anakumana naye namudalitsa.
3a070200c8	Ndipo Abrahamu anamupatsa chakhumi cha zonse anafunkha. Choyamba dzina la Melikizedeki likutanthauza, “Mfumu ya chilungamo,” kenakanso, “Mfumu ya Salemu,” kutanthauza, “Mfumu ya mtendere.”
3a07030097	Alibe abambo kapena mayi, alibe chiyambi kapena chitsiriziro cha moyo wake. Iye ali ngati Mwana wa Mulungu ndipo akupitirira kukhala wansembe wamuyaya.
3a07040077	Mukuona tsono kuti munthuyo anali wamkulu ndithu, pakuti Abrahamu kholo lathu anamupatsa chakhumi cha zimene anafunkha.
3a070500a1	Tsono lamulo likuti, ana a Levi amene amakhala ansembe azilandira chakhumi kuchokera kwa Aisraeli, abale awo ngakhale kuti abale awowo ndi ochokera kwa Abrahamu.
3a07060094	Melikizedeki sanali wochokera kwa Levi, komabe analandira chakhumi kuchokera kwa Abrahamu nadalitsa Abrahamuyo amene analandira malonjezo a Mulungu.
3a07070053	Mosakayika konse, munthu amene amadalitsa ndi wamkulu kuposa amene akudalitsidwayo.
3a0708008c	Ansembe amene amalandira chakhumi amafa, choncho Melikizedeki ndi wamkulu kuwaposa iwo chifukwa Malemba amamuchitira umboni kuti ndi wamoyo.
3a07090065	Wina angathe kunena kuti Levi, amene amalandira chakhumi, anapereka chakhumicho kudzera mwa Abrahamu,
3a070a005c	chifukwa pamene Melikizedeki anakumana ndi Abrahamu nʼkuti Levi ali mʼthupi la kholo lake.
3a070b00d2	Kukanatheka kukhala wangwiro mwa unsembe wa Levi, pakuti Malamulo anapatsidwa kwa anthu mwa unsembe wa Levi, nʼchifukwa chiyani panafunikanso wansembe wina kuti abwere, wofanana ndi Melikizedeki, osati Aaroni?
3a070c003e	Pakuti pamene unsembe usintha, malamulonso amayenera kusintha.
3a070d0092	Ambuye athu Yesu, amene mawuwa akunena za Iye, anali wa fuko lina, ndipo palibe aliyense wochokera fuko lakelo amene anatumikira pa guwa lansembe.
3a070e007f	Pakuti nʼzodziwika bwino kuti Ambuye athu anachokera fuko la Yuda. Kunena za fuko limeneli, Mose sananenepo kanthu za ansembe.
3a070f0066	Ndipo zimene tanenazi zimamveka bwino ngati tiona kuti pafika wansembe wina wofanana ndi Melikizedeki.
3a07100067	Yesu sanakhale wansembe chifukwa cha malamulo monga mwa mabadwidwe ake koma mwamphamvu ya moyo wosatha.
3a07110079	Pakuti Mulungu anamuchitira umboni kuti, “Iwe ndi wansembe wamuyaya, monga mwa dongosolo la unsembe wa Melikizedeki.”
3a0712004f	Choncho lamulo loyamba lachotsedwa chifukwa linali lofowoka ndi lopanda phindu.
3a0713009f	Tsono Malamulo sangathe kusandutsa chilichonse kukhala changwiro, koma mʼmalo mwake mwalowa chiyembekezo chabwino, chimenechi timayandikira nacho kwa Mulungu.
3a0714004b	Izi sizinachitiketu wopanda lumbiro. Ena ankakhala ansembe popanda lumbiro.
3a07150097	Koma Yesu ankakhala wansembe ndi lumbiro pamene Mulungu anati, “Ambuye analumbira ndipo sangasinthe maganizo ake, ‘Iwe ndi wansembe wamuyaya.’”
3a07160042	Chifukwa cha lumbiroli, Yesu wakhala Nkhoswe ya Pangano lopambana.
3a07170059	Tsono ansembe akale aja analipo ambiri, popeza imfa imawalepheretsa kupitiriza ntchitoyi.
3a07180038	Koma Yesu popeza ndi wamuyaya, unsembe wake ndi wosatha.
3a07190091	Chifukwa chake Iye amapulumutsa kwathunthu amene amabwera kwa Mulungu kudzera mwa Iyeyo. Iye ali ndi moyo nthawi zonse kuti adziwapempherera iwo.
3a071a00b6	Uyu ndi Mkulu wa ansembe amene tikumufuna chifukwa ndi woyera, wopanda choyipa kapena chodetsa chilichonse, wosiyana ndi anthu ochimwa, ndiponso wokwezedwa kuposa zonse zakumwambaku.
3a071b0100	Kusiyana ndi akulu a ansembe ena aja, Yesu sanafunike kupereka nsembe tsiku ndi tsiku poyamba chifukwa cha machimo ake, ndipo kenaka chifukwa cha machimo a anthu ena. Iye anadzipereka nsembe chifukwa cha machimo awo kamodzi kokha pamene anadzipereka yekha.
3a071c00ba	Pakuti lamulo limasankha anthu amene ndi ofowoka kukhala akulu a ansembe; koma lumbiro, lomwe linabwera pambuyo pa lamulo, linasankha Mwana, amene anapangidwa kukhala wangwiro kwamuyaya.
3a080100a0	Fundo yayikulu pa zimene tikunenazi ndi iyi: Tili naye ife Mkulu wa ansembe, amene anakhala ku dzanja lamanja la mpando waufumu wa Mulungu Waulemerero kumwamba.
3a0802005e	Ndipo akutumikira mʼmalo opatulika, mu Tenti yeniyeni yoyikidwa ndi Ambuye, osati ndi munthu.
3a0803009d	Mkulu wa ansembe aliyense amasankhidwa kuti azipereka mphatso ndi nsembe kwa Mulungu, ndipo kunali koyenera kuti wansembe wathunso akhale nʼkanthu kopereka.
3a08040083	Ngati iye akanakhala pa dziko lapansi, sakanakhala wansembe pakuti alipo kale anthu amene amapereka mphatso zolembedwa mʼMalamulo.
3a080500fb	Iwo amatumikira pamalo opatulika amene ndi chithunzi ndi chifanizo cha zimene zili kumwamba. Ichi ndi chifukwa chake Mose anachenjezedwa pamene anali pafupi kumanga Tenti: “Uwonetsetse kuti wapanga zonse monga momwe ndikukuonetsera pa phiri pano.”
3a080600bd	Koma Yesu analandira utumiki wopambana kuposa wawo monga Iyenso ali Nkhoswe ya pangano lopambana kuposa lakale lija, chifukwa pangano latsopano lakhazikika pa malonjezano opambana kwambiri.
3a08070056	Ngati pangano loyamba lija likanakhala langwiro, sipakanafunikanso lina mʼmalo mwake.
3a080800b0	Koma Mulungu anapeza zolakwika pakati pa anthu ndipo anati, “Masiku akubwera,” akutero Yehova, “pamene ndidzachita pangano latsopano ndi Aisraeli ndiponso nyumba ya Yuda.
3a080900c9	Silidzakhala ngati pangano limene ndinachita ndi makolo awo, pamene ndinawagwira padzanja nʼkuwatulutsa ku Igupto chifukwa iwo sanasunge pangano langa lija ndipo Ine sindinawasamalire, akutero Ambuye.
3a080a00ed	Tsono ili ndi pangano ndidzapangane ndi nyumba ya Israeli: Atapita masiku amenewa, akutero Ambuye, Ine ndidzayika malamulo anga mʼmaganizo mwawo, ndi kulemba mʼmitima mwawo. Ine ndidzakhala Mulungu wawo, ndipo iwo adzakhala anthu anga.
3a080b00b0	Sipadzafunikanso wina kuti aphunzitse mnzake, kapena munthu kuphunzitsa mʼbale wake, kunena kuti, udziwe Ambuye chifukwa onse adzandidziwa, kuyambira wamngʼono mpaka wamkulu.
3a080c0056	Pakuti Ine ndidzawakhululukira zoyipa zawo, ndipo sindidzakumbukiranso machimo awo.”
3a080d00ba	Ponena kuti, pangano “latsopano” Mulungu wapanga pangano loyamba lija kukhala lotha ntchito, ndipo chilichonse chimene chayamba kutha ntchito ndi kukalamba, chili pafupi kuchokeratu.
3a09010069	Pangano loyamba lija linali ndi malamulo okhudza chipembedzo, ndi malo opembedzeramo omangidwa ndi anthu.
3a090200a2	Anthu ankamanga chihema. Mʼchipinda choyamba munali choyikapo nyale, tebulo ndi buledi woperekedwa kwa Mulungu. Chipinda chimenechi chinkatchedwa Malo Opatulika.
3a0903004f	Kuseri kwa chinsalu chotchinga chachiwiri kunkatchedwa Malo Opatulika kwambiri.
3a090400f5	Mʼmenemo munali guwa lansembe lagolide lofukizirapo lubani. Munalinso Bokosi la Chipangano lokutidwa ndi golide. Mʼbokosimo munali mʼphika wagolide mʼmene ankasungiramo mana ndi ndodo ya Aaroni imene inaphuka ija, ndiponso miyala ya pangano.
3a090500db	Pamwamba pa bokosilo panali zifanizo za angelo otchedwa akerubi aulemerero, ataphimba chivundikiro cha bokosilo chimene chinali malo okhululukirapo machimo. Koma nʼzosatheka tsopano kufotokoza zinthu mwatsatanetsatane.
3a0906006c	Zinthu zonsezi zitakonzedwa, ansembe ankalowamo mʼchipinda choyamba chija nthawi ndi nthawi kumatumikiramo.
3a090700ff	Koma Mkulu wa ansembe yekha ndiye ankalowa chipinda chachiwiri chija kamodzi kokha pa chaka. Iye sankalowamo wopanda magazi. Magaziwo ankapereka nsembe kwa Mulungu chifukwa cha iye mwini ndiponso chifukwa cha machimo a anthu amene ankachita mosazindikira.
3a0908008d	Mwa njira imeneyi Mzimu Woyera ankaonetsa kuti njira yolowera ku malo opatulika inali isanaonetsedwe pamene Chihema choyamba chinali chilipo.
3a090900a1	Zimenezi nʼzofanizira chabe, ndipo zinkalozera nthawi ino, kusonyeza kuti mphatso ndi nsembe zimene zinkaperekedwa sizinkachotsa chikumbumtima cha wopembedzayo.
3a090a00a0	Inali nkhani ya zakudya, ya zakumwa ndi ya miyambo yosiyanasiyana ya masambidwe. Anali malamulo akunja kokha mpaka pa nthawi imene anakonzanso zonse mwatsopano.
3a090b00cb	Koma Khristu atafika monga Mkulu wa ansembe wa zinthu zokoma zimene zilipo tsopano, Iye analowa mʼChihema chachikulu ndiponso changwiro chimene sichinamangidwe ndi munthu, ndiye kuti sichili pansi pano.
3a090c00a0	Iye sanalowemo ndi magazi ambuzi yayimuna, ana angʼombe amphongo, koma analowa Malo Opatulika kamodzi kokha ndi magazi ake, atatikonzera chipulumutso chosatha.
3a090d00b1	Ngati magazi ambuzi yayimuna, angʼombe yayimuna ndi phulusa la mwana wangʼombe wamkazi zimati zikawazidwa pa odetsedwa zimawayeretsa kotero kuti amakhala oyeretsedwa ku thupi,
3a090e00dd	nʼkoposa kotani magazi a Khristu, amene mwa Mzimu wamuyaya anadzipereka yekha kwa Mulungu kukhala nsembe yopanda chilema. Iye adzayeretsa chikumbumtima chathu pochotsa ntchito za imfa, kuti ife titumikire Mulungu wamoyo.
3a090f00eb	Pa chifukwa chimenechi Khristu ndi mʼkhalapakati wa pangano latsopano, kuti iwo amene anayitanidwa alandire chuma chamuyaya, pakuti Iye tsopano anafa ngati dipo lomasula iwo ku machimo amene anachita ali pansi pa pangano loyamba lija.
3a09100068	Ngati munthu alemba pangano losiyira ena chuma, pafunika kutsimikiza kuti wolemba panganolo wamwaliradi,
3a09110079	chifukwa pangano lotere limakhala ndi mphamvu ngati wolembayo wamwalira. Siligwira ntchito pamene wolembayo ali ndi moyo.
3a0912004d	Nʼchifukwa chake pangano loyamba lija silinachitike popanda kukhetsa magazi.
3a091300cb	Mose atawawuza anthu onse malamulo, anatenga magazi a ana angʼombe amphongo ndi ambuzi yayimuna pamodzi ndi madzi, ubweya wofiira ndiponso chitsamba chotchedwa hisope, ndi kuwaza pa buku ndi anthu onse.
3a09140057	Iye anati, “Awa ndi magazi a pangano limene Mulungu wakulamulirani kuti mulisunge.”
3a0915006e	Momwemonso Mose anawaza magazi pa Chihema chija ndiponso pa zipangizo zonse zogwiritsa ntchito pa chipembedzo.
3a09160094	Monga mwa malamulo titha kunena kuti, pafupifupi zinthu zonse zimayeretsedwa ndi magazi ndipo popanda kukhetsa magazi palibe kukhululukidwa machimo.
3a091700bf	Tsono panafunika kuti zinthu zingofanizira zenizeni za kumwamba, ziyeretsedwe ndi nsembe zimenezi, koma zinthu za kumwamba zenizenizo kuti ziyeretsedwe panafunika nsembe zina zoposa zimenezo.
3a091800be	Pakuti Khristu sanalowe mʼmalo opatulika omangidwa ndi anthu amene anali chifaniziro cha malo enieniwo. Iye analowa kumwamba kwenikweniko kuti azionekera pamaso pa Mulungu chifukwa cha ife.
3a091900ae	Iye sanalowe kumwamba kuti azikadziperekanso nsembe kachiwiri monga momwe mkulu wa ansembe ankachitira chaka ndi chaka ku Malo Opatulika kwambiri ndi magazi amene sanali ake.
3a091a00cd	Zikanatero bwenzi Khristu atamva zowawa kambirimbiri chilengedwere cha dziko lapansi. Koma tsopano anaoneka kamodzi kokha chifukwa cha onse pa nthawi yotsiriza kuti achotse tchimo podzipereka yekha nsembe.
3a091b0043	Popeza kunayikika kwa munthu kufa kamodzi ndipo kenaka kuweruzidwa,
3a091c00c6	momwemonso Khristu anadzipereka nsembe kamodzi kokha kuchotsa machimo a anthu ambiri. Ndipo Iye adzaonekanso kachiwiri, osati kudzachotsa tchimo, koma kudzapereka chipulumutso kwa amene akumudikira.
